,forecast_date,target,target_end_date,location,type,quantile,value
2609,2020-07-20,4 wk ahead cum death,2020-08-15,19,point,,894.661116615118
2610,2020-07-20,4 wk ahead inc case,2020-08-15,19,point,,3253.50397892401
2611,2020-07-20,4 wk ahead inc death,2020-08-15,19,point,,20.300934140225
2664,2020-07-20,1 wk ahead cum death,2020-07-25,21,point,,685.175147193358
2665,2020-07-20,1 wk ahead inc case,2020-07-25,21,point,,2498.01395735521
2666,2020-07-20,1 wk ahead inc death,2020-07-25,21,point,,15.175147193357502
2719,2020-07-20,2 wk ahead cum death,2020-08-01,21,point,,713.320809658326
2720,2020-07-20,2 wk ahead inc case,2020-08-01,21,point,,4505.30444984719
2721,2020-07-20,2 wk ahead inc death,2020-08-01,21,point,,28.1456624649682
2774,2020-07-20,3 wk ahead cum death,2020-08-08,21,point,,736.31663975149
2775,2020-07-20,3 wk ahead inc case,2020-08-08,21,point,,5646.90495595241
2776,2020-07-20,3 wk ahead inc death,2020-08-08,21,point,,22.995830093164397
2829,2020-07-20,4 wk ahead cum death,2020-08-15,21,point,,759.894105573526
2830,2020-07-20,4 wk ahead inc case,2020-08-15,21,point,,7387.89468485933
2831,2020-07-20,4 wk ahead inc death,2020-08-15,21,point,,23.5774658220357
2884,2020-07-20,1 wk ahead cum death,2020-07-25,24,point,,3415.0242997740197
2885,2020-07-20,1 wk ahead inc case,2020-07-25,24,point,,3424.0807845067798
2886,2020-07-20,1 wk ahead inc death,2020-07-25,24,point,,38.02429977402429
2939,2020-07-20,2 wk ahead cum death,2020-08-01,24,point,,3460.0246956740802
2940,2020-07-20,2 wk ahead inc case,2020-08-01,24,point,,3907.07656142156
2941,2020-07-20,2 wk ahead inc death,2020-08-01,24,point,,45.000395900056
2994,2020-07-20,3 wk ahead cum death,2020-08-08,24,point,,3496.912974518
2995,2020-07-20,3 wk ahead inc case,2020-08-08,24,point,,3474.66185377078
2996,2020-07-20,3 wk ahead inc death,2020-08-08,24,point,,36.8882788439214
3049,2020-07-20,4 wk ahead cum death,2020-08-15,24,point,,3528.5947208355396
3050,2020-07-20,4 wk ahead inc case,2020-08-15,24,point,,3136.5637362113202
3051,2020-07-20,4 wk ahead inc death,2020-08-15,24,point,,31.6817463175416
3104,2020-07-20,1 wk ahead cum death,2020-07-25,25,point,,8530.67315946511
3105,2020-07-20,1 wk ahead inc case,2020-07-25,25,point,,897.7440346185319
3106,2020-07-20,1 wk ahead inc death,2020-07-25,25,point,,99.67315946511009
3159,2020-07-20,2 wk ahead cum death,2020-08-01,25,point,,8613.28471979879
3160,2020-07-20,2 wk ahead inc case,2020-08-01,25,point,,961.538581957051
3161,2020-07-20,2 wk ahead inc death,2020-08-01,25,point,,82.6115603336802
3214,2020-07-20,3 wk ahead cum death,2020-08-08,25,point,,8676.973973636
3215,2020-07-20,3 wk ahead inc case,2020-08-08,25,point,,684.4639419044539
3216,2020-07-20,3 wk ahead inc death,2020-08-08,25,point,,63.6892538372085
3269,2020-07-20,4 wk ahead cum death,2020-08-15,25,point,,8726.3331605971
3270,2020-07-20,4 wk ahead inc case,2020-08-15,25,point,,524.998877736973
3271,2020-07-20,4 wk ahead inc death,2020-08-15,25,point,,49.3591869611009
3318,2020-07-20,1 wk ahead cum death,2020-07-25,26,point,,6417.48295405275
3319,2020-07-20,1 wk ahead inc death,2020-07-25,26,point,,51.48295405274529
