,forecast_date,target,target_end_date,location,type,quantile,value
1976,2020-07-20,4 wk ahead inc case,2020-08-15,51127,point,,3.2860564539695734
1984,2020-07-20,1 wk ahead inc case,2020-07-25,51131,point,,4.188607542607259
1992,2020-07-20,2 wk ahead inc case,2020-08-01,51131,point,,4.346558138664161
2000,2020-07-20,3 wk ahead inc case,2020-08-08,51131,point,,3.0344646265453434
2008,2020-07-20,4 wk ahead inc case,2020-08-15,51131,point,,1.971069874560164
2016,2020-07-20,1 wk ahead inc case,2020-07-25,51133,point,,2.5317336145296685
2024,2020-07-20,2 wk ahead inc case,2020-08-01,51133,point,,1.3754539556003935
2032,2020-07-20,3 wk ahead inc case,2020-08-08,51133,point,,8.058739448493716
2040,2020-07-20,4 wk ahead inc case,2020-08-15,51133,point,,0.5415719255197847
2048,2020-07-20,1 wk ahead inc case,2020-07-25,51135,point,,0.0
2056,2020-07-20,2 wk ahead inc case,2020-08-01,51135,point,,0.0
2064,2020-07-20,3 wk ahead inc case,2020-08-08,51135,point,,0.0
2072,2020-07-20,4 wk ahead inc case,2020-08-15,51135,point,,0.0
2080,2020-07-20,1 wk ahead inc case,2020-07-25,51137,point,,8.137276468691772
2088,2020-07-20,2 wk ahead inc case,2020-08-01,51137,point,,2.202992982803644
2096,2020-07-20,3 wk ahead inc case,2020-08-08,51137,point,,4.942647682769948
2104,2020-07-20,4 wk ahead inc case,2020-08-15,51137,point,,6.234380105647572
2112,2020-07-20,1 wk ahead inc case,2020-07-25,51139,point,,10.785740034203782
2120,2020-07-20,2 wk ahead inc case,2020-08-01,51139,point,,11.258258036745751
2128,2020-07-20,3 wk ahead inc case,2020-08-08,51139,point,,9.011239170508528
2136,2020-07-20,4 wk ahead inc case,2020-08-15,51139,point,,7.726033129159343
2144,2020-07-20,1 wk ahead inc case,2020-07-25,51141,point,,2.598349923726623
2152,2020-07-20,2 wk ahead inc case,2020-08-01,51141,point,,0.0
2160,2020-07-20,3 wk ahead inc case,2020-08-08,51141,point,,3.4744768491334197
2168,2020-07-20,4 wk ahead inc case,2020-08-15,51141,point,,2.3363890743205036
2176,2020-07-20,1 wk ahead inc case,2020-07-25,51143,point,,20.711052796848048
2184,2020-07-20,2 wk ahead inc case,2020-08-01,51143,point,,28.887847161363066
2192,2020-07-20,3 wk ahead inc case,2020-08-08,51143,point,,29.384385963792997
2200,2020-07-20,4 wk ahead inc case,2020-08-15,51143,point,,25.24819826627963
2208,2020-07-20,1 wk ahead inc case,2020-07-25,51145,point,,5.7284434776937125
2216,2020-07-20,2 wk ahead inc case,2020-08-01,51145,point,,7.237525572998176
2224,2020-07-20,3 wk ahead inc case,2020-08-08,51145,point,,4.610340084611961
2232,2020-07-20,4 wk ahead inc case,2020-08-15,51145,point,,5.426086156170814
2240,2020-07-20,1 wk ahead inc case,2020-07-25,51147,point,,8.182220524251019
2248,2020-07-20,2 wk ahead inc case,2020-08-01,51147,point,,15.967401300214624
2256,2020-07-20,3 wk ahead inc case,2020-08-08,51147,point,,10.544097884055793
2264,2020-07-20,4 wk ahead inc case,2020-08-15,51147,point,,10.222595883956853
2272,2020-07-20,1 wk ahead inc case,2020-07-25,51149,point,,17.49184448645292
2280,2020-07-20,2 wk ahead inc case,2020-08-01,51149,point,,18.567414030448752
2288,2020-07-20,3 wk ahead inc case,2020-08-08,51149,point,,12.643352065606964
2296,2020-07-20,4 wk ahead inc case,2020-08-15,51149,point,,14.843586146179067
2304,2020-07-20,1 wk ahead inc case,2020-07-25,51153,point,,238.76305521964963
2312,2020-07-20,2 wk ahead inc case,2020-08-01,51153,point,,246.65052782638023
2320,2020-07-20,3 wk ahead inc case,2020-08-08,51153,point,,205.72681801415317
2328,2020-07-20,4 wk ahead inc case,2020-08-15,51153,point,,152.9767370706936
2336,2020-07-20,1 wk ahead inc case,2020-07-25,51155,point,,3.0680802201412813
2344,2020-07-20,2 wk ahead inc case,2020-08-01,51155,point,,9.275492283376627
2352,2020-07-20,3 wk ahead inc case,2020-08-08,51155,point,,4.581043747317609
2360,2020-07-20,4 wk ahead inc case,2020-08-15,51155,point,,3.655356781342464
2368,2020-07-20,1 wk ahead inc case,2020-07-25,51157,point,,0.0
2376,2020-07-20,2 wk ahead inc case,2020-08-01,51157,point,,0.0
2384,2020-07-20,3 wk ahead inc case,2020-08-08,51157,point,,0.0
2392,2020-07-20,4 wk ahead inc case,2020-08-15,51157,point,,2.5218367441214684
2400,2020-07-20,1 wk ahead inc case,2020-07-25,51159,point,,0.0
2408,2020-07-20,2 wk ahead inc case,2020-08-01,51159,point,,0.0
2416,2020-07-20,3 wk ahead inc case,2020-08-08,51159,point,,0.0
2424,2020-07-20,4 wk ahead inc case,2020-08-15,51159,point,,0.0
2432,2020-07-20,1 wk ahead inc case,2020-07-25,51161,point,,22.678005471271803
2440,2020-07-20,2 wk ahead inc case,2020-08-01,51161,point,,21.85424760428334
2448,2020-07-20,3 wk ahead inc case,2020-08-08,51161,point,,13.898918318306748
2456,2020-07-20,4 wk ahead inc case,2020-08-15,51161,point,,13.927354381752114
2464,2020-07-20,1 wk ahead inc case,2020-07-25,51163,point,,0.0
2472,2020-07-20,2 wk ahead inc case,2020-08-01,51163,point,,0.0
2480,2020-07-20,3 wk ahead inc case,2020-08-08,51163,point,,0.0
2488,2020-07-20,4 wk ahead inc case,2020-08-15,51163,point,,0.0
2496,2020-07-20,1 wk ahead inc case,2020-07-25,51165,point,,0.0
2504,2020-07-20,2 wk ahead inc case,2020-08-01,51165,point,,0.0
2512,2020-07-20,3 wk ahead inc case,2020-08-08,51165,point,,0.0
2520,2020-07-20,4 wk ahead inc case,2020-08-15,51165,point,,0.0
2528,2020-07-20,1 wk ahead inc case,2020-07-25,51167,point,,3.2021678417270683
2536,2020-07-20,2 wk ahead inc case,2020-08-01,51167,point,,3.3261597775487592
2544,2020-07-20,3 wk ahead inc case,2020-08-08,51167,point,,0.0
2552,2020-07-20,4 wk ahead inc case,2020-08-15,51167,point,,0.0
2560,2020-07-20,1 wk ahead inc case,2020-07-25,51169,point,,0.0
2568,2020-07-20,2 wk ahead inc case,2020-08-01,51169,point,,0.0
2576,2020-07-20,3 wk ahead inc case,2020-08-08,51169,point,,0.0
2584,2020-07-20,4 wk ahead inc case,2020-08-15,51169,point,,0.0
2592,2020-07-20,1 wk ahead inc case,2020-07-25,51171,point,,19.40876961253968
2600,2020-07-20,2 wk ahead inc case,2020-08-01,51171,point,,23.25261150466628
2608,2020-07-20,3 wk ahead inc case,2020-08-08,51171,point,,18.18284420889864
2616,2020-07-20,4 wk ahead inc case,2020-08-15,51171,point,,15.023179579452307
2624,2020-07-20,1 wk ahead inc case,2020-07-25,51173,point,,2.9845496335196366
2632,2020-07-20,2 wk ahead inc case,2020-08-01,51173,point,,16.25724711458306
2640,2020-07-20,3 wk ahead inc case,2020-08-08,51173,point,,0.0
2648,2020-07-20,4 wk ahead inc case,2020-08-15,51173,point,,8.076090469873233
2656,2020-07-20,1 wk ahead inc case,2020-07-25,51175,point,,4.819950841058791
2664,2020-07-20,2 wk ahead inc case,2020-08-01,51175,point,,0.0
2672,2020-07-20,3 wk ahead inc case,2020-08-08,51175,point,,0.0
2680,2020-07-20,4 wk ahead inc case,2020-08-15,51175,point,,0.0
2688,2020-07-20,1 wk ahead inc case,2020-07-25,51177,point,,50.94850123657972
2696,2020-07-20,2 wk ahead inc case,2020-08-01,51177,point,,0.0
2704,2020-07-20,3 wk ahead inc case,2020-08-08,51177,point,,49.04190791012088
