,Unnamed: 0,forecast_date,target,target_end_date,location,location_name,type,quantile,value
1794,1795,2020-05-05,1 day ahead cum death,2020-05-06,17,Illinois,point,,3189.3
1795,1796,2020-05-05,1 day ahead inc death,2020-05-06,17,Illinois,point,,100.26
1796,1797,2020-05-05,2 day ahead cum death,2020-05-07,17,Illinois,point,,3289.6
1797,1798,2020-05-05,2 day ahead inc death,2020-05-07,17,Illinois,point,,100.3
1798,1799,2020-05-05,3 day ahead cum death,2020-05-08,17,Illinois,point,,3394.29
1799,1800,2020-05-05,3 day ahead inc death,2020-05-08,17,Illinois,point,,104.69
1800,1801,2020-05-05,4 day ahead cum death,2020-05-09,17,Illinois,point,,3496.1
1801,1802,2020-05-05,4 day ahead inc death,2020-05-09,17,Illinois,point,,101.81
1802,1803,2020-05-05,5 day ahead cum death,2020-05-10,17,Illinois,point,,3598.715
1803,1804,2020-05-05,5 day ahead inc death,2020-05-10,17,Illinois,point,,102.615
1804,1805,2020-05-05,6 day ahead cum death,2020-05-11,17,Illinois,point,,3702.68
1805,1806,2020-05-05,6 day ahead inc death,2020-05-11,17,Illinois,point,,103.965
1806,1807,2020-05-05,7 day ahead cum death,2020-05-12,17,Illinois,point,,3808.125
1807,1808,2020-05-05,7 day ahead inc death,2020-05-12,17,Illinois,point,,105.445
1808,1809,2020-05-05,8 day ahead cum death,2020-05-13,17,Illinois,point,,3913.02
1809,1810,2020-05-05,8 day ahead inc death,2020-05-13,17,Illinois,point,,104.895
1810,1811,2020-05-05,9 day ahead cum death,2020-05-14,17,Illinois,point,,4020.84
1811,1812,2020-05-05,9 day ahead inc death,2020-05-14,17,Illinois,point,,107.82
1812,1813,2020-05-05,10 day ahead cum death,2020-05-15,17,Illinois,point,,4128.455
1813,1814,2020-05-05,10 day ahead inc death,2020-05-15,17,Illinois,point,,107.615
1814,1815,2020-05-05,11 day ahead cum death,2020-05-16,17,Illinois,point,,4237.99
1815,1816,2020-05-05,11 day ahead inc death,2020-05-16,17,Illinois,point,,109.535
1816,1817,2020-05-05,12 day ahead cum death,2020-05-17,17,Illinois,point,,4347.54
1817,1818,2020-05-05,12 day ahead inc death,2020-05-17,17,Illinois,point,,109.55
1818,1819,2020-05-05,13 day ahead cum death,2020-05-18,17,Illinois,point,,4458.24
1819,1820,2020-05-05,13 day ahead inc death,2020-05-18,17,Illinois,point,,110.7
1820,1821,2020-05-05,14 day ahead cum death,2020-05-19,17,Illinois,point,,4571.415
1821,1822,2020-05-05,14 day ahead inc death,2020-05-19,17,Illinois,point,,113.175
1822,1823,2020-05-05,15 day ahead cum death,2020-05-20,17,Illinois,point,,4684.945
1823,1824,2020-05-05,15 day ahead inc death,2020-05-20,17,Illinois,point,,113.53
1824,1825,2020-05-05,16 day ahead cum death,2020-05-21,17,Illinois,point,,4796.21
1825,1826,2020-05-05,16 day ahead inc death,2020-05-21,17,Illinois,point,,111.265
1826,1827,2020-05-05,17 day ahead cum death,2020-05-22,17,Illinois,point,,4911.575
1827,1828,2020-05-05,17 day ahead inc death,2020-05-22,17,Illinois,point,,115.365
1828,1829,2020-05-05,18 day ahead cum death,2020-05-23,17,Illinois,point,,5028.58
1829,1830,2020-05-05,18 day ahead inc death,2020-05-23,17,Illinois,point,,117.005
1830,1831,2020-05-05,19 day ahead cum death,2020-05-24,17,Illinois,point,,5145.055
1831,1832,2020-05-05,19 day ahead inc death,2020-05-24,17,Illinois,point,,116.475
1832,1833,2020-05-05,20 day ahead cum death,2020-05-25,17,Illinois,point,,5262.11
1833,1834,2020-05-05,20 day ahead inc death,2020-05-25,17,Illinois,point,,117.055
1834,1835,2020-05-05,21 day ahead cum death,2020-05-26,17,Illinois,point,,5381.91
1835,1836,2020-05-05,21 day ahead inc death,2020-05-26,17,Illinois,point,,119.8
1836,1837,2020-05-05,22 day ahead cum death,2020-05-27,17,Illinois,point,,5503.475
1837,1838,2020-05-05,22 day ahead inc death,2020-05-27,17,Illinois,point,,121.565
1838,1839,2020-05-05,23 day ahead cum death,2020-05-28,17,Illinois,point,,5624.8
1839,1840,2020-05-05,23 day ahead inc death,2020-05-28,17,Illinois,point,,121.325
1840,1841,2020-05-05,24 day ahead cum death,2020-05-29,17,Illinois,point,,5747.36
1841,1842,2020-05-05,24 day ahead inc death,2020-05-29,17,Illinois,point,,122.56
1842,1843,2020-05-05,25 day ahead cum death,2020-05-30,17,Illinois,point,,5873.06
1843,1844,2020-05-05,25 day ahead inc death,2020-05-30,17,Illinois,point,,125.7
1844,1845,2020-05-05,26 day ahead cum death,2020-05-31,17,Illinois,point,,6000.815
1845,1846,2020-05-05,26 day ahead inc death,2020-05-31,17,Illinois,point,,127.755
1846,1847,2020-05-05,27 day ahead cum death,2020-06-01,17,Illinois,point,,6133.84
1847,1848,2020-05-05,27 day ahead inc death,2020-06-01,17,Illinois,point,,133.025
1848,1849,2020-05-05,28 day ahead cum death,2020-06-02,17,Illinois,point,,6266.135
1849,1850,2020-05-05,28 day ahead inc death,2020-06-02,17,Illinois,point,,132.295
1850,1851,2020-05-05,29 day ahead cum death,2020-06-03,17,Illinois,point,,6402.925
1851,1852,2020-05-05,29 day ahead inc death,2020-06-03,17,Illinois,point,,136.79
1852,1853,2020-05-05,30 day ahead cum death,2020-06-04,17,Illinois,point,,6544.51
1853,1854,2020-05-05,30 day ahead inc death,2020-06-04,17,Illinois,point,,141.585
1854,1855,2020-05-05,31 day ahead cum death,2020-06-05,17,Illinois,point,,6688.88
1855,1856,2020-05-05,31 day ahead inc death,2020-06-05,17,Illinois,point,,144.37
1856,1857,2020-05-05,32 day ahead cum death,2020-06-06,17,Illinois,point,,6838.975
1857,1858,2020-05-05,32 day ahead inc death,2020-06-06,17,Illinois,point,,150.095
1858,1859,2020-05-05,33 day ahead cum death,2020-06-07,17,Illinois,point,,6988.975
1859,1860,2020-05-05,33 day ahead inc death,2020-06-07,17,Illinois,point,,150.0
1860,1861,2020-05-05,34 day ahead cum death,2020-06-08,17,Illinois,point,,7142.495
1861,1862,2020-05-05,34 day ahead inc death,2020-06-08,17,Illinois,point,,153.52
1862,1863,2020-05-05,35 day ahead cum death,2020-06-09,17,Illinois,point,,7297.03
1863,1864,2020-05-05,35 day ahead inc death,2020-06-09,17,Illinois,point,,154.535
1864,1865,2020-05-05,36 day ahead cum death,2020-06-10,17,Illinois,point,,7454.425
1865,1866,2020-05-05,36 day ahead inc death,2020-06-10,17,Illinois,point,,157.395
1866,1867,2020-05-05,37 day ahead cum death,2020-06-11,17,Illinois,point,,7616.69
1867,1868,2020-05-05,37 day ahead inc death,2020-06-11,17,Illinois,point,,162.265
1868,1869,2020-05-05,38 day ahead cum death,2020-06-12,17,Illinois,point,,7784.99
1869,1870,2020-05-05,38 day ahead inc death,2020-06-12,17,Illinois,point,,168.3
1870,1871,2020-05-05,39 day ahead cum death,2020-06-13,17,Illinois,point,,7953.435
1871,1872,2020-05-05,39 day ahead inc death,2020-06-13,17,Illinois,point,,168.445
2102,2103,2020-05-05,1 wk ahead cum death,2020-05-16,17,Illinois,point,,4237.99
2103,2104,2020-05-05,1 wk ahead inc death,2020-05-16,17,Illinois,point,,741.89
2104,2105,2020-05-05,2 wk ahead cum death,2020-05-23,17,Illinois,point,,5028.58
2105,2106,2020-05-05,2 wk ahead inc death,2020-05-23,17,Illinois,point,,790.59
2106,2107,2020-05-05,3 wk ahead cum death,2020-05-30,17,Illinois,point,,5873.06
2107,2108,2020-05-05,3 wk ahead inc death,2020-05-30,17,Illinois,point,,844.48
2108,2109,2020-05-05,4 wk ahead cum death,2020-06-06,17,Illinois,point,,6838.975
2109,2110,2020-05-05,4 wk ahead inc death,2020-06-06,17,Illinois,point,,965.915
2110,2111,2020-05-05,5 wk ahead cum death,2020-06-13,17,Illinois,point,,7953.435
2111,2112,2020-05-05,5 wk ahead inc death,2020-06-13,17,Illinois,point,,1114.46
1518,1519,2020-05-11,1 day ahead cum death,2020-05-12,17,Illinois,point,,3338.855
1519,1520,2020-05-11,1 day ahead inc death,2020-05-12,17,Illinois,point,,90.15
1520,1521,2020-05-11,2 day ahead cum death,2020-05-13,17,Illinois,point,,3429.5
1521,1522,2020-05-11,2 day ahead inc death,2020-05-13,17,Illinois,point,,90.645
1522,1523,2020-05-11,3 day ahead cum death,2020-05-14,17,Illinois,point,,3522.395
1523,1524,2020-05-11,3 day ahead inc death,2020-05-14,17,Illinois,point,,92.895
1524,1525,2020-05-11,4 day ahead cum death,2020-05-15,17,Illinois,point,,3613.65
1525,1526,2020-05-11,4 day ahead inc death,2020-05-15,17,Illinois,point,,91.255
1526,1527,2020-05-11,5 day ahead cum death,2020-05-16,17,Illinois,point,,3707.58
1527,1528,2020-05-11,5 day ahead inc death,2020-05-16,17,Illinois,point,,93.93
1528,1529,2020-05-11,6 day ahead cum death,2020-05-17,17,Illinois,point,,3799.395
1529,1530,2020-05-11,6 day ahead inc death,2020-05-17,17,Illinois,point,,91.815
1530,1531,2020-05-11,7 day ahead cum death,2020-05-18,17,Illinois,point,,3891.82
1531,1532,2020-05-11,7 day ahead inc death,2020-05-18,17,Illinois,point,,92.425
1532,1533,2020-05-11,8 day ahead cum death,2020-05-19,17,Illinois,point,,3986.8
1533,1534,2020-05-11,8 day ahead inc death,2020-05-19,17,Illinois,point,,94.98
1534,1535,2020-05-11,9 day ahead cum death,2020-05-20,17,Illinois,point,,4080.98
1535,1536,2020-05-11,9 day ahead inc death,2020-05-20,17,Illinois,point,,94.18
1536,1537,2020-05-11,10 day ahead cum death,2020-05-21,17,Illinois,point,,4173.385
1537,1538,2020-05-11,10 day ahead inc death,2020-05-21,17,Illinois,point,,92.405
1538,1539,2020-05-11,11 day ahead cum death,2020-05-22,17,Illinois,point,,4267.08
