,target_end_date,country,quantile,value,location,forecast_date,type,state,target
12,2020-05-25,US,,595,1,2020-05-25,point,AL,0 day ahead cum death
36,2020-05-26,US,,608,1,2020-05-25,point,AL,1 day ahead cum death
60,2020-05-27,US,,619,1,2020-05-25,point,AL,2 day ahead cum death
84,2020-05-28,US,,627,1,2020-05-25,point,AL,3 day ahead cum death
108,2020-05-29,US,,635,1,2020-05-25,point,AL,4 day ahead cum death
144,2020-05-30,US,,643,1,2020-05-25,point,AL,5 day ahead cum death
145,2020-05-30,US,,643,1,2020-05-25,point,AL,1 wk ahead cum death
180,2020-05-31,US,,650,1,2020-05-25,point,AL,6 day ahead cum death
204,2020-06-01,US,,657,1,2020-05-25,point,AL,7 day ahead cum death
228,2020-06-02,US,,663,1,2020-05-25,point,AL,8 day ahead cum death
252,2020-06-03,US,,670,1,2020-05-25,point,AL,9 day ahead cum death
276,2020-06-04,US,,676,1,2020-05-25,point,AL,10 day ahead cum death
300,2020-06-05,US,,682,1,2020-05-25,point,AL,11 day ahead cum death
336,2020-06-06,US,,688,1,2020-05-25,point,AL,12 day ahead cum death
337,2020-06-06,US,,688,1,2020-05-25,point,AL,2 wk ahead cum death
372,2020-06-07,US,,694,1,2020-05-25,point,AL,13 day ahead cum death
396,2020-06-08,US,,700,1,2020-05-25,point,AL,14 day ahead cum death
420,2020-06-09,US,,705,1,2020-05-25,point,AL,15 day ahead cum death
444,2020-06-10,US,,711,1,2020-05-25,point,AL,16 day ahead cum death
468,2020-06-11,US,,716,1,2020-05-25,point,AL,17 day ahead cum death
492,2020-06-12,US,,722,1,2020-05-25,point,AL,18 day ahead cum death
528,2020-06-13,US,,727,1,2020-05-25,point,AL,19 day ahead cum death
529,2020-06-13,US,,727,1,2020-05-25,point,AL,3 wk ahead cum death
564,2020-06-14,US,,732,1,2020-05-25,point,AL,20 day ahead cum death
588,2020-06-15,US,,737,1,2020-05-25,point,AL,21 day ahead cum death
612,2020-06-16,US,,742,1,2020-05-25,point,AL,22 day ahead cum death
636,2020-06-17,US,,747,1,2020-05-25,point,AL,23 day ahead cum death
660,2020-06-18,US,,752,1,2020-05-25,point,AL,24 day ahead cum death
684,2020-06-19,US,,757,1,2020-05-25,point,AL,25 day ahead cum death
720,2020-06-20,US,,762,1,2020-05-25,point,AL,26 day ahead cum death
721,2020-06-20,US,,762,1,2020-05-25,point,AL,4 wk ahead cum death
756,2020-06-21,US,,766,1,2020-05-25,point,AL,27 day ahead cum death
780,2020-06-22,US,,771,1,2020-05-25,point,AL,28 day ahead cum death
804,2020-06-23,US,,775,1,2020-05-25,point,AL,29 day ahead cum death
828,2020-06-24,US,,780,1,2020-05-25,point,AL,30 day ahead cum death
852,2020-06-25,US,,784,1,2020-05-25,point,AL,31 day ahead cum death
876,2020-06-26,US,,788,1,2020-05-25,point,AL,32 day ahead cum death
912,2020-06-27,US,,792,1,2020-05-25,point,AL,33 day ahead cum death
913,2020-06-27,US,,792,1,2020-05-25,point,AL,5 wk ahead cum death
948,2020-06-28,US,,796,1,2020-05-25,point,AL,34 day ahead cum death
972,2020-06-29,US,,800,1,2020-05-25,point,AL,35 day ahead cum death
996,2020-06-30,US,,804,1,2020-05-25,point,AL,36 day ahead cum death
1020,2020-07-01,US,,808,1,2020-05-25,point,AL,37 day ahead cum death
1044,2020-07-02,US,,812,1,2020-05-25,point,AL,38 day ahead cum death
1068,2020-07-03,US,,816,1,2020-05-25,point,AL,39 day ahead cum death
1104,2020-07-04,US,,819,1,2020-05-25,point,AL,40 day ahead cum death
1105,2020-07-04,US,,819,1,2020-05-25,point,AL,6 wk ahead cum death
1140,2020-07-05,US,,823,1,2020-05-25,point,AL,41 day ahead cum death
1164,2020-07-06,US,,827,1,2020-05-25,point,AL,42 day ahead cum death
1188,2020-07-07,US,,830,1,2020-05-25,point,AL,43 day ahead cum death
1212,2020-07-08,US,,834,1,2020-05-25,point,AL,44 day ahead cum death
1236,2020-07-09,US,,837,1,2020-05-25,point,AL,45 day ahead cum death
1260,2020-07-10,US,,840,1,2020-05-25,point,AL,46 day ahead cum death
1296,2020-07-11,US,,844,1,2020-05-25,point,AL,47 day ahead cum death
1297,2020-07-11,US,,844,1,2020-05-25,point,AL,7 wk ahead cum death
1332,2020-05-25,US,,274,5,2020-05-25,point,AR,0 day ahead cum death
1356,2020-05-26,US,,137,5,2020-05-25,point,AR,1 day ahead cum death
1380,2020-05-27,US,,141,5,2020-05-25,point,AR,2 day ahead cum death
1404,2020-05-28,US,,145,5,2020-05-25,point,AR,3 day ahead cum death
1428,2020-05-29,US,,148,5,2020-05-25,point,AR,4 day ahead cum death
1464,2020-05-30,US,,151,5,2020-05-25,point,AR,5 day ahead cum death
1465,2020-05-30,US,,151,5,2020-05-25,point,AR,1 wk ahead cum death
1500,2020-05-31,US,,153,5,2020-05-25,point,AR,6 day ahead cum death
1524,2020-06-01,US,,155,5,2020-05-25,point,AR,7 day ahead cum death
1548,2020-06-02,US,,157,5,2020-05-25,point,AR,8 day ahead cum death
1572,2020-06-03,US,,159,5,2020-05-25,point,AR,9 day ahead cum death
1596,2020-06-04,US,,161,5,2020-05-25,point,AR,10 day ahead cum death
1620,2020-06-05,US,,163,5,2020-05-25,point,AR,11 day ahead cum death
1656,2020-06-06,US,,165,5,2020-05-25,point,AR,12 day ahead cum death
1657,2020-06-06,US,,165,5,2020-05-25,point,AR,2 wk ahead cum death
1692,2020-06-07,US,,166,5,2020-05-25,point,AR,13 day ahead cum death
1716,2020-06-08,US,,168,5,2020-05-25,point,AR,14 day ahead cum death
1740,2020-06-09,US,,169,5,2020-05-25,point,AR,15 day ahead cum death
1764,2020-06-10,US,,171,5,2020-05-25,point,AR,16 day ahead cum death
1788,2020-06-11,US,,172,5,2020-05-25,point,AR,17 day ahead cum death
1812,2020-06-12,US,,174,5,2020-05-25,point,AR,18 day ahead cum death
1848,2020-06-13,US,,175,5,2020-05-25,point,AR,19 day ahead cum death
1849,2020-06-13,US,,175,5,2020-05-25,point,AR,3 wk ahead cum death
1884,2020-06-14,US,,176,5,2020-05-25,point,AR,20 day ahead cum death
1908,2020-06-15,US,,178,5,2020-05-25,point,AR,21 day ahead cum death
1932,2020-06-16,US,,179,5,2020-05-25,point,AR,22 day ahead cum death
1956,2020-06-17,US,,180,5,2020-05-25,point,AR,23 day ahead cum death
1980,2020-06-18,US,,181,5,2020-05-25,point,AR,24 day ahead cum death
2004,2020-06-19,US,,183,5,2020-05-25,point,AR,25 day ahead cum death
2040,2020-06-20,US,,184,5,2020-05-25,point,AR,26 day ahead cum death
2041,2020-06-20,US,,184,5,2020-05-25,point,AR,4 wk ahead cum death
2076,2020-06-21,US,,185,5,2020-05-25,point,AR,27 day ahead cum death
2100,2020-06-22,US,,186,5,2020-05-25,point,AR,28 day ahead cum death
2124,2020-06-23,US,,187,5,2020-05-25,point,AR,29 day ahead cum death
2148,2020-06-24,US,,188,5,2020-05-25,point,AR,30 day ahead cum death
2172,2020-06-25,US,,190,5,2020-05-25,point,AR,31 day ahead cum death
2196,2020-06-26,US,,191,5,2020-05-25,point,AR,32 day ahead cum death
2232,2020-06-27,US,,192,5,2020-05-25,point,AR,33 day ahead cum death
2233,2020-06-27,US,,192,5,2020-05-25,point,AR,5 wk ahead cum death
2268,2020-06-28,US,,193,5,2020-05-25,point,AR,34 day ahead cum death
2292,2020-06-29,US,,194,5,2020-05-25,point,AR,35 day ahead cum death
2316,2020-06-30,US,,195,5,2020-05-25,point,AR,36 day ahead cum death
2340,2020-07-01,US,,196,5,2020-05-25,point,AR,37 day ahead cum death
2364,2020-07-02,US,,197,5,2020-05-25,point,AR,38 day ahead cum death
2388,2020-07-03,US,,198,5,2020-05-25,point,AR,39 day ahead cum death
2424,2020-07-04,US,,199,5,2020-05-25,point,AR,40 day ahead cum death
2425,2020-07-04,US,,199,5,2020-05-25,point,AR,6 wk ahead cum death
2460,2020-07-05,US,,200,5,2020-05-25,point,AR,41 day ahead cum death
2484,2020-07-06,US,,201,5,2020-05-25,point,AR,42 day ahead cum death
2508,2020-07-07,US,,202,5,2020-05-25,point,AR,43 day ahead cum death
2532,2020-07-08,US,,203,5,2020-05-25,point,AR,44 day ahead cum death
2556,2020-07-09,US,,204,5,2020-05-25,point,AR,45 day ahead cum death
2580,2020-07-10,US,,205,5,2020-05-25,point,AR,46 day ahead cum death
2616,2020-07-11,US,,205,5,2020-05-25,point,AR,47 day ahead cum death
2617,2020-07-11,US,,205,5,2020-05-25,point,AR,7 wk ahead cum death
2652,2020-05-25,US,,855,4,2020-05-25,point,AZ,0 day ahead cum death
2676,2020-05-26,US,,878,4,2020-05-25,point,AZ,1 day ahead cum death
2700,2020-05-27,US,,899,4,2020-05-25,point,AZ,2 day ahead cum death
2724,2020-05-28,US,,918,4,2020-05-25,point,AZ,3 day ahead cum death
2748,2020-05-29,US,,938,4,2020-05-25,point,AZ,4 day ahead cum death
2784,2020-05-30,US,,958,4,2020-05-25,point,AZ,5 day ahead cum death
2785,2020-05-30,US,,958,4,2020-05-25,point,AZ,1 wk ahead cum death
2820,2020-05-31,US,,978,4,2020-05-25,point,AZ,6 day ahead cum death
2844,2020-06-01,US,,999,4,2020-05-25,point,AZ,7 day ahead cum death
2868,2020-06-02,US,,1020,4,2020-05-25,point,AZ,8 day ahead cum death
2892,2020-06-03,US,,1041,4,2020-05-25,point,AZ,9 day ahead cum death
2916,2020-06-04,US,,1063,4,2020-05-25,point,AZ,10 day ahead cum death
2940,2020-06-05,US,,1086,4,2020-05-25,point,AZ,11 day ahead cum death
2976,2020-06-06,US,,1109,4,2020-05-25,point,AZ,12 day ahead cum death
2977,2020-06-06,US,,1109,4,2020-05-25,point,AZ,2 wk ahead cum death
3012,2020-06-07,US,,1133,4,2020-05-25,point,AZ,13 day ahead cum death
3036,2020-06-08,US,,1157,4,2020-05-25,point,AZ,14 day ahead cum death
3060,2020-06-09,US,,1181,4,2020-05-25,point,AZ,15 day ahead cum death
3084,2020-06-10,US,,1206,4,2020-05-25,point,AZ,16 day ahead cum death
3108,2020-06-11,US,,1231,4,2020-05-25,point,AZ,17 day ahead cum death
3132,2020-06-12,US,,1257,4,2020-05-25,point,AZ,18 day ahead cum death
3168,2020-06-13,US,,1283,4,2020-05-25,point,AZ,19 day ahead cum death
3169,2020-06-13,US,,1283,4,2020-05-25,point,AZ,3 wk ahead cum death
3204,2020-06-14,US,,1309,4,2020-05-25,point,AZ,20 day ahead cum death
3228,2020-06-15,US,,1336,4,2020-05-25,point,AZ,21 day ahead cum death
3252,2020-06-16,US,,1363,4,2020-05-25,point,AZ,22 day ahead cum death
3276,2020-06-17,US,,1390,4,2020-05-25,point,AZ,23 day ahead cum death
3300,2020-06-18,US,,1418,4,2020-05-25,point,AZ,24 day ahead cum death
3324,2020-06-19,US,,1446,4,2020-05-25,point,AZ,25 day ahead cum death
3360,2020-06-20,US,,1474,4,2020-05-25,point,AZ,26 day ahead cum death
3361,2020-06-20,US,,1474,4,2020-05-25,point,AZ,4 wk ahead cum death
3396,2020-06-21,US,,1503,4,2020-05-25,point,AZ,27 day ahead cum death
3420,2020-06-22,US,,1532,4,2020-05-25,point,AZ,28 day ahead cum death
3444,2020-06-23,US,,1561,4,2020-05-25,point,AZ,29 day ahead cum death
3468,2020-06-24,US,,1591,4,2020-05-25,point,AZ,30 day ahead cum death
3492,2020-06-25,US,,1621,4,2020-05-25,point,AZ,31 day ahead cum death
3516,2020-06-26,US,,1651,4,2020-05-25,point,AZ,32 day ahead cum death
3552,2020-06-27,US,,1681,4,2020-05-25,point,AZ,33 day ahead cum death
3553,2020-06-27,US,,1681,4,2020-05-25,point,AZ,5 wk ahead cum death
3588,2020-06-28,US,,1712,4,2020-05-25,point,AZ,34 day ahead cum death
3612,2020-06-29,US,,1743,4,2020-05-25,point,AZ,35 day ahead cum death
3636,2020-06-30,US,,1774,4,2020-05-25,point,AZ,36 day ahead cum death
3660,2020-07-01,US,,1805,4,2020-05-25,point,AZ,37 day ahead cum death
3684,2020-07-02,US,,1837,4,2020-05-25,point,AZ,38 day ahead cum death
3708,2020-07-03,US,,1869,4,2020-05-25,point,AZ,39 day ahead cum death
3744,2020-07-04,US,,1901,4,2020-05-25,point,AZ,40 day ahead cum death
3745,2020-07-04,US,,1901,4,2020-05-25,point,AZ,6 wk ahead cum death
3780,2020-07-05,US,,1933,4,2020-05-25,point,AZ,41 day ahead cum death
3804,2020-07-06,US,,1966,4,2020-05-25,point,AZ,42 day ahead cum death
3828,2020-07-07,US,,1999,4,2020-05-25,point,AZ,43 day ahead cum death
3852,2020-07-08,US,,2032,4,2020-05-25,point,AZ,44 day ahead cum death
3876,2020-07-09,US,,2065,4,2020-05-25,point,AZ,45 day ahead cum death
3900,2020-07-10,US,,2098,4,2020-05-25,point,AZ,46 day ahead cum death
3936,2020-07-11,US,,2132,4,2020-05-25,point,AZ,47 day ahead cum death
3937,2020-07-11,US,,2132,4,2020-05-25,point,AZ,7 wk ahead cum death
3972,2020-05-25,US,,3773,9,2020-05-25,point,CT,0 day ahead cum death
3996,2020-05-26,US,,3813,9,2020-05-25,point,CT,1 day ahead cum death
4020,2020-05-27,US,,3849,9,2020-05-25,point,CT,2 day ahead cum death
4044,2020-05-28,US,,3885,9,2020-05-25,point,CT,3 day ahead cum death
4068,2020-05-29,US,,3921,9,2020-05-25,point,CT,4 day ahead cum death
4104,2020-05-30,US,,3955,9,2020-05-25,point,CT,5 day ahead cum death
4105,2020-05-30,US,,3955,9,2020-05-25,point,CT,1 wk ahead cum death
4140,2020-05-31,US,,3990,9,2020-05-25,point,CT,6 day ahead cum death
4164,2020-06-01,US,,4023,9,2020-05-25,point,CT,7 day ahead cum death
4188,2020-06-02,US,,4056,9,2020-05-25,point,CT,8 day ahead cum death
4212,2020-06-03,US,,4087,9,2020-05-25,point,CT,9 day ahead cum death
4236,2020-06-04,US,,4118,9,2020-05-25,point,CT,10 day ahead cum death
4260,2020-06-05,US,,4148,9,2020-05-25,point,CT,11 day ahead cum death
4296,2020-06-06,US,,4177,9,2020-05-25,point,CT,12 day ahead cum death
4297,2020-06-06,US,,4177,9,2020-05-25,point,CT,2 wk ahead cum death
4332,2020-06-07,US,,4205,9,2020-05-25,point,CT,13 day ahead cum death
4356,2020-06-08,US,,4232,9,2020-05-25,point,CT,14 day ahead cum death
4380,2020-06-09,US,,4258,9,2020-05-25,point,CT,15 day ahead cum death
4404,2020-06-10,US,,4283,9,2020-05-25,point,CT,16 day ahead cum death
4428,2020-06-11,US,,4307,9,2020-05-25,point,CT,17 day ahead cum death
4452,2020-06-12,US,,4330,9,2020-05-25,point,CT,18 day ahead cum death
4488,2020-06-13,US,,4353,9,2020-05-25,point,CT,19 day ahead cum death
4489,2020-06-13,US,,4353,9,2020-05-25,point,CT,3 wk ahead cum death
4524,2020-06-14,US,,4375,9,2020-05-25,point,CT,20 day ahead cum death
4548,2020-06-15,US,,4395,9,2020-05-25,point,CT,21 day ahead cum death
4572,2020-06-16,US,,4415,9,2020-05-25,point,CT,22 day ahead cum death
4596,2020-06-17,US,,4434,9,2020-05-25,point,CT,23 day ahead cum death
4620,2020-06-18,US,,4453,9,2020-05-25,point,CT,24 day ahead cum death
4644,2020-06-19,US,,4471,9,2020-05-25,point,CT,25 day ahead cum death
4680,2020-06-20,US,,4488,9,2020-05-25,point,CT,26 day ahead cum death
4681,2020-06-20,US,,4488,9,2020-05-25,point,CT,4 wk ahead cum death
4716,2020-06-21,US,,4504,9,2020-05-25,point,CT,27 day ahead cum death
4740,2020-06-22,US,,4520,9,2020-05-25,point,CT,28 day ahead cum death
4764,2020-06-23,US,,4535,9,2020-05-25,point,CT,29 day ahead cum death
4788,2020-06-24,US,,4549,9,2020-05-25,point,CT,30 day ahead cum death
4812,2020-06-25,US,,4563,9,2020-05-25,point,CT,31 day ahead cum death
4836,2020-06-26,US,,4577,9,2020-05-25,point,CT,32 day ahead cum death
4872,2020-06-27,US,,4589,9,2020-05-25,point,CT,33 day ahead cum death
4873,2020-06-27,US,,4589,9,2020-05-25,point,CT,5 wk ahead cum death
4908,2020-06-28,US,,4602,9,2020-05-25,point,CT,34 day ahead cum death
4932,2020-06-29,US,,4613,9,2020-05-25,point,CT,35 day ahead cum death
4956,2020-06-30,US,,4625,9,2020-05-25,point,CT,36 day ahead cum death
4980,2020-07-01,US,,4635,9,2020-05-25,point,CT,37 day ahead cum death
5004,2020-07-02,US,,4646,9,2020-05-25,point,CT,38 day ahead cum death
5028,2020-07-03,US,,4656,9,2020-05-25,point,CT,39 day ahead cum death
5064,2020-07-04,US,,4665,9,2020-05-25,point,CT,40 day ahead cum death
5065,2020-07-04,US,,4665,9,2020-05-25,point,CT,6 wk ahead cum death
5100,2020-07-05,US,,4674,9,2020-05-25,point,CT,41 day ahead cum death
5124,2020-07-06,US,,4683,9,2020-05-25,point,CT,42 day ahead cum death
5148,2020-07-07,US,,4691,9,2020-05-25,point,CT,43 day ahead cum death
5172,2020-07-08,US,,4699,9,2020-05-25,point,CT,44 day ahead cum death
5196,2020-07-09,US,,4707,9,2020-05-25,point,CT,45 day ahead cum death
5220,2020-07-10,US,,4714,9,2020-05-25,point,CT,46 day ahead cum death
5256,2020-07-11,US,,4721,9,2020-05-25,point,CT,47 day ahead cum death
5257,2020-07-11,US,,4721,9,2020-05-25,point,CT,7 wk ahead cum death
5292,2020-05-25,US,,465,11,2020-05-25,point,DC,0 day ahead cum death
5316,2020-05-26,US,,476,11,2020-05-25,point,DC,1 day ahead cum death
5340,2020-05-27,US,,485,11,2020-05-25,point,DC,2 day ahead cum death
5364,2020-05-28,US,,493,11,2020-05-25,point,DC,3 day ahead cum death
5388,2020-05-29,US,,499,11,2020-05-25,point,DC,4 day ahead cum death
5424,2020-05-30,US,,506,11,2020-05-25,point,DC,5 day ahead cum death
5425,2020-05-30,US,,506,11,2020-05-25,point,DC,1 wk ahead cum death
5460,2020-05-31,US,,511,11,2020-05-25,point,DC,6 day ahead cum death
5484,2020-06-01,US,,517,11,2020-05-25,point,DC,7 day ahead cum death
5508,2020-06-02,US,,522,11,2020-05-25,point,DC,8 day ahead cum death
5532,2020-06-03,US,,527,11,2020-05-25,point,DC,9 day ahead cum death
5556,2020-06-04,US,,532,11,2020-05-25,point,DC,10 day ahead cum death
5580,2020-06-05,US,,536,11,2020-05-25,point,DC,11 day ahead cum death
5616,2020-06-06,US,,541,11,2020-05-25,point,DC,12 day ahead cum death
5617,2020-06-06,US,,541,11,2020-05-25,point,DC,2 wk ahead cum death
5652,2020-06-07,US,,545,11,2020-05-25,point,DC,13 day ahead cum death
5676,2020-06-08,US,,549,11,2020-05-25,point,DC,14 day ahead cum death
5700,2020-06-09,US,,554,11,2020-05-25,point,DC,15 day ahead cum death
5724,2020-06-10,US,,558,11,2020-05-25,point,DC,16 day ahead cum death
5748,2020-06-11,US,,561,11,2020-05-25,point,DC,17 day ahead cum death
5772,2020-06-12,US,,565,11,2020-05-25,point,DC,18 day ahead cum death
5808,2020-06-13,US,,569,11,2020-05-25,point,DC,19 day ahead cum death
5809,2020-06-13,US,,569,11,2020-05-25,point,DC,3 wk ahead cum death
5844,2020-06-14,US,,572,11,2020-05-25,point,DC,20 day ahead cum death
5868,2020-06-15,US,,576,11,2020-05-25,point,DC,21 day ahead cum death
5892,2020-06-16,US,,579,11,2020-05-25,point,DC,22 day ahead cum death
5916,2020-06-17,US,,582,11,2020-05-25,point,DC,23 day ahead cum death
5940,2020-06-18,US,,586,11,2020-05-25,point,DC,24 day ahead cum death
5964,2020-06-19,US,,589,11,2020-05-25,point,DC,25 day ahead cum death
6000,2020-06-20,US,,592,11,2020-05-25,point,DC,26 day ahead cum death
6001,2020-06-20,US,,592,11,2020-05-25,point,DC,4 wk ahead cum death
6036,2020-06-21,US,,595,11,2020-05-25,point,DC,27 day ahead cum death
6060,2020-06-22,US,,597,11,2020-05-25,point,DC,28 day ahead cum death
6084,2020-06-23,US,,600,11,2020-05-25,point,DC,29 day ahead cum death
6108,2020-06-24,US,,603,11,2020-05-25,point,DC,30 day ahead cum death
6132,2020-06-25,US,,605,11,2020-05-25,point,DC,31 day ahead cum death
6156,2020-06-26,US,,608,11,2020-05-25,point,DC,32 day ahead cum death
6192,2020-06-27,US,,610,11,2020-05-25,point,DC,33 day ahead cum death
6193,2020-06-27,US,,610,11,2020-05-25,point,DC,5 wk ahead cum death
6228,2020-06-28,US,,613,11,2020-05-25,point,DC,34 day ahead cum death
6252,2020-06-29,US,,615,11,2020-05-25,point,DC,35 day ahead cum death
6276,2020-06-30,US,,617,11,2020-05-25,point,DC,36 day ahead cum death
6300,2020-07-01,US,,619,11,2020-05-25,point,DC,37 day ahead cum death
6324,2020-07-02,US,,621,11,2020-05-25,point,DC,38 day ahead cum death
6348,2020-07-03,US,,623,11,2020-05-25,point,DC,39 day ahead cum death
6384,2020-07-04,US,,625,11,2020-05-25,point,DC,40 day ahead cum death
6385,2020-07-04,US,,625,11,2020-05-25,point,DC,6 wk ahead cum death
6420,2020-07-05,US,,627,11,2020-05-25,point,DC,41 day ahead cum death
6444,2020-07-06,US,,629,11,2020-05-25,point,DC,42 day ahead cum death
6468,2020-07-07,US,,631,11,2020-05-25,point,DC,43 day ahead cum death
6492,2020-07-08,US,,633,11,2020-05-25,point,DC,44 day ahead cum death
6516,2020-07-09,US,,634,11,2020-05-25,point,DC,45 day ahead cum death
6540,2020-07-10,US,,636,11,2020-05-25,point,DC,46 day ahead cum death
6576,2020-07-11,US,,638,11,2020-05-25,point,DC,47 day ahead cum death
6577,2020-07-11,US,,638,11,2020-05-25,point,DC,7 wk ahead cum death
6612,2020-05-25,US,,362,10,2020-05-25,point,DE,0 day ahead cum death
6636,2020-05-26,US,,375,10,2020-05-25,point,DE,1 day ahead cum death
6660,2020-05-27,US,,385,10,2020-05-25,point,DE,2 day ahead cum death
6684,2020-05-28,US,,394,10,2020-05-25,point,DE,3 day ahead cum death
6708,2020-05-29,US,,402,10,2020-05-25,point,DE,4 day ahead cum death
6744,2020-05-30,US,,410,10,2020-05-25,point,DE,5 day ahead cum death
6745,2020-05-30,US,,410,10,2020-05-25,point,DE,1 wk ahead cum death
6780,2020-05-31,US,,418,10,2020-05-25,point,DE,6 day ahead cum death
6804,2020-06-01,US,,425,10,2020-05-25,point,DE,7 day ahead cum death
6828,2020-06-02,US,,432,10,2020-05-25,point,DE,8 day ahead cum death
6852,2020-06-03,US,,440,10,2020-05-25,point,DE,9 day ahead cum death
6876,2020-06-04,US,,447,10,2020-05-25,point,DE,10 day ahead cum death
6900,2020-06-05,US,,454,10,2020-05-25,point,DE,11 day ahead cum death
6936,2020-06-06,US,,461,10,2020-05-25,point,DE,12 day ahead cum death
6937,2020-06-06,US,,461,10,2020-05-25,point,DE,2 wk ahead cum death
6972,2020-06-07,US,,468,10,2020-05-25,point,DE,13 day ahead cum death
6996,2020-06-08,US,,475,10,2020-05-25,point,DE,14 day ahead cum death
7020,2020-06-09,US,,482,10,2020-05-25,point,DE,15 day ahead cum death
7044,2020-06-10,US,,489,10,2020-05-25,point,DE,16 day ahead cum death
7068,2020-06-11,US,,496,10,2020-05-25,point,DE,17 day ahead cum death
7092,2020-06-12,US,,503,10,2020-05-25,point,DE,18 day ahead cum death
7128,2020-06-13,US,,510,10,2020-05-25,point,DE,19 day ahead cum death
7129,2020-06-13,US,,510,10,2020-05-25,point,DE,3 wk ahead cum death
7164,2020-06-14,US,,517,10,2020-05-25,point,DE,20 day ahead cum death
7188,2020-06-15,US,,524,10,2020-05-25,point,DE,21 day ahead cum death
7212,2020-06-16,US,,531,10,2020-05-25,point,DE,22 day ahead cum death
7236,2020-06-17,US,,537,10,2020-05-25,point,DE,23 day ahead cum death
7260,2020-06-18,US,,544,10,2020-05-25,point,DE,24 day ahead cum death
7284,2020-06-19,US,,551,10,2020-05-25,point,DE,25 day ahead cum death
7320,2020-06-20,US,,558,10,2020-05-25,point,DE,26 day ahead cum death
7321,2020-06-20,US,,558,10,2020-05-25,point,DE,4 wk ahead cum death
7356,2020-06-21,US,,565,10,2020-05-25,point,DE,27 day ahead cum death
7380,2020-06-22,US,,572,10,2020-05-25,point,DE,28 day ahead cum death
7404,2020-06-23,US,,578,10,2020-05-25,point,DE,29 day ahead cum death
7428,2020-06-24,US,,585,10,2020-05-25,point,DE,30 day ahead cum death
7452,2020-06-25,US,,592,10,2020-05-25,point,DE,31 day ahead cum death
7476,2020-06-26,US,,598,10,2020-05-25,point,DE,32 day ahead cum death
7512,2020-06-27,US,,605,10,2020-05-25,point,DE,33 day ahead cum death
7513,2020-06-27,US,,605,10,2020-05-25,point,DE,5 wk ahead cum death
7548,2020-06-28,US,,612,10,2020-05-25,point,DE,34 day ahead cum death
7572,2020-06-29,US,,618,10,2020-05-25,point,DE,35 day ahead cum death
7596,2020-06-30,US,,625,10,2020-05-25,point,DE,36 day ahead cum death
7620,2020-07-01,US,,631,10,2020-05-25,point,DE,37 day ahead cum death
7644,2020-07-02,US,,637,10,2020-05-25,point,DE,38 day ahead cum death
7668,2020-07-03,US,,644,10,2020-05-25,point,DE,39 day ahead cum death
7704,2020-07-04,US,,650,10,2020-05-25,point,DE,40 day ahead cum death
7705,2020-07-04,US,,650,10,2020-05-25,point,DE,6 wk ahead cum death
7740,2020-07-05,US,,656,10,2020-05-25,point,DE,41 day ahead cum death
7764,2020-07-06,US,,662,10,2020-05-25,point,DE,42 day ahead cum death
7788,2020-07-07,US,,668,10,2020-05-25,point,DE,43 day ahead cum death
7812,2020-07-08,US,,674,10,2020-05-25,point,DE,44 day ahead cum death
7836,2020-07-09,US,,680,10,2020-05-25,point,DE,45 day ahead cum death
7860,2020-07-10,US,,686,10,2020-05-25,point,DE,46 day ahead cum death
7896,2020-07-11,US,,692,10,2020-05-25,point,DE,47 day ahead cum death
7897,2020-07-11,US,,692,10,2020-05-25,point,DE,7 wk ahead cum death
7932,2020-05-25,US,,38,15,2020-05-25,point,HI,0 day ahead cum death
7956,2020-05-26,US,,39,15,2020-05-25,point,HI,1 day ahead cum death
7980,2020-05-27,US,,43,15,2020-05-25,point,HI,2 day ahead cum death
8004,2020-05-28,US,,48,15,2020-05-25,point,HI,3 day ahead cum death
8028,2020-05-29,US,,52,15,2020-05-25,point,HI,4 day ahead cum death
8064,2020-05-30,US,,57,15,2020-05-25,point,HI,5 day ahead cum death
8065,2020-05-30,US,,57,15,2020-05-25,point,HI,1 wk ahead cum death
8100,2020-05-31,US,,61,15,2020-05-25,point,HI,6 day ahead cum death
8124,2020-06-01,US,,65,15,2020-05-25,point,HI,7 day ahead cum death
8148,2020-06-02,US,,70,15,2020-05-25,point,HI,8 day ahead cum death
8172,2020-06-03,US,,74,15,2020-05-25,point,HI,9 day ahead cum death
8196,2020-06-04,US,,79,15,2020-05-25,point,HI,10 day ahead cum death
8220,2020-06-05,US,,85,15,2020-05-25,point,HI,11 day ahead cum death
8256,2020-06-06,US,,90,15,2020-05-25,point,HI,12 day ahead cum death
8257,2020-06-06,US,,90,15,2020-05-25,point,HI,2 wk ahead cum death
8292,2020-06-07,US,,96,15,2020-05-25,point,HI,13 day ahead cum death
8316,2020-06-08,US,,103,15,2020-05-25,point,HI,14 day ahead cum death
8340,2020-06-09,US,,110,15,2020-05-25,point,HI,15 day ahead cum death
8364,2020-06-10,US,,119,15,2020-05-25,point,HI,16 day ahead cum death
8388,2020-06-11,US,,128,15,2020-05-25,point,HI,17 day ahead cum death
8412,2020-06-12,US,,138,15,2020-05-25,point,HI,18 day ahead cum death
8448,2020-06-13,US,,149,15,2020-05-25,point,HI,19 day ahead cum death
8449,2020-06-13,US,,149,15,2020-05-25,point,HI,3 wk ahead cum death
8484,2020-06-14,US,,162,15,2020-05-25,point,HI,20 day ahead cum death
