,target_end_date,country,quantile,value,location,forecast_date,type,state,target
68257,2020-07-22,US,,0,30,2020-06-15,point,MT,37 day ahead inc death
68304,2020-07-08,US,,26,02,2020-06-15,point,AK,23 day ahead cum death
68305,2020-07-08,US,,0,02,2020-06-15,point,AK,23 day ahead inc death
68352,2020-07-29,US,,34,15,2020-06-15,point,HI,44 day ahead cum death
68353,2020-07-29,US,,0,15,2020-06-15,point,HI,44 day ahead inc death
68400,2020-07-01,US,,3079,39,2020-06-15,point,OH,16 day ahead cum death
68401,2020-07-01,US,,34,39,2020-06-15,point,OH,16 day ahead inc death
68472,2020-07-11,US,,56,50,2020-06-15,point,VT,26 day ahead cum death
68473,2020-07-11,US,,0,50,2020-06-15,point,VT,26 day ahead inc death
68474,2020-07-11,US,,56,50,2020-06-15,point,VT,4 wk ahead cum death
68475,2020-07-11,US,,2,50,2020-06-15,point,VT,4 wk ahead inc death
68544,2020-06-19,US,,3046,24,2020-06-15,point,MD,4 day ahead cum death
68545,2020-06-19,US,,24,24,2020-06-15,point,MD,4 day ahead inc death
68592,2020-07-13,US,,1345,53,2020-06-15,point,WA,28 day ahead cum death
68593,2020-07-13,US,,3,53,2020-06-15,point,WA,28 day ahead inc death
68640,2020-06-18,US,,6060,26,2020-06-15,point,MI,3 day ahead cum death
68641,2020-06-18,US,,12,26,2020-06-15,point,MI,3 day ahead inc death
68688,2020-07-26,US,,4581,09,2020-06-15,point,CT,41 day ahead cum death
68689,2020-07-26,US,,4,09,2020-06-15,point,CT,41 day ahead inc death
68736,2020-07-07,US,,7379,42,2020-06-15,point,PA,22 day ahead cum death
68737,2020-07-07,US,,49,42,2020-06-15,point,PA,22 day ahead inc death
68784,2020-06-23,US,,6699,42,2020-06-15,point,PA,8 day ahead cum death
68785,2020-06-23,US,,61,42,2020-06-15,point,PA,8 day ahead inc death
68832,2020-07-13,US,,573,32,2020-06-15,point,NV,28 day ahead cum death
68833,2020-07-13,US,,4,32,2020-06-15,point,NV,28 day ahead inc death
68880,2020-07-06,US,,7333,42,2020-06-15,point,PA,21 day ahead cum death
68881,2020-07-06,US,,50,42,2020-06-15,point,PA,21 day ahead inc death
68928,2020-07-16,US,,13648,34,2020-06-15,point,NJ,31 day ahead cum death
68929,2020-07-16,US,,19,34,2020-06-15,point,NJ,31 day ahead inc death
68976,2020-06-19,US,,24668,36,2020-06-15,point,NY,4 day ahead cum death
68977,2020-06-19,US,,25,36,2020-06-15,point,NY,4 day ahead inc death
69024,2020-07-05,US,,45,56,2020-06-15,point,WY,20 day ahead cum death
69025,2020-07-05,US,,1,56,2020-06-15,point,WY,20 day ahead inc death
69096,2020-07-18,US,,3517,24,2020-06-15,point,MD,33 day ahead cum death
69097,2020-07-18,US,,13,24,2020-06-15,point,MD,33 day ahead inc death
69098,2020-07-18,US,,3517,24,2020-06-15,point,MD,5 wk ahead cum death
69099,2020-07-18,US,,90,24,2020-06-15,point,MD,5 wk ahead inc death
69168,2020-07-02,US,,440,33,2020-06-15,point,NH,17 day ahead cum death
69169,2020-07-02,US,,8,33,2020-06-15,point,NH,17 day ahead inc death
69216,2020-06-28,US,,7617,17,2020-06-15,point,IL,13 day ahead cum death
69217,2020-06-28,US,,92,17,2020-06-15,point,IL,13 day ahead inc death
69264,2020-07-29,US,,2083,51,2020-06-15,point,VA,44 day ahead cum death
69265,2020-07-29,US,,9,51,2020-06-15,point,VA,44 day ahead inc death
69336,2020-07-11,US,,3424,24,2020-06-15,point,MD,26 day ahead cum death
69337,2020-07-11,US,,15,24,2020-06-15,point,MD,26 day ahead inc death
69338,2020-07-11,US,,3424,24,2020-06-15,point,MD,4 wk ahead cum death
69339,2020-07-11,US,,103,24,2020-06-15,point,MD,4 wk ahead inc death
69408,2020-07-28,US,,649,33,2020-06-15,point,NH,43 day ahead cum death
69409,2020-07-28,US,,8,33,2020-06-15,point,NH,43 day ahead inc death
69456,2020-07-23,US,,539,10,2020-06-15,point,DE,38 day ahead cum death
69457,2020-07-23,US,,2,10,2020-06-15,point,DE,38 day ahead inc death
69504,2020-07-01,US,,577,21,2020-06-15,point,KY,16 day ahead cum death
69505,2020-07-01,US,,5,21,2020-06-15,point,KY,16 day ahead inc death
69576,2020-06-20,US,,1632,51,2020-06-15,point,VA,5 day ahead cum death
69577,2020-06-20,US,,16,51,2020-06-15,point,VA,5 day ahead inc death
69578,2020-06-20,US,,1632,51,2020-06-15,point,VA,1 wk ahead cum death
69579,2020-06-20,US,,91,51,2020-06-15,point,VA,1 wk ahead inc death
69648,2020-07-23,US,,296,05,2020-06-15,point,AR,38 day ahead cum death
69649,2020-07-23,US,,3,05,2020-06-15,point,AR,38 day ahead inc death
69720,2020-08-01,US,,147,38,2020-06-15,point,ND,47 day ahead cum death
69721,2020-08-01,US,,1,38,2020-06-15,point,ND,47 day ahead inc death
69722,2020-08-01,US,,147,38,2020-06-15,point,ND,7 wk ahead cum death
69723,2020-08-01,US,,13,38,2020-06-15,point,ND,7 wk ahead inc death
69792,2020-07-26,US,,2089,37,2020-06-15,point,NC,41 day ahead cum death
69793,2020-07-26,US,,28,37,2020-06-15,point,NC,41 day ahead inc death
69840,2020-07-20,US,,402,40,2020-06-15,point,OK,35 day ahead cum death
69841,2020-07-20,US,,0,40,2020-06-15,point,OK,35 day ahead inc death
69912,2020-07-04,US,,22,30,2020-06-15,point,MT,19 day ahead cum death
69913,2020-07-04,US,,0,30,2020-06-15,point,MT,19 day ahead inc death
69914,2020-07-04,US,,22,30,2020-06-15,point,MT,3 wk ahead cum death
69915,2020-07-04,US,,3,30,2020-06-15,point,MT,3 wk ahead inc death
70008,2020-08-01,US,,1129,44,2020-06-15,point,RI,47 day ahead cum death
70009,2020-08-01,US,,3,44,2020-06-15,point,RI,47 day ahead inc death
70010,2020-08-01,US,,1129,44,2020-06-15,point,RI,7 wk ahead cum death
70011,2020-08-01,US,,27,44,2020-06-15,point,RI,7 wk ahead inc death
70080,2020-06-24,US,,383,33,2020-06-15,point,NH,9 day ahead cum death
70081,2020-06-24,US,,7,33,2020-06-15,point,NH,9 day ahead inc death
70128,2020-06-15,US,,19,56,2020-06-15,point,WY,0 day ahead cum death
70129,2020-06-15,US,,0,56,2020-06-15,point,WY,0 day ahead inc death
70176,2020-07-23,US,,1003,55,2020-06-15,point,WI,38 day ahead cum death
70177,2020-07-23,US,,8,55,2020-06-15,point,WI,38 day ahead inc death
70248,2020-07-18,US,,593,32,2020-06-15,point,NV,33 day ahead cum death
70249,2020-07-18,US,,4,32,2020-06-15,point,NV,33 day ahead inc death
70250,2020-07-18,US,,593,32,2020-06-15,point,NV,5 wk ahead cum death
70251,2020-07-18,US,,30,32,2020-06-15,point,NV,5 wk ahead inc death
70320,2020-07-15,US,,1064,01,2020-06-15,point,AL,30 day ahead cum death
70321,2020-07-15,US,,9,01,2020-06-15,point,AL,30 day ahead inc death
70368,2020-06-18,US,,145,49,2020-06-15,point,UT,3 day ahead cum death
70369,2020-06-18,US,,1,49,2020-06-15,point,UT,3 day ahead inc death
70440,2020-07-25,US,,218,49,2020-06-15,point,UT,40 day ahead cum death
70441,2020-07-25,US,,2,49,2020-06-15,point,UT,40 day ahead inc death
70442,2020-07-25,US,,218,49,2020-06-15,point,UT,6 wk ahead cum death
70443,2020-07-25,US,,15,49,2020-06-15,point,UT,6 wk ahead inc death
70512,2020-07-29,US,,3649,13,2020-06-15,point,GA,44 day ahead cum death
70513,2020-07-29,US,,27,13,2020-06-15,point,GA,44 day ahead inc death
70560,2020-07-26,US,,109,46,2020-06-15,point,SD,41 day ahead cum death
70561,2020-07-26,US,,0,46,2020-06-15,point,SD,41 day ahead inc death
70608,2020-07-03,US,,448,33,2020-06-15,point,NH,18 day ahead cum death
70609,2020-07-03,US,,8,33,2020-06-15,point,NH,18 day ahead inc death
70656,2020-07-27,US,,765,47,2020-06-15,point,TN,42 day ahead cum death
70657,2020-07-27,US,,8,47,2020-06-15,point,TN,42 day ahead inc death
70704,2020-06-29,US,,89,16,2020-06-15,point,ID,14 day ahead cum death
70705,2020-06-29,US,,0,16,2020-06-15,point,ID,14 day ahead inc death
70752,2020-07-05,US,,6202,26,2020-06-15,point,MI,20 day ahead cum death
70753,2020-07-05,US,,6,26,2020-06-15,point,MI,20 day ahead inc death
70800,2020-07-07,US,,181,49,2020-06-15,point,UT,22 day ahead cum death
70801,2020-07-07,US,,1,49,2020-06-15,point,UT,22 day ahead inc death
70848,2020-06-25,US,,5711,06,2020-06-15,point,CA,10 day ahead cum death
70849,2020-06-25,US,,69,06,2020-06-15,point,CA,10 day ahead inc death
70896,2020-07-02,US,,6182,26,2020-06-15,point,MI,17 day ahead cum death
70897,2020-07-02,US,,7,26,2020-06-15,point,MI,17 day ahead inc death
70944,2020-06-30,US,,7778,17,2020-06-15,point,IL,15 day ahead cum death
70945,2020-06-30,US,,90,17,2020-06-15,point,IL,15 day ahead inc death
70992,2020-07-30,US,,25068,36,2020-06-15,point,NY,45 day ahead cum death
70993,2020-07-30,US,,4,36,2020-06-15,point,NY,45 day ahead inc death
71064,2020-08-01,US,,1015,45,2020-06-15,point,SC,47 day ahead cum death
71065,2020-08-01,US,,9,45,2020-06-15,point,SC,47 day ahead inc death
71066,2020-08-01,US,,1015,45,2020-06-15,point,SC,7 wk ahead cum death
71067,2020-08-01,US,,62,45,2020-06-15,point,SC,7 wk ahead inc death
71136,2020-07-03,US,,2414,48,2020-06-15,point,TX,18 day ahead cum death
71137,2020-07-03,US,,26,48,2020-06-15,point,TX,18 day ahead inc death
71184,2020-06-23,US,,3300,12,2020-06-15,point,FL,8 day ahead cum death
71185,2020-06-23,US,,36,12,2020-06-15,point,FL,8 day ahead inc death
71232,2020-06-15,US,,24584,36,2020-06-15,point,NY,0 day ahead cum death
71233,2020-06-15,US,,30,36,2020-06-15,point,NY,0 day ahead inc death
71268,2020-06-16,US,,110997,US,2020-06-15,point,,1 day ahead cum death
71304,2020-07-30,US,,962,35,2020-06-15,point,NM,45 day ahead cum death
71305,2020-07-30,US,,15,35,2020-06-15,point,NM,45 day ahead inc death
71352,2020-07-21,US,,96,54,2020-06-15,point,WV,36 day ahead cum death
71353,2020-07-21,US,,0,54,2020-06-15,point,WV,36 day ahead inc death
71400,2020-07-14,US,,265,05,2020-06-15,point,AR,29 day ahead cum death
71401,2020-07-14,US,,3,05,2020-06-15,point,AR,29 day ahead inc death
71448,2020-06-23,US,,2586,18,2020-06-15,point,IN,8 day ahead cum death
71449,2020-06-23,US,,20,18,2020-06-15,point,IN,8 day ahead inc death
71520,2020-07-25,US,,1385,53,2020-06-15,point,WA,40 day ahead cum death
71521,2020-07-25,US,,3,53,2020-06-15,point,WA,40 day ahead inc death
71522,2020-07-25,US,,1385,53,2020-06-15,point,WA,6 wk ahead cum death
71523,2020-07-25,US,,23,53,2020-06-15,point,WA,6 wk ahead inc death
71592,2020-07-13,US,,24980,36,2020-06-15,point,NY,28 day ahead cum death
71593,2020-07-13,US,,8,36,2020-06-15,point,NY,28 day ahead inc death
71640,2020-07-20,US,,978,55,2020-06-15,point,WI,35 day ahead cum death
71641,2020-07-20,US,,8,55,2020-06-15,point,WI,35 day ahead inc death
71688,2020-07-20,US,,57,50,2020-06-15,point,VT,35 day ahead cum death
71689,2020-07-20,US,,0,50,2020-06-15,point,VT,35 day ahead inc death
71760,2020-07-18,US,,8532,25,2020-06-15,point,MA,33 day ahead cum death
71761,2020-07-18,US,,16,25,2020-06-15,point,MA,33 day ahead inc death
71762,2020-07-18,US,,8532,25,2020-06-15,point,MA,5 wk ahead cum death
71763,2020-07-18,US,,116,25,2020-06-15,point,MA,5 wk ahead inc death
71832,2020-07-19,US,,185,41,2020-06-15,point,OR,34 day ahead cum death
71833,2020-07-19,US,,0,41,2020-06-15,point,OR,34 day ahead inc death
71880,2020-07-16,US,,2927,18,2020-06-15,point,IN,31 day ahead cum death
71881,2020-07-16,US,,13,18,2020-06-15,point,IN,31 day ahead inc death
71952,2020-07-25,US,,2381,04,2020-06-15,point,AZ,40 day ahead cum death
71953,2020-07-25,US,,39,04,2020-06-15,point,AZ,40 day ahead inc death
71954,2020-07-25,US,,2381,04,2020-06-15,point,AZ,6 wk ahead cum death
71955,2020-07-25,US,,250,04,2020-06-15,point,AZ,6 wk ahead inc death
72024,2020-07-14,US,,56,50,2020-06-15,point,VT,29 day ahead cum death
72025,2020-07-14,US,,0,50,2020-06-15,point,VT,29 day ahead inc death
72072,2020-07-03,US,,1162,28,2020-06-15,point,MS,18 day ahead cum death
72073,2020-07-03,US,,16,28,2020-06-15,point,MS,18 day ahead inc death
72120,2020-07-12,US,,96,46,2020-06-15,point,SD,27 day ahead cum death
72121,2020-07-12,US,,0,46,2020-06-15,point,SD,27 day ahead inc death
72168,2020-06-23,US,,1718,08,2020-06-15,point,CO,8 day ahead cum death
72169,2020-06-23,US,,15,08,2020-06-15,point,CO,8 day ahead inc death
72216,2020-06-24,US,,156,49,2020-06-15,point,UT,9 day ahead cum death
72217,2020-06-24,US,,1,49,2020-06-15,point,UT,9 day ahead inc death
72288,2020-08-01,US,,10138,17,2020-06-15,point,IL,47 day ahead cum death
72289,2020-08-01,US,,66,17,2020-06-15,point,IL,47 day ahead inc death
72290,2020-08-01,US,,10138,17,2020-06-15,point,IL,7 wk ahead cum death
72291,2020-08-01,US,,464,17,2020-06-15,point,IL,7 wk ahead inc death
72360,2020-07-10,US,,619,21,2020-06-15,point,KY,25 day ahead cum death
72361,2020-07-10,US,,5,21,2020-06-15,point,KY,25 day ahead inc death
72408,2020-07-06,US,,296,20,2020-06-15,point,KS,21 day ahead cum death
72409,2020-07-06,US,,2,20,2020-06-15,point,KS,21 day ahead inc death
72456,2020-07-05,US,,24909,36,2020-06-15,point,NY,20 day ahead cum death
72457,2020-07-05,US,,11,36,2020-06-15,point,NY,20 day ahead inc death
72504,2020-06-28,US,,542,11,2020-06-15,point,DC,13 day ahead cum death
72505,2020-06-28,US,,1,11,2020-06-15,point,DC,13 day ahead inc death
72576,2020-07-11,US,,110,23,2020-06-15,point,ME,26 day ahead cum death
72577,2020-07-11,US,,0,23,2020-06-15,point,ME,26 day ahead inc death
72578,2020-07-11,US,,110,23,2020-06-15,point,ME,4 wk ahead cum death
72579,2020-07-11,US,,5,23,2020-06-15,point,ME,4 wk ahead inc death
72672,2020-07-18,US,,3572,39,2020-06-15,point,OH,33 day ahead cum death
72673,2020-07-18,US,,30,39,2020-06-15,point,OH,33 day ahead inc death
72674,2020-07-18,US,,3572,39,2020-06-15,point,OH,5 wk ahead cum death
72675,2020-07-18,US,,195,39,2020-06-15,point,OH,5 wk ahead inc death
72744,2020-07-10,US,,1262,28,2020-06-15,point,MS,25 day ahead cum death
72745,2020-07-10,US,,15,28,2020-06-15,point,MS,25 day ahead inc death
72792,2020-07-20,US,,3412,13,2020-06-15,point,GA,35 day ahead cum death
72793,2020-07-20,US,,28,13,2020-06-15,point,GA,35 day ahead inc death
72840,2020-07-22,US,,106,46,2020-06-15,point,SD,37 day ahead cum death
72841,2020-07-22,US,,0,46,2020-06-15,point,SD,37 day ahead inc death
72888,2020-07-22,US,,96,54,2020-06-15,point,WV,37 day ahead cum death
72889,2020-07-22,US,,0,54,2020-06-15,point,WV,37 day ahead inc death
72936,2020-06-16,US,,6656,17,2020-06-15,point,IL,1 day ahead cum death
72937,2020-06-16,US,,97,17,2020-06-15,point,IL,1 day ahead inc death
72984,2020-06-17,US,,18,15,2020-06-15,point,HI,2 day ahead cum death
72985,2020-06-17,US,,0,15,2020-06-15,point,HI,2 day ahead inc death
73032,2020-07-14,US,,7682,42,2020-06-15,point,PA,29 day ahead cum death
73033,2020-07-14,US,,44,42,2020-06-15,point,PA,29 day ahead inc death
73104,2020-06-20,US,,737,55,2020-06-15,point,WI,5 day ahead cum death
73105,2020-06-20,US,,8,55,2020-06-15,point,WI,5 day ahead inc death
73106,2020-06-20,US,,737,55,2020-06-15,point,WI,1 wk ahead cum death
73107,2020-06-20,US,,44,55,2020-06-15,point,WI,1 wk ahead inc death
73164,2020-07-27,US,,141338,US,2020-06-15,point,,42 day ahead cum death
73200,2020-07-27,US,,97,54,2020-06-15,point,WV,42 day ahead cum death
73201,2020-07-27,US,,0,54,2020-06-15,point,WV,42 day ahead inc death
73272,2020-07-18,US,,565,11,2020-06-15,point,DC,33 day ahead cum death
73273,2020-07-18,US,,0,11,2020-06-15,point,DC,33 day ahead inc death
73274,2020-07-18,US,,565,11,2020-06-15,point,DC,5 wk ahead cum death
73275,2020-07-18,US,,9,11,2020-06-15,point,DC,5 wk ahead inc death
73368,2020-08-01,US,,2654,04,2020-06-15,point,AZ,47 day ahead cum death
73369,2020-08-01,US,,41,04,2020-06-15,point,AZ,47 day ahead inc death
73370,2020-08-01,US,,2654,04,2020-06-15,point,AZ,7 wk ahead cum death
73371,2020-08-01,US,,269,04,2020-06-15,point,AZ,7 wk ahead inc death
73440,2020-07-28,US,,111,46,2020-06-15,point,SD,43 day ahead cum death
73441,2020-07-28,US,,0,46,2020-06-15,point,SD,43 day ahead inc death
73488,2020-06-21,US,,368,40,2020-06-15,point,OK,6 day ahead cum death
73489,2020-06-21,US,,1,40,2020-06-15,point,OK,6 day ahead inc death
73536,2020-07-23,US,,3010,18,2020-06-15,point,IN,38 day ahead cum death
73537,2020-07-23,US,,12,18,2020-06-15,point,IN,38 day ahead inc death
73584,2020-07-01,US,,169,49,2020-06-15,point,UT,16 day ahead cum death
73585,2020-07-01,US,,1,49,2020-06-15,point,UT,16 day ahead inc death
73656,2020-06-27,US,,89,16,2020-06-15,point,ID,12 day ahead cum death
73657,2020-06-27,US,,0,16,2020-06-15,point,ID,12 day ahead inc death
73658,2020-06-27,US,,89,16,2020-06-15,point,ID,2 wk ahead cum death
73659,2020-06-27,US,,4,16,2020-06-15,point,ID,2 wk ahead inc death
73728,2020-07-12,US,,29,15,2020-06-15,point,HI,27 day ahead cum death
73729,2020-07-12,US,,0,15,2020-06-15,point,HI,27 day ahead inc death
73776,2020-07-06,US,,649,35,2020-06-15,point,NM,21 day ahead cum death
73777,2020-07-06,US,,12,35,2020-06-15,point,NM,21 day ahead inc death
73848,2020-07-18,US,,1091,01,2020-06-15,point,AL,33 day ahead cum death
73849,2020-07-18,US,,9,01,2020-06-15,point,AL,33 day ahead inc death
73850,2020-07-18,US,,1091,01,2020-06-15,point,AL,5 wk ahead cum death
73851,2020-07-18,US,,60,01,2020-06-15,point,AL,5 wk ahead inc death
73944,2020-07-18,US,,797,35,2020-06-15,point,NM,33 day ahead cum death
73945,2020-07-18,US,,13,35,2020-06-15,point,NM,33 day ahead inc death
73946,2020-07-18,US,,797,35,2020-06-15,point,NM,5 wk ahead cum death
73947,2020-07-18,US,,87,35,2020-06-15,point,NM,5 wk ahead inc death
74016,2020-07-19,US,,33,02,2020-06-15,point,AK,34 day ahead cum death
74017,2020-07-19,US,,0,02,2020-06-15,point,AK,34 day ahead inc death
74064,2020-07-15,US,,13629,34,2020-06-15,point,NJ,30 day ahead cum death
74065,2020-07-15,US,,20,34,2020-06-15,point,NJ,30 day ahead inc death
74136,2020-07-18,US,,185,41,2020-06-15,point,OR,33 day ahead cum death
74137,2020-07-18,US,,0,41,2020-06-15,point,OR,33 day ahead inc death
74138,2020-07-18,US,,185,41,2020-06-15,point,OR,5 wk ahead cum death
74139,2020-07-18,US,,5,41,2020-06-15,point,OR,5 wk ahead inc death
74208,2020-07-31,US,,1006,45,2020-06-15,point,SC,46 day ahead cum death
74209,2020-07-31,US,,9,45,2020-06-15,point,SC,46 day ahead inc death
74256,2020-07-12,US,,1909,51,2020-06-15,point,VA,27 day ahead cum death
74257,2020-07-12,US,,12,51,2020-06-15,point,VA,27 day ahead inc death
74304,2020-06-21,US,,747,19,2020-06-15,point,IA,6 day ahead cum death
74305,2020-06-21,US,,16,19,2020-06-15,point,IA,6 day ahead inc death
74352,2020-06-18,US,,55,50,2020-06-15,point,VT,3 day ahead cum death
74353,2020-06-18,US,,0,50,2020-06-15,point,VT,3 day ahead inc death
74400,2020-06-30,US,,1809,08,2020-06-15,point,CO,15 day ahead cum death
74401,2020-06-30,US,,14,08,2020-06-15,point,CO,15 day ahead inc death
74472,2020-07-25,US,,4257,12,2020-06-15,point,FL,40 day ahead cum death
74473,2020-07-25,US,,30,12,2020-06-15,point,FL,40 day ahead inc death
74474,2020-07-25,US,,4257,12,2020-06-15,point,FL,6 wk ahead cum death
74475,2020-07-25,US,,200,12,2020-06-15,point,FL,6 wk ahead inc death
74544,2020-07-21,US,,3439,13,2020-06-15,point,GA,36 day ahead cum death
74545,2020-07-21,US,,28,13,2020-06-15,point,GA,36 day ahead inc death
74592,2020-06-29,US,,24837,36,2020-06-15,point,NY,14 day ahead cum death
74593,2020-06-29,US,,15,36,2020-06-15,point,NY,14 day ahead inc death
74640,2020-07-22,US,,925,45,2020-06-15,point,SC,37 day ahead cum death
74641,2020-07-22,US,,9,45,2020-06-15,point,SC,37 day ahead inc death
74688,2020-06-30,US,,36,56,2020-06-15,point,WY,15 day ahead cum death
74689,2020-06-30,US,,1,56,2020-06-15,point,WY,15 day ahead inc death
74736,2020-06-30,US,,732,45,2020-06-15,point,SC,15 day ahead cum death
74737,2020-06-30,US,,9,45,2020-06-15,point,SC,15 day ahead inc death
74784,2020-06-18,US,,19,30,2020-06-15,point,MT,3 day ahead cum death
74785,2020-06-18,US,,0,30,2020-06-15,point,MT,3 day ahead inc death
74820,2020-07-21,US,,136540,US,2020-06-15,point,,36 day ahead cum death
74856,2020-06-17,US,,1229,53,2020-06-15,point,WA,2 day ahead cum death
74857,2020-06-17,US,,6,53,2020-06-15,point,WA,2 day ahead inc death
74904,2020-06-26,US,,210,05,2020-06-15,point,AR,11 day ahead cum death
74905,2020-06-26,US,,2,05,2020-06-15,point,AR,11 day ahead inc death
74952,2020-07-28,US,,2496,04,2020-06-15,point,AZ,43 day ahead cum death
74953,2020-07-28,US,,40,04,2020-06-15,point,AZ,43 day ahead inc death
75000,2020-06-19,US,,22,56,2020-06-15,point,WY,4 day ahead cum death
75001,2020-06-19,US,,0,56,2020-06-15,point,WY,4 day ahead inc death
75048,2020-07-30,US,,34,15,2020-06-15,point,HI,45 day ahead cum death
75049,2020-07-30,US,,0,15,2020-06-15,point,HI,45 day ahead inc death
75096,2020-07-13,US,,318,31,2020-06-15,point,NE,28 day ahead cum death
75097,2020-07-13,US,,4,31,2020-06-15,point,NE,28 day ahead inc death
75144,2020-07-26,US,,2993,48,2020-06-15,point,TX,41 day ahead cum death
75145,2020-07-26,US,,27,48,2020-06-15,point,TX,41 day ahead inc death
75192,2020-07-17,US,,1188,19,2020-06-15,point,IA,32 day ahead cum death
75193,2020-07-17,US,,20,19,2020-06-15,point,IA,32 day ahead inc death
75240,2020-07-21,US,,837,35,2020-06-15,point,NM,36 day ahead cum death
75241,2020-07-21,US,,14,35,2020-06-15,point,NM,36 day ahead inc death
75288,2020-07-24,US,,405,40,2020-06-15,point,OK,39 day ahead cum death
75289,2020-07-24,US,,0,40,2020-06-15,point,OK,39 day ahead inc death
75336,2020-07-02,US,,2930,13,2020-06-15,point,GA,17 day ahead cum death
75337,2020-07-02,US,,30,13,2020-06-15,point,GA,17 day ahead inc death
75384,2020-07-17,US,,2939,18,2020-06-15,point,IN,32 day ahead cum death
75385,2020-07-17,US,,13,18,2020-06-15,point,IN,32 day ahead inc death
75432,2020-06-22,US,,1705,08,2020-06-15,point,CO,7 day ahead cum death
75433,2020-06-22,US,,15,08,2020-06-15,point,CO,7 day ahead inc death
75480,2020-07-27,US,,138,38,2020-06-15,point,ND,42 day ahead cum death
75481,2020-07-27,US,,1,38,2020-06-15,point,ND,42 day ahead inc death
75552,2020-06-20,US,,831,01,2020-06-15,point,AL,5 day ahead cum death
75553,2020-06-20,US,,11,01,2020-06-15,point,AL,5 day ahead inc death
75554,2020-06-20,US,,831,01,2020-06-15,point,AL,1 wk ahead cum death
75555,2020-06-20,US,,84,01,2020-06-15,point,AL,1 wk ahead inc death
75624,2020-07-15,US,,118,38,2020-06-15,point,ND,30 day ahead cum death
75625,2020-07-15,US,,1,38,2020-06-15,point,ND,30 day ahead inc death
75672,2020-07-05,US,,4455,09,2020-06-15,point,CT,20 day ahead cum death
75673,2020-07-05,US,,9,09,2020-06-15,point,CT,20 day ahead inc death
75720,2020-07-01,US,,823,55,2020-06-15,point,WI,16 day ahead cum death
75721,2020-07-01,US,,8,55,2020-06-15,point,WI,16 day ahead inc death
75768,2020-07-01,US,,937,01,2020-06-15,point,AL,16 day ahead cum death
75769,2020-07-01,US,,10,01,2020-06-15,point,AL,16 day ahead inc death
75816,2020-06-23,US,,526,47,2020-06-15,point,TN,8 day ahead cum death
75817,2020-06-23,US,,6,47,2020-06-15,point,TN,8 day ahead inc death
75864,2020-07-28,US,,1114,44,2020-06-15,point,RI,43 day ahead cum death
75865,2020-07-28,US,,4,44,2020-06-15,point,RI,43 day ahead inc death
75912,2020-07-12,US,,183,41,2020-06-15,point,OR,27 day ahead cum death
75913,2020-07-12,US,,0,41,2020-06-15,point,OR,27 day ahead inc death
75960,2020-07-15,US,,3479,24,2020-06-15,point,MD,30 day ahead cum death
75961,2020-07-15,US,,14,24,2020-06-15,point,MD,30 day ahead inc death
76008,2020-07-22,US,,609,32,2020-06-15,point,NV,37 day ahead cum death
76009,2020-07-22,US,,4,32,2020-06-15,point,NV,37 day ahead inc death
76044,2020-06-22,US,,115252,US,2020-06-15,point,,7 day ahead cum death
76080,2020-07-20,US,,824,35,2020-06-15,point,NM,35 day ahead cum death
76081,2020-07-20,US,,14,35,2020-06-15,point,NM,35 day ahead inc death
76128,2020-07-31,US,,40,02,2020-06-15,point,AK,46 day ahead cum death
76129,2020-07-31,US,,0,02,2020-06-15,point,AK,46 day ahead inc death
76200,2020-08-01,US,,557,10,2020-06-15,point,DE,47 day ahead cum death
76201,2020-08-01,US,,2,10,2020-06-15,point,DE,47 day ahead inc death
76202,2020-08-01,US,,557,10,2020-06-15,point,DE,7 wk ahead cum death
76203,2020-08-01,US,,15,10,2020-06-15,point,DE,7 wk ahead inc death
76272,2020-06-28,US,,411,33,2020-06-15,point,NH,13 day ahead cum death
76273,2020-06-28,US,,8,33,2020-06-15,point,NH,13 day ahead inc death
76320,2020-06-30,US,,572,21,2020-06-15,point,KY,15 day ahead cum death
76321,2020-06-30,US,,5,21,2020-06-15,point,KY,15 day ahead inc death
76368,2020-07-01,US,,433,33,2020-06-15,point,NH,16 day ahead cum death
76369,2020-07-01,US,,8,33,2020-06-15,point,NH,16 day ahead inc death
76416,2020-07-05,US,,542,32,2020-06-15,point,NV,20 day ahead cum death
76417,2020-07-05,US,,4,32,2020-06-15,point,NV,20 day ahead inc death
76464,2020-06-28,US,,1783,08,2020-06-15,point,CO,13 day ahead cum death
76465,2020-06-28,US,,14,08,2020-06-15,point,CO,13 day ahead inc death
76512,2020-06-25,US,,21,30,2020-06-15,point,MT,10 day ahead cum death
76513,2020-06-25,US,,0,30,2020-06-15,point,MT,10 day ahead inc death
76560,2020-07-06,US,,240,05,2020-06-15,point,AR,21 day ahead cum death
76561,2020-07-06,US,,3,05,2020-06-15,point,AR,21 day ahead inc death
76608,2020-07-27,US,,96,16,2020-06-15,point,ID,42 day ahead cum death
76609,2020-07-27,US,,0,16,2020-06-15,point,ID,42 day ahead inc death
76656,2020-07-17,US,,558,33,2020-06-15,point,NH,32 day ahead cum death
76657,2020-07-17,US,,8,33,2020-06-15,point,NH,32 day ahead inc death
76704,2020-06-28,US,,6152,26,2020-06-15,point,MI,13 day ahead cum death
76705,2020-06-28,US,,8,26,2020-06-15,point,MI,13 day ahead inc death
76752,2020-06-18,US,,252,20,2020-06-15,point,KS,3 day ahead cum death
