,location_name,type,quantile,value,forecast_date,target_end_date,target,location
2300,US,point,,66622.81163010697,2020-05-01,2020-05-02,1 day ahead cum death,US
2301,US,point,,68269.95896794912,2020-05-01,2020-05-03,2 day ahead cum death,US
2302,US,point,,69878.77684653793,2020-05-01,2020-05-04,3 day ahead cum death,US
2303,US,point,,71448.78102934154,2020-05-01,2020-05-05,4 day ahead cum death,US
2304,US,point,,72979.64631619409,2020-05-01,2020-05-06,5 day ahead cum death,US
2305,US,point,,74471.18700295383,2020-05-01,2020-05-07,6 day ahead cum death,US
2306,US,point,,75923.34403310751,2020-05-01,2020-05-08,7 day ahead cum death,US
2307,US,point,,77336.17303521899,2020-05-01,2020-05-09,1 wk ahead cum death,US
2308,US,point,,78709.83319326006,2020-05-01,2020-05-10,9 day ahead cum death,US
2309,US,point,,80044.57689975807,2020-05-01,2020-05-11,10 day ahead cum death,US
2310,US,point,,81340.73926602796,2020-05-01,2020-05-12,11 day ahead cum death,US
2311,US,point,,82598.72281747246,2020-05-01,2020-05-13,12 day ahead cum death,US
2312,US,point,,83819.00446575331,2020-05-01,2020-05-14,13 day ahead cum death,US
2313,US,point,,85002.11667865231,2020-05-01,2020-05-15,14 day ahead cum death,US
2314,US,point,,86148.63769098173,2020-05-01,2020-05-16,2 wk ahead cum death,US
2315,US,point,,87259.18578777982,2020-05-01,2020-05-17,16 day ahead cum death,US
2316,US,point,,88334.41401584056,2020-05-01,2020-05-18,17 day ahead cum death,US
2317,US,point,,89375.00529701148,2020-05-01,2020-05-19,18 day ahead cum death,US
2318,US,point,,90381.6679181752,2020-05-01,2020-05-20,19 day ahead cum death,US
2319,US,point,,91355.13137423503,2020-05-01,2020-05-21,20 day ahead cum death,US
2320,US,point,,92296.14013568107,2020-05-01,2020-05-22,21 day ahead cum death,US
2321,US,point,,93205.44919377351,2020-05-01,2020-05-23,3 wk ahead cum death,US
2322,US,point,,94083.83558030818,2020-05-01,2020-05-24,23 day ahead cum death,US
2323,US,point,,94932.08050949348,2020-05-01,2020-05-25,24 day ahead cum death,US
2324,US,point,,95750.96585050227,2020-05-01,2020-05-26,25 day ahead cum death,US
2325,US,point,,96541.2722448465,2020-05-01,2020-05-27,26 day ahead cum death,US
2326,US,point,,97303.77739451207,2020-05-01,2020-05-28,27 day ahead cum death,US
2327,US,point,,98039.25450951443,2020-05-01,2020-05-29,28 day ahead cum death,US
2328,US,point,,98748.47090418887,2020-05-01,2020-05-30,4 wk ahead cum death,US
2329,US,point,,99432.18673214994,2020-05-01,2020-05-31,30 day ahead cum death,US
2330,US,point,,100091.1538504386,2020-05-01,2020-06-01,31 day ahead cum death,US
2331,US,point,,100726.11480393307,2020-05-01,2020-06-02,32 day ahead cum death,US
2332,US,point,,101337.8019216232,2020-05-01,2020-06-03,33 day ahead cum death,US
2333,US,point,,101926.93059598397,2020-05-01,2020-06-04,34 day ahead cum death,US
2334,US,point,,102494.2077139827,2020-05-01,2020-06-05,35 day ahead cum death,US
2335,US,point,,103040.33849172725,2020-05-01,2020-06-06,5 wk ahead cum death,US
2336,US,point,,103566.0121352882,2020-05-01,2020-06-07,37 day ahead cum death,US
2337,US,point,,104071.90165849804,2020-05-01,2020-06-08,38 day ahead cum death,US
2338,US,point,,104558.66386378928,2020-05-01,2020-06-09,39 day ahead cum death,US
2339,US,point,,105026.93935811725,2020-05-01,2020-06-10,40 day ahead cum death,US
2340,US,point,,105477.35260094356,2020-05-01,2020-06-11,41 day ahead cum death,US
2341,US,point,,105910.51198145039,2020-05-01,2020-06-12,42 day ahead cum death,US
2342,US,point,,106327.00992233683,2020-05-01,2020-06-13,6 wk ahead cum death,US
2343,US,point,,106727.42300772047,2020-05-01,2020-06-14,44 day ahead cum death,US
2344,US,point,,107112.31213283053,2020-05-01,2020-06-15,45 day ahead cum death,US
2345,US,point,,107482.22267333033,2020-05-01,2020-06-16,46 day ahead cum death,US
2346,US,point,,107837.68467225287,2020-05-01,2020-06-17,47 day ahead cum death,US
2347,US,point,,108179.2130426674,2020-05-01,2020-06-18,48 day ahead cum death,US
2348,US,point,,108507.3077843257,2020-05-01,2020-06-19,49 day ahead cum death,US
2349,US,point,,108822.45421265467,2020-05-01,2020-06-20,7 wk ahead cum death,US
2350,US,point,,109125.12100455009,2020-05-01,2020-06-21,51 day ahead cum death,US
2351,US,point,,109415.7527964479,2020-05-01,2020-06-22,52 day ahead cum death,US
2352,US,point,,109694.79858510203,2020-05-01,2020-06-23,53 day ahead cum death,US
2353,US,point,,109962.69536867958,2020-05-01,2020-06-24,54 day ahead cum death,US
2354,US,point,,110219.86484171354,2020-05-01,2020-06-25,55 day ahead cum death,US
2355,US,point,,110466.71387725671,2020-05-01,2020-06-26,56 day ahead cum death,US
2356,US,point,,110703.63499643203,2020-05-01,2020-06-27,8 wk ahead cum death,US
2357,US,point,,110931.00682557057,2020-05-01,2020-06-28,58 day ahead cum death,US
2358,US,point,,111149.19454113294,2020-05-01,2020-06-29,59 day ahead cum death,US
2359,US,point,,111358.55030261676,2020-05-01,2020-06-30,60 day ahead cum death,US
2360,US,point,,111559.41367365587,2020-05-01,2020-07-01,61 day ahead cum death,US
2361,US,point,,111752.11203152216,2020-05-01,2020-07-02,62 day ahead cum death,US
2362,US,point,,111936.96096524363,2020-05-01,2020-07-03,63 day ahead cum death,US
2363,US,point,,112114.26466255511,2020-05-01,2020-07-04,9 wk ahead cum death,US
2364,US,point,,112284.31628589971,2020-05-01,2020-07-05,65 day ahead cum death,US
2365,US,point,,112447.39833770074,2020-05-01,2020-07-06,66 day ahead cum death,US
2366,US,point,,112603.78301512568,2020-05-01,2020-07-07,67 day ahead cum death,US
2367,US,point,,112753.73255456245,2020-05-01,2020-07-08,68 day ahead cum death,US
2368,US,point,,112897.49956603053,2020-05-01,2020-07-09,69 day ahead cum death,US
2369,US,point,,113035.32735774745,2020-05-01,2020-07-10,70 day ahead cum death,US
2370,US,point,,113167.45025107186,2020-05-01,2020-07-11,10 wk ahead cum death,US
2371,US,point,,113294.09388604225,2020-05-01,2020-07-12,72 day ahead cum death,US
2372,US,point,,113415.4755177301,2020-05-01,2020-07-13,73 day ahead cum death,US
2373,US,point,,113531.80430362455,2020-05-01,2020-07-14,74 day ahead cum death,US
2374,US,point,,113643.28158226295,2020-05-01,2020-07-15,75 day ahead cum death,US
2375,US,point,,113750.10114332133,2020-05-01,2020-07-16,76 day ahead cum death,US
2376,US,point,,113852.44979787573,2020-05-01,2020-07-17,77 day ahead cum death,US
2377,US,point,,113950.51230849876,2020-05-01,2020-07-18,11 wk ahead cum death,US
2378,US,point,,114044.46493004805,2020-05-01,2020-07-19,79 day ahead cum death,US
2379,US,point,,114134.47565667759,2020-05-01,2020-07-20,80 day ahead cum death,US
2380,US,point,,114220.70580971213,2020-05-01,2020-07-21,81 day ahead cum death,US
2381,US,point,,114303.31029487717,2020-05-01,2020-07-22,82 day ahead cum death,US
2382,US,point,,114382.43784991564,2020-05-01,2020-07-23,83 day ahead cum death,US
2383,US,point,,114458.23128293792,2020-05-01,2020-07-24,84 day ahead cum death,US
2384,US,point,,114530.8277018413,2020-05-01,2020-07-25,12 wk ahead cum death,US
2385,US,point,,114600.35873512289,2020-05-01,2020-07-26,86 day ahead cum death,US
2386,US,point,,114666.95074439801,2020-05-01,2020-07-27,87 day ahead cum death,US
2387,US,point,,114730.72502892598,2020-05-01,2020-07-28,88 day ahead cum death,US
2388,US,point,,114791.79802243477,2020-05-01,2020-07-29,89 day ahead cum death,US
2389,US,point,,114850.28148252425,2020-05-01,2020-07-30,90 day ahead cum death,US
2390,US,point,,114906.28267291984,2020-05-01,2020-07-31,91 day ahead cum death,US
2391,US,point,,114959.90453883789,2020-05-01,2020-08-01,13 wk ahead cum death,US
2392,US,point,,115011.24587571411,2020-05-01,2020-08-02,93 day ahead cum death,US
2393,US,point,,115060.40149153954,2020-05-01,2020-08-03,94 day ahead cum death,US
2394,US,point,,115107.46236303734,2020-05-01,2020-08-04,95 day ahead cum death,US
2395,US,point,,115152.51578590822,2020-05-01,2020-08-05,96 day ahead cum death,US
2396,US,point,,115195.64551936089,2020-05-01,2020-08-06,97 day ahead cum death,US
2397,US,point,,115236.93192513993,2020-05-01,2020-08-07,98 day ahead cum death,US
2398,US,point,,115276.45210125306,2020-05-01,2020-08-08,14 wk ahead cum death,US
2399,US,point,,115314.28001059365,2020-05-01,2020-08-09,100 day ahead cum death,US
4700,Michigan,point,,3957.1892098301532,2020-05-01,2020-05-02,1 day ahead cum death,26
4701,Michigan,point,,4045.340392481743,2020-05-01,2020-05-03,2 day ahead cum death,26
4702,Michigan,point,,4130.4452753367295,2020-05-01,2020-05-04,3 day ahead cum death,26
4703,Michigan,point,,4212.5229127400535,2020-05-01,2020-05-05,4 day ahead cum death,26
4704,Michigan,point,,4291.61870614521,2020-05-01,2020-05-06,5 day ahead cum death,26
4705,Michigan,point,,4367.783073151555,2020-05-01,2020-05-07,6 day ahead cum death,26
4706,Michigan,point,,4441.070805554027,2020-05-01,2020-05-08,7 day ahead cum death,26
4707,Michigan,point,,4511.540477942837,2020-05-01,2020-05-09,1 wk ahead cum death,26
4708,Michigan,point,,4579.253902663148,2020-05-01,2020-05-10,9 day ahead cum death,26
4709,Michigan,point,,4644.275628169169,2020-05-01,2020-05-11,10 day ahead cum death,26
4710,Michigan,point,,4706.672477976267,2020-05-01,2020-05-12,11 day ahead cum death,26
4711,Michigan,point,,4766.513127574929,2020-05-01,2020-05-13,12 day ahead cum death,26
4712,Michigan,point,,4823.86866535953,2020-05-01,2020-05-14,13 day ahead cum death,26
4713,Michigan,point,,4878.823749339033,2020-05-01,2020-05-15,14 day ahead cum death,26
4714,Michigan,point,,4931.465651545194,2020-05-01,2020-05-16,2 wk ahead cum death,26
4715,Michigan,point,,4981.87828808251,2020-05-01,2020-05-17,16 day ahead cum death,26
4716,Michigan,point,,5030.143113741511,2020-05-01,2020-05-18,17 day ahead cum death,26
4717,Michigan,point,,5076.339164354583,2020-05-01,2020-05-19,18 day ahead cum death,26
4718,Michigan,point,,5120.543100381608,2020-05-01,2020-05-20,19 day ahead cum death,26
4719,Michigan,point,,5162.829251538509,2020-05-01,2020-05-21,20 day ahead cum death,26
4720,Michigan,point,,5203.269662295294,2020-05-01,2020-05-22,21 day ahead cum death,26
4721,Michigan,point,,5241.934138082967,2020-05-01,2020-05-23,3 wk ahead cum death,26
4722,Michigan,point,,5278.890292060649,2020-05-01,2020-05-24,23 day ahead cum death,26
4723,Michigan,point,,5314.204438141935,2020-05-01,2020-05-25,24 day ahead cum death,26
4724,Michigan,point,,5347.947303494049,2020-05-01,2020-05-26,25 day ahead cum death,26
4725,Michigan,point,,5380.186054823941,2020-05-01,2020-05-27,26 day ahead cum death,26
4726,Michigan,point,,5410.984473847691,2020-05-01,2020-05-28,27 day ahead cum death,26
4727,Michigan,point,,5440.403727710633,2020-05-01,2020-05-29,28 day ahead cum death,26
4728,Michigan,point,,5468.50247355427,2020-05-01,2020-05-30,4 wk ahead cum death,26
4729,Michigan,point,,5495.336958979389,2020-05-01,2020-05-31,30 day ahead cum death,26
4730,Michigan,point,,5520.961118564012,2020-05-01,2020-06-01,31 day ahead cum death,26
4731,Michigan,point,,5545.426666588781,2020-05-01,2020-06-02,32 day ahead cum death,26
4732,Michigan,point,,5568.783186116583,2020-05-01,2020-06-03,33 day ahead cum death,26
4733,Michigan,point,,5591.078214567513,2020-05-01,2020-06-04,34 day ahead cum death,26
4734,Michigan,point,,5612.357644994274,2020-05-01,2020-06-05,35 day ahead cum death,26
4735,Michigan,point,,5632.667274144762,2020-05-01,2020-06-06,5 wk ahead cum death,26
4736,Michigan,point,,5652.050497550666,2020-05-01,2020-06-07,37 day ahead cum death,26
4737,Michigan,point,,5670.548660654019,2020-05-01,2020-06-08,38 day ahead cum death,26
4738,Michigan,point,,5688.201287258752,2020-05-01,2020-06-09,39 day ahead cum death,26
4739,Michigan,point,,5705.046159050439,2020-05-01,2020-06-10,40 day ahead cum death,26
4740,Michigan,point,,5721.119391672521,2020-05-01,2020-06-11,41 day ahead cum death,26
4741,Michigan,point,,5736.455507506951,2020-05-01,2020-06-12,42 day ahead cum death,26
4742,Michigan,point,,5751.087505300953,2020-05-01,2020-06-13,6 wk ahead cum death,26
4743,Michigan,point,,5765.046926775469,2020-05-01,2020-06-14,44 day ahead cum death,26
4744,Michigan,point,,5778.363920345155,2020-05-01,2020-06-15,45 day ahead cum death,26
4745,Michigan,point,,5791.0673979513185,2020-05-01,2020-06-16,46 day ahead cum death,26
4746,Michigan,point,,5803.18542687878,2020-05-01,2020-06-17,47 day ahead cum death,26
4747,Michigan,point,,5814.744719777726,2020-05-01,2020-06-18,48 day ahead cum death,26
4748,Michigan,point,,5825.770756111421,2020-05-01,2020-06-19,49 day ahead cum death,26
4749,Michigan,point,,5836.287859683414,2020-05-01,2020-06-20,7 wk ahead cum death,26
4750,Michigan,point,,5846.319250772596,2020-05-01,2020-06-21,51 day ahead cum death,26
4751,Michigan,point,,5855.887095932925,2020-05-01,2020-06-22,52 day ahead cum death,26
4752,Michigan,point,,5865.012555561501,2020-05-01,2020-06-23,53 day ahead cum death,26
4753,Michigan,point,,5873.715829334127,2020-05-01,2020-06-24,54 day ahead cum death,26
4754,Michigan,point,,5882.016199603114,2020-05-01,2020-06-25,55 day ahead cum death,26
4755,Michigan,point,,5889.932072847954,2020-05-01,2020-06-26,56 day ahead cum death,26
4756,Michigan,point,,5897.481020176618,2020-05-01,2020-06-27,8 wk ahead cum death,26
4757,Michigan,point,,5904.67991147292,2020-05-01,2020-06-28,58 day ahead cum death,26
4758,Michigan,point,,5911.5449078400525,2020-05-01,2020-06-29,59 day ahead cum death,26
4759,Michigan,point,,5918.091401965985,2020-05-01,2020-06-30,60 day ahead cum death,26
4760,Michigan,point,,5924.3340785823275,2020-05-01,2020-07-01,61 day ahead cum death,26
4761,Michigan,point,,5930.286946886447,2020-05-01,2020-07-02,62 day ahead cum death,26
4762,Michigan,point,,5935.963371489697,2020-05-01,2020-07-03,63 day ahead cum death,26
4763,Michigan,point,,5941.376101958112,2020-05-01,2020-07-04,9 wk ahead cum death,26
4764,Michigan,point,,5946.537301008944,2020-05-01,2020-07-05,65 day ahead cum death,26
4765,Michigan,point,,5951.4585714236255,2020-05-01,2020-07-06,66 day ahead cum death,26
4766,Michigan,point,,5956.150981734987,2020-05-01,2020-07-07,67 day ahead cum death,26
4767,Michigan,point,,5960.625090744055,2020-05-01,2020-07-08,68 day ahead cum death,26
4768,Michigan,point,,5964.890970919239,2020-05-01,2020-07-09,69 day ahead cum death,26
4769,Michigan,point,,5968.9582361253915,2020-05-01,2020-07-10,70 day ahead cum death,26
4770,Michigan,point,,5972.836106654133,2020-05-01,2020-07-11,10 wk ahead cum death,26
4771,Michigan,point,,5976.5333742639195,2020-05-01,2020-07-12,72 day ahead cum death,26
4772,Michigan,point,,5980.058418461018,2020-05-01,2020-07-13,73 day ahead cum death,26
4773,Michigan,point,,5983.4192304974085,2020-05-01,2020-07-14,74 day ahead cum death,26
4774,Michigan,point,,5986.623431282122,2020-05-01,2020-07-15,75 day ahead cum death,26
4775,Michigan,point,,5989.678288472914,2020-05-01,2020-07-16,76 day ahead cum death,26
4776,Michigan,point,,5992.590732785353,2020-05-01,2020-07-17,77 day ahead cum death,26
4777,Michigan,point,,5995.367373554793,2020-05-01,2020-07-18,11 wk ahead cum death,26
4778,Michigan,point,,5998.014513585075,2020-05-01,2020-07-19,79 day ahead cum death,26
4779,Michigan,point,,6000.538163316335,2020-05-01,2020-07-20,80 day ahead cum death,26
4780,Michigan,point,,6002.944054342768,2020-05-01,2020-07-21,81 day ahead cum death,26
4781,Michigan,point,,6005.237652309898,2020-05-01,2020-07-22,82 day ahead cum death,26
4782,Michigan,point,,6007.424169219545,2020-05-01,2020-07-23,83 day ahead cum death,26
4783,Michigan,point,,6009.5085781779935,2020-05-01,2020-07-24,84 day ahead cum death,26
4784,Michigan,point,,6011.495641444718,2020-05-01,2020-07-25,12 wk ahead cum death,26
4785,Michigan,point,,6013.389895978905,2020-05-01,2020-07-26,86 day ahead cum death,26
4786,Michigan,point,,6015.1956658383,2020-05-01,2020-07-27,87 day ahead cum death,26
4787,Michigan,point,,6016.917073827967,2020-05-01,2020-07-28,88 day ahead cum death,26
4788,Michigan,point,,6018.558050823922,2020-05-01,2020-07-29,89 day ahead cum death,26
4789,Michigan,point,,6020.122344668473,2020-05-01,2020-07-30,90 day ahead cum death,26
4790,Michigan,point,,6021.613528656814,2020-05-01,2020-07-31,91 day ahead cum death,26
4791,Michigan,point,,6023.035009633384,2020-05-01,2020-08-01,13 wk ahead cum death,26
4792,Michigan,point,,6024.390035715733,2020-05-01,2020-08-02,93 day ahead cum death,26
4793,Michigan,point,,6025.681703662874,2020-05-01,2020-08-03,94 day ahead cum death,26
4794,Michigan,point,,6026.9129659042665,2020-05-01,2020-08-04,95 day ahead cum death,26
4795,Michigan,point,,6028.086637244921,2020-05-01,2020-08-05,96 day ahead cum death,26
4796,Michigan,point,,6029.2054012613535,2020-05-01,2020-08-06,97 day ahead cum death,26
4797,Michigan,point,,6030.271816402517,2020-05-01,2020-08-07,98 day ahead cum death,26
4798,Michigan,point,,6031.288322874579,2020-05-01,2020-08-08,14 wk ahead cum death,26
4799,Michigan,point,,6032.257257967895,2020-05-01,2020-08-09,100 day ahead cum death,26
7100,Oklahoma,point,,236.5675513259548,2020-05-01,2020-05-02,1 day ahead cum death,40
7101,Oklahoma,point,,242.9995750869908,2020-05-01,2020-05-03,2 day ahead cum death,40
7102,Oklahoma,point,,249.2933591417686,2020-05-01,2020-05-04,3 day ahead cum death,40
7103,Oklahoma,point,,255.44667175220118,2020-05-01,2020-05-05,4 day ahead cum death,40
7104,Oklahoma,point,,261.4581768686953,2020-05-01,2020-05-06,5 day ahead cum death,40
7105,Oklahoma,point,,267.3270115557901,2020-05-01,2020-05-07,6 day ahead cum death,40
7106,Oklahoma,point,,273.0527335678301,2020-05-01,2020-05-08,7 day ahead cum death,40
7107,Oklahoma,point,,278.63528398862474,2020-05-01,2020-05-09,1 wk ahead cum death,40
7108,Oklahoma,point,,284.07495236661566,2020-05-01,2020-05-10,9 day ahead cum death,40
7109,Oklahoma,point,,289.3723442000485,2020-05-01,2020-05-11,10 day ahead cum death,40
7110,Oklahoma,point,,294.52835063445025,2020-05-01,2020-05-12,11 day ahead cum death,40
7111,Oklahoma,point,,299.54412024211496,2020-05-01,2020-05-13,12 day ahead cum death,40
7112,Oklahoma,point,,304.4210327603345,2020-05-01,2020-05-14,13 day ahead cum death,40
7113,Oklahoma,point,,309.16067467178,2020-05-01,2020-05-15,14 day ahead cum death,40
7114,Oklahoma,point,,313.76481651677966,2020-05-01,2020-05-16,2 wk ahead cum death,40
7115,Oklahoma,point,,318.23539183324044,2020-05-01,2020-05-17,16 day ahead cum death,40
7116,Oklahoma,point,,322.5744776256728,2020-05-01,2020-05-18,17 day ahead cum death,40
7117,Oklahoma,point,,326.78427627018027,2020-05-01,2020-05-19,18 day ahead cum death,40
7118,Oklahoma,point,,330.86709876741486,2020-05-01,2020-05-20,19 day ahead cum death,40
7119,Oklahoma,point,,334.8253492603617,2020-05-01,2020-05-21,20 day ahead cum death,40
7120,Oklahoma,point,,338.66151073843537,2020-05-01,2020-05-22,21 day ahead cum death,40
7121,Oklahoma,point,,342.37813185374745,2020-05-01,2020-05-23,3 wk ahead cum death,40
7122,Oklahoma,point,,345.9779250654573,2020-05-01,2020-05-24,23 day ahead cum death,40
7123,Oklahoma,point,,349.46375334831004,2020-05-01,2020-05-25,24 day ahead cum death,40
7124,Oklahoma,point,,352.8384157622942,2020-05-01,2020-05-26,25 day ahead cum death,40
7125,Oklahoma,point,,356.10468573512384,2020-05-01,2020-05-27,26 day ahead cum death,40
7126,Oklahoma,point,,359.2653082272449,2020-05-01,2020-05-28,27 day ahead cum death,40
7127,Oklahoma,point,,362.3229971724444,2020-05-01,2020-05-29,28 day ahead cum death,40
7128,Oklahoma,point,,365.2804331769854,2020-05-01,2020-05-30,4 wk ahead cum death,40
7129,Oklahoma,point,,368.1402614606113,2020-05-01,2020-05-31,30 day ahead cum death,40
7130,Oklahoma,point,,370.9050900236782,2020-05-01,2020-06-01,31 day ahead cum death,40
7131,Oklahoma,point,,373.57748802554016,2020-05-01,2020-06-02,32 day ahead cum death,40
7132,Oklahoma,point,,376.15998420487716,2020-05-01,2020-06-03,33 day ahead cum death,40
7133,Oklahoma,point,,378.6551006710821,2020-05-01,2020-06-04,34 day ahead cum death,40
7134,Oklahoma,point,,381.0654542885688,2020-05-01,2020-06-05,35 day ahead cum death,40
7135,Oklahoma,point,,383.39362405322515,2020-05-01,2020-06-06,5 wk ahead cum death,40
7136,Oklahoma,point,,385.64211574138346,2020-05-01,2020-06-07,37 day ahead cum death,40
7137,Oklahoma,point,,387.81336398774175,2020-05-01,2020-06-08,38 day ahead cum death,40
7138,Oklahoma,point,,389.90973429577423,2020-05-01,2020-06-09,39 day ahead cum death,40
7139,Oklahoma,point,,391.93352498348264,2020-05-01,2020-06-10,40 day ahead cum death,40
7140,Oklahoma,point,,393.886969067197,2020-05-01,2020-06-11,41 day ahead cum death,40
7141,Oklahoma,point,,395.77223608598695,2020-05-01,2020-06-12,42 day ahead cum death,40
7142,Oklahoma,point,,397.5914338691162,2020-05-01,2020-06-13,6 wk ahead cum death,40
7143,Oklahoma,point,,399.34661024884423,2020-05-01,2020-06-14,44 day ahead cum death,40
7144,Oklahoma,point,,401.0397547207621,2020-05-01,2020-06-15,45 day ahead cum death,40
7145,Oklahoma,point,,402.67280005397964,2020-05-01,2020-06-16,46 day ahead cum death,40
7146,Oklahoma,point,,404.24771462940816,2020-05-01,2020-06-17,47 day ahead cum death,40
7147,Oklahoma,point,,405.76649088786934,2020-05-01,2020-06-18,48 day ahead cum death,40
7148,Oklahoma,point,,407.2310102024933,2020-05-01,2020-06-19,49 day ahead cum death,40
7149,Oklahoma,point,,408.64309186819565,2020-05-01,2020-06-20,7 wk ahead cum death,40
7150,Oklahoma,point,,410.0044952242079,2020-05-01,2020-06-21,51 day ahead cum death,40
7151,Oklahoma,point,,411.31692169747606,2020-05-01,2020-06-22,52 day ahead cum death,40
7152,Oklahoma,point,,412.58201677022134,2020-05-01,2020-06-23,53 day ahead cum death,40
7153,Oklahoma,point,,413.8013718748101,2020-05-01,2020-06-24,54 day ahead cum death,40
7154,Oklahoma,point,,414.9765262189351,2020-05-01,2020-06-25,55 day ahead cum death,40
7155,Oklahoma,point,,416.1089685439714,2020-05-01,2020-06-26,56 day ahead cum death,40
7156,Oklahoma,point,,417.2001388192455,2020-05-01,2020-06-27,8 wk ahead cum death,40
7157,Oklahoma,point,,418.2514298748281,2020-05-01,2020-06-28,58 day ahead cum death,40
7158,Oklahoma,point,,419.26418897534575,2020-05-01,2020-06-29,59 day ahead cum death,40
7159,Oklahoma,point,,420.2397480288673,2020-05-01,2020-06-30,60 day ahead cum death,40
7160,Oklahoma,point,,421.17944277976716,2020-05-01,2020-07-01,61 day ahead cum death,40
7161,Oklahoma,point,,422.0845413020928,2020-05-01,2020-07-02,62 day ahead cum death,40
7162,Oklahoma,point,,422.95626649858633,2020-05-01,2020-07-03,63 day ahead cum death,40
7163,Oklahoma,point,,423.79579813560076,2020-05-01,2020-07-04,9 wk ahead cum death,40
7164,Oklahoma,point,,424.60427441473587,2020-05-01,2020-07-05,65 day ahead cum death,40
7165,Oklahoma,point,,425.3827934837643,2020-05-01,2020-07-06,66 day ahead cum death,40
7166,Oklahoma,point,,426.13241488935137,2020-05-01,2020-07-07,67 day ahead cum death,40
7167,Oklahoma,point,,426.85416097397086,2020-05-01,2020-07-08,68 day ahead cum death,40
7168,Oklahoma,point,,427.5490182193115,2020-05-01,2020-07-09,69 day ahead cum death,40
7169,Oklahoma,point,,428.217938538364,2020-05-01,2020-07-10,70 day ahead cum death,40
7170,Oklahoma,point,,428.8618405182915,2020-05-01,2020-07-11,10 wk ahead cum death,40
7171,Oklahoma,point,,429.4816106160882,2020-05-01,2020-07-12,72 day ahead cum death,40
7172,Oklahoma,point,,430.07811332918936,2020-05-01,2020-07-13,73 day ahead cum death,40
7173,Oklahoma,point,,430.6522082819236,2020-05-01,2020-07-14,74 day ahead cum death,40
7174,Oklahoma,point,,431.2047158842552,2020-05-01,2020-07-15,75 day ahead cum death,40
7175,Oklahoma,point,,431.7364256746814,2020-05-01,2020-07-16,76 day ahead cum death,40
7176,Oklahoma,point,,432.2480981341191,2020-05-01,2020-07-17,77 day ahead cum death,40
7177,Oklahoma,point,,432.7404657903395,2020-05-01,2020-07-18,11 wk ahead cum death,40
7178,Oklahoma,point,,433.21423427838585,2020-05-01,2020-07-19,79 day ahead cum death,40
7179,Oklahoma,point,,433.6700833588173,2020-05-01,2020-07-20,80 day ahead cum death,40
7180,Oklahoma,point,,434.1086678955388,2020-05-01,2020-07-21,81 day ahead cum death,40
7181,Oklahoma,point,,434.5306187949051,2020-05-01,2020-07-22,82 day ahead cum death,40
7182,Oklahoma,point,,434.93654390770746,2020-05-01,2020-07-23,83 day ahead cum death,40
7183,Oklahoma,point,,435.3270288955885,2020-05-01,2020-07-24,84 day ahead cum death,40
7184,Oklahoma,point,,435.70263806335794,2020-05-01,2020-07-25,12 wk ahead cum death,40
7185,Oklahoma,point,,436.06391732381724,2020-05-01,2020-07-26,86 day ahead cum death,40
7186,Oklahoma,point,,436.4114066218592,2020-05-01,2020-07-27,87 day ahead cum death,40
7187,Oklahoma,point,,436.7456237474459,2020-05-01,2020-07-28,88 day ahead cum death,40
7188,Oklahoma,point,,437.0670658149908,2020-05-01,2020-07-29,89 day ahead cum death,40
7189,Oklahoma,point,,437.3762111194963,2020-05-01,2020-07-30,90 day ahead cum death,40
7190,Oklahoma,point,,437.6735198714906,2020-05-01,2020-07-31,91 day ahead cum death,40
7191,Oklahoma,point,,437.95943490208435,2020-05-01,2020-08-01,13 wk ahead cum death,40
7192,Oklahoma,point,,438.2343823394047,2020-05-01,2020-08-02,93 day ahead cum death,40
7193,Oklahoma,point,,438.49877225761816,2020-05-01,2020-08-03,94 day ahead cum death,40
7194,Oklahoma,point,,438.7529992996946,2020-05-01,2020-08-04,95 day ahead cum death,40
7195,Oklahoma,point,,438.99744327502015,2020-05-01,2020-08-05,96 day ahead cum death,40
7196,Oklahoma,point,,439.2324697329133,2020-05-01,2020-08-06,97 day ahead cum death,40
7197,Oklahoma,point,,439.4584305130586,2020-05-01,2020-08-07,98 day ahead cum death,40
7198,Oklahoma,point,,439.6756648108385,2020-05-01,2020-08-08,14 wk ahead cum death,40
7199,Oklahoma,point,,439.88450858204965,2020-05-01,2020-08-09,100 day ahead cum death,40
9500,District of Columbia,point,,237.37056276176352,2020-05-01,2020-05-02,1 day ahead cum death,11
9501,District of Columbia,point,,243.64933735295415,2020-05-01,2020-05-03,2 day ahead cum death,11
9502,District of Columbia,point,,249.82071369397565,2020-05-01,2020-05-04,3 day ahead cum death,11
9503,District of Columbia,point,,255.87390887317986,2020-05-01,2020-05-05,4 day ahead cum death,11
9504,District of Columbia,point,,261.8006144238948,2020-05-01,2020-05-06,5 day ahead cum death,11
9505,District of Columbia,point,,267.5933966480188,2020-05-01,2020-05-07,6 day ahead cum death,11
9506,District of Columbia,point,,273.2456459874096,2020-05-01,2020-05-08,7 day ahead cum death,11
9507,District of Columbia,point,,278.7528442132891,2020-05-01,2020-05-09,1 wk ahead cum death,11
9508,District of Columbia,point,,284.11331848562037,2020-05-01,2020-05-10,9 day ahead cum death,11
9509,District of Columbia,point,,289.32548716885924,2020-05-01,2020-05-11,10 day ahead cum death,11
9510,District of Columbia,point,,294.38839920715264,2020-05-01,2020-05-12,11 day ahead cum death,11
