,Unnamed: 0,forecast_date,target,target_end_date,location,type,quantile,value
8136,8136,2020-06-07,20 day ahead inc death,2020-06-27,9,point,,8.934659867999999
8160,8160,2020-06-07,21 day ahead cum death,2020-06-28,9,point,,4331.118746
8184,8184,2020-06-07,21 day ahead inc death,2020-06-28,9,point,,8.522124263
8208,8208,2020-06-07,22 day ahead cum death,2020-06-29,9,point,,4339.428476
8232,8232,2020-06-07,22 day ahead inc death,2020-06-29,9,point,,8.309730101
8256,8256,2020-06-07,23 day ahead cum death,2020-06-30,9,point,,4347.484621000001
8280,8280,2020-06-07,23 day ahead inc death,2020-06-30,9,point,,8.056144997999999
8304,8304,2020-06-07,24 day ahead cum death,2020-07-01,9,point,,4355.381935
8328,8328,2020-06-07,24 day ahead inc death,2020-07-01,9,point,,7.897313358
8352,8352,2020-06-07,25 day ahead cum death,2020-07-02,9,point,,4363.062925
8376,8376,2020-06-07,25 day ahead inc death,2020-07-02,9,point,,7.680990743
8400,8400,2020-06-07,26 day ahead cum death,2020-07-03,9,point,,4370.573568
8424,8424,2020-06-07,26 day ahead inc death,2020-07-03,9,point,,7.510642667999999
8448,8448,2020-06-07,27 day ahead cum death,2020-07-04,9,point,,4377.905070000002
8472,8472,2020-06-07,27 day ahead inc death,2020-07-04,9,point,,7.331502044
8496,8496,2020-06-07,3 day ahead cum death,2020-06-10,9,point,,4114.513741
8520,8520,2020-06-07,3 day ahead inc death,2020-06-10,9,point,,15.42107414
8544,8544,2020-06-07,3 wk ahead cum death,2020-06-27,9,point,,4322.596622
8568,8568,2020-06-07,3 wk ahead inc death,2020-06-27,9,point,,68.73318315
8592,8592,2020-06-07,4 day ahead cum death,2020-06-11,9,point,,4129.900984000001
8616,8616,2020-06-07,4 day ahead inc death,2020-06-11,9,point,,15.38724278
8640,8640,2020-06-07,4 wk ahead cum death,2020-07-04,9,point,,4377.905070000002
8664,8664,2020-06-07,4 wk ahead inc death,2020-07-04,9,point,,55.30844817
8688,8688,2020-06-07,5 day ahead cum death,2020-06-12,9,point,,4148.738717
8712,8712,2020-06-07,5 day ahead inc death,2020-06-12,9,point,,18.83773272
8736,8736,2020-06-07,6 day ahead cum death,2020-06-13,9,point,,4164.473033
8760,8760,2020-06-07,6 day ahead inc death,2020-06-13,9,point,,15.734316
8784,8784,2020-06-07,7 day ahead cum death,2020-06-14,9,point,,4179.063218
8808,8808,2020-06-07,7 day ahead inc death,2020-06-14,9,point,,14.59018521
8832,8832,2020-06-07,8 day ahead cum death,2020-06-15,9,point,,4192.311101
8856,8856,2020-06-07,8 day ahead inc death,2020-06-15,9,point,,13.24788279
8880,8880,2020-06-07,9 day ahead cum death,2020-06-16,9,point,,4204.101332
8904,8904,2020-06-07,9 day ahead inc death,2020-06-16,9,point,,11.79023076
8928,8928,2020-06-07,1 day ahead cum death,2020-06-08,10,point,,401.057086
8952,8952,2020-06-07,1 day ahead inc death,2020-06-08,10,point,,3.057086029
8976,8976,2020-06-07,1 wk ahead cum death,2020-06-13,10,point,,417.5335872
9000,9000,2020-06-07,1 wk ahead inc death,2020-06-13,10,point,,27.53358725
9024,9024,2020-06-07,10 day ahead cum death,2020-06-17,10,point,,427.4969597
9048,9048,2020-06-07,10 day ahead inc death,2020-06-17,10,point,,2.363025599
9072,9072,2020-06-07,11 day ahead cum death,2020-06-18,10,point,,429.9037415
9096,9096,2020-06-07,11 day ahead inc death,2020-06-18,10,point,,2.406781787
9120,9120,2020-06-07,12 day ahead cum death,2020-06-19,10,point,,432.4326009
9144,9144,2020-06-07,12 day ahead inc death,2020-06-19,10,point,,2.52885948
9168,9168,2020-06-07,13 day ahead cum death,2020-06-20,10,point,,434.7764626
9192,9192,2020-06-07,13 day ahead inc death,2020-06-20,10,point,,2.343861624
9216,9216,2020-06-07,14 day ahead cum death,2020-06-21,10,point,,436.9650784
9240,9240,2020-06-07,14 day ahead inc death,2020-06-21,10,point,,2.1886157930000003
9264,9264,2020-06-07,15 day ahead cum death,2020-06-22,10,point,,439.1158663
9288,9288,2020-06-07,15 day ahead inc death,2020-06-22,10,point,,2.150787931
9312,9312,2020-06-07,16 day ahead cum death,2020-06-23,10,point,,441.1848601
9336,9336,2020-06-07,16 day ahead inc death,2020-06-23,10,point,,2.0689937730000003
9360,9360,2020-06-07,17 day ahead cum death,2020-06-24,10,point,,443.203618
9384,9384,2020-06-07,17 day ahead inc death,2020-06-24,10,point,,2.01875798
9408,9408,2020-06-07,18 day ahead cum death,2020-06-25,10,point,,445.17597810000007
9432,9432,2020-06-07,18 day ahead inc death,2020-06-25,10,point,,1.972360029
9456,9456,2020-06-07,19 day ahead cum death,2020-06-26,10,point,,447.078027
9480,9480,2020-06-07,19 day ahead inc death,2020-06-26,10,point,,1.902048948
9504,9504,2020-06-07,2 day ahead cum death,2020-06-09,10,point,,404.08337630000005
9528,9528,2020-06-07,2 day ahead inc death,2020-06-09,10,point,,3.026290307
9552,9552,2020-06-07,2 wk ahead cum death,2020-06-20,10,point,,434.7764626
9576,9576,2020-06-07,2 wk ahead inc death,2020-06-20,10,point,,17.24287532
9600,9600,2020-06-07,20 day ahead cum death,2020-06-27,10,point,,448.9423181
9624,9624,2020-06-07,20 day ahead inc death,2020-06-27,10,point,,1.864291055
9648,9648,2020-06-07,21 day ahead cum death,2020-06-28,10,point,,450.7705292
9672,9672,2020-06-07,21 day ahead inc death,2020-06-28,10,point,,1.828211164
9696,9696,2020-06-07,22 day ahead cum death,2020-06-29,10,point,,452.562335
9720,9720,2020-06-07,22 day ahead inc death,2020-06-29,10,point,,1.791805713
9744,9744,2020-06-07,23 day ahead cum death,2020-06-30,10,point,,454.3279302
9768,9768,2020-06-07,23 day ahead inc death,2020-06-30,10,point,,1.7655952330000002
9792,9792,2020-06-07,24 day ahead cum death,2020-07-01,10,point,,456.0642916000001
9816,9816,2020-06-07,24 day ahead inc death,2020-07-01,10,point,,1.736361411
9840,9840,2020-06-07,25 day ahead cum death,2020-07-02,10,point,,457.7659788
9864,9864,2020-06-07,25 day ahead inc death,2020-07-02,10,point,,1.701687208
9888,9888,2020-06-07,26 day ahead cum death,2020-07-03,10,point,,459.4324257
9912,9912,2020-06-07,26 day ahead inc death,2020-07-03,10,point,,1.666446937
9936,9936,2020-06-07,27 day ahead cum death,2020-07-04,10,point,,461.0660975
9960,9960,2020-06-07,27 day ahead inc death,2020-07-04,10,point,,1.633671738
9984,9984,2020-06-07,3 day ahead cum death,2020-06-10,10,point,,408.3564043
10008,10008,2020-06-07,3 day ahead inc death,2020-06-10,10,point,,4.273027968
10032,10032,2020-06-07,3 wk ahead cum death,2020-06-27,10,point,,448.9423181
10056,10056,2020-06-07,3 wk ahead inc death,2020-06-27,10,point,,14.16585551
10080,10080,2020-06-07,4 day ahead cum death,2020-06-11,10,point,,411.2732617
10104,10104,2020-06-07,4 day ahead inc death,2020-06-11,10,point,,2.9168574460000003
10128,10128,2020-06-07,4 wk ahead cum death,2020-07-04,10,point,,461.0660975
10152,10152,2020-06-07,4 wk ahead inc death,2020-07-04,10,point,,12.1237794
10176,10176,2020-06-07,5 day ahead cum death,2020-06-12,10,point,,414.2688627
10200,10200,2020-06-07,5 day ahead inc death,2020-06-12,10,point,,2.995600963
10224,10224,2020-06-07,6 day ahead cum death,2020-06-13,10,point,,417.5335872
10248,10248,2020-06-07,6 day ahead inc death,2020-06-13,10,point,,3.264724535
10272,10272,2020-06-07,7 day ahead cum death,2020-06-14,10,point,,420.1385408
10296,10296,2020-06-07,7 day ahead inc death,2020-06-14,10,point,,2.6049536
10320,10320,2020-06-07,8 day ahead cum death,2020-06-15,10,point,,422.6222438
10344,10344,2020-06-07,8 day ahead inc death,2020-06-15,10,point,,2.48370295
10368,10368,2020-06-07,9 day ahead cum death,2020-06-16,10,point,,425.1339341
10392,10392,2020-06-07,9 day ahead inc death,2020-06-16,10,point,,2.511690285
10416,10416,2020-06-07,1 day ahead cum death,2020-06-08,11,point,,492.1235469
10440,10440,2020-06-07,1 day ahead inc death,2020-06-08,11,point,,3.123546854
10464,10464,2020-06-07,1 wk ahead cum death,2020-06-13,11,point,,508.5974472
10488,10488,2020-06-07,1 wk ahead inc death,2020-06-13,11,point,,25.59744718
10512,10512,2020-06-07,10 day ahead cum death,2020-06-17,11,point,,520.495039
10536,10536,2020-06-07,10 day ahead inc death,2020-06-17,11,point,,2.801830632
10560,10560,2020-06-07,11 day ahead cum death,2020-06-18,11,point,,523.173156
10584,10584,2020-06-07,11 day ahead inc death,2020-06-18,11,point,,2.678117092
10608,10608,2020-06-07,12 day ahead cum death,2020-06-19,11,point,,525.7714748999998
10632,10632,2020-06-07,12 day ahead inc death,2020-06-19,11,point,,2.598318833
10656,10656,2020-06-07,13 day ahead cum death,2020-06-20,11,point,,528.279748
10680,10680,2020-06-07,13 day ahead inc death,2020-06-20,11,point,,2.508273168
10704,10704,2020-06-07,14 day ahead cum death,2020-06-21,11,point,,530.7221188
10728,10728,2020-06-07,14 day ahead inc death,2020-06-21,11,point,,2.442370789
10752,10752,2020-06-07,15 day ahead cum death,2020-06-22,11,point,,533.0658291
10776,10776,2020-06-07,15 day ahead inc death,2020-06-22,11,point,,2.343710251
10800,10800,2020-06-07,16 day ahead cum death,2020-06-23,11,point,,535.3324544
10824,10824,2020-06-07,16 day ahead inc death,2020-06-23,11,point,,2.266625304
10848,10848,2020-06-07,17 day ahead cum death,2020-06-24,11,point,,537.5169944
10872,10872,2020-06-07,17 day ahead inc death,2020-06-24,11,point,,2.184539978
10896,10896,2020-06-07,18 day ahead cum death,2020-06-25,11,point,,539.6224559
10920,10920,2020-06-07,18 day ahead inc death,2020-06-25,11,point,,2.105461548
10944,10944,2020-06-07,19 day ahead cum death,2020-06-26,11,point,,541.6404491000002
10968,10968,2020-06-07,19 day ahead inc death,2020-06-26,11,point,,2.017993155
10992,10992,2020-06-07,2 day ahead cum death,2020-06-09,11,point,,495.5228788
11016,11016,2020-06-07,2 day ahead inc death,2020-06-09,11,point,,3.39933193
11040,11040,2020-06-07,2 wk ahead cum death,2020-06-20,11,point,,528.279748
11064,11064,2020-06-07,2 wk ahead inc death,2020-06-20,11,point,,19.68230086
11088,11088,2020-06-07,20 day ahead cum death,2020-06-27,11,point,,543.584326
11112,11112,2020-06-07,20 day ahead inc death,2020-06-27,11,point,,1.943876883
11136,11136,2020-06-07,21 day ahead cum death,2020-06-28,11,point,,545.4571113
11160,11160,2020-06-07,21 day ahead inc death,2020-06-28,11,point,,1.872785394
11184,11184,2020-06-07,22 day ahead cum death,2020-06-29,11,point,,547.257228
11208,11208,2020-06-07,22 day ahead inc death,2020-06-29,11,point,,1.800116642
11232,11232,2020-06-07,23 day ahead cum death,2020-06-30,11,point,,548.9812544
11256,11256,2020-06-07,23 day ahead inc death,2020-06-30,11,point,,1.724026392
11280,11280,2020-06-07,24 day ahead cum death,2020-07-01,11,point,,550.6386194
11304,11304,2020-06-07,24 day ahead inc death,2020-07-01,11,point,,1.657364991
11328,11328,2020-06-07,25 day ahead cum death,2020-07-02,11,point,,552.2361333
11352,11352,2020-06-07,25 day ahead inc death,2020-07-02,11,point,,1.597513957
11376,11376,2020-06-07,26 day ahead cum death,2020-07-03,11,point,,553.7772782000002
11400,11400,2020-06-07,26 day ahead inc death,2020-07-03,11,point,,1.541144861
11424,11424,2020-06-07,27 day ahead cum death,2020-07-04,11,point,,555.2648522000002
11448,11448,2020-06-07,27 day ahead inc death,2020-07-04,11,point,,1.487574004
11472,11472,2020-06-07,3 day ahead cum death,2020-06-10,11,point,,498.6162142
11496,11496,2020-06-07,3 day ahead inc death,2020-06-10,11,point,,3.093335377
11520,11520,2020-06-07,3 wk ahead cum death,2020-06-27,11,point,,543.584326
11544,11544,2020-06-07,3 wk ahead inc death,2020-06-27,11,point,,15.30457791
11568,11568,2020-06-07,4 day ahead cum death,2020-06-11,11,point,,501.8415557
11592,11592,2020-06-07,4 day ahead inc death,2020-06-11,11,point,,3.225341572
11616,11616,2020-06-07,4 wk ahead cum death,2020-07-04,11,point,,555.2648522000002
11640,11640,2020-06-07,4 wk ahead inc death,2020-07-04,11,point,,11.68052624
11664,11664,2020-06-07,5 day ahead cum death,2020-06-12,11,point,,505.4299931
11688,11688,2020-06-07,5 day ahead inc death,2020-06-12,11,point,,3.58843732
11712,11712,2020-06-07,6 day ahead cum death,2020-06-13,11,point,,508.5974472
11736,11736,2020-06-07,6 day ahead inc death,2020-06-13,11,point,,3.167454127
11760,11760,2020-06-07,7 day ahead cum death,2020-06-14,11,point,,511.7246624
11784,11784,2020-06-07,7 day ahead inc death,2020-06-14,11,point,,3.127215205
11808,11808,2020-06-07,8 day ahead cum death,2020-06-15,11,point,,514.6576636
11832,11832,2020-06-07,8 day ahead inc death,2020-06-15,11,point,,2.933001183
11856,11856,2020-06-07,9 day ahead cum death,2020-06-16,11,point,,517.6932083
11880,11880,2020-06-07,9 day ahead inc death,2020-06-16,11,point,,3.035544751
11904,11904,2020-06-07,1 day ahead cum death,2020-06-08,12,point,,2737.309516
11928,11928,2020-06-07,1 day ahead inc death,2020-06-08,12,point,,37.30951576
11952,11952,2020-06-07,1 wk ahead cum death,2020-06-13,12,point,,2993.6162480000007
11976,11976,2020-06-07,1 wk ahead inc death,2020-06-13,12,point,,305.6162482
12000,12000,2020-06-07,10 day ahead cum death,2020-06-17,12,point,,3199.069245
12024,12024,2020-06-07,10 day ahead inc death,2020-06-17,12,point,,59.80884213
12048,12048,2020-06-07,11 day ahead cum death,2020-06-18,12,point,,3257.587625
12072,12072,2020-06-07,11 day ahead inc death,2020-06-18,12,point,,58.51837949
12096,12096,2020-06-07,12 day ahead cum death,2020-06-19,12,point,,3306.801007
12120,12120,2020-06-07,12 day ahead inc death,2020-06-19,12,point,,49.21338227
12144,12144,2020-06-07,13 day ahead cum death,2020-06-20,12,point,,3343.886575
12168,12168,2020-06-07,13 day ahead inc death,2020-06-20,12,point,,37.08556782
12192,12192,2020-06-07,14 day ahead cum death,2020-06-21,12,point,,3383.616875
12216,12216,2020-06-07,14 day ahead inc death,2020-06-21,12,point,,39.73030037
12240,12240,2020-06-07,15 day ahead cum death,2020-06-22,12,point,,3434.978843
12264,12264,2020-06-07,15 day ahead inc death,2020-06-22,12,point,,51.36196809
12288,12288,2020-06-07,16 day ahead cum death,2020-06-23,12,point,,3490.97431
12312,12312,2020-06-07,16 day ahead inc death,2020-06-23,12,point,,55.99546635
12336,12336,2020-06-07,17 day ahead cum death,2020-06-24,12,point,,3545.68729
12360,12360,2020-06-07,17 day ahead inc death,2020-06-24,12,point,,54.71298032
12384,12384,2020-06-07,18 day ahead cum death,2020-06-25,12,point,,3596.728491
12408,12408,2020-06-07,18 day ahead inc death,2020-06-25,12,point,,51.04120084
12432,12432,2020-06-07,19 day ahead cum death,2020-06-26,12,point,,3639.72754
12456,12456,2020-06-07,19 day ahead inc death,2020-06-26,12,point,,42.99904957
12480,12480,2020-06-07,2 day ahead cum death,2020-06-09,12,point,,2799.53431
12504,12504,2020-06-07,2 day ahead inc death,2020-06-09,12,point,,62.22479461
12528,12528,2020-06-07,2 wk ahead cum death,2020-06-20,12,point,,3343.886575
12552,12552,2020-06-07,2 wk ahead inc death,2020-06-20,12,point,,350.2703267
12576,12576,2020-06-07,20 day ahead cum death,2020-06-27,12,point,,3677.119475
12600,12600,2020-06-07,20 day ahead inc death,2020-06-27,12,point,,37.39193509
12624,12624,2020-06-07,21 day ahead cum death,2020-06-28,12,point,,3717.306832
12648,12648,2020-06-07,21 day ahead inc death,2020-06-28,12,point,,40.18735651
12672,12672,2020-06-07,22 day ahead cum death,2020-06-29,12,point,,3762.821645
12696,12696,2020-06-07,22 day ahead inc death,2020-06-29,12,point,,45.51481327
12720,12720,2020-06-07,23 day ahead cum death,2020-06-30,12,point,,3809.7006
12744,12744,2020-06-07,23 day ahead inc death,2020-06-30,12,point,,46.87895478
12768,12768,2020-06-07,24 day ahead cum death,2020-07-01,12,point,,3854.588162
12792,12792,2020-06-07,24 day ahead inc death,2020-07-01,12,point,,44.88756185
12816,12816,2020-06-07,25 day ahead cum death,2020-07-02,12,point,,3895.019934
12840,12840,2020-06-07,25 day ahead inc death,2020-07-02,12,point,,40.43177188
12864,12864,2020-06-07,26 day ahead cum death,2020-07-03,12,point,,3929.837153
12888,12888,2020-06-07,26 day ahead inc death,2020-07-03,12,point,,34.81721962
12912,12912,2020-06-07,27 day ahead cum death,2020-07-04,12,point,,3961.953657
12936,12936,2020-06-07,27 day ahead inc death,2020-07-04,12,point,,32.11650317
12960,12960,2020-06-07,3 day ahead cum death,2020-06-10,12,point,,2851.257187
12984,12984,2020-06-07,3 day ahead inc death,2020-06-10,12,point,,51.72287665
13008,13008,2020-06-07,3 wk ahead cum death,2020-06-27,12,point,,3677.119475
13032,13032,2020-06-07,3 wk ahead inc death,2020-06-27,12,point,,333.2329006
13056,13056,2020-06-07,4 day ahead cum death,2020-06-11,12,point,,2908.097656
13080,13080,2020-06-07,4 day ahead inc death,2020-06-11,12,point,,56.84046886
13104,13104,2020-06-07,4 wk ahead cum death,2020-07-04,12,point,,3961.953657
13128,13128,2020-06-07,4 wk ahead inc death,2020-07-04,12,point,,284.8341811
13152,13152,2020-06-07,5 day ahead cum death,2020-06-12,12,point,,2960.969689
13176,13176,2020-06-07,5 day ahead inc death,2020-06-12,12,point,,52.87203277
13200,13200,2020-06-07,6 day ahead cum death,2020-06-13,12,point,,2993.6162480000007
13224,13224,2020-06-07,6 day ahead inc death,2020-06-13,12,point,,32.64655949
13248,13248,2020-06-07,7 day ahead cum death,2020-06-14,12,point,,3023.8643
13272,13272,2020-06-07,7 day ahead inc death,2020-06-14,12,point,,30.24805227
13296,13296,2020-06-07,8 day ahead cum death,2020-06-15,12,point,,3075.490027
13320,13320,2020-06-07,8 day ahead inc death,2020-06-15,12,point,,51.6257264
13344,13344,2020-06-07,9 day ahead cum death,2020-06-16,12,point,,3139.260403
13368,13368,2020-06-07,9 day ahead inc death,2020-06-16,12,point,,63.77037633
13392,13392,2020-06-07,1 day ahead cum death,2020-06-08,15,point,,17.0
13416,13416,2020-06-07,1 day ahead inc death,2020-06-08,15,point,,0.0
13440,13440,2020-06-07,1 wk ahead cum death,2020-06-13,15,point,,17.0
13464,13464,2020-06-07,1 wk ahead inc death,2020-06-13,15,point,,0.0
13488,13488,2020-06-07,10 day ahead cum death,2020-06-17,15,point,,17.0
13512,13512,2020-06-07,10 day ahead inc death,2020-06-17,15,point,,0.0
13536,13536,2020-06-07,11 day ahead cum death,2020-06-18,15,point,,17.0
13560,13560,2020-06-07,11 day ahead inc death,2020-06-18,15,point,,0.0
13584,13584,2020-06-07,12 day ahead cum death,2020-06-19,15,point,,17.0
13608,13608,2020-06-07,12 day ahead inc death,2020-06-19,15,point,,0.0
13632,13632,2020-06-07,13 day ahead cum death,2020-06-20,15,point,,17.0
13656,13656,2020-06-07,13 day ahead inc death,2020-06-20,15,point,,0.0
13680,13680,2020-06-07,14 day ahead cum death,2020-06-21,15,point,,17.0
13704,13704,2020-06-07,14 day ahead inc death,2020-06-21,15,point,,0.0
13728,13728,2020-06-07,15 day ahead cum death,2020-06-22,15,point,,17.0
13752,13752,2020-06-07,15 day ahead inc death,2020-06-22,15,point,,0.0
13776,13776,2020-06-07,16 day ahead cum death,2020-06-23,15,point,,17.0
13800,13800,2020-06-07,16 day ahead inc death,2020-06-23,15,point,,0.0
13824,13824,2020-06-07,17 day ahead cum death,2020-06-24,15,point,,17.0
13848,13848,2020-06-07,17 day ahead inc death,2020-06-24,15,point,,0.0
13872,13872,2020-06-07,18 day ahead cum death,2020-06-25,15,point,,17.0
13896,13896,2020-06-07,18 day ahead inc death,2020-06-25,15,point,,0.0
13920,13920,2020-06-07,19 day ahead cum death,2020-06-26,15,point,,17.0
13944,13944,2020-06-07,19 day ahead inc death,2020-06-26,15,point,,0.0
13968,13968,2020-06-07,2 day ahead cum death,2020-06-09,15,point,,17.0
13992,13992,2020-06-07,2 day ahead inc death,2020-06-09,15,point,,0.0
14016,14016,2020-06-07,2 wk ahead cum death,2020-06-20,15,point,,17.0
14040,14040,2020-06-07,2 wk ahead inc death,2020-06-20,15,point,,0.0
14064,14064,2020-06-07,20 day ahead cum death,2020-06-27,15,point,,17.0
14088,14088,2020-06-07,20 day ahead inc death,2020-06-27,15,point,,0.0
