,Unnamed: 0,forecast_date,target,target_end_date,location,type,quantile,value
0,0,2020-06-07,1 day ahead cum death,2020-06-08,2,point,,10.05636825
24,24,2020-06-07,1 day ahead inc death,2020-06-08,2,point,,0.056368246
48,48,2020-06-07,1 wk ahead cum death,2020-06-13,2,point,,10.43402369
72,72,2020-06-07,1 wk ahead inc death,2020-06-13,2,point,,0.434023692
96,96,2020-06-07,10 day ahead cum death,2020-06-17,2,point,,10.80592679
120,120,2020-06-07,10 day ahead inc death,2020-06-17,2,point,,0.096316706
144,144,2020-06-07,11 day ahead cum death,2020-06-18,2,point,,10.90780517
168,168,2020-06-07,11 day ahead inc death,2020-06-18,2,point,,0.101878379
192,192,2020-06-07,12 day ahead cum death,2020-06-19,2,point,,11.01414304
216,216,2020-06-07,12 day ahead inc death,2020-06-19,2,point,,0.106337876
240,240,2020-06-07,13 day ahead cum death,2020-06-20,2,point,,11.12452672
264,264,2020-06-07,13 day ahead inc death,2020-06-20,2,point,,0.110383678
288,288,2020-06-07,14 day ahead cum death,2020-06-21,2,point,,11.24058207
312,312,2020-06-07,14 day ahead inc death,2020-06-21,2,point,,0.11605535
336,336,2020-06-07,15 day ahead cum death,2020-06-22,2,point,,11.35807043
360,360,2020-06-07,15 day ahead inc death,2020-06-22,2,point,,0.117488358
384,384,2020-06-07,16 day ahead cum death,2020-06-23,2,point,,11.47627186
408,408,2020-06-07,16 day ahead inc death,2020-06-23,2,point,,0.118201434
432,432,2020-06-07,17 day ahead cum death,2020-06-24,2,point,,11.59417152
456,456,2020-06-07,17 day ahead inc death,2020-06-24,2,point,,0.11789966
480,480,2020-06-07,18 day ahead cum death,2020-06-25,2,point,,11.71143024
504,504,2020-06-07,18 day ahead inc death,2020-06-25,2,point,,0.117258718
528,528,2020-06-07,19 day ahead cum death,2020-06-26,2,point,,11.82721453
552,552,2020-06-07,19 day ahead inc death,2020-06-26,2,point,,0.11578429
576,576,2020-06-07,2 day ahead cum death,2020-06-09,2,point,,10.11953211
600,600,2020-06-07,2 day ahead inc death,2020-06-09,2,point,,0.06316386
624,624,2020-06-07,2 wk ahead cum death,2020-06-20,2,point,,11.12452672
648,648,2020-06-07,2 wk ahead inc death,2020-06-20,2,point,,0.690503028
672,672,2020-06-07,20 day ahead cum death,2020-06-27,2,point,,11.94071314
696,696,2020-06-07,20 day ahead inc death,2020-06-27,2,point,,0.113498609
720,720,2020-06-07,21 day ahead cum death,2020-06-28,2,point,,12.05196546
744,744,2020-06-07,21 day ahead inc death,2020-06-28,2,point,,0.111252317
768,768,2020-06-07,22 day ahead cum death,2020-06-29,2,point,,12.1603335
792,792,2020-06-07,22 day ahead inc death,2020-06-29,2,point,,0.108368048
816,816,2020-06-07,23 day ahead cum death,2020-06-30,2,point,,12.26563688
840,840,2020-06-07,23 day ahead inc death,2020-06-30,2,point,,0.105303378
864,864,2020-06-07,24 day ahead cum death,2020-07-01,2,point,,12.36768886
888,888,2020-06-07,24 day ahead inc death,2020-07-01,2,point,,0.102051974
912,912,2020-06-07,25 day ahead cum death,2020-07-02,2,point,,12.46593293
936,936,2020-06-07,25 day ahead inc death,2020-07-02,2,point,,0.098244078
960,960,2020-06-07,26 day ahead cum death,2020-07-03,2,point,,12.56004941
984,984,2020-06-07,26 day ahead inc death,2020-07-03,2,point,,0.09411648
1008,1008,2020-06-07,27 day ahead cum death,2020-07-04,2,point,,12.6498646
1032,1032,2020-06-07,27 day ahead inc death,2020-07-04,2,point,,0.08981518699999999
1056,1056,2020-06-07,3 day ahead cum death,2020-06-10,2,point,,10.19036753
1080,1080,2020-06-07,3 day ahead inc death,2020-06-10,2,point,,0.070835423
1104,1104,2020-06-07,3 wk ahead cum death,2020-06-27,2,point,,11.94071314
1128,1128,2020-06-07,3 wk ahead inc death,2020-06-27,2,point,,0.8161864190000001
1152,1152,2020-06-07,4 day ahead cum death,2020-06-11,2,point,,10.26460432
1176,1176,2020-06-07,4 day ahead inc death,2020-06-11,2,point,,0.07423679
1200,1200,2020-06-07,4 wk ahead cum death,2020-07-04,2,point,,12.6498646
1224,1224,2020-06-07,4 wk ahead inc death,2020-07-04,2,point,,0.7091514609999999
1248,1248,2020-06-07,5 day ahead cum death,2020-06-12,2,point,,10.34553233
1272,1272,2020-06-07,5 day ahead inc death,2020-06-12,2,point,,0.08092801
1296,1296,2020-06-07,6 day ahead cum death,2020-06-13,2,point,,10.43402369
1320,1320,2020-06-07,6 day ahead inc death,2020-06-13,2,point,,0.088491364
1344,1344,2020-06-07,7 day ahead cum death,2020-06-14,2,point,,10.52136276
1368,1368,2020-06-07,7 day ahead inc death,2020-06-14,2,point,,0.08733906699999999
1392,1392,2020-06-07,8 day ahead cum death,2020-06-15,2,point,,10.6149456
1416,1416,2020-06-07,8 day ahead inc death,2020-06-15,2,point,,0.093582837
1440,1440,2020-06-07,9 day ahead cum death,2020-06-16,2,point,,10.70961008
1464,1464,2020-06-07,9 day ahead inc death,2020-06-16,2,point,,0.094664485
1488,1488,2020-06-07,1 day ahead cum death,2020-06-08,4,point,,1081.415801
1512,1512,2020-06-07,1 day ahead inc death,2020-06-08,4,point,,30.41580117
1536,1536,2020-06-07,1 wk ahead cum death,2020-06-13,4,point,,1280.138644
1560,1560,2020-06-07,1 wk ahead inc death,2020-06-13,4,point,,237.13864390000003
1584,1584,2020-06-07,10 day ahead cum death,2020-06-17,4,point,,1481.810841
1608,1608,2020-06-07,10 day ahead inc death,2020-06-17,4,point,,57.28194157
1632,1632,2020-06-07,11 day ahead cum death,2020-06-18,4,point,,1537.91665
1656,1656,2020-06-07,11 day ahead inc death,2020-06-18,4,point,,56.10580901
1680,1680,2020-06-07,12 day ahead cum death,2020-06-19,4,point,,1591.629602
1704,1704,2020-06-07,12 day ahead inc death,2020-06-19,4,point,,53.71295243
1728,1728,2020-06-07,13 day ahead cum death,2020-06-20,4,point,,1649.9800289999996
1752,1752,2020-06-07,13 day ahead inc death,2020-06-20,4,point,,58.35042695
1776,1776,2020-06-07,14 day ahead cum death,2020-06-21,4,point,,1709.104463
1800,1800,2020-06-07,14 day ahead inc death,2020-06-21,4,point,,59.12443361
1824,1824,2020-06-07,15 day ahead cum death,2020-06-22,4,point,,1774.161041
1848,1848,2020-06-07,15 day ahead inc death,2020-06-22,4,point,,65.05657844
1872,1872,2020-06-07,16 day ahead cum death,2020-06-23,4,point,,1841.968261
1896,1896,2020-06-07,16 day ahead inc death,2020-06-23,4,point,,67.80721993
1920,1920,2020-06-07,17 day ahead cum death,2020-06-24,4,point,,1910.450032
1944,1944,2020-06-07,17 day ahead inc death,2020-06-24,4,point,,68.48177083
1968,1968,2020-06-07,18 day ahead cum death,2020-06-25,4,point,,1978.647824
1992,1992,2020-06-07,18 day ahead inc death,2020-06-25,4,point,,68.197792
2016,2016,2020-06-07,19 day ahead cum death,2020-06-26,4,point,,2047.060673
2040,2040,2020-06-07,19 day ahead inc death,2020-06-26,4,point,,68.41284862
2064,2064,2020-06-07,2 day ahead cum death,2020-06-09,4,point,,1121.677538
2088,2088,2020-06-07,2 day ahead inc death,2020-06-09,4,point,,40.26173676
2112,2112,2020-06-07,2 wk ahead cum death,2020-06-20,4,point,,1649.9800289999996
2136,2136,2020-06-07,2 wk ahead inc death,2020-06-20,4,point,,369.8413853
2160,2160,2020-06-07,20 day ahead cum death,2020-06-27,4,point,,2117.951567
2184,2184,2020-06-07,20 day ahead inc death,2020-06-27,4,point,,70.89089403
2208,2208,2020-06-07,21 day ahead cum death,2020-06-28,4,point,,2190.605545
2232,2232,2020-06-07,21 day ahead inc death,2020-06-28,4,point,,72.65397837
2256,2256,2020-06-07,22 day ahead cum death,2020-06-29,4,point,,2265.392539
2280,2280,2020-06-07,22 day ahead inc death,2020-06-29,4,point,,74.78699354
2304,2304,2020-06-07,23 day ahead cum death,2020-06-30,4,point,,2340.931043
2328,2328,2020-06-07,23 day ahead inc death,2020-06-30,4,point,,75.53850456
2352,2352,2020-06-07,24 day ahead cum death,2020-07-01,4,point,,2416.233793
2376,2376,2020-06-07,24 day ahead inc death,2020-07-01,4,point,,75.30275013
2400,2400,2020-06-07,25 day ahead cum death,2020-07-02,4,point,,2490.949863
2424,2424,2020-06-07,25 day ahead inc death,2020-07-02,4,point,,74.71606954
2448,2448,2020-06-07,26 day ahead cum death,2020-07-03,4,point,,2565.2883850000007
2472,2472,2020-06-07,26 day ahead inc death,2020-07-03,4,point,,74.33852173
2496,2496,2020-06-07,27 day ahead cum death,2020-07-04,4,point,,2639.7404260000008
2520,2520,2020-06-07,27 day ahead inc death,2020-07-04,4,point,,74.45204106
2544,2544,2020-06-07,3 day ahead cum death,2020-06-10,4,point,,1168.016507
2568,2568,2020-06-07,3 day ahead inc death,2020-06-10,4,point,,46.33896889
2592,2592,2020-06-07,3 wk ahead cum death,2020-06-27,4,point,,2117.951567
2616,2616,2020-06-07,3 wk ahead inc death,2020-06-27,4,point,,467.9715375
2640,2640,2020-06-07,4 day ahead cum death,2020-06-11,4,point,,1205.1383050000004
2664,2664,2020-06-07,4 day ahead inc death,2020-06-11,4,point,,37.12179865
2688,2688,2020-06-07,4 wk ahead cum death,2020-07-04,4,point,,2639.7404260000008
2712,2712,2020-06-07,4 wk ahead inc death,2020-07-04,4,point,,521.7888588999998
2736,2736,2020-06-07,5 day ahead cum death,2020-06-12,4,point,,1239.487736
2760,2760,2020-06-07,5 day ahead inc death,2020-06-12,4,point,,34.34943004
2784,2784,2020-06-07,6 day ahead cum death,2020-06-13,4,point,,1280.138644
2808,2808,2020-06-07,6 day ahead inc death,2020-06-13,4,point,,40.65090838
2832,2832,2020-06-07,7 day ahead cum death,2020-06-14,4,point,,1317.53489
2856,2856,2020-06-07,7 day ahead inc death,2020-06-14,4,point,,37.39624652
2880,2880,2020-06-07,8 day ahead cum death,2020-06-15,4,point,,1368.695746
2904,2904,2020-06-07,8 day ahead inc death,2020-06-15,4,point,,51.16085558
2928,2928,2020-06-07,9 day ahead cum death,2020-06-16,4,point,,1424.528899
2952,2952,2020-06-07,9 day ahead inc death,2020-06-16,4,point,,55.83315328
2976,2976,2020-06-07,1 day ahead cum death,2020-06-08,5,point,,156.4119989
3000,3000,2020-06-07,1 day ahead inc death,2020-06-08,5,point,,2.411998929
3024,3024,2020-06-07,1 wk ahead cum death,2020-06-13,5,point,,179.2108934
3048,3048,2020-06-07,1 wk ahead inc death,2020-06-13,5,point,,25.21089338
3072,3072,2020-06-07,10 day ahead cum death,2020-06-17,5,point,,199.5588308
3096,3096,2020-06-07,10 day ahead inc death,2020-06-17,5,point,,5.7558158960000005
3120,3120,2020-06-07,11 day ahead cum death,2020-06-18,5,point,,205.1802922
3144,3144,2020-06-07,11 day ahead inc death,2020-06-18,5,point,,5.62146136
3168,3168,2020-06-07,12 day ahead cum death,2020-06-19,5,point,,210.7514231
3192,3192,2020-06-07,12 day ahead inc death,2020-06-19,5,point,,5.571130887000001
3216,3216,2020-06-07,13 day ahead cum death,2020-06-20,5,point,,216.2707922
3240,3240,2020-06-07,13 day ahead inc death,2020-06-20,5,point,,5.519369128999998
3264,3264,2020-06-07,14 day ahead cum death,2020-06-21,5,point,,222.06222180000003
3288,3288,2020-06-07,14 day ahead inc death,2020-06-21,5,point,,5.79142961
3312,3312,2020-06-07,15 day ahead cum death,2020-06-22,5,point,,228.1923577
3336,3336,2020-06-07,15 day ahead inc death,2020-06-22,5,point,,6.130135898
3360,3360,2020-06-07,16 day ahead cum death,2020-06-23,5,point,,234.5126238
3384,3384,2020-06-07,16 day ahead inc death,2020-06-23,5,point,,6.320266045
3408,3408,2020-06-07,17 day ahead cum death,2020-06-24,5,point,,240.8929418
3432,3432,2020-06-07,17 day ahead inc death,2020-06-24,5,point,,6.3803179939999985
3456,3456,2020-06-07,18 day ahead cum death,2020-06-25,5,point,,247.2707361
3480,3480,2020-06-07,18 day ahead inc death,2020-06-25,5,point,,6.377794289
3504,3504,2020-06-07,19 day ahead cum death,2020-06-26,5,point,,253.6634127
3528,3528,2020-06-07,19 day ahead inc death,2020-06-26,5,point,,6.392676672
3552,3552,2020-06-07,2 day ahead cum death,2020-06-09,5,point,,160.66405419999995
3576,3576,2020-06-07,2 day ahead inc death,2020-06-09,5,point,,4.252055257
3600,3600,2020-06-07,2 wk ahead cum death,2020-06-20,5,point,,216.2707922
3624,3624,2020-06-07,2 wk ahead inc death,2020-06-20,5,point,,37.05989884
3648,3648,2020-06-07,20 day ahead cum death,2020-06-27,5,point,,260.1202105
3672,3672,2020-06-07,20 day ahead inc death,2020-06-27,5,point,,6.456797822
3696,3696,2020-06-07,21 day ahead cum death,2020-06-28,5,point,,266.6742346
3720,3720,2020-06-07,21 day ahead inc death,2020-06-28,5,point,,6.554024059
3744,3744,2020-06-07,22 day ahead cum death,2020-06-29,5,point,,273.2941645
3768,3768,2020-06-07,22 day ahead inc death,2020-06-29,5,point,,6.619929877000001
3792,3792,2020-06-07,23 day ahead cum death,2020-06-30,5,point,,279.94082339999994
3816,3816,2020-06-07,23 day ahead inc death,2020-06-30,5,point,,6.646658909
3840,3840,2020-06-07,24 day ahead cum death,2020-07-01,5,point,,286.5662409
3864,3864,2020-06-07,24 day ahead inc death,2020-07-01,5,point,,6.6254175339999986
3888,3888,2020-06-07,25 day ahead cum death,2020-07-02,5,point,,293.1503597
3912,3912,2020-06-07,25 day ahead inc death,2020-07-02,5,point,,6.5841187770000005
3936,3936,2020-06-07,26 day ahead cum death,2020-07-03,5,point,,299.6751973000001
3960,3960,2020-06-07,26 day ahead inc death,2020-07-03,5,point,,6.524837597
3984,3984,2020-06-07,27 day ahead cum death,2020-07-04,5,point,,306.1429313999999
4008,4008,2020-06-07,27 day ahead inc death,2020-07-04,5,point,,6.46773407
4032,4032,2020-06-07,3 day ahead cum death,2020-06-10,5,point,,166.6585364
4056,4056,2020-06-07,3 day ahead inc death,2020-06-10,5,point,,5.99448219
4080,4080,2020-06-07,3 wk ahead cum death,2020-06-27,5,point,,260.1202105
4104,4104,2020-06-07,3 wk ahead inc death,2020-06-27,5,point,,43.84941833
4128,4128,2020-06-07,4 day ahead cum death,2020-06-11,5,point,,171.3286639
4152,4152,2020-06-07,4 day ahead inc death,2020-06-11,5,point,,4.670127556000001
4176,4176,2020-06-07,4 wk ahead cum death,2020-07-04,5,point,,306.1429313999999
4200,4200,2020-06-07,4 wk ahead inc death,2020-07-04,5,point,,46.02272082
4224,4224,2020-06-07,5 day ahead cum death,2020-06-12,5,point,,175.56534019999995
4248,4248,2020-06-07,5 day ahead inc death,2020-06-12,5,point,,4.23667623
4272,4272,2020-06-07,6 day ahead cum death,2020-06-13,5,point,,179.2108934
4296,4296,2020-06-07,6 day ahead inc death,2020-06-13,5,point,,3.645553222
4320,4320,2020-06-07,7 day ahead cum death,2020-06-14,5,point,,183.2687388
4344,4344,2020-06-07,7 day ahead inc death,2020-06-14,5,point,,4.05784537
4368,4368,2020-06-07,8 day ahead cum death,2020-06-15,5,point,,188.1784928
4392,4392,2020-06-07,8 day ahead inc death,2020-06-15,5,point,,4.9097540660000005
4416,4416,2020-06-07,9 day ahead cum death,2020-06-16,5,point,,193.8030149
4440,4440,2020-06-07,9 day ahead inc death,2020-06-16,5,point,,5.624522128
4464,4464,2020-06-07,1 day ahead cum death,2020-06-08,6,point,,4670.48085
4488,4488,2020-06-07,1 day ahead inc death,2020-06-08,6,point,,38.48084999
4512,4512,2020-06-07,1 wk ahead cum death,2020-06-13,6,point,,5014.504313
4536,4536,2020-06-07,1 wk ahead inc death,2020-06-13,6,point,,408.5043134
4560,4560,2020-06-07,10 day ahead cum death,2020-06-17,6,point,,5184.891064
4584,4584,2020-06-07,10 day ahead inc death,2020-06-17,6,point,,55.15716767
4608,4608,2020-06-07,11 day ahead cum death,2020-06-18,6,point,,5236.165224
4632,4632,2020-06-07,11 day ahead inc death,2020-06-18,6,point,,51.27416057
4656,4656,2020-06-07,12 day ahead cum death,2020-06-19,6,point,,5290.912612
4680,4680,2020-06-07,12 day ahead inc death,2020-06-19,6,point,,54.74738751
4704,4704,2020-06-07,13 day ahead cum death,2020-06-20,6,point,,5343.5771810000015
4728,4728,2020-06-07,13 day ahead inc death,2020-06-20,6,point,,52.66456878
4752,4752,2020-06-07,14 day ahead cum death,2020-06-21,6,point,,5372.940686
4776,4776,2020-06-07,14 day ahead inc death,2020-06-21,6,point,,29.36350524
4800,4800,2020-06-07,15 day ahead cum death,2020-06-22,6,point,,5394.561924000001
4824,4824,2020-06-07,15 day ahead inc death,2020-06-22,6,point,,21.62123815
4848,4848,2020-06-07,16 day ahead cum death,2020-06-23,6,point,,5427.54619
4872,4872,2020-06-07,16 day ahead inc death,2020-06-23,6,point,,32.98426625
4896,4896,2020-06-07,17 day ahead cum death,2020-06-24,6,point,,5464.145472
4920,4920,2020-06-07,17 day ahead inc death,2020-06-24,6,point,,36.59928205
4944,4944,2020-06-07,18 day ahead cum death,2020-06-25,6,point,,5497.843523
4968,4968,2020-06-07,18 day ahead inc death,2020-06-25,6,point,,33.69805096
4992,4992,2020-06-07,19 day ahead cum death,2020-06-26,6,point,,5532.728353
5016,5016,2020-06-07,19 day ahead inc death,2020-06-26,6,point,,34.88482983
5040,5040,2020-06-07,2 day ahead cum death,2020-06-09,6,point,,4741.259775
5064,5064,2020-06-07,2 day ahead inc death,2020-06-09,6,point,,70.77892462
5088,5088,2020-06-07,2 wk ahead cum death,2020-06-20,6,point,,5343.5771810000015
5112,5112,2020-06-07,2 wk ahead inc death,2020-06-20,6,point,,329.0728673
5136,5136,2020-06-07,20 day ahead cum death,2020-06-27,6,point,,5566.540329
5160,5160,2020-06-07,20 day ahead inc death,2020-06-27,6,point,,33.81197554
5184,5184,2020-06-07,21 day ahead cum death,2020-06-28,6,point,,5585.83764
5208,5208,2020-06-07,21 day ahead inc death,2020-06-28,6,point,,19.29731099
5232,5232,2020-06-07,22 day ahead cum death,2020-06-29,6,point,,5596.822786
5256,5256,2020-06-07,22 day ahead inc death,2020-06-29,6,point,,10.98514637
5280,5280,2020-06-07,23 day ahead cum death,2020-06-30,6,point,,5612.03957
5304,5304,2020-06-07,23 day ahead inc death,2020-06-30,6,point,,15.21678403
5328,5328,2020-06-07,24 day ahead cum death,2020-07-01,6,point,,5630.2137520000015
5352,5352,2020-06-07,24 day ahead inc death,2020-07-01,6,point,,18.17418164
5376,5376,2020-06-07,25 day ahead cum death,2020-07-02,6,point,,5646.809
5400,5400,2020-06-07,25 day ahead inc death,2020-07-02,6,point,,16.59524875
5424,5424,2020-06-07,26 day ahead cum death,2020-07-03,6,point,,5663.202225
5448,5448,2020-06-07,26 day ahead inc death,2020-07-03,6,point,,16.39322435
5472,5472,2020-06-07,27 day ahead cum death,2020-07-04,6,point,,5678.848985000001
5496,5496,2020-06-07,27 day ahead inc death,2020-07-04,6,point,,15.64676036
5520,5520,2020-06-07,3 day ahead cum death,2020-06-10,6,point,,4808.80342
5544,5544,2020-06-07,3 day ahead inc death,2020-06-10,6,point,,67.54364531
5568,5568,2020-06-07,3 wk ahead cum death,2020-06-27,6,point,,5566.540329
5592,5592,2020-06-07,3 wk ahead inc death,2020-06-27,6,point,,222.963148
5616,5616,2020-06-07,4 day ahead cum death,2020-06-11,6,point,,4873.122142
5640,5640,2020-06-07,4 day ahead inc death,2020-06-11,6,point,,64.31872211
5664,5664,2020-06-07,4 wk ahead cum death,2020-07-04,6,point,,5678.848985000001
5688,5688,2020-06-07,4 wk ahead inc death,2020-07-04,6,point,,112.3086565
5712,5712,2020-06-07,5 day ahead cum death,2020-06-12,6,point,,4946.670190999998
5736,5736,2020-06-07,5 day ahead inc death,2020-06-12,6,point,,73.5480485
5760,5760,2020-06-07,6 day ahead cum death,2020-06-13,6,point,,5014.504313
5784,5784,2020-06-07,6 day ahead inc death,2020-06-13,6,point,,67.83412287
5808,5808,2020-06-07,7 day ahead cum death,2020-06-14,6,point,,5046.750777
5832,5832,2020-06-07,7 day ahead inc death,2020-06-14,6,point,,32.24646386
5856,5856,2020-06-07,8 day ahead cum death,2020-06-15,6,point,,5077.317404
5880,5880,2020-06-07,8 day ahead inc death,2020-06-15,6,point,,30.56662651
5904,5904,2020-06-07,9 day ahead cum death,2020-06-16,6,point,,5129.733896
5928,5928,2020-06-07,9 day ahead inc death,2020-06-16,6,point,,52.41649241
5952,5952,2020-06-07,1 day ahead cum death,2020-06-08,8,point,,1533.655305
5976,5976,2020-06-07,1 day ahead inc death,2020-06-08,8,point,,6.655304788
6000,6000,2020-06-07,1 wk ahead cum death,2020-06-13,8,point,,1586.763157
6024,6024,2020-06-07,1 wk ahead inc death,2020-06-13,8,point,,59.76315714
6048,6048,2020-06-07,10 day ahead cum death,2020-06-17,8,point,,1614.807604
6072,6072,2020-06-07,10 day ahead inc death,2020-06-17,8,point,,8.099149907000001
6096,6096,2020-06-07,11 day ahead cum death,2020-06-18,8,point,,1622.824538
6120,6120,2020-06-07,11 day ahead inc death,2020-06-18,8,point,,8.01693353
6144,6144,2020-06-07,12 day ahead cum death,2020-06-19,8,point,,1630.329339
6168,6168,2020-06-07,12 day ahead inc death,2020-06-19,8,point,,7.5048007860000014
6192,6192,2020-06-07,13 day ahead cum death,2020-06-20,8,point,,1636.994893
6216,6216,2020-06-07,13 day ahead inc death,2020-06-20,8,point,,6.66555457
6240,6240,2020-06-07,14 day ahead cum death,2020-06-21,8,point,,1643.126215
6264,6264,2020-06-07,14 day ahead inc death,2020-06-21,8,point,,6.13132195
6288,6288,2020-06-07,15 day ahead cum death,2020-06-22,8,point,,1648.942728
6312,6312,2020-06-07,15 day ahead inc death,2020-06-22,8,point,,5.816513179
6336,6336,2020-06-07,16 day ahead cum death,2020-06-23,8,point,,1654.6587060000004
6360,6360,2020-06-07,16 day ahead inc death,2020-06-23,8,point,,5.715977671
6384,6384,2020-06-07,17 day ahead cum death,2020-06-24,8,point,,1660.284483
6408,6408,2020-06-07,17 day ahead inc death,2020-06-24,8,point,,5.625776803
6432,6432,2020-06-07,18 day ahead cum death,2020-06-25,8,point,,1665.735508
6456,6456,2020-06-07,18 day ahead inc death,2020-06-25,8,point,,5.451025651
6480,6480,2020-06-07,19 day ahead cum death,2020-06-26,8,point,,1670.912582
6504,6504,2020-06-07,19 day ahead inc death,2020-06-26,8,point,,5.177073998
6528,6528,2020-06-07,2 day ahead cum death,2020-06-09,8,point,,1543.80235
6552,6552,2020-06-07,2 day ahead inc death,2020-06-09,8,point,,10.14704549
6576,6576,2020-06-07,2 wk ahead cum death,2020-06-20,8,point,,1636.994893
6600,6600,2020-06-07,2 wk ahead inc death,2020-06-20,8,point,,50.23173605
6624,6624,2020-06-07,20 day ahead cum death,2020-06-27,8,point,,1675.74549
6648,6648,2020-06-07,20 day ahead inc death,2020-06-27,8,point,,4.832907729
6672,6672,2020-06-07,21 day ahead cum death,2020-06-28,8,point,,1680.233477
6696,6696,2020-06-07,21 day ahead inc death,2020-06-28,8,point,,4.487986881
6720,6720,2020-06-07,22 day ahead cum death,2020-06-29,8,point,,1684.454604
6744,6744,2020-06-07,22 day ahead inc death,2020-06-29,8,point,,4.2211267580000005
6768,6768,2020-06-07,23 day ahead cum death,2020-06-30,8,point,,1688.480178
6792,6792,2020-06-07,23 day ahead inc death,2020-06-30,8,point,,4.025573919
6816,6816,2020-06-07,24 day ahead cum death,2020-07-01,8,point,,1692.353295
6840,6840,2020-06-07,24 day ahead inc death,2020-07-01,8,point,,3.873117326
6864,6864,2020-06-07,25 day ahead cum death,2020-07-02,8,point,,1696.086539
6888,6888,2020-06-07,25 day ahead inc death,2020-07-02,8,point,,3.7332444
6912,6912,2020-06-07,26 day ahead cum death,2020-07-03,8,point,,1699.666513
6936,6936,2020-06-07,26 day ahead inc death,2020-07-03,8,point,,3.579973917
6960,6960,2020-06-07,27 day ahead cum death,2020-07-04,8,point,,1703.072233
6984,6984,2020-06-07,27 day ahead inc death,2020-07-04,8,point,,3.4057194660000003
7008,7008,2020-06-07,3 day ahead cum death,2020-06-10,8,point,,1556.411779
7032,7032,2020-06-07,3 day ahead inc death,2020-06-10,8,point,,12.60942906
7056,7056,2020-06-07,3 wk ahead cum death,2020-06-27,8,point,,1675.74549
7080,7080,2020-06-07,3 wk ahead inc death,2020-06-27,8,point,,38.75059698
7104,7104,2020-06-07,4 day ahead cum death,2020-06-11,8,point,,1569.010561
7128,7128,2020-06-07,4 day ahead inc death,2020-06-11,8,point,,12.59878135
7152,7152,2020-06-07,4 wk ahead cum death,2020-07-04,8,point,,1703.072233
7176,7176,2020-06-07,4 wk ahead inc death,2020-07-04,8,point,,27.32674267
7200,7200,2020-06-07,5 day ahead cum death,2020-06-12,8,point,,1579.435148
7224,7224,2020-06-07,5 day ahead inc death,2020-06-12,8,point,,10.42458709
7248,7248,2020-06-07,6 day ahead cum death,2020-06-13,8,point,,1586.763157
7272,7272,2020-06-07,6 day ahead inc death,2020-06-13,8,point,,7.328009364
7296,7296,2020-06-07,7 day ahead cum death,2020-06-14,8,point,,1592.586281
7320,7320,2020-06-07,7 day ahead inc death,2020-06-14,8,point,,5.823123769
7344,7344,2020-06-07,8 day ahead cum death,2020-06-15,8,point,,1599.166057
7368,7368,2020-06-07,8 day ahead inc death,2020-06-15,8,point,,6.579776582999999
7392,7392,2020-06-07,9 day ahead cum death,2020-06-16,8,point,,1606.7084539999996
7416,7416,2020-06-07,9 day ahead inc death,2020-06-16,8,point,,7.542396901
7440,7440,2020-06-07,1 day ahead cum death,2020-06-08,9,point,,4087.765384
7464,7464,2020-06-07,1 day ahead inc death,2020-06-08,9,point,,16.76538404
7488,7488,2020-06-07,1 wk ahead cum death,2020-06-13,9,point,,4164.473033
7512,7512,2020-06-07,1 wk ahead inc death,2020-06-13,9,point,,109.4730328
7536,7536,2020-06-07,10 day ahead cum death,2020-06-17,9,point,,4216.812117
7560,7560,2020-06-07,10 day ahead inc death,2020-06-17,9,point,,12.71078575
7584,7584,2020-06-07,11 day ahead cum death,2020-06-18,9,point,,4229.463012
7608,7608,2020-06-07,11 day ahead inc death,2020-06-18,9,point,,12.65089439
7632,7632,2020-06-07,12 day ahead cum death,2020-06-19,9,point,,4242.492572
7656,7656,2020-06-07,12 day ahead inc death,2020-06-19,9,point,,13.02956083
7680,7680,2020-06-07,13 day ahead cum death,2020-06-20,9,point,,4253.863439
7704,7704,2020-06-07,13 day ahead inc death,2020-06-20,9,point,,11.37086627
7728,7728,2020-06-07,14 day ahead cum death,2020-06-21,9,point,,4264.655366
7752,7752,2020-06-07,14 day ahead inc death,2020-06-21,9,point,,10.79192677
7776,7776,2020-06-07,15 day ahead cum death,2020-06-22,9,point,,4275.134177
7800,7800,2020-06-07,15 day ahead inc death,2020-06-22,9,point,,10.47881179
7824,7824,2020-06-07,16 day ahead cum death,2020-06-23,9,point,,4285.078969
7848,7848,2020-06-07,16 day ahead inc death,2020-06-23,9,point,,9.944791205
7872,7872,2020-06-07,17 day ahead cum death,2020-06-24,9,point,,4294.878031
7896,7896,2020-06-07,17 day ahead inc death,2020-06-24,9,point,,9.799062646
7920,7920,2020-06-07,18 day ahead cum death,2020-06-25,9,point,,4304.345686
7944,7944,2020-06-07,18 day ahead inc death,2020-06-25,9,point,,9.467655265
7968,7968,2020-06-07,19 day ahead cum death,2020-06-26,9,point,,4313.661962
7992,7992,2020-06-07,19 day ahead inc death,2020-06-26,9,point,,9.316275612
8016,8016,2020-06-07,2 day ahead cum death,2020-06-09,9,point,,4099.092667
8040,8040,2020-06-07,2 day ahead inc death,2020-06-09,9,point,,11.32728308
8064,8064,2020-06-07,2 wk ahead cum death,2020-06-20,9,point,,4253.863439
8088,8088,2020-06-07,2 wk ahead inc death,2020-06-20,9,point,,89.39040599
8112,8112,2020-06-07,20 day ahead cum death,2020-06-27,9,point,,4322.596622
