,forecast_date,target,location,location_name,target_end_date,type,quantile,value
55460,2020-06-10,21 day ahead inc death,28,Mississippi,2020-07-01,point,,6.485038770753057
55461,2020-06-10,22 day ahead inc death,28,Mississippi,2020-07-02,point,,6.392131677845963
55462,2020-06-10,23 day ahead inc death,28,Mississippi,2020-07-03,point,,6.3222016079158925
55463,2020-06-10,24 day ahead inc death,28,Mississippi,2020-07-04,point,,6.254412254412254
55464,2020-06-10,25 day ahead inc death,28,Mississippi,2020-07-05,point,,6.187621901907615
55465,2020-06-10,26 day ahead inc death,28,Mississippi,2020-07-06,point,,6.133437990580847
55466,2020-06-10,27 day ahead inc death,28,Mississippi,2020-07-07,point,,6.082488939631799
55467,2020-06-10,28 day ahead inc death,28,Mississippi,2020-07-08,point,,6.039103753389468
55468,2020-06-10,29 day ahead inc death,28,Mississippi,2020-07-09,point,,6.022358593787165
55469,2020-06-10,30 day ahead inc death,28,Mississippi,2020-07-10,point,,5.965986394557822
55470,2020-06-10,31 day ahead inc death,28,Mississippi,2020-07-11,point,,5.940107511536082
55471,2020-06-10,32 day ahead inc death,28,Mississippi,2020-07-12,point,,5.83768612340041
55472,2020-06-10,33 day ahead inc death,28,Mississippi,2020-07-13,point,,5.792588364016934
55473,2020-06-10,34 day ahead inc death,28,Mississippi,2020-07-14,point,,5.780267351695922
55474,2020-06-10,35 day ahead inc death,28,Mississippi,2020-07-15,point,,5.730745445031159
55475,2020-06-10,36 day ahead inc death,28,Mississippi,2020-07-16,point,,5.657961086532514
55476,2020-06-10,37 day ahead inc death,28,Mississippi,2020-07-17,point,,5.614813757670901
55477,2020-06-10,38 day ahead inc death,28,Mississippi,2020-07-18,point,,5.55173398030541
55478,2020-06-10,39 day ahead inc death,28,Mississippi,2020-07-19,point,,5.48051948051948
55479,2020-06-10,40 day ahead inc death,28,Mississippi,2020-07-20,point,,5.464868464868465
55480,2020-06-10,41 day ahead inc death,28,Mississippi,2020-07-21,point,,5.426430712144998
55481,2020-06-10,42 day ahead inc death,28,Mississippi,2020-07-22,point,,5.386993958422529
56448,2020-06-10,1 day ahead cum death,30,Montana,2020-06-11,point,,16.39175110603682
56449,2020-06-10,2 day ahead cum death,30,Montana,2020-06-12,point,,16.48789305932163
56450,2020-06-10,3 day ahead cum death,30,Montana,2020-06-13,point,,16.59202702059845
56451,2020-06-10,4 day ahead cum death,30,Montana,2020-06-14,point,,16.70186955901241
56452,2020-06-10,5 day ahead cum death,30,Montana,2020-06-15,point,,16.813091670234527
56453,2020-06-10,6 day ahead cum death,30,Montana,2020-06-16,point,,16.93468436325579
56454,2020-06-10,7 day ahead cum death,30,Montana,2020-06-17,point,,17.062271062271062
56455,2020-06-10,8 day ahead cum death,30,Montana,2020-06-18,point,,17.194044051186907
56456,2020-06-10,9 day ahead cum death,30,Montana,2020-06-19,point,,17.333047904476476
56457,2020-06-10,10 day ahead cum death,30,Montana,2020-06-20,point,,17.476333190618902
56458,2020-06-10,11 day ahead cum death,30,Montana,2020-06-21,point,,17.620617477760337
56459,2020-06-10,12 day ahead cum death,30,Montana,2020-06-22,point,,17.768802625945483
56460,2020-06-10,13 day ahead cum death,30,Montana,2020-06-23,point,,17.927072927072924
56461,2020-06-10,14 day ahead cum death,30,Montana,2020-06-24,point,,18.083392797678517
56462,2020-06-10,15 day ahead cum death,30,Montana,2020-06-25,point,,18.24109224109224
56463,2020-06-10,16 day ahead cum death,30,Montana,2020-06-26,point,,18.40825840825841
56464,2020-06-10,17 day ahead cum death,30,Montana,2020-06-27,point,,18.580847723704867
56465,2020-06-10,18 day ahead cum death,30,Montana,2020-06-28,point,,18.76709005280434
56466,2020-06-10,19 day ahead cum death,30,Montana,2020-06-29,point,,18.961134103991245
56467,2020-06-10,20 day ahead cum death,30,Montana,2020-06-30,point,,19.17763189191761
56468,2020-06-10,21 day ahead cum death,30,Montana,2020-07-01,point,,19.39764996907854
56469,2020-06-10,22 day ahead cum death,30,Montana,2020-07-02,point,,19.632843347129057
56470,2020-06-10,23 day ahead cum death,30,Montana,2020-07-03,point,,19.883925598211317
56471,2020-06-10,24 day ahead cum death,30,Montana,2020-07-04,point,,20.155986870272585
56472,2020-06-10,25 day ahead cum death,30,Montana,2020-07-05,point,,20.447171875743305
56473,2020-06-10,26 day ahead cum death,30,Montana,2020-07-06,point,,20.758003900861045
56474,2020-06-10,27 day ahead cum death,30,Montana,2020-07-07,point,,21.09205080633652
56475,2020-06-10,28 day ahead cum death,30,Montana,2020-07-08,point,,21.4519290233576
56476,2020-06-10,29 day ahead cum death,30,Montana,2020-07-09,point,,21.83430854859426
56477,2020-06-10,30 day ahead cum death,30,Montana,2020-07-10,point,,22.23833309547595
56478,2020-06-10,31 day ahead cum death,30,Montana,2020-07-11,point,,22.669853955568247
56479,2020-06-10,32 day ahead cum death,30,Montana,2020-07-12,point,,23.124779981922842
56480,2020-06-10,33 day ahead cum death,30,Montana,2020-07-13,point,,23.60629846344132
56481,2020-06-10,34 day ahead cum death,30,Montana,2020-07-14,point,,24.140763997906856
56482,2020-06-10,35 day ahead cum death,30,Montana,2020-07-15,point,,24.692735835592977
56483,2020-06-10,36 day ahead cum death,30,Montana,2020-07-16,point,,25.30250701679273
56484,2020-06-10,37 day ahead cum death,30,Montana,2020-07-17,point,,25.956281813424674
56485,2020-06-10,38 day ahead cum death,30,Montana,2020-07-18,point,,26.68398268398268
56486,2020-06-10,39 day ahead cum death,30,Montana,2020-07-19,point,,27.48394462680177
56487,2020-06-10,40 day ahead cum death,30,Montana,2020-07-20,point,,28.34931734931735
56488,2020-06-10,41 day ahead cum death,30,Montana,2020-07-21,point,,29.311640740212173
56489,2020-06-10,42 day ahead cum death,30,Montana,2020-07-22,point,,30.38099995242852
57456,2020-06-10,1 day ahead inc death,30,Montana,2020-06-11,point,,0.09086151943294801
57457,2020-06-10,2 day ahead inc death,30,Montana,2020-06-12,point,,0.09614195328481044
57458,2020-06-10,3 day ahead inc death,30,Montana,2020-06-13,point,,0.10413396127681844
57459,2020-06-10,4 day ahead inc death,30,Montana,2020-06-14,point,,0.109842538413967
57460,2020-06-10,5 day ahead inc death,30,Montana,2020-06-15,point,,0.11122211122211123
57461,2020-06-10,6 day ahead inc death,30,Montana,2020-06-16,point,,0.12159269302126445
57462,2020-06-10,7 day ahead inc death,30,Montana,2020-06-17,point,,0.12758669901527045
57463,2020-06-10,8 day ahead inc death,30,Montana,2020-06-18,point,,0.13177298891584605
57464,2020-06-10,9 day ahead inc death,30,Montana,2020-06-19,point,,0.13900385328956755
57465,2020-06-10,10 day ahead inc death,30,Montana,2020-06-20,point,,0.14328528614242902
57466,2020-06-10,11 day ahead inc death,30,Montana,2020-06-21,point,,0.14428428714143
57467,2020-06-10,12 day ahead inc death,30,Montana,2020-06-22,point,,0.1481851481851482
57468,2020-06-10,13 day ahead inc death,30,Montana,2020-06-23,point,,0.15827030112744395
57469,2020-06-10,14 day ahead inc death,30,Montana,2020-06-24,point,,0.1563198706055849
57470,2020-06-10,15 day ahead inc death,30,Montana,2020-06-25,point,,0.15769944341372913
57471,2020-06-10,16 day ahead inc death,30,Montana,2020-06-26,point,,0.16716616716616714
57472,2020-06-10,17 day ahead inc death,30,Montana,2020-06-27,point,,0.1725893154464583
57473,2020-06-10,18 day ahead inc death,30,Montana,2020-06-28,point,,0.186242329099472
57474,2020-06-10,19 day ahead inc death,30,Montana,2020-06-29,point,,0.19404405118690832
57475,2020-06-10,20 day ahead inc death,30,Montana,2020-06-30,point,,0.21649778792635932
57476,2020-06-10,21 day ahead inc death,30,Montana,2020-07-01,point,,0.2200180771609343
57477,2020-06-10,22 day ahead inc death,30,Montana,2020-07-02,point,,0.2351933780505209
57478,2020-06-10,23 day ahead inc death,30,Montana,2020-07-03,point,,0.2510822510822511
57479,2020-06-10,24 day ahead inc death,30,Montana,2020-07-04,point,,0.2720612720612721
57480,2020-06-10,25 day ahead inc death,30,Montana,2020-07-05,point,,0.2911850054707197
57481,2020-06-10,26 day ahead inc death,30,Montana,2020-07-06,point,,0.3108320251177394
57482,2020-06-10,27 day ahead inc death,30,Montana,2020-07-07,point,,0.3340469054754769
57483,2020-06-10,28 day ahead inc death,30,Montana,2020-07-08,point,,0.3598782170210741
57484,2020-06-10,29 day ahead inc death,30,Montana,2020-07-09,point,,0.3823795252366681
57485,2020-06-10,30 day ahead inc death,30,Montana,2020-07-10,point,,0.40402454688168976
57486,2020-06-10,31 day ahead inc death,30,Montana,2020-07-11,point,,0.4315208600922887
57487,2020-06-10,32 day ahead inc death,30,Montana,2020-07-12,point,,0.4549260263545978
57488,2020-06-10,33 day ahead inc death,30,Montana,2020-07-13,point,,0.4815184815184815
57489,2020-06-10,34 day ahead inc death,30,Montana,2020-07-14,point,,0.5344655344655345
57490,2020-06-10,35 day ahead inc death,30,Montana,2020-07-15,point,,0.5519718376861233
57491,2020-06-10,36 day ahead inc death,30,Montana,2020-07-16,point,,0.6097711811997526
57492,2020-06-10,37 day ahead inc death,30,Montana,2020-07-17,point,,0.6537747966319395
57493,2020-06-10,38 day ahead inc death,30,Montana,2020-07-18,point,,0.7277008705580135
57494,2020-06-10,39 day ahead inc death,30,Montana,2020-07-19,point,,0.7999619428190857
57495,2020-06-10,40 day ahead inc death,30,Montana,2020-07-20,point,,0.8653727225155796
57496,2020-06-10,41 day ahead inc death,30,Montana,2020-07-21,point,,0.9623233908948194
57497,2020-06-10,42 day ahead inc death,30,Montana,2020-07-22,point,,1.0693592122163549
58464,2020-06-10,1 day ahead cum death,37,North Carolina,2020-06-11,point,,1044.6032116032118
58465,2020-06-10,2 day ahead cum death,37,North Carolina,2020-06-12,point,,1057.6495726495727
58466,2020-06-10,3 day ahead cum death,37,North Carolina,2020-06-13,point,,1070.7814777814779
58467,2020-06-10,4 day ahead cum death,37,North Carolina,2020-06-14,point,,1084.001332001332
58468,2020-06-10,5 day ahead cum death,37,North Carolina,2020-06-15,point,,1097.3113553113553
58469,2020-06-10,6 day ahead cum death,37,North Carolina,2020-06-16,point,,1110.7491397491397
58470,2020-06-10,7 day ahead cum death,37,North Carolina,2020-06-17,point,,1124.3004033004033
58471,2020-06-10,8 day ahead cum death,37,North Carolina,2020-06-18,point,,1137.9270729270731
58472,2020-06-10,9 day ahead cum death,37,North Carolina,2020-06-19,point,,1151.6158656158655
58473,2020-06-10,10 day ahead cum death,37,North Carolina,2020-06-20,point,,1165.3979723979726
58474,2020-06-10,11 day ahead cum death,37,North Carolina,2020-06-21,point,,1179.2673252673253
58475,2020-06-10,12 day ahead cum death,37,North Carolina,2020-06-22,point,,1193.2087172087172
58476,2020-06-10,13 day ahead cum death,37,North Carolina,2020-06-23,point,,1207.19129019129
58477,2020-06-10,14 day ahead cum death,37,North Carolina,2020-06-24,point,,1221.2874902874905
58478,2020-06-10,15 day ahead cum death,37,North Carolina,2020-06-25,point,,1235.4868464868464
58479,2020-06-10,16 day ahead cum death,37,North Carolina,2020-06-26,point,,1249.839234839235
58480,2020-06-10,17 day ahead cum death,37,North Carolina,2020-06-27,point,,1264.3632293632293
58481,2020-06-10,18 day ahead cum death,37,North Carolina,2020-06-28,point,,1279.12358012358
58482,2020-06-10,19 day ahead cum death,37,North Carolina,2020-06-29,point,,1294.1921411921412
58483,2020-06-10,20 day ahead cum death,37,North Carolina,2020-06-30,point,,1309.6157546157547
58484,2020-06-10,21 day ahead cum death,37,North Carolina,2020-07-01,point,,1325.3210123210126
58485,2020-06-10,22 day ahead cum death,37,North Carolina,2020-07-02,point,,1341.4107744107746
58486,2020-06-10,23 day ahead cum death,37,North Carolina,2020-07-03,point,,1357.917267917268
58487,2020-06-10,24 day ahead cum death,37,North Carolina,2020-07-04,point,,1374.842305842306
58488,2020-06-10,25 day ahead cum death,37,North Carolina,2020-07-05,point,,1392.2248122248122
58489,2020-06-10,26 day ahead cum death,37,North Carolina,2020-07-06,point,,1410.0633070633069
58490,2020-06-10,27 day ahead cum death,37,North Carolina,2020-07-07,point,,1428.2600362600367
58491,2020-06-10,28 day ahead cum death,37,North Carolina,2020-07-08,point,,1446.8872978872976
58492,2020-06-10,29 day ahead cum death,37,North Carolina,2020-07-09,point,,1465.8712398712396
58493,2020-06-10,30 day ahead cum death,37,North Carolina,2020-07-10,point,,1485.3305583305582
58494,2020-06-10,31 day ahead cum death,37,North Carolina,2020-07-11,point,,1505.113331113331
58495,2020-06-10,32 day ahead cum death,37,North Carolina,2020-07-12,point,,1525.2908202908204
58496,2020-06-10,33 day ahead cum death,37,North Carolina,2020-07-13,point,,1545.8554778554776
58497,2020-06-10,34 day ahead cum death,37,North Carolina,2020-07-14,point,,1566.7552817552814
58498,2020-06-10,35 day ahead cum death,37,North Carolina,2020-07-15,point,,1588.1529581529583
58499,2020-06-10,36 day ahead cum death,37,North Carolina,2020-07-16,point,,1609.976578976579
58500,2020-06-10,37 day ahead cum death,37,North Carolina,2020-07-17,point,,1632.3077293077292
58501,2020-06-10,38 day ahead cum death,37,North Carolina,2020-07-18,point,,1655.1493321493322
58502,2020-06-10,39 day ahead cum death,37,North Carolina,2020-07-19,point,,1678.5504495504495
58503,2020-06-10,40 day ahead cum death,37,North Carolina,2020-07-20,point,,1702.5844525844525
58504,2020-06-10,41 day ahead cum death,37,North Carolina,2020-07-21,point,,1727.2804232804233
58505,2020-06-10,42 day ahead cum death,37,North Carolina,2020-07-22,point,,1752.716912716913
59472,2020-06-10,1 day ahead inc death,37,North Carolina,2020-06-11,point,,13.045843045843046
59473,2020-06-10,2 day ahead inc death,37,North Carolina,2020-06-12,point,,13.046361046361046
59474,2020-06-10,3 day ahead inc death,37,North Carolina,2020-06-13,point,,13.131905131905134
59475,2020-06-10,4 day ahead inc death,37,North Carolina,2020-06-14,point,,13.219854219854222
59476,2020-06-10,5 day ahead inc death,37,North Carolina,2020-06-15,point,,13.31002331002331
59477,2020-06-10,6 day ahead inc death,37,North Carolina,2020-06-16,point,,13.43778443778444
59478,2020-06-10,7 day ahead inc death,37,North Carolina,2020-06-17,point,,13.55126355126355
59479,2020-06-10,8 day ahead inc death,37,North Carolina,2020-06-18,point,,13.626669626669624
59480,2020-06-10,9 day ahead inc death,37,North Carolina,2020-06-19,point,,13.688792688792686
59481,2020-06-10,10 day ahead inc death,37,North Carolina,2020-06-20,point,,13.782106782106784
59482,2020-06-10,11 day ahead inc death,37,North Carolina,2020-06-21,point,,13.86935286935287
59483,2020-06-10,12 day ahead inc death,37,North Carolina,2020-06-22,point,,13.941391941391943
59484,2020-06-10,13 day ahead inc death,37,North Carolina,2020-06-23,point,,13.982572982572982
59485,2020-06-10,14 day ahead inc death,37,North Carolina,2020-06-24,point,,14.096200096200096
59486,2020-06-10,15 day ahead inc death,37,North Carolina,2020-06-25,point,,14.199356199356199
59487,2020-06-10,16 day ahead inc death,37,North Carolina,2020-06-26,point,,14.35238835238835
59488,2020-06-10,17 day ahead inc death,37,North Carolina,2020-06-27,point,,14.523994523994524
59489,2020-06-10,18 day ahead inc death,37,North Carolina,2020-06-28,point,,14.760350760350759
59490,2020-06-10,19 day ahead inc death,37,North Carolina,2020-06-29,point,,15.068561068561067
59491,2020-06-10,20 day ahead inc death,37,North Carolina,2020-06-30,point,,15.423613423613427
59492,2020-06-10,21 day ahead inc death,37,North Carolina,2020-07-01,point,,15.705257705257704
59493,2020-06-10,22 day ahead inc death,37,North Carolina,2020-07-02,point,,16.08976208976209
59494,2020-06-10,23 day ahead inc death,37,North Carolina,2020-07-03,point,,16.506493506493506
59495,2020-06-10,24 day ahead inc death,37,North Carolina,2020-07-04,point,,16.925037925037927
59496,2020-06-10,25 day ahead inc death,37,North Carolina,2020-07-05,point,,17.38250638250638
59497,2020-06-10,26 day ahead inc death,37,North Carolina,2020-07-06,point,,17.83849483849484
59498,2020-06-10,27 day ahead inc death,37,North Carolina,2020-07-07,point,,18.1967291967292
59499,2020-06-10,28 day ahead inc death,37,North Carolina,2020-07-08,point,,18.62726162726163
59500,2020-06-10,29 day ahead inc death,37,North Carolina,2020-07-09,point,,18.983941983941985
59501,2020-06-10,30 day ahead inc death,37,North Carolina,2020-07-10,point,,19.45931845931846
59502,2020-06-10,31 day ahead inc death,37,North Carolina,2020-07-11,point,,19.78277278277278
59503,2020-06-10,32 day ahead inc death,37,North Carolina,2020-07-12,point,,20.177489177489182
59504,2020-06-10,33 day ahead inc death,37,North Carolina,2020-07-13,point,,20.564657564657566
59505,2020-06-10,34 day ahead inc death,37,North Carolina,2020-07-14,point,,20.8998038998039
59506,2020-06-10,35 day ahead inc death,37,North Carolina,2020-07-15,point,,21.3976763976764
59507,2020-06-10,36 day ahead inc death,37,North Carolina,2020-07-16,point,,21.823620823620825
59508,2020-06-10,37 day ahead inc death,37,North Carolina,2020-07-17,point,,22.331150331150326
59509,2020-06-10,38 day ahead inc death,37,North Carolina,2020-07-18,point,,22.84160284160284
59510,2020-06-10,39 day ahead inc death,37,North Carolina,2020-07-19,point,,23.401117401117396
59511,2020-06-10,40 day ahead inc death,37,North Carolina,2020-07-20,point,,24.034003034003035
59512,2020-06-10,41 day ahead inc death,37,North Carolina,2020-07-21,point,,24.695970695970697
59513,2020-06-10,42 day ahead inc death,37,North Carolina,2020-07-22,point,,25.436489436489435
60480,2020-06-10,1 day ahead cum death,38,North Dakota,2020-06-11,point,,75.52128823557395
60481,2020-06-10,2 day ahead cum death,38,North Dakota,2020-06-12,point,,76.65282336710908
60482,2020-06-10,3 day ahead cum death,38,North Dakota,2020-06-13,point,,77.78787878787878
60483,2020-06-10,4 day ahead cum death,38,North Dakota,2020-06-14,point,,78.93482707768422
60484,2020-06-10,5 day ahead cum death,38,North Dakota,2020-06-15,point,,80.07135721421436
60485,2020-06-10,6 day ahead cum death,38,North Dakota,2020-06-16,point,,81.21197849769278
60486,2020-06-10,7 day ahead cum death,38,North Dakota,2020-06-17,point,,82.36982065553494
60487,2020-06-10,8 day ahead cum death,38,North Dakota,2020-06-18,point,,83.53161124589695
60488,2020-06-10,9 day ahead cum death,38,North Dakota,2020-06-19,point,,84.706055848913
60489,2020-06-10,10 day ahead cum death,38,North Dakota,2020-06-20,point,,85.89520003805718
60490,2020-06-10,11 day ahead cum death,38,North Dakota,2020-06-21,point,,87.09523809523809
60491,2020-06-10,12 day ahead cum death,38,North Dakota,2020-06-22,point,,88.30512344798059
60492,2020-06-10,13 day ahead cum death,38,North Dakota,2020-06-23,point,,89.5292326720898
60493,2020-06-10,14 day ahead cum death,38,North Dakota,2020-06-24,point,,90.78060035202893
60494,2020-06-10,15 day ahead cum death,38,North Dakota,2020-06-25,point,,92.05618191332475
60495,2020-06-10,16 day ahead cum death,38,North Dakota,2020-06-26,point,,93.33547404975977
60496,2020-06-10,17 day ahead cum death,38,North Dakota,2020-06-27,point,,94.65382236810808
60497,2020-06-10,18 day ahead cum death,38,North Dakota,2020-06-28,point,,95.99072356215211
60498,2020-06-10,19 day ahead cum death,38,North Dakota,2020-06-29,point,,97.37319823034107
60499,2020-06-10,20 day ahead cum death,38,North Dakota,2020-06-30,point,,98.77541506112937
60500,2020-06-10,21 day ahead cum death,38,North Dakota,2020-07-01,point,,100.20503306217593
60501,2020-06-10,22 day ahead cum death,38,North Dakota,2020-07-02,point,,101.6547262261548
60502,2020-06-10,23 day ahead cum death,38,North Dakota,2020-07-03,point,,103.14732886161457
60503,2020-06-10,24 day ahead cum death,38,North Dakota,2020-07-04,point,,104.67532467532469
60504,2020-06-10,25 day ahead cum death,38,North Dakota,2020-07-05,point,,106.21944721944722
60505,2020-06-10,26 day ahead cum death,38,North Dakota,2020-07-06,point,,107.80105608677036
60506,2020-06-10,27 day ahead cum death,38,North Dakota,2020-07-07,point,,109.42124542124542
60507,2020-06-10,28 day ahead cum death,38,North Dakota,2020-07-08,point,,111.0597497740355
60508,2020-06-10,29 day ahead cum death,38,North Dakota,2020-07-09,point,,112.74977403548831
60509,2020-06-10,30 day ahead cum death,38,North Dakota,2020-07-10,point,,114.48432519861092
60510,2020-06-10,31 day ahead cum death,38,North Dakota,2020-07-11,point,,116.26173826173826
60511,2020-06-10,32 day ahead cum death,38,North Dakota,2020-07-12,point,,118.0824889396318
60512,2020-06-10,33 day ahead cum death,38,North Dakota,2020-07-13,point,,119.98225583939869
60513,2020-06-10,34 day ahead cum death,38,North Dakota,2020-07-14,point,,121.94424622996051
60514,2020-06-10,35 day ahead cum death,38,North Dakota,2020-07-15,point,,123.94353265781835
60515,2020-06-10,36 day ahead cum death,38,North Dakota,2020-07-16,point,,125.98910613196327
60516,2020-06-10,37 day ahead cum death,38,North Dakota,2020-07-17,point,,128.14704343275773
60517,2020-06-10,38 day ahead cum death,38,North Dakota,2020-07-18,point,,130.3658722230151
60518,2020-06-10,39 day ahead cum death,38,North Dakota,2020-07-19,point,,132.6532990818705
60519,2020-06-10,40 day ahead cum death,38,North Dakota,2020-07-20,point,,135.0195043052186
60520,2020-06-10,41 day ahead cum death,38,North Dakota,2020-07-21,point,,137.4760001902859
60521,2020-06-10,42 day ahead cum death,38,North Dakota,2020-07-22,point,,140.03596403596404
61488,2020-06-10,1 day ahead inc death,38,North Dakota,2020-06-11,point,,1.121830550401979
61489,2020-06-10,2 day ahead inc death,38,North Dakota,2020-06-12,point,,1.1315351315351316
61490,2020-06-10,3 day ahead inc death,38,North Dakota,2020-06-13,point,,1.1350554207697066
61491,2020-06-10,4 day ahead inc death,38,North Dakota,2020-06-14,point,,1.1469482898054326
61492,2020-06-10,5 day ahead inc death,38,North Dakota,2020-06-15,point,,1.1365301365301366
61493,2020-06-10,6 day ahead inc death,38,North Dakota,2020-06-16,point,,1.1406212834784264
61494,2020-06-10,7 day ahead inc death,38,North Dakota,2020-06-17,point,,1.1578421578421578
61495,2020-06-10,8 day ahead inc death,38,North Dakota,2020-06-18,point,,1.1617905903620191
61496,2020-06-10,9 day ahead inc death,38,North Dakota,2020-06-19,point,,1.1744446030160316
61497,2020-06-10,10 day ahead inc death,38,North Dakota,2020-06-20,point,,1.1891441891441892
61498,2020-06-10,11 day ahead inc death,38,North Dakota,2020-06-21,point,,1.2000380571809144
61499,2020-06-10,12 day ahead inc death,38,North Dakota,2020-06-22,point,,1.2098853527424955
61500,2020-06-10,13 day ahead inc death,38,North Dakota,2020-06-23,point,,1.2241092241092242
61501,2020-06-10,14 day ahead inc death,38,North Dakota,2020-06-24,point,,1.2513676799391085
61502,2020-06-10,15 day ahead inc death,38,North Dakota,2020-06-25,point,,1.2755815612958468
61503,2020-06-10,16 day ahead inc death,38,North Dakota,2020-06-26,point,,1.2792921364349936
61504,2020-06-10,17 day ahead inc death,38,North Dakota,2020-06-27,point,,1.3183483183483184
61505,2020-06-10,18 day ahead inc death,38,North Dakota,2020-06-28,point,,1.3369011940440512
61506,2020-06-10,19 day ahead inc death,38,North Dakota,2020-06-29,point,,1.382474668188954
61507,2020-06-10,20 day ahead inc death,38,North Dakota,2020-06-30,point,,1.4022168307882594
61508,2020-06-10,21 day ahead inc death,38,North Dakota,2020-07-01,point,,1.4296180010465724
61509,2020-06-10,22 day ahead inc death,38,North Dakota,2020-07-02,point,,1.4496931639788784
61510,2020-06-10,23 day ahead inc death,38,North Dakota,2020-07-03,point,,1.4926026354597783
61511,2020-06-10,24 day ahead inc death,38,North Dakota,2020-07-04,point,,1.5279958137100995
61512,2020-06-10,25 day ahead inc death,38,North Dakota,2020-07-05,point,,1.544122544122544
61513,2020-06-10,26 day ahead inc death,38,North Dakota,2020-07-06,point,,1.581608867323153
61514,2020-06-10,27 day ahead inc death,38,North Dakota,2020-07-07,point,,1.6201893344750489
61515,2020-06-10,28 day ahead inc death,38,North Dakota,2020-07-08,point,,1.6385043527900671
61516,2020-06-10,29 day ahead inc death,38,North Dakota,2020-07-09,point,,1.6900242614528331
61517,2020-06-10,30 day ahead inc death,38,North Dakota,2020-07-10,point,,1.7345511631225916
61518,2020-06-10,31 day ahead inc death,38,North Dakota,2020-07-11,point,,1.7774130631273488
61519,2020-06-10,32 day ahead inc death,38,North Dakota,2020-07-12,point,,1.820750677893535
61520,2020-06-10,33 day ahead inc death,38,North Dakota,2020-07-13,point,,1.8997668997669
61521,2020-06-10,34 day ahead inc death,38,North Dakota,2020-07-14,point,,1.9619903905618192
61522,2020-06-10,35 day ahead inc death,38,North Dakota,2020-07-15,point,,1.9992864278578564
61523,2020-06-10,36 day ahead inc death,38,North Dakota,2020-07-16,point,,2.0455734741449025
61524,2020-06-10,37 day ahead inc death,38,North Dakota,2020-07-17,point,,2.157937300794444
61525,2020-06-10,38 day ahead inc death,38,North Dakota,2020-07-18,point,,2.2188287902573616
61526,2020-06-10,39 day ahead inc death,38,North Dakota,2020-07-19,point,,2.2874268588554303
61527,2020-06-10,40 day ahead inc death,38,North Dakota,2020-07-20,point,,2.3662052233480804
61528,2020-06-10,41 day ahead inc death,38,North Dakota,2020-07-21,point,,2.456495885067313
61529,2020-06-10,42 day ahead inc death,38,North Dakota,2020-07-22,point,,2.5599638456781317
62496,2020-06-10,1 day ahead cum death,31,Nebraska,2020-06-11,point,,195.00629000629002
62497,2020-06-10,2 day ahead cum death,31,Nebraska,2020-06-12,point,,196.64672364672364
62498,2020-06-10,3 day ahead cum death,31,Nebraska,2020-06-13,point,,198.26292226292227
62499,2020-06-10,4 day ahead cum death,31,Nebraska,2020-06-14,point,,199.87556887556892
62500,2020-06-10,5 day ahead cum death,31,Nebraska,2020-06-15,point,,201.47300847300846
62501,2020-06-10,6 day ahead cum death,31,Nebraska,2020-06-16,point,,203.08972508972508
62502,2020-06-10,7 day ahead cum death,31,Nebraska,2020-06-17,point,,204.7187257187257
62503,2020-06-10,8 day ahead cum death,31,Nebraska,2020-06-18,point,,206.3504643504644
62504,2020-06-10,9 day ahead cum death,31,Nebraska,2020-06-19,point,,208.006512006512
62505,2020-06-10,10 day ahead cum death,31,Nebraska,2020-06-20,point,,209.6796906796907
62506,2020-06-10,11 day ahead cum death,31,Nebraska,2020-06-21,point,,211.36926036926042
62507,2020-06-10,12 day ahead cum death,31,Nebraska,2020-06-22,point,,213.0835460835461
62508,2020-06-10,13 day ahead cum death,31,Nebraska,2020-06-23,point,,214.81906981906985
62509,2020-06-10,14 day ahead cum death,31,Nebraska,2020-06-24,point,,216.62237762237763
62510,2020-06-10,15 day ahead cum death,31,Nebraska,2020-06-25,point,,218.4722684722685
62511,2020-06-10,16 day ahead cum death,31,Nebraska,2020-06-26,point,,220.37514337514335
62512,2020-06-10,17 day ahead cum death,31,Nebraska,2020-06-27,point,,222.33977133977132
62513,2020-06-10,18 day ahead cum death,31,Nebraska,2020-06-28,point,,224.37721537721538
62514,2020-06-10,19 day ahead cum death,31,Nebraska,2020-06-29,point,,226.48777148777145
62515,2020-06-10,20 day ahead cum death,31,Nebraska,2020-06-30,point,,228.6833536833537
62516,2020-06-10,21 day ahead cum death,31,Nebraska,2020-07-01,point,,230.97890997891
62517,2020-06-10,22 day ahead cum death,31,Nebraska,2020-07-02,point,,233.37199837199842
62518,2020-06-10,23 day ahead cum death,31,Nebraska,2020-07-03,point,,235.86642986642983
62519,2020-06-10,24 day ahead cum death,31,Nebraska,2020-07-04,point,,238.49021349021348
62520,2020-06-10,25 day ahead cum death,31,Nebraska,2020-07-05,point,,241.23791023791023
62521,2020-06-10,26 day ahead cum death,31,Nebraska,2020-07-06,point,,244.15084915084915
62522,2020-06-10,27 day ahead cum death,31,Nebraska,2020-07-07,point,,247.20812520812518
62523,2020-06-10,28 day ahead cum death,31,Nebraska,2020-07-08,point,,250.45724645724647
62524,2020-06-10,29 day ahead cum death,31,Nebraska,2020-07-09,point,,253.88922188922191
62525,2020-06-10,30 day ahead cum death,31,Nebraska,2020-07-10,point,,257.5106005106005
62526,2020-06-10,31 day ahead cum death,31,Nebraska,2020-07-11,point,,261.3441743441744
