,forecast_date,target,location,location_name,target_end_date,type,quantile,value
0,2020-06-10,1 day ahead cum death,US,US,2020-06-11,point,,102894.8083028083
1,2020-06-10,2 day ahead cum death,US,US,2020-06-12,point,,103361.84149184151
2,2020-06-10,3 day ahead cum death,US,US,2020-06-13,point,,103817.30554630556
3,2020-06-10,4 day ahead cum death,US,US,2020-06-14,point,,104261.65031265034
4,2020-06-10,5 day ahead cum death,US,US,2020-06-15,point,,104695.50664150664
5,2020-06-10,6 day ahead cum death,US,US,2020-06-16,point,,105119.48444148443
6,2020-06-10,7 day ahead cum death,US,US,2020-06-17,point,,105534.36807636806
7,2020-06-10,8 day ahead cum death,US,US,2020-06-18,point,,105941.0725940726
8,2020-06-10,9 day ahead cum death,US,US,2020-06-19,point,,106339.93857993858
9,2020-06-10,10 day ahead cum death,US,US,2020-06-20,point,,106731.7028897029
10,2020-06-10,11 day ahead cum death,US,US,2020-06-21,point,,107117.14948014947
11,2020-06-10,12 day ahead cum death,US,US,2020-06-22,point,,107496.69130869133
12,2020-06-10,13 day ahead cum death,US,US,2020-06-23,point,,107871.08073408074
13,2020-06-10,14 day ahead cum death,US,US,2020-06-24,point,,108240.74814074814
14,2020-06-10,15 day ahead cum death,US,US,2020-06-25,point,,108606.32375032378
15,2020-06-10,16 day ahead cum death,US,US,2020-06-26,point,,108968.3705923706
16,2020-06-10,17 day ahead cum death,US,US,2020-06-27,point,,109327.54082954084
17,2020-06-10,18 day ahead cum death,US,US,2020-06-28,point,,109683.98986198986
18,2020-06-10,19 day ahead cum death,US,US,2020-06-29,point,,110038.19595219595
19,2020-06-10,20 day ahead cum death,US,US,2020-06-30,point,,110390.45436045436
20,2020-06-10,21 day ahead cum death,US,US,2020-07-01,point,,110741.17401117401
21,2020-06-10,22 day ahead cum death,US,US,2020-07-02,point,,111090.78710178712
22,2020-06-10,23 day ahead cum death,US,US,2020-07-03,point,,111439.40293040292
23,2020-06-10,24 day ahead cum death,US,US,2020-07-04,point,,111787.68191068193
24,2020-06-10,25 day ahead cum death,US,US,2020-07-05,point,,112135.89066489069
25,2020-06-10,26 day ahead cum death,US,US,2020-07-06,point,,112484.06116106117
26,2020-06-10,27 day ahead cum death,US,US,2020-07-07,point,,112833.0930920931
27,2020-06-10,28 day ahead cum death,US,US,2020-07-08,point,,113183.03644503644
28,2020-06-10,29 day ahead cum death,US,US,2020-07-09,point,,113534.74118474119
29,2020-06-10,30 day ahead cum death,US,US,2020-07-10,point,,113888.37617937617
30,2020-06-10,31 day ahead cum death,US,US,2020-07-11,point,,114244.7261997262
31,2020-06-10,32 day ahead cum death,US,US,2020-07-12,point,,114604.39242239244
32,2020-06-10,33 day ahead cum death,US,US,2020-07-13,point,,114968.33655233655
33,2020-06-10,34 day ahead cum death,US,US,2020-07-14,point,,115337.23698523699
34,2020-06-10,35 day ahead cum death,US,US,2020-07-15,point,,115711.7582047582
35,2020-06-10,36 day ahead cum death,US,US,2020-07-16,point,,116092.50312650313
36,2020-06-10,37 day ahead cum death,US,US,2020-07-17,point,,116480.71202871205
37,2020-06-10,38 day ahead cum death,US,US,2020-07-18,point,,116877.18862618864
38,2020-06-10,39 day ahead cum death,US,US,2020-07-19,point,,117282.79923779926
39,2020-06-10,40 day ahead cum death,US,US,2020-07-20,point,,117699.00314500314
40,2020-06-10,41 day ahead cum death,US,US,2020-07-21,point,,118126.410996411
41,2020-06-10,42 day ahead cum death,US,US,2020-07-22,point,,118566.61046361044
1008,2020-06-10,1 day ahead inc death,US,US,2020-06-11,point,,479.7074037074037
1009,2020-06-10,2 day ahead inc death,US,US,2020-06-12,point,,467.0331890331891
1010,2020-06-10,3 day ahead inc death,US,US,2020-06-13,point,,455.46405446405447
1011,2020-06-10,4 day ahead inc death,US,US,2020-06-14,point,,444.3447663447664
1012,2020-06-10,5 day ahead inc death,US,US,2020-06-15,point,,433.8563288563288
1013,2020-06-10,6 day ahead inc death,US,US,2020-06-16,point,,423.9777999778
1014,2020-06-10,7 day ahead inc death,US,US,2020-06-17,point,,414.8836348836349
1015,2020-06-10,8 day ahead inc death,US,US,2020-06-18,point,,406.7045177045177
1016,2020-06-10,9 day ahead inc death,US,US,2020-06-19,point,,398.8659858659858
1017,2020-06-10,10 day ahead inc death,US,US,2020-06-20,point,,391.76430976430976
1018,2020-06-10,11 day ahead inc death,US,US,2020-06-21,point,,385.4465904465905
1019,2020-06-10,12 day ahead inc death,US,US,2020-06-22,point,,379.5418285418285
1020,2020-06-10,13 day ahead inc death,US,US,2020-06-23,point,,374.38942538942536
1021,2020-06-10,14 day ahead inc death,US,US,2020-06-24,point,,369.6674066674067
1022,2020-06-10,15 day ahead inc death,US,US,2020-06-25,point,,365.5756095756096
1023,2020-06-10,16 day ahead inc death,US,US,2020-06-26,point,,362.04684204684213
1024,2020-06-10,17 day ahead inc death,US,US,2020-06-27,point,,359.1702371702372
1025,2020-06-10,18 day ahead inc death,US,US,2020-06-28,point,,356.44903244903253
1026,2020-06-10,19 day ahead inc death,US,US,2020-06-29,point,,354.20609020609015
1027,2020-06-10,20 day ahead inc death,US,US,2020-06-30,point,,352.2584082584083
1028,2020-06-10,21 day ahead inc death,US,US,2020-07-01,point,,350.71965071965064
1029,2020-06-10,22 day ahead inc death,US,US,2020-07-02,point,,349.6130906130906
1030,2020-06-10,23 day ahead inc death,US,US,2020-07-03,point,,348.6158286158286
1031,2020-06-10,24 day ahead inc death,US,US,2020-07-04,point,,348.27898027898027
1032,2020-06-10,25 day ahead inc death,US,US,2020-07-05,point,,348.2087542087542
1033,2020-06-10,26 day ahead inc death,US,US,2020-07-06,point,,348.1704961704962
1034,2020-06-10,27 day ahead inc death,US,US,2020-07-07,point,,349.0319310319311
1035,2020-06-10,28 day ahead inc death,US,US,2020-07-08,point,,349.94335294335286
1036,2020-06-10,29 day ahead inc death,US,US,2020-07-09,point,,351.70473970473967
1037,2020-06-10,30 day ahead inc death,US,US,2020-07-10,point,,353.63499463499465
1038,2020-06-10,31 day ahead inc death,US,US,2020-07-11,point,,356.3500203500204
1039,2020-06-10,32 day ahead inc death,US,US,2020-07-12,point,,359.66622266622267
1040,2020-06-10,33 day ahead inc death,US,US,2020-07-13,point,,363.94412994412994
1041,2020-06-10,34 day ahead inc death,US,US,2020-07-14,point,,368.9004329004329
1042,2020-06-10,35 day ahead inc death,US,US,2020-07-15,point,,374.5212195212195
1043,2020-06-10,36 day ahead inc death,US,US,2020-07-16,point,,380.7449217449217
1044,2020-06-10,37 day ahead inc death,US,US,2020-07-17,point,,388.2089022089022
1045,2020-06-10,38 day ahead inc death,US,US,2020-07-18,point,,396.47659747659753
1046,2020-06-10,39 day ahead inc death,US,US,2020-07-19,point,,405.61061161061167
1047,2020-06-10,40 day ahead inc death,US,US,2020-07-20,point,,416.2039072039072
1048,2020-06-10,41 day ahead inc death,US,US,2020-07-21,point,,427.4078514078514
1049,2020-06-10,42 day ahead inc death,US,US,2020-07-22,point,,440.19946719946716
2016,2020-06-10,1 day ahead cum death,02,Alaska,2020-06-11,point,,9.817973692973693
2017,2020-06-10,2 day ahead cum death,02,Alaska,2020-06-12,point,,9.919289044289043
2018,2020-06-10,3 day ahead cum death,02,Alaska,2020-06-13,point,,10.024975024975022
2019,2020-06-10,4 day ahead cum death,02,Alaska,2020-06-14,point,,10.133907758907759
2020,2020-06-10,5 day ahead cum death,02,Alaska,2020-06-15,point,,10.2514985014985
2021,2020-06-10,6 day ahead cum death,02,Alaska,2020-06-16,point,,10.373876123876123
2022,2020-06-10,7 day ahead cum death,02,Alaska,2020-06-17,point,,10.499417249417247
2023,2020-06-10,8 day ahead cum death,02,Alaska,2020-06-18,point,,10.633907758907759
2024,2020-06-10,9 day ahead cum death,02,Alaska,2020-06-19,point,,10.775308025308023
2025,2020-06-10,10 day ahead cum death,02,Alaska,2020-06-20,point,,10.922993672993671
2026,2020-06-10,11 day ahead cum death,02,Alaska,2020-06-21,point,,11.078588078588078
2027,2020-06-10,12 day ahead cum death,02,Alaska,2020-06-22,point,,11.242590742590744
2028,2020-06-10,13 day ahead cum death,02,Alaska,2020-06-23,point,,11.418872793872795
2029,2020-06-10,14 day ahead cum death,02,Alaska,2020-06-24,point,,11.608141858141858
2030,2020-06-10,15 day ahead cum death,02,Alaska,2020-06-25,point,,11.807234432234432
2031,2020-06-10,16 day ahead cum death,02,Alaska,2020-06-26,point,,12.026681651681649
2032,2020-06-10,17 day ahead cum death,02,Alaska,2020-06-27,point,,12.256368631368632
2033,2020-06-10,18 day ahead cum death,02,Alaska,2020-06-28,point,,12.50108225108225
2034,2020-06-10,19 day ahead cum death,02,Alaska,2020-06-29,point,,12.769522144522146
2035,2020-06-10,20 day ahead cum death,02,Alaska,2020-06-30,point,,13.059065934065936
2036,2020-06-10,21 day ahead cum death,02,Alaska,2020-07-01,point,,13.369005994005995
2037,2020-06-10,22 day ahead cum death,02,Alaska,2020-07-02,point,,13.696969696969695
2038,2020-06-10,23 day ahead cum death,02,Alaska,2020-07-03,point,,14.05960705960706
2039,2020-06-10,24 day ahead cum death,02,Alaska,2020-07-04,point,,14.442640692640694
2040,2020-06-10,25 day ahead cum death,02,Alaska,2020-07-05,point,,14.858391608391607
2041,2020-06-10,26 day ahead cum death,02,Alaska,2020-07-06,point,,15.30373792873793
2042,2020-06-10,27 day ahead cum death,02,Alaska,2020-07-07,point,,15.781135531135533
2043,2020-06-10,28 day ahead cum death,02,Alaska,2020-07-08,point,,16.288003663003664
2044,2020-06-10,29 day ahead cum death,02,Alaska,2020-07-09,point,,16.837079587079586
2045,2020-06-10,30 day ahead cum death,02,Alaska,2020-07-10,point,,17.429945054945055
2046,2020-06-10,31 day ahead cum death,02,Alaska,2020-07-11,point,,18.06043956043956
2047,2020-06-10,32 day ahead cum death,02,Alaska,2020-07-12,point,,18.741841491841488
2048,2020-06-10,33 day ahead cum death,02,Alaska,2020-07-13,point,,19.458791208791204
2049,2020-06-10,34 day ahead cum death,02,Alaska,2020-07-14,point,,20.227564102564106
2050,2020-06-10,35 day ahead cum death,02,Alaska,2020-07-15,point,,21.047910422910427
2051,2020-06-10,36 day ahead cum death,02,Alaska,2020-07-16,point,,21.91058941058941
2052,2020-06-10,37 day ahead cum death,02,Alaska,2020-07-17,point,,22.84794372294372
2053,2020-06-10,38 day ahead cum death,02,Alaska,2020-07-18,point,,23.831085581085578
2054,2020-06-10,39 day ahead cum death,02,Alaska,2020-07-19,point,,24.876748251748253
2055,2020-06-10,40 day ahead cum death,02,Alaska,2020-07-20,point,,25.991550116550112
2056,2020-06-10,41 day ahead cum death,02,Alaska,2020-07-21,point,,27.149392274392277
2057,2020-06-10,42 day ahead cum death,02,Alaska,2020-07-22,point,,28.37803862803863
3024,2020-06-10,1 day ahead inc death,02,Alaska,2020-06-11,point,,0.09702797202797203
3025,2020-06-10,2 day ahead inc death,02,Alaska,2020-06-12,point,,0.10131535131535133
3026,2020-06-10,3 day ahead inc death,02,Alaska,2020-06-13,point,,0.10568598068598067
3027,2020-06-10,4 day ahead inc death,02,Alaska,2020-06-14,point,,0.10893273393273394
3028,2020-06-10,5 day ahead inc death,02,Alaska,2020-06-15,point,,0.1175907425907426
3029,2020-06-10,6 day ahead inc death,02,Alaska,2020-06-16,point,,0.12237762237762237
3030,2020-06-10,7 day ahead inc death,02,Alaska,2020-06-17,point,,0.12554112554112554
3031,2020-06-10,8 day ahead inc death,02,Alaska,2020-06-18,point,,0.1344905094905095
3032,2020-06-10,9 day ahead inc death,02,Alaska,2020-06-19,point,,0.1414002664002664
3033,2020-06-10,10 day ahead inc death,02,Alaska,2020-06-20,point,,0.14768564768564768
3034,2020-06-10,11 day ahead inc death,02,Alaska,2020-06-21,point,,0.1555944055944056
3035,2020-06-10,12 day ahead inc death,02,Alaska,2020-06-22,point,,0.164002664002664
3036,2020-06-10,13 day ahead inc death,02,Alaska,2020-06-23,point,,0.1762820512820513
3037,2020-06-10,14 day ahead inc death,02,Alaska,2020-06-24,point,,0.18926906426906426
3038,2020-06-10,15 day ahead inc death,02,Alaska,2020-06-25,point,,0.19909257409257408
3039,2020-06-10,16 day ahead inc death,02,Alaska,2020-06-26,point,,0.21944721944721945
3040,2020-06-10,17 day ahead inc death,02,Alaska,2020-06-27,point,,0.2296869796869797
3041,2020-06-10,18 day ahead inc death,02,Alaska,2020-06-28,point,,0.2447136197136197
3042,2020-06-10,19 day ahead inc death,02,Alaska,2020-06-29,point,,0.26843989343989344
3043,2020-06-10,20 day ahead inc death,02,Alaska,2020-06-30,point,,0.2895437895437896
3044,2020-06-10,21 day ahead inc death,02,Alaska,2020-07-01,point,,0.30994005994006
3045,2020-06-10,22 day ahead inc death,02,Alaska,2020-07-02,point,,0.32796370296370303
3046,2020-06-10,23 day ahead inc death,02,Alaska,2020-07-03,point,,0.3626373626373626
3047,2020-06-10,24 day ahead inc death,02,Alaska,2020-07-04,point,,0.383033633033633
3048,2020-06-10,25 day ahead inc death,02,Alaska,2020-07-05,point,,0.4157509157509158
3049,2020-06-10,26 day ahead inc death,02,Alaska,2020-07-06,point,,0.4453463203463203
3050,2020-06-10,27 day ahead inc death,02,Alaska,2020-07-07,point,,0.4773976023976024
3051,2020-06-10,28 day ahead inc death,02,Alaska,2020-07-08,point,,0.5068681318681318
3052,2020-06-10,29 day ahead inc death,02,Alaska,2020-07-09,point,,0.5490759240759241
3053,2020-06-10,30 day ahead inc death,02,Alaska,2020-07-10,point,,0.5928654678654679
3054,2020-06-10,31 day ahead inc death,02,Alaska,2020-07-11,point,,0.6304945054945055
3055,2020-06-10,32 day ahead inc death,02,Alaska,2020-07-12,point,,0.6814019314019314
3056,2020-06-10,33 day ahead inc death,02,Alaska,2020-07-13,point,,0.7169497169497171
3057,2020-06-10,34 day ahead inc death,02,Alaska,2020-07-14,point,,0.7687728937728938
3058,2020-06-10,35 day ahead inc death,02,Alaska,2020-07-15,point,,0.8203463203463204
3059,2020-06-10,36 day ahead inc death,02,Alaska,2020-07-16,point,,0.8626789876789877
3060,2020-06-10,37 day ahead inc death,02,Alaska,2020-07-17,point,,0.9373543123543124
3061,2020-06-10,38 day ahead inc death,02,Alaska,2020-07-18,point,,0.9831418581418582
3062,2020-06-10,39 day ahead inc death,02,Alaska,2020-07-19,point,,1.0456626706626706
3063,2020-06-10,40 day ahead inc death,02,Alaska,2020-07-20,point,,1.1148018648018647
3064,2020-06-10,41 day ahead inc death,02,Alaska,2020-07-21,point,,1.1578421578421578
3065,2020-06-10,42 day ahead inc death,02,Alaska,2020-07-22,point,,1.2286463536463537
4032,2020-06-10,1 day ahead cum death,01,Alabama,2020-06-11,point,,738.4852184852185
4033,2020-06-10,2 day ahead cum death,01,Alabama,2020-06-12,point,,747.0647500647501
4034,2020-06-10,3 day ahead cum death,01,Alabama,2020-06-13,point,,755.7932807932808
4035,2020-06-10,4 day ahead cum death,01,Alabama,2020-06-14,point,,764.6379916379916
4036,2020-06-10,5 day ahead cum death,01,Alabama,2020-06-15,point,,773.5860065860064
4037,2020-06-10,6 day ahead cum death,01,Alabama,2020-06-16,point,,782.6019536019536
4038,2020-06-10,7 day ahead cum death,01,Alabama,2020-06-17,point,,791.7055537055537
4039,2020-06-10,8 day ahead cum death,01,Alabama,2020-06-18,point,,800.7797017797017
4040,2020-06-10,9 day ahead cum death,01,Alabama,2020-06-19,point,,809.9150849150849
4041,2020-06-10,10 day ahead cum death,01,Alabama,2020-06-20,point,,819.020276020276
4042,2020-06-10,11 day ahead cum death,01,Alabama,2020-06-21,point,,828.1033781033782
4043,2020-06-10,12 day ahead cum death,01,Alabama,2020-06-22,point,,837.1688311688312
4044,2020-06-10,13 day ahead cum death,01,Alabama,2020-06-23,point,,846.2009472009472
4045,2020-06-10,14 day ahead cum death,01,Alabama,2020-06-24,point,,855.2329522329522
4046,2020-06-10,15 day ahead cum death,01,Alabama,2020-06-25,point,,864.2089022089023
4047,2020-06-10,16 day ahead cum death,01,Alabama,2020-06-26,point,,873.1984681984683
4048,2020-06-10,17 day ahead cum death,01,Alabama,2020-06-27,point,,882.1800791800792
4049,2020-06-10,18 day ahead cum death,01,Alabama,2020-06-28,point,,891.1352721352721
4050,2020-06-10,19 day ahead cum death,01,Alabama,2020-06-29,point,,900.1278721278721
4051,2020-06-10,20 day ahead cum death,01,Alabama,2020-06-30,point,,909.1099271099272
4052,2020-06-10,21 day ahead cum death,01,Alabama,2020-07-01,point,,918.0916490916493
4053,2020-06-10,22 day ahead cum death,01,Alabama,2020-07-02,point,,927.0759610759613
4054,2020-06-10,23 day ahead cum death,01,Alabama,2020-07-03,point,,935.992488992489
4055,2020-06-10,24 day ahead cum death,01,Alabama,2020-07-04,point,,944.8357568357567
4056,2020-06-10,25 day ahead cum death,01,Alabama,2020-07-05,point,,953.6545676545676
4057,2020-06-10,26 day ahead cum death,01,Alabama,2020-07-06,point,,962.3553113553113
4058,2020-06-10,27 day ahead cum death,01,Alabama,2020-07-07,point,,970.9645909645908
4059,2020-06-10,28 day ahead cum death,01,Alabama,2020-07-08,point,,979.4371184371183
4060,2020-06-10,29 day ahead cum death,01,Alabama,2020-07-09,point,,987.7156547156548
4061,2020-06-10,30 day ahead cum death,01,Alabama,2020-07-10,point,,995.8384208384207
4062,2020-06-10,31 day ahead cum death,01,Alabama,2020-07-11,point,,1003.7900247900247
4063,2020-06-10,32 day ahead cum death,01,Alabama,2020-07-12,point,,1011.5947385947386
4064,2020-06-10,33 day ahead cum death,01,Alabama,2020-07-13,point,,1019.2194102194103
4065,2020-06-10,34 day ahead cum death,01,Alabama,2020-07-14,point,,1026.7123247123247
4066,2020-06-10,35 day ahead cum death,01,Alabama,2020-07-15,point,,1034.066008066008
4067,2020-06-10,36 day ahead cum death,01,Alabama,2020-07-16,point,,1041.3210123210124
4068,2020-06-10,37 day ahead cum death,01,Alabama,2020-07-17,point,,1048.5311355311355
4069,2020-06-10,38 day ahead cum death,01,Alabama,2020-07-18,point,,1055.6420246420246
4070,2020-06-10,39 day ahead cum death,01,Alabama,2020-07-19,point,,1062.7515077515075
4071,2020-06-10,40 day ahead cum death,01,Alabama,2020-07-20,point,,1069.863506863507
4072,2020-06-10,41 day ahead cum death,01,Alabama,2020-07-21,point,,1076.950160950161
4073,2020-06-10,42 day ahead cum death,01,Alabama,2020-07-22,point,,1084.073926073926
5040,2020-06-10,1 day ahead inc death,01,Alabama,2020-06-11,point,,8.425796425796426
5041,2020-06-10,2 day ahead inc death,01,Alabama,2020-06-12,point,,8.57953157953158
5042,2020-06-10,3 day ahead inc death,01,Alabama,2020-06-13,point,,8.728530728530728
5043,2020-06-10,4 day ahead inc death,01,Alabama,2020-06-14,point,,8.844710844710843
5044,2020-06-10,5 day ahead inc death,01,Alabama,2020-06-15,point,,8.948014948014949
5045,2020-06-10,6 day ahead inc death,01,Alabama,2020-06-16,point,,9.015947015947015
5046,2020-06-10,7 day ahead inc death,01,Alabama,2020-06-17,point,,9.103600103600105
5047,2020-06-10,8 day ahead inc death,01,Alabama,2020-06-18,point,,9.074148074148074
5048,2020-06-10,9 day ahead inc death,01,Alabama,2020-06-19,point,,9.135383135383137
5049,2020-06-10,10 day ahead inc death,01,Alabama,2020-06-20,point,,9.105191105191103
5050,2020-06-10,11 day ahead inc death,01,Alabama,2020-06-21,point,,9.083102083102084
5051,2020-06-10,12 day ahead inc death,01,Alabama,2020-06-22,point,,9.065453065453065
5052,2020-06-10,13 day ahead inc death,01,Alabama,2020-06-23,point,,9.032116032116033
5053,2020-06-10,14 day ahead inc death,01,Alabama,2020-06-24,point,,9.032005032005033
5054,2020-06-10,15 day ahead inc death,01,Alabama,2020-06-25,point,,8.975949975949977
5055,2020-06-10,16 day ahead inc death,01,Alabama,2020-06-26,point,,8.989565989565989
5056,2020-06-10,17 day ahead inc death,01,Alabama,2020-06-27,point,,8.98161098161098
5057,2020-06-10,18 day ahead inc death,01,Alabama,2020-06-28,point,,8.955192955192953
5058,2020-06-10,19 day ahead inc death,01,Alabama,2020-06-29,point,,8.992599992599994
5059,2020-06-10,20 day ahead inc death,01,Alabama,2020-06-30,point,,8.982054982054983
5060,2020-06-10,21 day ahead inc death,01,Alabama,2020-07-01,point,,8.981721981721982
5061,2020-06-10,22 day ahead inc death,01,Alabama,2020-07-02,point,,8.984311984311985
5062,2020-06-10,23 day ahead inc death,01,Alabama,2020-07-03,point,,8.916527916527917
5063,2020-06-10,24 day ahead inc death,01,Alabama,2020-07-04,point,,8.843267843267844
5064,2020-06-10,25 day ahead inc death,01,Alabama,2020-07-05,point,,8.818810818810821
5065,2020-06-10,26 day ahead inc death,01,Alabama,2020-07-06,point,,8.7007437007437
5066,2020-06-10,27 day ahead inc death,01,Alabama,2020-07-07,point,,8.609279609279609
5067,2020-06-10,28 day ahead inc death,01,Alabama,2020-07-08,point,,8.472527472527473
5068,2020-06-10,29 day ahead inc death,01,Alabama,2020-07-09,point,,8.278536278536281
5069,2020-06-10,30 day ahead inc death,01,Alabama,2020-07-10,point,,8.122766122766121
5070,2020-06-10,31 day ahead inc death,01,Alabama,2020-07-11,point,,7.9516039516039525
5071,2020-06-10,32 day ahead inc death,01,Alabama,2020-07-12,point,,7.8047138047138045
5072,2020-06-10,33 day ahead inc death,01,Alabama,2020-07-13,point,,7.624671624671625
5073,2020-06-10,34 day ahead inc death,01,Alabama,2020-07-14,point,,7.492914492914492
5074,2020-06-10,35 day ahead inc death,01,Alabama,2020-07-15,point,,7.353683353683354
5075,2020-06-10,36 day ahead inc death,01,Alabama,2020-07-16,point,,7.255004255004255
5076,2020-06-10,37 day ahead inc death,01,Alabama,2020-07-17,point,,7.21012321012321
5077,2020-06-10,38 day ahead inc death,01,Alabama,2020-07-18,point,,7.1108891108891115
5078,2020-06-10,39 day ahead inc death,01,Alabama,2020-07-19,point,,7.109483109483111
5079,2020-06-10,40 day ahead inc death,01,Alabama,2020-07-20,point,,7.111999111999112
5080,2020-06-10,41 day ahead inc death,01,Alabama,2020-07-21,point,,7.086654086654088
5081,2020-06-10,42 day ahead inc death,01,Alabama,2020-07-22,point,,7.123765123765124
6048,2020-06-10,1 day ahead cum death,05,Arkansas,2020-06-11,point,,152.982683982684
6049,2020-06-10,2 day ahead cum death,05,Arkansas,2020-06-12,point,,154.77317920175062
6050,2020-06-10,3 day ahead cum death,05,Arkansas,2020-06-13,point,,156.57228485799914
6051,2020-06-10,4 day ahead cum death,05,Arkansas,2020-06-14,point,,158.39617525331812
6052,2020-06-10,5 day ahead cum death,05,Arkansas,2020-06-15,point,,160.26644783787643
6053,2020-06-10,6 day ahead cum death,05,Arkansas,2020-06-16,point,,162.16983016983016
6054,2020-06-10,7 day ahead cum death,05,Arkansas,2020-06-17,point,,164.0765425051139
6055,2020-06-10,8 day ahead cum death,05,Arkansas,2020-06-18,point,,166.0240711669283
6056,2020-06-10,9 day ahead cum death,05,Arkansas,2020-06-19,point,,168.00742115027833
6057,2020-06-10,10 day ahead cum death,05,Arkansas,2020-06-20,point,,170.03929403929402
6058,2020-06-10,11 day ahead cum death,05,Arkansas,2020-06-21,point,,172.0989010989011
6059,2020-06-10,12 day ahead cum death,05,Arkansas,2020-06-22,point,,174.21773464630607
6060,2020-06-10,13 day ahead cum death,05,Arkansas,2020-06-23,point,,176.35160078017222
6061,2020-06-10,14 day ahead cum death,05,Arkansas,2020-06-24,point,,178.55996384567814
6062,2020-06-10,15 day ahead cum death,05,Arkansas,2020-06-25,point,,180.82546025403167
6063,2020-06-10,16 day ahead cum death,05,Arkansas,2020-06-26,point,,183.12782455639598
6064,2020-06-10,17 day ahead cum death,05,Arkansas,2020-06-27,point,,185.48941534655827
6065,2020-06-10,18 day ahead cum death,05,Arkansas,2020-06-28,point,,187.91684505970218
6066,2020-06-10,19 day ahead cum death,05,Arkansas,2020-06-29,point,,190.40340611769184
6067,2020-06-10,20 day ahead cum death,05,Arkansas,2020-06-30,point,,192.9322106464964
6068,2020-06-10,21 day ahead cum death,05,Arkansas,2020-07-01,point,,195.53670139384425
6069,2020-06-10,22 day ahead cum death,05,Arkansas,2020-07-02,point,,198.23276723276726
6070,2020-06-10,23 day ahead cum death,05,Arkansas,2020-07-03,point,,201.0
6071,2020-06-10,24 day ahead cum death,05,Arkansas,2020-07-04,point,,203.84734313305745
6072,2020-06-10,25 day ahead cum death,05,Arkansas,2020-07-05,point,,206.77945863660148
6073,2020-06-10,26 day ahead cum death,05,Arkansas,2020-07-06,point,,209.8269349697921
6074,2020-06-10,27 day ahead cum death,05,Arkansas,2020-07-07,point,,212.9583749583749
6075,2020-06-10,28 day ahead cum death,05,Arkansas,2020-07-08,point,,216.1828647542933
6076,2020-06-10,29 day ahead cum death,05,Arkansas,2020-07-09,point,,219.5161980876266
6077,2020-06-10,30 day ahead cum death,05,Arkansas,2020-07-10,point,,222.95009752152612
6078,2020-06-10,31 day ahead cum death,05,Arkansas,2020-07-11,point,,226.5199086627658
6079,2020-06-10,32 day ahead cum death,05,Arkansas,2020-07-12,point,,230.24256695685267
6080,2020-06-10,33 day ahead cum death,05,Arkansas,2020-07-13,point,,234.0840112268684
6081,2020-06-10,34 day ahead cum death,05,Arkansas,2020-07-14,point,,238.06412634984062
6082,2020-06-10,35 day ahead cum death,05,Arkansas,2020-07-15,point,,242.21526092954662
6083,2020-06-10,36 day ahead cum death,05,Arkansas,2020-07-16,point,,246.51914751914748
6084,2020-06-10,37 day ahead cum death,05,Arkansas,2020-07-17,point,,251.0218828790257
6085,2020-06-10,38 day ahead cum death,05,Arkansas,2020-07-18,point,,255.69459112316252
6086,2020-06-10,39 day ahead cum death,05,Arkansas,2020-07-19,point,,260.60001902859045
6087,2020-06-10,40 day ahead cum death,05,Arkansas,2020-07-20,point,,265.72460872460874
6088,2020-06-10,41 day ahead cum death,05,Arkansas,2020-07-21,point,,271.0337281765853
6089,2020-06-10,42 day ahead cum death,05,Arkansas,2020-07-22,point,,276.6158603301461
7056,2020-06-10,1 day ahead inc death,05,Arkansas,2020-06-11,point,,1.7612863327149042
7057,2020-06-10,2 day ahead inc death,05,Arkansas,2020-06-12,point,,1.7904952190666477
7058,2020-06-10,3 day ahead inc death,05,Arkansas,2020-06-13,point,,1.7991056562485137
7059,2020-06-10,4 day ahead inc death,05,Arkansas,2020-06-14,point,,1.823890395318967
7060,2020-06-10,5 day ahead inc death,05,Arkansas,2020-06-15,point,,1.8702725845582988
7061,2020-06-10,6 day ahead inc death,05,Arkansas,2020-06-16,point,,1.9033823319537608
7062,2020-06-10,7 day ahead inc death,05,Arkansas,2020-06-17,point,,1.906712335283764
7063,2020-06-10,8 day ahead inc death,05,Arkansas,2020-06-18,point,,1.947528661814376
7064,2020-06-10,9 day ahead inc death,05,Arkansas,2020-06-19,point,,1.9833499833499832
7065,2020-06-10,10 day ahead inc death,05,Arkansas,2020-06-20,point,,2.0318728890157463
7066,2020-06-10,11 day ahead inc death,05,Arkansas,2020-06-21,point,,2.0596070596070595
7067,2020-06-10,12 day ahead inc death,05,Arkansas,2020-06-22,point,,2.118833547404976
7068,2020-06-10,13 day ahead inc death,05,Arkansas,2020-06-23,point,,2.133866133866134
7069,2020-06-10,14 day ahead inc death,05,Arkansas,2020-06-24,point,,2.2083630655059228
7070,2020-06-10,15 day ahead inc death,05,Arkansas,2020-06-25,point,,2.2654964083535507
7071,2020-06-10,16 day ahead inc death,05,Arkansas,2020-06-26,point,,2.3023643023643023
7072,2020-06-10,17 day ahead inc death,05,Arkansas,2020-06-27,point,,2.3615907901622193
7073,2020-06-10,18 day ahead inc death,05,Arkansas,2020-06-28,point,,2.427429713143999
7074,2020-06-10,19 day ahead inc death,05,Arkansas,2020-06-29,point,,2.4865610579896296
7075,2020-06-10,20 day ahead inc death,05,Arkansas,2020-06-30,point,,2.5288045288045287
