,forecast_date,target,target_end_date,location,location_name,type,quantile,value,Unnamed: 0
30408,2020-05-31,15 day ahead inc death,2020-06-15,18,Indiana,point,,21.987656711643982,
30432,2020-05-31,15 day ahead inc hosp,2020-06-15,18,Indiana,point,,140.7678460021169,
30456,2020-05-31,16 day ahead cum death,2020-06-16,18,Indiana,point,,2667.6441906985165,
30480,2020-05-31,16 day ahead inc death,2020-06-16,18,Indiana,point,,21.718946328614887,
30504,2020-05-31,16 day ahead inc hosp,2020-06-16,18,Indiana,point,,139.54288729192862,
30528,2020-05-31,17 day ahead cum death,2020-06-17,18,Indiana,point,,2698.8859670207307,
30552,2020-05-31,17 day ahead inc death,2020-06-17,18,Indiana,point,,21.445116650873622,
30576,2020-05-31,17 day ahead inc hosp,2020-06-17,18,Indiana,point,,138.3044602986746,
30600,2020-05-31,18 day ahead cum death,2020-06-18,18,Indiana,point,,2729.8487943704904,
30624,2020-05-31,18 day ahead inc death,2020-06-18,18,Indiana,point,,21.166167678418887,
30648,2020-05-31,18 day ahead inc hosp,2020-06-18,18,Indiana,point,,137.0533804457045,
30672,2020-05-31,19 day ahead cum death,2020-06-19,18,Indiana,point,,2760.5281212048167,
30696,2020-05-31,19 day ahead inc death,2020-06-19,18,Indiana,point,,20.88266716298523,
30720,2020-05-31,19 day ahead inc hosp,2020-06-19,18,Indiana,point,,135.79044518850029,
30744,2020-05-31,2 day ahead cum death,2020-06-02,18,Indiana,point,,2203.836215958285,
30768,2020-05-31,2 day ahead inc death,2020-06-02,18,Indiana,point,,25.02266135253656,
30792,2020-05-31,2 day ahead inc hosp,2020-06-02,18,Indiana,point,,155.09517414771705,
30816,2020-05-31,2 wk ahead cum death,2020-06-13,18,Indiana,point,,2572.296360844275,
30840,2020-05-31,2 wk ahead inc death,2020-06-13,18,Indiana,point,,141.0681202923634,
30864,2020-05-31,20 day ahead cum death,2020-06-20,18,Indiana,point,,2790.9397286439785,
30888,2020-05-31,20 day ahead inc death,2020-06-20,18,Indiana,point,,20.61494776782105,
30912,2020-05-31,20 day ahead inc hosp,2020-06-20,18,Indiana,point,,134.51580850599342,
30936,2020-05-31,21 day ahead cum death,2020-06-21,18,Indiana,point,,2821.082952235339,
30960,2020-05-31,21 day ahead inc death,2020-06-21,18,Indiana,point,,20.34656392001979,
30984,2020-05-31,21 day ahead inc hosp,2020-06-21,18,Indiana,point,,133.23014483724646,
31008,2020-05-31,22 day ahead cum death,2020-06-22,18,Indiana,point,,2850.942216700501,
31032,2020-05-31,22 day ahead inc death,2020-06-22,18,Indiana,point,,20.062604793821908,
31056,2020-05-31,22 day ahead inc hosp,2020-06-22,18,Indiana,point,,131.93460051061695,
31080,2020-05-31,23 day ahead cum death,2020-06-23,18,Indiana,point,,2880.5140708277795,
31104,2020-05-31,23 day ahead inc death,2020-06-23,18,Indiana,point,,19.77519445593682,
31128,2020-05-31,23 day ahead inc hosp,2020-06-23,18,Indiana,point,,130.62993815892168,
31152,2020-05-31,24 day ahead cum death,2020-06-24,18,Indiana,point,,2909.795063405484,
31176,2020-05-31,24 day ahead inc death,2020-06-24,18,Indiana,point,,19.484332906364514,
31200,2020-05-31,24 day ahead inc hosp,2020-06-24,18,Indiana,point,,129.31692041496896,
31224,2020-05-31,25 day ahead cum death,2020-06-25,18,Indiana,point,,2938.78174322193,
31248,2020-05-31,25 day ahead inc death,2020-06-25,18,Indiana,point,,19.19002014510456,
31272,2020-05-31,25 day ahead inc hosp,2020-06-25,18,Indiana,point,,127.99630991158436,
31296,2020-05-31,26 day ahead cum death,2020-06-26,18,Indiana,point,,2967.4706590654278,
31320,2020-05-31,26 day ahead inc death,2020-06-26,18,Indiana,point,,18.892256172157396,
31344,2020-05-31,26 day ahead inc hosp,2020-06-26,18,Indiana,point,,126.66886928157244,
31368,2020-05-31,27 day ahead cum death,2020-06-27,18,Indiana,point,,2995.8598533037953,
31392,2020-05-31,27 day ahead inc death,2020-06-27,18,Indiana,point,,18.592534567025766,
31416,2020-05-31,27 day ahead inc hosp,2020-06-27,18,Indiana,point,,125.33530080018195,
31440,2020-05-31,3 day ahead cum death,2020-06-03,18,Indiana,point,,2238.4495976125213,
31464,2020-05-31,3 day ahead inc death,2020-06-03,18,Indiana,point,,24.81672198289622,
31488,2020-05-31,3 day ahead inc hosp,2020-06-03,18,Indiana,point,,154.11949816585894,
31512,2020-05-31,3 wk ahead cum death,2020-06-20,18,Indiana,point,,2790.9397286439785,
31536,2020-05-31,3 wk ahead inc death,2020-06-20,18,Indiana,point,,128.45877289152105,
31560,2020-05-31,4 day ahead cum death,2020-06-04,18,Indiana,point,,2272.849439470889,
31584,2020-05-31,4 day ahead inc death,2020-06-04,18,Indiana,point,,24.603182187026267,
31608,2020-05-31,4 day ahead inc hosp,2020-06-04,18,Indiana,point,,153.1201817571195,
31632,2020-05-31,4 wk ahead cum death,2020-06-27,18,Indiana,point,,2995.8598533037953,
31656,2020-05-31,4 wk ahead inc death,2020-06-27,18,Indiana,point,,114.73552975163409,
31680,2020-05-31,5 day ahead cum death,2020-06-05,18,Indiana,point,,2307.05497694863,
31704,2020-05-31,5 day ahead inc death,2020-06-05,18,Indiana,point,,24.408877806400447,
31728,2020-05-31,5 day ahead inc hosp,2020-06-05,18,Indiana,point,,152.0964617088609,
31752,2020-05-31,6 day ahead cum death,2020-06-06,18,Indiana,point,,2341.0436456437287,
31776,2020-05-31,6 day ahead inc death,2020-06-06,18,Indiana,point,,24.192009023758377,
31800,2020-05-31,6 day ahead inc hosp,2020-06-06,18,Indiana,point,,151.0502364660889,
31824,2020-05-31,7 day ahead cum death,2020-06-07,18,Indiana,point,,2374.806050004482,
31848,2020-05-31,7 day ahead inc death,2020-06-07,18,Indiana,point,,23.965744689411643,
31872,2020-05-31,7 day ahead inc hosp,2020-06-07,18,Indiana,point,,149.98256593016885,
31896,2020-05-31,8 day ahead cum death,2020-06-08,18,Indiana,point,,2408.3351939373542,
31920,2020-05-31,8 day ahead inc death,2020-06-08,18,Indiana,point,,23.73248426153189,
31944,2020-05-31,8 day ahead inc hosp,2020-06-08,18,Indiana,point,,148.89435721384316,
31968,2020-05-31,9 day ahead cum death,2020-06-09,18,Indiana,point,,2441.624081348813,
31992,2020-05-31,9 day ahead inc death,2020-06-09,18,Indiana,point,,23.49222774011739,
32016,2020-05-31,9 day ahead inc hosp,2020-06-09,18,Indiana,point,,147.786517429858,
32040,2020-05-31,1 day ahead cum death,2020-06-01,19,Iowa,point,,558.043023439892,
32064,2020-05-31,1 day ahead inc death,2020-06-01,19,Iowa,point,,14.828728568093615,
32088,2020-05-31,1 day ahead inc hosp,2020-06-01,19,Iowa,point,,62.40822034632415,
32112,2020-05-31,1 wk ahead cum death,2020-06-06,19,Iowa,point,,628.7983693168649,
32136,2020-05-31,1 wk ahead inc death,2020-06-06,19,Iowa,point,,93.86255651221308,
32160,2020-05-31,10 day ahead cum death,2020-06-10,19,Iowa,point,,688.6289321004782,
32184,2020-05-31,10 day ahead inc death,2020-06-10,19,Iowa,point,,16.43486077642028,
32208,2020-05-31,10 day ahead inc hosp,2020-06-10,19,Iowa,point,,69.64680072839674,
32232,2020-05-31,11 day ahead cum death,2020-06-11,19,Iowa,point,,704.0206578306979,
32256,2020-05-31,11 day ahead inc death,2020-06-11,19,Iowa,point,,16.608560750803605,
32280,2020-05-31,11 day ahead inc hosp,2020-06-11,19,Iowa,point,,70.42812970536299,
32304,2020-05-31,12 day ahead cum death,2020-06-12,19,Iowa,point,,719.5864479809729,
32328,2020-05-31,12 day ahead inc death,2020-06-12,19,Iowa,point,,16.782625170858974,
32352,2020-05-31,12 day ahead inc hosp,2020-06-12,19,Iowa,point,,71.20271726402167,
32376,2020-05-31,13 day ahead cum death,2020-06-13,19,Iowa,point,,735.3256660607487,
32400,2020-05-31,13 day ahead inc death,2020-06-13,19,Iowa,point,,16.956053100359853,
32424,2020-05-31,13 day ahead inc hosp,2020-06-13,19,Iowa,point,,71.96996835899161,
32448,2020-05-31,14 day ahead cum death,2020-06-14,19,Iowa,point,,751.2376755794713,
32472,2020-05-31,14 day ahead inc death,2020-06-14,19,Iowa,point,,17.12884453930641,
32496,2020-05-31,14 day ahead inc hosp,2020-06-14,19,Iowa,point,,72.72928794488979,
32520,2020-05-31,15 day ahead cum death,2020-06-15,19,Iowa,point,,767.3218400465855,
32544,2020-05-31,15 day ahead inc death,2020-06-15,19,Iowa,point,,17.300999487698437,
32568,2020-05-31,15 day ahead inc hosp,2020-06-15,19,Iowa,point,,73.48008097633617,
32592,2020-05-31,16 day ahead cum death,2020-06-16,19,Iowa,point,,783.5744252412601,
32616,2020-05-31,16 day ahead inc death,2020-06-16,19,Iowa,point,,17.469420215258523,
32640,2020-05-31,16 day ahead inc hosp,2020-06-16,19,Iowa,point,,74.22174093401506,
32664,2020-05-31,17 day ahead cum death,2020-06-17,19,Iowa,point,,799.9868240524837,
32688,2020-05-31,17 day ahead inc death,2020-06-17,19,Iowa,point,,17.62923383180745,
32712,2020-05-31,17 day ahead inc hosp,2020-06-17,19,Iowa,point,,74.95364324951848,
32736,2020-05-31,18 day ahead cum death,2020-06-18,19,Iowa,point,,816.5577392882452,
32760,2020-05-31,18 day ahead inc death,2020-06-18,19,Iowa,point,,17.787750256345785,
32784,2020-05-31,18 day ahead inc hosp,2020-06-18,19,Iowa,point,,75.67519043023945,
32808,2020-05-31,19 day ahead cum death,2020-06-19,19,Iowa,point,,833.2900509450591,
32832,2020-05-31,19 day ahead inc death,2020-06-19,19,Iowa,point,,17.94914667739762,
32856,2020-05-31,19 day ahead inc hosp,2020-06-19,19,Iowa,point,,76.38580045579869,
32880,2020-05-31,2 day ahead cum death,2020-06-02,19,Iowa,point,,571.8347242959112,
32904,2020-05-31,2 day ahead inc death,2020-06-02,19,Iowa,point,,15.008535876603322,
32928,2020-05-31,2 day ahead inc hosp,2020-06-02,19,Iowa,point,,63.22467898264128,
32952,2020-05-31,2 wk ahead cum death,2020-06-13,19,Iowa,point,,735.3256660607487,
32976,2020-05-31,2 wk ahead inc death,2020-06-13,19,Iowa,point,,102.59148393923194,
33000,2020-05-31,20 day ahead cum death,2020-06-20,19,Iowa,point,,850.1822288766729,
33024,2020-05-31,20 day ahead inc death,2020-06-20,19,Iowa,point,,18.10901295219779,
33048,2020-05-31,20 day ahead inc hosp,2020-06-20,19,Iowa,point,,77.08487497072892,
33072,2020-05-31,21 day ahead cum death,2020-06-21,19,Iowa,point,,867.2327429368348,
33096,2020-05-31,21 day ahead inc death,2020-06-21,19,Iowa,point,,18.267349080746172,
33120,2020-05-31,21 day ahead inc hosp,2020-06-21,19,Iowa,point,,77.77181561956601,
33144,2020-05-31,22 day ahead cum death,2020-06-22,19,Iowa,point,,884.4400629792938,
33168,2020-05-31,22 day ahead inc death,2020-06-22,19,Iowa,point,,18.42415506304275,
33192,2020-05-31,22 day ahead inc hosp,2020-06-22,19,Iowa,point,,78.44602404684511,
33216,2020-05-31,23 day ahead cum death,2020-06-23,19,Iowa,point,,901.7970346794516,
33240,2020-05-31,23 day ahead inc death,2020-06-23,19,Iowa,point,,18.5738067207418,
33264,2020-05-31,23 day ahead inc hosp,2020-06-23,19,Iowa,point,,79.1069577835575,
33288,2020-05-31,24 day ahead cum death,2020-06-24,19,Iowa,point,,919.2957185941343,
33312,2020-05-31,24 day ahead inc death,2020-06-24,19,Iowa,point,,18.715518935266854,
33336,2020-05-31,24 day ahead inc hosp,2020-06-24,19,Iowa,point,,79.75408216228153,
33360,2020-05-31,25 day ahead cum death,2020-06-25,19,Iowa,point,,936.9444567073683,
33384,2020-05-31,25 day ahead inc death,2020-06-25,19,Iowa,point,,18.8655731338178,
33408,2020-05-31,25 day ahead inc hosp,2020-06-25,19,Iowa,point,,80.38670072995122,
33432,2020-05-31,26 day ahead cum death,2020-06-26,19,Iowa,point,,954.733092613515,
33456,2020-05-31,26 day ahead inc death,2020-06-26,19,Iowa,point,,19.005470926730847,
33480,2020-05-31,26 day ahead inc hosp,2020-06-26,19,Iowa,point,,81.0043008487042,
33504,2020-05-31,27 day ahead cum death,2020-06-27,19,Iowa,point,,972.6598254865744,
33528,2020-05-31,27 day ahead inc death,2020-06-27,19,Iowa,point,,19.14356789364318,
33552,2020-05-31,27 day ahead inc hosp,2020-06-27,19,Iowa,point,,81.60628685277145,
33576,2020-05-31,3 day ahead cum death,2020-06-03,19,Iowa,point,,585.8052670067227,
33600,2020-05-31,3 day ahead inc death,2020-06-03,19,Iowa,point,,15.187377731395465,
33624,2020-05-31,3 day ahead inc hosp,2020-06-03,19,Iowa,point,,64.03813842819746,
33648,2020-05-31,3 wk ahead cum death,2020-06-20,19,Iowa,point,,850.1822288766729,
33672,2020-05-31,3 wk ahead inc death,2020-06-20,19,Iowa,point,,110.92075001127218,
33696,2020-05-31,4 day ahead cum death,2020-06-04,19,Iowa,point,,599.9560159498191,
33720,2020-05-31,4 day ahead inc death,2020-06-04,19,Iowa,point,,15.367583963680177,
33744,2020-05-31,4 day ahead inc hosp,2020-06-04,19,Iowa,point,,64.84968601624911,
33768,2020-05-31,4 wk ahead cum death,2020-06-27,19,Iowa,point,,972.6598254865744,
33792,2020-05-31,4 wk ahead inc death,2020-06-27,19,Iowa,point,,118.54178380524955,
33816,2020-05-31,5 day ahead cum death,2020-06-05,19,Iowa,point,,614.2870303211996,
33840,2020-05-31,5 day ahead inc death,2020-06-05,19,Iowa,point,,15.547849391964785,
33864,2020-05-31,5 day ahead inc hosp,2020-06-05,19,Iowa,point,,65.65877255388081,
33888,2020-05-31,6 day ahead cum death,2020-06-06,19,Iowa,point,,628.7983693168649,
33912,2020-05-31,6 day ahead inc death,2020-06-06,19,Iowa,point,,15.728174016249255,
33936,2020-05-31,6 day ahead inc hosp,2020-06-06,19,Iowa,point,,66.464848848177,
33960,2020-05-31,7 day ahead cum death,2020-06-07,19,Iowa,point,,643.4900921328148,
33984,2020-05-31,7 day ahead inc death,2020-06-07,19,Iowa,point,,15.908557836533596,
34008,2020-05-31,7 day ahead inc hosp,2020-06-07,19,Iowa,point,,67.26736570622133,
34032,2020-05-31,8 day ahead cum death,2020-06-08,19,Iowa,point,,658.3622579650482,
34056,2020-05-31,8 day ahead inc death,2020-06-08,19,Iowa,point,,16.089000852817716,
34080,2020-05-31,8 day ahead inc hosp,2020-06-08,19,Iowa,point,,68.06577393509875,
34104,2020-05-31,9 day ahead cum death,2020-06-09,19,Iowa,point,,673.4109063446421,
34128,2020-05-31,9 day ahead inc death,2020-06-09,19,Iowa,point,,16.265483400177732,
34152,2020-05-31,9 day ahead inc hosp,2020-06-09,19,Iowa,point,,68.85925940713543,
34176,2020-05-31,1 day ahead cum death,2020-06-01,20,Kansas,point,,214.7177463262912,
34200,2020-05-31,1 day ahead inc death,2020-06-01,20,Kansas,point,,0.8909671047630319,
34224,2020-05-31,1 day ahead inc hosp,2020-06-01,20,Kansas,point,,7.226657141266784,
34248,2020-05-31,1 wk ahead cum death,2020-06-06,20,Kansas,point,,228.8468768676683,
34272,2020-05-31,1 wk ahead inc death,2020-06-06,20,Kansas,point,,8.539575310265647,
34296,2020-05-31,10 day ahead cum death,2020-06-10,20,Kansas,point,,239.97075917994863,
34320,2020-05-31,10 day ahead inc death,2020-06-10,20,Kansas,point,,0.8029687225764253,
34344,2020-05-31,10 day ahead inc hosp,2020-06-10,20,Kansas,point,,6.819404319012443,
34368,2020-05-31,11 day ahead cum death,2020-06-11,20,Kansas,point,,242.72712026125117,
34392,2020-05-31,11 day ahead inc death,2020-06-11,20,Kansas,point,,0.7931249238694051,
34416,2020-05-31,11 day ahead inc hosp,2020-06-11,20,Kansas,point,,6.77285996602216,
34440,2020-05-31,12 day ahead cum death,2020-06-12,20,Kansas,point,,245.47302948196602,
34464,2020-05-31,12 day ahead inc death,2020-06-12,20,Kansas,point,,0.7826730632816319,
34488,2020-05-31,12 day ahead inc hosp,2020-06-12,20,Kansas,point,,6.726119353482836,
34512,2020-05-31,13 day ahead cum death,2020-06-13,20,Kansas,point,,248.2074666541469,
34536,2020-05-31,13 day ahead inc death,2020-06-13,20,Kansas,point,,0.7712010147477857,
34560,2020-05-31,13 day ahead inc hosp,2020-06-13,20,Kansas,point,,6.679300053097941,
34584,2020-05-31,14 day ahead cum death,2020-06-14,20,Kansas,point,,250.93110839860475,
34608,2020-05-31,14 day ahead inc death,2020-06-14,20,Kansas,point,,0.7604055870246613,
34632,2020-05-31,14 day ahead inc hosp,2020-06-14,20,Kansas,point,,6.632324087606773,
34656,2020-05-31,15 day ahead cum death,2020-06-15,20,Kansas,point,,253.64444181138873,
34680,2020-05-31,15 day ahead inc death,2020-06-15,20,Kansas,point,,0.7500972553508722,
34704,2020-05-31,15 day ahead inc hosp,2020-06-15,20,Kansas,point,,6.585135321556318,
34728,2020-05-31,16 day ahead cum death,2020-06-16,20,Kansas,point,,256.34746689249897,
34752,2020-05-31,16 day ahead inc death,2020-06-16,20,Kansas,point,,0.7397889236770938,
34776,2020-05-31,16 day ahead inc hosp,2020-06-16,20,Kansas,point,,6.5377337549462675,
34800,2020-05-31,17 day ahead cum death,2020-06-17,20,Kansas,point,,259.0401836419354,
34824,2020-05-31,17 day ahead inc death,2020-06-17,20,Kansas,point,,0.7294805920033243,
34848,2020-05-31,17 day ahead inc hosp,2020-06-17,20,Kansas,point,,6.49011938777717,
34872,2020-05-31,18 day ahead cum death,2020-06-18,20,Kansas,point,,261.7225920596981,
34896,2020-05-31,18 day ahead inc death,2020-06-18,20,Kansas,point,,0.7191722603295352,
34920,2020-05-31,18 day ahead inc hosp,2020-06-18,20,Kansas,point,,6.442292220048543,
34944,2020-05-31,19 day ahead cum death,2020-06-19,20,Kansas,point,,264.394692145787,
34968,2020-05-31,19 day ahead inc death,2020-06-19,20,Kansas,point,,0.7088639286557568,
34992,2020-05-31,19 day ahead inc hosp,2020-06-19,20,Kansas,point,,6.394252251760486,
35016,2020-05-31,2 day ahead cum death,2020-06-02,20,Kansas,point,,217.56260978658852,
35040,2020-05-31,2 day ahead inc death,2020-06-02,20,Kansas,point,,0.8816273028642043,
35064,2020-05-31,2 day ahead inc hosp,2020-06-02,20,Kansas,point,,7.18252094831991,
35088,2020-05-31,2 wk ahead cum death,2020-06-13,20,Kansas,point,,248.2074666541469,
35112,2020-05-31,2 wk ahead inc death,2020-06-13,20,Kansas,point,,8.053288229075969,
35136,2020-05-31,20 day ahead cum death,2020-06-20,20,Kansas,point,,267.0564839002021,
35160,2020-05-31,20 day ahead inc death,2020-06-20,20,Kansas,point,,0.6985555969819872,
35184,2020-05-31,20 day ahead inc hosp,2020-06-20,20,Kansas,point,,6.345999482913218,
35208,2020-05-31,21 day ahead cum death,2020-06-21,20,Kansas,point,,269.70796732294355,
35232,2020-05-31,21 day ahead inc death,2020-06-21,20,Kansas,point,,0.6882472653081981,
35256,2020-05-31,21 day ahead inc hosp,2020-06-21,20,Kansas,point,,6.297533913506432,
35280,2020-05-31,22 day ahead cum death,2020-06-22,20,Kansas,point,,272.34914241401106,
35304,2020-05-31,22 day ahead inc death,2020-06-22,20,Kansas,point,,0.6779389336344197,
35328,2020-05-31,22 day ahead inc hosp,2020-06-22,20,Kansas,point,,6.2488555435402855,
35352,2020-05-31,23 day ahead cum death,2020-06-23,20,Kansas,point,,274.9788621885295,
35376,2020-05-31,23 day ahead inc death,2020-06-23,20,Kansas,point,,0.6664836170852557,
35400,2020-05-31,23 day ahead inc hosp,2020-06-23,20,Kansas,point,,6.200100090396676,
35424,2020-05-31,24 day ahead cum death,2020-06-24,20,Kansas,point,,277.5969434351971,
35448,2020-05-31,24 day ahead inc death,2020-06-24,20,Kansas,point,,0.6548450892344775,
35472,2020-05-31,24 day ahead inc hosp,2020-06-24,20,Kansas,point,,6.151289232616753,
35496,2020-05-31,25 day ahead cum death,2020-06-25,20,Kansas,point,,280.2040467098683,
35520,2020-05-31,25 day ahead inc death,2020-06-25,20,Kansas,point,,0.6438671172380723,
35544,2020-05-31,25 day ahead inc hosp,2020-06-25,20,Kansas,point,,6.102344809699988,
35568,2020-05-31,26 day ahead cum death,2020-06-26,20,Kansas,point,,282.80040422113467,
35592,2020-05-31,26 day ahead inc death,2020-06-26,20,Kansas,point,,0.6331213538331881,
35616,2020-05-31,26 day ahead inc hosp,2020-06-26,20,Kansas,point,,6.053239345484661,
35640,2020-05-31,27 day ahead cum death,2020-06-27,20,Kansas,point,,285.3860159689961,
35664,2020-05-31,27 day ahead inc death,2020-06-27,20,Kansas,point,,0.6223755904283039,
35688,2020-05-31,27 day ahead inc hosp,2020-06-27,20,Kansas,point,,6.003972839971062,
35712,2020-05-31,3 day ahead cum death,2020-06-03,20,Kansas,point,,220.3981334449871,
35736,2020-05-31,3 day ahead inc death,2020-06-03,20,Kansas,point,,0.8722875009653861,
35760,2020-05-31,3 day ahead inc hosp,2020-06-03,20,Kansas,point,,7.138057273714027,
35784,2020-05-31,3 wk ahead cum death,2020-06-20,20,Kansas,point,,267.0564839002021,
35808,2020-05-31,3 wk ahead inc death,2020-06-20,20,Kansas,point,,7.541715688652609,
35832,2020-05-31,4 day ahead cum death,2020-06-04,20,Kansas,point,,223.22431730148682,
35856,2020-05-31,4 day ahead inc death,2020-06-04,20,Kansas,point,,0.8629476990665488,
35880,2020-05-31,4 day ahead inc hosp,2020-06-04,20,Kansas,point,,7.093266117449375,
35904,2020-05-31,4 wk ahead cum death,2020-06-27,20,Kansas,point,,285.3860159689961,
35928,2020-05-31,4 wk ahead inc death,2020-06-27,20,Kansas,point,,7.022230511391292,
35952,2020-05-31,5 day ahead cum death,2020-06-05,20,Kansas,point,,226.04090746954742,
35976,2020-05-31,5 day ahead inc death,2020-06-05,20,Kansas,point,,0.8533540106274935,
36000,2020-05-31,5 day ahead inc hosp,2020-06-05,20,Kansas,point,,7.048178281564459,
36024,2020-05-31,6 day ahead cum death,2020-06-06,20,Kansas,point,,228.8468768676683,
36048,2020-05-31,6 day ahead inc death,2020-06-06,20,Kansas,point,,0.8427332406877421,
36072,2020-05-31,6 day ahead inc hosp,2020-06-06,20,Kansas,point,,7.002918373704803,
36096,2020-05-31,7 day ahead cum death,2020-06-07,20,Kansas,point,,231.6426131437989,
36120,2020-05-31,7 day ahead inc death,2020-06-07,20,Kansas,point,,0.8325001186974639,
36144,2020-05-31,7 day ahead inc hosp,2020-06-07,20,Kansas,point,,6.95743936362196,
36168,2020-05-31,8 day ahead cum death,2020-06-08,20,Kansas,point,,234.42850562122248,
36192,2020-05-31,8 day ahead inc death,2020-06-08,20,Kansas,point,,0.8226563199904542,
36216,2020-05-31,8 day ahead inc hosp,2020-06-08,20,Kansas,point,,6.911694017812206,
36240,2020-05-31,9 day ahead cum death,2020-06-09,20,Kansas,point,,237.20455429993908,
36264,2020-05-31,9 day ahead inc death,2020-06-09,20,Kansas,point,,0.8128125212834251,
36288,2020-05-31,9 day ahead inc hosp,2020-06-09,20,Kansas,point,,6.865682336275665,
36312,2020-05-31,1 day ahead cum death,2020-06-01,21,Kentucky,point,,452.5650248984922,
36336,2020-05-31,1 day ahead inc death,2020-06-01,21,Kentucky,point,,6.68480294782221,
36360,2020-05-31,1 day ahead inc hosp,2020-06-01,21,Kentucky,point,,52.3491877560473,
36384,2020-05-31,1 wk ahead cum death,2020-06-06,21,Kentucky,point,,510.9777362110575,
36408,2020-05-31,1 wk ahead inc death,2020-06-06,21,Kentucky,point,,44.26022300241998,
36432,2020-05-31,10 day ahead cum death,2020-06-10,21,Kentucky,point,,558.3966762258466,
36456,2020-05-31,10 day ahead inc death,2020-06-10,21,Kentucky,point,,7.0364395623499485,
36480,2020-05-31,10 day ahead inc hosp,2020-06-10,21,Kentucky,point,,53.88284496210425,
36504,2020-05-31,11 day ahead cum death,2020-06-11,21,Kentucky,point,,570.3546220784152,
36528,2020-05-31,11 day ahead inc death,2020-06-11,21,Kentucky,point,,7.077723901898514,
36552,2020-05-31,11 day ahead inc hosp,2020-06-11,21,Kentucky,point,,54.028482689894226,
36576,2020-05-31,12 day ahead cum death,2020-06-12,21,Kentucky,point,,582.3538522705322,
36600,2020-05-31,12 day ahead inc death,2020-06-12,21,Kentucky,point,,7.119008241447034,
36624,2020-05-31,12 day ahead inc hosp,2020-06-12,21,Kentucky,point,,54.169248389088246,
36648,2020-05-31,13 day ahead cum death,2020-06-13,21,Kentucky,point,,594.4627869402563,
36672,2020-05-31,13 day ahead inc death,2020-06-13,21,Kentucky,point,,7.228712719054032,
36696,2020-05-31,13 day ahead inc hosp,2020-06-13,21,Kentucky,point,,54.308543186208105,
36720,2020-05-31,14 day ahead cum death,2020-06-14,21,Kentucky,point,,606.481571981616,
36744,2020-05-31,14 day ahead inc death,2020-06-14,21,Kentucky,point,,7.13856309068969,
36768,2020-05-31,14 day ahead inc hosp,2020-06-14,21,Kentucky,point,,54.43643244622569,
36792,2020-05-31,15 day ahead cum death,2020-06-15,21,Kentucky,point,,618.5022777077209,
36816,2020-05-31,15 day ahead inc death,2020-06-15,21,Kentucky,point,,7.1404837754349115,
36840,2020-05-31,15 day ahead inc hosp,2020-06-15,21,Kentucky,point,,54.55749293254093,
36864,2020-05-31,16 day ahead cum death,2020-06-16,21,Kentucky,point,,630.5614545994067,
36888,2020-05-31,16 day ahead inc death,2020-06-16,21,Kentucky,point,,7.178954941015828,
36912,2020-05-31,16 day ahead inc hosp,2020-06-16,21,Kentucky,point,,54.673541548966895,
36936,2020-05-31,17 day ahead cum death,2020-06-17,21,Kentucky,point,,642.6579833906611,
36960,2020-05-31,17 day ahead inc death,2020-06-17,21,Kentucky,point,,7.2163068405844015,
36984,2020-05-31,17 day ahead inc hosp,2020-06-17,21,Kentucky,point,,54.78452265742185,
37008,2020-05-31,18 day ahead cum death,2020-06-18,21,Kentucky,point,,654.7907448154723,
37032,2020-05-31,18 day ahead inc death,2020-06-18,21,Kentucky,point,,7.252539474141079,
37056,2020-05-31,18 day ahead inc hosp,2020-06-18,21,Kentucky,point,,54.89038061982257,
37080,2020-05-31,19 day ahead cum death,2020-06-19,21,Kentucky,point,,666.9586196078279,
37104,2020-05-31,19 day ahead inc death,2020-06-19,21,Kentucky,point,,7.28765284168564,
37128,2020-05-31,19 day ahead inc hosp,2020-06-19,21,Kentucky,point,,54.991059798085296,
37152,2020-05-31,2 day ahead cum death,2020-06-02,21,Kentucky,point,,464.1804322970974,
37176,2020-05-31,2 day ahead inc death,2020-06-02,21,Kentucky,point,,6.735185447935171,
37200,2020-05-31,2 day ahead inc hosp,2020-06-02,21,Kentucky,point,,52.54024424418161,
37224,2020-05-31,2 wk ahead cum death,2020-06-13,21,Kentucky,point,,594.4627869402563,
37248,2020-05-31,2 wk ahead inc death,2020-06-13,21,Kentucky,point,,46.252895122182025,
37272,2020-05-31,20 day ahead cum death,2020-06-20,21,Kentucky,point,,679.1604885017158,
37296,2020-05-31,20 day ahead inc death,2020-06-20,21,Kentucky,point,,7.321646943217988,
37320,2020-05-31,20 day ahead inc hosp,2020-06-20,21,Kentucky,point,,55.086504554127046,
37344,2020-05-31,21 day ahead cum death,2020-06-21,21,Kentucky,point,,691.3952322311243,
37368,2020-05-31,21 day ahead inc death,2020-06-21,21,Kentucky,point,,7.354521778738308,
37392,2020-05-31,21 day ahead inc hosp,2020-06-21,21,Kentucky,point,,55.17665924986572,
37416,2020-05-31,22 day ahead cum death,2020-06-22,21,Kentucky,point,,703.6551872349153,
37440,2020-05-31,22 day ahead inc death,2020-06-22,21,Kentucky,point,,7.379733053120867,
37464,2020-05-31,22 day ahead inc hosp,2020-06-22,21,Kentucky,point,,55.26129644550349,
37488,2020-05-31,23 day ahead cum death,2020-06-23,21,Kentucky,point,,715.9224795959807,
37512,2020-05-31,23 day ahead inc death,2020-06-23,21,Kentucky,point,,7.387070410395656,
