,location,target,type,quantile,forecast_date,target_end_date,value
11,18,1 wk ahead cum death,point,,2020-04-20,2020-04-25,594.8501286171023
12,20,1 wk ahead cum death,point,,2020-04-20,2020-04-25,135.48459430981765
13,25,1 wk ahead cum death,point,,2020-04-20,2020-04-25,1532.9774956054043
14,24,1 wk ahead cum death,point,,2020-04-20,2020-04-25,430.4797829947412
15,23,1 wk ahead cum death,point,,2020-04-20,2020-04-25,55.407475237556284
16,26,1 wk ahead cum death,point,,2020-04-20,2020-04-25,3926.056666751109
17,27,1 wk ahead cum death,point,,2020-04-20,2020-04-25,170.36164808444204
18,29,1 wk ahead cum death,point,,2020-04-20,2020-04-25,502.8224308694938
19,30,1 wk ahead cum death,point,,2020-04-20,2020-04-25,21.07803402001136
20,37,1 wk ahead cum death,point,,2020-04-20,2020-04-25,272.00268532930863
21,38,1 wk ahead cum death,point,,2020-04-20,2020-04-25,19.039530720196666
22,31,1 wk ahead cum death,point,,2020-04-20,2020-04-25,57.72379543415551
23,33,1 wk ahead cum death,point,,2020-04-20,2020-04-25,59.12272716609357
24,34,1 wk ahead cum death,point,,2020-04-20,2020-04-25,3954.162537805517
25,35,1 wk ahead cum death,point,,2020-04-20,2020-04-25,46.43332209154481
26,32,1 wk ahead cum death,point,,2020-04-20,2020-04-25,264.3090507429505
27,36,1 wk ahead cum death,point,,2020-04-20,2020-04-25,20383.282001991804
28,39,1 wk ahead cum death,point,,2020-04-20,2020-04-25,641.5481911434722
29,40,1 wk ahead cum death,point,,2020-04-20,2020-04-25,306.65576175436826
30,41,1 wk ahead cum death,point,,2020-04-20,2020-04-25,125.43879983395485
31,42,1 wk ahead cum death,point,,2020-04-20,2020-04-25,1274.7358294550918
32,44,1 wk ahead cum death,point,,2020-04-20,2020-04-25,137.24631289489196
33,45,1 wk ahead cum death,point,,2020-04-20,2020-04-25,260.310900736733
34,46,1 wk ahead cum death,point,,2020-04-20,2020-04-25,49.13772590776537
35,47,1 wk ahead cum death,point,,2020-04-20,2020-04-25,387.0599165597432
36,48,1 wk ahead cum death,point,,2020-04-20,2020-04-25,913.3568794563408
37,49,1 wk ahead cum death,point,,2020-04-20,2020-04-25,53.08429990774561
38,51,1 wk ahead cum death,point,,2020-04-20,2020-04-25,387.56282809844345
39,50,1 wk ahead cum death,point,,2020-04-20,2020-04-25,83.29212242830722
40,53,1 wk ahead cum death,point,,2020-04-20,2020-04-25,1381.1526811403633
41,55,1 wk ahead cum death,point,,2020-04-20,2020-04-25,395.50276891637634
42,54,1 wk ahead cum death,point,,2020-04-20,2020-04-25,17.013916247019935
