,forecast_date,target,target_end_date,location,type,quantile,value
119,2020-05-17,0 day ahead inc death,2020-05-17,US,point,,2069.9744444444445
143,2020-05-17,1 day ahead inc death,2020-05-18,US,point,,2092.542222222223
167,2020-05-17,2 day ahead inc death,2020-05-19,US,point,,2113.5577777777776
191,2020-05-17,3 day ahead inc death,2020-05-20,US,point,,2131.7944444444447
215,2020-05-17,4 day ahead inc death,2020-05-21,US,point,,2159.4255555555555
239,2020-05-17,5 day ahead inc death,2020-05-22,US,point,,2183.89
263,2020-05-17,6 day ahead inc death,2020-05-23,US,point,,2219.104444444445
287,2020-05-17,7 day ahead inc death,2020-05-24,US,point,,2260.853333333333
311,2020-05-17,8 day ahead inc death,2020-05-25,US,point,,2302.6066666666666
335,2020-05-17,9 day ahead inc death,2020-05-26,US,point,,2343.891111111111
359,2020-05-17,10 day ahead inc death,2020-05-27,US,point,,2393.684444444445
383,2020-05-17,11 day ahead inc death,2020-05-28,US,point,,2447.933333333333
407,2020-05-17,12 day ahead inc death,2020-05-29,US,point,,2510.4466666666667
431,2020-05-17,13 day ahead inc death,2020-05-30,US,point,,2574.575555555556
455,2020-05-17,14 day ahead inc death,2020-05-31,US,point,,2646.2966666666666
479,2020-05-17,15 day ahead inc death,2020-06-01,US,point,,2715.461111111111
503,2020-05-17,16 day ahead inc death,2020-06-02,US,point,,2794.7444444444445
527,2020-05-17,17 day ahead inc death,2020-06-03,US,point,,2877.6488888888894
551,2020-05-17,18 day ahead inc death,2020-06-04,US,point,,2975.604444444445
575,2020-05-17,19 day ahead inc death,2020-06-05,US,point,,3102.1111111111113
599,2020-05-17,20 day ahead inc death,2020-06-06,US,point,,3231.0944444444444
623,2020-05-17,21 day ahead inc death,2020-06-07,US,point,,3360.0188888888893
647,2020-05-17,22 day ahead inc death,2020-06-08,US,point,,3497.5944444444444
671,2020-05-17,23 day ahead inc death,2020-06-09,US,point,,3639.3633333333332
695,2020-05-17,24 day ahead inc death,2020-06-10,US,point,,3787.666666666666
719,2020-05-17,25 day ahead inc death,2020-06-11,US,point,,3938.395555555555
743,2020-05-17,26 day ahead inc death,2020-06-12,US,point,,4091.485555555556
767,2020-05-17,27 day ahead inc death,2020-06-13,US,point,,4249.378888888889
791,2020-05-17,28 day ahead inc death,2020-06-14,US,point,,4407.951111111112
815,2020-05-17,1 wk ahead inc death,2020-05-23,02,point,,2.395555555555556
839,2020-05-17,1 wk ahead inc death,2020-05-23,01,point,,156.95111111111112
863,2020-05-17,1 wk ahead inc death,2020-05-23,05,point,,48.844444444444434
887,2020-05-17,1 wk ahead inc death,2020-05-23,04,point,,360.27444444444444
911,2020-05-17,1 wk ahead inc death,2020-05-23,06,point,,1397.9422222222222
935,2020-05-17,1 wk ahead inc death,2020-05-23,08,point,,274.4633333333333
959,2020-05-17,1 wk ahead inc death,2020-05-23,09,point,,346.16444444444437
983,2020-05-17,1 wk ahead inc death,2020-05-23,11,point,,92.89777777777779
1007,2020-05-17,1 wk ahead inc death,2020-05-23,10,point,,98.09
1031,2020-05-17,1 wk ahead inc death,2020-05-23,12,point,,411.77888888888884
1055,2020-05-17,1 wk ahead inc death,2020-05-23,13,point,,335.1
1079,2020-05-17,1 wk ahead inc death,2020-05-23,66,point,,0.5733333333333334
1103,2020-05-17,1 wk ahead inc death,2020-05-23,15,point,,1.93
1127,2020-05-17,1 wk ahead inc death,2020-05-23,19,point,,233.94
1151,2020-05-17,1 wk ahead inc death,2020-05-23,16,point,,16.213333333333335
1175,2020-05-17,1 wk ahead inc death,2020-05-23,17,point,,1402.9377777777775
1199,2020-05-17,1 wk ahead inc death,2020-05-23,18,point,,344.53111111111116
1223,2020-05-17,1 wk ahead inc death,2020-05-23,20,point,,46.85666666666667
1247,2020-05-17,1 wk ahead inc death,2020-05-23,21,point,,73.76111111111109
1271,2020-05-17,1 wk ahead inc death,2020-05-23,22,point,,269.68666666666667
1295,2020-05-17,1 wk ahead inc death,2020-05-23,25,point,,1127.1677777777775
1319,2020-05-17,1 wk ahead inc death,2020-05-23,24,point,,511.3222222222222
1343,2020-05-17,1 wk ahead inc death,2020-05-23,23,point,,12.754444444444443
1367,2020-05-17,1 wk ahead inc death,2020-05-23,26,point,,454.86111111111114
1391,2020-05-17,1 wk ahead inc death,2020-05-23,27,point,,162.65555555555557
1415,2020-05-17,1 wk ahead inc death,2020-05-23,29,point,,111.20666666666666
1439,2020-05-17,1 wk ahead inc death,2020-05-23,69,point,,0.034444444444444444
1463,2020-05-17,1 wk ahead inc death,2020-05-23,28,point,,155.08777777777775
1487,2020-05-17,1 wk ahead inc death,2020-05-23,30,point,,4.228888888888889
1511,2020-05-17,1 wk ahead inc death,2020-05-23,37,point,,219.67222222222225
1535,2020-05-17,1 wk ahead inc death,2020-05-23,38,point,,9.978888888888891
1559,2020-05-17,1 wk ahead inc death,2020-05-23,31,point,,90.10777777777778
1583,2020-05-17,1 wk ahead inc death,2020-05-23,33,point,,66.79111111111109
1607,2020-05-17,1 wk ahead inc death,2020-05-23,34,point,,1376.8222222222225
1631,2020-05-17,1 wk ahead inc death,2020-05-23,35,point,,69.31333333333333
1655,2020-05-17,1 wk ahead inc death,2020-05-23,32,point,,26.134444444444448
1679,2020-05-17,1 wk ahead inc death,2020-05-23,36,point,,1687.5377777777778
1703,2020-05-17,1 wk ahead inc death,2020-05-23,39,point,,520.6733333333333
1727,2020-05-17,1 wk ahead inc death,2020-05-23,40,point,,50.20333333333333
1751,2020-05-17,1 wk ahead inc death,2020-05-23,41,point,,38.60222222222223
1775,2020-05-17,1 wk ahead inc death,2020-05-23,42,point,,1002.2244444444444
1799,2020-05-17,1 wk ahead inc death,2020-05-23,72,point,,14.587777777777774
1823,2020-05-17,1 wk ahead inc death,2020-05-23,44,point,,22.02888888888889
1847,2020-05-17,1 wk ahead inc death,2020-05-23,45,point,,78.80444444444444
1871,2020-05-17,1 wk ahead inc death,2020-05-23,46,point,,41.62888888888889
1895,2020-05-17,1 wk ahead inc death,2020-05-23,47,point,,97.17333333333332
