,quantile,value,type,location,target,forecast_date,target_end_date
7884,,10350,point,34,1 wk ahead cum death,2020-05-10,2020-05-16
7908,,11166,point,34,2 wk ahead cum death,2020-05-10,2020-05-23
7932,,11762,point,34,3 wk ahead cum death,2020-05-10,2020-05-30
7956,,12164,point,34,4 wk ahead cum death,2020-05-10,2020-06-06
7980,,256,point,35,1 wk ahead cum death,2020-05-10,2020-05-16
8004,,310,point,35,2 wk ahead cum death,2020-05-10,2020-05-23
8028,,362,point,35,3 wk ahead cum death,2020-05-10,2020-05-30
8052,,410,point,35,4 wk ahead cum death,2020-05-10,2020-06-06
8076,,394,point,32,1 wk ahead cum death,2020-05-10,2020-05-16
8100,,493,point,32,2 wk ahead cum death,2020-05-10,2020-05-23
8124,,620,point,32,3 wk ahead cum death,2020-05-10,2020-05-30
8148,,766,point,32,4 wk ahead cum death,2020-05-10,2020-06-06
8172,,28048,point,36,1 wk ahead cum death,2020-05-10,2020-05-16
8196,,28896,point,36,2 wk ahead cum death,2020-05-10,2020-05-23
8220,,29434,point,36,3 wk ahead cum death,2020-05-10,2020-05-30
8244,,29790,point,36,4 wk ahead cum death,2020-05-10,2020-06-06
8268,,1593,point,39,1 wk ahead cum death,2020-05-10,2020-05-16
8292,,1813,point,39,2 wk ahead cum death,2020-05-10,2020-05-23
8316,,2007,point,39,3 wk ahead cum death,2020-05-10,2020-05-30
8340,,2154,point,39,4 wk ahead cum death,2020-05-10,2020-06-06
8364,,304,point,40,1 wk ahead cum death,2020-05-10,2020-05-16
8388,,334,point,40,2 wk ahead cum death,2020-05-10,2020-05-23
8412,,360,point,40,3 wk ahead cum death,2020-05-10,2020-05-30
8436,,384,point,40,4 wk ahead cum death,2020-05-10,2020-06-06
8460,,145,point,41,1 wk ahead cum death,2020-05-10,2020-05-16
8484,,165,point,41,2 wk ahead cum death,2020-05-10,2020-05-23
8508,,187,point,41,3 wk ahead cum death,2020-05-10,2020-05-30
8532,,211,point,41,4 wk ahead cum death,2020-05-10,2020-06-06
8556,,4657,point,42,1 wk ahead cum death,2020-05-10,2020-05-16
8580,,5494,point,42,2 wk ahead cum death,2020-05-10,2020-05-23
8604,,6218,point,42,3 wk ahead cum death,2020-05-10,2020-05-30
8628,,6824,point,42,4 wk ahead cum death,2020-05-10,2020-06-06
8652,,512,point,44,1 wk ahead cum death,2020-05-10,2020-05-16
8676,,589,point,44,2 wk ahead cum death,2020-05-10,2020-05-23
8700,,651,point,44,3 wk ahead cum death,2020-05-10,2020-05-30
8724,,700,point,44,4 wk ahead cum death,2020-05-10,2020-06-06
8748,,386,point,45,1 wk ahead cum death,2020-05-10,2020-05-16
8772,,434,point,45,2 wk ahead cum death,2020-05-10,2020-05-23
8796,,469,point,45,3 wk ahead cum death,2020-05-10,2020-05-30
8820,,493,point,45,4 wk ahead cum death,2020-05-10,2020-06-06
8844,,49,point,46,1 wk ahead cum death,2020-05-10,2020-05-16
8868,,73,point,46,2 wk ahead cum death,2020-05-10,2020-05-23
8892,,111,point,46,3 wk ahead cum death,2020-05-10,2020-05-30
8916,,166,point,46,4 wk ahead cum death,2020-05-10,2020-06-06
8940,,275,point,47,1 wk ahead cum death,2020-05-10,2020-05-16
8964,,299,point,47,2 wk ahead cum death,2020-05-10,2020-05-23
8988,,318,point,47,3 wk ahead cum death,2020-05-10,2020-05-30
9012,,332,point,47,4 wk ahead cum death,2020-05-10,2020-06-06
9036,,1336,point,48,1 wk ahead cum death,2020-05-10,2020-05-16
9060,,1598,point,48,2 wk ahead cum death,2020-05-10,2020-05-23
9084,,1864,point,48,3 wk ahead cum death,2020-05-10,2020-05-30
9108,,2137,point,48,4 wk ahead cum death,2020-05-10,2020-06-06
9132,,88,point,49,1 wk ahead cum death,2020-05-10,2020-05-16
9156,,107,point,49,2 wk ahead cum death,2020-05-10,2020-05-23
9180,,127,point,49,3 wk ahead cum death,2020-05-10,2020-05-30
9204,,146,point,49,4 wk ahead cum death,2020-05-10,2020-06-06
9228,,1057,point,51,1 wk ahead cum death,2020-05-10,2020-05-16
9252,,1272,point,51,2 wk ahead cum death,2020-05-10,2020-05-23
9276,,1476,point,51,3 wk ahead cum death,2020-05-10,2020-05-30
9300,,1664,point,51,4 wk ahead cum death,2020-05-10,2020-06-06
9324,,56,point,50,1 wk ahead cum death,2020-05-10,2020-05-16
9348,,58,point,50,2 wk ahead cum death,2020-05-10,2020-05-23
9372,,60,point,50,3 wk ahead cum death,2020-05-10,2020-05-30
9396,,61,point,50,4 wk ahead cum death,2020-05-10,2020-06-06
9420,,1020,point,53,1 wk ahead cum death,2020-05-10,2020-05-16
9444,,1110,point,53,2 wk ahead cum death,2020-05-10,2020-05-23
9468,,1203,point,53,3 wk ahead cum death,2020-05-10,2020-05-30
9492,,1295,point,53,4 wk ahead cum death,2020-05-10,2020-06-06
9516,,470,point,55,1 wk ahead cum death,2020-05-10,2020-05-16
9540,,543,point,55,2 wk ahead cum death,2020-05-10,2020-05-23
9564,,617,point,55,3 wk ahead cum death,2020-05-10,2020-05-30
9588,,694,point,55,4 wk ahead cum death,2020-05-10,2020-06-06
9612,,62,point,54,1 wk ahead cum death,2020-05-10,2020-05-16
9636,,69,point,54,2 wk ahead cum death,2020-05-10,2020-05-23
9660,,74,point,54,3 wk ahead cum death,2020-05-10,2020-05-30
9684,,79,point,54,4 wk ahead cum death,2020-05-10,2020-06-06
9708,,8,point,56,1 wk ahead cum death,2020-05-10,2020-05-16
9732,,9,point,56,2 wk ahead cum death,2020-05-10,2020-05-23
9756,,9,point,56,3 wk ahead cum death,2020-05-10,2020-05-30
9780,,10,point,56,4 wk ahead cum death,2020-05-10,2020-06-06
12,,0,point,02,1 wk ahead inc death,2020-05-17,2020-05-23
36,,0,point,02,2 wk ahead inc death,2020-05-17,2020-05-30
60,,0,point,02,3 wk ahead inc death,2020-05-17,2020-06-06
84,,0,point,02,4 wk ahead inc death,2020-05-17,2020-06-13
108,,78,point,01,1 wk ahead inc death,2020-05-17,2020-05-23
132,,62,point,01,2 wk ahead inc death,2020-05-17,2020-05-30
156,,50,point,01,3 wk ahead inc death,2020-05-17,2020-06-06
180,,37,point,01,4 wk ahead inc death,2020-05-17,2020-06-13
204,,10,point,05,1 wk ahead inc death,2020-05-17,2020-05-23
228,,10,point,05,2 wk ahead inc death,2020-05-17,2020-05-30
252,,10,point,05,3 wk ahead inc death,2020-05-17,2020-06-06
276,,9,point,05,4 wk ahead inc death,2020-05-17,2020-06-13
300,,160,point,04,1 wk ahead inc death,2020-05-17,2020-05-23
324,,156,point,04,2 wk ahead inc death,2020-05-17,2020-05-30
348,,152,point,04,3 wk ahead inc death,2020-05-17,2020-06-06
372,,140,point,04,4 wk ahead inc death,2020-05-17,2020-06-13
396,,458,point,06,1 wk ahead inc death,2020-05-17,2020-05-23
420,,415,point,06,2 wk ahead inc death,2020-05-17,2020-05-30
444,,380,point,06,3 wk ahead inc death,2020-05-17,2020-06-06
468,,328,point,06,4 wk ahead inc death,2020-05-17,2020-06-13
492,,196,point,08,1 wk ahead inc death,2020-05-17,2020-05-23
516,,200,point,08,2 wk ahead inc death,2020-05-17,2020-05-30
540,,215,point,08,3 wk ahead inc death,2020-05-17,2020-06-06
564,,207,point,08,4 wk ahead inc death,2020-05-17,2020-06-13
588,,393,point,09,1 wk ahead inc death,2020-05-17,2020-05-23
612,,362,point,09,2 wk ahead inc death,2020-05-17,2020-05-30
636,,353,point,09,3 wk ahead inc death,2020-05-17,2020-06-06
660,,330,point,09,4 wk ahead inc death,2020-05-17,2020-06-13
684,,54,point,11,1 wk ahead inc death,2020-05-17,2020-05-23
708,,44,point,11,2 wk ahead inc death,2020-05-17,2020-05-30
732,,34,point,11,3 wk ahead inc death,2020-05-17,2020-06-06
756,,26,point,11,4 wk ahead inc death,2020-05-17,2020-06-13
780,,66,point,10,1 wk ahead inc death,2020-05-17,2020-05-23
804,,69,point,10,2 wk ahead inc death,2020-05-17,2020-05-30
828,,74,point,10,3 wk ahead inc death,2020-05-17,2020-06-06
852,,80,point,10,4 wk ahead inc death,2020-05-17,2020-06-13
876,,239,point,12,1 wk ahead inc death,2020-05-17,2020-05-23
900,,219,point,12,2 wk ahead inc death,2020-05-17,2020-05-30
924,,203,point,12,3 wk ahead inc death,2020-05-17,2020-06-06
948,,182,point,12,4 wk ahead inc death,2020-05-17,2020-06-13
972,,149,point,13,1 wk ahead inc death,2020-05-17,2020-05-23
996,,118,point,13,2 wk ahead inc death,2020-05-17,2020-05-30
1020,,93,point,13,3 wk ahead inc death,2020-05-17,2020-06-06
1044,,72,point,13,4 wk ahead inc death,2020-05-17,2020-06-13
1068,,0,point,15,1 wk ahead inc death,2020-05-17,2020-05-23
1092,,0,point,15,2 wk ahead inc death,2020-05-17,2020-05-30
1116,,0,point,15,3 wk ahead inc death,2020-05-17,2020-06-06
1140,,0,point,15,4 wk ahead inc death,2020-05-17,2020-06-13
1164,,74,point,19,1 wk ahead inc death,2020-05-17,2020-05-23
1188,,61,point,19,2 wk ahead inc death,2020-05-17,2020-05-30
1212,,50,point,19,3 wk ahead inc death,2020-05-17,2020-06-06
1236,,39,point,19,4 wk ahead inc death,2020-05-17,2020-06-13
1260,,4,point,16,1 wk ahead inc death,2020-05-17,2020-05-23
1284,,3,point,16,2 wk ahead inc death,2020-05-17,2020-05-30
1308,,3,point,16,3 wk ahead inc death,2020-05-17,2020-06-06
1332,,3,point,16,4 wk ahead inc death,2020-05-17,2020-06-13
1356,,660,point,17,1 wk ahead inc death,2020-05-17,2020-05-23
1380,,550,point,17,2 wk ahead inc death,2020-05-17,2020-05-30
1404,,450,point,17,3 wk ahead inc death,2020-05-17,2020-06-06
1428,,347,point,17,4 wk ahead inc death,2020-05-17,2020-06-13
1452,,218,point,18,1 wk ahead inc death,2020-05-17,2020-05-23
1476,,172,point,18,2 wk ahead inc death,2020-05-17,2020-05-30
1500,,137,point,18,3 wk ahead inc death,2020-05-17,2020-06-06
1524,,100,point,18,4 wk ahead inc death,2020-05-17,2020-06-13
1548,,14,point,20,1 wk ahead inc death,2020-05-17,2020-05-23
1572,,10,point,20,2 wk ahead inc death,2020-05-17,2020-05-30
1596,,6,point,20,3 wk ahead inc death,2020-05-17,2020-06-06
1620,,3,point,20,4 wk ahead inc death,2020-05-17,2020-06-13
1644,,26,point,21,1 wk ahead inc death,2020-05-17,2020-05-23
1668,,19,point,21,2 wk ahead inc death,2020-05-17,2020-05-30
1692,,14,point,21,3 wk ahead inc death,2020-05-17,2020-06-06
1716,,10,point,21,4 wk ahead inc death,2020-05-17,2020-06-13
1740,,170,point,22,1 wk ahead inc death,2020-05-17,2020-05-23
1764,,148,point,22,2 wk ahead inc death,2020-05-17,2020-05-30
1788,,128,point,22,3 wk ahead inc death,2020-05-17,2020-06-06
1812,,114,point,22,4 wk ahead inc death,2020-05-17,2020-06-13
1836,,674,point,25,1 wk ahead inc death,2020-05-17,2020-05-23
1860,,536,point,25,2 wk ahead inc death,2020-05-17,2020-05-30
1884,,423,point,25,3 wk ahead inc death,2020-05-17,2020-06-06
1908,,304,point,25,4 wk ahead inc death,2020-05-17,2020-06-13
1932,,293,point,24,1 wk ahead inc death,2020-05-17,2020-05-23
1956,,251,point,24,2 wk ahead inc death,2020-05-17,2020-05-30
1980,,210,point,24,3 wk ahead inc death,2020-05-17,2020-06-06
2004,,168,point,24,4 wk ahead inc death,2020-05-17,2020-06-13
2028,,6,point,23,1 wk ahead inc death,2020-05-17,2020-05-23
2052,,6,point,23,2 wk ahead inc death,2020-05-17,2020-05-30
2076,,6,point,23,3 wk ahead inc death,2020-05-17,2020-06-06
2100,,6,point,23,4 wk ahead inc death,2020-05-17,2020-06-13
2124,,245,point,26,1 wk ahead inc death,2020-05-17,2020-05-23
2148,,175,point,26,2 wk ahead inc death,2020-05-17,2020-05-30
2172,,126,point,26,3 wk ahead inc death,2020-05-17,2020-06-06
2196,,91,point,26,4 wk ahead inc death,2020-05-17,2020-06-13
2220,,152,point,27,1 wk ahead inc death,2020-05-17,2020-05-23
2244,,134,point,27,2 wk ahead inc death,2020-05-17,2020-05-30
2268,,119,point,27,3 wk ahead inc death,2020-05-17,2020-06-06
2292,,102,point,27,4 wk ahead inc death,2020-05-17,2020-06-13
2316,,82,point,29,1 wk ahead inc death,2020-05-17,2020-05-23
2340,,65,point,29,2 wk ahead inc death,2020-05-17,2020-05-30
2364,,51,point,29,3 wk ahead inc death,2020-05-17,2020-06-06
2388,,39,point,29,4 wk ahead inc death,2020-05-17,2020-06-13
2412,,90,point,28,1 wk ahead inc death,2020-05-17,2020-05-23
2436,,78,point,28,2 wk ahead inc death,2020-05-17,2020-05-30
2460,,68,point,28,3 wk ahead inc death,2020-05-17,2020-06-06
2484,,56,point,28,4 wk ahead inc death,2020-05-17,2020-06-13
2508,,0,point,30,1 wk ahead inc death,2020-05-17,2020-05-23
2532,,0,point,30,2 wk ahead inc death,2020-05-17,2020-05-30
2556,,0,point,30,3 wk ahead inc death,2020-05-17,2020-06-06
2580,,0,point,30,4 wk ahead inc death,2020-05-17,2020-06-13
2604,,118,point,37,1 wk ahead inc death,2020-05-17,2020-05-23
2628,,117,point,37,2 wk ahead inc death,2020-05-17,2020-05-30
2652,,112,point,37,3 wk ahead inc death,2020-05-17,2020-06-06
2676,,104,point,37,4 wk ahead inc death,2020-05-17,2020-06-13
2700,,9,point,38,1 wk ahead inc death,2020-05-17,2020-05-23
2724,,10,point,38,2 wk ahead inc death,2020-05-17,2020-05-30
2748,,10,point,38,3 wk ahead inc death,2020-05-17,2020-06-06
2772,,10,point,38,4 wk ahead inc death,2020-05-17,2020-06-13
2796,,28,point,31,1 wk ahead inc death,2020-05-17,2020-05-23
2820,,27,point,31,2 wk ahead inc death,2020-05-17,2020-05-30
2844,,25,point,31,3 wk ahead inc death,2020-05-17,2020-06-06
2868,,23,point,31,4 wk ahead inc death,2020-05-17,2020-06-13
2892,,40,point,33,1 wk ahead inc death,2020-05-17,2020-05-23
2916,,38,point,33,2 wk ahead inc death,2020-05-17,2020-05-30
2940,,33,point,33,3 wk ahead inc death,2020-05-17,2020-06-06
2964,,28,point,33,4 wk ahead inc death,2020-05-17,2020-06-13
2988,,806,point,34,1 wk ahead inc death,2020-05-17,2020-05-23
3012,,590,point,34,2 wk ahead inc death,2020-05-17,2020-05-30
3036,,426,point,34,3 wk ahead inc death,2020-05-17,2020-06-06
3060,,295,point,34,4 wk ahead inc death,2020-05-17,2020-06-13
3084,,58,point,35,1 wk ahead inc death,2020-05-17,2020-05-23
3108,,53,point,35,2 wk ahead inc death,2020-05-17,2020-05-30
3132,,47,point,35,3 wk ahead inc death,2020-05-17,2020-06-06
3156,,41,point,35,4 wk ahead inc death,2020-05-17,2020-06-13
3180,,38,point,32,1 wk ahead inc death,2020-05-17,2020-05-23
3204,,34,point,32,2 wk ahead inc death,2020-05-17,2020-05-30
3228,,32,point,32,3 wk ahead inc death,2020-05-17,2020-06-06
3252,,29,point,32,4 wk ahead inc death,2020-05-17,2020-06-13
3276,,1022,point,36,1 wk ahead inc death,2020-05-17,2020-05-23
3300,,725,point,36,2 wk ahead inc death,2020-05-17,2020-05-30
3324,,512,point,36,3 wk ahead inc death,2020-05-17,2020-06-06
3348,,356,point,36,4 wk ahead inc death,2020-05-17,2020-06-13
3372,,224,point,39,1 wk ahead inc death,2020-05-17,2020-05-23
3396,,184,point,39,2 wk ahead inc death,2020-05-17,2020-05-30
3420,,149,point,39,3 wk ahead inc death,2020-05-17,2020-06-06
3444,,118,point,39,4 wk ahead inc death,2020-05-17,2020-06-13
3468,,19,point,40,1 wk ahead inc death,2020-05-17,2020-05-23
3492,,17,point,40,2 wk ahead inc death,2020-05-17,2020-05-30
3516,,15,point,40,3 wk ahead inc death,2020-05-17,2020-06-06
3540,,13,point,40,4 wk ahead inc death,2020-05-17,2020-06-13
3564,,10,point,41,1 wk ahead inc death,2020-05-17,2020-05-23
3588,,8,point,41,2 wk ahead inc death,2020-05-17,2020-05-30
3612,,6,point,41,3 wk ahead inc death,2020-05-17,2020-06-06
3636,,5,point,41,4 wk ahead inc death,2020-05-17,2020-06-13
3660,,570,point,42,1 wk ahead inc death,2020-05-17,2020-05-23
3684,,422,point,42,2 wk ahead inc death,2020-05-17,2020-05-30
3708,,308,point,42,3 wk ahead inc death,2020-05-17,2020-06-06
3732,,215,point,42,4 wk ahead inc death,2020-05-17,2020-06-13
3756,,65,point,44,1 wk ahead inc death,2020-05-17,2020-05-23
3780,,51,point,44,2 wk ahead inc death,2020-05-17,2020-05-30
3804,,39,point,44,3 wk ahead inc death,2020-05-17,2020-06-06
3828,,29,point,44,4 wk ahead inc death,2020-05-17,2020-06-13
3852,,46,point,45,1 wk ahead inc death,2020-05-17,2020-05-23
3876,,38,point,45,2 wk ahead inc death,2020-05-17,2020-05-30
3900,,34,point,45,3 wk ahead inc death,2020-05-17,2020-06-06
3924,,25,point,45,4 wk ahead inc death,2020-05-17,2020-06-13
3948,,9,point,46,1 wk ahead inc death,2020-05-17,2020-05-23
3972,,7,point,46,2 wk ahead inc death,2020-05-17,2020-05-30
3996,,6,point,46,3 wk ahead inc death,2020-05-17,2020-06-06
4020,,4,point,46,4 wk ahead inc death,2020-05-17,2020-06-13
4044,,37,point,47,1 wk ahead inc death,2020-05-17,2020-05-23
4068,,30,point,47,2 wk ahead inc death,2020-05-17,2020-05-30
4092,,24,point,47,3 wk ahead inc death,2020-05-17,2020-06-06
4116,,18,point,47,4 wk ahead inc death,2020-05-17,2020-06-13
4140,,270,point,48,1 wk ahead inc death,2020-05-17,2020-05-23
4164,,288,point,48,2 wk ahead inc death,2020-05-17,2020-05-30
4188,,306,point,48,3 wk ahead inc death,2020-05-17,2020-06-06
4212,,320,point,48,4 wk ahead inc death,2020-05-17,2020-06-13
4236,,13,point,49,1 wk ahead inc death,2020-05-17,2020-05-23
4260,,12,point,49,2 wk ahead inc death,2020-05-17,2020-05-30
4284,,11,point,49,3 wk ahead inc death,2020-05-17,2020-06-06
4308,,10,point,49,4 wk ahead inc death,2020-05-17,2020-06-13
4332,,181,point,51,1 wk ahead inc death,2020-05-17,2020-05-23
4356,,168,point,51,2 wk ahead inc death,2020-05-17,2020-05-30
4380,,166,point,51,3 wk ahead inc death,2020-05-17,2020-06-06
4404,,156,point,51,4 wk ahead inc death,2020-05-17,2020-06-13
4428,,1,point,50,1 wk ahead inc death,2020-05-17,2020-05-23
4452,,1,point,50,2 wk ahead inc death,2020-05-17,2020-05-30
4476,,0,point,50,3 wk ahead inc death,2020-05-17,2020-06-06
4500,,0,point,50,4 wk ahead inc death,2020-05-17,2020-06-13
4524,,59,point,53,1 wk ahead inc death,2020-05-17,2020-05-23
4548,,46,point,53,2 wk ahead inc death,2020-05-17,2020-05-30
4572,,36,point,53,3 wk ahead inc death,2020-05-17,2020-06-06
4596,,27,point,53,4 wk ahead inc death,2020-05-17,2020-06-13
4620,,54,point,55,1 wk ahead inc death,2020-05-17,2020-05-23
4644,,52,point,55,2 wk ahead inc death,2020-05-17,2020-05-30
4668,,51,point,55,3 wk ahead inc death,2020-05-17,2020-06-06
4692,,46,point,55,4 wk ahead inc death,2020-05-17,2020-06-13
4716,,10,point,54,1 wk ahead inc death,2020-05-17,2020-05-23
4740,,10,point,54,2 wk ahead inc death,2020-05-17,2020-05-30
4764,,10,point,54,3 wk ahead inc death,2020-05-17,2020-06-06
4788,,10,point,54,4 wk ahead inc death,2020-05-17,2020-06-13
4812,,1,point,56,1 wk ahead inc death,2020-05-17,2020-05-23
4836,,1,point,56,2 wk ahead inc death,2020-05-17,2020-05-30
4860,,1,point,56,3 wk ahead inc death,2020-05-17,2020-06-06
4884,,1,point,56,4 wk ahead inc death,2020-05-17,2020-06-13
4908,,8187,point,US,1 wk ahead inc death,2020-05-17,2020-05-23
4932,,6815,point,US,2 wk ahead inc death,2020-05-17,2020-05-30
4956,,5558,point,US,3 wk ahead inc death,2020-05-17,2020-06-06
4980,,4520,point,US,4 wk ahead inc death,2020-05-17,2020-06-13
5004,,10,point,02,1 wk ahead cum death,2020-05-17,2020-05-23
5028,,10,point,02,2 wk ahead cum death,2020-05-17,2020-05-30
5052,,10,point,02,3 wk ahead cum death,2020-05-17,2020-06-06
5076,,10,point,02,4 wk ahead cum death,2020-05-17,2020-06-13
5100,,566,point,01,1 wk ahead cum death,2020-05-17,2020-05-23
5124,,630,point,01,2 wk ahead cum death,2020-05-17,2020-05-30
5148,,683,point,01,3 wk ahead cum death,2020-05-17,2020-06-06
5172,,718,point,01,4 wk ahead cum death,2020-05-17,2020-06-13
5196,,108,point,05,1 wk ahead cum death,2020-05-17,2020-05-23
5220,,118,point,05,2 wk ahead cum death,2020-05-17,2020-05-30
5244,,129,point,05,3 wk ahead cum death,2020-05-17,2020-06-06
5268,,138,point,05,4 wk ahead cum death,2020-05-17,2020-06-13
5292,,840,point,04,1 wk ahead cum death,2020-05-17,2020-05-23
5316,,1005,point,04,2 wk ahead cum death,2020-05-17,2020-05-30
5340,,1174,point,04,3 wk ahead cum death,2020-05-17,2020-06-06
5364,,1315,point,04,4 wk ahead cum death,2020-05-17,2020-06-13
5388,,3698,point,06,1 wk ahead cum death,2020-05-17,2020-05-23
5412,,4121,point,06,2 wk ahead cum death,2020-05-17,2020-05-30
5436,,4501,point,06,3 wk ahead cum death,2020-05-17,2020-06-06
5460,,4834,point,06,4 wk ahead cum death,2020-05-17,2020-06-13
5484,,1410,point,08,1 wk ahead cum death,2020-05-17,2020-05-23
5508,,1620,point,08,2 wk ahead cum death,2020-05-17,2020-05-30
5532,,1848,point,08,3 wk ahead cum death,2020-05-17,2020-06-06
5556,,2058,point,08,4 wk ahead cum death,2020-05-17,2020-06-13
5580,,3801,point,09,1 wk ahead cum death,2020-05-17,2020-05-23
5604,,4174,point,09,2 wk ahead cum death,2020-05-17,2020-05-30
5628,,4544,point,09,3 wk ahead cum death,2020-05-17,2020-06-06
5652,,4888,point,09,4 wk ahead cum death,2020-05-17,2020-06-13
5676,,437,point,11,1 wk ahead cum death,2020-05-17,2020-05-23
5700,,481,point,11,2 wk ahead cum death,2020-05-17,2020-05-30
5724,,516,point,11,3 wk ahead cum death,2020-05-17,2020-06-06
5748,,543,point,11,4 wk ahead cum death,2020-05-17,2020-06-13
5772,,356,point,10,1 wk ahead cum death,2020-05-17,2020-05-23
5796,,428,point,10,2 wk ahead cum death,2020-05-17,2020-05-30
5820,,504,point,10,3 wk ahead cum death,2020-05-17,2020-06-06
5844,,578,point,10,4 wk ahead cum death,2020-05-17,2020-06-13
5868,,2212,point,12,1 wk ahead cum death,2020-05-17,2020-05-23
5892,,2436,point,12,2 wk ahead cum death,2020-05-17,2020-05-30
5916,,2644,point,12,3 wk ahead cum death,2020-05-17,2020-06-06
5940,,2830,point,12,4 wk ahead cum death,2020-05-17,2020-06-13
5964,,1759,point,13,1 wk ahead cum death,2020-05-17,2020-05-23
5988,,1880,point,13,2 wk ahead cum death,2020-05-17,2020-05-30
6012,,1978,point,13,3 wk ahead cum death,2020-05-17,2020-06-06
6036,,2048,point,13,4 wk ahead cum death,2020-05-17,2020-06-13
6060,,17,point,15,1 wk ahead cum death,2020-05-17,2020-05-23
6084,,17,point,15,2 wk ahead cum death,2020-05-17,2020-05-30
6108,,18,point,15,3 wk ahead cum death,2020-05-17,2020-06-06
6132,,18,point,15,4 wk ahead cum death,2020-05-17,2020-06-13
6156,,425,point,19,1 wk ahead cum death,2020-05-17,2020-05-23
6180,,487,point,19,2 wk ahead cum death,2020-05-17,2020-05-30
6204,,538,point,19,3 wk ahead cum death,2020-05-17,2020-06-06
6228,,578,point,19,4 wk ahead cum death,2020-05-17,2020-06-13
6252,,77,point,16,1 wk ahead cum death,2020-05-17,2020-05-23
6276,,80,point,16,2 wk ahead cum death,2020-05-17,2020-05-30
6300,,84,point,16,3 wk ahead cum death,2020-05-17,2020-06-06
6324,,87,point,16,4 wk ahead cum death,2020-05-17,2020-06-13
6348,,4836,point,17,1 wk ahead cum death,2020-05-17,2020-05-23
6372,,5394,point,17,2 wk ahead cum death,2020-05-17,2020-05-30
6396,,5843,point,17,3 wk ahead cum death,2020-05-17,2020-06-06
6420,,6198,point,17,4 wk ahead cum death,2020-05-17,2020-06-13
6444,,1969,point,18,1 wk ahead cum death,2020-05-17,2020-05-23
6468,,2145,point,18,2 wk ahead cum death,2020-05-17,2020-05-30
6492,,2287,point,18,3 wk ahead cum death,2020-05-17,2020-06-06
6516,,2390,point,18,4 wk ahead cum death,2020-05-17,2020-06-13
6540,,209,point,20,1 wk ahead cum death,2020-05-17,2020-05-23
6564,,219,point,20,2 wk ahead cum death,2020-05-17,2020-05-30
6588,,226,point,20,3 wk ahead cum death,2020-05-17,2020-06-06
6612,,230,point,20,4 wk ahead cum death,2020-05-17,2020-06-13
6636,,360,point,21,1 wk ahead cum death,2020-05-17,2020-05-23
6660,,379,point,21,2 wk ahead cum death,2020-05-17,2020-05-30
6684,,395,point,21,3 wk ahead cum death,2020-05-17,2020-06-06
6708,,406,point,21,4 wk ahead cum death,2020-05-17,2020-06-13
6732,,2661,point,22,1 wk ahead cum death,2020-05-17,2020-05-23
6756,,2813,point,22,2 wk ahead cum death,2020-05-17,2020-05-30
6780,,2949,point,22,3 wk ahead cum death,2020-05-17,2020-06-06
6804,,3064,point,22,4 wk ahead cum death,2020-05-17,2020-06-13
6828,,6471,point,25,1 wk ahead cum death,2020-05-17,2020-05-23
6852,,7037,point,25,2 wk ahead cum death,2020-05-17,2020-05-30
6876,,7456,point,25,3 wk ahead cum death,2020-05-17,2020-06-06
6900,,7810,point,25,4 wk ahead cum death,2020-05-17,2020-06-13
6924,,2285,point,24,1 wk ahead cum death,2020-05-17,2020-05-23
6948,,2540,point,24,2 wk ahead cum death,2020-05-17,2020-05-30
6972,,2758,point,24,3 wk ahead cum death,2020-05-17,2020-06-06
6996,,2932,point,24,4 wk ahead cum death,2020-05-17,2020-06-13
7020,,76,point,23,1 wk ahead cum death,2020-05-17,2020-05-23
7044,,83,point,23,2 wk ahead cum death,2020-05-17,2020-05-30
7068,,89,point,23,3 wk ahead cum death,2020-05-17,2020-06-06
7092,,96,point,23,4 wk ahead cum death,2020-05-17,2020-06-13
7116,,5136,point,26,1 wk ahead cum death,2020-05-17,2020-05-23
7140,,5313,point,26,2 wk ahead cum death,2020-05-17,2020-05-30
7164,,5442,point,26,3 wk ahead cum death,2020-05-17,2020-06-06
7188,,5534,point,26,4 wk ahead cum death,2020-05-17,2020-06-13
7212,,883,point,27,1 wk ahead cum death,2020-05-17,2020-05-23
7236,,1019,point,27,2 wk ahead cum death,2020-05-17,2020-05-30
7260,,1141,point,27,3 wk ahead cum death,2020-05-17,2020-06-06
7284,,1246,point,27,4 wk ahead cum death,2020-05-17,2020-06-13
7308,,682,point,29,1 wk ahead cum death,2020-05-17,2020-05-23
7332,,749,point,29,2 wk ahead cum death,2020-05-17,2020-05-30
7356,,802,point,29,3 wk ahead cum death,2020-05-17,2020-06-06
7380,,841,point,29,4 wk ahead cum death,2020-05-17,2020-06-13
7404,,611,point,28,1 wk ahead cum death,2020-05-17,2020-05-23
7428,,691,point,28,2 wk ahead cum death,2020-05-17,2020-05-30
7452,,760,point,28,3 wk ahead cum death,2020-05-17,2020-06-06
7476,,816,point,28,4 wk ahead cum death,2020-05-17,2020-06-13
7500,,16,point,30,1 wk ahead cum death,2020-05-17,2020-05-23
7524,,16,point,30,2 wk ahead cum death,2020-05-17,2020-05-30
7548,,17,point,30,3 wk ahead cum death,2020-05-17,2020-06-06
7572,,17,point,30,4 wk ahead cum death,2020-05-17,2020-06-13
7596,,804,point,37,1 wk ahead cum death,2020-05-17,2020-05-23
7620,,922,point,37,2 wk ahead cum death,2020-05-17,2020-05-30
