,quantile,value,type,location,target,forecast_date,target_end_date
2412,,51,point,29,1 wk ahead inc death,2020-06-07,2020-06-13
2436,,45,point,29,2 wk ahead inc death,2020-06-07,2020-06-20
2460,,40,point,29,3 wk ahead inc death,2020-06-07,2020-06-27
2484,,34,point,29,4 wk ahead inc death,2020-06-07,2020-07-04
2508,,71,point,28,1 wk ahead inc death,2020-06-07,2020-06-13
2532,,53,point,28,2 wk ahead inc death,2020-06-07,2020-06-20
2556,,39,point,28,3 wk ahead inc death,2020-06-07,2020-06-27
2580,,28,point,28,4 wk ahead inc death,2020-06-07,2020-07-04
2604,,1,point,30,1 wk ahead inc death,2020-06-07,2020-06-13
2628,,1,point,30,2 wk ahead inc death,2020-06-07,2020-06-20
2652,,2,point,30,3 wk ahead inc death,2020-06-07,2020-06-27
2676,,2,point,30,4 wk ahead inc death,2020-06-07,2020-07-04
2700,,112,point,37,1 wk ahead inc death,2020-06-07,2020-06-13
2724,,108,point,37,2 wk ahead inc death,2020-06-07,2020-06-20
2748,,106,point,37,3 wk ahead inc death,2020-06-07,2020-06-27
2772,,100,point,37,4 wk ahead inc death,2020-06-07,2020-07-04
2796,,8,point,38,1 wk ahead inc death,2020-06-07,2020-06-13
2820,,7,point,38,2 wk ahead inc death,2020-06-07,2020-06-20
2844,,6,point,38,3 wk ahead inc death,2020-06-07,2020-06-27
2868,,5,point,38,4 wk ahead inc death,2020-06-07,2020-07-04
2892,,15,point,31,1 wk ahead inc death,2020-06-07,2020-06-13
2916,,12,point,31,2 wk ahead inc death,2020-06-07,2020-06-20
2940,,9,point,31,3 wk ahead inc death,2020-06-07,2020-06-27
2964,,7,point,31,4 wk ahead inc death,2020-06-07,2020-07-04
2988,,29,point,33,1 wk ahead inc death,2020-06-07,2020-06-13
3012,,24,point,33,2 wk ahead inc death,2020-06-07,2020-06-20
3036,,20,point,33,3 wk ahead inc death,2020-06-07,2020-06-27
3060,,15,point,33,4 wk ahead inc death,2020-06-07,2020-07-04
3084,,350,point,34,1 wk ahead inc death,2020-06-07,2020-06-13
3108,,248,point,34,2 wk ahead inc death,2020-06-07,2020-06-20
3132,,178,point,34,3 wk ahead inc death,2020-06-07,2020-06-27
3156,,121,point,34,4 wk ahead inc death,2020-06-07,2020-07-04
3180,,36,point,35,1 wk ahead inc death,2020-06-07,2020-06-13
3204,,34,point,35,2 wk ahead inc death,2020-06-07,2020-06-20
3228,,32,point,35,3 wk ahead inc death,2020-06-07,2020-06-27
3252,,30,point,35,4 wk ahead inc death,2020-06-07,2020-07-04
3276,,24,point,32,1 wk ahead inc death,2020-06-07,2020-06-13
3300,,24,point,32,2 wk ahead inc death,2020-06-07,2020-06-20
3324,,25,point,32,3 wk ahead inc death,2020-06-07,2020-06-27
3348,,25,point,32,4 wk ahead inc death,2020-06-07,2020-07-04
3372,,403,point,36,1 wk ahead inc death,2020-06-07,2020-06-13
3396,,299,point,36,2 wk ahead inc death,2020-06-07,2020-06-20
3420,,224,point,36,3 wk ahead inc death,2020-06-07,2020-06-27
3444,,164,point,36,4 wk ahead inc death,2020-06-07,2020-07-04
3468,,156,point,39,1 wk ahead inc death,2020-06-07,2020-06-13
3492,,119,point,39,2 wk ahead inc death,2020-06-07,2020-06-20
3516,,90,point,39,3 wk ahead inc death,2020-06-07,2020-06-27
3540,,65,point,39,4 wk ahead inc death,2020-06-07,2020-07-04
3564,,14,point,40,1 wk ahead inc death,2020-06-07,2020-06-13
3588,,12,point,40,2 wk ahead inc death,2020-06-07,2020-06-20
3612,,11,point,40,3 wk ahead inc death,2020-06-07,2020-06-27
3636,,9,point,40,4 wk ahead inc death,2020-06-07,2020-07-04
3660,,8,point,41,1 wk ahead inc death,2020-06-07,2020-06-13
3684,,9,point,41,2 wk ahead inc death,2020-06-07,2020-06-20
3708,,11,point,41,3 wk ahead inc death,2020-06-07,2020-06-27
3732,,12,point,41,4 wk ahead inc death,2020-06-07,2020-07-04
3756,,288,point,42,1 wk ahead inc death,2020-06-07,2020-06-13
3780,,217,point,42,2 wk ahead inc death,2020-06-07,2020-06-20
3804,,165,point,42,3 wk ahead inc death,2020-06-07,2020-06-27
3828,,122,point,42,4 wk ahead inc death,2020-06-07,2020-07-04
3852,,40,point,44,1 wk ahead inc death,2020-06-07,2020-06-13
3876,,24,point,44,2 wk ahead inc death,2020-06-07,2020-06-20
3900,,14,point,44,3 wk ahead inc death,2020-06-07,2020-06-27
3924,,8,point,44,4 wk ahead inc death,2020-06-07,2020-07-04
3948,,72,point,45,1 wk ahead inc death,2020-06-07,2020-06-13
3972,,100,point,45,2 wk ahead inc death,2020-06-07,2020-06-20
3996,,142,point,45,3 wk ahead inc death,2020-06-07,2020-06-27
4020,,192,point,45,4 wk ahead inc death,2020-06-07,2020-07-04
4044,,5,point,46,1 wk ahead inc death,2020-06-07,2020-06-13
4068,,5,point,46,2 wk ahead inc death,2020-06-07,2020-06-20
4092,,4,point,46,3 wk ahead inc death,2020-06-07,2020-06-27
4116,,3,point,46,4 wk ahead inc death,2020-06-07,2020-07-04
4140,,46,point,47,1 wk ahead inc death,2020-06-07,2020-06-13
4164,,51,point,47,2 wk ahead inc death,2020-06-07,2020-06-20
4188,,53,point,47,3 wk ahead inc death,2020-06-07,2020-06-27
4212,,55,point,47,4 wk ahead inc death,2020-06-07,2020-07-04
4236,,181,point,48,1 wk ahead inc death,2020-06-07,2020-06-13
4260,,195,point,48,2 wk ahead inc death,2020-06-07,2020-06-20
4284,,216,point,48,3 wk ahead inc death,2020-06-07,2020-06-27
4308,,236,point,48,4 wk ahead inc death,2020-06-07,2020-07-04
4332,,16,point,49,1 wk ahead inc death,2020-06-07,2020-06-13
4356,,22,point,49,2 wk ahead inc death,2020-06-07,2020-06-20
4380,,31,point,49,3 wk ahead inc death,2020-06-07,2020-06-27
4404,,43,point,49,4 wk ahead inc death,2020-06-07,2020-07-04
4428,,82,point,51,1 wk ahead inc death,2020-06-07,2020-06-13
4452,,52,point,51,2 wk ahead inc death,2020-06-07,2020-06-20
4476,,34,point,51,3 wk ahead inc death,2020-06-07,2020-06-27
4500,,20,point,51,4 wk ahead inc death,2020-06-07,2020-07-04
4524,,1,point,50,1 wk ahead inc death,2020-06-07,2020-06-13
4548,,3,point,50,2 wk ahead inc death,2020-06-07,2020-06-20
4572,,8,point,50,3 wk ahead inc death,2020-06-07,2020-06-27
4596,,17,point,50,4 wk ahead inc death,2020-06-07,2020-07-04
4620,,44,point,53,1 wk ahead inc death,2020-06-07,2020-06-13
4644,,47,point,53,2 wk ahead inc death,2020-06-07,2020-06-20
4668,,50,point,53,3 wk ahead inc death,2020-06-07,2020-06-27
4692,,53,point,53,4 wk ahead inc death,2020-06-07,2020-07-04
4716,,56,point,55,1 wk ahead inc death,2020-06-07,2020-06-13
4740,,44,point,55,2 wk ahead inc death,2020-06-07,2020-06-20
4764,,36,point,55,3 wk ahead inc death,2020-06-07,2020-06-27
4788,,26,point,55,4 wk ahead inc death,2020-06-07,2020-07-04
4812,,5,point,54,1 wk ahead inc death,2020-06-07,2020-06-13
4836,,4,point,54,2 wk ahead inc death,2020-06-07,2020-06-20
4860,,3,point,54,3 wk ahead inc death,2020-06-07,2020-06-27
4884,,3,point,54,4 wk ahead inc death,2020-06-07,2020-07-04
4908,,1,point,56,1 wk ahead inc death,2020-06-07,2020-06-13
4932,,1,point,56,2 wk ahead inc death,2020-06-07,2020-06-20
4956,,1,point,56,3 wk ahead inc death,2020-06-07,2020-06-27
4980,,0,point,56,4 wk ahead inc death,2020-06-07,2020-07-04
5004,,115320,point,US,1 wk ahead cum death,2020-06-07,2020-06-13
5028,,120503,point,US,2 wk ahead cum death,2020-06-07,2020-06-20
5052,,125394,point,US,3 wk ahead cum death,2020-06-07,2020-06-27
5076,,129850,point,US,4 wk ahead cum death,2020-06-07,2020-07-04
5100,,10,point,02,1 wk ahead cum death,2020-06-07,2020-06-13
5124,,12,point,02,2 wk ahead cum death,2020-06-07,2020-06-20
5148,,14,point,02,3 wk ahead cum death,2020-06-07,2020-06-27
5172,,19,point,02,4 wk ahead cum death,2020-06-07,2020-07-04
5196,,746,point,01,1 wk ahead cum death,2020-06-07,2020-06-13
5220,,802,point,01,2 wk ahead cum death,2020-06-07,2020-06-20
5244,,854,point,01,3 wk ahead cum death,2020-06-07,2020-06-27
5268,,898,point,01,4 wk ahead cum death,2020-06-07,2020-07-04
5292,,175,point,05,1 wk ahead cum death,2020-06-07,2020-06-13
5316,,207,point,05,2 wk ahead cum death,2020-06-07,2020-06-20
5340,,245,point,05,3 wk ahead cum death,2020-06-07,2020-06-27
5364,,290,point,05,4 wk ahead cum death,2020-06-07,2020-07-04
5388,,1226,point,04,1 wk ahead cum death,2020-06-07,2020-06-13
5412,,1556,point,04,2 wk ahead cum death,2020-06-07,2020-06-20
5436,,2130,point,04,3 wk ahead cum death,2020-06-07,2020-06-27
5460,,3093,point,04,4 wk ahead cum death,2020-06-07,2020-07-04
5484,,5019,point,06,1 wk ahead cum death,2020-06-07,2020-06-13
5508,,5464,point,06,2 wk ahead cum death,2020-06-07,2020-06-20
5532,,5904,point,06,3 wk ahead cum death,2020-06-07,2020-06-27
5556,,6330,point,06,4 wk ahead cum death,2020-06-07,2020-07-04
5580,,1585,point,08,1 wk ahead cum death,2020-06-07,2020-06-13
5604,,1636,point,08,2 wk ahead cum death,2020-06-07,2020-06-20
5628,,1676,point,08,3 wk ahead cum death,2020-06-07,2020-06-27
5652,,1704,point,08,4 wk ahead cum death,2020-06-07,2020-07-04
5676,,4164,point,09,1 wk ahead cum death,2020-06-07,2020-06-13
5700,,4239,point,09,2 wk ahead cum death,2020-06-07,2020-06-20
5724,,4292,point,09,3 wk ahead cum death,2020-06-07,2020-06-27
5748,,4327,point,09,4 wk ahead cum death,2020-06-07,2020-07-04
5772,,506,point,11,1 wk ahead cum death,2020-06-07,2020-06-13
5796,,522,point,11,2 wk ahead cum death,2020-06-07,2020-06-20
5820,,534,point,11,3 wk ahead cum death,2020-06-07,2020-06-27
5844,,543,point,11,4 wk ahead cum death,2020-06-07,2020-07-04
5868,,419,point,10,1 wk ahead cum death,2020-06-07,2020-06-13
5892,,438,point,10,2 wk ahead cum death,2020-06-07,2020-06-20
5916,,453,point,10,3 wk ahead cum death,2020-06-07,2020-06-27
5940,,463,point,10,4 wk ahead cum death,2020-06-07,2020-07-04
5964,,2927,point,12,1 wk ahead cum death,2020-06-07,2020-06-13
5988,,3234,point,12,2 wk ahead cum death,2020-06-07,2020-06-20
6012,,3630,point,12,3 wk ahead cum death,2020-06-07,2020-06-27
6036,,4098,point,12,4 wk ahead cum death,2020-06-07,2020-07-04
6060,,2302,point,13,1 wk ahead cum death,2020-06-07,2020-06-13
6084,,2429,point,13,2 wk ahead cum death,2020-06-07,2020-06-20
6108,,2546,point,13,3 wk ahead cum death,2020-06-07,2020-06-27
6132,,2643,point,13,4 wk ahead cum death,2020-06-07,2020-07-04
6156,,17,point,15,1 wk ahead cum death,2020-06-07,2020-06-13
6180,,18,point,15,2 wk ahead cum death,2020-06-07,2020-06-20
6204,,19,point,15,3 wk ahead cum death,2020-06-07,2020-06-27
6228,,22,point,15,4 wk ahead cum death,2020-06-07,2020-07-04
6252,,656,point,19,1 wk ahead cum death,2020-06-07,2020-06-13
6276,,706,point,19,2 wk ahead cum death,2020-06-07,2020-06-20
6300,,749,point,19,3 wk ahead cum death,2020-06-07,2020-06-27
6324,,780,point,19,4 wk ahead cum death,2020-06-07,2020-07-04
6348,,85,point,16,1 wk ahead cum death,2020-06-07,2020-06-13
6372,,88,point,16,2 wk ahead cum death,2020-06-07,2020-06-20
6396,,91,point,16,3 wk ahead cum death,2020-06-07,2020-06-27
6420,,94,point,16,4 wk ahead cum death,2020-06-07,2020-07-04
6444,,6228,point,17,1 wk ahead cum death,2020-06-07,2020-06-13
6468,,6520,point,17,2 wk ahead cum death,2020-06-07,2020-06-20
6492,,6734,point,17,3 wk ahead cum death,2020-06-07,2020-06-27
6516,,6885,point,17,4 wk ahead cum death,2020-06-07,2020-07-04
6540,,2424,point,18,1 wk ahead cum death,2020-06-07,2020-06-13
6564,,2551,point,18,2 wk ahead cum death,2020-06-07,2020-06-20
6588,,2665,point,18,3 wk ahead cum death,2020-06-07,2020-06-27
6612,,2759,point,18,4 wk ahead cum death,2020-06-07,2020-07-04
6636,,241,point,20,1 wk ahead cum death,2020-06-07,2020-06-13
6660,,248,point,20,2 wk ahead cum death,2020-06-07,2020-06-20
6684,,255,point,20,3 wk ahead cum death,2020-06-07,2020-06-27
6708,,260,point,20,4 wk ahead cum death,2020-06-07,2020-07-04
6732,,500,point,21,1 wk ahead cum death,2020-06-07,2020-06-13
6756,,532,point,21,2 wk ahead cum death,2020-06-07,2020-06-20
6780,,563,point,21,3 wk ahead cum death,2020-06-07,2020-06-27
6804,,590,point,21,4 wk ahead cum death,2020-06-07,2020-07-04
6828,,3037,point,22,1 wk ahead cum death,2020-06-07,2020-06-13
6852,,3145,point,22,2 wk ahead cum death,2020-06-07,2020-06-20
6876,,3248,point,22,3 wk ahead cum death,2020-06-07,2020-06-27
6900,,3340,point,22,4 wk ahead cum death,2020-06-07,2020-07-04
6924,,7568,point,25,1 wk ahead cum death,2020-06-07,2020-06-13
6948,,7797,point,25,2 wk ahead cum death,2020-06-07,2020-06-20
6972,,7961,point,25,3 wk ahead cum death,2020-06-07,2020-06-27
6996,,8074,point,25,4 wk ahead cum death,2020-06-07,2020-07-04
7020,,2902,point,24,1 wk ahead cum death,2020-06-07,2020-06-13
7044,,3047,point,24,2 wk ahead cum death,2020-06-07,2020-06-20
7068,,3160,point,24,3 wk ahead cum death,2020-06-07,2020-06-27
7092,,3242,point,24,4 wk ahead cum death,2020-06-07,2020-07-04
7116,,106,point,23,1 wk ahead cum death,2020-06-07,2020-06-13
7140,,114,point,23,2 wk ahead cum death,2020-06-07,2020-06-20
7164,,120,point,23,3 wk ahead cum death,2020-06-07,2020-06-27
7188,,126,point,23,4 wk ahead cum death,2020-06-07,2020-07-04
7212,,5762,point,26,1 wk ahead cum death,2020-06-07,2020-06-13
7236,,5844,point,26,2 wk ahead cum death,2020-06-07,2020-06-20
7260,,5896,point,26,3 wk ahead cum death,2020-06-07,2020-06-27
7284,,5929,point,26,4 wk ahead cum death,2020-06-07,2020-07-04
7308,,1312,point,27,1 wk ahead cum death,2020-06-07,2020-06-13
7332,,1427,point,27,2 wk ahead cum death,2020-06-07,2020-06-20
7356,,1525,point,27,3 wk ahead cum death,2020-06-07,2020-06-27
7380,,1604,point,27,4 wk ahead cum death,2020-06-07,2020-07-04
7404,,859,point,29,1 wk ahead cum death,2020-06-07,2020-06-13
7428,,905,point,29,2 wk ahead cum death,2020-06-07,2020-06-20
7452,,948,point,29,3 wk ahead cum death,2020-06-07,2020-06-27
7476,,986,point,29,4 wk ahead cum death,2020-06-07,2020-07-04
7500,,879,point,28,1 wk ahead cum death,2020-06-07,2020-06-13
7524,,935,point,28,2 wk ahead cum death,2020-06-07,2020-06-20
7548,,976,point,28,3 wk ahead cum death,2020-06-07,2020-06-27
7572,,1005,point,28,4 wk ahead cum death,2020-06-07,2020-07-04
7596,,19,point,30,1 wk ahead cum death,2020-06-07,2020-06-13
7620,,20,point,30,2 wk ahead cum death,2020-06-07,2020-06-20
7644,,22,point,30,3 wk ahead cum death,2020-06-07,2020-06-27
7668,,24,point,30,4 wk ahead cum death,2020-06-07,2020-07-04
7692,,1128,point,37,1 wk ahead cum death,2020-06-07,2020-06-13
7716,,1238,point,37,2 wk ahead cum death,2020-06-07,2020-06-20
7740,,1346,point,37,3 wk ahead cum death,2020-06-07,2020-06-27
7764,,1450,point,37,4 wk ahead cum death,2020-06-07,2020-07-04
7788,,79,point,38,1 wk ahead cum death,2020-06-07,2020-06-13
7812,,86,point,38,2 wk ahead cum death,2020-06-07,2020-06-20
7836,,92,point,38,3 wk ahead cum death,2020-06-07,2020-06-27
7860,,98,point,38,4 wk ahead cum death,2020-06-07,2020-07-04
7884,,200,point,31,1 wk ahead cum death,2020-06-07,2020-06-13
7908,,214,point,31,2 wk ahead cum death,2020-06-07,2020-06-20
7932,,224,point,31,3 wk ahead cum death,2020-06-07,2020-06-27
7956,,233,point,31,4 wk ahead cum death,2020-06-07,2020-07-04
7980,,311,point,33,1 wk ahead cum death,2020-06-07,2020-06-13
8004,,338,point,33,2 wk ahead cum death,2020-06-07,2020-06-20
8028,,359,point,33,3 wk ahead cum death,2020-06-07,2020-06-27
8052,,376,point,33,4 wk ahead cum death,2020-06-07,2020-07-04
8076,,12481,point,34,1 wk ahead cum death,2020-06-07,2020-06-13
8100,,12752,point,34,2 wk ahead cum death,2020-06-07,2020-06-20
8124,,12944,point,34,3 wk ahead cum death,2020-06-07,2020-06-27
8148,,13074,point,34,4 wk ahead cum death,2020-06-07,2020-07-04
8172,,427,point,35,1 wk ahead cum death,2020-06-07,2020-06-13
8196,,461,point,35,2 wk ahead cum death,2020-06-07,2020-06-20
8220,,495,point,35,3 wk ahead cum death,2020-06-07,2020-06-27
8244,,526,point,35,4 wk ahead cum death,2020-06-07,2020-07-04
8268,,459,point,32,1 wk ahead cum death,2020-06-07,2020-06-13
8292,,483,point,32,2 wk ahead cum death,2020-06-07,2020-06-20
8316,,510,point,32,3 wk ahead cum death,2020-06-07,2020-06-27
8340,,537,point,32,4 wk ahead cum death,2020-06-07,2020-07-04
8364,,30727,point,36,1 wk ahead cum death,2020-06-07,2020-06-13
8388,,31043,point,36,2 wk ahead cum death,2020-06-07,2020-06-20
8412,,31278,point,36,3 wk ahead cum death,2020-06-07,2020-06-27
8436,,31452,point,36,4 wk ahead cum death,2020-06-07,2020-07-04
8460,,2515,point,39,1 wk ahead cum death,2020-06-07,2020-06-13
8484,,2642,point,39,2 wk ahead cum death,2020-06-07,2020-06-20
8508,,2736,point,39,3 wk ahead cum death,2020-06-07,2020-06-27
8532,,2809,point,39,4 wk ahead cum death,2020-06-07,2020-07-04
8556,,360,point,40,1 wk ahead cum death,2020-06-07,2020-06-13
8580,,373,point,40,2 wk ahead cum death,2020-06-07,2020-06-20
8604,,385,point,40,3 wk ahead cum death,2020-06-07,2020-06-27
8628,,396,point,40,4 wk ahead cum death,2020-06-07,2020-07-04
8652,,170,point,41,1 wk ahead cum death,2020-06-07,2020-06-13
8676,,179,point,41,2 wk ahead cum death,2020-06-07,2020-06-20
8700,,191,point,41,3 wk ahead cum death,2020-06-07,2020-06-27
8724,,204,point,41,4 wk ahead cum death,2020-06-07,2020-07-04
8748,,6197,point,42,1 wk ahead cum death,2020-06-07,2020-06-13
8772,,6424,point,42,2 wk ahead cum death,2020-06-07,2020-06-20
8796,,6606,point,42,3 wk ahead cum death,2020-06-07,2020-06-27
8820,,6741,point,42,4 wk ahead cum death,2020-06-07,2020-07-04
8844,,808,point,44,1 wk ahead cum death,2020-06-07,2020-06-13
8868,,834,point,44,2 wk ahead cum death,2020-06-07,2020-06-20
8892,,850,point,44,3 wk ahead cum death,2020-06-07,2020-06-27
8916,,859,point,44,4 wk ahead cum death,2020-06-07,2020-07-04
8940,,608,point,45,1 wk ahead cum death,2020-06-07,2020-06-13
8964,,705,point,45,2 wk ahead cum death,2020-06-07,2020-06-20
8988,,839,point,45,3 wk ahead cum death,2020-06-07,2020-06-27
9012,,1032,point,45,4 wk ahead cum death,2020-06-07,2020-07-04
9036,,70,point,46,1 wk ahead cum death,2020-06-07,2020-06-13
9060,,74,point,46,2 wk ahead cum death,2020-06-07,2020-06-20
9084,,79,point,46,3 wk ahead cum death,2020-06-07,2020-06-27
9108,,83,point,46,4 wk ahead cum death,2020-06-07,2020-07-04
9132,,458,point,47,1 wk ahead cum death,2020-06-07,2020-06-13
9156,,508,point,47,2 wk ahead cum death,2020-06-07,2020-06-20
9180,,564,point,47,3 wk ahead cum death,2020-06-07,2020-06-27
9204,,620,point,47,4 wk ahead cum death,2020-06-07,2020-07-04
9228,,1995,point,48,1 wk ahead cum death,2020-06-07,2020-06-13
9252,,2190,point,48,2 wk ahead cum death,2020-06-07,2020-06-20
9276,,2402,point,48,3 wk ahead cum death,2020-06-07,2020-06-27
9300,,2642,point,48,4 wk ahead cum death,2020-06-07,2020-07-04
9324,,135,point,49,1 wk ahead cum death,2020-06-07,2020-06-13
9348,,156,point,49,2 wk ahead cum death,2020-06-07,2020-06-20
9372,,189,point,49,3 wk ahead cum death,2020-06-07,2020-06-27
9396,,232,point,49,4 wk ahead cum death,2020-06-07,2020-07-04
9420,,1533,point,51,1 wk ahead cum death,2020-06-07,2020-06-13
9444,,1590,point,51,2 wk ahead cum death,2020-06-07,2020-06-20
9468,,1628,point,51,3 wk ahead cum death,2020-06-07,2020-06-27
9492,,1651,point,51,4 wk ahead cum death,2020-06-07,2020-07-04
9516,,56,point,50,1 wk ahead cum death,2020-06-07,2020-06-13
9540,,59,point,50,2 wk ahead cum death,2020-06-07,2020-06-20
9564,,66,point,50,3 wk ahead cum death,2020-06-07,2020-06-27
9588,,82,point,50,4 wk ahead cum death,2020-06-07,2020-07-04
9612,,1195,point,53,1 wk ahead cum death,2020-06-07,2020-06-13
9636,,1243,point,53,2 wk ahead cum death,2020-06-07,2020-06-20
9660,,1293,point,53,3 wk ahead cum death,2020-06-07,2020-06-27
9684,,1345,point,53,4 wk ahead cum death,2020-06-07,2020-07-04
9708,,696,point,55,1 wk ahead cum death,2020-06-07,2020-06-13
9732,,742,point,55,2 wk ahead cum death,2020-06-07,2020-06-20
9756,,778,point,55,3 wk ahead cum death,2020-06-07,2020-06-27
9780,,805,point,55,4 wk ahead cum death,2020-06-07,2020-07-04
9804,,89,point,54,1 wk ahead cum death,2020-06-07,2020-06-13
9828,,93,point,54,2 wk ahead cum death,2020-06-07,2020-06-20
9852,,97,point,54,3 wk ahead cum death,2020-06-07,2020-06-27
9876,,100,point,54,4 wk ahead cum death,2020-06-07,2020-07-04
9900,,18,point,56,1 wk ahead cum death,2020-06-07,2020-06-13
9924,,19,point,56,2 wk ahead cum death,2020-06-07,2020-06-20
9948,,20,point,56,3 wk ahead cum death,2020-06-07,2020-06-27
9972,,21,point,56,4 wk ahead cum death,2020-06-07,2020-07-04
12,,4722,point,US,1 wk ahead inc death,2020-06-14,2020-06-20
36,,4342,point,US,2 wk ahead inc death,2020-06-14,2020-06-27
60,,4046,point,US,3 wk ahead inc death,2020-06-14,2020-07-04
84,,3718,point,US,4 wk ahead inc death,2020-06-14,2020-07-11
108,,1,point,02,1 wk ahead inc death,2020-06-14,2020-06-20
132,,2,point,02,2 wk ahead inc death,2020-06-14,2020-06-27
156,,2,point,02,3 wk ahead inc death,2020-06-14,2020-07-04
180,,3,point,02,4 wk ahead inc death,2020-06-14,2020-07-11
204,,88,point,01,1 wk ahead inc death,2020-06-14,2020-06-20
228,,111,point,01,2 wk ahead inc death,2020-06-14,2020-06-27
252,,138,point,01,3 wk ahead inc death,2020-06-14,2020-07-04
276,,184,point,01,4 wk ahead inc death,2020-06-14,2020-07-11
300,,33,point,05,1 wk ahead inc death,2020-06-14,2020-06-20
324,,43,point,05,2 wk ahead inc death,2020-06-14,2020-06-27
348,,55,point,05,3 wk ahead inc death,2020-06-14,2020-07-04
372,,69,point,05,4 wk ahead inc death,2020-06-14,2020-07-11
396,,207,point,04,1 wk ahead inc death,2020-06-14,2020-06-20
420,,262,point,04,2 wk ahead inc death,2020-06-14,2020-06-27
444,,342,point,04,3 wk ahead inc death,2020-06-14,2020-07-04
468,,433,point,04,4 wk ahead inc death,2020-06-14,2020-07-11
492,,476,point,06,1 wk ahead inc death,2020-06-14,2020-06-20
516,,478,point,06,2 wk ahead inc death,2020-06-14,2020-06-27
540,,476,point,06,3 wk ahead inc death,2020-06-14,2020-07-04
564,,463,point,06,4 wk ahead inc death,2020-06-14,2020-07-11
588,,49,point,08,1 wk ahead inc death,2020-06-14,2020-06-20
612,,34,point,08,2 wk ahead inc death,2020-06-14,2020-06-27
636,,24,point,08,3 wk ahead inc death,2020-06-14,2020-07-04
660,,16,point,08,4 wk ahead inc death,2020-06-14,2020-07-11
684,,94,point,09,1 wk ahead inc death,2020-06-14,2020-06-20
708,,72,point,09,2 wk ahead inc death,2020-06-14,2020-06-27
732,,56,point,09,3 wk ahead inc death,2020-06-14,2020-07-04
756,,43,point,09,4 wk ahead inc death,2020-06-14,2020-07-11
780,,18,point,11,1 wk ahead inc death,2020-06-14,2020-06-20
804,,15,point,11,2 wk ahead inc death,2020-06-14,2020-06-27
828,,12,point,11,3 wk ahead inc death,2020-06-14,2020-07-04
852,,10,point,11,4 wk ahead inc death,2020-06-14,2020-07-11
876,,17,point,10,1 wk ahead inc death,2020-06-14,2020-06-20
900,,12,point,10,2 wk ahead inc death,2020-06-14,2020-06-27
924,,9,point,10,3 wk ahead inc death,2020-06-14,2020-07-04
948,,6,point,10,4 wk ahead inc death,2020-06-14,2020-07-11
972,,322,point,12,1 wk ahead inc death,2020-06-14,2020-06-20
996,,444,point,12,2 wk ahead inc death,2020-06-14,2020-06-27
1020,,623,point,12,3 wk ahead inc death,2020-06-14,2020-07-04
1044,,884,point,12,4 wk ahead inc death,2020-06-14,2020-07-11
1068,,216,point,13,1 wk ahead inc death,2020-06-14,2020-06-20
1092,,224,point,13,2 wk ahead inc death,2020-06-14,2020-06-27
1116,,243,point,13,3 wk ahead inc death,2020-06-14,2020-07-04
1140,,250,point,13,4 wk ahead inc death,2020-06-14,2020-07-11
1164,,0,point,15,1 wk ahead inc death,2020-06-14,2020-06-20
1188,,1,point,15,2 wk ahead inc death,2020-06-14,2020-06-27
1212,,4,point,15,3 wk ahead inc death,2020-06-14,2020-07-04
1236,,9,point,15,4 wk ahead inc death,2020-06-14,2020-07-11
1260,,42,point,19,1 wk ahead inc death,2020-06-14,2020-06-20
1284,,34,point,19,2 wk ahead inc death,2020-06-14,2020-06-27
1308,,29,point,19,3 wk ahead inc death,2020-06-14,2020-07-04
1332,,24,point,19,4 wk ahead inc death,2020-06-14,2020-07-11
1356,,3,point,16,1 wk ahead inc death,2020-06-14,2020-06-20
1380,,3,point,16,2 wk ahead inc death,2020-06-14,2020-06-27
1404,,3,point,16,3 wk ahead inc death,2020-06-14,2020-07-04
1428,,3,point,16,4 wk ahead inc death,2020-06-14,2020-07-11
1452,,281,point,17,1 wk ahead inc death,2020-06-14,2020-06-20
1476,,199,point,17,2 wk ahead inc death,2020-06-14,2020-06-27
1500,,139,point,17,3 wk ahead inc death,2020-06-14,2020-07-04
1524,,93,point,17,4 wk ahead inc death,2020-06-14,2020-07-11
1548,,108,point,18,1 wk ahead inc death,2020-06-14,2020-06-20
1572,,90,point,18,2 wk ahead inc death,2020-06-14,2020-06-27
1596,,77,point,18,3 wk ahead inc death,2020-06-14,2020-07-04
1620,,64,point,18,4 wk ahead inc death,2020-06-14,2020-07-11
1644,,8,point,20,1 wk ahead inc death,2020-06-14,2020-06-20
1668,,7,point,20,2 wk ahead inc death,2020-06-14,2020-06-27
1692,,5,point,20,3 wk ahead inc death,2020-06-14,2020-07-04
1716,,4,point,20,4 wk ahead inc death,2020-06-14,2020-07-11
1740,,26,point,21,1 wk ahead inc death,2020-06-14,2020-06-20
1764,,20,point,21,2 wk ahead inc death,2020-06-14,2020-06-27
1788,,15,point,21,3 wk ahead inc death,2020-06-14,2020-07-04
1812,,12,point,21,4 wk ahead inc death,2020-06-14,2020-07-11
1836,,94,point,22,1 wk ahead inc death,2020-06-14,2020-06-20
1860,,97,point,22,2 wk ahead inc death,2020-06-14,2020-06-27
1884,,104,point,22,3 wk ahead inc death,2020-06-14,2020-07-04
1908,,108,point,22,4 wk ahead inc death,2020-06-14,2020-07-11
1932,,216,point,25,1 wk ahead inc death,2020-06-14,2020-06-20
