value,target,target_end_date,type,quantile,forecast_date,location
29.139041900634734,1 wk ahead inc case,2020-11-28,point,,2020-11-18,48319
49.61528730392456,2 wk ahead inc case,2020-12-05,point,,2020-11-18,48319
169.25446510314873,1 wk ahead inc case,2020-11-28,point,,2020-11-18,45025
329.03920745849615,2 wk ahead inc case,2020-12-05,point,,2020-11-18,45025
152.42777442932132,1 wk ahead inc case,2020-11-28,point,,2020-11-18,1053
302.73447227478067,2 wk ahead inc case,2020-12-05,point,,2020-11-18,1053
157.18097305297854,1 wk ahead inc case,2020-11-28,point,,2020-11-18,41003
278.94201660156244,2 wk ahead inc case,2020-12-05,point,,2020-11-18,41003
171.0691614151001,1 wk ahead inc case,2020-11-28,point,,2020-11-18,26053
310.02072048187256,2 wk ahead inc case,2020-12-05,point,,2020-11-18,26053
8.546197831630721,1 wk ahead inc case,2020-11-28,point,,2020-11-18,31049
15.126286923885353,2 wk ahead inc case,2020-12-05,point,,2020-11-18,31049
90.00546169281006,1 wk ahead inc case,2020-11-28,point,,2020-11-18,36049
159.2324819564819,2 wk ahead inc case,2020-12-05,point,,2020-11-18,36049
695.7332572937013,1 wk ahead inc case,2020-11-28,point,,2020-11-18,37159
1299.5702781677244,2 wk ahead inc case,2020-12-05,point,,2020-11-18,37159
1797.0531463623047,1 wk ahead inc case,2020-11-28,point,,2020-11-18,12009
3394.5668792724573,2 wk ahead inc case,2020-12-05,point,,2020-11-18,12009
30.07275724411008,1 wk ahead inc case,2020-11-28,point,,2020-11-18,31015
54.014348268508904,2 wk ahead inc case,2020-12-05,point,,2020-11-18,31015
251.7429027557373,1 wk ahead inc case,2020-11-28,point,,2020-11-18,42119
443.59950065612793,2 wk ahead inc case,2020-12-05,point,,2020-11-18,42119
198.06872367858887,1 wk ahead inc case,2020-11-28,point,,2020-11-18,17023
348.077081680298,2 wk ahead inc case,2020-12-05,point,,2020-11-18,17023
168.83585357666036,1 wk ahead inc case,2020-11-28,point,,2020-11-18,28045
316.18342304229736,2 wk ahead inc case,2020-12-05,point,,2020-11-18,28045
157.6824531555176,1 wk ahead inc case,2020-11-28,point,,2020-11-18,40035
287.12206840515137,2 wk ahead inc case,2020-12-05,point,,2020-11-18,40035
7.080005526542664,1 wk ahead inc case,2020-11-28,point,,2020-11-18,31075
11.996136009693144,2 wk ahead inc case,2020-12-05,point,,2020-11-18,31075
105.2704048156736,1 wk ahead inc case,2020-11-28,point,,2020-11-18,53047
206.2189874649048,2 wk ahead inc case,2020-12-05,point,,2020-11-18,53047
360.40351486206055,1 wk ahead inc case,2020-11-28,point,,2020-11-18,25015
651.2435760498051,2 wk ahead inc case,2020-12-05,point,,2020-11-18,25015
1686.2278442382794,1 wk ahead inc case,2020-11-28,point,,2020-11-18,40027
3126.406280517578,2 wk ahead inc case,2020-12-05,point,,2020-11-18,40027
89.67334938049328,1 wk ahead inc case,2020-11-28,point,,2020-11-18,37091
174.98154735565208,2 wk ahead inc case,2020-12-05,point,,2020-11-18,37091
839.297248840332,1 wk ahead inc case,2020-11-28,point,,2020-11-18,41029
1504.2972030639648,2 wk ahead inc case,2020-12-05,point,,2020-11-18,41029
470.9798126220703,1 wk ahead inc case,2020-11-28,point,,2020-11-18,48329
915.1017646789552,2 wk ahead inc case,2020-12-05,point,,2020-11-18,48329
1971.1670379638672,1 wk ahead inc case,2020-11-28,point,,2020-11-18,22033
3585.015510559082,2 wk ahead inc case,2020-12-05,point,,2020-11-18,22033
53.642127990722656,1 wk ahead inc case,2020-11-28,point,,2020-11-18,36115
100.68571662902832,2 wk ahead inc case,2020-12-05,point,,2020-11-18,36115
21.378442764282227,1 wk ahead inc case,2020-11-28,point,,2020-11-18,38065
39.222695350646966,2 wk ahead inc case,2020-12-05,point,,2020-11-18,38065
877.1508865356454,1 wk ahead inc case,2020-11-28,point,,2020-11-18,30063
1593.496826171875,2 wk ahead inc case,2020-12-05,point,,2020-11-18,30063
51.2780179977417,1 wk ahead inc case,2020-11-28,point,,2020-11-18,20003
97.7892107963562,2 wk ahead inc case,2020-12-05,point,,2020-11-18,20003
312.63674736022926,1 wk ahead inc case,2020-11-28,point,,2020-11-18,21195
574.4272785186768,2 wk ahead inc case,2020-12-05,point,,2020-11-18,21195
298.5378704071045,1 wk ahead inc case,2020-11-28,point,,2020-11-18,22061
532.2988376617432,2 wk ahead inc case,2020-12-05,point,,2020-11-18,22061
4942.924865722656,1 wk ahead inc case,2020-11-28,point,,2020-11-18,4019
9342.950622558594,2 wk ahead inc case,2020-12-05,point,,2020-11-18,4019
155.2950172424314,1 wk ahead inc case,2020-11-28,point,,2020-11-18,1061
292.2493934631348,2 wk ahead inc case,2020-12-05,point,,2020-11-18,1061
55.828402996063225,1 wk ahead inc case,2020-11-28,point,,2020-11-18,17171
98.73853969573976,2 wk ahead inc case,2020-12-05,point,,2020-11-18,17171
64.36885690689087,1 wk ahead inc case,2020-11-28,point,,2020-11-18,51029
127.66149187088013,2 wk ahead inc case,2020-12-05,point,,2020-11-18,51029
686.7327423095702,1 wk ahead inc case,2020-11-28,point,,2020-11-18,37097
1281.204475402832,2 wk ahead inc case,2020-12-05,point,,2020-11-18,37097
16.668219804763822,1 wk ahead inc case,2020-11-28,point,,2020-11-18,21105
32.53295624256134,2 wk ahead inc case,2020-12-05,point,,2020-11-18,21105
39.799163818359375,1 wk ahead inc case,2020-11-28,point,,2020-11-18,30065
73.1090955734253,2 wk ahead inc case,2020-12-05,point,,2020-11-18,30065
87.22478675842285,1 wk ahead inc case,2020-11-28,point,,2020-11-18,56031
156.7939748764038,2 wk ahead inc case,2020-12-05,point,,2020-11-18,56031
114.61146068573021,1 wk ahead inc case,2020-11-28,point,,2020-11-18,48179
222.1370096206665,2 wk ahead inc case,2020-12-05,point,,2020-11-18,48179
538.7206344604492,1 wk ahead inc case,2020-11-28,point,,2020-11-18,13215
1087.2934799194336,2 wk ahead inc case,2020-12-05,point,,2020-11-18,13215
17.033476591110258,1 wk ahead inc case,2020-11-28,point,,2020-11-18,48195
34.898531317710884,2 wk ahead inc case,2020-12-05,point,,2020-11-18,48195
5.9444207549095145,1 wk ahead inc case,2020-11-28,point,,2020-11-18,48393
10.30408614873886,2 wk ahead inc case,2020-12-05,point,,2020-11-18,48393
469.0819931030278,1 wk ahead inc case,2020-11-28,point,,2020-11-18,39055
830.6996841430664,2 wk ahead inc case,2020-12-05,point,,2020-11-18,39055
151.74134635925282,1 wk ahead inc case,2020-11-28,point,,2020-11-18,30067
266.6263694763184,2 wk ahead inc case,2020-12-05,point,,2020-11-18,30067
253.1607818603516,1 wk ahead inc case,2020-11-28,point,,2020-11-18,40097
458.56175422668457,2 wk ahead inc case,2020-12-05,point,,2020-11-18,40097
205.44363594055199,1 wk ahead inc case,2020-11-28,point,,2020-11-18,37069
390.32616043090775,2 wk ahead inc case,2020-12-05,point,,2020-11-18,37069
221.09956550598145,1 wk ahead inc case,2020-11-28,point,,2020-11-18,42109
386.2187881469729,2 wk ahead inc case,2020-12-05,point,,2020-11-18,42109
2321.700561523437,1 wk ahead inc case,2020-11-28,point,,2020-11-18,55073
4274.884643554688,2 wk ahead inc case,2020-12-05,point,,2020-11-18,55073
1498.101692199707,1 wk ahead inc case,2020-11-28,point,,2020-11-18,12127
2878.669235229492,2 wk ahead inc case,2020-12-05,point,,2020-11-18,12127
41.73663759231568,1 wk ahead inc case,2020-11-28,point,,2020-11-18,8109
76.66212654113771,2 wk ahead inc case,2020-12-05,point,,2020-11-18,8109
57.44609069824219,1 wk ahead inc case,2020-11-28,point,,2020-11-18,21031
111.23534965515137,2 wk ahead inc case,2020-12-05,point,,2020-11-18,21031
181.21193122863747,1 wk ahead inc case,2020-11-28,point,,2020-11-18,17181
325.31461143493647,2 wk ahead inc case,2020-12-05,point,,2020-11-18,17181
14.357472658157265,1 wk ahead inc case,2020-11-28,point,,2020-11-18,48031
29.28177118301392,2 wk ahead inc case,2020-12-05,point,,2020-11-18,48031
175.37554264068604,1 wk ahead inc case,2020-11-28,point,,2020-11-18,1133
326.9160623550415,2 wk ahead inc case,2020-12-05,point,,2020-11-18,1133
68.28593015670775,1 wk ahead inc case,2020-11-28,point,,2020-11-18,46007
125.33827495574951,2 wk ahead inc case,2020-12-05,point,,2020-11-18,46007
141.51639842987058,1 wk ahead inc case,2020-11-28,point,,2020-11-18,21173
262.50746822357183,2 wk ahead inc case,2020-12-05,point,,2020-11-18,21173
45.5513157844544,1 wk ahead inc case,2020-11-28,point,,2020-11-18,20205
82.2792129516602,2 wk ahead inc case,2020-12-05,point,,2020-11-18,20205
17.483448743820205,1 wk ahead inc case,2020-11-28,point,,2020-11-18,20129
33.39118385314941,2 wk ahead inc case,2020-12-05,point,,2020-11-18,20129
49.78926753997803,1 wk ahead inc case,2020-11-28,point,,2020-11-18,48089
94.89545965194702,2 wk ahead inc case,2020-12-05,point,,2020-11-18,48089
659.2563972473146,1 wk ahead inc case,2020-11-28,point,,2020-11-18,17141
1192.2169303894045,2 wk ahead inc case,2020-12-05,point,,2020-11-18,17141
421.1065406799321,1 wk ahead inc case,2020-11-28,point,,2020-11-18,35035
773.7798156738281,2 wk ahead inc case,2020-12-05,point,,2020-11-18,35035
2380.144302368164,1 wk ahead inc case,2020-11-28,point,,2020-11-18,12105
4605.555053710938,2 wk ahead inc case,2020-12-05,point,,2020-11-18,12105
75.34418439865112,1 wk ahead inc case,2020-11-28,point,,2020-11-18,22123
131.6924142837522,2 wk ahead inc case,2020-12-05,point,,2020-11-18,22123
917.2088088989258,1 wk ahead inc case,2020-11-28,point,,2020-11-18,40031
1633.369384765625,2 wk ahead inc case,2020-12-05,point,,2020-11-18,40031
279.94919586181663,1 wk ahead inc case,2020-11-28,point,,2020-11-18,29083
488.7615261077879,2 wk ahead inc case,2020-12-05,point,,2020-11-18,29083
73.070230960846,1 wk ahead inc case,2020-11-28,point,,2020-11-18,46031
134.13943147659302,2 wk ahead inc case,2020-12-05,point,,2020-11-18,46031
48.24055719375616,1 wk ahead inc case,2020-11-28,point,,2020-11-18,1037
83.65142869949341,2 wk ahead inc case,2020-12-05,point,,2020-11-18,1037
196.35975074768064,1 wk ahead inc case,2020-11-28,point,,2020-11-18,51590
376.2262954711914,2 wk ahead inc case,2020-12-05,point,,2020-11-18,51590
127.1389493942262,1 wk ahead inc case,2020-11-28,point,,2020-11-18,19089
224.1686716079713,2 wk ahead inc case,2020-12-05,point,,2020-11-18,19089
36.64389228820801,1 wk ahead inc case,2020-11-28,point,,2020-11-18,5097
65.5224866867065,2 wk ahead inc case,2020-12-05,point,,2020-11-18,5097
94.07168769836426,1 wk ahead inc case,2020-11-28,point,,2020-11-18,33007
162.7382755279541,2 wk ahead inc case,2020-12-05,point,,2020-11-18,33007
52.77983283996585,1 wk ahead inc case,2020-11-28,point,,2020-11-18,38039
93.10740566253656,2 wk ahead inc case,2020-12-05,point,,2020-11-18,38039
54.52241277694702,1 wk ahead inc case,2020-11-28,point,,2020-11-18,29093
96.7844581604004,2 wk ahead inc case,2020-12-05,point,,2020-11-18,29093
288.6983394622805,1 wk ahead inc case,2020-11-28,point,,2020-11-18,40041
533.536657333374,2 wk ahead inc case,2020-12-05,point,,2020-11-18,40041
7.031313300132752,1 wk ahead inc case,2020-11-28,point,,2020-11-18,16033
12.99019491672516,2 wk ahead inc case,2020-12-05,point,,2020-11-18,16033
103.21790981292723,1 wk ahead inc case,2020-11-28,point,,2020-11-18,30083
185.85046672821025,2 wk ahead inc case,2020-12-05,point,,2020-11-18,30083
39.211786508560145,1 wk ahead inc case,2020-11-28,point,,2020-11-18,8113
68.77531838417053,2 wk ahead inc case,2020-12-05,point,,2020-11-18,8113
243.67644691467274,1 wk ahead inc case,2020-11-28,point,,2020-11-18,27157
429.44859886169456,2 wk ahead inc case,2020-12-05,point,,2020-11-18,27157
652.7075462341309,1 wk ahead inc case,2020-11-28,point,,2020-11-18,20045
1168.739475250244,2 wk ahead inc case,2020-12-05,point,,2020-11-18,20045
139.4463653564452,1 wk ahead inc case,2020-11-28,point,,2020-11-18,36051
250.0365047454834,2 wk ahead inc case,2020-12-05,point,,2020-11-18,36051
160.53693294525146,1 wk ahead inc case,2020-11-28,point,,2020-11-18,18015
287.2152690887451,2 wk ahead inc case,2020-12-05,point,,2020-11-18,18015
593.6849555969237,1 wk ahead inc case,2020-11-28,point,,2020-11-18,10001
1110.9074096679688,2 wk ahead inc case,2020-12-05,point,,2020-11-18,10001
2.455410256981853,1 wk ahead inc case,2020-11-28,point,,2020-11-18,2100
4.578493461012839,2 wk ahead inc case,2020-12-05,point,,2020-11-18,2100
26.53052258491519,1 wk ahead inc case,2020-11-28,point,,2020-11-18,20017
48.32456302642825,2 wk ahead inc case,2020-12-05,point,,2020-11-18,20017
897.2332763671884,1 wk ahead inc case,2020-11-28,point,,2020-11-18,21015
1599.9670333862314,2 wk ahead inc case,2020-12-05,point,,2020-11-18,21015
260.57032012939453,1 wk ahead inc case,2020-11-28,point,,2020-11-18,19025
461.33218574523926,2 wk ahead inc case,2020-12-05,point,,2020-11-18,19025
32.430593252182014,1 wk ahead inc case,2020-11-28,point,,2020-11-18,48103
52.97165632247925,2 wk ahead inc case,2020-12-05,point,,2020-11-18,48103
333.0798110961918,1 wk ahead inc case,2020-11-28,point,,2020-11-18,22001
643.2391262054433,2 wk ahead inc case,2020-12-05,point,,2020-11-18,22001
123.2158203125,1 wk ahead inc case,2020-11-28,point,,2020-11-18,42099
223.76113319396973,2 wk ahead inc case,2020-12-05,point,,2020-11-18,42099
961.5690994262696,1 wk ahead inc case,2020-11-28,point,,2020-11-18,47119
1736.695213317871,2 wk ahead inc case,2020-12-05,point,,2020-11-18,47119
107.30047655105614,1 wk ahead inc case,2020-11-28,point,,2020-11-18,20125
195.44287252426147,2 wk ahead inc case,2020-12-05,point,,2020-11-18,20125
263.591495513916,1 wk ahead inc case,2020-11-28,point,,2020-11-18,32023
472.89766311645513,2 wk ahead inc case,2020-12-05,point,,2020-11-18,32023
93.21085262298573,1 wk ahead inc case,2020-11-28,point,,2020-11-18,6023
176.26700782775882,2 wk ahead inc case,2020-12-05,point,,2020-11-18,6023
25.919270515441927,1 wk ahead inc case,2020-11-28,point,,2020-11-18,20127
48.15724778175357,2 wk ahead inc case,2020-12-05,point,,2020-11-18,20127
173.786482810974,1 wk ahead inc case,2020-11-28,point,,2020-11-18,19115
327.8251104354856,2 wk ahead inc case,2020-12-05,point,,2020-11-18,19115
57.71052551269531,1 wk ahead inc case,2020-11-28,point,,2020-11-18,37053
102.5153431892395,2 wk ahead inc case,2020-12-05,point,,2020-11-18,37053
30.04546880722046,1 wk ahead inc case,2020-11-28,point,,2020-11-18,50019
52.15365958213806,2 wk ahead inc case,2020-12-05,point,,2020-11-18,50019
9.494255244731905,1 wk ahead inc case,2020-11-28,point,,2020-11-18,13239
17.454693853855133,2 wk ahead inc case,2020-12-05,point,,2020-11-18,13239
110.49539279937744,1 wk ahead inc case,2020-11-28,point,,2020-11-18,12059
199.27376747131348,2 wk ahead inc case,2020-12-05,point,,2020-11-18,12059
4.1338516771793365,1 wk ahead inc case,2020-11-28,point,,2020-11-18,31183
7.061217159032817,2 wk ahead inc case,2020-12-05,point,,2020-11-18,31183
116.5448551177978,1 wk ahead inc case,2020-11-28,point,,2020-11-18,26133
207.30816555023185,2 wk ahead inc case,2020-12-05,point,,2020-11-18,26133
1038.5128784179688,1 wk ahead inc case,2020-11-28,point,,2020-11-18,45007
1941.745346069336,2 wk ahead inc case,2020-12-05,point,,2020-11-18,45007
2626.8876953125,1 wk ahead inc case,2020-11-28,point,,2020-11-18,47065
4830.05101013184,2 wk ahead inc case,2020-12-05,point,,2020-11-18,47065
153.3246364593506,1 wk ahead inc case,2020-11-28,point,,2020-11-18,48341
301.4128608703613,2 wk ahead inc case,2020-12-05,point,,2020-11-18,48341
769.6181945800781,1 wk ahead inc case,2020-11-28,point,,2020-11-18,35025
1387.792709350586,2 wk ahead inc case,2020-12-05,point,,2020-11-18,35025
189.09815216064453,1 wk ahead inc case,2020-11-28,point,,2020-11-18,39031
337.23304557800293,2 wk ahead inc case,2020-12-05,point,,2020-11-18,39031
370.3755645751955,1 wk ahead inc case,2020-11-28,point,,2020-11-18,35029
675.9899139404292,2 wk ahead inc case,2020-12-05,point,,2020-11-18,35029
24.385433673858643,1 wk ahead inc case,2020-11-28,point,,2020-11-18,30011
44.684110522270174,2 wk ahead inc case,2020-12-05,point,,2020-11-18,30011
135.38272857666016,1 wk ahead inc case,2020-11-28,point,,2020-11-18,45089
257.5224475860598,2 wk ahead inc case,2020-12-05,point,,2020-11-18,45089
244.415075302124,1 wk ahead inc case,2020-11-28,point,,2020-11-18,37105
479.1123962402344,2 wk ahead inc case,2020-12-05,point,,2020-11-18,37105
101.5134515762328,1 wk ahead inc case,2020-11-28,point,,2020-11-18,5107
193.6996994018557,2 wk ahead inc case,2020-12-05,point,,2020-11-18,5107
62.108603954315186,1 wk ahead inc case,2020-11-28,point,,2020-11-18,48293
123.10511827468872,2 wk ahead inc case,2020-12-05,point,,2020-11-18,48293
830.7707443237305,1 wk ahead inc case,2020-11-28,point,,2020-11-18,16065
1537.2870178222665,2 wk ahead inc case,2020-12-05,point,,2020-11-18,16065
354.46189308166504,1 wk ahead inc case,2020-11-28,point,,2020-11-18,28067
688.367353439331,2 wk ahead inc case,2020-12-05,point,,2020-11-18,28067
1065.5735168457034,1 wk ahead inc case,2020-11-28,point,,2020-11-18,12083
2057.365982055664,2 wk ahead inc case,2020-12-05,point,,2020-11-18,12083
330.2772960662842,1 wk ahead inc case,2020-11-28,point,,2020-11-18,21113
592.6506481170647,2 wk ahead inc case,2020-12-05,point,,2020-11-18,21113
238.2990837097168,1 wk ahead inc case,2020-11-28,point,,2020-11-18,22099
451.35290336608887,2 wk ahead inc case,2020-12-05,point,,2020-11-18,22099
7.146617352962494,1 wk ahead inc case,2020-11-28,point,,2020-11-18,48011
13.486534953117369,2 wk ahead inc case,2020-12-05,point,,2020-11-18,48011
256.13394737243647,1 wk ahead inc case,2020-11-28,point,,2020-11-18,21177
461.9106674194336,2 wk ahead inc case,2020-12-05,point,,2020-11-18,21177
68.92680311203003,1 wk ahead inc case,2020-11-28,point,,2020-11-18,5099
127.2765336036682,2 wk ahead inc case,2020-12-05,point,,2020-11-18,5099
41.726158380508366,1 wk ahead inc case,2020-11-28,point,,2020-11-18,48299
77.29275774955751,2 wk ahead inc case,2020-12-05,point,,2020-11-18,48299
574.986270904541,1 wk ahead inc case,2020-11-28,point,,2020-11-18,34011
1100.171573638916,2 wk ahead inc case,2020-12-05,point,,2020-11-18,34011
55.456809997558594,1 wk ahead inc case,2020-11-28,point,,2020-11-18,37041
103.5538477897644,2 wk ahead inc case,2020-12-05,point,,2020-11-18,37041
734.3141746520996,1 wk ahead inc case,2020-11-28,point,,2020-11-18,35031
1376.442943572998,2 wk ahead inc case,2020-12-05,point,,2020-11-18,35031
103.02109336853027,1 wk ahead inc case,2020-11-28,point,,2020-11-18,21045
185.69440841674805,2 wk ahead inc case,2020-12-05,point,,2020-11-18,21045
39.43491983413693,1 wk ahead inc case,2020-11-28,point,,2020-11-18,8055
68.5600965023041,2 wk ahead inc case,2020-12-05,point,,2020-11-18,8055
5941.8408203125,1 wk ahead inc case,2020-11-28,point,,2020-11-18,12095
11255.556610107422,2 wk ahead inc case,2020-12-05,point,,2020-11-18,12095
301.4288139343262,1 wk ahead inc case,2020-11-28,point,,2020-11-18,45031
580.7748260498051,2 wk ahead inc case,2020-12-05,point,,2020-11-18,45031
290.7777104377751,1 wk ahead inc case,2020-11-28,point,,2020-11-18,20037
520.9256167411803,2 wk ahead inc case,2020-12-05,point,,2020-11-18,20037
61.2129287719726,1 wk ahead inc case,2020-11-28,point,,2020-11-18,31127
109.98113822937012,2 wk ahead inc case,2020-12-05,point,,2020-11-18,31127
60.41888093948364,1 wk ahead inc case,2020-11-28,point,,2020-11-18,13161
116.45333671569824,2 wk ahead inc case,2020-12-05,point,,2020-11-18,13161
376.3721046447745,1 wk ahead inc case,2020-11-28,point,,2020-11-18,48187
749.6217956542969,2 wk ahead inc case,2020-12-05,point,,2020-11-18,48187
228.98223114013672,1 wk ahead inc case,2020-11-28,point,,2020-11-18,47159
411.9264545440674,2 wk ahead inc case,2020-12-05,point,,2020-11-18,47159
96.3983073234558,1 wk ahead inc case,2020-11-28,point,,2020-11-18,48255
184.90063190460202,2 wk ahead inc case,2020-12-05,point,,2020-11-18,48255
348.4091148376465,1 wk ahead inc case,2020-11-28,point,,2020-11-18,28093
636.129825592041,2 wk ahead inc case,2020-12-05,point,,2020-11-18,28093
700.5097198486328,1 wk ahead inc case,2020-11-28,point,,2020-11-18,35045
1307.1657257080078,2 wk ahead inc case,2020-12-05,point,,2020-11-18,35045
456.78017234802337,1 wk ahead inc case,2020-11-28,point,,2020-11-18,20057
844.0302295684805,2 wk ahead inc case,2020-12-05,point,,2020-11-18,20057
71.58588886260986,1 wk ahead inc case,2020-11-28,point,,2020-11-18,51077
130.24111366271973,2 wk ahead inc case,2020-12-05,point,,2020-11-18,51077
153.12496185302803,1 wk ahead inc case,2020-11-28,point,,2020-11-18,12049
307.9580154418945,2 wk ahead inc case,2020-12-05,point,,2020-11-18,12049
105.4286012649536,1 wk ahead inc case,2020-11-28,point,,2020-11-18,5049
192.022479057312,2 wk ahead inc case,2020-12-05,point,,2020-11-18,5049
69.19017028808594,1 wk ahead inc case,2020-11-28,point,,2020-11-18,53009
121.49790906906128,2 wk ahead inc case,2020-12-05,point,,2020-11-18,53009
236.6351585388184,1 wk ahead inc case,2020-11-28,point,,2020-11-18,29186
424.70931816101074,2 wk ahead inc case,2020-12-05,point,,2020-11-18,29186
149.98964595794678,1 wk ahead inc case,2020-11-28,point,,2020-11-18,48445
271.4634637832644,2 wk ahead inc case,2020-12-05,point,,2020-11-18,48445
262.1737728118896,1 wk ahead inc case,2020-11-28,point,,2020-11-18,28085
479.1319923400879,2 wk ahead inc case,2020-12-05,point,,2020-11-18,28085
136.54616165161198,1 wk ahead inc case,2020-11-28,point,,2020-11-18,48347
277.2492122650146,2 wk ahead inc case,2020-12-05,point,,2020-11-18,48347
227.42782735824585,1 wk ahead inc case,2020-11-28,point,,2020-11-18,44009
414.28702974319464,2 wk ahead inc case,2020-12-05,point,,2020-11-18,44009
204.87532806396476,1 wk ahead inc case,2020-11-28,point,,2020-11-18,27001
357.39916419982916,2 wk ahead inc case,2020-12-05,point,,2020-11-18,27001
161.94435214996338,1 wk ahead inc case,2020-11-28,point,,2020-11-18,38057
293.2575407028198,2 wk ahead inc case,2020-12-05,point,,2020-11-18,38057
405.17024612426763,1 wk ahead inc case,2020-11-28,point,,2020-11-18,17107
711.7569694519044,2 wk ahead inc case,2020-12-05,point,,2020-11-18,17107
3.4275249242782633,1 wk ahead inc case,2020-11-28,point,,2020-11-18,48447
6.238146930932999,2 wk ahead inc case,2020-12-05,point,,2020-11-18,48447
2.5447457879781723,1 wk ahead inc case,2020-11-28,point,,2020-11-18,48345
4.951085105538372,2 wk ahead inc case,2020-12-05,point,,2020-11-18,48345
259.01395225524897,1 wk ahead inc case,2020-11-28,point,,2020-11-18,47097
490.56853294372564,2 wk ahead inc case,2020-12-05,point,,2020-11-18,47097
125.06331443786621,1 wk ahead inc case,2020-11-28,point,,2020-11-18,13207
233.10332012176536,2 wk ahead inc case,2020-12-05,point,,2020-11-18,13207
34.832632303237915,1 wk ahead inc case,2020-11-28,point,,2020-11-18,8095
61.50923109054562,2 wk ahead inc case,2020-12-05,point,,2020-11-18,8095
546.8841438293457,1 wk ahead inc case,2020-11-28,point,,2020-11-18,40047
1014.052360534668,2 wk ahead inc case,2020-12-05,point,,2020-11-18,40047
1642.8408508300781,1 wk ahead inc case,2020-11-28,point,,2020-11-18,48355
3329.9761657714844,2 wk ahead inc case,2020-12-05,point,,2020-11-18,48355
21.04548037052155,1 wk ahead inc case,2020-11-28,point,,2020-11-18,22107
37.73447930812839,2 wk ahead inc case,2020-12-05,point,,2020-11-18,22107
183.22830963134768,1 wk ahead inc case,2020-11-28,point,,2020-11-18,29049
333.92692947387695,2 wk ahead inc case,2020-12-05,point,,2020-11-18,29049
135.34402465820312,1 wk ahead inc case,2020-11-28,point,,2020-11-18,20027
227.61639022827148,2 wk ahead inc case,2020-12-05,point,,2020-11-18,20027
125.86259746551514,1 wk ahead inc case,2020-11-28,point,,2020-11-18,49029
220.0474615097046,2 wk ahead inc case,2020-12-05,point,,2020-11-18,49029
85.70503139495827,1 wk ahead inc case,2020-11-28,point,,2020-11-18,13145
169.60919952392578,2 wk ahead inc case,2020-12-05,point,,2020-11-18,13145
24.12213230133057,1 wk ahead inc case,2020-11-28,point,,2020-11-18,31073
43.69554972648621,2 wk ahead inc case,2020-12-05,point,,2020-11-18,31073
145.7557544708252,1 wk ahead inc case,2020-11-28,point,,2020-11-18,21121
278.58637619018555,2 wk ahead inc case,2020-12-05,point,,2020-11-18,21121
600.8882789611827,1 wk ahead inc case,2020-11-28,point,,2020-11-18,13077
1128.8771171569826,2 wk ahead inc case,2020-12-05,point,,2020-11-18,13077
455.9492874145508,1 wk ahead inc case,2020-11-28,point,,2020-11-18,29213
841.8069763183594,2 wk ahead inc case,2020-12-05,point,,2020-11-18,29213
155.18958282470703,1 wk ahead inc case,2020-11-28,point,,2020-11-18,24047
295.8706588745115,2 wk ahead inc case,2020-12-05,point,,2020-11-18,24047
86.21023845672606,1 wk ahead inc case,2020-11-28,point,,2020-11-18,45001
160.00463676452637,2 wk ahead inc case,2020-12-05,point,,2020-11-18,45001
292.4172649383545,1 wk ahead inc case,2020-11-28,point,,2020-11-18,12035
553.7335071563722,2 wk ahead inc case,2020-12-05,point,,2020-11-18,12035
311.69090270996094,1 wk ahead inc case,2020-11-28,point,,2020-11-18,18031
554.1145210266113,2 wk ahead inc case,2020-12-05,point,,2020-11-18,18031
3487.41796875,1 wk ahead inc case,2020-11-28,point,,2020-11-18,42091
6295.945495605469,2 wk ahead inc case,2020-12-05,point,,2020-11-18,42091
29.90536332130432,1 wk ahead inc case,2020-11-28,point,,2020-11-18,48109
54.18903183937081,2 wk ahead inc case,2020-12-05,point,,2020-11-18,48109
208.2748336791988,1 wk ahead inc case,2020-11-28,point,,2020-11-18,5123
404.46039772033686,2 wk ahead inc case,2020-12-05,point,,2020-11-18,5123
32.35349154472351,1 wk ahead inc case,2020-11-28,point,,2020-11-18,38011
59.70477676391602,2 wk ahead inc case,2020-12-05,point,,2020-11-18,38011
16.99901008605957,1 wk ahead inc case,2020-11-28,point,,2020-11-18,2016
31.902472972869873,2 wk ahead inc case,2020-12-05,point,,2020-11-18,2016
134.62426567077637,1 wk ahead inc case,2020-11-28,point,,2020-11-18,54009
234.43124771118164,2 wk ahead inc case,2020-12-05,point,,2020-11-18,54009
665.9328269958496,1 wk ahead inc case,2020-11-28,point,,2020-11-18,18053
1193.406772613525,2 wk ahead inc case,2020-12-05,point,,2020-11-18,18053
314.6275119781488,1 wk ahead inc case,2020-11-28,point,,2020-11-18,24015
573.1801471710205,2 wk ahead inc case,2020-12-05,point,,2020-11-18,24015
290.70895195007256,1 wk ahead inc case,2020-11-28,point,,2020-11-18,55061
535.5542545318604,2 wk ahead inc case,2020-12-05,point,,2020-11-18,55061
30.22494435310361,1 wk ahead inc case,2020-11-28,point,,2020-11-18,20083
54.96809697151184,2 wk ahead inc case,2020-12-05,point,,2020-11-18,20083
120.29972553253151,1 wk ahead inc case,2020-11-28,point,,2020-11-18,1091
236.267258644104,2 wk ahead inc case,2020-12-05,point,,2020-11-18,1091
54.84405374526983,1 wk ahead inc case,2020-11-28,point,,2020-11-18,5039
94.5627670288086,2 wk ahead inc case,2020-12-05,point,,2020-11-18,5039
