,Unnamed: 0,forecast_date,target,target_end_date,location,location_name,type,quantile,value,Unnamed: 0.1
1587,36699.0,2020-05-09,6 day ahead inc hosp,2020-05-15,41,Oregon,point,,29.112639911236833,
1588,36700.0,2020-05-09,7 day ahead inc hosp,2020-05-16,41,Oregon,point,,29.0394521381472,
1589,36701.0,2020-05-09,8 day ahead inc hosp,2020-05-17,41,Oregon,point,,28.964274560738268,
1590,36702.0,2020-05-09,9 day ahead inc hosp,2020-05-18,41,Oregon,point,,28.887418188802627,
1591,36703.0,2020-05-09,10 day ahead inc hosp,2020-05-19,41,Oregon,point,,28.80901881516025,
1592,36704.0,2020-05-09,11 day ahead inc hosp,2020-05-20,41,Oregon,point,,28.72907643981109,
1593,36705.0,2020-05-09,12 day ahead inc hosp,2020-05-21,41,Oregon,point,,28.64759445992013,
1594,36706.0,2020-05-09,13 day ahead inc hosp,2020-05-22,41,Oregon,point,,28.56462548475525,
1595,36707.0,2020-05-09,14 day ahead inc hosp,2020-05-23,41,Oregon,point,,28.480333307538423,
1596,37632.0,2020-05-09,1 day ahead cum death,2020-05-10,42,Pennsylvania,point,,2611.067003989236,
1597,37633.0,2020-05-09,2 day ahead cum death,2020-05-11,42,Pennsylvania,point,,2685.319597806968,
1598,37634.0,2020-05-09,3 day ahead cum death,2020-05-12,42,Pennsylvania,point,,2758.858223683488,
1599,37635.0,2020-05-09,4 day ahead cum death,2020-05-13,42,Pennsylvania,point,,2831.682880224073,
1600,37636.0,2020-05-09,5 day ahead cum death,2020-05-14,42,Pennsylvania,point,,2903.775436056298,
1601,37637.0,2020-05-09,6 day ahead cum death,2020-05-15,42,Pennsylvania,point,,2975.091932347675,
1602,37638.0,2020-05-09,7 day ahead cum death,2020-05-16,42,Pennsylvania,point,,3045.6068272826483,
1603,37639.0,2020-05-09,8 day ahead cum death,2020-05-17,42,Pennsylvania,point,,3115.3201208612177,
1604,37640.0,2020-05-09,9 day ahead cum death,2020-05-18,42,Pennsylvania,point,,3184.231813083385,
1605,37641.0,2020-05-09,10 day ahead cum death,2020-05-19,42,Pennsylvania,point,,3252.331420083744,
1606,37642.0,2020-05-09,11 day ahead cum death,2020-05-20,42,Pennsylvania,point,,3319.5884450435638,
1607,37643.0,2020-05-09,12 day ahead cum death,2020-05-21,42,Pennsylvania,point,,3385.989777466025,
1608,37644.0,2020-05-09,13 day ahead cum death,2020-05-22,42,Pennsylvania,point,,3451.548215544966,
1609,37645.0,2020-05-09,14 day ahead cum death,2020-05-23,42,Pennsylvania,point,,3516.261712051491,
1610,37646.0,2020-05-09,1 day ahead inc death,2020-05-10,42,Pennsylvania,point,,74.96656175894559,
1611,37647.0,2020-05-09,2 day ahead inc death,2020-05-11,42,Pennsylvania,point,,74.25259381773229,
1612,37648.0,2020-05-09,3 day ahead inc death,2020-05-12,42,Pennsylvania,point,,73.53862587651948,
1613,37649.0,2020-05-09,4 day ahead inc death,2020-05-13,42,Pennsylvania,point,,72.82465654058599,
1614,37650.0,2020-05-09,5 day ahead inc death,2020-05-14,42,Pennsylvania,point,,72.09255583222469,
1615,37651.0,2020-05-09,6 day ahead inc death,2020-05-15,42,Pennsylvania,point,,71.31649629137675,
1616,37652.0,2020-05-09,7 day ahead inc death,2020-05-16,42,Pennsylvania,point,,70.5148949349732,
1617,37653.0,2020-05-09,8 day ahead inc death,2020-05-17,42,Pennsylvania,point,,69.71329357856979,
1618,37654.0,2020-05-09,9 day ahead inc death,2020-05-18,42,Pennsylvania,point,,68.91169222216669,
1619,37655.0,2020-05-09,10 day ahead inc death,2020-05-19,42,Pennsylvania,point,,68.09960700035957,
1620,37656.0,2020-05-09,11 day ahead inc death,2020-05-20,42,Pennsylvania,point,,67.2570249598201,
1621,37657.0,2020-05-09,12 day ahead inc death,2020-05-21,42,Pennsylvania,point,,66.40133242246071,
1622,37658.0,2020-05-09,13 day ahead inc death,2020-05-22,42,Pennsylvania,point,,65.55843807894111,
1623,37659.0,2020-05-09,14 day ahead inc death,2020-05-23,42,Pennsylvania,point,,64.71349650652485,
1624,37660.0,2020-05-09,1 day ahead inc hosp,2020-05-10,42,Pennsylvania,point,,334.18477695651217,
1625,37661.0,2020-05-09,2 day ahead inc hosp,2020-05-11,42,Pennsylvania,point,,330.69276425637594,
1626,37662.0,2020-05-09,3 day ahead inc hosp,2020-05-12,42,Pennsylvania,point,,327.12646454013964,
1627,37663.0,2020-05-09,4 day ahead inc hosp,2020-05-13,42,Pennsylvania,point,,323.48587847341906,
1628,37664.0,2020-05-09,5 day ahead inc hosp,2020-05-14,42,Pennsylvania,point,,319.7796590757155,
1629,37665.0,2020-05-09,6 day ahead inc hosp,2020-05-15,42,Pennsylvania,point,,316.02878526830153,
1630,37666.0,2020-05-09,7 day ahead inc hosp,2020-05-16,42,Pennsylvania,point,,312.24544663191153,
1631,37667.0,2020-05-09,8 day ahead inc hosp,2020-05-17,42,Pennsylvania,point,,308.42964316654593,
1632,37668.0,2020-05-09,9 day ahead inc hosp,2020-05-18,42,Pennsylvania,point,,304.58137487220705,
1633,37669.0,2020-05-09,10 day ahead inc hosp,2020-05-19,42,Pennsylvania,point,,300.706164354408,
1634,37670.0,2020-05-09,11 day ahead inc hosp,2020-05-20,42,Pennsylvania,point,,296.82011791450816,
1635,37671.0,2020-05-09,12 day ahead inc hosp,2020-05-21,42,Pennsylvania,point,,292.9304306027268,
1636,37672.0,2020-05-09,13 day ahead inc hosp,2020-05-22,42,Pennsylvania,point,,289.0314452542591,
1637,37673.0,2020-05-09,14 day ahead inc hosp,2020-05-23,42,Pennsylvania,point,,285.12593138189965,
1638,38598.0,2020-05-09,1 day ahead cum death,2020-05-10,44,Rhode Island,point,,331.61077574622163,
1639,38599.0,2020-05-09,2 day ahead cum death,2020-05-11,44,Rhode Island,point,,346.0816347465181,
1640,38600.0,2020-05-09,3 day ahead cum death,2020-05-12,44,Rhode Island,point,,360.71801117098977,
1641,38601.0,2020-05-09,4 day ahead cum death,2020-05-13,44,Rhode Island,point,,375.5080586151681,
1642,38602.0,2020-05-09,5 day ahead cum death,2020-05-14,44,Rhode Island,point,,390.4202002121203,
1643,38603.0,2020-05-09,6 day ahead cum death,2020-05-15,44,Rhode Island,point,,405.4641377195396,
1644,38604.0,2020-05-09,7 day ahead cum death,2020-05-16,44,Rhode Island,point,,420.6487079512735,
1645,38605.0,2020-05-09,8 day ahead cum death,2020-05-17,44,Rhode Island,point,,436.0181435988612,
1646,38606.0,2020-05-09,9 day ahead cum death,2020-05-18,44,Rhode Island,point,,451.41639720543793,
1647,38607.0,2020-05-09,10 day ahead cum death,2020-05-19,44,Rhode Island,point,,466.8943706454599,
1648,38608.0,2020-05-09,11 day ahead cum death,2020-05-20,44,Rhode Island,point,,482.4997592619225,
1649,38609.0,2020-05-09,12 day ahead cum death,2020-05-21,44,Rhode Island,point,,498.22462755801115,
1650,38610.0,2020-05-09,13 day ahead cum death,2020-05-22,44,Rhode Island,point,,514.0295433170713,
1651,38611.0,2020-05-09,14 day ahead cum death,2020-05-23,44,Rhode Island,point,,529.9125067077151,
1652,38612.0,2020-05-09,1 day ahead inc death,2020-05-10,44,Rhode Island,point,,14.309015874298026,
1653,38613.0,2020-05-09,2 day ahead inc death,2020-05-11,44,Rhode Island,point,,14.47085900029648,
1654,38614.0,2020-05-09,3 day ahead inc death,2020-05-12,44,Rhode Island,point,,14.63637642447168,
1655,38615.0,2020-05-09,4 day ahead inc death,2020-05-13,44,Rhode Island,point,,14.790047444178386,
1656,38616.0,2020-05-09,5 day ahead inc death,2020-05-14,44,Rhode Island,point,,14.91214159695211,
1657,38617.0,2020-05-09,6 day ahead inc death,2020-05-15,44,Rhode Island,point,,15.043937507419347,
1658,38618.0,2020-05-09,7 day ahead inc death,2020-05-16,44,Rhode Island,point,,15.184570231733895,
1659,38619.0,2020-05-09,8 day ahead inc death,2020-05-17,44,Rhode Island,point,,15.369435647587615,
1660,38620.0,2020-05-09,9 day ahead inc death,2020-05-18,44,Rhode Island,point,,15.398253606576805,
1661,38621.0,2020-05-09,10 day ahead inc death,2020-05-19,44,Rhode Island,point,,15.477973440022009,
1662,38622.0,2020-05-09,11 day ahead inc death,2020-05-20,44,Rhode Island,point,,15.605388616462516,
1663,38623.0,2020-05-09,12 day ahead inc death,2020-05-21,44,Rhode Island,point,,15.724868296088758,
1664,38624.0,2020-05-09,13 day ahead inc death,2020-05-22,44,Rhode Island,point,,15.804915759060282,
1665,38625.0,2020-05-09,14 day ahead inc death,2020-05-23,44,Rhode Island,point,,15.88296339064369,
1666,38626.0,2020-05-09,1 day ahead inc hosp,2020-05-10,44,Rhode Island,point,,49.97259797567298,
1667,38627.0,2020-05-09,2 day ahead inc hosp,2020-05-11,44,Rhode Island,point,,50.46819613009535,
1668,38628.0,2020-05-09,3 day ahead inc hosp,2020-05-12,44,Rhode Island,point,,50.93954533516457,
1669,38629.0,2020-05-09,4 day ahead inc hosp,2020-05-13,44,Rhode Island,point,,51.3864866820763,
1670,38630.0,2020-05-09,5 day ahead inc hosp,2020-05-14,44,Rhode Island,point,,51.8085965957123,
1671,38631.0,2020-05-09,6 day ahead inc hosp,2020-05-15,44,Rhode Island,point,,52.206005216379424,
1672,38632.0,2020-05-09,7 day ahead inc hosp,2020-05-16,44,Rhode Island,point,,52.57883108194547,
1673,38633.0,2020-05-09,8 day ahead inc hosp,2020-05-17,44,Rhode Island,point,,52.92776955704177,
1674,38634.0,2020-05-09,9 day ahead inc hosp,2020-05-18,44,Rhode Island,point,,53.25036748138064,
1675,38635.0,2020-05-09,10 day ahead inc hosp,2020-05-19,44,Rhode Island,point,,53.54742506317769,
1676,38636.0,2020-05-09,11 day ahead inc hosp,2020-05-20,44,Rhode Island,point,,53.819692102036534,
1677,38637.0,2020-05-09,12 day ahead inc hosp,2020-05-21,44,Rhode Island,point,,54.067051007587814,
1678,38638.0,2020-05-09,13 day ahead inc hosp,2020-05-22,44,Rhode Island,point,,54.28914717631663,
1679,38639.0,2020-05-09,14 day ahead inc hosp,2020-05-23,44,Rhode Island,point,,54.48590768379811,
1680,39564.0,2020-05-09,1 day ahead cum death,2020-05-10,45,South Carolina,point,,380.7101538615132,
1681,39565.0,2020-05-09,2 day ahead cum death,2020-05-11,45,South Carolina,point,,391.2310245386972,
1682,39566.0,2020-05-09,3 day ahead cum death,2020-05-12,45,South Carolina,point,,401.71733025028914,
1683,39567.0,2020-05-09,4 day ahead cum death,2020-05-13,45,South Carolina,point,,412.1644243240512,
1684,39568.0,2020-05-09,5 day ahead cum death,2020-05-14,45,South Carolina,point,,422.57213610062036,
1685,39569.0,2020-05-09,6 day ahead cum death,2020-05-15,45,South Carolina,point,,432.94045988723235,
1686,39570.0,2020-05-09,7 day ahead cum death,2020-05-16,45,South Carolina,point,,443.26858273110986,
1687,39571.0,2020-05-09,8 day ahead cum death,2020-05-17,45,South Carolina,point,,453.55304355545195,
1688,39572.0,2020-05-09,9 day ahead cum death,2020-05-18,45,South Carolina,point,,463.79237627294464,
1689,39573.0,2020-05-09,10 day ahead cum death,2020-05-19,45,South Carolina,point,,473.98692518157486,
1690,39574.0,2020-05-09,11 day ahead cum death,2020-05-20,45,South Carolina,point,,484.1358212450627,
1691,39575.0,2020-05-09,12 day ahead cum death,2020-05-21,45,South Carolina,point,,494.2381628143448,
1692,39576.0,2020-05-09,13 day ahead cum death,2020-05-22,45,South Carolina,point,,504.29222720059715,
1693,39577.0,2020-05-09,14 day ahead cum death,2020-05-23,45,South Carolina,point,,514.2944469724035,
1694,39578.0,2020-05-09,1 day ahead inc death,2020-05-10,45,South Carolina,point,,10.552180070046168,
1695,39579.0,2020-05-09,2 day ahead inc death,2020-05-11,45,South Carolina,point,,10.520870677184064,
1696,39580.0,2020-05-09,3 day ahead inc death,2020-05-12,45,South Carolina,point,,10.486305711591962,
1697,39581.0,2020-05-09,4 day ahead inc death,2020-05-13,45,South Carolina,point,,10.447094073761967,
1698,39582.0,2020-05-09,5 day ahead inc death,2020-05-14,45,South Carolina,point,,10.40771177656918,
1699,39583.0,2020-05-09,6 day ahead inc death,2020-05-15,45,South Carolina,point,,10.368323786611974,
1700,39584.0,2020-05-09,7 day ahead inc death,2020-05-16,45,South Carolina,point,,10.32812284387761,
1701,39585.0,2020-05-09,8 day ahead inc death,2020-05-17,45,South Carolina,point,,10.284460824342068,
1702,39586.0,2020-05-09,9 day ahead inc death,2020-05-18,45,South Carolina,point,,10.239332717492571,
1703,39587.0,2020-05-09,10 day ahead inc death,2020-05-19,45,South Carolina,point,,10.194548908630331,
1704,39588.0,2020-05-09,11 day ahead inc death,2020-05-20,45,South Carolina,point,,10.148896063487785,
1705,39589.0,2020-05-09,12 day ahead inc death,2020-05-21,45,South Carolina,point,,10.102341569282123,
1706,39590.0,2020-05-09,13 day ahead inc death,2020-05-22,45,South Carolina,point,,10.054064386252476,
1707,39591.0,2020-05-09,14 day ahead inc death,2020-05-23,45,South Carolina,point,,10.002219771806264,
1708,39592.0,2020-05-09,1 day ahead inc hosp,2020-05-10,45,South Carolina,point,,47.34804310346475,
1709,39593.0,2020-05-09,2 day ahead inc hosp,2020-05-11,45,South Carolina,point,,47.165051464125874,
1710,39594.0,2020-05-09,3 day ahead inc hosp,2020-05-12,45,South Carolina,point,,46.97584923491088,
1711,39595.0,2020-05-09,4 day ahead inc hosp,2020-05-13,45,South Carolina,point,,46.781931152730685,
1712,39596.0,2020-05-09,5 day ahead inc hosp,2020-05-14,45,South Carolina,point,,46.58335211511925,
1713,39597.0,2020-05-09,6 day ahead inc hosp,2020-05-15,45,South Carolina,point,,46.380114681513994,
1714,39598.0,2020-05-09,7 day ahead inc hosp,2020-05-16,45,South Carolina,point,,46.17258435114356,
1715,39599.0,2020-05-09,8 day ahead inc hosp,2020-05-17,45,South Carolina,point,,45.9622360397808,
1716,39600.0,2020-05-09,9 day ahead inc hosp,2020-05-18,45,South Carolina,point,,45.74928490140172,
1717,39601.0,2020-05-09,10 day ahead inc hosp,2020-05-19,45,South Carolina,point,,45.53301159904471,
1718,39602.0,2020-05-09,11 day ahead inc hosp,2020-05-20,45,South Carolina,point,,45.31355624466709,
1719,39603.0,2020-05-09,12 day ahead inc hosp,2020-05-21,45,South Carolina,point,,45.09119438595037,
1720,39604.0,2020-05-09,13 day ahead inc hosp,2020-05-22,45,South Carolina,point,,44.86634341082185,
1721,39605.0,2020-05-09,14 day ahead inc hosp,2020-05-23,45,South Carolina,point,,44.639752665927496,
1722,40530.0,2020-05-09,1 day ahead cum death,2020-05-10,46,South Dakota,point,,54.922309602805406,
1723,40531.0,2020-05-09,2 day ahead cum death,2020-05-11,46,South Dakota,point,,56.95797687995409,
1724,40532.0,2020-05-09,3 day ahead cum death,2020-05-12,46,South Dakota,point,,58.96871149040693,
1725,40533.0,2020-05-09,4 day ahead cum death,2020-05-13,46,South Dakota,point,,60.953728571881896,
1726,40534.0,2020-05-09,5 day ahead cum death,2020-05-14,46,South Dakota,point,,62.912298630868214,
1727,40535.0,2020-05-09,6 day ahead cum death,2020-05-15,46,South Dakota,point,,64.84382935318065,
1728,40536.0,2020-05-09,7 day ahead cum death,2020-05-16,46,South Dakota,point,,66.74784799823699,
1729,40537.0,2020-05-09,8 day ahead cum death,2020-05-17,46,South Dakota,point,,68.62396895521057,
1730,40538.0,2020-05-09,9 day ahead cum death,2020-05-18,46,South Dakota,point,,70.47199140838956,
1731,40539.0,2020-05-09,10 day ahead cum death,2020-05-19,46,South Dakota,point,,72.29188132995164,
1732,40540.0,2020-05-09,11 day ahead cum death,2020-05-20,46,South Dakota,point,,74.08363851840771,
1733,40541.0,2020-05-09,12 day ahead cum death,2020-05-21,46,South Dakota,point,,75.84719532654898,
1734,40542.0,2020-05-09,13 day ahead cum death,2020-05-22,46,South Dakota,point,,77.58244289513844,
1735,40543.0,2020-05-09,14 day ahead cum death,2020-05-23,46,South Dakota,point,,79.28933732524442,
1736,40544.0,2020-05-09,1 day ahead inc death,2020-05-10,46,South Dakota,point,,2.0594792737691257,
1737,40545.0,2020-05-09,2 day ahead inc death,2020-05-11,46,South Dakota,point,,2.0356672771486792,
1738,40546.0,2020-05-09,3 day ahead inc death,2020-05-12,46,South Dakota,point,,2.0107346104528445,
1739,40547.0,2020-05-09,4 day ahead inc death,2020-05-13,46,South Dakota,point,,1.985017081474964,
1740,40548.0,2020-05-09,5 day ahead inc death,2020-05-14,46,South Dakota,point,,1.9585700589863209,
1741,40549.0,2020-05-09,6 day ahead inc death,2020-05-15,46,South Dakota,point,,1.931530722312432,
1742,40550.0,2020-05-09,7 day ahead inc death,2020-05-16,46,South Dakota,point,,1.9040186450563388,
1743,40551.0,2020-05-09,8 day ahead inc death,2020-05-17,46,South Dakota,point,,1.8761209569735784,
1744,40552.0,2020-05-09,9 day ahead inc death,2020-05-18,46,South Dakota,point,,1.84802245317898,
1745,40553.0,2020-05-09,10 day ahead inc death,2020-05-19,46,South Dakota,point,,1.8198899215620816,
1746,40554.0,2020-05-09,11 day ahead inc death,2020-05-20,46,South Dakota,point,,1.7917571884560834,
1747,40555.0,2020-05-09,12 day ahead inc death,2020-05-21,46,South Dakota,point,,1.7635568081412705,
1748,40556.0,2020-05-09,13 day ahead inc death,2020-05-22,46,South Dakota,point,,1.7352475685894626,
1749,40557.0,2020-05-09,14 day ahead inc death,2020-05-23,46,South Dakota,point,,1.7068944301059652,
1750,40558.0,2020-05-09,1 day ahead inc hosp,2020-05-10,46,South Dakota,point,,9.20656641051946,
1751,40559.0,2020-05-09,2 day ahead inc hosp,2020-05-11,46,South Dakota,point,,9.081226140745748,
1752,40560.0,2020-05-09,3 day ahead inc hosp,2020-05-12,46,South Dakota,point,,8.952984282899349,
1753,40561.0,2020-05-09,4 day ahead inc hosp,2020-05-13,46,South Dakota,point,,8.822419088800078,
1754,40562.0,2020-05-09,5 day ahead inc hosp,2020-05-14,46,South Dakota,point,,8.690113332648377,
1755,40563.0,2020-05-09,6 day ahead inc hosp,2020-05-15,46,South Dakota,point,,8.55657292925055,
1756,40564.0,2020-05-09,7 day ahead inc hosp,2020-05-16,46,South Dakota,point,,8.422244356791111,
1757,40565.0,2020-05-09,8 day ahead inc hosp,2020-05-17,46,South Dakota,point,,8.287637935753317,
1758,40566.0,2020-05-09,9 day ahead inc hosp,2020-05-18,46,South Dakota,point,,8.153089512525979,
1759,40567.0,2020-05-09,10 day ahead inc hosp,2020-05-19,46,South Dakota,point,,8.018661589122722,
1760,40568.0,2020-05-09,11 day ahead inc hosp,2020-05-20,46,South Dakota,point,,7.884355008632307,
1761,40569.0,2020-05-09,12 day ahead inc hosp,2020-05-21,46,South Dakota,point,,7.750452826532951,
1762,40570.0,2020-05-09,13 day ahead inc hosp,2020-05-22,46,South Dakota,point,,7.617410541343182,
1763,40571.0,2020-05-09,14 day ahead inc hosp,2020-05-23,46,South Dakota,point,,7.485411838884143,
1764,41496.0,2020-05-09,1 day ahead cum death,2020-05-10,47,Tennessee,point,,257.7941107395642,
1765,41497.0,2020-05-09,2 day ahead cum death,2020-05-11,47,Tennessee,point,,265.1504679724453,
1766,41498.0,2020-05-09,3 day ahead cum death,2020-05-12,47,Tennessee,point,,272.5473837139855,
1767,41499.0,2020-05-09,4 day ahead cum death,2020-05-13,47,Tennessee,point,,279.98485457624,
1768,41500.0,2020-05-09,5 day ahead cum death,2020-05-14,47,Tennessee,point,,287.46265996689215,
1769,41501.0,2020-05-09,6 day ahead cum death,2020-05-15,47,Tennessee,point,,294.97996780036806,
1770,41502.0,2020-05-09,7 day ahead cum death,2020-05-16,47,Tennessee,point,,302.5363587427056,
1771,41503.0,2020-05-09,8 day ahead cum death,2020-05-17,47,Tennessee,point,,310.1318327939045,
1772,41504.0,2020-05-09,9 day ahead cum death,2020-05-18,47,Tennessee,point,,317.765628723983,
1773,41505.0,2020-05-09,10 day ahead cum death,2020-05-19,47,Tennessee,point,,325.43554317462815,
1774,41506.0,2020-05-09,11 day ahead cum death,2020-05-20,47,Tennessee,point,,333.14301264146525,
1775,41507.0,2020-05-09,12 day ahead cum death,2020-05-21,47,Tennessee,point,,340.88860156063794,
1776,41508.0,2020-05-09,13 day ahead cum death,2020-05-22,47,Tennessee,point,,348.6723099321463,
1777,41509.0,2020-05-09,14 day ahead cum death,2020-05-23,47,Tennessee,point,,356.4941377559902,
1778,41510.0,2020-05-09,1 day ahead inc death,2020-05-10,47,Tennessee,point,,7.315579546339662,
1779,41511.0,2020-05-09,2 day ahead inc death,2020-05-11,47,Tennessee,point,,7.356357232881107,
1780,41512.0,2020-05-09,3 day ahead inc death,2020-05-12,47,Tennessee,point,,7.396915741540201,
1781,41513.0,2020-05-09,4 day ahead inc death,2020-05-13,47,Tennessee,point,,7.437470862254468,
1782,41514.0,2020-05-09,5 day ahead inc death,2020-05-14,47,Tennessee,point,,7.477805390652138,
1783,41515.0,2020-05-09,6 day ahead inc death,2020-05-15,47,Tennessee,point,,7.517307833475933,
1784,41516.0,2020-05-09,7 day ahead inc death,2020-05-16,47,Tennessee,point,,7.556390942337487,
1785,41517.0,2020-05-09,8 day ahead inc death,2020-05-17,47,Tennessee,point,,7.5954740511989725,
1786,41518.0,2020-05-09,9 day ahead inc death,2020-05-18,47,Tennessee,point,,7.6337959300784926,
1787,41519.0,2020-05-09,10 day ahead inc death,2020-05-19,47,Tennessee,point,,7.669914450645107,
1788,41520.0,2020-05-09,11 day ahead inc death,2020-05-20,47,Tennessee,point,,7.7074694668371375,
1789,41521.0,2020-05-09,12 day ahead inc death,2020-05-21,47,Tennessee,point,,7.745588919172699,
1790,41522.0,2020-05-09,13 day ahead inc death,2020-05-22,47,Tennessee,point,,7.783708371508349,
1791,41523.0,2020-05-09,14 day ahead inc death,2020-05-23,47,Tennessee,point,,7.821827823843987,
1792,41524.0,2020-05-09,1 day ahead inc hosp,2020-05-10,47,Tennessee,point,,33.192474386307644,
1793,41525.0,2020-05-09,2 day ahead inc hosp,2020-05-11,47,Tennessee,point,,33.3693026267232,
1794,41526.0,2020-05-09,3 day ahead inc hosp,2020-05-12,47,Tennessee,point,,33.545002049882164,
1795,41527.0,2020-05-09,4 day ahead inc hosp,2020-05-13,47,Tennessee,point,,33.71957331406289,
1796,41528.0,2020-05-09,5 day ahead inc hosp,2020-05-14,47,Tennessee,point,,33.893059280391824,
1797,41529.0,2020-05-09,6 day ahead inc hosp,2020-05-15,47,Tennessee,point,,34.06562162324343,
1798,41530.0,2020-05-09,7 day ahead inc hosp,2020-05-16,47,Tennessee,point,,34.237341819281625,
1799,41531.0,2020-05-09,8 day ahead inc hosp,2020-05-17,47,Tennessee,point,,34.408219868506606,
1800,41532.0,2020-05-09,9 day ahead inc hosp,2020-05-18,47,Tennessee,point,,34.5782180534894,
1801,41533.0,2020-05-09,10 day ahead inc hosp,2020-05-19,47,Tennessee,point,,34.74722720221689,
1802,41534.0,2020-05-09,11 day ahead inc hosp,2020-05-20,47,Tennessee,point,,34.915318490184355,
1803,41535.0,2020-05-09,12 day ahead inc hosp,2020-05-21,47,Tennessee,point,,35.08251988407845,
1804,41536.0,2020-05-09,13 day ahead inc hosp,2020-05-22,47,Tennessee,point,,35.248831383898164,
1805,41537.0,2020-05-09,14 day ahead inc hosp,2020-05-23,47,Tennessee,point,,35.41425298964436,
1806,42462.0,2020-05-09,1 day ahead cum death,2020-05-10,48,Texas,point,,1388.8160093712436,
1807,42463.0,2020-05-09,2 day ahead cum death,2020-05-11,48,Texas,point,,1436.760883397723,
1808,42464.0,2020-05-09,3 day ahead cum death,2020-05-12,48,Texas,point,,1485.0402071748981,
1809,42465.0,2020-05-09,4 day ahead cum death,2020-05-13,48,Texas,point,,1533.6396582958896,
1810,42466.0,2020-05-09,5 day ahead cum death,2020-05-14,48,Texas,point,,1582.5523768320734,
1811,42467.0,2020-05-09,6 day ahead cum death,2020-05-15,48,Texas,point,,1631.7717363849506,
1812,42468.0,2020-05-09,7 day ahead cum death,2020-05-16,48,Texas,point,,1681.2989938934022,
1813,42469.0,2020-05-09,8 day ahead cum death,2020-05-17,48,Texas,point,,1731.1271694897669,
1814,42470.0,2020-05-09,9 day ahead cum death,2020-05-18,48,Texas,point,,1781.249023212233,
1815,42471.0,2020-05-09,10 day ahead cum death,2020-05-19,48,Texas,point,,1831.6590250890729,
1816,42472.0,2020-05-09,11 day ahead cum death,2020-05-20,48,Texas,point,,1882.3546233025208,
1817,42473.0,2020-05-09,12 day ahead cum death,2020-05-21,48,Texas,point,,1933.3378005273526,
1818,42474.0,2020-05-09,13 day ahead cum death,2020-05-22,48,Texas,point,,1984.5997059849647,
1819,42475.0,2020-05-09,14 day ahead cum death,2020-05-23,48,Texas,point,,2036.136017972229,
1820,42476.0,2020-05-09,1 day ahead inc death,2020-05-10,48,Texas,point,,47.614441525414975,
1821,42477.0,2020-05-09,2 day ahead inc death,2020-05-11,48,Texas,point,,47.944874026480036,
1822,42478.0,2020-05-09,3 day ahead inc death,2020-05-12,48,Texas,point,,48.27932377717488,
1823,42479.0,2020-05-09,4 day ahead inc death,2020-05-13,48,Texas,point,,48.59945112099136,
1824,42480.0,2020-05-09,5 day ahead inc death,2020-05-14,48,Texas,point,,48.9127185361839,
1825,42481.0,2020-05-09,6 day ahead inc death,2020-05-15,48,Texas,point,,49.219359552877215,
1826,42482.0,2020-05-09,7 day ahead inc death,2020-05-16,48,Texas,point,,49.52725750845174,
1827,42483.0,2020-05-09,8 day ahead inc death,2020-05-17,48,Texas,point,,49.828175596364744,
1828,42484.0,2020-05-09,9 day ahead inc death,2020-05-18,48,Texas,point,,50.12185372246597,
1829,42485.0,2020-05-09,10 day ahead inc death,2020-05-19,48,Texas,point,,50.41000187683977,
1830,42486.0,2020-05-09,11 day ahead inc death,2020-05-20,48,Texas,point,,50.69559821344811,
1831,42487.0,2020-05-09,12 day ahead inc death,2020-05-21,48,Texas,point,,50.983177224831714,
1832,42488.0,2020-05-09,13 day ahead inc death,2020-05-22,48,Texas,point,,51.26190545761254,
1833,42489.0,2020-05-09,14 day ahead inc death,2020-05-23,48,Texas,point,,51.53631198726402,
1834,42490.0,2020-05-09,1 day ahead inc hosp,2020-05-10,48,Texas,point,,216.9240687353836,
1835,42491.0,2020-05-09,2 day ahead inc hosp,2020-05-11,48,Texas,point,,218.31587473893558,
1836,42492.0,2020-05-09,3 day ahead inc hosp,2020-05-12,48,Texas,point,,219.6813800874168,
1837,42493.0,2020-05-09,4 day ahead inc hosp,2020-05-13,48,Texas,point,,221.02584123249042,
1838,42494.0,2020-05-09,5 day ahead inc hosp,2020-05-14,48,Texas,point,,222.35143243764736,
1839,42495.0,2020-05-09,6 day ahead inc hosp,2020-05-15,48,Texas,point,,223.66022052037601,
1840,42496.0,2020-05-09,7 day ahead inc hosp,2020-05-16,48,Texas,point,,224.9506452155093,
1841,42497.0,2020-05-09,8 day ahead inc hosp,2020-05-17,48,Texas,point,,226.22493596986348,
1842,42498.0,2020-05-09,9 day ahead inc hosp,2020-05-18,48,Texas,point,,227.48544189823383,
1843,42499.0,2020-05-09,10 day ahead inc hosp,2020-05-19,48,Texas,point,,228.7337117572773,
1844,42500.0,2020-05-09,11 day ahead inc hosp,2020-05-20,48,Texas,point,,229.9694279353402,
1845,42501.0,2020-05-09,12 day ahead inc hosp,2020-05-21,48,Texas,point,,231.18943111635303,
1846,42502.0,2020-05-09,13 day ahead inc hosp,2020-05-22,48,Texas,point,,232.39735116119166,
1847,42503.0,2020-05-09,14 day ahead inc hosp,2020-05-23,48,Texas,point,,233.59397962113187,
1848,43428.0,2020-05-09,1 day ahead cum death,2020-05-10,49,Utah,point,,121.11135236710821,
1849,43429.0,2020-05-09,2 day ahead cum death,2020-05-11,49,Utah,point,,125.27071988330522,
