location,forecast_date,quantile,value,target,target_end_date,type
45079,2021-01-04,,1505.0562568252356,1 wk ahead inc case,2021-01-09,point
45083,2021-01-04,,1381.907673728675,1 wk ahead inc case,2021-01-09,point
46099,2021-01-04,,376.51138067528916,1 wk ahead inc case,2021-01-09,point
47037,2021-01-04,,3257.862461188041,1 wk ahead inc case,2021-01-09,point
47065,2021-01-04,,2150.874926104901,1 wk ahead inc case,2021-01-09,point
47093,2021-01-04,,2280.221760802502,1 wk ahead inc case,2021-01-09,point
47149,2021-01-04,,1449.8825566174976,1 wk ahead inc case,2021-01-09,point
47157,2021-01-04,,4248.7200902692875,1 wk ahead inc case,2021-01-09,point
48029,2021-01-04,,11699.608916649317,1 wk ahead inc case,2021-01-09,point
48039,2021-01-04,,1669.6445027332502,1 wk ahead inc case,2021-01-09,point
48061,2021-01-04,,1979.1784946137614,1 wk ahead inc case,2021-01-09,point
48085,2021-01-04,,5981.692280753284,1 wk ahead inc case,2021-01-09,point
48113,2021-01-04,,22518.266343327858,1 wk ahead inc case,2021-01-09,point
48121,2021-01-04,,6143.923705493337,1 wk ahead inc case,2021-01-09,point
48139,2021-01-04,,1167.2017750246102,1 wk ahead inc case,2021-01-09,point
48141,2021-01-04,,2308.944107447053,1 wk ahead inc case,2021-01-09,point
48157,2021-01-04,,4827.9872357370095,1 wk ahead inc case,2021-01-09,point
48167,2021-01-04,,1732.2078564729284,1 wk ahead inc case,2021-01-09,point
48201,2021-01-04,,22557.478443980683,1 wk ahead inc case,2021-01-09,point
48215,2021-01-04,,3925.5399676403663,1 wk ahead inc case,2021-01-09,point
48303,2021-01-04,,1071.8890267871664,1 wk ahead inc case,2021-01-09,point
48339,2021-01-04,,3878.729104727007,1 wk ahead inc case,2021-01-09,point
48355,2021-01-04,,1126.7839540720665,1 wk ahead inc case,2021-01-09,point
48375,2021-01-04,,382.48454446178977,1 wk ahead inc case,2021-01-09,point
48381,2021-01-04,,353.5732308435064,1 wk ahead inc case,2021-01-09,point
48439,2021-01-04,,17541.216126414736,1 wk ahead inc case,2021-01-09,point
48453,2021-01-04,,6192.803651258117,1 wk ahead inc case,2021-01-09,point
48479,2021-01-04,,1350.3870027074165,1 wk ahead inc case,2021-01-09,point
48491,2021-01-04,,3172.713479465416,1 wk ahead inc case,2021-01-09,point
49035,2021-01-04,,5868.38133688211,1 wk ahead inc case,2021-01-09,point
49049,2021-01-04,,3764.7904386407363,1 wk ahead inc case,2021-01-09,point
51059,2021-01-04,,4023.932538295899,1 wk ahead inc case,2021-01-09,point
51153,2021-01-04,,1763.8141836204068,1 wk ahead inc case,2021-01-09,point
53033,2021-01-04,,1478.8648196050465,1 wk ahead inc case,2021-01-09,point
53053,2021-01-04,,711.5573701627029,1 wk ahead inc case,2021-01-09,point
53061,2021-01-04,,781.9429077375635,1 wk ahead inc case,2021-01-09,point
53063,2021-01-04,,290.6401245569246,1 wk ahead inc case,2021-01-09,point
55009,2021-01-04,,448.9806120737683,1 wk ahead inc case,2021-01-09,point
55025,2021-01-04,,1014.28851558672,1 wk ahead inc case,2021-01-09,point
55079,2021-01-04,,2681.184452846774,1 wk ahead inc case,2021-01-09,point
55133,2021-01-04,,891.7862267414772,1 wk ahead inc case,2021-01-09,point
1073,2021-01-04,,4296.410926440722,2 wk ahead inc case,2021-01-16,point
1089,2021-01-04,,1286.533484889462,2 wk ahead inc case,2021-01-16,point
1097,2021-01-04,,1767.7844182459912,2 wk ahead inc case,2021-01-16,point
2020,2021-01-04,,1092.9661969238825,2 wk ahead inc case,2021-01-16,point
4013,2021-01-04,,49370.46710360634,2 wk ahead inc case,2021-01-16,point
4019,2021-01-04,,9567.92195222655,2 wk ahead inc case,2021-01-16,point
4021,2021-01-04,,3096.7754904878498,2 wk ahead inc case,2021-01-16,point
4027,2021-01-04,,833.2152373719322,2 wk ahead inc case,2021-01-16,point
5119,2021-01-04,,2197.667425783545,2 wk ahead inc case,2021-01-16,point
5143,2021-01-04,,893.3141561826428,2 wk ahead inc case,2021-01-16,point
6001,2021-01-04,,9233.447924361475,2 wk ahead inc case,2021-01-16,point
6013,2021-01-04,,5431.5084964841635,2 wk ahead inc case,2021-01-16,point
6019,2021-01-04,,5196.5713935412095,2 wk ahead inc case,2021-01-16,point
6025,2021-01-04,,438.76952633396,2 wk ahead inc case,2021-01-16,point
6029,2021-01-04,,5221.354807560017,2 wk ahead inc case,2021-01-16,point
6031,2021-01-04,,692.3919971291098,2 wk ahead inc case,2021-01-16,point
6037,2021-01-04,,202752.3475030161,2 wk ahead inc case,2021-01-16,point
6047,2021-01-04,,864.715619634527,2 wk ahead inc case,2021-01-16,point
6053,2021-01-04,,2470.6358282359383,2 wk ahead inc case,2021-01-16,point
6059,2021-01-04,,46567.47960633963,2 wk ahead inc case,2021-01-16,point
6061,2021-01-04,,1007.1206558842896,2 wk ahead inc case,2021-01-16,point
6065,2021-01-04,,31308.512983638844,2 wk ahead inc case,2021-01-16,point
6067,2021-01-04,,6500.053601983992,2 wk ahead inc case,2021-01-16,point
6071,2021-01-04,,32957.415906535636,2 wk ahead inc case,2021-01-16,point
6073,2021-01-04,,32285.9718854919,2 wk ahead inc case,2021-01-16,point
6075,2021-01-04,,3574.6425668645425,2 wk ahead inc case,2021-01-16,point
6077,2021-01-04,,3864.148794732304,2 wk ahead inc case,2021-01-16,point
6081,2021-01-04,,2870.7505363121086,2 wk ahead inc case,2021-01-16,point
6085,2021-01-04,,14705.34869093059,2 wk ahead inc case,2021-01-16,point
6095,2021-01-04,,1854.1404167846567,2 wk ahead inc case,2021-01-16,point
6099,2021-01-04,,2663.808239628269,2 wk ahead inc case,2021-01-16,point
6107,2021-01-04,,1659.386418460005,2 wk ahead inc case,2021-01-16,point
6111,2021-01-04,,6662.375894899993,2 wk ahead inc case,2021-01-16,point
8001,2021-01-04,,1198.194456097747,2 wk ahead inc case,2021-01-16,point
8005,2021-01-04,,1588.1662382601105,2 wk ahead inc case,2021-01-16,point
8031,2021-01-04,,1895.8393616075766,2 wk ahead inc case,2021-01-16,point
8041,2021-01-04,,1314.6092326707112,2 wk ahead inc case,2021-01-16,point
8059,2021-01-04,,1067.3235483174699,2 wk ahead inc case,2021-01-16,point
9001,2021-01-04,,3472.856772559431,2 wk ahead inc case,2021-01-16,point
9003,2021-01-04,,3429.732546557017,2 wk ahead inc case,2021-01-16,point
9009,2021-01-04,,2893.5667796051794,2 wk ahead inc case,2021-01-16,point
10003,2021-01-04,,1461.8235310633288,2 wk ahead inc case,2021-01-16,point
11001,2021-01-04,,2404.5910019574553,2 wk ahead inc case,2021-01-16,point
12011,2021-01-04,,9883.4659737511,2 wk ahead inc case,2021-01-16,point
12021,2021-01-04,,1004.0521114311508,2 wk ahead inc case,2021-01-16,point
12031,2021-01-04,,5131.363822600106,2 wk ahead inc case,2021-01-16,point
12033,2021-01-04,,1356.1888948135659,2 wk ahead inc case,2021-01-16,point
12057,2021-01-04,,7726.693388480617,2 wk ahead inc case,2021-01-16,point
12071,2021-01-04,,2149.8399679795552,2 wk ahead inc case,2021-01-16,point
12081,2021-01-04,,1394.0655391660005,2 wk ahead inc case,2021-01-16,point
12086,2021-01-04,,17555.445806887565,2 wk ahead inc case,2021-01-16,point
12095,2021-01-04,,6419.870898518375,2 wk ahead inc case,2021-01-16,point
12097,2021-01-04,,1384.9055441113144,2 wk ahead inc case,2021-01-16,point
12099,2021-01-04,,6955.076119098791,2 wk ahead inc case,2021-01-16,point
12101,2021-01-04,,1746.7601624616607,2 wk ahead inc case,2021-01-16,point
12103,2021-01-04,,4160.828881322896,2 wk ahead inc case,2021-01-16,point
12105,2021-01-04,,3492.556000334102,2 wk ahead inc case,2021-01-16,point
12127,2021-01-04,,1576.65848078414,2 wk ahead inc case,2021-01-16,point
13067,2021-01-04,,3558.254562670388,2 wk ahead inc case,2021-01-16,point
13089,2021-01-04,,3960.7253128661573,2 wk ahead inc case,2021-01-16,point
13121,2021-01-04,,5286.680039599998,2 wk ahead inc case,2021-01-16,point
13135,2021-01-04,,5211.53216037936,2 wk ahead inc case,2021-01-16,point
16001,2021-01-04,,770.4559002104672,2 wk ahead inc case,2021-01-16,point
16027,2021-01-04,,403.84906363000573,2 wk ahead inc case,2021-01-16,point
17031,2021-01-04,,22670.015286469043,2 wk ahead inc case,2021-01-16,point
17043,2021-01-04,,2554.1139919077827,2 wk ahead inc case,2021-01-16,point
17089,2021-01-04,,1218.033168654576,2 wk ahead inc case,2021-01-16,point
17097,2021-01-04,,1852.4325042369128,2 wk ahead inc case,2021-01-16,point
17197,2021-01-04,,1349.136978852415,2 wk ahead inc case,2021-01-16,point
17201,2021-01-04,,539.0994623506349,2 wk ahead inc case,2021-01-16,point
18003,2021-01-04,,663.3892480710538,2 wk ahead inc case,2021-01-16,point
18039,2021-01-04,,336.9290205440418,2 wk ahead inc case,2021-01-16,point
18057,2021-01-04,,839.103636937939,2 wk ahead inc case,2021-01-16,point
18089,2021-01-04,,1531.0389825715383,2 wk ahead inc case,2021-01-16,point
18097,2021-01-04,,3334.145631256576,2 wk ahead inc case,2021-01-16,point
18141,2021-01-04,,397.4191953261968,2 wk ahead inc case,2021-01-16,point
19153,2021-01-04,,1190.8565855296465,2 wk ahead inc case,2021-01-16,point
20091,2021-01-04,,2506.415558387372,2 wk ahead inc case,2021-01-16,point
20173,2021-01-04,,1891.783057418492,2 wk ahead inc case,2021-01-16,point
21111,2021-01-04,,1794.076225372201,2 wk ahead inc case,2021-01-16,point
22033,2021-01-04,,1531.6625973778823,2 wk ahead inc case,2021-01-16,point
22051,2021-01-04,,1929.547940310484,2 wk ahead inc case,2021-01-16,point
24005,2021-01-04,,2379.773465773381,2 wk ahead inc case,2021-01-16,point
24031,2021-01-04,,4315.783164961549,2 wk ahead inc case,2021-01-16,point
24033,2021-01-04,,3416.762486182585,2 wk ahead inc case,2021-01-16,point
24510,2021-01-04,,2028.5475441788396,2 wk ahead inc case,2021-01-16,point
25005,2021-01-04,,2021.2312677514944,2 wk ahead inc case,2021-01-16,point
25009,2021-01-04,,3046.876238505005,2 wk ahead inc case,2021-01-16,point
25013,2021-01-04,,1819.620542848443,2 wk ahead inc case,2021-01-16,point
25017,2021-01-04,,6483.450378699944,2 wk ahead inc case,2021-01-16,point
25021,2021-01-04,,2460.493785325749,2 wk ahead inc case,2021-01-16,point
25023,2021-01-04,,1902.5022426223568,2 wk ahead inc case,2021-01-16,point
25025,2021-01-04,,3275.3709498572784,2 wk ahead inc case,2021-01-16,point
25027,2021-01-04,,3765.0137672511933,2 wk ahead inc case,2021-01-16,point
26081,2021-01-04,,839.3921671681506,2 wk ahead inc case,2021-01-16,point
26099,2021-01-04,,1070.305709812267,2 wk ahead inc case,2021-01-16,point
26125,2021-01-04,,2212.445349717564,2 wk ahead inc case,2021-01-16,point
26163,2021-01-04,,3194.395410060035,2 wk ahead inc case,2021-01-16,point
27003,2021-01-04,,272.5900737095845,2 wk ahead inc case,2021-01-16,point
27037,2021-01-04,,517.9326002005889,2 wk ahead inc case,2021-01-16,point
27053,2021-01-04,,1788.5733287018106,2 wk ahead inc case,2021-01-16,point
27123,2021-01-04,,592.5414845616226,2 wk ahead inc case,2021-01-16,point
29095,2021-01-04,,551.6442138394655,2 wk ahead inc case,2021-01-16,point
29183,2021-01-04,,49.186577712683324,2 wk ahead inc case,2021-01-16,point
29189,2021-01-04,,1050.4959511037525,2 wk ahead inc case,2021-01-16,point
31055,2021-01-04,,1638.5171214066454,2 wk ahead inc case,2021-01-16,point
31109,2021-01-04,,725.5364091563167,2 wk ahead inc case,2021-01-16,point
32003,2021-01-04,,12447.180908490189,2 wk ahead inc case,2021-01-16,point
32031,2021-01-04,,1090.0966241031206,2 wk ahead inc case,2021-01-16,point
34003,2021-01-04,,5268.35384968944,2 wk ahead inc case,2021-01-16,point
34005,2021-01-04,,2377.8804924977044,2 wk ahead inc case,2021-01-16,point
34007,2021-01-04,,2877.830742681762,2 wk ahead inc case,2021-01-16,point
34013,2021-01-04,,4352.683263103184,2 wk ahead inc case,2021-01-16,point
34017,2021-01-04,,4645.934610531826,2 wk ahead inc case,2021-01-16,point
34023,2021-01-04,,4374.006048455365,2 wk ahead inc case,2021-01-16,point
34025,2021-01-04,,3537.0176474370164,2 wk ahead inc case,2021-01-16,point
34027,2021-01-04,,2476.3402216150585,2 wk ahead inc case,2021-01-16,point
34029,2021-01-04,,3543.422600312942,2 wk ahead inc case,2021-01-16,point
34031,2021-01-04,,2163.1697511065095,2 wk ahead inc case,2021-01-16,point
34039,2021-01-04,,3010.4643382648305,2 wk ahead inc case,2021-01-16,point
35001,2021-01-04,,1812.0894517937909,2 wk ahead inc case,2021-01-16,point
35013,2021-01-04,,410.21394195460437,2 wk ahead inc case,2021-01-16,point
36005,2021-01-04,,7855.1590796804785,2 wk ahead inc case,2021-01-16,point
36029,2021-01-04,,2945.1236814795525,2 wk ahead inc case,2021-01-16,point
36047,2021-01-04,,16162.388241137878,2 wk ahead inc case,2021-01-16,point
36055,2021-01-04,,3431.7899290142354,2 wk ahead inc case,2021-01-16,point
36059,2021-01-04,,10133.44152900182,2 wk ahead inc case,2021-01-16,point
36061,2021-01-04,,6670.614717830055,2 wk ahead inc case,2021-01-16,point
36067,2021-01-04,,1693.378175250572,2 wk ahead inc case,2021-01-16,point
36071,2021-01-04,,1294.2837769093496,2 wk ahead inc case,2021-01-16,point
36081,2021-01-04,,14849.21166206327,2 wk ahead inc case,2021-01-16,point
36085,2021-01-04,,2115.4366301961213,2 wk ahead inc case,2021-01-16,point
36087,2021-01-04,,1055.3976374482077,2 wk ahead inc case,2021-01-16,point
36103,2021-01-04,,10355.045879038384,2 wk ahead inc case,2021-01-16,point
36119,2021-01-04,,5713.655312494236,2 wk ahead inc case,2021-01-16,point
37081,2021-01-04,,2491.700964404364,2 wk ahead inc case,2021-01-16,point
37119,2021-01-04,,7714.413647616178,2 wk ahead inc case,2021-01-16,point
37183,2021-01-04,,7203.937877227879,2 wk ahead inc case,2021-01-16,point
39017,2021-01-04,,784.1445332025952,2 wk ahead inc case,2021-01-16,point
39035,2021-01-04,,3820.607869234591,2 wk ahead inc case,2021-01-16,point
39049,2021-01-04,,4827.152596139956,2 wk ahead inc case,2021-01-16,point
39061,2021-01-04,,2605.825024401475,2 wk ahead inc case,2021-01-16,point
39095,2021-01-04,,907.7676938775123,2 wk ahead inc case,2021-01-16,point
39113,2021-01-04,,1470.3095910931054,2 wk ahead inc case,2021-01-16,point
39153,2021-01-04,,1216.2495191545686,2 wk ahead inc case,2021-01-16,point
40109,2021-01-04,,2751.3328305339705,2 wk ahead inc case,2021-01-16,point
40143,2021-01-04,,2168.80288445738,2 wk ahead inc case,2021-01-16,point
41051,2021-01-04,,2244.6905093139967,2 wk ahead inc case,2021-01-16,point
42003,2021-01-04,,3597.2974804297774,2 wk ahead inc case,2021-01-16,point
42011,2021-01-04,,1496.3205014398166,2 wk ahead inc case,2021-01-16,point
42017,2021-01-04,,1921.8359069488047,2 wk ahead inc case,2021-01-16,point
42045,2021-01-04,,2003.4005608940631,2 wk ahead inc case,2021-01-16,point
42071,2021-01-04,,1547.4763183368093,2 wk ahead inc case,2021-01-16,point
42091,2021-01-04,,3013.856334979749,2 wk ahead inc case,2021-01-16,point
42101,2021-01-04,,5366.078838227819,2 wk ahead inc case,2021-01-16,point
42133,2021-01-04,,1220.383022253053,2 wk ahead inc case,2021-01-16,point
44007,2021-01-04,,2265.299555314505,2 wk ahead inc case,2021-01-16,point
45045,2021-01-04,,3295.6934158552476,2 wk ahead inc case,2021-01-16,point
45051,2021-01-04,,1492.130416056197,2 wk ahead inc case,2021-01-16,point
45079,2021-01-04,,1437.1177713775187,2 wk ahead inc case,2021-01-16,point
45083,2021-01-04,,1191.8614398465832,2 wk ahead inc case,2021-01-16,point
46099,2021-01-04,,278.2472041449416,2 wk ahead inc case,2021-01-16,point
47037,2021-01-04,,2633.0795152549317,2 wk ahead inc case,2021-01-16,point
47065,2021-01-04,,1653.300821785861,2 wk ahead inc case,2021-01-16,point
47093,2021-01-04,,1832.20958008276,2 wk ahead inc case,2021-01-16,point
47149,2021-01-04,,996.3737974204159,2 wk ahead inc case,2021-01-16,point
47157,2021-01-04,,3967.573934778298,2 wk ahead inc case,2021-01-16,point
48029,2021-01-04,,14967.220935880503,2 wk ahead inc case,2021-01-16,point
48039,2021-01-04,,1751.5835251288058,2 wk ahead inc case,2021-01-16,point
48061,2021-01-04,,2126.6786005434947,2 wk ahead inc case,2021-01-16,point
48085,2021-01-04,,6636.374761782421,2 wk ahead inc case,2021-01-16,point
48113,2021-01-04,,27275.51726318158,2 wk ahead inc case,2021-01-16,point
48121,2021-01-04,,6351.6344726788875,2 wk ahead inc case,2021-01-16,point
48139,2021-01-04,,852.6134299470385,2 wk ahead inc case,2021-01-16,point
48141,2021-01-04,,2451.064064598823,2 wk ahead inc case,2021-01-16,point
48157,2021-01-04,,5245.061975044389,2 wk ahead inc case,2021-01-16,point
48167,2021-01-04,,1495.4905262515565,2 wk ahead inc case,2021-01-16,point
48201,2021-01-04,,35087.647205332316,2 wk ahead inc case,2021-01-16,point
48215,2021-01-04,,4722.745429230087,2 wk ahead inc case,2021-01-16,point
48303,2021-01-04,,857.2717222855009,2 wk ahead inc case,2021-01-16,point
48339,2021-01-04,,4286.559843385809,2 wk ahead inc case,2021-01-16,point
48355,2021-01-04,,1175.3437720294792,2 wk ahead inc case,2021-01-16,point
48375,2021-01-04,,232.95415693873244,2 wk ahead inc case,2021-01-16,point
48381,2021-01-04,,233.98707490534844,2 wk ahead inc case,2021-01-16,point
48439,2021-01-04,,21965.16097771585,2 wk ahead inc case,2021-01-16,point
48453,2021-01-04,,7939.053536677815,2 wk ahead inc case,2021-01-16,point
48479,2021-01-04,,1121.6808862436085,2 wk ahead inc case,2021-01-16,point
48491,2021-01-04,,3287.27136694826,2 wk ahead inc case,2021-01-16,point
49035,2021-01-04,,5848.907562443903,2 wk ahead inc case,2021-01-16,point
49049,2021-01-04,,3483.7561271966106,2 wk ahead inc case,2021-01-16,point
51059,2021-01-04,,4444.897275703697,2 wk ahead inc case,2021-01-16,point
51153,2021-01-04,,1592.2873409533793,2 wk ahead inc case,2021-01-16,point
53033,2021-01-04,,2042.737521870236,2 wk ahead inc case,2021-01-16,point
53053,2021-01-04,,810.32831339505,2 wk ahead inc case,2021-01-16,point
53061,2021-01-04,,811.3369874070712,2 wk ahead inc case,2021-01-16,point
53063,2021-01-04,,318.22137213962856,2 wk ahead inc case,2021-01-16,point
55009,2021-01-04,,367.9307990333381,2 wk ahead inc case,2021-01-16,point
55025,2021-01-04,,975.29743882233,2 wk ahead inc case,2021-01-16,point
55079,2021-01-04,,2380.935572900503,2 wk ahead inc case,2021-01-16,point
55133,2021-01-04,,671.3454907303861,2 wk ahead inc case,2021-01-16,point
1073,2021-01-04,,3103.583423772397,3 wk ahead inc case,2021-01-23,point
1089,2021-01-04,,1102.7171635780196,3 wk ahead inc case,2021-01-23,point
1097,2021-01-04,,1512.2898108636707,3 wk ahead inc case,2021-01-23,point
2020,2021-01-04,,1184.4241923527145,3 wk ahead inc case,2021-01-23,point
4013,2021-01-04,,44372.8112913669,3 wk ahead inc case,2021-01-23,point
4019,2021-01-04,,7345.1114181128005,3 wk ahead inc case,2021-01-23,point
4021,2021-01-04,,2332.3414386218624,3 wk ahead inc case,2021-01-23,point
4027,2021-01-04,,646.8195483294635,3 wk ahead inc case,2021-01-23,point
5119,2021-01-04,,1769.4854612204376,3 wk ahead inc case,2021-01-23,point
5143,2021-01-04,,731.4240920945874,3 wk ahead inc case,2021-01-23,point
6001,2021-01-04,,7852.80639057528,3 wk ahead inc case,2021-01-23,point
6013,2021-01-04,,4872.479474555988,3 wk ahead inc case,2021-01-23,point
6019,2021-01-04,,4170.823238329705,3 wk ahead inc case,2021-01-23,point
6025,2021-01-04,,317.908369927434,3 wk ahead inc case,2021-01-23,point
6029,2021-01-04,,4160.551542272147,3 wk ahead inc case,2021-01-23,point
6031,2021-01-04,,328.59954485559837,3 wk ahead inc case,2021-01-23,point
6037,2021-01-04,,140561.3103202371,3 wk ahead inc case,2021-01-23,point
6047,2021-01-04,,713.17592798524,3 wk ahead inc case,2021-01-23,point
6053,2021-01-04,,2076.0915347039668,3 wk ahead inc case,2021-01-23,point
6059,2021-01-04,,31408.945235579184,3 wk ahead inc case,2021-01-23,point
6061,2021-01-04,,690.0658617931567,3 wk ahead inc case,2021-01-23,point
6065,2021-01-04,,19446.64159855624,3 wk ahead inc case,2021-01-23,point
6067,2021-01-04,,5845.635618754844,3 wk ahead inc case,2021-01-23,point
6071,2021-01-04,,20932.621913990613,3 wk ahead inc case,2021-01-23,point
6073,2021-01-04,,26256.540052591226,3 wk ahead inc case,2021-01-23,point
6075,2021-01-04,,3654.777648116109,3 wk ahead inc case,2021-01-23,point
6077,2021-01-04,,3139.096199686848,3 wk ahead inc case,2021-01-23,point
6081,2021-01-04,,2805.984326314769,3 wk ahead inc case,2021-01-23,point
6085,2021-01-04,,12384.29443099204,3 wk ahead inc case,2021-01-23,point
6095,2021-01-04,,1521.28240772778,3 wk ahead inc case,2021-01-23,point
6099,2021-01-04,,1976.0398539852426,3 wk ahead inc case,2021-01-23,point
6107,2021-01-04,,1337.448195127805,3 wk ahead inc case,2021-01-23,point
6111,2021-01-04,,4754.623055294426,3 wk ahead inc case,2021-01-23,point
8001,2021-01-04,,1288.89885846515,3 wk ahead inc case,2021-01-23,point
8005,2021-01-04,,1686.5250669582665,3 wk ahead inc case,2021-01-23,point
8031,2021-01-04,,1925.0209723281894,3 wk ahead inc case,2021-01-23,point
8041,2021-01-04,,1578.4359043031968,3 wk ahead inc case,2021-01-23,point
8059,2021-01-04,,1193.3507770674958,3 wk ahead inc case,2021-01-23,point
9001,2021-01-04,,3150.554714218445,3 wk ahead inc case,2021-01-23,point
9003,2021-01-04,,2888.313131534437,3 wk ahead inc case,2021-01-23,point
9009,2021-01-04,,2671.635666614639,3 wk ahead inc case,2021-01-23,point
10003,2021-01-04,,1334.4045526214752,3 wk ahead inc case,2021-01-23,point
11001,2021-01-04,,2296.650551788776,3 wk ahead inc case,2021-01-23,point
12011,2021-01-04,,8964.583278014201,3 wk ahead inc case,2021-01-23,point
12021,2021-01-04,,919.0924250394563,3 wk ahead inc case,2021-01-23,point
12031,2021-01-04,,4470.724805337043,3 wk ahead inc case,2021-01-23,point
12033,2021-01-04,,1063.6048029218603,3 wk ahead inc case,2021-01-23,point
12057,2021-01-04,,6586.134955961767,3 wk ahead inc case,2021-01-23,point
12071,2021-01-04,,2125.204452946173,3 wk ahead inc case,2021-01-23,point
12081,2021-01-04,,1264.8920218457192,3 wk ahead inc case,2021-01-23,point
12086,2021-01-04,,15415.646933416967,3 wk ahead inc case,2021-01-23,point
12095,2021-01-04,,5826.976967895553,3 wk ahead inc case,2021-01-23,point
12097,2021-01-04,,1143.3297065196025,3 wk ahead inc case,2021-01-23,point
12099,2021-01-04,,6576.104261100787,3 wk ahead inc case,2021-01-23,point
12101,2021-01-04,,1451.279027421005,3 wk ahead inc case,2021-01-23,point
12103,2021-01-04,,3600.9300457554214,3 wk ahead inc case,2021-01-23,point
12105,2021-01-04,,2970.70504957664,3 wk ahead inc case,2021-01-23,point
12127,2021-01-04,,1579.248880040136,3 wk ahead inc case,2021-01-23,point
13067,2021-01-04,,3100.6096509597132,3 wk ahead inc case,2021-01-23,point
13089,2021-01-04,,3242.860687965277,3 wk ahead inc case,2021-01-23,point
13121,2021-01-04,,4465.868350732164,3 wk ahead inc case,2021-01-23,point
13135,2021-01-04,,4419.936176421823,3 wk ahead inc case,2021-01-23,point
16001,2021-01-04,,1028.7475022109804,3 wk ahead inc case,2021-01-23,point
16027,2021-01-04,,416.0720818184522,3 wk ahead inc case,2021-01-23,point
17031,2021-01-04,,23119.22266018138,3 wk ahead inc case,2021-01-23,point
17043,2021-01-04,,2579.313513290389,3 wk ahead inc case,2021-01-23,point
17089,2021-01-04,,1137.8696472211268,3 wk ahead inc case,2021-01-23,point
17097,2021-01-04,,1791.9486927192445,3 wk ahead inc case,2021-01-23,point
17197,2021-01-04,,1405.0596271975558,3 wk ahead inc case,2021-01-23,point
17201,2021-01-04,,501.476814746446,3 wk ahead inc case,2021-01-23,point
18003,2021-01-04,,731.8070216466347,3 wk ahead inc case,2021-01-23,point
18039,2021-01-04,,364.24908636344634,3 wk ahead inc case,2021-01-23,point
18057,2021-01-04,,843.3145574712809,3 wk ahead inc case,2021-01-23,point
18089,2021-01-04,,1327.0871830186709,3 wk ahead inc case,2021-01-23,point
18097,2021-01-04,,3186.186614346224,3 wk ahead inc case,2021-01-23,point
18141,2021-01-04,,427.00900923088096,3 wk ahead inc case,2021-01-23,point
19153,2021-01-04,,1281.3064709485664,3 wk ahead inc case,2021-01-23,point
20091,2021-01-04,,2706.048857793637,3 wk ahead inc case,2021-01-23,point
20173,2021-01-04,,2356.424392318387,3 wk ahead inc case,2021-01-23,point
21111,2021-01-04,,1900.2200551728533,3 wk ahead inc case,2021-01-23,point
22033,2021-01-04,,1465.7695699540784,3 wk ahead inc case,2021-01-23,point
22051,2021-01-04,,1602.5686188008206,3 wk ahead inc case,2021-01-23,point
24005,2021-01-04,,2389.241442635155,3 wk ahead inc case,2021-01-23,point
24031,2021-01-04,,4356.542498135186,3 wk ahead inc case,2021-01-23,point
24033,2021-01-04,,3658.7245080760194,3 wk ahead inc case,2021-01-23,point
24510,2021-01-04,,1864.2167391521475,3 wk ahead inc case,2021-01-23,point
25005,2021-01-04,,1579.3212414496313,3 wk ahead inc case,2021-01-23,point
25009,2021-01-04,,2458.702110075081,3 wk ahead inc case,2021-01-23,point
25013,2021-01-04,,1293.08515805738,3 wk ahead inc case,2021-01-23,point
25017,2021-01-04,,5661.292698017548,3 wk ahead inc case,2021-01-23,point
25021,2021-01-04,,2139.9796664775618,3 wk ahead inc case,2021-01-23,point
25023,2021-01-04,,1434.593240333312,3 wk ahead inc case,2021-01-23,point
25025,2021-01-04,,2591.5127930157237,3 wk ahead inc case,2021-01-23,point
25027,2021-01-04,,2937.168032070115,3 wk ahead inc case,2021-01-23,point
26081,2021-01-04,,1001.423019722748,3 wk ahead inc case,2021-01-23,point
26099,2021-01-04,,1279.009093833017,3 wk ahead inc case,2021-01-23,point
26125,2021-01-04,,2544.447579191724,3 wk ahead inc case,2021-01-23,point
26163,2021-01-04,,3341.7530050178657,3 wk ahead inc case,2021-01-23,point
27003,2021-01-04,,272.0743762182901,3 wk ahead inc case,2021-01-23,point
27037,2021-01-04,,534.6434554987459,3 wk ahead inc case,2021-01-23,point
27053,2021-01-04,,2072.980013996485,3 wk ahead inc case,2021-01-23,point
27123,2021-01-04,,645.6596234176948,3 wk ahead inc case,2021-01-23,point
29095,2021-01-04,,353.31158412319184,3 wk ahead inc case,2021-01-23,point
29183,2021-01-04,,37.2065297885182,3 wk ahead inc case,2021-01-23,point
29189,2021-01-04,,888.5753364277202,3 wk ahead inc case,2021-01-23,point
31055,2021-01-04,,1620.5100953591214,3 wk ahead inc case,2021-01-23,point
31109,2021-01-04,,762.1658839828937,3 wk ahead inc case,2021-01-23,point
32003,2021-01-04,,11576.937672369584,3 wk ahead inc case,2021-01-23,point
32031,2021-01-04,,1030.2095781907926,3 wk ahead inc case,2021-01-23,point
34003,2021-01-04,,6639.512322008721,3 wk ahead inc case,2021-01-23,point
34005,2021-01-04,,2295.5444556972056,3 wk ahead inc case,2021-01-23,point
34007,2021-01-04,,2946.200516796575,3 wk ahead inc case,2021-01-23,point
34013,2021-01-04,,4320.883522247139,3 wk ahead inc case,2021-01-23,point
34017,2021-01-04,,4679.7867171576845,3 wk ahead inc case,2021-01-23,point
