location,forecast_date,quantile,value,target,target_end_date,type
11,2020-10-12,,7.0,1 wk ahead inc death,2020-10-17,point
12,2020-10-12,,551.0,1 wk ahead inc death,2020-10-17,point
13,2020-10-12,,254.0,1 wk ahead inc death,2020-10-17,point
15,2020-10-12,,15.0,1 wk ahead inc death,2020-10-17,point
16,2020-10-12,,27.0,1 wk ahead inc death,2020-10-17,point
17,2020-10-12,,197.0,1 wk ahead inc death,2020-10-17,point
18,2020-10-12,,113.0,1 wk ahead inc death,2020-10-17,point
19,2020-10-12,,78.0,1 wk ahead inc death,2020-10-17,point
20,2020-10-12,,82.0,1 wk ahead inc death,2020-10-17,point
21,2020-10-12,,44.0,1 wk ahead inc death,2020-10-17,point
22,2020-10-12,,89.0,1 wk ahead inc death,2020-10-17,point
23,2020-10-12,,1.0,1 wk ahead inc death,2020-10-17,point
24,2020-10-12,,40.0,1 wk ahead inc death,2020-10-17,point
25,2020-10-12,,81.0,1 wk ahead inc death,2020-10-17,point
26,2020-10-12,,94.0,1 wk ahead inc death,2020-10-17,point
27,2020-10-12,,61.0,1 wk ahead inc death,2020-10-17,point
28,2020-10-12,,84.0,1 wk ahead inc death,2020-10-17,point
29,2020-10-12,,159.0,1 wk ahead inc death,2020-10-17,point
30,2020-10-12,,23.0,1 wk ahead inc death,2020-10-17,point
31,2020-10-12,,23.0,1 wk ahead inc death,2020-10-17,point
32,2020-10-12,,38.0,1 wk ahead inc death,2020-10-17,point
33,2020-10-12,,13.0,1 wk ahead inc death,2020-10-17,point
34,2020-10-12,,37.0,1 wk ahead inc death,2020-10-17,point
35,2020-10-12,,17.0,1 wk ahead inc death,2020-10-17,point
36,2020-10-12,,62.0,1 wk ahead inc death,2020-10-17,point
37,2020-10-12,,137.0,1 wk ahead inc death,2020-10-17,point
38,2020-10-12,,47.0,1 wk ahead inc death,2020-10-17,point
39,2020-10-12,,75.0,1 wk ahead inc death,2020-10-17,point
40,2020-10-12,,44.0,1 wk ahead inc death,2020-10-17,point
41,2020-10-12,,28.0,1 wk ahead inc death,2020-10-17,point
42,2020-10-12,,141.0,1 wk ahead inc death,2020-10-17,point
44,2020-10-12,,12.0,1 wk ahead inc death,2020-10-17,point
45,2020-10-12,,108.0,1 wk ahead inc death,2020-10-17,point
46,2020-10-12,,38.0,1 wk ahead inc death,2020-10-17,point
47,2020-10-12,,196.0,1 wk ahead inc death,2020-10-17,point
48,2020-10-12,,640.0,1 wk ahead inc death,2020-10-17,point
49,2020-10-12,,34.0,1 wk ahead inc death,2020-10-17,point
50,2020-10-12,,0.0,1 wk ahead inc death,2020-10-17,point
51,2020-10-12,,85.0,1 wk ahead inc death,2020-10-17,point
53,2020-10-12,,48.0,1 wk ahead inc death,2020-10-17,point
54,2020-10-12,,24.0,1 wk ahead inc death,2020-10-17,point
55,2020-10-12,,88.0,1 wk ahead inc death,2020-10-17,point
56,2020-10-12,,2.0,1 wk ahead inc death,2020-10-17,point
72,2020-10-12,,47.0,1 wk ahead inc death,2020-10-17,point
1,2020-10-12,,111.0,2 wk ahead inc death,2020-10-24,point
2,2020-10-12,,3.0,2 wk ahead inc death,2020-10-24,point
4,2020-10-12,,50.0,2 wk ahead inc death,2020-10-24,point
5,2020-10-12,,129.0,2 wk ahead inc death,2020-10-24,point
6,2020-10-12,,390.0,2 wk ahead inc death,2020-10-24,point
8,2020-10-12,,60.0,2 wk ahead inc death,2020-10-24,point
9,2020-10-12,,21.0,2 wk ahead inc death,2020-10-24,point
10,2020-10-12,,7.0,2 wk ahead inc death,2020-10-24,point
11,2020-10-12,,6.0,2 wk ahead inc death,2020-10-24,point
12,2020-10-12,,444.0,2 wk ahead inc death,2020-10-24,point
13,2020-10-12,,220.0,2 wk ahead inc death,2020-10-24,point
15,2020-10-12,,15.0,2 wk ahead inc death,2020-10-24,point
16,2020-10-12,,24.0,2 wk ahead inc death,2020-10-24,point
17,2020-10-12,,205.0,2 wk ahead inc death,2020-10-24,point
18,2020-10-12,,117.0,2 wk ahead inc death,2020-10-24,point
19,2020-10-12,,69.0,2 wk ahead inc death,2020-10-24,point
20,2020-10-12,,74.0,2 wk ahead inc death,2020-10-24,point
21,2020-10-12,,40.0,2 wk ahead inc death,2020-10-24,point
22,2020-10-12,,75.0,2 wk ahead inc death,2020-10-24,point
23,2020-10-12,,1.0,2 wk ahead inc death,2020-10-24,point
24,2020-10-12,,45.0,2 wk ahead inc death,2020-10-24,point
25,2020-10-12,,66.0,2 wk ahead inc death,2020-10-24,point
26,2020-10-12,,99.0,2 wk ahead inc death,2020-10-24,point
27,2020-10-12,,76.0,2 wk ahead inc death,2020-10-24,point
28,2020-10-12,,76.0,2 wk ahead inc death,2020-10-24,point
29,2020-10-12,,162.0,2 wk ahead inc death,2020-10-24,point
30,2020-10-12,,24.0,2 wk ahead inc death,2020-10-24,point
31,2020-10-12,,25.0,2 wk ahead inc death,2020-10-24,point
32,2020-10-12,,37.0,2 wk ahead inc death,2020-10-24,point
33,2020-10-12,,11.0,2 wk ahead inc death,2020-10-24,point
34,2020-10-12,,46.0,2 wk ahead inc death,2020-10-24,point
35,2020-10-12,,16.0,2 wk ahead inc death,2020-10-24,point
36,2020-10-12,,74.0,2 wk ahead inc death,2020-10-24,point
37,2020-10-12,,131.0,2 wk ahead inc death,2020-10-24,point
38,2020-10-12,,49.0,2 wk ahead inc death,2020-10-24,point
39,2020-10-12,,83.0,2 wk ahead inc death,2020-10-24,point
40,2020-10-12,,40.0,2 wk ahead inc death,2020-10-24,point
41,2020-10-12,,26.0,2 wk ahead inc death,2020-10-24,point
42,2020-10-12,,140.0,2 wk ahead inc death,2020-10-24,point
44,2020-10-12,,11.0,2 wk ahead inc death,2020-10-24,point
45,2020-10-12,,104.0,2 wk ahead inc death,2020-10-24,point
46,2020-10-12,,36.0,2 wk ahead inc death,2020-10-24,point
47,2020-10-12,,183.0,2 wk ahead inc death,2020-10-24,point
48,2020-10-12,,605.0,2 wk ahead inc death,2020-10-24,point
49,2020-10-12,,31.0,2 wk ahead inc death,2020-10-24,point
50,2020-10-12,,0.0,2 wk ahead inc death,2020-10-24,point
51,2020-10-12,,82.0,2 wk ahead inc death,2020-10-24,point
53,2020-10-12,,51.0,2 wk ahead inc death,2020-10-24,point
54,2020-10-12,,23.0,2 wk ahead inc death,2020-10-24,point
55,2020-10-12,,83.0,2 wk ahead inc death,2020-10-24,point
56,2020-10-12,,5.0,2 wk ahead inc death,2020-10-24,point
72,2020-10-12,,43.0,2 wk ahead inc death,2020-10-24,point
1,2020-10-12,,97.0,3 wk ahead inc death,2020-10-31,point
2,2020-10-12,,5.0,3 wk ahead inc death,2020-10-31,point
4,2020-10-12,,58.0,3 wk ahead inc death,2020-10-31,point
5,2020-10-12,,108.0,3 wk ahead inc death,2020-10-31,point
6,2020-10-12,,372.0,3 wk ahead inc death,2020-10-31,point
8,2020-10-12,,58.0,3 wk ahead inc death,2020-10-31,point
9,2020-10-12,,20.0,3 wk ahead inc death,2020-10-31,point
10,2020-10-12,,10.0,3 wk ahead inc death,2020-10-31,point
11,2020-10-12,,5.0,3 wk ahead inc death,2020-10-31,point
12,2020-10-12,,381.0,3 wk ahead inc death,2020-10-31,point
13,2020-10-12,,188.0,3 wk ahead inc death,2020-10-31,point
15,2020-10-12,,15.0,3 wk ahead inc death,2020-10-31,point
16,2020-10-12,,36.0,3 wk ahead inc death,2020-10-31,point
17,2020-10-12,,200.0,3 wk ahead inc death,2020-10-31,point
18,2020-10-12,,118.0,3 wk ahead inc death,2020-10-31,point
19,2020-10-12,,79.0,3 wk ahead inc death,2020-10-31,point
20,2020-10-12,,68.0,3 wk ahead inc death,2020-10-31,point
21,2020-10-12,,62.0,3 wk ahead inc death,2020-10-31,point
22,2020-10-12,,68.0,3 wk ahead inc death,2020-10-31,point
23,2020-10-12,,2.0,3 wk ahead inc death,2020-10-31,point
24,2020-10-12,,46.0,3 wk ahead inc death,2020-10-31,point
25,2020-10-12,,65.0,3 wk ahead inc death,2020-10-31,point
26,2020-10-12,,98.0,3 wk ahead inc death,2020-10-31,point
27,2020-10-12,,82.0,3 wk ahead inc death,2020-10-31,point
28,2020-10-12,,75.0,3 wk ahead inc death,2020-10-31,point
29,2020-10-12,,161.0,3 wk ahead inc death,2020-10-31,point
30,2020-10-12,,29.0,3 wk ahead inc death,2020-10-31,point
31,2020-10-12,,34.0,3 wk ahead inc death,2020-10-31,point
32,2020-10-12,,43.0,3 wk ahead inc death,2020-10-31,point
33,2020-10-12,,10.0,3 wk ahead inc death,2020-10-31,point
34,2020-10-12,,50.0,3 wk ahead inc death,2020-10-31,point
35,2020-10-12,,21.0,3 wk ahead inc death,2020-10-31,point
36,2020-10-12,,87.0,3 wk ahead inc death,2020-10-31,point
37,2020-10-12,,153.0,3 wk ahead inc death,2020-10-31,point
38,2020-10-12,,48.0,3 wk ahead inc death,2020-10-31,point
39,2020-10-12,,97.0,3 wk ahead inc death,2020-10-31,point
40,2020-10-12,,70.0,3 wk ahead inc death,2020-10-31,point
41,2020-10-12,,27.0,3 wk ahead inc death,2020-10-31,point
42,2020-10-12,,134.0,3 wk ahead inc death,2020-10-31,point
44,2020-10-12,,12.0,3 wk ahead inc death,2020-10-31,point
45,2020-10-12,,98.0,3 wk ahead inc death,2020-10-31,point
46,2020-10-12,,42.0,3 wk ahead inc death,2020-10-31,point
47,2020-10-12,,181.0,3 wk ahead inc death,2020-10-31,point
48,2020-10-12,,523.0,3 wk ahead inc death,2020-10-31,point
49,2020-10-12,,63.0,3 wk ahead inc death,2020-10-31,point
50,2020-10-12,,0.0,3 wk ahead inc death,2020-10-31,point
51,2020-10-12,,89.0,3 wk ahead inc death,2020-10-31,point
53,2020-10-12,,45.0,3 wk ahead inc death,2020-10-31,point
54,2020-10-12,,23.0,3 wk ahead inc death,2020-10-31,point
55,2020-10-12,,157.0,3 wk ahead inc death,2020-10-31,point
56,2020-10-12,,5.0,3 wk ahead inc death,2020-10-31,point
72,2020-10-12,,46.0,3 wk ahead inc death,2020-10-31,point
1,2020-10-12,,87.0,4 wk ahead inc death,2020-11-07,point
2,2020-10-12,,7.0,4 wk ahead inc death,2020-11-07,point
4,2020-10-12,,57.0,4 wk ahead inc death,2020-11-07,point
5,2020-10-12,,91.0,4 wk ahead inc death,2020-11-07,point
6,2020-10-12,,348.0,4 wk ahead inc death,2020-11-07,point
8,2020-10-12,,57.0,4 wk ahead inc death,2020-11-07,point
9,2020-10-12,,20.0,4 wk ahead inc death,2020-11-07,point
10,2020-10-12,,13.0,4 wk ahead inc death,2020-11-07,point
11,2020-10-12,,4.0,4 wk ahead inc death,2020-11-07,point
12,2020-10-12,,319.0,4 wk ahead inc death,2020-11-07,point
13,2020-10-12,,160.0,4 wk ahead inc death,2020-11-07,point
15,2020-10-12,,15.0,4 wk ahead inc death,2020-11-07,point
16,2020-10-12,,48.0,4 wk ahead inc death,2020-11-07,point
17,2020-10-12,,199.0,4 wk ahead inc death,2020-11-07,point
18,2020-10-12,,111.0,4 wk ahead inc death,2020-11-07,point
19,2020-10-12,,89.0,4 wk ahead inc death,2020-11-07,point
20,2020-10-12,,65.0,4 wk ahead inc death,2020-11-07,point
21,2020-10-12,,81.0,4 wk ahead inc death,2020-11-07,point
22,2020-10-12,,61.0,4 wk ahead inc death,2020-11-07,point
23,2020-10-12,,2.0,4 wk ahead inc death,2020-11-07,point
24,2020-10-12,,45.0,4 wk ahead inc death,2020-11-07,point
25,2020-10-12,,61.0,4 wk ahead inc death,2020-11-07,point
26,2020-10-12,,96.0,4 wk ahead inc death,2020-11-07,point
27,2020-10-12,,84.0,4 wk ahead inc death,2020-11-07,point
28,2020-10-12,,67.0,4 wk ahead inc death,2020-11-07,point
29,2020-10-12,,156.0,4 wk ahead inc death,2020-11-07,point
30,2020-10-12,,35.0,4 wk ahead inc death,2020-11-07,point
31,2020-10-12,,42.0,4 wk ahead inc death,2020-11-07,point
32,2020-10-12,,48.0,4 wk ahead inc death,2020-11-07,point
33,2020-10-12,,7.0,4 wk ahead inc death,2020-11-07,point
34,2020-10-12,,54.0,4 wk ahead inc death,2020-11-07,point
35,2020-10-12,,23.0,4 wk ahead inc death,2020-11-07,point
36,2020-10-12,,98.0,4 wk ahead inc death,2020-11-07,point
37,2020-10-12,,150.0,4 wk ahead inc death,2020-11-07,point
38,2020-10-12,,48.0,4 wk ahead inc death,2020-11-07,point
39,2020-10-12,,102.0,4 wk ahead inc death,2020-11-07,point
40,2020-10-12,,95.0,4 wk ahead inc death,2020-11-07,point
41,2020-10-12,,30.0,4 wk ahead inc death,2020-11-07,point
42,2020-10-12,,126.0,4 wk ahead inc death,2020-11-07,point
44,2020-10-12,,12.0,4 wk ahead inc death,2020-11-07,point
45,2020-10-12,,89.0,4 wk ahead inc death,2020-11-07,point
46,2020-10-12,,41.0,4 wk ahead inc death,2020-11-07,point
47,2020-10-12,,167.0,4 wk ahead inc death,2020-11-07,point
48,2020-10-12,,469.0,4 wk ahead inc death,2020-11-07,point
49,2020-10-12,,93.0,4 wk ahead inc death,2020-11-07,point
50,2020-10-12,,1.0,4 wk ahead inc death,2020-11-07,point
51,2020-10-12,,87.0,4 wk ahead inc death,2020-11-07,point
53,2020-10-12,,46.0,4 wk ahead inc death,2020-11-07,point
54,2020-10-12,,21.0,4 wk ahead inc death,2020-11-07,point
55,2020-10-12,,225.0,4 wk ahead inc death,2020-11-07,point
56,2020-10-12,,6.0,4 wk ahead inc death,2020-11-07,point
72,2020-10-12,,55.0,4 wk ahead inc death,2020-11-07,point
1073,2020-10-12,,728.2757873021537,1 wk ahead inc case,2020-10-17,point
1089,2020-10-12,,330.2356923780222,1 wk ahead inc case,2020-10-17,point
1097,2020-10-12,,216.56102519516998,1 wk ahead inc case,2020-10-17,point
1101,2020-10-12,,196.8491760778851,1 wk ahead inc case,2020-10-17,point
1125,2020-10-12,,290.48513166607484,1 wk ahead inc case,2020-10-17,point
4013,2020-10-12,,3244.0217315069103,1 wk ahead inc case,2020-10-17,point
4019,2020-10-12,,546.2066922885317,1 wk ahead inc case,2020-10-17,point
4021,2020-10-12,,323.95273963691983,1 wk ahead inc case,2020-10-17,point
4027,2020-10-12,,186.3455658046423,1 wk ahead inc case,2020-10-17,point
5119,2020-10-12,,558.6690753933847,1 wk ahead inc case,2020-10-17,point
5143,2020-10-12,,440.46664091198403,1 wk ahead inc case,2020-10-17,point
6001,2020-10-12,,424.7240066589447,1 wk ahead inc case,2020-10-17,point
6013,2020-10-12,,444.78649550727823,1 wk ahead inc case,2020-10-17,point
6019,2020-10-12,,298.2461027975858,1 wk ahead inc case,2020-10-17,point
6025,2020-10-12,,100.20911219049611,1 wk ahead inc case,2020-10-17,point
6029,2020-10-12,,529.7333182779582,1 wk ahead inc case,2020-10-17,point
6031,2020-10-12,,177.9617040590728,1 wk ahead inc case,2020-10-17,point
6037,2020-10-12,,8039.1551923594825,1 wk ahead inc case,2020-10-17,point
6047,2020-10-12,,69.53501652683967,1 wk ahead inc case,2020-10-17,point
6053,2020-10-12,,351.80900257501213,1 wk ahead inc case,2020-10-17,point
6059,2020-10-12,,1142.7808856497675,1 wk ahead inc case,2020-10-17,point
6065,2020-10-12,,2031.648172236329,1 wk ahead inc case,2020-10-17,point
6067,2020-10-12,,792.434977571863,1 wk ahead inc case,2020-10-17,point
6071,2020-10-12,,1975.1037471074044,1 wk ahead inc case,2020-10-17,point
6073,2020-10-12,,2105.627086750517,1 wk ahead inc case,2020-10-17,point
6075,2020-10-12,,251.19779177227247,1 wk ahead inc case,2020-10-17,point
6077,2020-10-12,,291.4024680460992,1 wk ahead inc case,2020-10-17,point
6081,2020-10-12,,414.3962036307538,1 wk ahead inc case,2020-10-17,point
6083,2020-10-12,,159.47649945603715,1 wk ahead inc case,2020-10-17,point
6085,2020-10-12,,765.2468546524701,1 wk ahead inc case,2020-10-17,point
6097,2020-10-12,,744.8340351848842,1 wk ahead inc case,2020-10-17,point
6099,2020-10-12,,219.48149752336144,1 wk ahead inc case,2020-10-17,point
6107,2020-10-12,,384.8588672813713,1 wk ahead inc case,2020-10-17,point
6111,2020-10-12,,331.3641613685684,1 wk ahead inc case,2020-10-17,point
8001,2020-10-12,,833.4010086067792,1 wk ahead inc case,2020-10-17,point
8005,2020-10-12,,549.4627697956906,1 wk ahead inc case,2020-10-17,point
8031,2020-10-12,,934.9396593345053,1 wk ahead inc case,2020-10-17,point
9001,2020-10-12,,432.98199475104536,1 wk ahead inc case,2020-10-17,point
9003,2020-10-12,,673.7811351676031,1 wk ahead inc case,2020-10-17,point
9009,2020-10-12,,395.33538470202456,1 wk ahead inc case,2020-10-17,point
10003,2020-10-12,,585.7024654235058,1 wk ahead inc case,2020-10-17,point
11001,2020-10-12,,467.5156453507373,1 wk ahead inc case,2020-10-17,point
12001,2020-10-12,,345.3834415266043,1 wk ahead inc case,2020-10-17,point
12009,2020-10-12,,599.3014740784761,1 wk ahead inc case,2020-10-17,point
12011,2020-10-12,,1311.3878935855082,1 wk ahead inc case,2020-10-17,point
12021,2020-10-12,,314.06625542236594,1 wk ahead inc case,2020-10-17,point
12031,2020-10-12,,998.8465742154152,1 wk ahead inc case,2020-10-17,point
12033,2020-10-12,,173.45905133007858,1 wk ahead inc case,2020-10-17,point
12057,2020-10-12,,1316.1791455491893,1 wk ahead inc case,2020-10-17,point
12069,2020-10-12,,247.75775192640413,1 wk ahead inc case,2020-10-17,point
12071,2020-10-12,,548.6866923486941,1 wk ahead inc case,2020-10-17,point
12073,2020-10-12,,366.606748829079,1 wk ahead inc case,2020-10-17,point
12081,2020-10-12,,351.4764126402107,1 wk ahead inc case,2020-10-17,point
12083,2020-10-12,,218.6117013565337,1 wk ahead inc case,2020-10-17,point
12086,2020-10-12,,2729.808470142684,1 wk ahead inc case,2020-10-17,point
12095,2020-10-12,,1309.783920488339,1 wk ahead inc case,2020-10-17,point
12097,2020-10-12,,391.66728427062037,1 wk ahead inc case,2020-10-17,point
12099,2020-10-12,,885.4289140648442,1 wk ahead inc case,2020-10-17,point
12101,2020-10-12,,378.9591438096488,1 wk ahead inc case,2020-10-17,point
12103,2020-10-12,,603.2488124109308,1 wk ahead inc case,2020-10-17,point
12105,2020-10-12,,668.1522087850891,1 wk ahead inc case,2020-10-17,point
12111,2020-10-12,,176.14637906692747,1 wk ahead inc case,2020-10-17,point
12115,2020-10-12,,320.7337209672536,1 wk ahead inc case,2020-10-17,point
12117,2020-10-12,,243.64038200686423,1 wk ahead inc case,2020-10-17,point
12127,2020-10-12,,419.0224631124382,1 wk ahead inc case,2020-10-17,point
13051,2020-10-12,,213.58412416811544,1 wk ahead inc case,2020-10-17,point
13067,2020-10-12,,474.603560211722,1 wk ahead inc case,2020-10-17,point
13089,2020-10-12,,604.202854475479,1 wk ahead inc case,2020-10-17,point
13121,2020-10-12,,920.1020802228496,1 wk ahead inc case,2020-10-17,point
13135,2020-10-12,,754.8818151202321,1 wk ahead inc case,2020-10-17,point
13139,2020-10-12,,282.5182520280339,1 wk ahead inc case,2020-10-17,point
15003,2020-10-12,,542.5005917511528,1 wk ahead inc case,2020-10-17,point
16001,2020-10-12,,774.2142644651294,1 wk ahead inc case,2020-10-17,point
16027,2020-10-12,,376.333912679046,1 wk ahead inc case,2020-10-17,point
17031,2020-10-12,,5746.962474673564,1 wk ahead inc case,2020-10-17,point
17043,2020-10-12,,1129.4186326970182,1 wk ahead inc case,2020-10-17,point
17089,2020-10-12,,592.8002035505065,1 wk ahead inc case,2020-10-17,point
17097,2020-10-12,,732.6753696930423,1 wk ahead inc case,2020-10-17,point
17197,2020-10-12,,828.9650649773413,1 wk ahead inc case,2020-10-17,point
18089,2020-10-12,,572.7321469391114,1 wk ahead inc case,2020-10-17,point
18097,2020-10-12,,858.7693905724839,1 wk ahead inc case,2020-10-17,point
19153,2020-10-12,,551.1814936189833,1 wk ahead inc case,2020-10-17,point
20091,2020-10-12,,789.5533275348337,1 wk ahead inc case,2020-10-17,point
20173,2020-10-12,,594.7122408386236,1 wk ahead inc case,2020-10-17,point
21067,2020-10-12,,899.8760965518183,1 wk ahead inc case,2020-10-17,point
21111,2020-10-12,,1180.4683165866807,1 wk ahead inc case,2020-10-17,point
22017,2020-10-12,,373.5357359992997,1 wk ahead inc case,2020-10-17,point
22019,2020-10-12,,124.32521687488683,1 wk ahead inc case,2020-10-17,point
22033,2020-10-12,,211.5629337815604,1 wk ahead inc case,2020-10-17,point
22051,2020-10-12,,267.27415810050246,1 wk ahead inc case,2020-10-17,point
22055,2020-10-12,,95.2259774122781,1 wk ahead inc case,2020-10-17,point
22071,2020-10-12,,204.60909925364243,1 wk ahead inc case,2020-10-17,point
24003,2020-10-12,,421.1212513471698,1 wk ahead inc case,2020-10-17,point
24005,2020-10-12,,639.4757692759498,1 wk ahead inc case,2020-10-17,point
24031,2020-10-12,,642.3153612254614,1 wk ahead inc case,2020-10-17,point
24033,2020-10-12,,721.8192110850473,1 wk ahead inc case,2020-10-17,point
24510,2020-10-12,,573.8227447716332,1 wk ahead inc case,2020-10-17,point
25005,2020-10-12,,305.9543512494241,1 wk ahead inc case,2020-10-17,point
25009,2020-10-12,,701.7209953318526,1 wk ahead inc case,2020-10-17,point
25013,2020-10-12,,277.63278438276944,1 wk ahead inc case,2020-10-17,point
25017,2020-10-12,,895.1192786590753,1 wk ahead inc case,2020-10-17,point
25021,2020-10-12,,325.3561611577607,1 wk ahead inc case,2020-10-17,point
25023,2020-10-12,,300.1074672192953,1 wk ahead inc case,2020-10-17,point
25025,2020-10-12,,619.2170533562357,1 wk ahead inc case,2020-10-17,point
25027,2020-10-12,,317.23982040891843,1 wk ahead inc case,2020-10-17,point
26081,2020-10-12,,776.3858208549412,1 wk ahead inc case,2020-10-17,point
26099,2020-10-12,,889.8908775765325,1 wk ahead inc case,2020-10-17,point
26125,2020-10-12,,867.3934552602742,1 wk ahead inc case,2020-10-17,point
26163,2020-10-12,,1081.7493904046182,1 wk ahead inc case,2020-10-17,point
27037,2020-10-12,,498.8378976183487,1 wk ahead inc case,2020-10-17,point
27053,2020-10-12,,1500.3811871504295,1 wk ahead inc case,2020-10-17,point
27123,2020-10-12,,653.0615846409822,1 wk ahead inc case,2020-10-17,point
29095,2020-10-12,,1022.507889853786,1 wk ahead inc case,2020-10-17,point
29183,2020-10-12,,508.17597538269234,1 wk ahead inc case,2020-10-17,point
29189,2020-10-12,,835.9127005199165,1 wk ahead inc case,2020-10-17,point
31055,2020-10-12,,884.5264844801634,1 wk ahead inc case,2020-10-17,point
32003,2020-10-12,,2769.584359221758,1 wk ahead inc case,2020-10-17,point
32031,2020-10-12,,645.1992402763765,1 wk ahead inc case,2020-10-17,point
34003,2020-10-12,,472.2187355698017,1 wk ahead inc case,2020-10-17,point
34007,2020-10-12,,251.7264026917273,1 wk ahead inc case,2020-10-17,point
34013,2020-10-12,,433.8822618080737,1 wk ahead inc case,2020-10-17,point
34017,2020-10-12,,281.3895113665512,1 wk ahead inc case,2020-10-17,point
34021,2020-10-12,,121.31677320974391,1 wk ahead inc case,2020-10-17,point
34023,2020-10-12,,493.4154975921024,1 wk ahead inc case,2020-10-17,point
34025,2020-10-12,,607.6086951889796,1 wk ahead inc case,2020-10-17,point
34027,2020-10-12,,175.88683722678937,1 wk ahead inc case,2020-10-17,point
34029,2020-10-12,,896.8982245473941,1 wk ahead inc case,2020-10-17,point
34031,2020-10-12,,380.73780547096686,1 wk ahead inc case,2020-10-17,point
34039,2020-10-12,,310.4842051823694,1 wk ahead inc case,2020-10-17,point
36005,2020-10-12,,503.6218002921592,1 wk ahead inc case,2020-10-17,point
36029,2020-10-12,,380.3915181351419,1 wk ahead inc case,2020-10-17,point
36047,2020-10-12,,1923.7451214043128,1 wk ahead inc case,2020-10-17,point
36059,2020-10-12,,730.1098179785837,1 wk ahead inc case,2020-10-17,point
36061,2020-10-12,,574.304092431728,1 wk ahead inc case,2020-10-17,point
36071,2020-10-12,,503.9357749342885,1 wk ahead inc case,2020-10-17,point
36081,2020-10-12,,1157.0562109428508,1 wk ahead inc case,2020-10-17,point
36085,2020-10-12,,297.50319373106146,1 wk ahead inc case,2020-10-17,point
36087,2020-10-12,,773.4709642091956,1 wk ahead inc case,2020-10-17,point
36103,2020-10-12,,658.35012336505,1 wk ahead inc case,2020-10-17,point
36119,2020-10-12,,408.2759796371424,1 wk ahead inc case,2020-10-17,point
37063,2020-10-12,,316.0939863883353,1 wk ahead inc case,2020-10-17,point
37081,2020-10-12,,613.5090237508899,1 wk ahead inc case,2020-10-17,point
37119,2020-10-12,,934.0117120471742,1 wk ahead inc case,2020-10-17,point
37183,2020-10-12,,979.315873677312,1 wk ahead inc case,2020-10-17,point
39035,2020-10-12,,597.8091290952906,1 wk ahead inc case,2020-10-17,point
39049,2020-10-12,,1167.6376440861304,1 wk ahead inc case,2020-10-17,point
39061,2020-10-12,,832.9183441118089,1 wk ahead inc case,2020-10-17,point
39113,2020-10-12,,669.6478475059457,1 wk ahead inc case,2020-10-17,point
40109,2020-10-12,,1272.1454671237302,1 wk ahead inc case,2020-10-17,point
40143,2020-10-12,,1115.8068970242275,1 wk ahead inc case,2020-10-17,point
41051,2020-10-12,,488.95678894314796,1 wk ahead inc case,2020-10-17,point
42003,2020-10-12,,715.2583221661296,1 wk ahead inc case,2020-10-17,point
42017,2020-10-12,,283.66249640015224,1 wk ahead inc case,2020-10-17,point
42045,2020-10-12,,477.4727157563572,1 wk ahead inc case,2020-10-17,point
42071,2020-10-12,,493.22201601430413,1 wk ahead inc case,2020-10-17,point
42091,2020-10-12,,427.0579888841895,1 wk ahead inc case,2020-10-17,point
42101,2020-10-12,,1591.7018336008512,1 wk ahead inc case,2020-10-17,point
44007,2020-10-12,,660.0241815186147,1 wk ahead inc case,2020-10-17,point
45019,2020-10-12,,233.7701287886456,1 wk ahead inc case,2020-10-17,point
45045,2020-10-12,,610.3896783977561,1 wk ahead inc case,2020-10-17,point
45051,2020-10-12,,584.4840094625946,1 wk ahead inc case,2020-10-17,point
45063,2020-10-12,,363.79572177910006,1 wk ahead inc case,2020-10-17,point
45079,2020-10-12,,415.2710577870935,1 wk ahead inc case,2020-10-17,point
47037,2020-10-12,,1027.5303112934737,1 wk ahead inc case,2020-10-17,point
47065,2020-10-12,,527.6393470241718,1 wk ahead inc case,2020-10-17,point
47093,2020-10-12,,763.1317176332674,1 wk ahead inc case,2020-10-17,point
47149,2020-10-12,,528.8968688852149,1 wk ahead inc case,2020-10-17,point
47157,2020-10-12,,1167.532897307613,1 wk ahead inc case,2020-10-17,point
48029,2020-10-12,,1348.810899536209,1 wk ahead inc case,2020-10-17,point
48039,2020-10-12,,206.94436720285188,1 wk ahead inc case,2020-10-17,point
48061,2020-10-12,,209.15913087965583,1 wk ahead inc case,2020-10-17,point
48085,2020-10-12,,690.4539493311647,1 wk ahead inc case,2020-10-17,point
48113,2020-10-12,,2523.712180641593,1 wk ahead inc case,2020-10-17,point
48121,2020-10-12,,428.65896100308817,1 wk ahead inc case,2020-10-17,point
48141,2020-10-12,,2542.406867478891,1 wk ahead inc case,2020-10-17,point
48157,2020-10-12,,223.8255046458096,1 wk ahead inc case,2020-10-17,point
48167,2020-10-12,,167.25500098582418,1 wk ahead inc case,2020-10-17,point
48201,2020-10-12,,3975.070862243813,1 wk ahead inc case,2020-10-17,point
48215,2020-10-12,,961.4197633173295,1 wk ahead inc case,2020-10-17,point
48245,2020-10-12,,226.9570628690884,1 wk ahead inc case,2020-10-17,point
48303,2020-10-12,,896.6469898551677,1 wk ahead inc case,2020-10-17,point
48309,2020-10-12,,614.5200234710704,1 wk ahead inc case,2020-10-17,point
48339,2020-10-12,,694.7756232179347,1 wk ahead inc case,2020-10-17,point
