location,quantile,target,value,type,forecast_date,target_end_date
48175,,1 wk ahead inc case,1.6865,point,2020-08-31,2020-09-05
48177,,1 wk ahead inc case,30.3375,point,2020-08-31,2020-09-05
48179,,1 wk ahead inc case,5.0905,point,2020-08-31,2020-09-05
48181,,1 wk ahead inc case,101.192,point,2020-08-31,2020-09-05
48183,,1 wk ahead inc case,113.7855,point,2020-08-31,2020-09-05
48185,,1 wk ahead inc case,26.774,point,2020-08-31,2020-09-05
48187,,1 wk ahead inc case,61.5485,point,2020-08-31,2020-09-05
48189,,1 wk ahead inc case,41.65100000000001,point,2020-08-31,2020-09-05
48191,,1 wk ahead inc case,0.107,point,2020-08-31,2020-09-05
48193,,1 wk ahead inc case,5.4225,point,2020-08-31,2020-09-05
48195,,1 wk ahead inc case,2.1540000000000004,point,2020-08-31,2020-09-05
48197,,1 wk ahead inc case,0.24600000000000002,point,2020-08-31,2020-09-05
48199,,1 wk ahead inc case,11.472000000000001,point,2020-08-31,2020-09-05
48201,,1 wk ahead inc case,5419.9905,point,2020-08-31,2020-09-05
48203,,1 wk ahead inc case,35.24500000000001,point,2020-08-31,2020-09-05
48205,,1 wk ahead inc case,2.456,point,2020-08-31,2020-09-05
48207,,1 wk ahead inc case,2.7145,point,2020-08-31,2020-09-05
48209,,1 wk ahead inc case,102.66,point,2020-08-31,2020-09-05
48211,,1 wk ahead inc case,5.702999999999999,point,2020-08-31,2020-09-05
48213,,1 wk ahead inc case,61.463,point,2020-08-31,2020-09-05
48215,,1 wk ahead inc case,1141.5145,point,2020-08-31,2020-09-05
48217,,1 wk ahead inc case,38.73199999999999,point,2020-08-31,2020-09-05
48219,,1 wk ahead inc case,24.951500000000006,point,2020-08-31,2020-09-05
48221,,1 wk ahead inc case,84.161,point,2020-08-31,2020-09-05
48223,,1 wk ahead inc case,16.2435,point,2020-08-31,2020-09-05
48225,,1 wk ahead inc case,153.2295,point,2020-08-31,2020-09-05
48227,,1 wk ahead inc case,47.6155,point,2020-08-31,2020-09-05
48229,,1 wk ahead inc case,10.0775,point,2020-08-31,2020-09-05
48231,,1 wk ahead inc case,75.1235,point,2020-08-31,2020-09-05
48233,,1 wk ahead inc case,8.3055,point,2020-08-31,2020-09-05
48235,,1 wk ahead inc case,2.2475,point,2020-08-31,2020-09-05
48237,,1 wk ahead inc case,14.674499999999998,point,2020-08-31,2020-09-05
48239,,1 wk ahead inc case,22.208,point,2020-08-31,2020-09-05
48241,,1 wk ahead inc case,8.1715,point,2020-08-31,2020-09-05
48243,,1 wk ahead inc case,0.34950000000000003,point,2020-08-31,2020-09-05
48245,,1 wk ahead inc case,125.4655,point,2020-08-31,2020-09-05
48247,,1 wk ahead inc case,12.44,point,2020-08-31,2020-09-05
48249,,1 wk ahead inc case,70.20400000000001,point,2020-08-31,2020-09-05
48251,,1 wk ahead inc case,140.1025,point,2020-08-31,2020-09-05
48253,,1 wk ahead inc case,1.5235,point,2020-08-31,2020-09-05
48255,,1 wk ahead inc case,17.563499999999998,point,2020-08-31,2020-09-05
48257,,1 wk ahead inc case,120.8875,point,2020-08-31,2020-09-05
48259,,1 wk ahead inc case,24.373,point,2020-08-31,2020-09-05
48261,,1 wk ahead inc case,26.437,point,2020-08-31,2020-09-05
48263,,1 wk ahead inc case,2.323,point,2020-08-31,2020-09-05
48265,,1 wk ahead inc case,12.364,point,2020-08-31,2020-09-05
48267,,1 wk ahead inc case,0.28550000000000003,point,2020-08-31,2020-09-05
48269,,1 wk ahead inc case,0.2735,point,2020-08-31,2020-09-05
48271,,1 wk ahead inc case,4.645,point,2020-08-31,2020-09-05
48273,,1 wk ahead inc case,69.62100000000001,point,2020-08-31,2020-09-05
48275,,1 wk ahead inc case,3.0555,point,2020-08-31,2020-09-05
48277,,1 wk ahead inc case,21.064000000000004,point,2020-08-31,2020-09-05
48279,,1 wk ahead inc case,16.8455,point,2020-08-31,2020-09-05
48281,,1 wk ahead inc case,20.1575,point,2020-08-31,2020-09-05
48283,,1 wk ahead inc case,2.354,point,2020-08-31,2020-09-05
48285,,1 wk ahead inc case,15.477,point,2020-08-31,2020-09-05
48287,,1 wk ahead inc case,13.037499999999998,point,2020-08-31,2020-09-05
48289,,1 wk ahead inc case,30.0935,point,2020-08-31,2020-09-05
48291,,1 wk ahead inc case,505.45099999999996,point,2020-08-31,2020-09-05
48293,,1 wk ahead inc case,70.345,point,2020-08-31,2020-09-05
48295,,1 wk ahead inc case,0.7785,point,2020-08-31,2020-09-05
48297,,1 wk ahead inc case,50.137,point,2020-08-31,2020-09-05
48299,,1 wk ahead inc case,7.935499999999998,point,2020-08-31,2020-09-05
48301,,1 wk ahead inc case,1.7985,point,2020-08-31,2020-09-05
48303,,1 wk ahead inc case,316.423,point,2020-08-31,2020-09-05
48305,,1 wk ahead inc case,4.195,point,2020-08-31,2020-09-05
48307,,1 wk ahead inc case,23.7405,point,2020-08-31,2020-09-05
48309,,1 wk ahead inc case,407.915,point,2020-08-31,2020-09-05
48311,,1 wk ahead inc case,5.537000000000001,point,2020-08-31,2020-09-05
48313,,1 wk ahead inc case,63.902,point,2020-08-31,2020-09-05
48315,,1 wk ahead inc case,4.518,point,2020-08-31,2020-09-05
48317,,1 wk ahead inc case,4.0315,point,2020-08-31,2020-09-05
48319,,1 wk ahead inc case,7.6625,point,2020-08-31,2020-09-05
48321,,1 wk ahead inc case,35.484,point,2020-08-31,2020-09-05
48323,,1 wk ahead inc case,191.6075,point,2020-08-31,2020-09-05
48325,,1 wk ahead inc case,47.09400000000001,point,2020-08-31,2020-09-05
48327,,1 wk ahead inc case,1.82,point,2020-08-31,2020-09-05
48329,,1 wk ahead inc case,158.30200000000005,point,2020-08-31,2020-09-05
48331,,1 wk ahead inc case,24.601999999999997,point,2020-08-31,2020-09-05
48333,,1 wk ahead inc case,3.5545,point,2020-08-31,2020-09-05
48335,,1 wk ahead inc case,1.6925,point,2020-08-31,2020-09-05
48337,,1 wk ahead inc case,23.146,point,2020-08-31,2020-09-05
48339,,1 wk ahead inc case,879.7045,point,2020-08-31,2020-09-05
48341,,1 wk ahead inc case,9.419,point,2020-08-31,2020-09-05
48343,,1 wk ahead inc case,18.6215,point,2020-08-31,2020-09-05
48345,,1 wk ahead inc case,0.204,point,2020-08-31,2020-09-05
48347,,1 wk ahead inc case,67.639,point,2020-08-31,2020-09-05
48349,,1 wk ahead inc case,60.2275,point,2020-08-31,2020-09-05
48351,,1 wk ahead inc case,4.2700000000000005,point,2020-08-31,2020-09-05
48353,,1 wk ahead inc case,9.157,point,2020-08-31,2020-09-05
48355,,1 wk ahead inc case,510.07450000000006,point,2020-08-31,2020-09-05
48357,,1 wk ahead inc case,3.827,point,2020-08-31,2020-09-05
48359,,1 wk ahead inc case,2.301,point,2020-08-31,2020-09-05
48361,,1 wk ahead inc case,106.4005,point,2020-08-31,2020-09-05
48363,,1 wk ahead inc case,28.295,point,2020-08-31,2020-09-05
48365,,1 wk ahead inc case,18.472500000000004,point,2020-08-31,2020-09-05
48367,,1 wk ahead inc case,106.024,point,2020-08-31,2020-09-05
48369,,1 wk ahead inc case,8.8065,point,2020-08-31,2020-09-05
48371,,1 wk ahead inc case,23.526,point,2020-08-31,2020-09-05
48373,,1 wk ahead inc case,15.799500000000002,point,2020-08-31,2020-09-05
48375,,1 wk ahead inc case,87.9825,point,2020-08-31,2020-09-05
48377,,1 wk ahead inc case,0.8305,point,2020-08-31,2020-09-05
48379,,1 wk ahead inc case,6.532,point,2020-08-31,2020-09-05
48381,,1 wk ahead inc case,125.661,point,2020-08-31,2020-09-05
48383,,1 wk ahead inc case,9.767499999999998,point,2020-08-31,2020-09-05
48385,,1 wk ahead inc case,6.335,point,2020-08-31,2020-09-05
48387,,1 wk ahead inc case,4.9975,point,2020-08-31,2020-09-05
48389,,1 wk ahead inc case,12.9995,point,2020-08-31,2020-09-05
48391,,1 wk ahead inc case,11.0165,point,2020-08-31,2020-09-05
48393,,1 wk ahead inc case,1.934,point,2020-08-31,2020-09-05
48395,,1 wk ahead inc case,13.5855,point,2020-08-31,2020-09-05
48397,,1 wk ahead inc case,96.4425,point,2020-08-31,2020-09-05
48399,,1 wk ahead inc case,16.2735,point,2020-08-31,2020-09-05
48401,,1 wk ahead inc case,268.7575,point,2020-08-31,2020-09-05
48403,,1 wk ahead inc case,0.69,point,2020-08-31,2020-09-05
48405,,1 wk ahead inc case,3.4605,point,2020-08-31,2020-09-05
48407,,1 wk ahead inc case,23.629000000000005,point,2020-08-31,2020-09-05
48409,,1 wk ahead inc case,66.2285,point,2020-08-31,2020-09-05
48411,,1 wk ahead inc case,8.232999999999999,point,2020-08-31,2020-09-05
48413,,1 wk ahead inc case,2.938,point,2020-08-31,2020-09-05
48415,,1 wk ahead inc case,22.677,point,2020-08-31,2020-09-05
48417,,1 wk ahead inc case,3.229,point,2020-08-31,2020-09-05
48419,,1 wk ahead inc case,15.344000000000001,point,2020-08-31,2020-09-05
48421,,1 wk ahead inc case,4.198,point,2020-08-31,2020-09-05
48423,,1 wk ahead inc case,223.3035,point,2020-08-31,2020-09-05
48425,,1 wk ahead inc case,13.4595,point,2020-08-31,2020-09-05
48427,,1 wk ahead inc case,211.2005,point,2020-08-31,2020-09-05
48429,,1 wk ahead inc case,0.81,point,2020-08-31,2020-09-05
48431,,1 wk ahead inc case,2.6635,point,2020-08-31,2020-09-05
48433,,1 wk ahead inc case,3.3635,point,2020-08-31,2020-09-05
48435,,1 wk ahead inc case,0.5755,point,2020-08-31,2020-09-05
48437,,1 wk ahead inc case,6.3055,point,2020-08-31,2020-09-05
48439,,1 wk ahead inc case,1427.116,point,2020-08-31,2020-09-05
48441,,1 wk ahead inc case,57.5985,point,2020-08-31,2020-09-05
48443,,1 wk ahead inc case,0.78,point,2020-08-31,2020-09-05
48445,,1 wk ahead inc case,13.6355,point,2020-08-31,2020-09-05
48447,,1 wk ahead inc case,0.537,point,2020-08-31,2020-09-05
48449,,1 wk ahead inc case,36.026,point,2020-08-31,2020-09-05
48451,,1 wk ahead inc case,114.34799999999998,point,2020-08-31,2020-09-05
48453,,1 wk ahead inc case,669.7675,point,2020-08-31,2020-09-05
48455,,1 wk ahead inc case,12.738,point,2020-08-31,2020-09-05
48457,,1 wk ahead inc case,6.439500000000002,point,2020-08-31,2020-09-05
48459,,1 wk ahead inc case,28.0065,point,2020-08-31,2020-09-05
48461,,1 wk ahead inc case,3.8345,point,2020-08-31,2020-09-05
48463,,1 wk ahead inc case,37.408,point,2020-08-31,2020-09-05
48465,,1 wk ahead inc case,39.6325,point,2020-08-31,2020-09-05
48467,,1 wk ahead inc case,45.369,point,2020-08-31,2020-09-05
48469,,1 wk ahead inc case,49.02500000000001,point,2020-08-31,2020-09-05
48471,,1 wk ahead inc case,100.0565,point,2020-08-31,2020-09-05
48473,,1 wk ahead inc case,154.632,point,2020-08-31,2020-09-05
48475,,1 wk ahead inc case,8.801499999999997,point,2020-08-31,2020-09-05
48477,,1 wk ahead inc case,13.658499999999998,point,2020-08-31,2020-09-05
48479,,1 wk ahead inc case,184.2305,point,2020-08-31,2020-09-05
48481,,1 wk ahead inc case,95.429,point,2020-08-31,2020-09-05
48483,,1 wk ahead inc case,2.1959999999999997,point,2020-08-31,2020-09-05
48485,,1 wk ahead inc case,84.8835,point,2020-08-31,2020-09-05
48487,,1 wk ahead inc case,12.5135,point,2020-08-31,2020-09-05
48489,,1 wk ahead inc case,71.553,point,2020-08-31,2020-09-05
48491,,1 wk ahead inc case,218.388,point,2020-08-31,2020-09-05
48493,,1 wk ahead inc case,31.608,point,2020-08-31,2020-09-05
48495,,1 wk ahead inc case,5.316,point,2020-08-31,2020-09-05
48497,,1 wk ahead inc case,80.1875,point,2020-08-31,2020-09-05
48499,,1 wk ahead inc case,23.349,point,2020-08-31,2020-09-05
48501,,1 wk ahead inc case,7.704500000000001,point,2020-08-31,2020-09-05
48503,,1 wk ahead inc case,31.56,point,2020-08-31,2020-09-05
48505,,1 wk ahead inc case,31.878,point,2020-08-31,2020-09-05
48507,,1 wk ahead inc case,10.828500000000002,point,2020-08-31,2020-09-05
49001,,1 wk ahead inc case,0.1175,point,2020-08-31,2020-09-05
49003,,1 wk ahead inc case,16.298000000000002,point,2020-08-31,2020-09-05
49005,,1 wk ahead inc case,3.9865,point,2020-08-31,2020-09-05
49007,,1 wk ahead inc case,9.28,point,2020-08-31,2020-09-05
49009,,1 wk ahead inc case,0.5535,point,2020-08-31,2020-09-05
49011,,1 wk ahead inc case,248.5845,point,2020-08-31,2020-09-05
49013,,1 wk ahead inc case,7.9235,point,2020-08-31,2020-09-05
49015,,1 wk ahead inc case,0.07,point,2020-08-31,2020-09-05
49017,,1 wk ahead inc case,0.07100000000000001,point,2020-08-31,2020-09-05
49019,,1 wk ahead inc case,2.3185,point,2020-08-31,2020-09-05
49021,,1 wk ahead inc case,11.613,point,2020-08-31,2020-09-05
49023,,1 wk ahead inc case,6.252000000000001,point,2020-08-31,2020-09-05
49025,,1 wk ahead inc case,5.7205,point,2020-08-31,2020-09-05
49027,,1 wk ahead inc case,0.2085,point,2020-08-31,2020-09-05
49029,,1 wk ahead inc case,12.3095,point,2020-08-31,2020-09-05
49031,,1 wk ahead inc case,0.0,point,2020-08-31,2020-09-05
49033,,1 wk ahead inc case,0.6579999999999999,point,2020-08-31,2020-09-05
49035,,1 wk ahead inc case,914.422,point,2020-08-31,2020-09-05
49037,,1 wk ahead inc case,8.4925,point,2020-08-31,2020-09-05
49039,,1 wk ahead inc case,7.182,point,2020-08-31,2020-09-05
49041,,1 wk ahead inc case,0.012,point,2020-08-31,2020-09-05
49043,,1 wk ahead inc case,61.35300000000001,point,2020-08-31,2020-09-05
49045,,1 wk ahead inc case,63.30350000000001,point,2020-08-31,2020-09-05
49047,,1 wk ahead inc case,2.475,point,2020-08-31,2020-09-05
49049,,1 wk ahead inc case,642.903,point,2020-08-31,2020-09-05
49051,,1 wk ahead inc case,34.4645,point,2020-08-31,2020-09-05
49053,,1 wk ahead inc case,20.704,point,2020-08-31,2020-09-05
49055,,1 wk ahead inc case,0.038,point,2020-08-31,2020-09-05
49057,,1 wk ahead inc case,16.505,point,2020-08-31,2020-09-05
50001,,1 wk ahead inc case,4.28,point,2020-08-31,2020-09-05
50003,,1 wk ahead inc case,7.830000000000001,point,2020-08-31,2020-09-05
50005,,1 wk ahead inc case,2.4490000000000003,point,2020-08-31,2020-09-05
50007,,1 wk ahead inc case,11.7525,point,2020-08-31,2020-09-05
50009,,1 wk ahead inc case,0.1045,point,2020-08-31,2020-09-05
50011,,1 wk ahead inc case,0.6915,point,2020-08-31,2020-09-05
50013,,1 wk ahead inc case,0.28300000000000003,point,2020-08-31,2020-09-05
50015,,1 wk ahead inc case,0.9540000000000001,point,2020-08-31,2020-09-05
50017,,1 wk ahead inc case,0.9990000000000001,point,2020-08-31,2020-09-05
50019,,1 wk ahead inc case,0.4025,point,2020-08-31,2020-09-05
50021,,1 wk ahead inc case,8.674000000000001,point,2020-08-31,2020-09-05
50023,,1 wk ahead inc case,3.883,point,2020-08-31,2020-09-05
50025,,1 wk ahead inc case,10.18,point,2020-08-31,2020-09-05
50027,,1 wk ahead inc case,4.7620000000000005,point,2020-08-31,2020-09-05
51001,,1 wk ahead inc case,7.9855,point,2020-08-31,2020-09-05
51003,,1 wk ahead inc case,58.3515,point,2020-08-31,2020-09-05
51005,,1 wk ahead inc case,3.933,point,2020-08-31,2020-09-05
51007,,1 wk ahead inc case,8.3055,point,2020-08-31,2020-09-05
51009,,1 wk ahead inc case,36.227,point,2020-08-31,2020-09-05
51011,,1 wk ahead inc case,37.9835,point,2020-08-31,2020-09-05
51013,,1 wk ahead inc case,104.415,point,2020-08-31,2020-09-05
51015,,1 wk ahead inc case,27.3145,point,2020-08-31,2020-09-05
51017,,1 wk ahead inc case,0.2745,point,2020-08-31,2020-09-05
51019,,1 wk ahead inc case,75.095,point,2020-08-31,2020-09-05
51021,,1 wk ahead inc case,5.4475,point,2020-08-31,2020-09-05
51023,,1 wk ahead inc case,25.0565,point,2020-08-31,2020-09-05
51025,,1 wk ahead inc case,15.7455,point,2020-08-31,2020-09-05
51027,,1 wk ahead inc case,5.5889999999999995,point,2020-08-31,2020-09-05
51029,,1 wk ahead inc case,8.034500000000001,point,2020-08-31,2020-09-05
51031,,1 wk ahead inc case,38.4165,point,2020-08-31,2020-09-05
51033,,1 wk ahead inc case,24.4075,point,2020-08-31,2020-09-05
51035,,1 wk ahead inc case,21.728,point,2020-08-31,2020-09-05
51036,,1 wk ahead inc case,9.709,point,2020-08-31,2020-09-05
51037,,1 wk ahead inc case,7.7925,point,2020-08-31,2020-09-05
51041,,1 wk ahead inc case,173.7095,point,2020-08-31,2020-09-05
51043,,1 wk ahead inc case,5.382000000000001,point,2020-08-31,2020-09-05
51045,,1 wk ahead inc case,2.0075,point,2020-08-31,2020-09-05
51047,,1 wk ahead inc case,35.074,point,2020-08-31,2020-09-05
51049,,1 wk ahead inc case,6.4639999999999995,point,2020-08-31,2020-09-05
51051,,1 wk ahead inc case,7.5305,point,2020-08-31,2020-09-05
51053,,1 wk ahead inc case,27.6855,point,2020-08-31,2020-09-05
51057,,1 wk ahead inc case,4.6385000000000005,point,2020-08-31,2020-09-05
51059,,1 wk ahead inc case,525.0735,point,2020-08-31,2020-09-05
51061,,1 wk ahead inc case,71.30450000000002,point,2020-08-31,2020-09-05
51063,,1 wk ahead inc case,19.57,point,2020-08-31,2020-09-05
51065,,1 wk ahead inc case,14.4665,point,2020-08-31,2020-09-05
51067,,1 wk ahead inc case,6.53,point,2020-08-31,2020-09-05
51069,,1 wk ahead inc case,35.480500000000006,point,2020-08-31,2020-09-05
51071,,1 wk ahead inc case,5.6370000000000005,point,2020-08-31,2020-09-05
51073,,1 wk ahead inc case,16.4845,point,2020-08-31,2020-09-05
51075,,1 wk ahead inc case,39.164,point,2020-08-31,2020-09-05
51077,,1 wk ahead inc case,13.613499999999998,point,2020-08-31,2020-09-05
51079,,1 wk ahead inc case,11.710999999999999,point,2020-08-31,2020-09-05
51081,,1 wk ahead inc case,26.76,point,2020-08-31,2020-09-05
51083,,1 wk ahead inc case,23.4005,point,2020-08-31,2020-09-05
51085,,1 wk ahead inc case,54.5735,point,2020-08-31,2020-09-05
51087,,1 wk ahead inc case,181.8245,point,2020-08-31,2020-09-05
51089,,1 wk ahead inc case,69.4235,point,2020-08-31,2020-09-05
51091,,1 wk ahead inc case,0.153,point,2020-08-31,2020-09-05
51093,,1 wk ahead inc case,49.317,point,2020-08-31,2020-09-05
51095,,1 wk ahead inc case,48.2735,point,2020-08-31,2020-09-05
51097,,1 wk ahead inc case,3.8875,point,2020-08-31,2020-09-05
51099,,1 wk ahead inc case,24.5015,point,2020-08-31,2020-09-05
51101,,1 wk ahead inc case,6.827000000000001,point,2020-08-31,2020-09-05
51103,,1 wk ahead inc case,12.277000000000001,point,2020-08-31,2020-09-05
51105,,1 wk ahead inc case,26.683000000000003,point,2020-08-31,2020-09-05
51107,,1 wk ahead inc case,202.544,point,2020-08-31,2020-09-05
51109,,1 wk ahead inc case,21.208000000000002,point,2020-08-31,2020-09-05
51111,,1 wk ahead inc case,13.931500000000002,point,2020-08-31,2020-09-05
51113,,1 wk ahead inc case,3.88,point,2020-08-31,2020-09-05
51115,,1 wk ahead inc case,0.44,point,2020-08-31,2020-09-05
51117,,1 wk ahead inc case,24.318500000000004,point,2020-08-31,2020-09-05
51119,,1 wk ahead inc case,1.278,point,2020-08-31,2020-09-05
51121,,1 wk ahead inc case,71.1045,point,2020-08-31,2020-09-05
51125,,1 wk ahead inc case,5.424500000000001,point,2020-08-31,2020-09-05
51127,,1 wk ahead inc case,16.049500000000002,point,2020-08-31,2020-09-05
51131,,1 wk ahead inc case,3.5570000000000004,point,2020-08-31,2020-09-05
51133,,1 wk ahead inc case,4.1775,point,2020-08-31,2020-09-05
51135,,1 wk ahead inc case,8.277000000000001,point,2020-08-31,2020-09-05
51137,,1 wk ahead inc case,16.639000000000006,point,2020-08-31,2020-09-05
51139,,1 wk ahead inc case,4.502000000000002,point,2020-08-31,2020-09-05
51141,,1 wk ahead inc case,21.868,point,2020-08-31,2020-09-05
51143,,1 wk ahead inc case,91.837,point,2020-08-31,2020-09-05
51145,,1 wk ahead inc case,16.5185,point,2020-08-31,2020-09-05
51147,,1 wk ahead inc case,15.2645,point,2020-08-31,2020-09-05
51149,,1 wk ahead inc case,27.341,point,2020-08-31,2020-09-05
51153,,1 wk ahead inc case,354.165,point,2020-08-31,2020-09-05
51155,,1 wk ahead inc case,27.4595,point,2020-08-31,2020-09-05
51157,,1 wk ahead inc case,5.103,point,2020-08-31,2020-09-05
51159,,1 wk ahead inc case,0.8895000000000001,point,2020-08-31,2020-09-05
51161,,1 wk ahead inc case,57.96,point,2020-08-31,2020-09-05
51163,,1 wk ahead inc case,13.8965,point,2020-08-31,2020-09-05
51165,,1 wk ahead inc case,39.60849999999999,point,2020-08-31,2020-09-05
51167,,1 wk ahead inc case,13.008,point,2020-08-31,2020-09-05
51169,,1 wk ahead inc case,16.026000000000003,point,2020-08-31,2020-09-05
51171,,1 wk ahead inc case,16.139499999999998,point,2020-08-31,2020-09-05
51173,,1 wk ahead inc case,51.4335,point,2020-08-31,2020-09-05
51175,,1 wk ahead inc case,17.4405,point,2020-08-31,2020-09-05
51177,,1 wk ahead inc case,84.5755,point,2020-08-31,2020-09-05
51179,,1 wk ahead inc case,93.4355,point,2020-08-31,2020-09-05
51181,,1 wk ahead inc case,7.6495,point,2020-08-31,2020-09-05
51183,,1 wk ahead inc case,8.9695,point,2020-08-31,2020-09-05
51185,,1 wk ahead inc case,32.252500000000005,point,2020-08-31,2020-09-05
51187,,1 wk ahead inc case,12.3255,point,2020-08-31,2020-09-05
51191,,1 wk ahead inc case,50.91,point,2020-08-31,2020-09-05
51193,,1 wk ahead inc case,4.5095,point,2020-08-31,2020-09-05
51195,,1 wk ahead inc case,51.706,point,2020-08-31,2020-09-05
51197,,1 wk ahead inc case,24.326500000000006,point,2020-08-31,2020-09-05
51199,,1 wk ahead inc case,30.9395,point,2020-08-31,2020-09-05
51510,,1 wk ahead inc case,135.6835,point,2020-08-31,2020-09-05
51520,,1 wk ahead inc case,14.9905,point,2020-08-31,2020-09-05
51530,,1 wk ahead inc case,2.189,point,2020-08-31,2020-09-05
51540,,1 wk ahead inc case,38.128,point,2020-08-31,2020-09-05
51550,,1 wk ahead inc case,216.8315,point,2020-08-31,2020-09-05
51570,,1 wk ahead inc case,11.273,point,2020-08-31,2020-09-05
51580,,1 wk ahead inc case,5.388999999999999,point,2020-08-31,2020-09-05
51590,,1 wk ahead inc case,53.863,point,2020-08-31,2020-09-05
51595,,1 wk ahead inc case,6.597,point,2020-08-31,2020-09-05
51600,,1 wk ahead inc case,22.978,point,2020-08-31,2020-09-05
51610,,1 wk ahead inc case,9.6715,point,2020-08-31,2020-09-05
51620,,1 wk ahead inc case,25.9025,point,2020-08-31,2020-09-05
51630,,1 wk ahead inc case,28.3035,point,2020-08-31,2020-09-05
51640,,1 wk ahead inc case,2.088,point,2020-08-31,2020-09-05
51650,,1 wk ahead inc case,93.4815,point,2020-08-31,2020-09-05
51660,,1 wk ahead inc case,55.835,point,2020-08-31,2020-09-05
51670,,1 wk ahead inc case,25.1815,point,2020-08-31,2020-09-05
51678,,1 wk ahead inc case,2.3495000000000004,point,2020-08-31,2020-09-05
51680,,1 wk ahead inc case,121.611,point,2020-08-31,2020-09-05
51683,,1 wk ahead inc case,25.9745,point,2020-08-31,2020-09-05
51685,,1 wk ahead inc case,7.438499999999999,point,2020-08-31,2020-09-05
51690,,1 wk ahead inc case,33.081,point,2020-08-31,2020-09-05
51700,,1 wk ahead inc case,117.618,point,2020-08-31,2020-09-05
51710,,1 wk ahead inc case,164.3545,point,2020-08-31,2020-09-05
51720,,1 wk ahead inc case,3.5045,point,2020-08-31,2020-09-05
51730,,1 wk ahead inc case,35.547,point,2020-08-31,2020-09-05
51735,,1 wk ahead inc case,10.1735,point,2020-08-31,2020-09-05
51740,,1 wk ahead inc case,95.551,point,2020-08-31,2020-09-05
51750,,1 wk ahead inc case,201.716,point,2020-08-31,2020-09-05
51760,,1 wk ahead inc case,219.83,point,2020-08-31,2020-09-05
51770,,1 wk ahead inc case,57.9715,point,2020-08-31,2020-09-05
51775,,1 wk ahead inc case,26.271,point,2020-08-31,2020-09-05
51790,,1 wk ahead inc case,8.0885,point,2020-08-31,2020-09-05
51800,,1 wk ahead inc case,85.779,point,2020-08-31,2020-09-05
51810,,1 wk ahead inc case,245.8945,point,2020-08-31,2020-09-05
51820,,1 wk ahead inc case,12.3275,point,2020-08-31,2020-09-05
51830,,1 wk ahead inc case,5.662999999999999,point,2020-08-31,2020-09-05
51840,,1 wk ahead inc case,5.604,point,2020-08-31,2020-09-05
53001,,1 wk ahead inc case,54.727,point,2020-08-31,2020-09-05
53003,,1 wk ahead inc case,9.5935,point,2020-08-31,2020-09-05
53005,,1 wk ahead inc case,104.0475,point,2020-08-31,2020-09-05
53007,,1 wk ahead inc case,94.4295,point,2020-08-31,2020-09-05
53009,,1 wk ahead inc case,31.5055,point,2020-08-31,2020-09-05
53011,,1 wk ahead inc case,105.931,point,2020-08-31,2020-09-05
53013,,1 wk ahead inc case,2.7655000000000003,point,2020-08-31,2020-09-05
53015,,1 wk ahead inc case,20.476,point,2020-08-31,2020-09-05
53017,,1 wk ahead inc case,38.326,point,2020-08-31,2020-09-05
53019,,1 wk ahead inc case,1.958,point,2020-08-31,2020-09-05
53021,,1 wk ahead inc case,48.20399999999999,point,2020-08-31,2020-09-05
53023,,1 wk ahead inc case,1.251,point,2020-08-31,2020-09-05
53025,,1 wk ahead inc case,186.176,point,2020-08-31,2020-09-05
53027,,1 wk ahead inc case,61.112,point,2020-08-31,2020-09-05
53029,,1 wk ahead inc case,11.155,point,2020-08-31,2020-09-05
53031,,1 wk ahead inc case,7.669,point,2020-08-31,2020-09-05
53033,,1 wk ahead inc case,718.9090000000001,point,2020-08-31,2020-09-05
53035,,1 wk ahead inc case,87.6915,point,2020-08-31,2020-09-05
53037,,1 wk ahead inc case,21.7395,point,2020-08-31,2020-09-05
53039,,1 wk ahead inc case,15.435000000000002,point,2020-08-31,2020-09-05
53041,,1 wk ahead inc case,45.24,point,2020-08-31,2020-09-05
53043,,1 wk ahead inc case,6.5485,point,2020-08-31,2020-09-05
53045,,1 wk ahead inc case,33.1185,point,2020-08-31,2020-09-05
53047,,1 wk ahead inc case,22.7035,point,2020-08-31,2020-09-05
53049,,1 wk ahead inc case,2.5649999999999995,point,2020-08-31,2020-09-05
53051,,1 wk ahead inc case,2.0845,point,2020-08-31,2020-09-05
53053,,1 wk ahead inc case,254.93750000000003,point,2020-08-31,2020-09-05
53055,,1 wk ahead inc case,0.9209999999999999,point,2020-08-31,2020-09-05
53057,,1 wk ahead inc case,34.6195,point,2020-08-31,2020-09-05
53059,,1 wk ahead inc case,4.1755,point,2020-08-31,2020-09-05
53061,,1 wk ahead inc case,187.03550000000004,point,2020-08-31,2020-09-05
53063,,1 wk ahead inc case,224.64550000000003,point,2020-08-31,2020-09-05
53065,,1 wk ahead inc case,5.544499999999998,point,2020-08-31,2020-09-05
53067,,1 wk ahead inc case,62.96,point,2020-08-31,2020-09-05
53069,,1 wk ahead inc case,0.5995,point,2020-08-31,2020-09-05
53071,,1 wk ahead inc case,46.8675,point,2020-08-31,2020-09-05
53073,,1 wk ahead inc case,26.621,point,2020-08-31,2020-09-05
53075,,1 wk ahead inc case,144.372,point,2020-08-31,2020-09-05
53077,,1 wk ahead inc case,84.78099999999998,point,2020-08-31,2020-09-05
54001,,1 wk ahead inc case,0.7849999999999999,point,2020-08-31,2020-09-05
