,Unnamed: 0,forecast_date,target,target_end_date,location,location_name,type,quantile,value
1518,1519,2020-05-18,1 day ahead cum death,2020-05-19,17,Illinois,point,,5090.49
1519,1520,2020-05-18,1 day ahead inc death,2020-05-19,17,Illinois,point,,136.29
1520,1521,2020-05-18,2 day ahead cum death,2020-05-20,17,Illinois,point,,5228.025
1521,1522,2020-05-18,2 day ahead inc death,2020-05-20,17,Illinois,point,,137.535
1522,1523,2020-05-18,3 day ahead cum death,2020-05-21,17,Illinois,point,,5367.335
1523,1524,2020-05-18,3 day ahead inc death,2020-05-21,17,Illinois,point,,139.31
1524,1525,2020-05-18,4 day ahead cum death,2020-05-22,17,Illinois,point,,5510.565
1525,1526,2020-05-18,4 day ahead inc death,2020-05-22,17,Illinois,point,,143.23
1526,1527,2020-05-18,5 day ahead cum death,2020-05-23,17,Illinois,point,,5652.91
1527,1528,2020-05-18,5 day ahead inc death,2020-05-23,17,Illinois,point,,142.345
1528,1529,2020-05-18,6 day ahead cum death,2020-05-24,17,Illinois,point,,5795.51
1529,1530,2020-05-18,6 day ahead inc death,2020-05-24,17,Illinois,point,,142.6
1530,1531,2020-05-18,7 day ahead cum death,2020-05-25,17,Illinois,point,,5938.74
1531,1532,2020-05-18,7 day ahead inc death,2020-05-25,17,Illinois,point,,143.23
1532,1533,2020-05-18,8 day ahead cum death,2020-05-26,17,Illinois,point,,6083.545
1533,1534,2020-05-18,8 day ahead inc death,2020-05-26,17,Illinois,point,,144.805
1534,1535,2020-05-18,9 day ahead cum death,2020-05-27,17,Illinois,point,,6229.25
1535,1536,2020-05-18,9 day ahead inc death,2020-05-27,17,Illinois,point,,145.705
1536,1537,2020-05-18,10 day ahead cum death,2020-05-28,17,Illinois,point,,6373.46
1537,1538,2020-05-18,10 day ahead inc death,2020-05-28,17,Illinois,point,,144.21
1538,1539,2020-05-18,11 day ahead cum death,2020-05-29,17,Illinois,point,,6519.535
1539,1540,2020-05-18,11 day ahead inc death,2020-05-29,17,Illinois,point,,146.075
1540,1541,2020-05-18,12 day ahead cum death,2020-05-30,17,Illinois,point,,6666.105
1541,1542,2020-05-18,12 day ahead inc death,2020-05-30,17,Illinois,point,,146.57
1542,1543,2020-05-18,13 day ahead cum death,2020-05-31,17,Illinois,point,,6814.755
1543,1544,2020-05-18,13 day ahead inc death,2020-05-31,17,Illinois,point,,148.65
1544,1545,2020-05-18,14 day ahead cum death,2020-06-01,17,Illinois,point,,6963.61
1545,1546,2020-05-18,14 day ahead inc death,2020-06-01,17,Illinois,point,,148.855
1546,1547,2020-05-18,15 day ahead cum death,2020-06-02,17,Illinois,point,,7112.62
1547,1548,2020-05-18,15 day ahead inc death,2020-06-02,17,Illinois,point,,149.01
1548,1549,2020-05-18,16 day ahead cum death,2020-06-03,17,Illinois,point,,7262.005
1549,1550,2020-05-18,16 day ahead inc death,2020-06-03,17,Illinois,point,,149.385
1550,1551,2020-05-18,17 day ahead cum death,2020-06-04,17,Illinois,point,,7412.035
1551,1552,2020-05-18,17 day ahead inc death,2020-06-04,17,Illinois,point,,150.03
1552,1553,2020-05-18,18 day ahead cum death,2020-06-05,17,Illinois,point,,7564.265
1553,1554,2020-05-18,18 day ahead inc death,2020-06-05,17,Illinois,point,,152.23
1554,1555,2020-05-18,19 day ahead cum death,2020-06-06,17,Illinois,point,,7716.02
1555,1556,2020-05-18,19 day ahead inc death,2020-06-06,17,Illinois,point,,151.755
1556,1557,2020-05-18,20 day ahead cum death,2020-06-07,17,Illinois,point,,7867.295
1557,1558,2020-05-18,20 day ahead inc death,2020-06-07,17,Illinois,point,,151.275
1558,1559,2020-05-18,21 day ahead cum death,2020-06-08,17,Illinois,point,,8019.685
1559,1560,2020-05-18,21 day ahead inc death,2020-06-08,17,Illinois,point,,152.39
1560,1561,2020-05-18,22 day ahead cum death,2020-06-09,17,Illinois,point,,8174.305
1561,1562,2020-05-18,22 day ahead inc death,2020-06-09,17,Illinois,point,,154.62
1562,1563,2020-05-18,23 day ahead cum death,2020-06-10,17,Illinois,point,,8327.7
1563,1564,2020-05-18,23 day ahead inc death,2020-06-10,17,Illinois,point,,153.395
1564,1565,2020-05-18,24 day ahead cum death,2020-06-11,17,Illinois,point,,8480.95
1565,1566,2020-05-18,24 day ahead inc death,2020-06-11,17,Illinois,point,,153.25
1566,1567,2020-05-18,25 day ahead cum death,2020-06-12,17,Illinois,point,,8636.805
1567,1568,2020-05-18,25 day ahead inc death,2020-06-12,17,Illinois,point,,155.855
1568,1569,2020-05-18,26 day ahead cum death,2020-06-13,17,Illinois,point,,8795.285
1569,1570,2020-05-18,26 day ahead inc death,2020-06-13,17,Illinois,point,,158.48
1570,1571,2020-05-18,27 day ahead cum death,2020-06-14,17,Illinois,point,,8955.615
1571,1572,2020-05-18,27 day ahead inc death,2020-06-14,17,Illinois,point,,160.33
1572,1573,2020-05-18,28 day ahead cum death,2020-06-15,17,Illinois,point,,9121.72
1573,1574,2020-05-18,28 day ahead inc death,2020-06-15,17,Illinois,point,,166.105
1574,1575,2020-05-18,29 day ahead cum death,2020-06-16,17,Illinois,point,,9297.75
1575,1576,2020-05-18,29 day ahead inc death,2020-06-16,17,Illinois,point,,176.03
1576,1577,2020-05-18,30 day ahead cum death,2020-06-17,17,Illinois,point,,9483.34
1577,1578,2020-05-18,30 day ahead inc death,2020-06-17,17,Illinois,point,,185.59
1578,1579,2020-05-18,31 day ahead cum death,2020-06-18,17,Illinois,point,,9677.555
1579,1580,2020-05-18,31 day ahead inc death,2020-06-18,17,Illinois,point,,194.215
1580,1581,2020-05-18,32 day ahead cum death,2020-06-19,17,Illinois,point,,9882.715
1581,1582,2020-05-18,32 day ahead inc death,2020-06-19,17,Illinois,point,,205.16
1582,1583,2020-05-18,33 day ahead cum death,2020-06-20,17,Illinois,point,,10105.735
1583,1584,2020-05-18,33 day ahead inc death,2020-06-20,17,Illinois,point,,223.02
1814,1815,2020-05-18,1 wk ahead cum death,2020-05-23,17,Illinois,point,,5652.91
1815,1816,2020-05-18,1 wk ahead inc death,2020-05-23,17,Illinois,point,,970.785
1816,1817,2020-05-18,2 wk ahead cum death,2020-05-30,17,Illinois,point,,6666.105
1817,1818,2020-05-18,2 wk ahead inc death,2020-05-30,17,Illinois,point,,1013.195
1818,1819,2020-05-18,3 wk ahead cum death,2020-06-06,17,Illinois,point,,7716.02
1819,1820,2020-05-18,3 wk ahead inc death,2020-06-06,17,Illinois,point,,1049.915
1820,1821,2020-05-18,4 wk ahead cum death,2020-06-13,17,Illinois,point,,8795.285
1821,1822,2020-05-18,4 wk ahead inc death,2020-06-13,17,Illinois,point,,1079.265
1822,1823,2020-05-18,5 wk ahead cum death,2020-06-20,17,Illinois,point,,10105.735
1823,1824,2020-05-18,5 wk ahead inc death,2020-06-20,17,Illinois,point,,1310.45
