,location,forecast_date,target_end_date,value,target,type,quantile
31545,36077,2020-07-12,2020-07-25,3.6170103315668194,2 wk ahead inc case,point,
31546,36077,2020-07-12,2020-08-01,6.304868679212714,3 wk ahead inc case,point,
31547,36077,2020-07-12,2020-08-08,8.651942354752993,4 wk ahead inc case,point,
31548,36079,2020-07-12,2020-07-18,23.73165914131107,1 wk ahead inc case,point,
31549,36079,2020-07-12,2020-07-25,30.705778548482566,2 wk ahead inc case,point,
31550,36079,2020-07-12,2020-08-01,34.444355755892644,3 wk ahead inc case,point,
31551,36079,2020-07-12,2020-08-08,37.29475508028364,4 wk ahead inc case,point,
31552,36081,2020-07-12,2020-07-18,0.0037015313354952415,1 wk ahead inc case,point,
31553,36081,2020-07-12,2020-07-25,0.00475054552424901,2 wk ahead inc case,point,
31554,36081,2020-07-12,2020-08-01,0.005026637796924998,3 wk ahead inc case,point,
31555,36081,2020-07-12,2020-08-08,0.503884995069444,4 wk ahead inc case,point,
31556,36083,2020-07-12,2020-07-18,69.77128838658464,1 wk ahead inc case,point,
31557,36083,2020-07-12,2020-07-25,69.94933071161812,2 wk ahead inc case,point,
31558,36083,2020-07-12,2020-08-01,82.80225789409262,3 wk ahead inc case,point,
31559,36083,2020-07-12,2020-08-08,97.25064146813551,4 wk ahead inc case,point,
31560,36085,2020-07-12,2020-07-18,0.0038287672795442452,1 wk ahead inc case,point,
31561,36085,2020-07-12,2020-07-25,0.003935396777773882,2 wk ahead inc case,point,
31562,36085,2020-07-12,2020-08-01,0.004319706520017647,3 wk ahead inc case,point,
31563,36085,2020-07-12,2020-08-08,0.5033186705129636,4 wk ahead inc case,point,
31564,36087,2020-07-12,2020-07-18,74.51456439741837,1 wk ahead inc case,point,
31565,36087,2020-07-12,2020-07-25,71.87902085780055,2 wk ahead inc case,point,
31566,36087,2020-07-12,2020-08-01,72.25646011090481,3 wk ahead inc case,point,
31567,36087,2020-07-12,2020-08-08,74.93983987669951,4 wk ahead inc case,point,
31568,36089,2020-07-12,2020-07-18,4.911591738803197,1 wk ahead inc case,point,
31569,36089,2020-07-12,2020-07-25,8.721316572934821,2 wk ahead inc case,point,
31570,36089,2020-07-12,2020-08-01,10.51275438972142,3 wk ahead inc case,point,
31571,36089,2020-07-12,2020-08-08,14.058083306187893,4 wk ahead inc case,point,
31572,36091,2020-07-12,2020-07-18,41.65455459058328,1 wk ahead inc case,point,
31573,36091,2020-07-12,2020-07-25,49.94177785815522,2 wk ahead inc case,point,
31574,36091,2020-07-12,2020-08-01,60.70610850392878,3 wk ahead inc case,point,
31575,36091,2020-07-12,2020-08-08,69.8724771143945,4 wk ahead inc case,point,
31576,36093,2020-07-12,2020-07-18,36.09237785717447,1 wk ahead inc case,point,
31577,36093,2020-07-12,2020-07-25,39.44262794616842,2 wk ahead inc case,point,
31578,36093,2020-07-12,2020-08-01,45.914872743873204,3 wk ahead inc case,point,
31579,36093,2020-07-12,2020-08-08,53.926399303646285,4 wk ahead inc case,point,
31580,36101,2020-07-12,2020-07-18,1.8932036107189545,1 wk ahead inc case,point,
31581,36101,2020-07-12,2020-07-25,2.9376002430308925,2 wk ahead inc case,point,
31582,36101,2020-07-12,2020-08-01,6.120188150331867,3 wk ahead inc case,point,
31583,36101,2020-07-12,2020-08-08,8.628172982895157,4 wk ahead inc case,point,
31584,36103,2020-07-12,2020-07-18,386.9155698863916,1 wk ahead inc case,point,
31585,36103,2020-07-12,2020-07-25,432.96183032587015,2 wk ahead inc case,point,
31586,36103,2020-07-12,2020-08-01,458.8438983530097,3 wk ahead inc case,point,
31587,36103,2020-07-12,2020-08-08,481.1168507086024,4 wk ahead inc case,point,
31588,36105,2020-07-12,2020-07-18,7.575852553882928,1 wk ahead inc case,point,
31589,36105,2020-07-12,2020-07-25,8.52178845433287,2 wk ahead inc case,point,
31590,36105,2020-07-12,2020-08-01,10.222587432298006,3 wk ahead inc case,point,
31591,36105,2020-07-12,2020-08-08,10.802989889703785,4 wk ahead inc case,point,
31592,36109,2020-07-12,2020-07-18,10.368331643771443,1 wk ahead inc case,point,
31593,36109,2020-07-12,2020-07-25,12.868780931017005,2 wk ahead inc case,point,
31594,36109,2020-07-12,2020-08-01,16.410685622202447,3 wk ahead inc case,point,
31595,36109,2020-07-12,2020-08-08,18.388694070183288,4 wk ahead inc case,point,
31596,36111,2020-07-12,2020-07-18,29.50418298996778,1 wk ahead inc case,point,
31597,36111,2020-07-12,2020-07-25,35.96412766639614,2 wk ahead inc case,point,
31598,36111,2020-07-12,2020-08-01,41.402346855756996,3 wk ahead inc case,point,
31599,36111,2020-07-12,2020-08-08,42.82375536212801,4 wk ahead inc case,point,
31600,36113,2020-07-12,2020-07-18,8.819409905854268,1 wk ahead inc case,point,
31601,36113,2020-07-12,2020-07-25,8.824718637823802,2 wk ahead inc case,point,
31602,36113,2020-07-12,2020-08-01,9.510373541054653,3 wk ahead inc case,point,
31603,36113,2020-07-12,2020-08-08,8.946773303611263,4 wk ahead inc case,point,
31604,36115,2020-07-12,2020-07-18,0.8019572997727404,1 wk ahead inc case,point,
31605,36115,2020-07-12,2020-07-25,1.6948944398053782,2 wk ahead inc case,point,
31606,36115,2020-07-12,2020-08-01,4.047469852518433,3 wk ahead inc case,point,
31607,36115,2020-07-12,2020-08-08,5.030860162892012,4 wk ahead inc case,point,
31608,36117,2020-07-12,2020-07-18,20.25800017321608,1 wk ahead inc case,point,
31609,36117,2020-07-12,2020-07-25,26.581602312201447,2 wk ahead inc case,point,
31610,36117,2020-07-12,2020-08-01,32.19633530910723,3 wk ahead inc case,point,
31611,36117,2020-07-12,2020-08-08,38.341502830028574,4 wk ahead inc case,point,
31612,36119,2020-07-12,2020-07-18,258.1322740462441,1 wk ahead inc case,point,
31613,36119,2020-07-12,2020-07-25,279.37258237023195,2 wk ahead inc case,point,
31614,36119,2020-07-12,2020-08-01,292.3708048597466,3 wk ahead inc case,point,
31615,36119,2020-07-12,2020-08-08,298.7259408898089,4 wk ahead inc case,point,
31616,37,2020-07-12,2020-07-18,14224.783113388638,1 wk ahead inc case,point,
31617,37,2020-07-12,2020-07-25,15367.13377980239,2 wk ahead inc case,point,
31618,37,2020-07-12,2020-08-01,15854.516799766941,3 wk ahead inc case,point,
31619,37,2020-07-12,2020-08-08,15774.689225644619,4 wk ahead inc case,point,
31620,37001,2020-07-12,2020-07-18,159.2313132869398,1 wk ahead inc case,point,
31621,37001,2020-07-12,2020-07-25,170.39486873836182,2 wk ahead inc case,point,
31622,37001,2020-07-12,2020-08-01,181.6099424666926,3 wk ahead inc case,point,
31623,37001,2020-07-12,2020-08-08,185.0703380149651,4 wk ahead inc case,point,
31624,37019,2020-07-12,2020-07-18,141.6717618387821,1 wk ahead inc case,point,
31625,37019,2020-07-12,2020-07-25,146.73665193575286,2 wk ahead inc case,point,
31626,37019,2020-07-12,2020-08-01,156.907618758221,3 wk ahead inc case,point,
31627,37019,2020-07-12,2020-08-08,166.15583187791745,4 wk ahead inc case,point,
31628,37021,2020-07-12,2020-07-18,210.65543161740447,1 wk ahead inc case,point,
31629,37021,2020-07-12,2020-07-25,257.57966270389227,2 wk ahead inc case,point,
31630,37021,2020-07-12,2020-08-01,311.2536440322836,3 wk ahead inc case,point,
31631,37021,2020-07-12,2020-08-08,351.86762848136664,4 wk ahead inc case,point,
31632,37023,2020-07-12,2020-07-18,115.2338159421543,1 wk ahead inc case,point,
31633,37023,2020-07-12,2020-07-25,125.11500825955395,2 wk ahead inc case,point,
31634,37023,2020-07-12,2020-08-01,137.50872887753258,3 wk ahead inc case,point,
31635,37023,2020-07-12,2020-08-08,153.71423883933323,4 wk ahead inc case,point,
31636,37025,2020-07-12,2020-07-18,348.38897306278244,1 wk ahead inc case,point,
31637,37025,2020-07-12,2020-07-25,398.9269190996298,2 wk ahead inc case,point,
31638,37025,2020-07-12,2020-08-01,447.529605238158,3 wk ahead inc case,point,
31639,37025,2020-07-12,2020-08-08,498.75211109955495,4 wk ahead inc case,point,
31640,37027,2020-07-12,2020-07-18,109.19041722078494,1 wk ahead inc case,point,
31641,37027,2020-07-12,2020-07-25,116.999660801452,2 wk ahead inc case,point,
31642,37027,2020-07-12,2020-08-01,122.00411981312834,3 wk ahead inc case,point,
31643,37027,2020-07-12,2020-08-08,125.7645666411239,4 wk ahead inc case,point,
31644,37031,2020-07-12,2020-07-18,25.718078231007052,1 wk ahead inc case,point,
31645,37031,2020-07-12,2020-07-25,34.14598930482014,2 wk ahead inc case,point,
31646,37031,2020-07-12,2020-08-01,41.85798089188856,3 wk ahead inc case,point,
31647,37031,2020-07-12,2020-08-08,47.961879995450936,4 wk ahead inc case,point,
31648,37035,2020-07-12,2020-07-18,243.889046956924,1 wk ahead inc case,point,
31649,37035,2020-07-12,2020-07-25,262.30291392798694,2 wk ahead inc case,point,
31650,37035,2020-07-12,2020-08-01,289.8116128391663,3 wk ahead inc case,point,
31651,37035,2020-07-12,2020-08-08,308.47222941381665,4 wk ahead inc case,point,
31652,37037,2020-07-12,2020-07-18,62.72857539494685,1 wk ahead inc case,point,
31653,37037,2020-07-12,2020-07-25,63.820152223679074,2 wk ahead inc case,point,
31654,37037,2020-07-12,2020-08-01,69.97696048480447,3 wk ahead inc case,point,
31655,37037,2020-07-12,2020-08-08,81.96501321863516,4 wk ahead inc case,point,
31656,37045,2020-07-12,2020-07-18,147.54202003538978,1 wk ahead inc case,point,
31657,37045,2020-07-12,2020-07-25,166.38727098190662,2 wk ahead inc case,point,
31658,37045,2020-07-12,2020-08-01,182.99009940462685,3 wk ahead inc case,point,
31659,37045,2020-07-12,2020-08-08,204.46573300678426,4 wk ahead inc case,point,
31660,37047,2020-07-12,2020-07-18,58.4060853142562,1 wk ahead inc case,point,
31661,37047,2020-07-12,2020-07-25,64.54926728037444,2 wk ahead inc case,point,
31662,37047,2020-07-12,2020-08-01,70.52553653072665,3 wk ahead inc case,point,
31663,37047,2020-07-12,2020-08-08,78.86910785072064,4 wk ahead inc case,point,
31664,37049,2020-07-12,2020-07-18,44.506817647580775,1 wk ahead inc case,point,
31665,37049,2020-07-12,2020-07-25,58.4105972430964,2 wk ahead inc case,point,
31666,37049,2020-07-12,2020-08-01,68.08866428242099,3 wk ahead inc case,point,
31667,37049,2020-07-12,2020-08-08,75.14268110784074,4 wk ahead inc case,point,
31668,37051,2020-07-12,2020-07-18,281.95502045409694,1 wk ahead inc case,point,
31669,37051,2020-07-12,2020-07-25,298.10521319801376,2 wk ahead inc case,point,
31670,37051,2020-07-12,2020-08-01,332.0029631898529,3 wk ahead inc case,point,
31671,37051,2020-07-12,2020-08-08,370.5972288911085,4 wk ahead inc case,point,
31672,37057,2020-07-12,2020-07-18,172.79689289900085,1 wk ahead inc case,point,
31673,37057,2020-07-12,2020-07-25,198.7085026883344,2 wk ahead inc case,point,
31674,37057,2020-07-12,2020-08-01,220.5078294141981,3 wk ahead inc case,point,
31675,37057,2020-07-12,2020-08-08,239.25159892385292,4 wk ahead inc case,point,
31676,37061,2020-07-12,2020-07-18,88.76448987107054,1 wk ahead inc case,point,
31677,37061,2020-07-12,2020-07-25,104.10712386344551,2 wk ahead inc case,point,
31678,37061,2020-07-12,2020-08-01,101.38385358164685,3 wk ahead inc case,point,
31679,37061,2020-07-12,2020-08-08,101.00049398089706,4 wk ahead inc case,point,
31680,37063,2020-07-12,2020-07-18,482.0925640267556,1 wk ahead inc case,point,
31681,37063,2020-07-12,2020-07-25,530.0588892300776,2 wk ahead inc case,point,
31682,37063,2020-07-12,2020-08-01,589.4562931913313,3 wk ahead inc case,point,
31683,37063,2020-07-12,2020-08-08,615.1528820162997,4 wk ahead inc case,point,
31684,37065,2020-07-12,2020-07-18,38.32210947614864,1 wk ahead inc case,point,
31685,37065,2020-07-12,2020-07-25,47.15794419627503,2 wk ahead inc case,point,
31686,37065,2020-07-12,2020-08-01,52.960196000447134,3 wk ahead inc case,point,
31687,37065,2020-07-12,2020-08-08,60.69692011241121,4 wk ahead inc case,point,
31688,37067,2020-07-12,2020-07-18,381.5794077372266,1 wk ahead inc case,point,
31689,37067,2020-07-12,2020-07-25,418.2363484737091,2 wk ahead inc case,point,
31690,37067,2020-07-12,2020-08-01,448.3357961919178,3 wk ahead inc case,point,
31691,37067,2020-07-12,2020-08-08,466.79013571839766,4 wk ahead inc case,point,
31692,37069,2020-07-12,2020-07-18,88.9408021801275,1 wk ahead inc case,point,
31693,37069,2020-07-12,2020-07-25,114.70385207045,2 wk ahead inc case,point,
31694,37069,2020-07-12,2020-08-01,132.38901688962812,3 wk ahead inc case,point,
31695,37069,2020-07-12,2020-08-08,152.8054637391744,4 wk ahead inc case,point,
31696,37071,2020-07-12,2020-07-18,531.8492976112277,1 wk ahead inc case,point,
31697,37071,2020-07-12,2020-07-25,617.3292223585912,2 wk ahead inc case,point,
31698,37071,2020-07-12,2020-08-01,694.4485702181877,3 wk ahead inc case,point,
31699,37071,2020-07-12,2020-08-08,748.5873431385394,4 wk ahead inc case,point,
31700,37077,2020-07-12,2020-07-18,87.91158506204205,1 wk ahead inc case,point,
31701,37077,2020-07-12,2020-07-25,109.74579522045299,2 wk ahead inc case,point,
31702,37077,2020-07-12,2020-08-01,118.23282627413843,3 wk ahead inc case,point,
31703,37077,2020-07-12,2020-08-08,134.28707251227078,4 wk ahead inc case,point,
31704,37081,2020-07-12,2020-07-18,612.3545398304733,1 wk ahead inc case,point,
31705,37081,2020-07-12,2020-07-25,689.532197234931,2 wk ahead inc case,point,
31706,37081,2020-07-12,2020-08-01,796.7754610592865,3 wk ahead inc case,point,
31707,37081,2020-07-12,2020-08-08,865.8368241431531,4 wk ahead inc case,point,
31708,37083,2020-07-12,2020-07-18,131.1752118803025,1 wk ahead inc case,point,
31709,37083,2020-07-12,2020-07-25,179.64286421918294,2 wk ahead inc case,point,
31710,37083,2020-07-12,2020-08-01,193.245565127174,3 wk ahead inc case,point,
31711,37083,2020-07-12,2020-08-08,176.34583891561007,4 wk ahead inc case,point,
31712,37085,2020-07-12,2020-07-18,94.2722130329628,1 wk ahead inc case,point,
31713,37085,2020-07-12,2020-07-25,104.38366555241032,2 wk ahead inc case,point,
31714,37085,2020-07-12,2020-08-01,117.33481203937204,3 wk ahead inc case,point,
31715,37085,2020-07-12,2020-08-08,133.47625329130295,4 wk ahead inc case,point,
31716,37087,2020-07-12,2020-07-18,30.826215782697663,1 wk ahead inc case,point,
31717,37087,2020-07-12,2020-07-25,36.59369765441393,2 wk ahead inc case,point,
31718,37087,2020-07-12,2020-08-01,42.66576118117509,3 wk ahead inc case,point,
31719,37087,2020-07-12,2020-08-08,49.65576102852796,4 wk ahead inc case,point,
31720,37089,2020-07-12,2020-07-18,169.42956252617938,1 wk ahead inc case,point,
31721,37089,2020-07-12,2020-07-25,191.9999195473196,2 wk ahead inc case,point,
31722,37089,2020-07-12,2020-08-01,205.24475037693963,3 wk ahead inc case,point,
31723,37089,2020-07-12,2020-08-08,217.8215125102403,4 wk ahead inc case,point,
31724,37093,2020-07-12,2020-07-18,50.801928296516046,1 wk ahead inc case,point,
31725,37093,2020-07-12,2020-07-25,56.986615981404036,2 wk ahead inc case,point,
31726,37093,2020-07-12,2020-08-01,60.21080683565405,3 wk ahead inc case,point,
31727,37093,2020-07-12,2020-08-08,67.95528781244512,4 wk ahead inc case,point,
31728,37097,2020-07-12,2020-07-18,214.74144348199061,1 wk ahead inc case,point,
31729,37097,2020-07-12,2020-07-25,267.8757024412112,2 wk ahead inc case,point,
31730,37097,2020-07-12,2020-08-01,299.0853407901587,3 wk ahead inc case,point,
31731,37097,2020-07-12,2020-08-08,331.5174473885216,4 wk ahead inc case,point,
31732,37101,2020-07-12,2020-07-18,375.01715722531515,1 wk ahead inc case,point,
31733,37101,2020-07-12,2020-07-25,417.2853121799269,2 wk ahead inc case,point,
31734,37101,2020-07-12,2020-08-01,473.5328760680332,3 wk ahead inc case,point,
31735,37101,2020-07-12,2020-08-08,517.5598671250908,4 wk ahead inc case,point,
31736,37105,2020-07-12,2020-07-18,58.79283636717832,1 wk ahead inc case,point,
31737,37105,2020-07-12,2020-07-25,61.29615976725194,2 wk ahead inc case,point,
31738,37105,2020-07-12,2020-08-01,68.14946925415107,3 wk ahead inc case,point,
31739,37105,2020-07-12,2020-08-08,74.9822406993464,4 wk ahead inc case,point,
31740,37107,2020-07-12,2020-07-18,45.393044189850464,1 wk ahead inc case,point,
31741,37107,2020-07-12,2020-07-25,54.66747903918164,2 wk ahead inc case,point,
31742,37107,2020-07-12,2020-08-01,59.68519425117384,3 wk ahead inc case,point,
31743,37107,2020-07-12,2020-08-08,65.24488424363278,4 wk ahead inc case,point,
31744,37109,2020-07-12,2020-07-18,122.71545424596157,1 wk ahead inc case,point,
31745,37109,2020-07-12,2020-07-25,133.97188326583878,2 wk ahead inc case,point,
31746,37109,2020-07-12,2020-08-01,148.97306118522482,3 wk ahead inc case,point,
31747,37109,2020-07-12,2020-08-08,170.07499858754915,4 wk ahead inc case,point,
31748,37119,2020-07-12,2020-07-18,2518.2975326174883,1 wk ahead inc case,point,
31749,37119,2020-07-12,2020-07-25,2686.0036427641244,2 wk ahead inc case,point,
31750,37119,2020-07-12,2020-08-01,2830.682310879292,3 wk ahead inc case,point,
31751,37119,2020-07-12,2020-08-08,2815.689805335088,4 wk ahead inc case,point,
31752,37125,2020-07-12,2020-07-18,110.33228103669292,1 wk ahead inc case,point,
31753,37125,2020-07-12,2020-07-25,117.92239400077379,2 wk ahead inc case,point,
31754,37125,2020-07-12,2020-08-01,136.67394113161185,3 wk ahead inc case,point,
31755,37125,2020-07-12,2020-08-08,152.35165559390316,4 wk ahead inc case,point,
31756,37127,2020-07-12,2020-07-18,107.8466949839977,1 wk ahead inc case,point,
31757,37127,2020-07-12,2020-07-25,113.52880061211306,2 wk ahead inc case,point,
31758,37127,2020-07-12,2020-08-01,127.61156843385069,3 wk ahead inc case,point,
31759,37127,2020-07-12,2020-08-08,140.68968534725428,4 wk ahead inc case,point,
31760,37129,2020-07-12,2020-07-18,229.23230620538533,1 wk ahead inc case,point,
31761,37129,2020-07-12,2020-07-25,271.075599882495,2 wk ahead inc case,point,
31762,37129,2020-07-12,2020-08-01,283.6182836365165,3 wk ahead inc case,point,
31763,37129,2020-07-12,2020-08-08,300.34678325609167,4 wk ahead inc case,point,
31764,37133,2020-07-12,2020-07-18,92.23578791953993,1 wk ahead inc case,point,
31765,37133,2020-07-12,2020-07-25,112.67146745012656,2 wk ahead inc case,point,
31766,37133,2020-07-12,2020-08-01,129.14918060003694,3 wk ahead inc case,point,
31767,37133,2020-07-12,2020-08-08,151.16177426124375,4 wk ahead inc case,point,
31768,37135,2020-07-12,2020-07-18,170.29002878693262,1 wk ahead inc case,point,
31769,37135,2020-07-12,2020-07-25,187.3273699815847,2 wk ahead inc case,point,
31770,37135,2020-07-12,2020-08-01,205.8033392927319,3 wk ahead inc case,point,
31771,37135,2020-07-12,2020-08-08,221.93746007686002,4 wk ahead inc case,point,
31772,37141,2020-07-12,2020-07-18,76.93402095866533,1 wk ahead inc case,point,
31773,37141,2020-07-12,2020-07-25,82.57030219130475,2 wk ahead inc case,point,
31774,37141,2020-07-12,2020-08-01,93.30733105329384,3 wk ahead inc case,point,
31775,37141,2020-07-12,2020-08-08,105.55802156511031,4 wk ahead inc case,point,
31776,37147,2020-07-12,2020-07-18,163.9439567397532,1 wk ahead inc case,point,
31777,37147,2020-07-12,2020-07-25,177.17751803775022,2 wk ahead inc case,point,
31778,37147,2020-07-12,2020-08-01,194.69578367762603,3 wk ahead inc case,point,
31779,37147,2020-07-12,2020-08-08,213.64027106824506,4 wk ahead inc case,point,
31780,37151,2020-07-12,2020-07-18,199.3007219670736,1 wk ahead inc case,point,
31781,37151,2020-07-12,2020-07-25,222.26283201266858,2 wk ahead inc case,point,
31782,37151,2020-07-12,2020-08-01,248.7182268655922,3 wk ahead inc case,point,
31783,37151,2020-07-12,2020-08-08,276.66948208062723,4 wk ahead inc case,point,
31784,37155,2020-07-12,2020-07-18,257.1015668350278,1 wk ahead inc case,point,
31785,37155,2020-07-12,2020-07-25,304.61467706825624,2 wk ahead inc case,point,
31786,37155,2020-07-12,2020-08-01,323.7009415633125,3 wk ahead inc case,point,
31787,37155,2020-07-12,2020-08-08,339.67736625576333,4 wk ahead inc case,point,
31788,37157,2020-07-12,2020-07-18,28.229559656647787,1 wk ahead inc case,point,
31789,37157,2020-07-12,2020-07-25,36.63045010007296,2 wk ahead inc case,point,
31790,37157,2020-07-12,2020-08-01,43.47102896200496,3 wk ahead inc case,point,
31791,37157,2020-07-12,2020-08-08,46.9497816727293,4 wk ahead inc case,point,
31792,37159,2020-07-12,2020-07-18,167.76901885680275,1 wk ahead inc case,point,
31793,37159,2020-07-12,2020-07-25,209.4162299291917,2 wk ahead inc case,point,
31794,37159,2020-07-12,2020-08-01,227.1503034248834,3 wk ahead inc case,point,
31795,37159,2020-07-12,2020-08-08,249.0551468479305,4 wk ahead inc case,point,
31796,37161,2020-07-12,2020-07-18,45.20216119488616,1 wk ahead inc case,point,
31797,37161,2020-07-12,2020-07-25,58.4744266109387,2 wk ahead inc case,point,
31798,37161,2020-07-12,2020-08-01,69.73178069341994,3 wk ahead inc case,point,
31799,37161,2020-07-12,2020-08-08,77.2109644631588,4 wk ahead inc case,point,
31800,37163,2020-07-12,2020-07-18,70.18229791791647,1 wk ahead inc case,point,
31801,37163,2020-07-12,2020-07-25,79.37868089957216,2 wk ahead inc case,point,
31802,37163,2020-07-12,2020-08-01,81.76544515189597,3 wk ahead inc case,point,
31803,37163,2020-07-12,2020-08-08,88.20516153368399,4 wk ahead inc case,point,
31804,37167,2020-07-12,2020-07-18,78.51083116998299,1 wk ahead inc case,point,
31805,37167,2020-07-12,2020-07-25,87.71942720459505,2 wk ahead inc case,point,
31806,37167,2020-07-12,2020-08-01,98.56367599468214,3 wk ahead inc case,point,
31807,37167,2020-07-12,2020-08-08,105.14650066641443,4 wk ahead inc case,point,
31808,37171,2020-07-12,2020-07-18,63.837561386606225,1 wk ahead inc case,point,
31809,37171,2020-07-12,2020-07-25,71.19189787724113,2 wk ahead inc case,point,
31810,37171,2020-07-12,2020-08-01,76.25613380220263,3 wk ahead inc case,point,
31811,37171,2020-07-12,2020-08-08,86.31457697540013,4 wk ahead inc case,point,
31812,37179,2020-07-12,2020-07-18,384.6432849494358,1 wk ahead inc case,point,
31813,37179,2020-07-12,2020-07-25,452.8452426278821,2 wk ahead inc case,point,
31814,37179,2020-07-12,2020-08-01,503.01882110579805,3 wk ahead inc case,point,
31815,37179,2020-07-12,2020-08-08,542.9061038637158,4 wk ahead inc case,point,
31816,37183,2020-07-12,2020-07-18,1697.1106334512538,1 wk ahead inc case,point,
31817,37183,2020-07-12,2020-07-25,1896.5217632026597,2 wk ahead inc case,point,
31818,37183,2020-07-12,2020-08-01,2043.4917328447968,3 wk ahead inc case,point,
31819,37183,2020-07-12,2020-08-08,2062.4432174025314,4 wk ahead inc case,point,
31820,37189,2020-07-12,2020-07-18,26.38074318416457,1 wk ahead inc case,point,
31821,37189,2020-07-12,2020-07-25,29.74372358001751,2 wk ahead inc case,point,
31822,37189,2020-07-12,2020-08-01,34.43171488790745,3 wk ahead inc case,point,
31823,37189,2020-07-12,2020-08-08,37.567260037500795,4 wk ahead inc case,point,
31824,37191,2020-07-12,2020-07-18,87.90851085864081,1 wk ahead inc case,point,
31825,37191,2020-07-12,2020-07-25,97.36238971744085,2 wk ahead inc case,point,
31826,37191,2020-07-12,2020-08-01,103.21826664648992,3 wk ahead inc case,point,
31827,37191,2020-07-12,2020-08-08,106.13777782667385,4 wk ahead inc case,point,
31828,37193,2020-07-12,2020-07-18,31.524051915099577,1 wk ahead inc case,point,
31829,37193,2020-07-12,2020-07-25,36.55772396932856,2 wk ahead inc case,point,
31830,37193,2020-07-12,2020-08-01,42.13962163749755,3 wk ahead inc case,point,
31831,37193,2020-07-12,2020-08-08,47.16094607669693,4 wk ahead inc case,point,
31832,37195,2020-07-12,2020-07-18,124.6608907532977,1 wk ahead inc case,point,
31833,37195,2020-07-12,2020-07-25,141.510388709088,2 wk ahead inc case,point,
31834,37195,2020-07-12,2020-08-01,154.09396032087332,3 wk ahead inc case,point,
31835,37195,2020-07-12,2020-08-08,166.25276379624228,4 wk ahead inc case,point,
31836,38,2020-07-12,2020-07-18,647.1930663690987,1 wk ahead inc case,point,
31837,38,2020-07-12,2020-07-25,757.8904602942176,2 wk ahead inc case,point,
31838,38,2020-07-12,2020-08-01,873.3575539675168,3 wk ahead inc case,point,
31839,38,2020-07-12,2020-08-08,951.8725703809853,4 wk ahead inc case,point,
31840,38015,2020-07-12,2020-07-18,133.7923566661975,1 wk ahead inc case,point,
31841,38015,2020-07-12,2020-07-25,151.83280449686214,2 wk ahead inc case,point,
31842,38015,2020-07-12,2020-08-01,170.4979192615771,3 wk ahead inc case,point,
31843,38015,2020-07-12,2020-08-08,193.2888358767021,4 wk ahead inc case,point,
31844,38017,2020-07-12,2020-07-18,135.08444616552123,1 wk ahead inc case,point,
31845,38017,2020-07-12,2020-07-25,141.37363598184038,2 wk ahead inc case,point,
31846,38017,2020-07-12,2020-08-01,149.03452964840324,3 wk ahead inc case,point,
31847,38017,2020-07-12,2020-08-08,155.9177537144775,4 wk ahead inc case,point,
31848,38035,2020-07-12,2020-07-18,61.09765299882171,1 wk ahead inc case,point,
31849,38035,2020-07-12,2020-07-25,65.16571634513062,2 wk ahead inc case,point,
31850,38035,2020-07-12,2020-08-01,73.92276890187912,3 wk ahead inc case,point,
31851,38035,2020-07-12,2020-08-08,79.640184700785,4 wk ahead inc case,point,
31852,38101,2020-07-12,2020-07-18,11.269523151781511,1 wk ahead inc case,point,
31853,38101,2020-07-12,2020-07-25,13.514105781722655,2 wk ahead inc case,point,
31854,38101,2020-07-12,2020-08-01,18.449380451828613,3 wk ahead inc case,point,
31855,38101,2020-07-12,2020-08-08,22.30697375114357,4 wk ahead inc case,point,
31856,39,2020-07-12,2020-07-18,10192.754060437685,1 wk ahead inc case,point,
31857,39,2020-07-12,2020-07-25,11465.137543467019,2 wk ahead inc case,point,
31858,39,2020-07-12,2020-08-01,12277.493141986315,3 wk ahead inc case,point,
31859,39,2020-07-12,2020-08-08,12271.528215036924,4 wk ahead inc case,point,
31860,39003,2020-07-12,2020-07-18,63.603132816510346,1 wk ahead inc case,point,
31861,39003,2020-07-12,2020-07-25,71.10547718878959,2 wk ahead inc case,point,
31862,39003,2020-07-12,2020-08-01,83.61339528806765,3 wk ahead inc case,point,
31863,39003,2020-07-12,2020-08-08,94.40809204960956,4 wk ahead inc case,point,
31864,39005,2020-07-12,2020-07-18,9.028490351624859,1 wk ahead inc case,point,
31865,39005,2020-07-12,2020-07-25,12.721262375050076,2 wk ahead inc case,point,
31866,39005,2020-07-12,2020-08-01,14.745745986305554,3 wk ahead inc case,point,
31867,39005,2020-07-12,2020-08-08,19.757373940459075,4 wk ahead inc case,point,
31868,39007,2020-07-12,2020-07-18,14.775830490908069,1 wk ahead inc case,point,
31869,39007,2020-07-12,2020-07-25,18.31390433573056,2 wk ahead inc case,point,
31870,39007,2020-07-12,2020-08-01,21.771778028707214,3 wk ahead inc case,point,
31871,39007,2020-07-12,2020-08-08,24.885165948731547,4 wk ahead inc case,point,
31872,39009,2020-07-12,2020-07-18,167.32783662324326,1 wk ahead inc case,point,
31873,39009,2020-07-12,2020-07-25,219.90941246086342,2 wk ahead inc case,point,
31874,39009,2020-07-12,2020-08-01,235.26282843029372,3 wk ahead inc case,point,
31875,39009,2020-07-12,2020-08-08,224.8066268905956,4 wk ahead inc case,point,
31876,39013,2020-07-12,2020-07-18,19.932087141238238,1 wk ahead inc case,point,
