location,target,type,quantile,forecast_date,target_end_date,value
24031,4 wk ahead inc case,point,,2020-07-05,2020-08-01,727.13
24031,5 wk ahead inc case,point,,2020-07-05,2020-08-08,646.57
24031,6 wk ahead inc case,point,,2020-07-05,2020-08-15,571.94
24031,7 wk ahead inc case,point,,2020-07-05,2020-08-22,503.75
24031,8 wk ahead inc case,point,,2020-07-05,2020-08-29,442.11
24033,1 wk ahead inc case,point,,2020-07-05,2020-07-11,556.06
24033,2 wk ahead inc case,point,,2020-07-05,2020-07-18,522.64
24033,3 wk ahead inc case,point,,2020-07-05,2020-07-25,411.33
24033,4 wk ahead inc case,point,,2020-07-05,2020-08-01,322.87
24033,5 wk ahead inc case,point,,2020-07-05,2020-08-08,253.59
24033,6 wk ahead inc case,point,,2020-07-05,2020-08-15,199.79
24033,7 wk ahead inc case,point,,2020-07-05,2020-08-22,158.18
24033,8 wk ahead inc case,point,,2020-07-05,2020-08-29,126.0
24035,1 wk ahead inc case,point,,2020-07-05,2020-07-11,28.35
24035,2 wk ahead inc case,point,,2020-07-05,2020-07-18,35.78
24035,3 wk ahead inc case,point,,2020-07-05,2020-07-25,38.88
24035,4 wk ahead inc case,point,,2020-07-05,2020-08-01,42.18
24035,5 wk ahead inc case,point,,2020-07-05,2020-08-08,45.66
24035,6 wk ahead inc case,point,,2020-07-05,2020-08-15,49.32
24035,7 wk ahead inc case,point,,2020-07-05,2020-08-22,53.15
24035,8 wk ahead inc case,point,,2020-07-05,2020-08-29,57.14
24037,1 wk ahead inc case,point,,2020-07-05,2020-07-11,69.04
24037,2 wk ahead inc case,point,,2020-07-05,2020-07-18,84.95
24037,3 wk ahead inc case,point,,2020-07-05,2020-07-25,89.77
24037,4 wk ahead inc case,point,,2020-07-05,2020-08-01,94.62
24037,5 wk ahead inc case,point,,2020-07-05,2020-08-08,99.47
24037,6 wk ahead inc case,point,,2020-07-05,2020-08-15,104.28
24037,7 wk ahead inc case,point,,2020-07-05,2020-08-22,109.01
24037,8 wk ahead inc case,point,,2020-07-05,2020-08-29,113.61
24039,1 wk ahead inc case,point,,2020-07-05,2020-07-11,4.56
24039,2 wk ahead inc case,point,,2020-07-05,2020-07-18,5.28
24039,3 wk ahead inc case,point,,2020-07-05,2020-07-25,5.25
24039,4 wk ahead inc case,point,,2020-07-05,2020-08-01,5.21
24039,5 wk ahead inc case,point,,2020-07-05,2020-08-08,5.17
24039,6 wk ahead inc case,point,,2020-07-05,2020-08-15,5.13
24039,7 wk ahead inc case,point,,2020-07-05,2020-08-22,5.08
24039,8 wk ahead inc case,point,,2020-07-05,2020-08-29,5.04
24041,1 wk ahead inc case,point,,2020-07-05,2020-07-11,20.08
