,forecast_date,target,target_end_date,location,location_name,type,quantile,value
1541,2020-04-22,15 day ahead cum death,2020-05-07,27,Minnesota,point,,327.0
1564,2020-04-22,15 day ahead cum death,2020-05-07,6,California,point,,2292.0
1587,2020-04-22,15 day ahead cum death,2020-05-07,39,Ohio,point,,1298.0
1610,2020-04-22,15 day ahead cum death,2020-05-07,10,Delaware,point,,215.0
1633,2020-04-22,15 day ahead cum death,2020-05-07,22,Louisiana,point,,1897.0
1656,2020-04-22,15 day ahead cum death,2020-05-07,15,Hawaii,point,,17.0
1679,2020-04-22,15 day ahead cum death,2020-05-07,55,Wisconsin,point,,451.0
1702,2020-04-22,15 day ahead cum death,2020-05-07,29,Missouri,point,,414.0
1725,2020-04-22,15 day ahead cum death,2020-05-07,32,Nevada,point,,305.0
1748,2020-04-22,15 day ahead cum death,2020-05-07,11,District of Columbia,point,,249.0
1771,2020-04-22,15 day ahead cum death,2020-05-07,28,Mississippi,point,,391.0
1794,2020-04-22,15 day ahead cum death,2020-05-07,46,South Dakota,point,,39.0
1817,2020-04-22,15 day ahead cum death,2020-05-07,34,New Jersey,point,,8627.0
1840,2020-04-22,15 day ahead cum death,2020-05-07,24,Maryland,point,,1406.0
1863,2020-04-22,15 day ahead cum death,2020-05-07,17,Illinois,point,,3294.0
1886,2020-04-22,15 day ahead cum death,2020-05-07,45,South Carolina,point,,240.0
1909,2020-04-22,15 day ahead cum death,2020-05-07,48,Texas,point,,1001.0
1932,2020-04-22,15 day ahead cum death,2020-05-07,18,Indiana,point,,1257.0
1955,2020-04-22,15 day ahead cum death,2020-05-07,50,Vermont,point,,55.0
1978,2020-04-22,15 day ahead cum death,2020-05-07,13,Georgia,point,,1129.0
2001,2020-04-22,15 day ahead cum death,2020-05-07,31,Nebraska,point,,120.0
2024,2020-04-22,15 day ahead cum death,2020-05-07,44,Rhode Island,point,,477.0
2047,2020-04-22,15 day ahead cum death,2020-05-07,49,Utah,point,,43.0
2070,2020-04-22,15 day ahead cum death,2020-05-07,42,Pennsylvania,point,,2860.0
2093,2020-04-22,15 day ahead cum death,2020-05-07,51,Virginia,point,,810.0
2116,2020-04-22,15 day ahead cum death,2020-05-07,9,Connecticut,point,,3199.0
2139,2020-04-22,15 day ahead cum death,2020-05-07,33,New Hampshire,point,,91.0
2162,2020-04-22,15 day ahead cum death,2020-05-07,2,Alaska,point,,12.0
2185,2020-04-22,15 day ahead cum death,2020-05-07,38,North Dakota,point,,34.0
2208,2020-04-22,15 day ahead cum death,2020-05-07,53,Washington,point,,791.0
2231,2020-04-22,15 day ahead cum death,2020-05-07,35,New Mexico,point,,143.0
2254,2020-04-22,15 day ahead cum death,2020-05-07,40,Oklahoma,point,,282.0
2277,2020-04-22,15 day ahead cum death,2020-05-07,54,West Virginia,point,,36.0
2300,2020-04-22,15 day ahead cum death,2020-05-07,19,Iowa,point,,252.0
2323,2020-04-22,15 day ahead cum death,2020-05-07,1,Alabama,point,,365.0
2346,2020-04-22,26 day ahead cum death,2020-05-18,37,North Carolina,point,,579.0
2369,2020-04-22,26 day ahead cum death,2020-05-18,41,Oregon,point,,152.0
2392,2020-04-22,26 day ahead cum death,2020-05-18,20,Kansas,point,,279.0
2415,2020-04-22,26 day ahead cum death,2020-05-18,23,Maine,point,,77.0
2438,2020-04-22,26 day ahead cum death,2020-05-18,16,Idaho,point,,80.0
2461,2020-04-22,26 day ahead cum death,2020-05-18,5,Arkansas,point,,123.0
2484,2020-04-22,26 day ahead cum death,2020-05-18,26,Michigan,point,,5171.0
2507,2020-04-22,26 day ahead cum death,2020-05-18,36,New York,point,,32717.0
2530,2020-04-22,26 day ahead cum death,2020-05-18,4,Arizona,point,,434.0
2553,2020-04-22,26 day ahead cum death,2020-05-18,25,Massachusetts,point,,5794.0
2576,2020-04-22,26 day ahead cum death,2020-05-18,8,Colorado,point,,1093.0
2599,2020-04-22,26 day ahead cum death,2020-05-18,21,Kentucky,point,,402.0
2622,2020-04-22,26 day ahead cum death,2020-05-18,56,Wyoming,point,,4.0
2645,2020-04-22,26 day ahead cum death,2020-05-18,30,Montana,point,,10.0
2668,2020-04-22,26 day ahead cum death,2020-05-18,47,Tennessee,point,,378.0
2691,2020-04-22,26 day ahead cum death,2020-05-18,12,Florida,point,,1817.0
2714,2020-04-22,26 day ahead cum death,2020-05-18,27,Minnesota,point,,451.0
2737,2020-04-22,26 day ahead cum death,2020-05-18,6,California,point,,2880.0
2760,2020-04-22,26 day ahead cum death,2020-05-18,39,Ohio,point,,1795.0
2783,2020-04-22,26 day ahead cum death,2020-05-18,10,Delaware,point,,316.0
2806,2020-04-22,26 day ahead cum death,2020-05-18,22,Louisiana,point,,2018.0
2829,2020-04-22,26 day ahead cum death,2020-05-18,15,Hawaii,point,,19.0
2852,2020-04-22,26 day ahead cum death,2020-05-18,55,Wisconsin,point,,562.0
2875,2020-04-22,26 day ahead cum death,2020-05-18,29,Missouri,point,,505.0
2898,2020-04-22,26 day ahead cum death,2020-05-18,32,Nevada,point,,366.0
2921,2020-04-22,26 day ahead cum death,2020-05-18,11,District of Columbia,point,,331.0
2944,2020-04-22,26 day ahead cum death,2020-05-18,28,Mississippi,point,,529.0
2967,2020-04-22,26 day ahead cum death,2020-05-18,46,South Dakota,point,,69.0
2990,2020-04-22,26 day ahead cum death,2020-05-18,34,New Jersey,point,,10432.0
3013,2020-04-22,26 day ahead cum death,2020-05-18,24,Maryland,point,,1956.0
3036,2020-04-22,26 day ahead cum death,2020-05-18,17,Illinois,point,,4419.0
3059,2020-04-22,26 day ahead cum death,2020-05-18,45,South Carolina,point,,286.0
3082,2020-04-22,26 day ahead cum death,2020-05-18,48,Texas,point,,1176.0
3105,2020-04-22,26 day ahead cum death,2020-05-18,18,Indiana,point,,1566.0
3128,2020-04-22,26 day ahead cum death,2020-05-18,50,Vermont,point,,60.0
3151,2020-04-22,26 day ahead cum death,2020-05-18,13,Georgia,point,,1234.0
3174,2020-04-22,26 day ahead cum death,2020-05-18,31,Nebraska,point,,201.0
3197,2020-04-22,26 day ahead cum death,2020-05-18,44,Rhode Island,point,,682.0
3220,2020-04-22,26 day ahead cum death,2020-05-18,49,Utah,point,,47.0
3243,2020-04-22,26 day ahead cum death,2020-05-18,42,Pennsylvania,point,,3555.0
3266,2020-04-22,26 day ahead cum death,2020-05-18,51,Virginia,point,,1209.0
