,forecast_date,location,target,type,quantile,target_end_date,value
5873,2020-07-27,55,3 wk ahead cum death,point,,2020-08-15,998.9408
5874,2020-07-27,56,3 wk ahead cum death,point,,2020-08-15,31.8616
5875,2020-07-27,US,3 wk ahead cum death,point,,2020-08-15,182618.08
7072,2020-07-27,01,3 wk ahead inc death,point,,2020-08-15,427.8798
7073,2020-07-27,02,3 wk ahead inc death,point,,2020-08-15,8.997
7074,2020-07-27,04,3 wk ahead inc death,point,,2020-08-15,2388.365
7075,2020-07-27,05,3 wk ahead inc death,point,,2020-08-15,77.567
7076,2020-07-27,06,3 wk ahead inc death,point,,2020-08-15,1254.5376
7077,2020-07-27,08,3 wk ahead inc death,point,,2020-08-15,23.6622
7078,2020-07-27,09,3 wk ahead inc death,point,,2020-08-15,7.2268
7079,2020-07-27,10,3 wk ahead inc death,point,,2020-08-15,11.7734
7080,2020-07-27,11,3 wk ahead inc death,point,,2020-08-15,2.6158
7081,2020-07-27,12,3 wk ahead inc death,point,,2020-08-15,3588.602000000001
7082,2020-07-27,13,3 wk ahead inc death,point,,2020-08-15,378.3892
7083,2020-07-27,15,3 wk ahead inc death,point,,2020-08-15,11.9224
7084,2020-07-27,16,3 wk ahead inc death,point,,2020-08-15,218.3148
7085,2020-07-27,17,3 wk ahead inc death,point,,2020-08-15,67.105
7086,2020-07-27,18,3 wk ahead inc death,point,,2020-08-15,57.7124
7087,2020-07-27,19,3 wk ahead inc death,point,,2020-08-15,21.8278
7088,2020-07-27,20,3 wk ahead inc death,point,,2020-08-15,36.8554
7089,2020-07-27,21,3 wk ahead inc death,point,,2020-08-15,69.3588
7090,2020-07-27,22,3 wk ahead inc death,point,,2020-08-15,433.2818
7091,2020-07-27,23,3 wk ahead inc death,point,,2020-08-15,3.7904
7092,2020-07-27,24,3 wk ahead inc death,point,,2020-08-15,35.7366
7093,2020-07-27,25,3 wk ahead inc death,point,,2020-08-15,63.2018
7094,2020-07-27,26,3 wk ahead inc death,point,,2020-08-15,49.077
7095,2020-07-27,27,3 wk ahead inc death,point,,2020-08-15,12.9062
7096,2020-07-27,28,3 wk ahead inc death,point,,2020-08-15,195.8816
7097,2020-07-27,29,3 wk ahead inc death,point,,2020-08-15,80.7292
7098,2020-07-27,30,3 wk ahead inc death,point,,2020-08-15,44.46
7099,2020-07-27,31,3 wk ahead inc death,point,,2020-08-15,15.9106
7100,2020-07-27,32,3 wk ahead inc death,point,,2020-08-15,195.6762
7101,2020-07-27,33,3 wk ahead inc death,point,,2020-08-15,6.2052
7102,2020-07-27,34,3 wk ahead inc death,point,,2020-08-15,177.1306
7103,2020-07-27,35,3 wk ahead inc death,point,,2020-08-15,31.8656
7104,2020-07-27,36,3 wk ahead inc death,point,,2020-08-15,173.5588
7105,2020-07-27,37,3 wk ahead inc death,point,,2020-08-15,264.2102
7106,2020-07-27,38,3 wk ahead inc death,point,,2020-08-15,7.318
7107,2020-07-27,39,3 wk ahead inc death,point,,2020-08-15,141.2092
7108,2020-07-27,40,3 wk ahead inc death,point,,2020-08-15,120.9104
7109,2020-07-27,41,3 wk ahead inc death,point,,2020-08-15,66.5088
7110,2020-07-27,42,3 wk ahead inc death,point,,2020-08-15,85.6378
7111,2020-07-27,44,3 wk ahead inc death,point,,2020-08-15,3.9808
7112,2020-07-27,45,3 wk ahead inc death,point,,2020-08-15,935.7062
7113,2020-07-27,46,3 wk ahead inc death,point,,2020-08-15,14.466
7114,2020-07-27,47,3 wk ahead inc death,point,,2020-08-15,383.9532
7115,2020-07-27,48,3 wk ahead inc death,point,,2020-08-15,4543.7966
7116,2020-07-27,49,3 wk ahead inc death,point,,2020-08-15,63.5296
7117,2020-07-27,50,3 wk ahead inc death,point,,2020-08-15,0.7212
7118,2020-07-27,51,3 wk ahead inc death,point,,2020-08-15,51.924
7119,2020-07-27,53,3 wk ahead inc death,point,,2020-08-15,88.171
7120,2020-07-27,54,3 wk ahead inc death,point,,2020-08-15,3.1648
7121,2020-07-27,55,3 wk ahead inc death,point,,2020-08-15,37.9684
7122,2020-07-27,56,3 wk ahead inc death,point,,2020-08-15,2.738
7123,2020-07-27,US,3 wk ahead inc death,point,,2020-08-15,16988.0382
8320,2020-07-27,01,3 wk ahead inc case,point,,2020-08-15,7202.0168
8321,2020-07-27,02,3 wk ahead inc case,point,,2020-08-15,326.7822
8322,2020-07-27,04,3 wk ahead inc case,point,,2020-08-15,12638.757
8323,2020-07-27,05,3 wk ahead inc case,point,,2020-08-15,2952.4446
8324,2020-07-27,06,3 wk ahead inc case,point,,2020-08-15,29088.9926
8325,2020-07-27,08,3 wk ahead inc case,point,,2020-08-15,2190.5062
8326,2020-07-27,09,3 wk ahead inc case,point,,2020-08-15,319.6258
8327,2020-07-27,10,3 wk ahead inc case,point,,2020-08-15,898.2904
8328,2020-07-27,11,3 wk ahead inc case,point,,2020-08-15,404.4192
8329,2020-07-27,12,3 wk ahead inc case,point,,2020-08-15,35774.197
8330,2020-07-27,13,3 wk ahead inc case,point,,2020-08-15,13489.6048
8331,2020-07-27,15,3 wk ahead inc case,point,,2020-08-15,142.1704
8332,2020-07-27,16,3 wk ahead inc case,point,,2020-08-15,4920.4768
8333,2020-07-27,17,3 wk ahead inc case,point,,2020-08-15,6034.4832
8334,2020-07-27,18,3 wk ahead inc case,point,,2020-08-15,3426.9248
8335,2020-07-27,19,3 wk ahead inc case,point,,2020-08-15,3342.2734
8336,2020-07-27,20,3 wk ahead inc case,point,,2020-08-15,3153.1892
8337,2020-07-27,21,3 wk ahead inc case,point,,2020-08-15,4228.3062
8338,2020-07-27,22,3 wk ahead inc case,point,,2020-08-15,6863.8768
8339,2020-07-27,23,3 wk ahead inc case,point,,2020-08-15,132.90200000000002
8340,2020-07-27,24,3 wk ahead inc case,point,,2020-08-15,3532.6848
8341,2020-07-27,25,3 wk ahead inc case,point,,2020-08-15,1462.6836
8342,2020-07-27,26,3 wk ahead inc case,point,,2020-08-15,3253.8614
8343,2020-07-27,27,3 wk ahead inc case,point,,2020-08-15,3729.1902
8344,2020-07-27,28,3 wk ahead inc case,point,,2020-08-15,5189.5318
8345,2020-07-27,29,3 wk ahead inc case,point,,2020-08-15,4062.0312
8346,2020-07-27,30,3 wk ahead inc case,point,,2020-08-15,460.7412
8347,2020-07-27,31,3 wk ahead inc case,point,,2020-08-15,1797.9544
8348,2020-07-27,32,3 wk ahead inc case,point,,2020-08-15,4587.3034
8349,2020-07-27,33,3 wk ahead inc case,point,,2020-08-15,181.0432
8350,2020-07-27,34,3 wk ahead inc case,point,,2020-08-15,1294.1482
8351,2020-07-27,35,3 wk ahead inc case,point,,2020-08-15,1775.0946
8352,2020-07-27,36,3 wk ahead inc case,point,,2020-08-15,2293.4414
8353,2020-07-27,37,3 wk ahead inc case,point,,2020-08-15,7303.8640000000005
8354,2020-07-27,38,3 wk ahead inc case,point,,2020-08-15,757.9554
8355,2020-07-27,39,3 wk ahead inc case,point,,2020-08-15,6163.8756
8356,2020-07-27,40,3 wk ahead inc case,point,,2020-08-15,3779.17
8357,2020-07-27,41,3 wk ahead inc case,point,,2020-08-15,1502.9438
8358,2020-07-27,42,3 wk ahead inc case,point,,2020-08-15,3905.9440000000004
8359,2020-07-27,44,3 wk ahead inc case,point,,2020-08-15,448.89599999999996
8360,2020-07-27,45,3 wk ahead inc case,point,,2020-08-15,7022.4182
8361,2020-07-27,46,3 wk ahead inc case,point,,2020-08-15,497.483
8362,2020-07-27,47,3 wk ahead inc case,point,,2020-08-15,8156.25459999999
8363,2020-07-27,48,3 wk ahead inc case,point,,2020-08-15,31652.4116
8364,2020-07-27,49,3 wk ahead inc case,point,,2020-08-15,2528.3844
8365,2020-07-27,50,3 wk ahead inc case,point,,2020-08-15,36.3706
8366,2020-07-27,51,3 wk ahead inc case,point,,2020-08-15,4841.7458
8367,2020-07-27,53,3 wk ahead inc case,point,,2020-08-15,2813.5714
8368,2020-07-27,54,3 wk ahead inc case,point,,2020-08-15,893.0664
8369,2020-07-27,55,3 wk ahead inc case,point,,2020-08-15,4097.687
8370,2020-07-27,56,3 wk ahead inc case,point,,2020-08-15,295.349
8371,2020-07-27,US,3 wk ahead inc case,point,,2020-08-15,257847.3396
8736,2020-07-27,01,4 wk ahead cum death,point,,2020-08-22,3064.7484
8737,2020-07-27,02,4 wk ahead cum death,point,,2020-08-22,53.8904
8738,2020-07-27,04,4 wk ahead cum death,point,,2020-08-22,12393.7924
8739,2020-07-27,05,4 wk ahead cum death,point,,2020-08-22,691.258
8740,2020-07-27,06,4 wk ahead cum death,point,,2020-08-22,13186.251
8741,2020-07-27,08,4 wk ahead cum death,point,,2020-08-22,1889.6826
8742,2020-07-27,09,4 wk ahead cum death,point,,2020-08-22,4445.3514
8743,2020-07-27,10,4 wk ahead cum death,point,,2020-08-22,626.6336
8744,2020-07-27,11,4 wk ahead cum death,point,,2020-08-22,592.4866
8745,2020-07-27,12,4 wk ahead cum death,point,,2020-08-22,19379.9032
8746,2020-07-27,13,4 wk ahead cum death,point,,2020-08-22,4918.1756
8747,2020-07-27,15,4 wk ahead cum death,point,,2020-08-22,71.175
8748,2020-07-27,16,4 wk ahead cum death,point,,2020-08-22,1073.0316
8749,2020-07-27,17,4 wk ahead cum death,point,,2020-08-22,7882.6166
8750,2020-07-27,18,4 wk ahead cum death,point,,2020-08-22,3136.8108
8751,2020-07-27,19,4 wk ahead cum death,point,,2020-08-22,918.799
8752,2020-07-27,20,4 wk ahead cum death,point,,2020-08-22,468.1626
8753,2020-07-27,21,4 wk ahead cum death,point,,2020-08-22,961.2162
8754,2020-07-27,22,4 wk ahead cum death,point,,2020-08-22,5371.8148
8755,2020-07-27,23,4 wk ahead cum death,point,,2020-08-22,133.6614
8756,2020-07-27,24,4 wk ahead cum death,point,,2020-08-22,3591.3109999999997
8757,2020-07-27,25,4 wk ahead cum death,point,,2020-08-22,8791.091999999999
8758,2020-07-27,26,4 wk ahead cum death,point,,2020-08-22,6592.5142
8759,2020-07-27,27,4 wk ahead cum death,point,,2020-08-22,1673.3522
8760,2020-07-27,28,4 wk ahead cum death,point,,2020-08-22,2230.7268
8761,2020-07-27,29,4 wk ahead cum death,point,,2020-08-22,1515.8644
8762,2020-07-27,30,4 wk ahead cum death,point,,2020-08-22,215.1878
8763,2020-07-27,31,4 wk ahead cum death,point,,2020-08-22,379.6608
8764,2020-07-27,32,4 wk ahead cum death,point,,2020-08-22,1459.8196
8765,2020-07-27,33,4 wk ahead cum death,point,,2020-08-22,436.1822
8766,2020-07-27,34,4 wk ahead cum death,point,,2020-08-22,16491.8232
8767,2020-07-27,35,4 wk ahead cum death,point,,2020-08-22,738.8752
8768,2020-07-27,36,4 wk ahead cum death,point,,2020-08-22,33287.774
8769,2020-07-27,37,4 wk ahead cum death,point,,2020-08-22,2816.3724
8770,2020-07-27,38,4 wk ahead cum death,point,,2020-08-22,126.8408
8771,2020-07-27,39,4 wk ahead cum death,point,,2020-08-22,3863.2702
8772,2020-07-27,40,4 wk ahead cum death,point,,2020-08-22,944.8146
8773,2020-07-27,41,4 wk ahead cum death,point,,2020-08-22,533.0222
8774,2020-07-27,42,4 wk ahead cum death,point,,2020-08-22,7481.262
8775,2020-07-27,44,4 wk ahead cum death,point,,2020-08-22,1021.3624
8776,2020-07-27,45,4 wk ahead cum death,point,,2020-08-22,4947.6944
8777,2020-07-27,46,4 wk ahead cum death,point,,2020-08-22,178.5162
8778,2020-07-27,47,4 wk ahead cum death,point,,2020-08-22,2393.1424
8779,2020-07-27,48,4 wk ahead cum death,point,,2020-08-22,22816.9194
8780,2020-07-27,49,4 wk ahead cum death,point,,2020-08-22,509.2784
8781,2020-07-27,50,4 wk ahead cum death,point,,2020-08-22,58.643
8782,2020-07-27,51,4 wk ahead cum death,point,,2020-08-22,2291.4068
8783,2020-07-27,53,4 wk ahead cum death,point,,2020-08-22,1831.1064
8784,2020-07-27,54,4 wk ahead cum death,point,,2020-08-22,115.3348
8785,2020-07-27,55,4 wk ahead cum death,point,,2020-08-22,1040.7512
8786,2020-07-27,56,4 wk ahead cum death,point,,2020-08-22,35.3474
8787,2020-07-27,US,4 wk ahead cum death,point,,2020-08-22,211668.7296
9984,2020-07-27,01,4 wk ahead inc death,point,,2020-08-22,624.2592
9985,2020-07-27,02,4 wk ahead inc death,point,,2020-08-22,15.655
9986,2020-07-27,04,4 wk ahead inc death,point,,2020-08-22,4231.0738
9987,2020-07-27,05,4 wk ahead inc death,point,,2020-08-22,94.2274
9988,2020-07-27,06,4 wk ahead inc death,point,,2020-08-22,1703.1222
9989,2020-07-27,08,4 wk ahead inc death,point,,2020-08-22,24.1478
9990,2020-07-27,09,4 wk ahead inc death,point,,2020-08-22,6.2408
9991,2020-07-27,10,4 wk ahead inc death,point,,2020-08-22,12.089
9992,2020-07-27,11,4 wk ahead inc death,point,,2020-08-22,2.1402
9993,2020-07-27,12,4 wk ahead inc death,point,,2020-08-22,6413.9558
9994,2020-07-27,13,4 wk ahead inc death,point,,2020-08-22,484.00699999999995
9995,2020-07-27,15,4 wk ahead inc death,point,,2020-08-22,22.6534
9996,2020-07-27,16,4 wk ahead inc death,point,,2020-08-22,568.5284
9997,2020-07-27,17,4 wk ahead inc death,point,,2020-08-22,61.4876
9998,2020-07-27,18,4 wk ahead inc death,point,,2020-08-22,58.696999999999996
9999,2020-07-27,19,4 wk ahead inc death,point,,2020-08-22,21.5912
10000,2020-07-27,20,4 wk ahead inc death,point,,2020-08-22,50.6302
10001,2020-07-27,21,4 wk ahead inc death,point,,2020-08-22,88.0344
10002,2020-07-27,22,4 wk ahead inc death,point,,2020-08-22,663.5198
10003,2020-07-27,23,4 wk ahead inc death,point,,2020-08-22,4.456
10004,2020-07-27,24,4 wk ahead inc death,point,,2020-08-22,33.0864
10005,2020-07-27,25,4 wk ahead inc death,point,,2020-08-22,61.0864
10006,2020-07-27,26,4 wk ahead inc death,point,,2020-08-22,57.4668
10007,2020-07-27,27,4 wk ahead inc death,point,,2020-08-22,10.0656
10008,2020-07-27,28,4 wk ahead inc death,point,,2020-08-22,239.2308
10009,2020-07-27,29,4 wk ahead inc death,point,,2020-08-22,98.171
10010,2020-07-27,30,4 wk ahead inc death,point,,2020-08-22,86.3296
10011,2020-07-27,31,4 wk ahead inc death,point,,2020-08-22,17.4966
10012,2020-07-27,32,4 wk ahead inc death,point,,2020-08-22,303.8242
10013,2020-07-27,33,4 wk ahead inc death,point,,2020-08-22,5.3062
10014,2020-07-27,34,4 wk ahead inc death,point,,2020-08-22,193.5564
10015,2020-07-27,35,4 wk ahead inc death,point,,2020-08-22,33.0778
10016,2020-07-27,36,4 wk ahead inc death,point,,2020-08-22,218.7074
10017,2020-07-27,37,4 wk ahead inc death,point,,2020-08-22,353.00199999999984
10018,2020-07-27,38,4 wk ahead inc death,point,,2020-08-22,9.2054
10019,2020-07-27,39,4 wk ahead inc death,point,,2020-08-22,155.44799999999995
10020,2020-07-27,40,4 wk ahead inc death,point,,2020-08-22,195.3276
10021,2020-07-27,41,4 wk ahead inc death,point,,2020-08-22,93.914
10022,2020-07-27,42,4 wk ahead inc death,point,,2020-08-22,89.1078
10023,2020-07-27,44,4 wk ahead inc death,point,,2020-08-22,3.0202
10024,2020-07-27,45,4 wk ahead inc death,point,,2020-08-22,1554.715
10025,2020-07-27,46,4 wk ahead inc death,point,,2020-08-22,18.0988
10026,2020-07-27,47,4 wk ahead inc death,point,,2020-08-22,584.9146
10027,2020-07-27,48,4 wk ahead inc death,point,,2020-08-22,9198.0582
10028,2020-07-27,49,4 wk ahead inc death,point,,2020-08-22,82.7226
10029,2020-07-27,50,4 wk ahead inc death,point,,2020-08-22,0.9568
10030,2020-07-27,51,4 wk ahead inc death,point,,2020-08-22,50.2484
10031,2020-07-27,53,4 wk ahead inc death,point,,2020-08-22,104.8304
10032,2020-07-27,54,4 wk ahead inc death,point,,2020-08-22,3.8622
10033,2020-07-27,55,4 wk ahead inc death,point,,2020-08-22,41.8104
10034,2020-07-27,56,4 wk ahead inc death,point,,2020-08-22,3.4858
10035,2020-07-27,US,4 wk ahead inc death,point,,2020-08-22,29050.6496
11232,2020-07-27,01,4 wk ahead inc case,point,,2020-08-22,5758.1782
11233,2020-07-27,02,4 wk ahead inc case,point,,2020-08-22,278.4848
11234,2020-07-27,04,4 wk ahead inc case,point,,2020-08-22,10042.789
11235,2020-07-27,05,4 wk ahead inc case,point,,2020-08-22,2415.2848
11236,2020-07-27,06,4 wk ahead inc case,point,,2020-08-22,21846.2126
11237,2020-07-27,08,4 wk ahead inc case,point,,2020-08-22,1788.0406
11238,2020-07-27,09,4 wk ahead inc case,point,,2020-08-22,271.0536
11239,2020-07-27,10,4 wk ahead inc case,point,,2020-08-22,797.4192
11240,2020-07-27,11,4 wk ahead inc case,point,,2020-08-22,375.6054
11241,2020-07-27,12,4 wk ahead inc case,point,,2020-08-22,26235.5886
11242,2020-07-27,13,4 wk ahead inc case,point,,2020-08-22,10268.6796
11243,2020-07-27,15,4 wk ahead inc case,point,,2020-08-22,114.8652
11244,2020-07-27,16,4 wk ahead inc case,point,,2020-08-22,3800.3802
11245,2020-07-27,17,4 wk ahead inc case,point,,2020-08-22,4994.345
11246,2020-07-27,18,4 wk ahead inc case,point,,2020-08-22,2734.9652
11247,2020-07-27,19,4 wk ahead inc case,point,,2020-08-22,2944.2140000000004
11248,2020-07-27,20,4 wk ahead inc case,point,,2020-08-22,2739.8124
11249,2020-07-27,21,4 wk ahead inc case,point,,2020-08-22,3519.2168
11250,2020-07-27,22,4 wk ahead inc case,point,,2020-08-22,5003.793
11251,2020-07-27,23,4 wk ahead inc case,point,,2020-08-22,124.417
11252,2020-07-27,24,4 wk ahead inc case,point,,2020-08-22,2969.2202
11253,2020-07-27,25,4 wk ahead inc case,point,,2020-08-22,1201.4766
11254,2020-07-27,26,4 wk ahead inc case,point,,2020-08-22,2539.3814
11255,2020-07-27,27,4 wk ahead inc case,point,,2020-08-22,3460.722
11256,2020-07-27,28,4 wk ahead inc case,point,,2020-08-22,4241.932
11257,2020-07-27,29,4 wk ahead inc case,point,,2020-08-22,3171.3922
11258,2020-07-27,30,4 wk ahead inc case,point,,2020-08-22,378.5924
11259,2020-07-27,31,4 wk ahead inc case,point,,2020-08-22,1731.4886
11260,2020-07-27,32,4 wk ahead inc case,point,,2020-08-22,3626.2996
11261,2020-07-27,33,4 wk ahead inc case,point,,2020-08-22,171.1812
11262,2020-07-27,34,4 wk ahead inc case,point,,2020-08-22,1000.6164
11263,2020-07-27,35,4 wk ahead inc case,point,,2020-08-22,1539.7078
11264,2020-07-27,36,4 wk ahead inc case,point,,2020-08-22,1683.9344
11265,2020-07-27,37,4 wk ahead inc case,point,,2020-08-22,5886.1272
11266,2020-07-27,38,4 wk ahead inc case,point,,2020-08-22,726.9010000000003
11267,2020-07-27,39,4 wk ahead inc case,point,,2020-08-22,4871.4984
11268,2020-07-27,40,4 wk ahead inc case,point,,2020-08-22,2999.9996
11269,2020-07-27,41,4 wk ahead inc case,point,,2020-08-22,1235.9624
11270,2020-07-27,42,4 wk ahead inc case,point,,2020-08-22,3008.8578
11271,2020-07-27,44,4 wk ahead inc case,point,,2020-08-22,480.1238
11272,2020-07-27,45,4 wk ahead inc case,point,,2020-08-22,5563.45
11273,2020-07-27,46,4 wk ahead inc case,point,,2020-08-22,438.12
11274,2020-07-27,47,4 wk ahead inc case,point,,2020-08-22,6516.2804
11275,2020-07-27,48,4 wk ahead inc case,point,,2020-08-22,24043.5422
11276,2020-07-27,49,4 wk ahead inc case,point,,2020-08-22,2045.7178
11277,2020-07-27,50,4 wk ahead inc case,point,,2020-08-22,31.1708
11278,2020-07-27,51,4 wk ahead inc case,point,,2020-08-22,4087.1022
11279,2020-07-27,53,4 wk ahead inc case,point,,2020-08-22,2201.4382
11280,2020-07-27,54,4 wk ahead inc case,point,,2020-08-22,763.7776
11281,2020-07-27,55,4 wk ahead inc case,point,,2020-08-22,3480.3384
11282,2020-07-27,56,4 wk ahead inc case,point,,2020-08-22,268.3116
11283,2020-07-27,US,4 wk ahead inc case,point,,2020-08-22,202418.0094
0,2020-08-03,01,1 wk ahead cum death,point,,2020-08-08,1855.3336
1,2020-08-03,02,1 wk ahead cum death,point,,2020-08-08,28.4454
2,2020-08-03,04,1 wk ahead cum death,point,,2020-08-08,4561.5066
3,2020-08-03,05,1 wk ahead cum death,point,,2020-08-08,527.2180000000002
4,2020-08-03,06,1 wk ahead cum death,point,,2020-08-08,10138.174
5,2020-08-03,08,1 wk ahead cum death,point,,2020-08-08,1875.1442
6,2020-08-03,09,1 wk ahead cum death,point,,2020-08-08,4443.3009999999995
7,2020-08-03,10,1 wk ahead cum death,point,,2020-08-08,595.7722
8,2020-08-03,11,1 wk ahead cum death,point,,2020-08-08,587.4346
9,2020-08-03,12,1 wk ahead cum death,point,,2020-08-08,8432.6924
10,2020-08-03,13,1 wk ahead cum death,point,,2020-08-08,4125.573
11,2020-08-03,15,1 wk ahead cum death,point,,2020-08-08,28.3798
12,2020-08-03,16,1 wk ahead cum death,point,,2020-08-08,258.6014
13,2020-08-03,17,1 wk ahead cum death,point,,2020-08-08,7807.0984
14,2020-08-03,18,1 wk ahead cum death,point,,2020-08-08,3032.353
15,2020-08-03,19,1 wk ahead cum death,point,,2020-08-08,911.5169999999999
16,2020-08-03,20,1 wk ahead cum death,point,,2020-08-08,387.9942
17,2020-08-03,21,1 wk ahead cum death,point,,2020-08-08,791.7336
18,2020-08-03,22,1 wk ahead cum death,point,,2020-08-08,4204.084
19,2020-08-03,23,1 wk ahead cum death,point,,2020-08-08,126.6624
20,2020-08-03,24,1 wk ahead cum death,point,,2020-08-08,3565.8206
21,2020-08-03,25,1 wk ahead cum death,point,,2020-08-08,8708.171999999999
22,2020-08-03,26,1 wk ahead cum death,point,,2020-08-08,6494.5418
23,2020-08-03,27,1 wk ahead cum death,point,,2020-08-08,1678.7094
24,2020-08-03,28,1 wk ahead cum death,point,,2020-08-08,1877.1474
25,2020-08-03,29,1 wk ahead cum death,point,,2020-08-08,1338.5852
26,2020-08-03,30,1 wk ahead cum death,point,,2020-08-08,81.0132
27,2020-08-03,31,1 wk ahead cum death,point,,2020-08-08,351.68
28,2020-08-03,32,1 wk ahead cum death,point,,2020-08-08,931.3356
29,2020-08-03,33,1 wk ahead cum death,point,,2020-08-08,425.42900000000003
30,2020-08-03,34,1 wk ahead cum death,point,,2020-08-08,15927.0172
31,2020-08-03,35,1 wk ahead cum death,point,,2020-08-08,689.4696
32,2020-08-03,36,1 wk ahead cum death,point,,2020-08-08,32785.1696
33,2020-08-03,37,1 wk ahead cum death,point,,2020-08-08,2167.973
34,2020-08-03,38,1 wk ahead cum death,point,,2020-08-08,111.2132
35,2020-08-03,39,1 wk ahead cum death,point,,2020-08-08,3691.566
36,2020-08-03,40,1 wk ahead cum death,point,,2020-08-08,612.1556
37,2020-08-03,41,1 wk ahead cum death,point,,2020-08-08,364.4508
38,2020-08-03,42,1 wk ahead cum death,point,,2020-08-08,7314.2414
39,2020-08-03,44,1 wk ahead cum death,point,,2020-08-08,1014.0122
40,2020-08-03,45,1 wk ahead cum death,point,,2020-08-08,2140.5052
41,2020-08-03,46,1 wk ahead cum death,point,,2020-08-08,150.346
42,2020-08-03,47,1 wk ahead cum death,point,,2020-08-08,1238.4024
43,2020-08-03,48,1 wk ahead cum death,point,,2020-08-08,8598.028
44,2020-08-03,49,1 wk ahead cum death,point,,2020-08-08,360.042
45,2020-08-03,50,1 wk ahead cum death,point,,2020-08-08,57.3436
46,2020-08-03,51,1 wk ahead cum death,point,,2020-08-08,2300.7889999999998
47,2020-08-03,53,1 wk ahead cum death,point,,2020-08-08,1665.7866
48,2020-08-03,54,1 wk ahead cum death,point,,2020-08-08,125.0904
49,2020-08-03,55,1 wk ahead cum death,point,,2020-08-08,988.6878
50,2020-08-03,56,1 wk ahead cum death,point,,2020-08-08,27.9206
51,2020-08-03,US,1 wk ahead cum death,point,,2020-08-08,162501.6632
1248,2020-08-03,01,1 wk ahead inc death,point,,2020-08-08,240.2812538537595
1249,2020-08-03,02,1 wk ahead inc death,point,,2020-08-08,4.691592054135109
1250,2020-08-03,04,1 wk ahead inc death,point,,2020-08-08,833.1702270600996
1251,2020-08-03,05,1 wk ahead inc death,point,,2020-08-08,67.48465160296183
1252,2020-08-03,06,1 wk ahead inc death,point,,2020-08-08,792.1848008911015
1253,2020-08-03,08,1 wk ahead inc death,point,,2020-08-08,32.02459445934222
1254,2020-08-03,09,1 wk ahead inc death,point,,2020-08-08,12.763533169922507
1255,2020-08-03,10,1 wk ahead inc death,point,,2020-08-08,11.416676597093856
1256,2020-08-03,11,1 wk ahead inc death,point,,2020-08-08,3.9818850344278776
1257,2020-08-03,12,1 wk ahead inc death,point,,2020-08-08,1420.8115125844324
1258,2020-08-03,13,1 wk ahead inc death,point,,2020-08-08,297.2393193389301
1259,2020-08-03,15,1 wk ahead inc death,point,,2020-08-08,2.623886490499166
1260,2020-08-03,16,1 wk ahead inc death,point,,2020-08-08,62.91348592032586
1261,2020-08-03,17,1 wk ahead inc death,point,,2020-08-08,100.7884345644698
1262,2020-08-03,18,1 wk ahead inc death,point,,2020-08-08,61.40945406468909
1263,2020-08-03,19,1 wk ahead inc death,point,,2020-08-08,36.44922824216651
1264,2020-08-03,20,1 wk ahead inc death,point,,2020-08-08,29.1971405758078
1265,2020-08-03,21,1 wk ahead inc death,point,,2020-08-08,52.440083035359145
1266,2020-08-03,22,1 wk ahead inc death,point,,2020-08-08,219.8621018038689
1267,2020-08-03,23,1 wk ahead inc death,point,,2020-08-08,4.016001255021583
1268,2020-08-03,24,1 wk ahead inc death,point,,2020-08-08,58.12846841155972
1269,2020-08-03,25,1 wk ahead inc death,point,,2020-08-08,83.3471884695438
1270,2020-08-03,26,1 wk ahead inc death,point,,2020-08-08,39.96998969802578
1271,2020-08-03,27,1 wk ahead inc death,point,,2020-08-08,28.21837207121758
1272,2020-08-03,28,1 wk ahead inc death,point,,2020-08-08,186.1848136073988
1273,2020-08-03,29,1 wk ahead inc death,point,,2020-08-08,66.39919646086732
1274,2020-08-03,30,1 wk ahead inc death,point,,2020-08-08,20.857878330725306
1275,2020-08-03,31,1 wk ahead inc death,point,,2020-08-08,19.95734338274697
1276,2020-08-03,32,1 wk ahead inc death,point,,2020-08-08,104.2813110747813
1277,2020-08-03,33,1 wk ahead inc death,point,,2020-08-08,8.925683934807138
1278,2020-08-03,34,1 wk ahead inc death,point,,2020-08-08,99.77497407810074
1279,2020-08-03,35,1 wk ahead inc death,point,,2020-08-08,39.37175128198771
1280,2020-08-03,36,1 wk ahead inc death,point,,2020-08-08,87.54820747925032
1281,2020-08-03,37,1 wk ahead inc death,point,,2020-08-08,193.05933529850262
1282,2020-08-03,38,1 wk ahead inc death,point,,2020-08-08,6.709339795734826
1283,2020-08-03,39,1 wk ahead inc death,point,,2020-08-08,174.8262338944203
1284,2020-08-03,40,1 wk ahead inc death,point,,2020-08-08,63.944940428569964
1285,2020-08-03,41,1 wk ahead inc death,point,,2020-08-08,40.89455455924789
1286,2020-08-03,42,1 wk ahead inc death,point,,2020-08-08,95.04069686306595
1287,2020-08-03,44,1 wk ahead inc death,point,,2020-08-08,7.345748362427102
1288,2020-08-03,45,1 wk ahead inc death,point,,2020-08-08,394.60280487386734
1289,2020-08-03,46,1 wk ahead inc death,point,,2020-08-08,15.77006128915032
1290,2020-08-03,47,1 wk ahead inc death,point,,2020-08-08,173.36726429595944
1291,2020-08-03,48,1 wk ahead inc death,point,,2020-08-08,1832.8722634495828
1292,2020-08-03,49,1 wk ahead inc death,point,,2020-08-08,51.34446445118789
1293,2020-08-03,50,1 wk ahead inc death,point,,2020-08-08,0.3874857312123579
