,forecast_date,location,target,type,quantile,target_end_date,value
1294,2020-08-03,51,1 wk ahead inc death,point,,2020-08-08,87.94523142693659
1295,2020-08-03,53,1 wk ahead inc death,point,,2020-08-08,74.78366401842918
1296,2020-08-03,54,1 wk ahead inc death,point,,2020-08-08,8.469432256037111
1297,2020-08-03,55,1 wk ahead inc death,point,,2020-08-08,42.3786593121302
1298,2020-08-03,56,1 wk ahead inc death,point,,2020-08-08,2.0519963393273137
1299,2020-08-03,US,1 wk ahead inc death,point,,2020-08-08,8297.663199999999
2496,2020-08-03,01,1 wk ahead inc case,point,,2020-08-08,10940.41797966364
2497,2020-08-03,02,1 wk ahead inc case,point,,2020-08-08,687.6113651839861
2498,2020-08-03,04,1 wk ahead inc case,point,,2020-08-08,16760.93997434198
2499,2020-08-03,05,1 wk ahead inc case,point,,2020-08-08,4642.312207456379
2500,2020-08-03,06,1 wk ahead inc case,point,,2020-08-08,51217.57532080826
2501,2020-08-03,08,1 wk ahead inc case,point,,2020-08-08,3439.054336147592
2502,2020-08-03,09,1 wk ahead inc case,point,,2020-08-08,482.01427087623335
2503,2020-08-03,10,1 wk ahead inc case,point,,2020-08-08,745.8626644524907
2504,2020-08-03,11,1 wk ahead inc case,point,,2020-08-08,354.80624601224633
2505,2020-08-03,12,1 wk ahead inc case,point,,2020-08-08,66213.90239332055
2506,2020-08-03,13,1 wk ahead inc case,point,,2020-08-08,22825.452926818267
2507,2020-08-03,15,1 wk ahead inc case,point,,2020-08-08,417.4879510712103
2508,2020-08-03,16,1 wk ahead inc case,point,,2020-08-08,6297.93526493707
2509,2020-08-03,17,1 wk ahead inc case,point,,2020-08-08,8513.69938652525
2510,2020-08-03,18,1 wk ahead inc case,point,,2020-08-08,5045.3156145087905
2511,2020-08-03,19,1 wk ahead inc case,point,,2020-08-08,3326.8982969763733
2512,2020-08-03,20,1 wk ahead inc case,point,,2020-08-08,2989.0200109834527
2513,2020-08-03,21,1 wk ahead inc case,point,,2020-08-08,6952.713068655437
2514,2020-08-03,22,1 wk ahead inc case,point,,2020-08-08,19035.4408628794
2515,2020-08-03,23,1 wk ahead inc case,point,,2020-08-08,139.85273135517662
2516,2020-08-03,24,1 wk ahead inc case,point,,2020-08-08,4950.565799017193
2517,2020-08-03,25,1 wk ahead inc case,point,,2020-08-08,2202.408425085561
2518,2020-08-03,26,1 wk ahead inc case,point,,2020-08-08,5182.801855915952
2519,2020-08-03,27,1 wk ahead inc case,point,,2020-08-08,4072.796576315742
2520,2020-08-03,28,1 wk ahead inc case,point,,2020-08-08,6821.638581243872
2521,2020-08-03,29,1 wk ahead inc case,point,,2020-08-08,7261.504595014384
2522,2020-08-03,30,1 wk ahead inc case,point,,2020-08-08,925.8885681592952
2523,2020-08-03,31,1 wk ahead inc case,point,,2020-08-08,1593.8121543303905
2524,2020-08-03,32,1 wk ahead inc case,point,,2020-08-08,7278.33588617516
2525,2020-08-03,33,1 wk ahead inc case,point,,2020-08-08,181.15166620970388
2526,2020-08-03,34,1 wk ahead inc case,point,,2020-08-08,2202.811569767432
2527,2020-08-03,35,1 wk ahead inc case,point,,2020-08-08,1915.0565250824138
2528,2020-08-03,36,1 wk ahead inc case,point,,2020-08-08,4488.867057565469
2529,2020-08-03,37,1 wk ahead inc case,point,,2020-08-08,10591.450363532631
2530,2020-08-03,38,1 wk ahead inc case,point,,2020-08-08,788.9645033220298
2531,2020-08-03,39,1 wk ahead inc case,point,,2020-08-08,8652.84967578147
2532,2020-08-03,40,1 wk ahead inc case,point,,2020-08-08,5831.948064576424
2533,2020-08-03,41,1 wk ahead inc case,point,,2020-08-08,2105.0690891273457
2534,2020-08-03,42,1 wk ahead inc case,point,,2020-08-08,5611.584782481253
2535,2020-08-03,44,1 wk ahead inc case,point,,2020-08-08,363.2242132195767
2536,2020-08-03,45,1 wk ahead inc case,point,,2020-08-08,10725.593226771221
2537,2020-08-03,46,1 wk ahead inc case,point,,2020-08-08,490.272109155742
2538,2020-08-03,47,1 wk ahead inc case,point,,2020-08-08,13147.96615456728
2539,2020-08-03,48,1 wk ahead inc case,point,,2020-08-08,52099.33566748017
2540,2020-08-03,49,1 wk ahead inc case,point,,2020-08-08,3501.427144158635
2541,2020-08-03,50,1 wk ahead inc case,point,,2020-08-08,50.673923368062
2542,2020-08-03,51,1 wk ahead inc case,point,,2020-08-08,6152.927162915516
2543,2020-08-03,53,1 wk ahead inc case,point,,2020-08-08,5004.203107497479
2544,2020-08-03,54,1 wk ahead inc case,point,,2020-08-08,1103.408435065318
2545,2020-08-03,55,1 wk ahead inc case,point,,2020-08-08,5833.806140233131
2546,2020-08-03,56,1 wk ahead inc case,point,,2020-08-08,315.2581028620551
2547,2020-08-03,US,1 wk ahead inc case,point,,2020-08-08,407455.6172
2912,2020-08-03,01,2 wk ahead cum death,point,,2020-08-15,2129.3812
2913,2020-08-03,02,2 wk ahead cum death,point,,2020-08-15,35.4688
2914,2020-08-03,04,2 wk ahead cum death,point,,2020-08-15,5566.7676
2915,2020-08-03,05,2 wk ahead cum death,point,,2020-08-15,605.9524
2916,2020-08-03,06,2 wk ahead cum death,point,,2020-08-15,10940.3952
2917,2020-08-03,08,2 wk ahead cum death,point,,2020-08-15,1904.8358
2918,2020-08-03,09,2 wk ahead cum death,point,,2020-08-15,4453.1154
2919,2020-08-03,10,2 wk ahead cum death,point,,2020-08-15,606.19
2920,2020-08-03,11,2 wk ahead cum death,point,,2020-08-15,590.6984
2921,2020-08-03,12,2 wk ahead cum death,point,,2020-08-15,10140.0798
2922,2020-08-03,13,2 wk ahead cum death,point,,2020-08-15,4429.2918
2923,2020-08-03,15,2 wk ahead cum death,point,,2020-08-15,32.1334
2924,2020-08-03,16,2 wk ahead cum death,point,,2020-08-15,361.1446
2925,2020-08-03,17,2 wk ahead cum death,point,,2020-08-15,7888.9004
2926,2020-08-03,18,2 wk ahead cum death,point,,2020-08-15,3086.5922
2927,2020-08-03,19,2 wk ahead cum death,point,,2020-08-15,947.22
2928,2020-08-03,20,2 wk ahead cum death,point,,2020-08-15,421.4866
2929,2020-08-03,21,2 wk ahead cum death,point,,2020-08-15,847.8902000000011
2930,2020-08-03,22,2 wk ahead cum death,point,,2020-08-15,4437.4054
2931,2020-08-03,23,2 wk ahead cum death,point,,2020-08-15,131.0532
2932,2020-08-03,24,2 wk ahead cum death,point,,2020-08-15,3615.2106
2933,2020-08-03,25,2 wk ahead cum death,point,,2020-08-15,8775.3476
2934,2020-08-03,26,2 wk ahead cum death,point,,2020-08-15,6529.3874
2935,2020-08-03,27,2 wk ahead cum death,point,,2020-08-15,1702.3044
2936,2020-08-03,28,2 wk ahead cum death,point,,2020-08-15,2079.952
2937,2020-08-03,29,2 wk ahead cum death,point,,2020-08-15,1407.5154
2938,2020-08-03,30,2 wk ahead cum death,point,,2020-08-15,115.2602
2939,2020-08-03,31,2 wk ahead cum death,point,,2020-08-15,373.406
2940,2020-08-03,32,2 wk ahead cum death,point,,2020-08-15,1057.3922
2941,2020-08-03,33,2 wk ahead cum death,point,,2020-08-15,433.7118
2942,2020-08-03,34,2 wk ahead cum death,point,,2020-08-15,16007.4994
2943,2020-08-03,35,2 wk ahead cum death,point,,2020-08-15,730.5926
2944,2020-08-03,36,2 wk ahead cum death,point,,2020-08-15,32856.1722
2945,2020-08-03,37,2 wk ahead cum death,point,,2020-08-15,2376.9378
2946,2020-08-03,38,2 wk ahead cum death,point,,2020-08-15,118.7706
2947,2020-08-03,39,2 wk ahead cum death,point,,2020-08-15,3859.4798
2948,2020-08-03,40,2 wk ahead cum death,point,,2020-08-15,694.3168
2949,2020-08-03,41,2 wk ahead cum death,point,,2020-08-15,414.8512
2950,2020-08-03,42,2 wk ahead cum death,point,,2020-08-15,7394.8314
2951,2020-08-03,44,2 wk ahead cum death,point,,2020-08-15,1019.826
2952,2020-08-03,45,2 wk ahead cum death,point,,2020-08-15,2635.7712
2953,2020-08-03,46,2 wk ahead cum death,point,,2020-08-15,170.1428
2954,2020-08-03,47,2 wk ahead cum death,point,,2020-08-15,1444.2108
2955,2020-08-03,48,2 wk ahead cum death,point,,2020-08-15,10972.253999999999
2956,2020-08-03,49,2 wk ahead cum death,point,,2020-08-15,422.3144
2957,2020-08-03,50,2 wk ahead cum death,point,,2020-08-15,57.786
2958,2020-08-03,51,2 wk ahead cum death,point,,2020-08-15,2383.1864
2959,2020-08-03,53,2 wk ahead cum death,point,,2020-08-15,1745.0326
2960,2020-08-03,54,2 wk ahead cum death,point,,2020-08-15,135.3978
2961,2020-08-03,55,2 wk ahead cum death,point,,2020-08-15,1031.6158
2962,2020-08-03,56,2 wk ahead cum death,point,,2020-08-15,30.439
2963,2020-08-03,US,2 wk ahead cum death,point,,2020-08-15,172146.9186
4160,2020-08-03,01,2 wk ahead inc death,point,,2020-08-15,274.0476
4161,2020-08-03,02,2 wk ahead inc death,point,,2020-08-15,7.0234
4162,2020-08-03,04,2 wk ahead inc death,point,,2020-08-15,1005.2610000000001
4163,2020-08-03,05,2 wk ahead inc death,point,,2020-08-15,78.7344
4164,2020-08-03,06,2 wk ahead inc death,point,,2020-08-15,802.2212
4165,2020-08-03,08,2 wk ahead inc death,point,,2020-08-15,29.6916
4166,2020-08-03,09,2 wk ahead inc death,point,,2020-08-15,9.8144
4167,2020-08-03,10,2 wk ahead inc death,point,,2020-08-15,10.4178
4168,2020-08-03,11,2 wk ahead inc death,point,,2020-08-15,3.2638
4169,2020-08-03,12,2 wk ahead inc death,point,,2020-08-15,1707.3874
4170,2020-08-03,13,2 wk ahead inc death,point,,2020-08-15,303.7188
4171,2020-08-03,15,2 wk ahead inc death,point,,2020-08-15,3.7536
4172,2020-08-03,16,2 wk ahead inc death,point,,2020-08-15,102.5432
4173,2020-08-03,17,2 wk ahead inc death,point,,2020-08-15,81.80199999999998
4174,2020-08-03,18,2 wk ahead inc death,point,,2020-08-15,54.2392
4175,2020-08-03,19,2 wk ahead inc death,point,,2020-08-15,35.703
4176,2020-08-03,20,2 wk ahead inc death,point,,2020-08-15,33.4924
4177,2020-08-03,21,2 wk ahead inc death,point,,2020-08-15,56.1566
4178,2020-08-03,22,2 wk ahead inc death,point,,2020-08-15,233.3214
4179,2020-08-03,23,2 wk ahead inc death,point,,2020-08-15,4.3908
4180,2020-08-03,24,2 wk ahead inc death,point,,2020-08-15,49.39
4181,2020-08-03,25,2 wk ahead inc death,point,,2020-08-15,67.1756
4182,2020-08-03,26,2 wk ahead inc death,point,,2020-08-15,34.8456
4183,2020-08-03,27,2 wk ahead inc death,point,,2020-08-15,23.595
4184,2020-08-03,28,2 wk ahead inc death,point,,2020-08-15,202.8046
4185,2020-08-03,29,2 wk ahead inc death,point,,2020-08-15,68.9302
4186,2020-08-03,30,2 wk ahead inc death,point,,2020-08-15,34.247
4187,2020-08-03,31,2 wk ahead inc death,point,,2020-08-15,21.726
4188,2020-08-03,32,2 wk ahead inc death,point,,2020-08-15,126.0566
4189,2020-08-03,33,2 wk ahead inc death,point,,2020-08-15,8.2828
4190,2020-08-03,34,2 wk ahead inc death,point,,2020-08-15,80.4822
4191,2020-08-03,35,2 wk ahead inc death,point,,2020-08-15,41.12300000000001
4192,2020-08-03,36,2 wk ahead inc death,point,,2020-08-15,71.0026
4193,2020-08-03,37,2 wk ahead inc death,point,,2020-08-15,208.9648
4194,2020-08-03,38,2 wk ahead inc death,point,,2020-08-15,7.5574
4195,2020-08-03,39,2 wk ahead inc death,point,,2020-08-15,167.9138
4196,2020-08-03,40,2 wk ahead inc death,point,,2020-08-15,82.1612
4197,2020-08-03,41,2 wk ahead inc death,point,,2020-08-15,50.4004
4198,2020-08-03,42,2 wk ahead inc death,point,,2020-08-15,80.59
4199,2020-08-03,44,2 wk ahead inc death,point,,2020-08-15,5.8138
4200,2020-08-03,45,2 wk ahead inc death,point,,2020-08-15,495.26599999999996
4201,2020-08-03,46,2 wk ahead inc death,point,,2020-08-15,19.7968
4202,2020-08-03,47,2 wk ahead inc death,point,,2020-08-15,205.8084
4203,2020-08-03,48,2 wk ahead inc death,point,,2020-08-15,2374.226
4204,2020-08-03,49,2 wk ahead inc death,point,,2020-08-15,62.2724
4205,2020-08-03,50,2 wk ahead inc death,point,,2020-08-15,0.4424
4206,2020-08-03,51,2 wk ahead inc death,point,,2020-08-15,82.3974
4207,2020-08-03,53,2 wk ahead inc death,point,,2020-08-15,79.24600000000002
4208,2020-08-03,54,2 wk ahead inc death,point,,2020-08-15,10.3074
4209,2020-08-03,55,2 wk ahead inc death,point,,2020-08-15,42.928000000000004
4210,2020-08-03,56,2 wk ahead inc death,point,,2020-08-15,2.5184
4211,2020-08-03,US,2 wk ahead inc death,point,,2020-08-15,9645.2554
5408,2020-08-03,01,2 wk ahead inc case,point,,2020-08-15,10341.9296
5409,2020-08-03,02,2 wk ahead inc case,point,,2020-08-15,672.8876
5410,2020-08-03,04,2 wk ahead inc case,point,,2020-08-15,15382.6652
5411,2020-08-03,05,2 wk ahead inc case,point,,2020-08-15,4266.5196
5412,2020-08-03,06,2 wk ahead inc case,point,,2020-08-15,47139.8618
5413,2020-08-03,08,2 wk ahead inc case,point,,2020-08-15,3412.7036
5414,2020-08-03,09,2 wk ahead inc case,point,,2020-08-15,522.9712
5415,2020-08-03,10,2 wk ahead inc case,point,,2020-08-15,763.1232
5416,2020-08-03,11,2 wk ahead inc case,point,,2020-08-15,357.022
5417,2020-08-03,12,2 wk ahead inc case,point,,2020-08-15,60902.8154
5418,2020-08-03,13,2 wk ahead inc case,point,,2020-08-15,21798.3754
5419,2020-08-03,15,2 wk ahead inc case,point,,2020-08-15,441.8828
5420,2020-08-03,16,2 wk ahead inc case,point,,2020-08-15,7349.9378
5421,2020-08-03,17,2 wk ahead inc case,point,,2020-08-15,8306.3356
5422,2020-08-03,18,2 wk ahead inc case,point,,2020-08-15,4775.7408
5423,2020-08-03,19,2 wk ahead inc case,point,,2020-08-15,3139.2248
5424,2020-08-03,20,2 wk ahead inc case,point,,2020-08-15,3129.7194
5425,2020-08-03,21,2 wk ahead inc case,point,,2020-08-15,7312.1742
5426,2020-08-03,22,2 wk ahead inc case,point,,2020-08-15,17688.3738
5427,2020-08-03,23,2 wk ahead inc case,point,,2020-08-15,137.2212
5428,2020-08-03,24,2 wk ahead inc case,point,,2020-08-15,4573.9074
5429,2020-08-03,25,2 wk ahead inc case,point,,2020-08-15,2172.0224
5430,2020-08-03,26,2 wk ahead inc case,point,,2020-08-15,5436.5068
5431,2020-08-03,27,2 wk ahead inc case,point,,2020-08-15,3843.2722
5432,2020-08-03,28,2 wk ahead inc case,point,,2020-08-15,6807.6006
5433,2020-08-03,29,2 wk ahead inc case,point,,2020-08-15,7268.5392
5434,2020-08-03,30,2 wk ahead inc case,point,,2020-08-15,1029.07
5435,2020-08-03,31,2 wk ahead inc case,point,,2020-08-15,1593.6764
5436,2020-08-03,32,2 wk ahead inc case,point,,2020-08-15,7249.371
5437,2020-08-03,33,2 wk ahead inc case,point,,2020-08-15,181.7204
5438,2020-08-03,34,2 wk ahead inc case,point,,2020-08-15,2139.8224
5439,2020-08-03,35,2 wk ahead inc case,point,,2020-08-15,1896.3766
5440,2020-08-03,36,2 wk ahead inc case,point,,2020-08-15,4287.1948
5441,2020-08-03,37,2 wk ahead inc case,point,,2020-08-15,9969.3292
5442,2020-08-03,38,2 wk ahead inc case,point,,2020-08-15,829.9886
5443,2020-08-03,39,2 wk ahead inc case,point,,2020-08-15,8321.7712
5444,2020-08-03,40,2 wk ahead inc case,point,,2020-08-15,5770.4134
5445,2020-08-03,41,2 wk ahead inc case,point,,2020-08-15,2062.9208
5446,2020-08-03,42,2 wk ahead inc case,point,,2020-08-15,5518.6566
5447,2020-08-03,44,2 wk ahead inc case,point,,2020-08-15,414.0266
5448,2020-08-03,45,2 wk ahead inc case,point,,2020-08-15,10085.0648
5449,2020-08-03,46,2 wk ahead inc case,point,,2020-08-15,473.4356
5450,2020-08-03,47,2 wk ahead inc case,point,,2020-08-15,13193.101
5451,2020-08-03,48,2 wk ahead inc case,point,,2020-08-15,49896.6604
5452,2020-08-03,49,2 wk ahead inc case,point,,2020-08-15,3259.8208
5453,2020-08-03,50,2 wk ahead inc case,point,,2020-08-15,47.2808
5454,2020-08-03,51,2 wk ahead inc case,point,,2020-08-15,5707.5504
5455,2020-08-03,53,2 wk ahead inc case,point,,2020-08-15,4825.362
5456,2020-08-03,54,2 wk ahead inc case,point,,2020-08-15,1169.6116
5457,2020-08-03,55,2 wk ahead inc case,point,,2020-08-15,5699.2574
5458,2020-08-03,56,2 wk ahead inc case,point,,2020-08-15,328.559
5459,2020-08-03,US,2 wk ahead inc case,point,,2020-08-15,393893.3754
5824,2020-08-03,01,3 wk ahead cum death,point,,2020-08-22,2449.5824
5825,2020-08-03,02,3 wk ahead cum death,point,,2020-08-22,46.7254
5826,2020-08-03,04,3 wk ahead cum death,point,,2020-08-22,6791.9398
5827,2020-08-03,05,3 wk ahead cum death,point,,2020-08-22,699.9366
5828,2020-08-03,06,3 wk ahead cum death,point,,2020-08-22,11751.6356
5829,2020-08-03,08,3 wk ahead cum death,point,,2020-08-22,1932.4384
5830,2020-08-03,09,3 wk ahead cum death,point,,2020-08-22,4460.6176
5831,2020-08-03,10,3 wk ahead cum death,point,,2020-08-22,615.9546
5832,2020-08-03,11,3 wk ahead cum death,point,,2020-08-22,593.4128
5833,2020-08-03,12,3 wk ahead cum death,point,,2020-08-22,12244.719
5834,2020-08-03,13,3 wk ahead cum death,point,,2020-08-22,4748.81
5835,2020-08-03,15,3 wk ahead cum death,point,,2020-08-22,37.8924
5836,2020-08-03,16,3 wk ahead cum death,point,,2020-08-22,545.0738
5837,2020-08-03,17,3 wk ahead cum death,point,,2020-08-22,7955.6452
5838,2020-08-03,18,3 wk ahead cum death,point,,2020-08-22,3134.6962
5839,2020-08-03,19,3 wk ahead cum death,point,,2020-08-22,981.9318
5840,2020-08-03,20,3 wk ahead cum death,point,,2020-08-22,461.7704
5841,2020-08-03,21,3 wk ahead cum death,point,,2020-08-22,909.0996
5842,2020-08-03,22,3 wk ahead cum death,point,,2020-08-22,4690.6436
5843,2020-08-03,23,3 wk ahead cum death,point,,2020-08-22,135.8948
5844,2020-08-03,24,3 wk ahead cum death,point,,2020-08-22,3657.3874
5845,2020-08-03,25,3 wk ahead cum death,point,,2020-08-22,8830.3028
5846,2020-08-03,26,3 wk ahead cum death,point,,2020-08-22,6559.6538
5847,2020-08-03,27,3 wk ahead cum death,point,,2020-08-22,1722.1844
5848,2020-08-03,28,3 wk ahead cum death,point,,2020-08-22,2303.9312
5849,2020-08-03,29,3 wk ahead cum death,point,,2020-08-22,1479.3022
5850,2020-08-03,30,3 wk ahead cum death,point,,2020-08-22,174.842
5851,2020-08-03,31,3 wk ahead cum death,point,,2020-08-22,398.0524
5852,2020-08-03,32,3 wk ahead cum death,point,,2020-08-22,1213.5094
5853,2020-08-03,33,3 wk ahead cum death,point,,2020-08-22,441.274
5854,2020-08-03,34,3 wk ahead cum death,point,,2020-08-22,16073.1012
5855,2020-08-03,35,3 wk ahead cum death,point,,2020-08-22,772.957
5856,2020-08-03,36,3 wk ahead cum death,point,,2020-08-22,32914.9086
5857,2020-08-03,37,3 wk ahead cum death,point,,2020-08-22,2603.5284
5858,2020-08-03,38,3 wk ahead cum death,point,,2020-08-22,127.79899999999999
5859,2020-08-03,39,3 wk ahead cum death,point,,2020-08-22,4023.6894
5860,2020-08-03,40,3 wk ahead cum death,point,,2020-08-22,802.9682
5861,2020-08-03,41,3 wk ahead cum death,point,,2020-08-22,477.5082
5862,2020-08-03,42,3 wk ahead cum death,point,,2020-08-22,7464.9124
5863,2020-08-03,44,3 wk ahead cum death,point,,2020-08-22,1024.6068
5864,2020-08-03,45,3 wk ahead cum death,point,,2020-08-22,3261.9146
5865,2020-08-03,46,3 wk ahead cum death,point,,2020-08-22,195.9848
5866,2020-08-03,47,3 wk ahead cum death,point,,2020-08-22,1692.5964
5867,2020-08-03,48,3 wk ahead cum death,point,,2020-08-22,14079.9704
5868,2020-08-03,49,3 wk ahead cum death,point,,2020-08-22,499.2066
5869,2020-08-03,50,3 wk ahead cum death,point,,2020-08-22,58.3214
5870,2020-08-03,51,3 wk ahead cum death,point,,2020-08-22,2461.5632
5871,2020-08-03,53,3 wk ahead cum death,point,,2020-08-22,1827.8866
5872,2020-08-03,54,3 wk ahead cum death,point,,2020-08-22,148.4456
5873,2020-08-03,55,3 wk ahead cum death,point,,2020-08-22,1075.7488
5874,2020-08-03,56,3 wk ahead cum death,point,,2020-08-22,33.7686
5875,2020-08-03,US,3 wk ahead cum death,point,,2020-08-22,183590.2458
7072,2020-08-03,01,3 wk ahead inc death,point,,2020-08-22,320.2012
7073,2020-08-03,02,3 wk ahead inc death,point,,2020-08-22,11.2566
7074,2020-08-03,04,3 wk ahead inc death,point,,2020-08-22,1225.1722
7075,2020-08-03,05,3 wk ahead inc death,point,,2020-08-22,93.9842
7076,2020-08-03,06,3 wk ahead inc death,point,,2020-08-22,811.2404
7077,2020-08-03,08,3 wk ahead inc death,point,,2020-08-22,27.6026
7078,2020-08-03,09,3 wk ahead inc death,point,,2020-08-22,7.5022
7079,2020-08-03,10,3 wk ahead inc death,point,,2020-08-22,9.7646
7080,2020-08-03,11,3 wk ahead inc death,point,,2020-08-22,2.7144
7081,2020-08-03,12,3 wk ahead inc death,point,,2020-08-22,2104.6392
7082,2020-08-03,13,3 wk ahead inc death,point,,2020-08-22,319.5182
7083,2020-08-03,15,3 wk ahead inc death,point,,2020-08-22,5.7589999999999995
7084,2020-08-03,16,3 wk ahead inc death,point,,2020-08-22,183.9292
7085,2020-08-03,17,3 wk ahead inc death,point,,2020-08-22,66.7448
7086,2020-08-03,18,3 wk ahead inc death,point,,2020-08-22,48.104
7087,2020-08-03,19,3 wk ahead inc death,point,,2020-08-22,34.7118
7088,2020-08-03,20,3 wk ahead inc death,point,,2020-08-22,40.2838
7089,2020-08-03,21,3 wk ahead inc death,point,,2020-08-22,61.2094
7090,2020-08-03,22,3 wk ahead inc death,point,,2020-08-22,253.2382
7091,2020-08-03,23,3 wk ahead inc death,point,,2020-08-22,4.8416
7092,2020-08-03,24,3 wk ahead inc death,point,,2020-08-22,42.1768
7093,2020-08-03,25,3 wk ahead inc death,point,,2020-08-22,54.9552
7094,2020-08-03,26,3 wk ahead inc death,point,,2020-08-22,30.2664
7095,2020-08-03,27,3 wk ahead inc death,point,,2020-08-22,19.88
7096,2020-08-03,28,3 wk ahead inc death,point,,2020-08-22,223.9792
7097,2020-08-03,29,3 wk ahead inc death,point,,2020-08-22,71.7868
7098,2020-08-03,30,3 wk ahead inc death,point,,2020-08-22,59.5818
7099,2020-08-03,31,3 wk ahead inc death,point,,2020-08-22,24.6464
7100,2020-08-03,32,3 wk ahead inc death,point,,2020-08-22,156.1172
7101,2020-08-03,33,3 wk ahead inc death,point,,2020-08-22,7.56220000000001
7102,2020-08-03,34,3 wk ahead inc death,point,,2020-08-22,65.6018
7103,2020-08-03,35,3 wk ahead inc death,point,,2020-08-22,42.3644
7104,2020-08-03,36,3 wk ahead inc death,point,,2020-08-22,58.7364
7105,2020-08-03,37,3 wk ahead inc death,point,,2020-08-22,226.5906
7106,2020-08-03,38,3 wk ahead inc death,point,,2020-08-22,9.0284
7107,2020-08-03,39,3 wk ahead inc death,point,,2020-08-22,164.2096
7108,2020-08-03,40,3 wk ahead inc death,point,,2020-08-22,108.6514
7109,2020-08-03,41,3 wk ahead inc death,point,,2020-08-22,62.657
7110,2020-08-03,42,3 wk ahead inc death,point,,2020-08-22,70.081
7111,2020-08-03,44,3 wk ahead inc death,point,,2020-08-22,4.7808
7112,2020-08-03,45,3 wk ahead inc death,point,,2020-08-22,626.1434
7113,2020-08-03,46,3 wk ahead inc death,point,,2020-08-22,25.842
7114,2020-08-03,47,3 wk ahead inc death,point,,2020-08-22,248.3856
7115,2020-08-03,48,3 wk ahead inc death,point,,2020-08-22,3107.7164
7116,2020-08-03,49,3 wk ahead inc death,point,,2020-08-22,76.8922
7117,2020-08-03,50,3 wk ahead inc death,point,,2020-08-22,0.5354
7118,2020-08-03,51,3 wk ahead inc death,point,,2020-08-22,78.3768
7119,2020-08-03,53,3 wk ahead inc death,point,,2020-08-22,82.854
7120,2020-08-03,54,3 wk ahead inc death,point,,2020-08-22,13.0478
7121,2020-08-03,55,3 wk ahead inc death,point,,2020-08-22,44.133
7122,2020-08-03,56,3 wk ahead inc death,point,,2020-08-22,3.3296
7123,2020-08-03,US,3 wk ahead inc death,point,,2020-08-22,11443.3272
8320,2020-08-03,01,3 wk ahead inc case,point,,2020-08-22,9637.8114
8321,2020-08-03,02,3 wk ahead inc case,point,,2020-08-22,688.5948
8322,2020-08-03,04,3 wk ahead inc case,point,,2020-08-22,13854.03
8323,2020-08-03,05,3 wk ahead inc case,point,,2020-08-22,3940.6482
8324,2020-08-03,06,3 wk ahead inc case,point,,2020-08-22,42434.9806
8325,2020-08-03,08,3 wk ahead inc case,point,,2020-08-22,3326.945
8326,2020-08-03,09,3 wk ahead inc case,point,,2020-08-22,492.0704
8327,2020-08-03,10,3 wk ahead inc case,point,,2020-08-22,733.5928
8328,2020-08-03,11,3 wk ahead inc case,point,,2020-08-22,350.0022
8329,2020-08-03,12,3 wk ahead inc case,point,,2020-08-22,56131.2326
8330,2020-08-03,13,3 wk ahead inc case,point,,2020-08-22,20295.0564
8331,2020-08-03,15,3 wk ahead inc case,point,,2020-08-22,464.1122
8332,2020-08-03,16,3 wk ahead inc case,point,,2020-08-22,7423.512
8333,2020-08-03,17,3 wk ahead inc case,point,,2020-08-22,7991.0748
8334,2020-08-03,18,3 wk ahead inc case,point,,2020-08-22,4496.4818
8335,2020-08-03,19,3 wk ahead inc case,point,,2020-08-22,2941.7114
8336,2020-08-03,20,3 wk ahead inc case,point,,2020-08-22,3009.5154
8337,2020-08-03,21,3 wk ahead inc case,point,,2020-08-22,6995.5024
8338,2020-08-03,22,3 wk ahead inc case,point,,2020-08-22,16339.9586
8339,2020-08-03,23,3 wk ahead inc case,point,,2020-08-22,132.851
8340,2020-08-03,24,3 wk ahead inc case,point,,2020-08-22,4366.6056
8341,2020-08-03,25,3 wk ahead inc case,point,,2020-08-22,2116.0984
8342,2020-08-03,26,3 wk ahead inc case,point,,2020-08-22,5362.5842
8343,2020-08-03,27,3 wk ahead inc case,point,,2020-08-22,3668.6974
8344,2020-08-03,28,3 wk ahead inc case,point,,2020-08-22,6409.6676
8345,2020-08-03,29,3 wk ahead inc case,point,,2020-08-22,7023.8094
8346,2020-08-03,30,3 wk ahead inc case,point,,2020-08-22,1066.7632
8347,2020-08-03,31,3 wk ahead inc case,point,,2020-08-22,1542.943
8348,2020-08-03,32,3 wk ahead inc case,point,,2020-08-22,6835.0836
8349,2020-08-03,33,3 wk ahead inc case,point,,2020-08-22,179.6366
8350,2020-08-03,34,3 wk ahead inc case,point,,2020-08-22,2048.4058
8351,2020-08-03,35,3 wk ahead inc case,point,,2020-08-22,1804.6704
8352,2020-08-03,36,3 wk ahead inc case,point,,2020-08-22,4058.7682
8353,2020-08-03,37,3 wk ahead inc case,point,,2020-08-22,9105.2032
8354,2020-08-03,38,3 wk ahead inc case,point,,2020-08-22,847.363199999999
8355,2020-08-03,39,3 wk ahead inc case,point,,2020-08-22,7755.9886
8356,2020-08-03,40,3 wk ahead inc case,point,,2020-08-22,5482.3018
8357,2020-08-03,41,3 wk ahead inc case,point,,2020-08-22,1946.7426
8358,2020-08-03,42,3 wk ahead inc case,point,,2020-08-22,5206.0028
8359,2020-08-03,44,3 wk ahead inc case,point,,2020-08-22,428.9932
8360,2020-08-03,45,3 wk ahead inc case,point,,2020-08-22,9294.0582
