,location,target,type,quantile,forecast_date,target_end_date,value
8925,51,2 wk ahead cum death,point,,2020-07-19,2020-08-01,2179.0292670000003
8926,51,3 wk ahead cum death,point,,2020-07-19,2020-08-08,2277.092291
8927,51,4 wk ahead cum death,point,,2020-07-19,2020-08-15,2385.2364850000004
9020,51,1 wk ahead inc death,point,,2020-07-19,2020-07-25,68.050481
9021,51,2 wk ahead inc death,point,,2020-07-19,2020-08-01,85.978786
9022,51,3 wk ahead inc death,point,,2020-07-19,2020-08-08,98.063024
9023,51,4 wk ahead inc death,point,,2020-07-19,2020-08-15,108.144194
9116,50,1 wk ahead cum death,point,,2020-07-19,2020-07-25,56.075573
9117,50,2 wk ahead cum death,point,,2020-07-19,2020-08-01,56.163088
9118,50,3 wk ahead cum death,point,,2020-07-19,2020-08-08,56.243854000000006
9119,50,4 wk ahead cum death,point,,2020-07-19,2020-08-15,56.309902
9212,50,1 wk ahead inc death,point,,2020-07-19,2020-07-25,0.075573
9213,50,2 wk ahead inc death,point,,2020-07-19,2020-08-01,0.087514
9214,50,3 wk ahead inc death,point,,2020-07-19,2020-08-08,0.08076599999999999
9215,50,4 wk ahead inc death,point,,2020-07-19,2020-08-15,0.066048
9308,53,1 wk ahead cum death,point,,2020-07-19,2020-07-25,1493.607029
9309,53,2 wk ahead cum death,point,,2020-07-19,2020-08-01,1555.6767029999999
9310,53,3 wk ahead cum death,point,,2020-07-19,2020-08-08,1621.965074
9311,53,4 wk ahead cum death,point,,2020-07-19,2020-08-15,1689.695607
9404,53,1 wk ahead inc death,point,,2020-07-19,2020-07-25,49.607029
9405,53,2 wk ahead inc death,point,,2020-07-19,2020-08-01,62.069674
9406,53,3 wk ahead inc death,point,,2020-07-19,2020-08-08,66.288371
9407,53,4 wk ahead inc death,point,,2020-07-19,2020-08-15,67.730533
9500,55,1 wk ahead cum death,point,,2020-07-19,2020-07-25,866.3194599999999
9501,55,2 wk ahead cum death,point,,2020-07-19,2020-08-01,896.167058
9502,55,3 wk ahead cum death,point,,2020-07-19,2020-08-08,931.4153230000001
9503,55,4 wk ahead cum death,point,,2020-07-19,2020-08-15,972.007752
9596,55,1 wk ahead inc death,point,,2020-07-19,2020-07-25,23.31946
9597,55,2 wk ahead inc death,point,,2020-07-19,2020-08-01,29.847597999999998
9598,55,3 wk ahead inc death,point,,2020-07-19,2020-08-08,35.248265
9599,55,4 wk ahead inc death,point,,2020-07-19,2020-08-15,40.59243
9692,54,1 wk ahead cum death,point,,2020-07-19,2020-07-25,104.034187
9693,54,2 wk ahead cum death,point,,2020-07-19,2020-08-01,109.340824
9694,54,3 wk ahead cum death,point,,2020-07-19,2020-08-08,115.848001
9695,54,4 wk ahead cum death,point,,2020-07-19,2020-08-15,123.534944
9788,54,1 wk ahead inc death,point,,2020-07-19,2020-07-25,4.034187
9789,54,2 wk ahead inc death,point,,2020-07-19,2020-08-01,5.306637
9790,54,3 wk ahead inc death,point,,2020-07-19,2020-08-08,6.5071769999999995
9791,54,4 wk ahead inc death,point,,2020-07-19,2020-08-15,7.686942999999999
9884,56,1 wk ahead cum death,point,,2020-07-19,2020-07-25,26.867893
9885,56,2 wk ahead cum death,point,,2020-07-19,2020-08-01,29.386076
9886,56,3 wk ahead cum death,point,,2020-07-19,2020-08-08,32.289190999999995
9887,56,4 wk ahead cum death,point,,2020-07-19,2020-08-15,35.638653000000005
9980,56,1 wk ahead inc death,point,,2020-07-19,2020-07-25,2.867893
9981,56,2 wk ahead inc death,point,,2020-07-19,2020-08-01,2.518183
9982,56,3 wk ahead inc death,point,,2020-07-19,2020-08-08,2.903115
9983,56,4 wk ahead inc death,point,,2020-07-19,2020-08-15,3.3494629999999996
9984,US,1 wk ahead inc case,point,,2020-07-19,2020-07-25,569441.0
9985,US,2 wk ahead inc case,point,,2020-07-19,2020-08-01,704500.0
9986,US,3 wk ahead inc case,point,,2020-07-19,2020-08-08,851294.0
9990,01,1 wk ahead inc case,point,,2020-07-19,2020-07-25,16891.0
9992,02,1 wk ahead inc case,point,,2020-07-19,2020-07-25,550.0
9994,04,1 wk ahead inc case,point,,2020-07-19,2020-07-25,21719.0
9996,05,1 wk ahead inc case,point,,2020-07-19,2020-07-25,5436.0
9998,06,1 wk ahead inc case,point,,2020-07-19,2020-07-25,73858.0
10000,08,1 wk ahead inc case,point,,2020-07-19,2020-07-25,4333.0
10002,09,1 wk ahead inc case,point,,2020-07-19,2020-07-25,549.0
10004,10,1 wk ahead inc case,point,,2020-07-19,2020-07-25,727.0
10006,11,1 wk ahead inc case,point,,2020-07-19,2020-07-25,514.0
10008,12,1 wk ahead inc case,point,,2020-07-19,2020-07-25,102223.0
10010,13,1 wk ahead inc case,point,,2020-07-19,2020-07-25,33031.0
10012,15,1 wk ahead inc case,point,,2020-07-19,2020-07-25,211.0
10014,16,1 wk ahead inc case,point,,2020-07-19,2020-07-25,5288.0
10016,17,1 wk ahead inc case,point,,2020-07-19,2020-07-25,9693.0
10018,18,1 wk ahead inc case,point,,2020-07-19,2020-07-25,6102.0
10020,19,1 wk ahead inc case,point,,2020-07-19,2020-07-25,4449.0
10022,20,1 wk ahead inc case,point,,2020-07-19,2020-07-25,3749.0
10024,21,1 wk ahead inc case,point,,2020-07-19,2020-07-25,4893.0
10026,22,1 wk ahead inc case,point,,2020-07-19,2020-07-25,17272.0
10028,23,1 wk ahead inc case,point,,2020-07-19,2020-07-25,129.0
10030,24,1 wk ahead inc case,point,,2020-07-19,2020-07-25,6094.0
10032,25,1 wk ahead inc case,point,,2020-07-19,2020-07-25,2176.0
10034,26,1 wk ahead inc case,point,,2020-07-19,2020-07-25,6201.0
10036,27,1 wk ahead inc case,point,,2020-07-19,2020-07-25,5030.0
10038,28,1 wk ahead inc case,point,,2020-07-19,2020-07-25,7642.0
10040,29,1 wk ahead inc case,point,,2020-07-19,2020-07-25,7039.0
10042,30,1 wk ahead inc case,point,,2020-07-19,2020-07-25,1019.0
10044,31,1 wk ahead inc case,point,,2020-07-19,2020-07-25,1572.0
10046,32,1 wk ahead inc case,point,,2020-07-19,2020-07-25,9868.0
10048,33,1 wk ahead inc case,point,,2020-07-19,2020-07-25,150.0
10050,34,1 wk ahead inc case,point,,2020-07-19,2020-07-25,1429.0
10052,35,1 wk ahead inc case,point,,2020-07-19,2020-07-25,2249.0
10054,36,1 wk ahead inc case,point,,2020-07-19,2020-07-25,5376.0
10056,37,1 wk ahead inc case,point,,2020-07-19,2020-07-25,15810.0
10058,38,1 wk ahead inc case,point,,2020-07-19,2020-07-25,924.0
10060,39,1 wk ahead inc case,point,,2020-07-19,2020-07-25,11932.0
10062,40,1 wk ahead inc case,point,,2020-07-19,2020-07-25,6497.0
10064,41,1 wk ahead inc case,point,,2020-07-19,2020-07-25,2800.0
10066,42,1 wk ahead inc case,point,,2020-07-19,2020-07-25,6446.0
10068,44,1 wk ahead inc case,point,,2020-07-19,2020-07-25,498.0
10070,45,1 wk ahead inc case,point,,2020-07-19,2020-07-25,15081.0
10072,46,1 wk ahead inc case,point,,2020-07-19,2020-07-25,427.0
10074,47,1 wk ahead inc case,point,,2020-07-19,2020-07-25,19435.0
10076,48,1 wk ahead inc case,point,,2020-07-19,2020-07-25,92158.0
10078,49,1 wk ahead inc case,point,,2020-07-19,2020-07-25,5121.0
10080,50,1 wk ahead inc case,point,,2020-07-19,2020-07-25,58.0
10082,51,1 wk ahead inc case,point,,2020-07-19,2020-07-25,8265.0
10084,53,1 wk ahead inc case,point,,2020-07-19,2020-07-25,7424.0
10086,54,1 wk ahead inc case,point,,2020-07-19,2020-07-25,1171.0
10088,55,1 wk ahead inc case,point,,2020-07-19,2020-07-25,7645.0
10090,56,1 wk ahead inc case,point,,2020-07-19,2020-07-25,287.0
10092,01,2 wk ahead inc case,point,,2020-07-19,2020-08-01,22709.0
10094,02,2 wk ahead inc case,point,,2020-07-19,2020-08-01,630.0
10096,04,2 wk ahead inc case,point,,2020-07-19,2020-08-01,20503.0
10098,05,2 wk ahead inc case,point,,2020-07-19,2020-08-01,5624.0
10100,06,2 wk ahead inc case,point,,2020-07-19,2020-08-01,90293.0
10102,08,2 wk ahead inc case,point,,2020-07-19,2020-08-01,5957.0
10104,09,2 wk ahead inc case,point,,2020-07-19,2020-08-01,773.0
10106,10,2 wk ahead inc case,point,,2020-07-19,2020-08-01,830.0
10108,11,2 wk ahead inc case,point,,2020-07-19,2020-08-01,627.0
10110,12,2 wk ahead inc case,point,,2020-07-19,2020-08-01,120468.0
10112,13,2 wk ahead inc case,point,,2020-07-19,2020-08-01,43557.0
10114,15,2 wk ahead inc case,point,,2020-07-19,2020-08-01,192.0
10116,16,2 wk ahead inc case,point,,2020-07-19,2020-08-01,6984.0
10118,17,2 wk ahead inc case,point,,2020-07-19,2020-08-01,12930.0
10120,18,2 wk ahead inc case,point,,2020-07-19,2020-08-01,7907.0
10122,19,2 wk ahead inc case,point,,2020-07-19,2020-08-01,5208.0
10124,20,2 wk ahead inc case,point,,2020-07-19,2020-08-01,4834.0
10126,21,2 wk ahead inc case,point,,2020-07-19,2020-08-01,6040.0
10128,22,2 wk ahead inc case,point,,2020-07-19,2020-08-01,18078.0
10130,23,2 wk ahead inc case,point,,2020-07-19,2020-08-01,84.0
10132,24,2 wk ahead inc case,point,,2020-07-19,2020-08-01,7723.0
10134,25,2 wk ahead inc case,point,,2020-07-19,2020-08-01,2671.0
10136,26,2 wk ahead inc case,point,,2020-07-19,2020-08-01,8458.0
10138,27,2 wk ahead inc case,point,,2020-07-19,2020-08-01,5878.0
10140,28,2 wk ahead inc case,point,,2020-07-19,2020-08-01,9612.0
10142,29,2 wk ahead inc case,point,,2020-07-19,2020-08-01,9671.0
10144,30,2 wk ahead inc case,point,,2020-07-19,2020-08-01,1499.0
10146,31,2 wk ahead inc case,point,,2020-07-19,2020-08-01,2009.0
10148,32,2 wk ahead inc case,point,,2020-07-19,2020-08-01,13096.0
10150,33,2 wk ahead inc case,point,,2020-07-19,2020-08-01,160.0
10152,34,2 wk ahead inc case,point,,2020-07-19,2020-08-01,1583.0
10154,35,2 wk ahead inc case,point,,2020-07-19,2020-08-01,2734.0
10156,36,2 wk ahead inc case,point,,2020-07-19,2020-08-01,6559.0
10158,37,2 wk ahead inc case,point,,2020-07-19,2020-08-01,18232.0
10160,38,2 wk ahead inc case,point,,2020-07-19,2020-08-01,1251.0
10162,39,2 wk ahead inc case,point,,2020-07-19,2020-08-01,15844.0
10164,40,2 wk ahead inc case,point,,2020-07-19,2020-08-01,9551.0
10166,41,2 wk ahead inc case,point,,2020-07-19,2020-08-01,3111.0
10168,42,2 wk ahead inc case,point,,2020-07-19,2020-08-01,8084.0
10170,44,2 wk ahead inc case,point,,2020-07-19,2020-08-01,705.0
10172,45,2 wk ahead inc case,point,,2020-07-19,2020-08-01,15434.0
10174,46,2 wk ahead inc case,point,,2020-07-19,2020-08-01,478.0
10176,47,2 wk ahead inc case,point,,2020-07-19,2020-08-01,27002.0
10178,48,2 wk ahead inc case,point,,2020-07-19,2020-08-01,120258.0
10180,49,2 wk ahead inc case,point,,2020-07-19,2020-08-01,5216.0
10182,50,2 wk ahead inc case,point,,2020-07-19,2020-08-01,48.0
10184,51,2 wk ahead inc case,point,,2020-07-19,2020-08-01,11180.0
10186,53,2 wk ahead inc case,point,,2020-07-19,2020-08-01,9827.0
10188,54,2 wk ahead inc case,point,,2020-07-19,2020-08-01,1558.0
10190,55,2 wk ahead inc case,point,,2020-07-19,2020-08-01,10478.0
10192,56,2 wk ahead inc case,point,,2020-07-19,2020-08-01,362.0
10194,01,3 wk ahead inc case,point,,2020-07-19,2020-08-08,29321.0
10196,02,3 wk ahead inc case,point,,2020-07-19,2020-08-08,725.0
10198,04,3 wk ahead inc case,point,,2020-07-19,2020-08-08,17538.0
10200,05,3 wk ahead inc case,point,,2020-07-19,2020-08-08,5703.0
10202,06,3 wk ahead inc case,point,,2020-07-19,2020-08-08,106156.0
10204,08,3 wk ahead inc case,point,,2020-07-19,2020-08-08,7880.0
10206,09,3 wk ahead inc case,point,,2020-07-19,2020-08-08,944.0
10208,10,3 wk ahead inc case,point,,2020-07-19,2020-08-08,886.0
10210,11,3 wk ahead inc case,point,,2020-07-19,2020-08-08,776.0
10212,12,3 wk ahead inc case,point,,2020-07-19,2020-08-08,139167.0
10214,13,3 wk ahead inc case,point,,2020-07-19,2020-08-08,54937.0
10216,15,3 wk ahead inc case,point,,2020-07-19,2020-08-08,168.0
10218,16,3 wk ahead inc case,point,,2020-07-19,2020-08-08,8837.0
10220,17,3 wk ahead inc case,point,,2020-07-19,2020-08-08,16657.0
10222,18,3 wk ahead inc case,point,,2020-07-19,2020-08-08,10278.0
10224,19,3 wk ahead inc case,point,,2020-07-19,2020-08-08,6306.0
10226,20,3 wk ahead inc case,point,,2020-07-19,2020-08-08,6141.0
10228,21,3 wk ahead inc case,point,,2020-07-19,2020-08-08,8160.0
10230,22,3 wk ahead inc case,point,,2020-07-19,2020-08-08,21370.0
10232,23,3 wk ahead inc case,point,,2020-07-19,2020-08-08,65.0
10234,24,3 wk ahead inc case,point,,2020-07-19,2020-08-08,9870.0
10236,25,3 wk ahead inc case,point,,2020-07-19,2020-08-08,3201.0
10238,26,3 wk ahead inc case,point,,2020-07-19,2020-08-08,10779.0
10240,27,3 wk ahead inc case,point,,2020-07-19,2020-08-08,7623.0
10242,28,3 wk ahead inc case,point,,2020-07-19,2020-08-08,11443.0
10244,29,3 wk ahead inc case,point,,2020-07-19,2020-08-08,12782.0
10246,30,3 wk ahead inc case,point,,2020-07-19,2020-08-08,2028.0
10248,31,3 wk ahead inc case,point,,2020-07-19,2020-08-08,2564.0
10250,32,3 wk ahead inc case,point,,2020-07-19,2020-08-08,16779.0
10252,33,3 wk ahead inc case,point,,2020-07-19,2020-08-08,166.0
10254,34,3 wk ahead inc case,point,,2020-07-19,2020-08-08,1573.0
10256,35,3 wk ahead inc case,point,,2020-07-19,2020-08-08,3224.0
10258,36,3 wk ahead inc case,point,,2020-07-19,2020-08-08,7455.0
10260,37,3 wk ahead inc case,point,,2020-07-19,2020-08-08,20276.0
10262,38,3 wk ahead inc case,point,,2020-07-19,2020-08-08,1697.0
10264,39,3 wk ahead inc case,point,,2020-07-19,2020-08-08,20928.0
10266,40,3 wk ahead inc case,point,,2020-07-19,2020-08-08,12658.0
10268,41,3 wk ahead inc case,point,,2020-07-19,2020-08-08,3506.0
10270,42,3 wk ahead inc case,point,,2020-07-19,2020-08-08,10080.0
10272,44,3 wk ahead inc case,point,,2020-07-19,2020-08-08,891.0
10274,45,3 wk ahead inc case,point,,2020-07-19,2020-08-08,15947.0
10276,46,3 wk ahead inc case,point,,2020-07-19,2020-08-08,506.0
10278,47,3 wk ahead inc case,point,,2020-07-19,2020-08-08,35701.0
10280,48,3 wk ahead inc case,point,,2020-07-19,2020-08-08,147947.0
10282,49,3 wk ahead inc case,point,,2020-07-19,2020-08-08,5220.0
10284,50,3 wk ahead inc case,point,,2020-07-19,2020-08-08,39.0
10286,51,3 wk ahead inc case,point,,2020-07-19,2020-08-08,14953.0
10288,53,3 wk ahead inc case,point,,2020-07-19,2020-08-08,12743.0
10290,54,3 wk ahead inc case,point,,2020-07-19,2020-08-08,2135.0
10292,55,3 wk ahead inc case,point,,2020-07-19,2020-08-08,14149.0
10294,56,3 wk ahead inc case,point,,2020-07-19,2020-08-08,416.0
10296,01001,1 wk ahead inc case,point,,2020-07-19,2020-07-25,170.0
10297,01001,2 wk ahead inc case,point,,2020-07-19,2020-08-01,270.0
10298,01001,3 wk ahead inc case,point,,2020-07-19,2020-08-08,354.0
10302,01003,1 wk ahead inc case,point,,2020-07-19,2020-07-25,812.0
10303,01003,2 wk ahead inc case,point,,2020-07-19,2020-08-01,780.0
10304,01003,3 wk ahead inc case,point,,2020-07-19,2020-08-08,951.0
10308,01005,1 wk ahead inc case,point,,2020-07-19,2020-07-25,108.0
10309,01005,2 wk ahead inc case,point,,2020-07-19,2020-08-01,161.0
10310,01005,3 wk ahead inc case,point,,2020-07-19,2020-08-08,210.0
10314,01007,1 wk ahead inc case,point,,2020-07-19,2020-07-25,59.0
10315,01007,2 wk ahead inc case,point,,2020-07-19,2020-08-01,88.0
10316,01007,3 wk ahead inc case,point,,2020-07-19,2020-08-08,115.0
10320,01009,1 wk ahead inc case,point,,2020-07-19,2020-07-25,155.0
10321,01009,2 wk ahead inc case,point,,2020-07-19,2020-08-01,167.0
10322,01009,3 wk ahead inc case,point,,2020-07-19,2020-08-08,210.0
10326,01011,1 wk ahead inc case,point,,2020-07-19,2020-07-25,43.0
10327,01011,2 wk ahead inc case,point,,2020-07-19,2020-08-01,112.0
10328,01011,3 wk ahead inc case,point,,2020-07-19,2020-08-08,156.0
10332,01015,1 wk ahead inc case,point,,2020-07-19,2020-07-25,300.0
10333,01015,2 wk ahead inc case,point,,2020-07-19,2020-08-01,302.0
10334,01015,3 wk ahead inc case,point,,2020-07-19,2020-08-08,372.0
10338,01017,1 wk ahead inc case,point,,2020-07-19,2020-07-25,101.0
10339,01017,2 wk ahead inc case,point,,2020-07-19,2020-08-01,220.0
10340,01017,3 wk ahead inc case,point,,2020-07-19,2020-08-08,298.0
10344,01019,1 wk ahead inc case,point,,2020-07-19,2020-07-25,49.0
10345,01019,2 wk ahead inc case,point,,2020-07-19,2020-08-01,59.0
10346,01019,3 wk ahead inc case,point,,2020-07-19,2020-08-08,74.0
10350,01021,1 wk ahead inc case,point,,2020-07-19,2020-07-25,160.0
10351,01021,2 wk ahead inc case,point,,2020-07-19,2020-08-01,164.0
10352,01021,3 wk ahead inc case,point,,2020-07-19,2020-08-08,206.0
10356,01023,1 wk ahead inc case,point,,2020-07-19,2020-07-25,34.0
10357,01023,2 wk ahead inc case,point,,2020-07-19,2020-08-01,72.0
10358,01023,3 wk ahead inc case,point,,2020-07-19,2020-08-08,96.0
10362,01025,1 wk ahead inc case,point,,2020-07-19,2020-07-25,92.0
10363,01025,2 wk ahead inc case,point,,2020-07-19,2020-08-01,130.0
10364,01025,3 wk ahead inc case,point,,2020-07-19,2020-08-08,169.0
10368,01027,1 wk ahead inc case,point,,2020-07-19,2020-07-25,38.0
10369,01027,2 wk ahead inc case,point,,2020-07-19,2020-08-01,40.0
10370,01027,3 wk ahead inc case,point,,2020-07-19,2020-08-08,52.0
10374,01029,1 wk ahead inc case,point,,2020-07-19,2020-07-25,45.0
10375,01029,2 wk ahead inc case,point,,2020-07-19,2020-08-01,37.0
10376,01029,3 wk ahead inc case,point,,2020-07-19,2020-08-08,44.0
10380,01031,1 wk ahead inc case,point,,2020-07-19,2020-07-25,139.0
10381,01031,2 wk ahead inc case,point,,2020-07-19,2020-08-01,188.0
10382,01031,3 wk ahead inc case,point,,2020-07-19,2020-08-08,240.0
10386,01033,1 wk ahead inc case,point,,2020-07-19,2020-07-25,290.0
10387,01033,2 wk ahead inc case,point,,2020-07-19,2020-08-01,301.0
10388,01033,3 wk ahead inc case,point,,2020-07-19,2020-08-08,368.0
10392,01035,1 wk ahead inc case,point,,2020-07-19,2020-07-25,69.0
10393,01035,2 wk ahead inc case,point,,2020-07-19,2020-08-01,98.0
10394,01035,3 wk ahead inc case,point,,2020-07-19,2020-08-08,126.0
10398,01037,1 wk ahead inc case,point,,2020-07-19,2020-07-25,9.0
10399,01037,2 wk ahead inc case,point,,2020-07-19,2020-08-01,19.0
10400,01037,3 wk ahead inc case,point,,2020-07-19,2020-08-08,27.0
10404,01039,1 wk ahead inc case,point,,2020-07-19,2020-07-25,148.0
10405,01039,2 wk ahead inc case,point,,2020-07-19,2020-08-01,189.0
10406,01039,3 wk ahead inc case,point,,2020-07-19,2020-08-08,242.0
10410,01041,1 wk ahead inc case,point,,2020-07-19,2020-07-25,34.0
10411,01041,2 wk ahead inc case,point,,2020-07-19,2020-08-01,50.0
10412,01041,3 wk ahead inc case,point,,2020-07-19,2020-08-08,65.0
10416,01043,1 wk ahead inc case,point,,2020-07-19,2020-07-25,202.0
10417,01043,2 wk ahead inc case,point,,2020-07-19,2020-08-01,266.0
10418,01043,3 wk ahead inc case,point,,2020-07-19,2020-08-08,347.0
10422,01045,1 wk ahead inc case,point,,2020-07-19,2020-07-25,157.0
10423,01045,2 wk ahead inc case,point,,2020-07-19,2020-08-01,193.0
10424,01045,3 wk ahead inc case,point,,2020-07-19,2020-08-08,244.0
10428,01047,1 wk ahead inc case,point,,2020-07-19,2020-07-25,180.0
10429,01047,2 wk ahead inc case,point,,2020-07-19,2020-08-01,338.0
10430,01047,3 wk ahead inc case,point,,2020-07-19,2020-08-08,456.0
10434,01049,1 wk ahead inc case,point,,2020-07-19,2020-07-25,429.0
10435,01049,2 wk ahead inc case,point,,2020-07-19,2020-08-01,508.0
10436,01049,3 wk ahead inc case,point,,2020-07-19,2020-08-08,633.0
10440,01051,1 wk ahead inc case,point,,2020-07-19,2020-07-25,263.0
10441,01051,2 wk ahead inc case,point,,2020-07-19,2020-08-01,407.0
10442,01051,3 wk ahead inc case,point,,2020-07-19,2020-08-08,535.0
10446,01053,1 wk ahead inc case,point,,2020-07-19,2020-07-25,149.0
10447,01053,2 wk ahead inc case,point,,2020-07-19,2020-08-01,206.0
10448,01053,3 wk ahead inc case,point,,2020-07-19,2020-08-08,266.0
10452,01055,1 wk ahead inc case,point,,2020-07-19,2020-07-25,345.0
10453,01055,2 wk ahead inc case,point,,2020-07-19,2020-08-01,452.0
10454,01055,3 wk ahead inc case,point,,2020-07-19,2020-08-08,581.0
10458,01057,1 wk ahead inc case,point,,2020-07-19,2020-07-25,43.0
10459,01057,2 wk ahead inc case,point,,2020-07-19,2020-08-01,49.0
10460,01057,3 wk ahead inc case,point,,2020-07-19,2020-08-08,60.0
10464,01059,1 wk ahead inc case,point,,2020-07-19,2020-07-25,143.0
10465,01059,2 wk ahead inc case,point,,2020-07-19,2020-08-01,303.0
10466,01059,3 wk ahead inc case,point,,2020-07-19,2020-08-08,413.0
10470,01061,1 wk ahead inc case,point,,2020-07-19,2020-07-25,58.0
10471,01061,2 wk ahead inc case,point,,2020-07-19,2020-08-01,57.0
10472,01061,3 wk ahead inc case,point,,2020-07-19,2020-08-08,70.0
10476,01063,1 wk ahead inc case,point,,2020-07-19,2020-07-25,36.0
10477,01063,2 wk ahead inc case,point,,2020-07-19,2020-08-01,67.0
10478,01063,3 wk ahead inc case,point,,2020-07-19,2020-08-08,90.0
10482,01065,1 wk ahead inc case,point,,2020-07-19,2020-07-25,61.0
10483,01065,2 wk ahead inc case,point,,2020-07-19,2020-08-01,121.0
10484,01065,3 wk ahead inc case,point,,2020-07-19,2020-08-08,163.0
10488,01067,1 wk ahead inc case,point,,2020-07-19,2020-07-25,47.0
10489,01067,2 wk ahead inc case,point,,2020-07-19,2020-08-01,62.0
10490,01067,3 wk ahead inc case,point,,2020-07-19,2020-08-08,81.0
10494,01069,1 wk ahead inc case,point,,2020-07-19,2020-07-25,264.0
10495,01069,2 wk ahead inc case,point,,2020-07-19,2020-08-01,284.0
10496,01069,3 wk ahead inc case,point,,2020-07-19,2020-08-08,362.0
10500,01071,1 wk ahead inc case,point,,2020-07-19,2020-07-25,172.0
10501,01071,2 wk ahead inc case,point,,2020-07-19,2020-08-01,208.0
10502,01071,3 wk ahead inc case,point,,2020-07-19,2020-08-08,264.0
10506,01073,1 wk ahead inc case,point,,2020-07-19,2020-07-25,2374.0
10507,01073,2 wk ahead inc case,point,,2020-07-19,2020-08-01,3053.0
10508,01073,3 wk ahead inc case,point,,2020-07-19,2020-08-08,3914.0
10512,01075,1 wk ahead inc case,point,,2020-07-19,2020-07-25,54.0
10513,01075,2 wk ahead inc case,point,,2020-07-19,2020-08-01,49.0
10514,01075,3 wk ahead inc case,point,,2020-07-19,2020-08-08,61.0
10518,01077,1 wk ahead inc case,point,,2020-07-19,2020-07-25,216.0
10519,01077,2 wk ahead inc case,point,,2020-07-19,2020-08-01,272.0
10520,01077,3 wk ahead inc case,point,,2020-07-19,2020-08-08,346.0
10524,01079,1 wk ahead inc case,point,,2020-07-19,2020-07-25,57.0
10525,01079,2 wk ahead inc case,point,,2020-07-19,2020-08-01,72.0
10526,01079,3 wk ahead inc case,point,,2020-07-19,2020-08-08,89.0
10530,01081,1 wk ahead inc case,point,,2020-07-19,2020-07-25,517.0
10531,01081,2 wk ahead inc case,point,,2020-07-19,2020-08-01,705.0
10532,01081,3 wk ahead inc case,point,,2020-07-19,2020-08-08,906.0
10536,01083,1 wk ahead inc case,point,,2020-07-19,2020-07-25,257.0
10537,01083,2 wk ahead inc case,point,,2020-07-19,2020-08-01,307.0
10538,01083,3 wk ahead inc case,point,,2020-07-19,2020-08-08,390.0
10542,01085,1 wk ahead inc case,point,,2020-07-19,2020-07-25,57.0
10543,01085,2 wk ahead inc case,point,,2020-07-19,2020-08-01,148.0
10544,01085,3 wk ahead inc case,point,,2020-07-19,2020-08-08,203.0
10548,01087,1 wk ahead inc case,point,,2020-07-19,2020-07-25,51.0
10549,01087,2 wk ahead inc case,point,,2020-07-19,2020-08-01,81.0
10550,01087,3 wk ahead inc case,point,,2020-07-19,2020-08-08,107.0
10554,01089,1 wk ahead inc case,point,,2020-07-19,2020-07-25,1333.0
10555,01089,2 wk ahead inc case,point,,2020-07-19,2020-08-01,1394.0
10556,01089,3 wk ahead inc case,point,,2020-07-19,2020-08-08,1716.0
10560,01091,1 wk ahead inc case,point,,2020-07-19,2020-07-25,91.0
10561,01091,2 wk ahead inc case,point,,2020-07-19,2020-08-01,140.0
10562,01091,3 wk ahead inc case,point,,2020-07-19,2020-08-08,182.0
10566,01093,1 wk ahead inc case,point,,2020-07-19,2020-07-25,160.0
10567,01093,2 wk ahead inc case,point,,2020-07-19,2020-08-01,173.0
10568,01093,3 wk ahead inc case,point,,2020-07-19,2020-08-08,214.0
10572,01095,1 wk ahead inc case,point,,2020-07-19,2020-07-25,457.0
10573,01095,2 wk ahead inc case,point,,2020-07-19,2020-08-01,738.0
10574,01095,3 wk ahead inc case,point,,2020-07-19,2020-08-08,980.0
10578,01097,1 wk ahead inc case,point,,2020-07-19,2020-07-25,1442.0
10579,01097,2 wk ahead inc case,point,,2020-07-19,2020-08-01,2050.0
10580,01097,3 wk ahead inc case,point,,2020-07-19,2020-08-08,2663.0
10584,01099,1 wk ahead inc case,point,,2020-07-19,2020-07-25,70.0
10585,01099,2 wk ahead inc case,point,,2020-07-19,2020-08-01,106.0
10586,01099,3 wk ahead inc case,point,,2020-07-19,2020-08-08,139.0
10590,01101,1 wk ahead inc case,point,,2020-07-19,2020-07-25,821.0
10591,01101,2 wk ahead inc case,point,,2020-07-19,2020-08-01,1541.0
10592,01101,3 wk ahead inc case,point,,2020-07-19,2020-08-08,2072.0
10596,01103,1 wk ahead inc case,point,,2020-07-19,2020-07-25,399.0
10597,01103,2 wk ahead inc case,point,,2020-07-19,2020-08-01,560.0
10598,01103,3 wk ahead inc case,point,,2020-07-19,2020-08-08,728.0
10602,01105,1 wk ahead inc case,point,,2020-07-19,2020-07-25,94.0
10603,01105,2 wk ahead inc case,point,,2020-07-19,2020-08-01,117.0
10604,01105,3 wk ahead inc case,point,,2020-07-19,2020-08-08,150.0
10608,01107,1 wk ahead inc case,point,,2020-07-19,2020-07-25,46.0
10609,01107,2 wk ahead inc case,point,,2020-07-19,2020-08-01,91.0
10610,01107,3 wk ahead inc case,point,,2020-07-19,2020-08-08,124.0
10614,01109,1 wk ahead inc case,point,,2020-07-19,2020-07-25,97.0
10615,01109,2 wk ahead inc case,point,,2020-07-19,2020-08-01,171.0
10616,01109,3 wk ahead inc case,point,,2020-07-19,2020-08-08,228.0
10620,01111,1 wk ahead inc case,point,,2020-07-19,2020-07-25,64.0
10621,01111,2 wk ahead inc case,point,,2020-07-19,2020-08-01,94.0
