forecast_date,target,target_end_date,quantile,type,location,value
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51127,47.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51131,40.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51131,53.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51131,59.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51131,54.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51133,32.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51133,33.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51133,30.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51133,22.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51135,148.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51135,163.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51135,157.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51135,120.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51137,84.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51137,75.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51137,65.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51137,47.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51139,97.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51139,86.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51139,63.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51139,42.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51141,55.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51141,50.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51141,40.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51141,26.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51143,179.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51143,174.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51143,151.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51143,101.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51147,50.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51147,48.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51147,40.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51147,31.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51149,96.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51149,96.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51149,91.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51149,73.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51153,1409.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51153,1225.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51153,964.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51153,752.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51155,144.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51155,123.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51155,104.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51155,80.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51157,14.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51157,14.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51157,13.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51157,11.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51159,94.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51159,91.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51159,80.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51159,59.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51161,326.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51161,289.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51161,228.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51161,168.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51163,79.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51163,78.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51163,73.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51163,58.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51165,367.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51165,339.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51165,309.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51165,240.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51167,128.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51167,123.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51167,105.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51167,79.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51169,57.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51169,45.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51169,33.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51169,24.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51171,219.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51171,199.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51171,172.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51171,135.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51173,126.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51173,95.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51173,70.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51173,54.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51175,71.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51175,105.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51175,134.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51175,125.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51177,369.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51177,337.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51177,316.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51177,279.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51179,381.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51179,350.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51179,315.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51179,267.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51181,9.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51181,8.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51181,6.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51181,4.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51183,27.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51183,40.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51183,63.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51183,83.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51185,237.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51185,220.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51185,175.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51185,105.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51187,124.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51187,113.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51187,100.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51187,81.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51191,217.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51191,203.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51191,186.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51191,152.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51193,47.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51193,46.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51193,37.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51193,24.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51195,158.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51195,139.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51195,114.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51195,78.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51197,114.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51197,98.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51197,77.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51197,57.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,51199,114.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,51199,107.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,51199,91.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,51199,68.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53001,30.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53001,26.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53001,22.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53001,19.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53003,44.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53003,47.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53003,52.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53003,51.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53005,429.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53005,372.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53005,319.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53005,274.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53007,191.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53007,163.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53007,155.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53007,146.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53009,25.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53009,21.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53009,17.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53009,15.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53011,581.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53011,473.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53011,376.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53011,278.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53013,2.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53013,2.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53013,2.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53013,2.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53015,147.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53015,123.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53015,100.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53015,76.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53017,108.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53017,94.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53017,89.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53017,76.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53019,6.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53019,7.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53019,6.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53019,5.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53021,238.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53021,205.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53021,176.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53021,146.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53023,4.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53023,3.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53023,3.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53023,3.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53025,202.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53025,156.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53025,108.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53025,76.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53027,206.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53027,153.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53027,116.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53027,89.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53029,33.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53029,28.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53029,24.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53029,19.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53031,7.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53031,7.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53031,5.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53031,4.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53033,2071.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53033,1567.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53033,1189.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53033,921.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53035,189.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53035,155.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53035,118.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53035,84.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53037,64.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53037,51.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53037,48.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53037,47.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53039,23.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53039,14.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53039,11.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53039,9.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53041,139.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53041,113.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53041,92.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53041,72.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53043,10.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53043,11.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53043,9.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53043,8.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53045,87.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53045,75.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53045,67.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53045,56.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53047,121.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53047,136.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53047,139.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53047,127.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53049,53.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53049,66.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53049,72.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53049,67.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53051,21.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53051,17.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53051,13.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53051,11.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53053,1495.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53053,1493.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53053,1362.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53053,1071.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53055,1.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53055,1.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53055,1.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53055,1.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53057,147.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53057,120.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53057,95.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53057,78.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53059,8.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53059,6.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53059,5.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53059,5.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53061,1237.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53061,1205.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53061,1052.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53061,819.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53063,965.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53063,778.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53063,662.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53063,558.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53065,40.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53065,32.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53065,26.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53065,21.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53067,217.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53067,185.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53067,152.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53067,117.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53069,2.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53069,3.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53069,5.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53069,7.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53071,230.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53071,209.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53071,152.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53071,95.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53073,157.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53073,127.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53073,96.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53073,73.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53075,97.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53075,115.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53075,106.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53075,74.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,53077,755.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,53077,609.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,53077,475.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,53077,374.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54001,67.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54001,55.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54001,48.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54001,40.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54003,488.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54003,389.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54003,301.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54003,233.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54005,76.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54005,69.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54005,55.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54005,35.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54007,36.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54007,32.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54007,27.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54007,19.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54009,124.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54009,113.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54009,101.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54009,86.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54011,370.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54011,317.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54011,249.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54011,182.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54013,7.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54013,6.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54013,5.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54013,4.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54015,22.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54015,22.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54015,18.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54015,13.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54019,118.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54019,103.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54019,82.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54019,57.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54021,35.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54021,31.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54021,32.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54021,36.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54023,48.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54023,40.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54023,30.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54023,22.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54025,180.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54025,155.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54025,123.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54025,83.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54027,108.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54027,89.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54027,57.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54027,35.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54029,175.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54029,139.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54029,101.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54029,74.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54031,80.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54031,74.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54031,57.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54031,32.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54033,262.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54033,234.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54033,201.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54033,153.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54035,83.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54035,78.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54035,68.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54035,52.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54037,144.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54037,113.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54037,88.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54037,67.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54039,496.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54039,426.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54039,326.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54039,227.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54041,69.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54041,58.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54041,45.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54041,31.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54043,55.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54043,48.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54043,33.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54043,20.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54045,143.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54045,143.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54045,136.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54045,104.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54047,68.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54047,71.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54047,61.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54047,50.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54049,244.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54049,213.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54049,172.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54049,118.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54051,145.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54051,94.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54051,78.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54051,67.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54053,89.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54053,84.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54053,82.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54053,71.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54055,293.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54055,250.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54055,199.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54055,135.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54057,102.0
2021-01-04,2 wk ahead inc case,2021-01-16,,point,54057,75.0
2021-01-04,3 wk ahead inc case,2021-01-23,,point,54057,61.0
2021-01-04,4 wk ahead inc case,2021-01-30,,point,54057,51.0
2021-01-04,1 wk ahead inc case,2021-01-09,,point,54059,98.0
