,Unnamed: 0,forecast_date,target,location,location_name,target_end_date,type,quantile,value
0,0.0,2020-06-10,1 day ahead cum death,US,US,2020-06-11,point,,102894.8083028083
1,1.0,2020-06-10,2 day ahead cum death,US,US,2020-06-12,point,,103361.84149184152
2,2.0,2020-06-10,3 day ahead cum death,US,US,2020-06-13,point,,103817.30554630556
3,3.0,2020-06-10,4 day ahead cum death,US,US,2020-06-14,point,,104261.65031265034
4,4.0,2020-06-10,5 day ahead cum death,US,US,2020-06-15,point,,104695.50664150664
5,5.0,2020-06-10,6 day ahead cum death,US,US,2020-06-16,point,,105119.48444148443
6,6.0,2020-06-10,7 day ahead cum death,US,US,2020-06-17,point,,105534.36807636806
7,7.0,2020-06-10,8 day ahead cum death,US,US,2020-06-18,point,,105941.0725940726
8,8.0,2020-06-10,9 day ahead cum death,US,US,2020-06-19,point,,106339.93857993858
9,9.0,2020-06-10,10 day ahead cum death,US,US,2020-06-20,point,,106731.7028897029
10,10.0,2020-06-10,11 day ahead cum death,US,US,2020-06-21,point,,107117.14948014947
11,11.0,2020-06-10,12 day ahead cum death,US,US,2020-06-22,point,,107496.69130869133
12,12.0,2020-06-10,13 day ahead cum death,US,US,2020-06-23,point,,107871.08073408074
13,13.0,2020-06-10,14 day ahead cum death,US,US,2020-06-24,point,,108240.74814074814
14,14.0,2020-06-10,15 day ahead cum death,US,US,2020-06-25,point,,108606.32375032378
15,15.0,2020-06-10,16 day ahead cum death,US,US,2020-06-26,point,,108968.3705923706
16,16.0,2020-06-10,17 day ahead cum death,US,US,2020-06-27,point,,109327.54082954084
17,17.0,2020-06-10,18 day ahead cum death,US,US,2020-06-28,point,,109683.98986198986
18,18.0,2020-06-10,19 day ahead cum death,US,US,2020-06-29,point,,110038.19595219595
19,19.0,2020-06-10,20 day ahead cum death,US,US,2020-06-30,point,,110390.45436045436
20,20.0,2020-06-10,21 day ahead cum death,US,US,2020-07-01,point,,110741.17401117401
21,21.0,2020-06-10,22 day ahead cum death,US,US,2020-07-02,point,,111090.78710178712
22,22.0,2020-06-10,23 day ahead cum death,US,US,2020-07-03,point,,111439.40293040292
23,23.0,2020-06-10,24 day ahead cum death,US,US,2020-07-04,point,,111787.68191068193
24,24.0,2020-06-10,25 day ahead cum death,US,US,2020-07-05,point,,112135.89066489069
25,25.0,2020-06-10,26 day ahead cum death,US,US,2020-07-06,point,,112484.06116106117
26,26.0,2020-06-10,27 day ahead cum death,US,US,2020-07-07,point,,112833.0930920931
27,27.0,2020-06-10,28 day ahead cum death,US,US,2020-07-08,point,,113183.03644503644
28,28.0,2020-06-10,29 day ahead cum death,US,US,2020-07-09,point,,113534.74118474119
29,29.0,2020-06-10,30 day ahead cum death,US,US,2020-07-10,point,,113888.37617937615
30,30.0,2020-06-10,31 day ahead cum death,US,US,2020-07-11,point,,114244.7261997262
31,31.0,2020-06-10,32 day ahead cum death,US,US,2020-07-12,point,,114604.39242239244
32,32.0,2020-06-10,33 day ahead cum death,US,US,2020-07-13,point,,114968.33655233655
33,33.0,2020-06-10,34 day ahead cum death,US,US,2020-07-14,point,,115337.23698523699
34,34.0,2020-06-10,35 day ahead cum death,US,US,2020-07-15,point,,115711.7582047582
35,35.0,2020-06-10,36 day ahead cum death,US,US,2020-07-16,point,,116092.50312650313
36,36.0,2020-06-10,37 day ahead cum death,US,US,2020-07-17,point,,116480.71202871205
37,37.0,2020-06-10,38 day ahead cum death,US,US,2020-07-18,point,,116877.18862618865
38,38.0,2020-06-10,39 day ahead cum death,US,US,2020-07-19,point,,117282.79923779926
39,39.0,2020-06-10,40 day ahead cum death,US,US,2020-07-20,point,,117699.00314500314
40,40.0,2020-06-10,41 day ahead cum death,US,US,2020-07-21,point,,118126.410996411
41,41.0,2020-06-10,42 day ahead cum death,US,US,2020-07-22,point,,118566.61046361044
42,1008.0,2020-06-10,1 day ahead inc death,US,US,2020-06-11,point,,479.7074037074037
43,1009.0,2020-06-10,2 day ahead inc death,US,US,2020-06-12,point,,467.0331890331891
44,1010.0,2020-06-10,3 day ahead inc death,US,US,2020-06-13,point,,455.46405446405447
45,1011.0,2020-06-10,4 day ahead inc death,US,US,2020-06-14,point,,444.3447663447664
46,1012.0,2020-06-10,5 day ahead inc death,US,US,2020-06-15,point,,433.8563288563288
47,1013.0,2020-06-10,6 day ahead inc death,US,US,2020-06-16,point,,423.9777999778
48,1014.0,2020-06-10,7 day ahead inc death,US,US,2020-06-17,point,,414.8836348836349
49,1015.0,2020-06-10,8 day ahead inc death,US,US,2020-06-18,point,,406.7045177045177
50,1016.0,2020-06-10,9 day ahead inc death,US,US,2020-06-19,point,,398.8659858659858
51,1017.0,2020-06-10,10 day ahead inc death,US,US,2020-06-20,point,,391.76430976430976
52,1018.0,2020-06-10,11 day ahead inc death,US,US,2020-06-21,point,,385.4465904465905
53,1019.0,2020-06-10,12 day ahead inc death,US,US,2020-06-22,point,,379.5418285418285
54,1020.0,2020-06-10,13 day ahead inc death,US,US,2020-06-23,point,,374.38942538942536
55,1021.0,2020-06-10,14 day ahead inc death,US,US,2020-06-24,point,,369.6674066674067
56,1022.0,2020-06-10,15 day ahead inc death,US,US,2020-06-25,point,,365.5756095756096
57,1023.0,2020-06-10,16 day ahead inc death,US,US,2020-06-26,point,,362.046842046842
58,1024.0,2020-06-10,17 day ahead inc death,US,US,2020-06-27,point,,359.1702371702372
59,1025.0,2020-06-10,18 day ahead inc death,US,US,2020-06-28,point,,356.44903244903253
60,1026.0,2020-06-10,19 day ahead inc death,US,US,2020-06-29,point,,354.2060902060901
61,1027.0,2020-06-10,20 day ahead inc death,US,US,2020-06-30,point,,352.2584082584083
62,1028.0,2020-06-10,21 day ahead inc death,US,US,2020-07-01,point,,350.71965071965064
63,1029.0,2020-06-10,22 day ahead inc death,US,US,2020-07-02,point,,349.6130906130906
64,1030.0,2020-06-10,23 day ahead inc death,US,US,2020-07-03,point,,348.6158286158286
65,1031.0,2020-06-10,24 day ahead inc death,US,US,2020-07-04,point,,348.27898027898027
66,1032.0,2020-06-10,25 day ahead inc death,US,US,2020-07-05,point,,348.2087542087542
67,1033.0,2020-06-10,26 day ahead inc death,US,US,2020-07-06,point,,348.1704961704962
68,1034.0,2020-06-10,27 day ahead inc death,US,US,2020-07-07,point,,349.03193103193115
69,1035.0,2020-06-10,28 day ahead inc death,US,US,2020-07-08,point,,349.94335294335286
70,1036.0,2020-06-10,29 day ahead inc death,US,US,2020-07-09,point,,351.70473970473967
71,1037.0,2020-06-10,30 day ahead inc death,US,US,2020-07-10,point,,353.63499463499465
72,1038.0,2020-06-10,31 day ahead inc death,US,US,2020-07-11,point,,356.3500203500204
73,1039.0,2020-06-10,32 day ahead inc death,US,US,2020-07-12,point,,359.66622266622267
74,1040.0,2020-06-10,33 day ahead inc death,US,US,2020-07-13,point,,363.94412994412994
75,1041.0,2020-06-10,34 day ahead inc death,US,US,2020-07-14,point,,368.9004329004329
76,1042.0,2020-06-10,35 day ahead inc death,US,US,2020-07-15,point,,374.5212195212195
77,1043.0,2020-06-10,36 day ahead inc death,US,US,2020-07-16,point,,380.7449217449217
78,1044.0,2020-06-10,37 day ahead inc death,US,US,2020-07-17,point,,388.2089022089022
79,1045.0,2020-06-10,38 day ahead inc death,US,US,2020-07-18,point,,396.47659747659753
80,1046.0,2020-06-10,39 day ahead inc death,US,US,2020-07-19,point,,405.6106116106117
81,1047.0,2020-06-10,40 day ahead inc death,US,US,2020-07-20,point,,416.2039072039072
82,1048.0,2020-06-10,41 day ahead inc death,US,US,2020-07-21,point,,427.4078514078514
83,1049.0,2020-06-10,42 day ahead inc death,US,US,2020-07-22,point,,440.19946719946716
84,2016.0,2020-06-10,1 day ahead cum death,02,Alaska,2020-06-11,point,,9.817973692973693
85,2017.0,2020-06-10,2 day ahead cum death,02,Alaska,2020-06-12,point,,9.919289044289043
86,2018.0,2020-06-10,3 day ahead cum death,02,Alaska,2020-06-13,point,,10.024975024975022
87,2019.0,2020-06-10,4 day ahead cum death,02,Alaska,2020-06-14,point,,10.133907758907759
88,2020.0,2020-06-10,5 day ahead cum death,02,Alaska,2020-06-15,point,,10.2514985014985
89,2021.0,2020-06-10,6 day ahead cum death,02,Alaska,2020-06-16,point,,10.373876123876123
90,2022.0,2020-06-10,7 day ahead cum death,02,Alaska,2020-06-17,point,,10.499417249417247
91,2023.0,2020-06-10,8 day ahead cum death,02,Alaska,2020-06-18,point,,10.633907758907759
92,2024.0,2020-06-10,9 day ahead cum death,02,Alaska,2020-06-19,point,,10.775308025308023
93,2025.0,2020-06-10,10 day ahead cum death,02,Alaska,2020-06-20,point,,10.922993672993671
94,2026.0,2020-06-10,11 day ahead cum death,02,Alaska,2020-06-21,point,,11.078588078588078
95,2027.0,2020-06-10,12 day ahead cum death,02,Alaska,2020-06-22,point,,11.242590742590744
96,2028.0,2020-06-10,13 day ahead cum death,02,Alaska,2020-06-23,point,,11.418872793872795
97,2029.0,2020-06-10,14 day ahead cum death,02,Alaska,2020-06-24,point,,11.608141858141858
98,2030.0,2020-06-10,15 day ahead cum death,02,Alaska,2020-06-25,point,,11.807234432234432
99,2031.0,2020-06-10,16 day ahead cum death,02,Alaska,2020-06-26,point,,12.026681651681647
100,2032.0,2020-06-10,17 day ahead cum death,02,Alaska,2020-06-27,point,,12.256368631368632
101,2033.0,2020-06-10,18 day ahead cum death,02,Alaska,2020-06-28,point,,12.50108225108225
102,2034.0,2020-06-10,19 day ahead cum death,02,Alaska,2020-06-29,point,,12.769522144522146
103,2035.0,2020-06-10,20 day ahead cum death,02,Alaska,2020-06-30,point,,13.059065934065936
104,2036.0,2020-06-10,21 day ahead cum death,02,Alaska,2020-07-01,point,,13.369005994005995
105,2037.0,2020-06-10,22 day ahead cum death,02,Alaska,2020-07-02,point,,13.696969696969695
106,2038.0,2020-06-10,23 day ahead cum death,02,Alaska,2020-07-03,point,,14.05960705960706
107,2039.0,2020-06-10,24 day ahead cum death,02,Alaska,2020-07-04,point,,14.442640692640696
108,2040.0,2020-06-10,25 day ahead cum death,02,Alaska,2020-07-05,point,,14.858391608391607
109,2041.0,2020-06-10,26 day ahead cum death,02,Alaska,2020-07-06,point,,15.30373792873793
110,2042.0,2020-06-10,27 day ahead cum death,02,Alaska,2020-07-07,point,,15.781135531135533
111,2043.0,2020-06-10,28 day ahead cum death,02,Alaska,2020-07-08,point,,16.288003663003664
112,2044.0,2020-06-10,29 day ahead cum death,02,Alaska,2020-07-09,point,,16.837079587079586
113,2045.0,2020-06-10,30 day ahead cum death,02,Alaska,2020-07-10,point,,17.429945054945055
114,2046.0,2020-06-10,31 day ahead cum death,02,Alaska,2020-07-11,point,,18.06043956043956
115,2047.0,2020-06-10,32 day ahead cum death,02,Alaska,2020-07-12,point,,18.741841491841488
116,2048.0,2020-06-10,33 day ahead cum death,02,Alaska,2020-07-13,point,,19.458791208791204
117,2049.0,2020-06-10,34 day ahead cum death,02,Alaska,2020-07-14,point,,20.227564102564106
118,2050.0,2020-06-10,35 day ahead cum death,02,Alaska,2020-07-15,point,,21.047910422910427
119,2051.0,2020-06-10,36 day ahead cum death,02,Alaska,2020-07-16,point,,21.91058941058941
120,2052.0,2020-06-10,37 day ahead cum death,02,Alaska,2020-07-17,point,,22.84794372294372
121,2053.0,2020-06-10,38 day ahead cum death,02,Alaska,2020-07-18,point,,23.83108558108557
122,2054.0,2020-06-10,39 day ahead cum death,02,Alaska,2020-07-19,point,,24.876748251748253
123,2055.0,2020-06-10,40 day ahead cum death,02,Alaska,2020-07-20,point,,25.99155011655011
124,2056.0,2020-06-10,41 day ahead cum death,02,Alaska,2020-07-21,point,,27.14939227439228
125,2057.0,2020-06-10,42 day ahead cum death,02,Alaska,2020-07-22,point,,28.37803862803863
126,3024.0,2020-06-10,1 day ahead inc death,02,Alaska,2020-06-11,point,,0.09702797202797203
127,3025.0,2020-06-10,2 day ahead inc death,02,Alaska,2020-06-12,point,,0.10131535131535133
128,3026.0,2020-06-10,3 day ahead inc death,02,Alaska,2020-06-13,point,,0.10568598068598067
129,3027.0,2020-06-10,4 day ahead inc death,02,Alaska,2020-06-14,point,,0.10893273393273394
130,3028.0,2020-06-10,5 day ahead inc death,02,Alaska,2020-06-15,point,,0.1175907425907426
131,3029.0,2020-06-10,6 day ahead inc death,02,Alaska,2020-06-16,point,,0.12237762237762236
132,3030.0,2020-06-10,7 day ahead inc death,02,Alaska,2020-06-17,point,,0.12554112554112554
133,3031.0,2020-06-10,8 day ahead inc death,02,Alaska,2020-06-18,point,,0.1344905094905095
134,3032.0,2020-06-10,9 day ahead inc death,02,Alaska,2020-06-19,point,,0.1414002664002664
135,3033.0,2020-06-10,10 day ahead inc death,02,Alaska,2020-06-20,point,,0.14768564768564768
136,3034.0,2020-06-10,11 day ahead inc death,02,Alaska,2020-06-21,point,,0.1555944055944056
137,3035.0,2020-06-10,12 day ahead inc death,02,Alaska,2020-06-22,point,,0.164002664002664
138,3036.0,2020-06-10,13 day ahead inc death,02,Alaska,2020-06-23,point,,0.1762820512820513
139,3037.0,2020-06-10,14 day ahead inc death,02,Alaska,2020-06-24,point,,0.18926906426906426
140,3038.0,2020-06-10,15 day ahead inc death,02,Alaska,2020-06-25,point,,0.19909257409257408
141,3039.0,2020-06-10,16 day ahead inc death,02,Alaska,2020-06-26,point,,0.21944721944721945
142,3040.0,2020-06-10,17 day ahead inc death,02,Alaska,2020-06-27,point,,0.2296869796869797
143,3041.0,2020-06-10,18 day ahead inc death,02,Alaska,2020-06-28,point,,0.2447136197136197
144,3042.0,2020-06-10,19 day ahead inc death,02,Alaska,2020-06-29,point,,0.26843989343989344
145,3043.0,2020-06-10,20 day ahead inc death,02,Alaska,2020-06-30,point,,0.2895437895437896
146,3044.0,2020-06-10,21 day ahead inc death,02,Alaska,2020-07-01,point,,0.30994005994006
147,3045.0,2020-06-10,22 day ahead inc death,02,Alaska,2020-07-02,point,,0.32796370296370303
148,3046.0,2020-06-10,23 day ahead inc death,02,Alaska,2020-07-03,point,,0.3626373626373626
149,3047.0,2020-06-10,24 day ahead inc death,02,Alaska,2020-07-04,point,,0.383033633033633
150,3048.0,2020-06-10,25 day ahead inc death,02,Alaska,2020-07-05,point,,0.4157509157509158
151,3049.0,2020-06-10,26 day ahead inc death,02,Alaska,2020-07-06,point,,0.4453463203463203
152,3050.0,2020-06-10,27 day ahead inc death,02,Alaska,2020-07-07,point,,0.4773976023976024
153,3051.0,2020-06-10,28 day ahead inc death,02,Alaska,2020-07-08,point,,0.5068681318681318
154,3052.0,2020-06-10,29 day ahead inc death,02,Alaska,2020-07-09,point,,0.5490759240759241
155,3053.0,2020-06-10,30 day ahead inc death,02,Alaska,2020-07-10,point,,0.5928654678654679
156,3054.0,2020-06-10,31 day ahead inc death,02,Alaska,2020-07-11,point,,0.6304945054945055
157,3055.0,2020-06-10,32 day ahead inc death,02,Alaska,2020-07-12,point,,0.6814019314019314
158,3056.0,2020-06-10,33 day ahead inc death,02,Alaska,2020-07-13,point,,0.7169497169497171
159,3057.0,2020-06-10,34 day ahead inc death,02,Alaska,2020-07-14,point,,0.7687728937728938
160,3058.0,2020-06-10,35 day ahead inc death,02,Alaska,2020-07-15,point,,0.8203463203463204
161,3059.0,2020-06-10,36 day ahead inc death,02,Alaska,2020-07-16,point,,0.8626789876789877
162,3060.0,2020-06-10,37 day ahead inc death,02,Alaska,2020-07-17,point,,0.9373543123543124
163,3061.0,2020-06-10,38 day ahead inc death,02,Alaska,2020-07-18,point,,0.9831418581418582
164,3062.0,2020-06-10,39 day ahead inc death,02,Alaska,2020-07-19,point,,1.0456626706626706
165,3063.0,2020-06-10,40 day ahead inc death,02,Alaska,2020-07-20,point,,1.1148018648018647
166,3064.0,2020-06-10,41 day ahead inc death,02,Alaska,2020-07-21,point,,1.1578421578421578
167,3065.0,2020-06-10,42 day ahead inc death,02,Alaska,2020-07-22,point,,1.2286463536463537
168,4032.0,2020-06-10,1 day ahead cum death,01,Alabama,2020-06-11,point,,738.4852184852185
169,4033.0,2020-06-10,2 day ahead cum death,01,Alabama,2020-06-12,point,,747.0647500647501
170,4034.0,2020-06-10,3 day ahead cum death,01,Alabama,2020-06-13,point,,755.7932807932808
171,4035.0,2020-06-10,4 day ahead cum death,01,Alabama,2020-06-14,point,,764.6379916379916
172,4036.0,2020-06-10,5 day ahead cum death,01,Alabama,2020-06-15,point,,773.5860065860063
173,4037.0,2020-06-10,6 day ahead cum death,01,Alabama,2020-06-16,point,,782.6019536019536
174,4038.0,2020-06-10,7 day ahead cum death,01,Alabama,2020-06-17,point,,791.7055537055537
175,4039.0,2020-06-10,8 day ahead cum death,01,Alabama,2020-06-18,point,,800.7797017797017
176,4040.0,2020-06-10,9 day ahead cum death,01,Alabama,2020-06-19,point,,809.9150849150849
177,4041.0,2020-06-10,10 day ahead cum death,01,Alabama,2020-06-20,point,,819.020276020276
178,4042.0,2020-06-10,11 day ahead cum death,01,Alabama,2020-06-21,point,,828.1033781033783
179,4043.0,2020-06-10,12 day ahead cum death,01,Alabama,2020-06-22,point,,837.1688311688312
180,4044.0,2020-06-10,13 day ahead cum death,01,Alabama,2020-06-23,point,,846.2009472009472
181,4045.0,2020-06-10,14 day ahead cum death,01,Alabama,2020-06-24,point,,855.2329522329522
182,4046.0,2020-06-10,15 day ahead cum death,01,Alabama,2020-06-25,point,,864.2089022089023
183,4047.0,2020-06-10,16 day ahead cum death,01,Alabama,2020-06-26,point,,873.1984681984683
184,4048.0,2020-06-10,17 day ahead cum death,01,Alabama,2020-06-27,point,,882.1800791800792
185,4049.0,2020-06-10,18 day ahead cum death,01,Alabama,2020-06-28,point,,891.1352721352721
186,4050.0,2020-06-10,19 day ahead cum death,01,Alabama,2020-06-29,point,,900.1278721278721
187,4051.0,2020-06-10,20 day ahead cum death,01,Alabama,2020-06-30,point,,909.1099271099272
188,4052.0,2020-06-10,21 day ahead cum death,01,Alabama,2020-07-01,point,,918.0916490916493
189,4053.0,2020-06-10,22 day ahead cum death,01,Alabama,2020-07-02,point,,927.0759610759613
190,4054.0,2020-06-10,23 day ahead cum death,01,Alabama,2020-07-03,point,,935.992488992489
191,4055.0,2020-06-10,24 day ahead cum death,01,Alabama,2020-07-04,point,,944.8357568357567
192,4056.0,2020-06-10,25 day ahead cum death,01,Alabama,2020-07-05,point,,953.6545676545676
193,4057.0,2020-06-10,26 day ahead cum death,01,Alabama,2020-07-06,point,,962.3553113553113
194,4058.0,2020-06-10,27 day ahead cum death,01,Alabama,2020-07-07,point,,970.9645909645908
195,4059.0,2020-06-10,28 day ahead cum death,01,Alabama,2020-07-08,point,,979.4371184371183
196,4060.0,2020-06-10,29 day ahead cum death,01,Alabama,2020-07-09,point,,987.7156547156548
197,4061.0,2020-06-10,30 day ahead cum death,01,Alabama,2020-07-10,point,,995.8384208384207
198,4062.0,2020-06-10,31 day ahead cum death,01,Alabama,2020-07-11,point,,1003.7900247900247
199,4063.0,2020-06-10,32 day ahead cum death,01,Alabama,2020-07-12,point,,1011.5947385947386
200,4064.0,2020-06-10,33 day ahead cum death,01,Alabama,2020-07-13,point,,1019.2194102194104
201,4065.0,2020-06-10,34 day ahead cum death,01,Alabama,2020-07-14,point,,1026.7123247123247
202,4066.0,2020-06-10,35 day ahead cum death,01,Alabama,2020-07-15,point,,1034.066008066008
203,4067.0,2020-06-10,36 day ahead cum death,01,Alabama,2020-07-16,point,,1041.3210123210124
204,4068.0,2020-06-10,37 day ahead cum death,01,Alabama,2020-07-17,point,,1048.5311355311355
205,4069.0,2020-06-10,38 day ahead cum death,01,Alabama,2020-07-18,point,,1055.6420246420246
206,4070.0,2020-06-10,39 day ahead cum death,01,Alabama,2020-07-19,point,,1062.7515077515075
207,4071.0,2020-06-10,40 day ahead cum death,01,Alabama,2020-07-20,point,,1069.863506863507
208,4072.0,2020-06-10,41 day ahead cum death,01,Alabama,2020-07-21,point,,1076.950160950161
209,4073.0,2020-06-10,42 day ahead cum death,01,Alabama,2020-07-22,point,,1084.073926073926
210,5040.0,2020-06-10,1 day ahead inc death,01,Alabama,2020-06-11,point,,8.425796425796426
211,5041.0,2020-06-10,2 day ahead inc death,01,Alabama,2020-06-12,point,,8.57953157953158
212,5042.0,2020-06-10,3 day ahead inc death,01,Alabama,2020-06-13,point,,8.728530728530728
213,5043.0,2020-06-10,4 day ahead inc death,01,Alabama,2020-06-14,point,,8.844710844710843
214,5044.0,2020-06-10,5 day ahead inc death,01,Alabama,2020-06-15,point,,8.948014948014949
215,5045.0,2020-06-10,6 day ahead inc death,01,Alabama,2020-06-16,point,,9.015947015947015
216,5046.0,2020-06-10,7 day ahead inc death,01,Alabama,2020-06-17,point,,9.103600103600105
217,5047.0,2020-06-10,8 day ahead inc death,01,Alabama,2020-06-18,point,,9.074148074148074
218,5048.0,2020-06-10,9 day ahead inc death,01,Alabama,2020-06-19,point,,9.135383135383137
219,5049.0,2020-06-10,10 day ahead inc death,01,Alabama,2020-06-20,point,,9.105191105191103
220,5050.0,2020-06-10,11 day ahead inc death,01,Alabama,2020-06-21,point,,9.083102083102084
221,5051.0,2020-06-10,12 day ahead inc death,01,Alabama,2020-06-22,point,,9.065453065453065
222,5052.0,2020-06-10,13 day ahead inc death,01,Alabama,2020-06-23,point,,9.032116032116033
223,5053.0,2020-06-10,14 day ahead inc death,01,Alabama,2020-06-24,point,,9.032005032005033
224,5054.0,2020-06-10,15 day ahead inc death,01,Alabama,2020-06-25,point,,8.975949975949977
225,5055.0,2020-06-10,16 day ahead inc death,01,Alabama,2020-06-26,point,,8.989565989565989
226,5056.0,2020-06-10,17 day ahead inc death,01,Alabama,2020-06-27,point,,8.98161098161098
227,5057.0,2020-06-10,18 day ahead inc death,01,Alabama,2020-06-28,point,,8.955192955192953
228,5058.0,2020-06-10,19 day ahead inc death,01,Alabama,2020-06-29,point,,8.992599992599994
229,5059.0,2020-06-10,20 day ahead inc death,01,Alabama,2020-06-30,point,,8.982054982054983
230,5060.0,2020-06-10,21 day ahead inc death,01,Alabama,2020-07-01,point,,8.981721981721982
231,5061.0,2020-06-10,22 day ahead inc death,01,Alabama,2020-07-02,point,,8.984311984311985
232,5062.0,2020-06-10,23 day ahead inc death,01,Alabama,2020-07-03,point,,8.916527916527917
233,5063.0,2020-06-10,24 day ahead inc death,01,Alabama,2020-07-04,point,,8.843267843267844
234,5064.0,2020-06-10,25 day ahead inc death,01,Alabama,2020-07-05,point,,8.818810818810821
235,5065.0,2020-06-10,26 day ahead inc death,01,Alabama,2020-07-06,point,,8.7007437007437
236,5066.0,2020-06-10,27 day ahead inc death,01,Alabama,2020-07-07,point,,8.609279609279609
237,5067.0,2020-06-10,28 day ahead inc death,01,Alabama,2020-07-08,point,,8.472527472527473
238,5068.0,2020-06-10,29 day ahead inc death,01,Alabama,2020-07-09,point,,8.278536278536281
239,5069.0,2020-06-10,30 day ahead inc death,01,Alabama,2020-07-10,point,,8.122766122766121
240,5070.0,2020-06-10,31 day ahead inc death,01,Alabama,2020-07-11,point,,7.951603951603952
241,5071.0,2020-06-10,32 day ahead inc death,01,Alabama,2020-07-12,point,,7.8047138047138045
242,5072.0,2020-06-10,33 day ahead inc death,01,Alabama,2020-07-13,point,,7.624671624671625
243,5073.0,2020-06-10,34 day ahead inc death,01,Alabama,2020-07-14,point,,7.492914492914492
244,5074.0,2020-06-10,35 day ahead inc death,01,Alabama,2020-07-15,point,,7.353683353683354
245,5075.0,2020-06-10,36 day ahead inc death,01,Alabama,2020-07-16,point,,7.255004255004255
246,5076.0,2020-06-10,37 day ahead inc death,01,Alabama,2020-07-17,point,,7.21012321012321
247,5077.0,2020-06-10,38 day ahead inc death,01,Alabama,2020-07-18,point,,7.110889110889112
248,5078.0,2020-06-10,39 day ahead inc death,01,Alabama,2020-07-19,point,,7.109483109483111
249,5079.0,2020-06-10,40 day ahead inc death,01,Alabama,2020-07-20,point,,7.111999111999112
250,5080.0,2020-06-10,41 day ahead inc death,01,Alabama,2020-07-21,point,,7.086654086654088
251,5081.0,2020-06-10,42 day ahead inc death,01,Alabama,2020-07-22,point,,7.123765123765124
252,6048.0,2020-06-10,1 day ahead cum death,05,Arkansas,2020-06-11,point,,152.982683982684
253,6049.0,2020-06-10,2 day ahead cum death,05,Arkansas,2020-06-12,point,,154.77317920175062
254,6050.0,2020-06-10,3 day ahead cum death,05,Arkansas,2020-06-13,point,,156.57228485799914
255,6051.0,2020-06-10,4 day ahead cum death,05,Arkansas,2020-06-14,point,,158.39617525331812
256,6052.0,2020-06-10,5 day ahead cum death,05,Arkansas,2020-06-15,point,,160.26644783787643
257,6053.0,2020-06-10,6 day ahead cum death,05,Arkansas,2020-06-16,point,,162.16983016983016
258,6054.0,2020-06-10,7 day ahead cum death,05,Arkansas,2020-06-17,point,,164.0765425051139
259,6055.0,2020-06-10,8 day ahead cum death,05,Arkansas,2020-06-18,point,,166.0240711669283
260,6056.0,2020-06-10,9 day ahead cum death,05,Arkansas,2020-06-19,point,,168.00742115027833
261,6057.0,2020-06-10,10 day ahead cum death,05,Arkansas,2020-06-20,point,,170.03929403929402
262,6058.0,2020-06-10,11 day ahead cum death,05,Arkansas,2020-06-21,point,,172.0989010989011
263,6059.0,2020-06-10,12 day ahead cum death,05,Arkansas,2020-06-22,point,,174.21773464630607
264,6060.0,2020-06-10,13 day ahead cum death,05,Arkansas,2020-06-23,point,,176.35160078017222
265,6061.0,2020-06-10,14 day ahead cum death,05,Arkansas,2020-06-24,point,,178.55996384567814
266,6062.0,2020-06-10,15 day ahead cum death,05,Arkansas,2020-06-25,point,,180.82546025403167
267,6063.0,2020-06-10,16 day ahead cum death,05,Arkansas,2020-06-26,point,,183.12782455639598
268,6064.0,2020-06-10,17 day ahead cum death,05,Arkansas,2020-06-27,point,,185.48941534655827
269,6065.0,2020-06-10,18 day ahead cum death,05,Arkansas,2020-06-28,point,,187.91684505970215
270,6066.0,2020-06-10,19 day ahead cum death,05,Arkansas,2020-06-29,point,,190.40340611769184
271,6067.0,2020-06-10,20 day ahead cum death,05,Arkansas,2020-06-30,point,,192.9322106464964
272,6068.0,2020-06-10,21 day ahead cum death,05,Arkansas,2020-07-01,point,,195.53670139384425
273,6069.0,2020-06-10,22 day ahead cum death,05,Arkansas,2020-07-02,point,,198.2327672327673
274,6070.0,2020-06-10,23 day ahead cum death,05,Arkansas,2020-07-03,point,,201.0
275,6071.0,2020-06-10,24 day ahead cum death,05,Arkansas,2020-07-04,point,,203.84734313305745
276,6072.0,2020-06-10,25 day ahead cum death,05,Arkansas,2020-07-05,point,,206.77945863660148
277,6073.0,2020-06-10,26 day ahead cum death,05,Arkansas,2020-07-06,point,,209.8269349697921
278,6074.0,2020-06-10,27 day ahead cum death,05,Arkansas,2020-07-07,point,,212.9583749583749
279,6075.0,2020-06-10,28 day ahead cum death,05,Arkansas,2020-07-08,point,,216.18286475429332
280,6076.0,2020-06-10,29 day ahead cum death,05,Arkansas,2020-07-09,point,,219.5161980876266
281,6077.0,2020-06-10,30 day ahead cum death,05,Arkansas,2020-07-10,point,,222.95009752152612
282,6078.0,2020-06-10,31 day ahead cum death,05,Arkansas,2020-07-11,point,,226.5199086627658
283,6079.0,2020-06-10,32 day ahead cum death,05,Arkansas,2020-07-12,point,,230.24256695685267
284,6080.0,2020-06-10,33 day ahead cum death,05,Arkansas,2020-07-13,point,,234.0840112268684
285,6081.0,2020-06-10,34 day ahead cum death,05,Arkansas,2020-07-14,point,,238.06412634984062
286,6082.0,2020-06-10,35 day ahead cum death,05,Arkansas,2020-07-15,point,,242.21526092954662
287,6083.0,2020-06-10,36 day ahead cum death,05,Arkansas,2020-07-16,point,,246.51914751914745
288,6084.0,2020-06-10,37 day ahead cum death,05,Arkansas,2020-07-17,point,,251.0218828790257
