location,target,target_end_date,forecast_date,type,quantile,value
51,4 wk ahead cum death,2020-07-18,2020-06-21,point,,1891
53,4 wk ahead cum death,2020-07-18,2020-06-21,point,,1482
54,4 wk ahead cum death,2020-07-18,2020-06-21,point,,101
55,4 wk ahead cum death,2020-07-18,2020-06-21,point,,912
56,4 wk ahead cum death,2020-07-18,2020-06-21,point,,25
US,4 wk ahead cum death,2020-07-18,2020-06-21,point,,171192
01,1 wk ahead cum death,2020-06-20,2020-06-15,point,,1059
02,1 wk ahead cum death,2020-06-20,2020-06-15,point,,17
04,1 wk ahead cum death,2020-06-20,2020-06-15,point,,1788
05,1 wk ahead cum death,2020-06-20,2020-06-15,point,,314
06,1 wk ahead cum death,2020-06-20,2020-06-15,point,,6599
08,1 wk ahead cum death,2020-06-20,2020-06-15,point,,1850
09,1 wk ahead cum death,2020-06-20,2020-06-15,point,,4567
10,1 wk ahead cum death,2020-06-20,2020-06-15,point,,515
11,1 wk ahead cum death,2020-06-20,2020-06-15,point,,600
12,1 wk ahead cum death,2020-06-20,2020-06-15,point,,3857
13,1 wk ahead cum death,2020-06-20,2020-06-15,point,,3039
15,1 wk ahead cum death,2020-06-20,2020-06-15,point,,22
16,1 wk ahead cum death,2020-06-20,2020-06-15,point,,114
17,1 wk ahead cum death,2020-06-20,2020-06-15,point,,8020
18,1 wk ahead cum death,2020-06-20,2020-06-15,point,,2980
19,1 wk ahead cum death,2020-06-20,2020-06-15,point,,861
20,1 wk ahead cum death,2020-06-20,2020-06-15,point,,335
21,1 wk ahead cum death,2020-06-20,2020-06-15,point,,632
22,1 wk ahead cum death,2020-06-20,2020-06-15,point,,3400
23,1 wk ahead cum death,2020-06-20,2020-06-15,point,,126
24,1 wk ahead cum death,2020-06-20,2020-06-15,point,,3610
25,1 wk ahead cum death,2020-06-20,2020-06-15,point,,8701
26,1 wk ahead cum death,2020-06-20,2020-06-15,point,,6565
27,1 wk ahead cum death,2020-06-20,2020-06-15,point,,1651
28,1 wk ahead cum death,2020-06-20,2020-06-15,point,,1202
29,1 wk ahead cum death,2020-06-20,2020-06-15,point,,1031
30,1 wk ahead cum death,2020-06-20,2020-06-15,point,,23
31,1 wk ahead cum death,2020-06-20,2020-06-15,point,,347
32,1 wk ahead cum death,2020-06-20,2020-06-15,point,,577
33,1 wk ahead cum death,2020-06-20,2020-06-15,point,,383
34,1 wk ahead cum death,2020-06-20,2020-06-15,point,,14280
35,1 wk ahead cum death,2020-06-20,2020-06-15,point,,536
36,1 wk ahead cum death,2020-06-20,2020-06-15,point,,33662
37,1 wk ahead cum death,2020-06-20,2020-06-15,point,,1615
38,1 wk ahead cum death,2020-06-20,2020-06-15,point,,102
39,1 wk ahead cum death,2020-06-20,2020-06-15,point,,3011
40,1 wk ahead cum death,2020-06-20,2020-06-15,point,,435
41,1 wk ahead cum death,2020-06-20,2020-06-15,point,,219
42,1 wk ahead cum death,2020-06-20,2020-06-15,point,,7186
44,1 wk ahead cum death,2020-06-20,2020-06-15,point,,962
45,1 wk ahead cum death,2020-06-20,2020-06-15,point,,811
46,1 wk ahead cum death,2020-06-20,2020-06-15,point,,122
47,1 wk ahead cum death,2020-06-20,2020-06-15,point,,740
48,1 wk ahead cum death,2020-06-20,2020-06-15,point,,2756
49,1 wk ahead cum death,2020-06-20,2020-06-15,point,,257
50,1 wk ahead cum death,2020-06-20,2020-06-15,point,,63
51,1 wk ahead cum death,2020-06-20,2020-06-15,point,,1989
53,1 wk ahead cum death,2020-06-20,2020-06-15,point,,1423
54,1 wk ahead cum death,2020-06-20,2020-06-15,point,,108
55,1 wk ahead cum death,2020-06-20,2020-06-15,point,,890
56,1 wk ahead cum death,2020-06-20,2020-06-15,point,,26
US,1 wk ahead cum death,2020-06-20,2020-06-15,point,,131430
01,2 wk ahead cum death,2020-06-27,2020-06-15,point,,1344
02,2 wk ahead cum death,2020-06-27,2020-06-15,point,,22
04,2 wk ahead cum death,2020-06-27,2020-06-15,point,,2426
05,2 wk ahead cum death,2020-06-27,2020-06-15,point,,459
06,2 wk ahead cum death,2020-06-27,2020-06-15,point,,8027
08,2 wk ahead cum death,2020-06-27,2020-06-15,point,,2044
09,2 wk ahead cum death,2020-06-27,2020-06-15,point,,4902
10,2 wk ahead cum death,2020-06-27,2020-06-15,point,,595
11,2 wk ahead cum death,2020-06-27,2020-06-15,point,,678
12,2 wk ahead cum death,2020-06-27,2020-06-15,point,,4737
13,2 wk ahead cum death,2020-06-27,2020-06-15,point,,3602
15,2 wk ahead cum death,2020-06-27,2020-06-15,point,,27
16,2 wk ahead cum death,2020-06-27,2020-06-15,point,,136
17,2 wk ahead cum death,2020-06-27,2020-06-15,point,,9323
18,2 wk ahead cum death,2020-06-27,2020-06-15,point,,3427
19,2 wk ahead cum death,2020-06-27,2020-06-15,point,,1033
20,2 wk ahead cum death,2020-06-27,2020-06-15,point,,405
21,2 wk ahead cum death,2020-06-27,2020-06-15,point,,756
22,2 wk ahead cum death,2020-06-27,2020-06-15,point,,3707
23,2 wk ahead cum death,2020-06-27,2020-06-15,point,,148
24,2 wk ahead cum death,2020-06-27,2020-06-15,point,,4143
25,2 wk ahead cum death,2020-06-27,2020-06-15,point,,9678
26,2 wk ahead cum death,2020-06-27,2020-06-15,point,,6976
27,2 wk ahead cum death,2020-06-27,2020-06-15,point,,1944
28,2 wk ahead cum death,2020-06-27,2020-06-15,point,,1452
29,2 wk ahead cum death,2020-06-27,2020-06-15,point,,1160
30,2 wk ahead cum death,2020-06-27,2020-06-15,point,,27
31,2 wk ahead cum death,2020-06-27,2020-06-15,point,,446
32,2 wk ahead cum death,2020-06-27,2020-06-15,point,,690
33,2 wk ahead cum death,2020-06-27,2020-06-15,point,,431
34,2 wk ahead cum death,2020-06-27,2020-06-15,point,,15742
35,2 wk ahead cum death,2020-06-27,2020-06-15,point,,631
36,2 wk ahead cum death,2020-06-27,2020-06-15,point,,35773
37,2 wk ahead cum death,2020-06-27,2020-06-15,point,,2071
38,2 wk ahead cum death,2020-06-27,2020-06-15,point,,125
39,2 wk ahead cum death,2020-06-27,2020-06-15,point,,3382
40,2 wk ahead cum death,2020-06-27,2020-06-15,point,,511
41,2 wk ahead cum death,2020-06-27,2020-06-15,point,,261
42,2 wk ahead cum death,2020-06-27,2020-06-15,point,,7927
44,2 wk ahead cum death,2020-06-27,2020-06-15,point,,1063
45,2 wk ahead cum death,2020-06-27,2020-06-15,point,,1044
46,2 wk ahead cum death,2020-06-27,2020-06-15,point,,158
47,2 wk ahead cum death,2020-06-27,2020-06-15,point,,969
48,2 wk ahead cum death,2020-06-27,2020-06-15,point,,3478
49,2 wk ahead cum death,2020-06-27,2020-06-15,point,,345
50,2 wk ahead cum death,2020-06-27,2020-06-15,point,,71
51,2 wk ahead cum death,2020-06-27,2020-06-15,point,,2335
53,2 wk ahead cum death,2020-06-27,2020-06-15,point,,1587
54,2 wk ahead cum death,2020-06-27,2020-06-15,point,,125
55,2 wk ahead cum death,2020-06-27,2020-06-15,point,,1055
56,2 wk ahead cum death,2020-06-27,2020-06-15,point,,33
US,2 wk ahead cum death,2020-06-27,2020-06-15,point,,145030
01,3 wk ahead cum death,2020-07-04,2020-06-15,point,,1575
02,3 wk ahead cum death,2020-07-04,2020-06-15,point,,26
04,3 wk ahead cum death,2020-07-04,2020-06-15,point,,3000
05,3 wk ahead cum death,2020-07-04,2020-06-15,point,,587
06,3 wk ahead cum death,2020-07-04,2020-06-15,point,,9132
08,3 wk ahead cum death,2020-07-04,2020-06-15,point,,2168
09,3 wk ahead cum death,2020-07-04,2020-06-15,point,,5158
10,3 wk ahead cum death,2020-07-04,2020-06-15,point,,652
11,3 wk ahead cum death,2020-07-04,2020-06-15,point,,738
12,3 wk ahead cum death,2020-07-04,2020-06-15,point,,5458
13,3 wk ahead cum death,2020-07-04,2020-06-15,point,,4051
15,3 wk ahead cum death,2020-07-04,2020-06-15,point,,30
16,3 wk ahead cum death,2020-07-04,2020-06-15,point,,150
17,3 wk ahead cum death,2020-07-04,2020-06-15,point,,10140
18,3 wk ahead cum death,2020-07-04,2020-06-15,point,,3728
19,3 wk ahead cum death,2020-07-04,2020-06-15,point,,1151
20,3 wk ahead cum death,2020-07-04,2020-06-15,point,,449
21,3 wk ahead cum death,2020-07-04,2020-06-15,point,,852
22,3 wk ahead cum death,2020-07-04,2020-06-15,point,,3909
23,3 wk ahead cum death,2020-07-04,2020-06-15,point,,163
24,3 wk ahead cum death,2020-07-04,2020-06-15,point,,4491
25,3 wk ahead cum death,2020-07-04,2020-06-15,point,,10418
26,3 wk ahead cum death,2020-07-04,2020-06-15,point,,7229
27,3 wk ahead cum death,2020-07-04,2020-06-15,point,,2165
28,3 wk ahead cum death,2020-07-04,2020-06-15,point,,1615
29,3 wk ahead cum death,2020-07-04,2020-06-15,point,,1254
30,3 wk ahead cum death,2020-07-04,2020-06-15,point,,30
31,3 wk ahead cum death,2020-07-04,2020-06-15,point,,506
32,3 wk ahead cum death,2020-07-04,2020-06-15,point,,784
33,3 wk ahead cum death,2020-07-04,2020-06-15,point,,461
34,3 wk ahead cum death,2020-07-04,2020-06-15,point,,16847
35,3 wk ahead cum death,2020-07-04,2020-06-15,point,,707
36,3 wk ahead cum death,2020-07-04,2020-06-15,point,,37067
37,3 wk ahead cum death,2020-07-04,2020-06-15,point,,2426
38,3 wk ahead cum death,2020-07-04,2020-06-15,point,,140
39,3 wk ahead cum death,2020-07-04,2020-06-15,point,,3639
40,3 wk ahead cum death,2020-07-04,2020-06-15,point,,577
41,3 wk ahead cum death,2020-07-04,2020-06-15,point,,291
42,3 wk ahead cum death,2020-07-04,2020-06-15,point,,8390
44,3 wk ahead cum death,2020-07-04,2020-06-15,point,,1129
45,3 wk ahead cum death,2020-07-04,2020-06-15,point,,1251
46,3 wk ahead cum death,2020-07-04,2020-06-15,point,,180
47,3 wk ahead cum death,2020-07-04,2020-06-15,point,,1134
48,3 wk ahead cum death,2020-07-04,2020-06-15,point,,4062
49,3 wk ahead cum death,2020-07-04,2020-06-15,point,,398
50,3 wk ahead cum death,2020-07-04,2020-06-15,point,,75
51,3 wk ahead cum death,2020-07-04,2020-06-15,point,,2558
53,3 wk ahead cum death,2020-07-04,2020-06-15,point,,1693
54,3 wk ahead cum death,2020-07-04,2020-06-15,point,,139
55,3 wk ahead cum death,2020-07-04,2020-06-15,point,,1172
56,3 wk ahead cum death,2020-07-04,2020-06-15,point,,37
US,3 wk ahead cum death,2020-07-04,2020-06-15,point,,154723
01,4 wk ahead cum death,2020-07-11,2020-06-15,point,,1759
02,4 wk ahead cum death,2020-07-11,2020-06-15,point,,28
04,4 wk ahead cum death,2020-07-11,2020-06-15,point,,3480
05,4 wk ahead cum death,2020-07-11,2020-06-15,point,,694
06,4 wk ahead cum death,2020-07-11,2020-06-15,point,,9959
08,4 wk ahead cum death,2020-07-11,2020-06-15,point,,2248
09,4 wk ahead cum death,2020-07-11,2020-06-15,point,,5352
10,4 wk ahead cum death,2020-07-11,2020-06-15,point,,693
11,4 wk ahead cum death,2020-07-11,2020-06-15,point,,783
12,4 wk ahead cum death,2020-07-11,2020-06-15,point,,6041
13,4 wk ahead cum death,2020-07-11,2020-06-15,point,,4401
15,4 wk ahead cum death,2020-07-11,2020-06-15,point,,32
16,4 wk ahead cum death,2020-07-11,2020-06-15,point,,158
17,4 wk ahead cum death,2020-07-11,2020-06-15,point,,10650
18,4 wk ahead cum death,2020-07-11,2020-06-15,point,,3932
19,4 wk ahead cum death,2020-07-11,2020-06-15,point,,1231
20,4 wk ahead cum death,2020-07-11,2020-06-15,point,,477
21,4 wk ahead cum death,2020-07-11,2020-06-15,point,,927
22,4 wk ahead cum death,2020-07-11,2020-06-15,point,,4039
23,4 wk ahead cum death,2020-07-11,2020-06-15,point,,174
24,4 wk ahead cum death,2020-07-11,2020-06-15,point,,4718
25,4 wk ahead cum death,2020-07-11,2020-06-15,point,,10976
26,4 wk ahead cum death,2020-07-11,2020-06-15,point,,7384
27,4 wk ahead cum death,2020-07-11,2020-06-15,point,,2329
28,4 wk ahead cum death,2020-07-11,2020-06-15,point,,1719
29,4 wk ahead cum death,2020-07-11,2020-06-15,point,,1322
30,4 wk ahead cum death,2020-07-11,2020-06-15,point,,31
31,4 wk ahead cum death,2020-07-11,2020-06-15,point,,542
32,4 wk ahead cum death,2020-07-11,2020-06-15,point,,860
33,4 wk ahead cum death,2020-07-11,2020-06-15,point,,480
34,4 wk ahead cum death,2020-07-11,2020-06-15,point,,17678
35,4 wk ahead cum death,2020-07-11,2020-06-15,point,,765
36,4 wk ahead cum death,2020-07-11,2020-06-15,point,,37858
37,4 wk ahead cum death,2020-07-11,2020-06-15,point,,2686
38,4 wk ahead cum death,2020-07-11,2020-06-15,point,,152
39,4 wk ahead cum death,2020-07-11,2020-06-15,point,,3815
40,4 wk ahead cum death,2020-07-11,2020-06-15,point,,636
41,4 wk ahead cum death,2020-07-11,2020-06-15,point,,313
42,4 wk ahead cum death,2020-07-11,2020-06-15,point,,8678
44,4 wk ahead cum death,2020-07-11,2020-06-15,point,,1172
45,4 wk ahead cum death,2020-07-11,2020-06-15,point,,1425
46,4 wk ahead cum death,2020-07-11,2020-06-15,point,,193
47,4 wk ahead cum death,2020-07-11,2020-06-15,point,,1251
48,4 wk ahead cum death,2020-07-11,2020-06-15,point,,4535
49,4 wk ahead cum death,2020-07-11,2020-06-15,point,,431
50,4 wk ahead cum death,2020-07-11,2020-06-15,point,,78
51,4 wk ahead cum death,2020-07-11,2020-06-15,point,,2698
53,4 wk ahead cum death,2020-07-11,2020-06-15,point,,1761
54,4 wk ahead cum death,2020-07-11,2020-06-15,point,,152
55,4 wk ahead cum death,2020-07-11,2020-06-15,point,,1256
56,4 wk ahead cum death,2020-07-11,2020-06-15,point,,40
US,4 wk ahead cum death,2020-07-11,2020-06-15,point,,161456
01,1 wk ahead cum death,2020-06-13,2020-06-07,point,,906
02,1 wk ahead cum death,2020-06-13,2020-06-07,point,,14
04,1 wk ahead cum death,2020-06-13,2020-06-07,point,,1382
05,1 wk ahead cum death,2020-06-13,2020-06-07,point,,247
06,1 wk ahead cum death,2020-06-13,2020-06-07,point,,5915
08,1 wk ahead cum death,2020-06-13,2020-06-07,point,,1828
09,1 wk ahead cum death,2020-06-13,2020-06-07,point,,4530
10,1 wk ahead cum death,2020-06-13,2020-06-07,point,,492
11,1 wk ahead cum death,2020-06-13,2020-06-07,point,,571
12,1 wk ahead cum death,2020-06-13,2020-06-07,point,,3622
13,1 wk ahead cum death,2020-06-13,2020-06-07,point,,2802
15,1 wk ahead cum death,2020-06-13,2020-06-07,point,,22
16,1 wk ahead cum death,2020-06-13,2020-06-07,point,,107
17,1 wk ahead cum death,2020-06-13,2020-06-07,point,,7317
18,1 wk ahead cum death,2020-06-13,2020-06-07,point,,2703
19,1 wk ahead cum death,2020-06-13,2020-06-07,point,,955
20,1 wk ahead cum death,2020-06-13,2020-06-07,point,,316
21,1 wk ahead cum death,2020-06-13,2020-06-07,point,,569
22,1 wk ahead cum death,2020-06-13,2020-06-07,point,,3312
23,1 wk ahead cum death,2020-06-13,2020-06-07,point,,122
24,1 wk ahead cum death,2020-06-13,2020-06-07,point,,3377
25,1 wk ahead cum death,2020-06-13,2020-06-07,point,,8186
26,1 wk ahead cum death,2020-06-13,2020-06-07,point,,6639
27,1 wk ahead cum death,2020-06-13,2020-06-07,point,,1548
28,1 wk ahead cum death,2020-06-13,2020-06-07,point,,1070
29,1 wk ahead cum death,2020-06-13,2020-06-07,point,,997
30,1 wk ahead cum death,2020-06-13,2020-06-07,point,,22
31,1 wk ahead cum death,2020-06-13,2020-06-07,point,,312
32,1 wk ahead cum death,2020-06-13,2020-06-07,point,,527
33,1 wk ahead cum death,2020-06-13,2020-06-07,point,,342
34,1 wk ahead cum death,2020-06-13,2020-06-07,point,,13609
35,1 wk ahead cum death,2020-06-13,2020-06-07,point,,476
36,1 wk ahead cum death,2020-06-13,2020-06-07,point,,33104
37,1 wk ahead cum death,2020-06-13,2020-06-07,point,,1608
38,1 wk ahead cum death,2020-06-13,2020-06-07,point,,99
39,1 wk ahead cum death,2020-06-13,2020-06-07,point,,2822
40,1 wk ahead cum death,2020-06-13,2020-06-07,point,,437
41,1 wk ahead cum death,2020-06-13,2020-06-07,point,,199
42,1 wk ahead cum death,2020-06-13,2020-06-07,point,,6903
44,1 wk ahead cum death,2020-06-13,2020-06-07,point,,1009
45,1 wk ahead cum death,2020-06-13,2020-06-07,point,,671
46,1 wk ahead cum death,2020-06-13,2020-06-07,point,,108
47,1 wk ahead cum death,2020-06-13,2020-06-07,point,,630
48,1 wk ahead cum death,2020-06-13,2020-06-07,point,,2547
49,1 wk ahead cum death,2020-06-13,2020-06-07,point,,222
50,1 wk ahead cum death,2020-06-13,2020-06-07,point,,63
51,1 wk ahead cum death,2020-06-13,2020-06-07,point,,2104
53,1 wk ahead cum death,2020-06-13,2020-06-07,point,,1361
54,1 wk ahead cum death,2020-06-13,2020-06-07,point,,108
55,1 wk ahead cum death,2020-06-13,2020-06-07,point,,884
56,1 wk ahead cum death,2020-06-13,2020-06-07,point,,27
US,1 wk ahead cum death,2020-06-13,2020-06-07,point,,133755
01,2 wk ahead cum death,2020-06-20,2020-06-07,point,,1081
02,2 wk ahead cum death,2020-06-20,2020-06-07,point,,17
04,2 wk ahead cum death,2020-06-20,2020-06-07,point,,1667
05,2 wk ahead cum death,2020-06-20,2020-06-07,point,,343
06,2 wk ahead cum death,2020-06-20,2020-06-07,point,,7262
08,2 wk ahead cum death,2020-06-20,2020-06-07,point,,2050
09,2 wk ahead cum death,2020-06-20,2020-06-07,point,,4871
10,2 wk ahead cum death,2020-06-20,2020-06-07,point,,577
11,2 wk ahead cum death,2020-06-20,2020-06-07,point,,638
12,2 wk ahead cum death,2020-06-20,2020-06-07,point,,4691
13,2 wk ahead cum death,2020-06-20,2020-06-07,point,,3260
15,2 wk ahead cum death,2020-06-20,2020-06-07,point,,26
16,2 wk ahead cum death,2020-06-20,2020-06-07,point,,126
17,2 wk ahead cum death,2020-06-20,2020-06-07,point,,8504
18,2 wk ahead cum death,2020-06-20,2020-06-07,point,,3129
19,2 wk ahead cum death,2020-06-20,2020-06-07,point,,1211
20,2 wk ahead cum death,2020-06-20,2020-06-07,point,,378
21,2 wk ahead cum death,2020-06-20,2020-06-07,point,,645
22,2 wk ahead cum death,2020-06-20,2020-06-07,point,,3652
23,2 wk ahead cum death,2020-06-20,2020-06-07,point,,140
24,2 wk ahead cum death,2020-06-20,2020-06-07,point,,3911
25,2 wk ahead cum death,2020-06-20,2020-06-07,point,,8853
26,2 wk ahead cum death,2020-06-20,2020-06-07,point,,7191
27,2 wk ahead cum death,2020-06-20,2020-06-07,point,,1876
28,2 wk ahead cum death,2020-06-20,2020-06-07,point,,1257
29,2 wk ahead cum death,2020-06-20,2020-06-07,point,,1132
30,2 wk ahead cum death,2020-06-20,2020-06-07,point,,26
31,2 wk ahead cum death,2020-06-20,2020-06-07,point,,405
32,2 wk ahead cum death,2020-06-20,2020-06-07,point,,602
33,2 wk ahead cum death,2020-06-20,2020-06-07,point,,394
34,2 wk ahead cum death,2020-06-20,2020-06-07,point,,14948
35,2 wk ahead cum death,2020-06-20,2020-06-07,point,,539
36,2 wk ahead cum death,2020-06-20,2020-06-07,point,,35123
37,2 wk ahead cum death,2020-06-20,2020-06-07,point,,2030
38,2 wk ahead cum death,2020-06-20,2020-06-07,point,,128
39,2 wk ahead cum death,2020-06-20,2020-06-07,point,,3166
40,2 wk ahead cum death,2020-06-20,2020-06-07,point,,503
41,2 wk ahead cum death,2020-06-20,2020-06-07,point,,226
42,2 wk ahead cum death,2020-06-20,2020-06-07,point,,7791
44,2 wk ahead cum death,2020-06-20,2020-06-07,point,,1183
45,2 wk ahead cum death,2020-06-20,2020-06-07,point,,791
46,2 wk ahead cum death,2020-06-20,2020-06-07,point,,140
47,2 wk ahead cum death,2020-06-20,2020-06-07,point,,788
48,2 wk ahead cum death,2020-06-20,2020-06-07,point,,3216
49,2 wk ahead cum death,2020-06-20,2020-06-07,point,,297
50,2 wk ahead cum death,2020-06-20,2020-06-07,point,,69
51,2 wk ahead cum death,2020-06-20,2020-06-07,point,,2577
53,2 wk ahead cum death,2020-06-20,2020-06-07,point,,1521
54,2 wk ahead cum death,2020-06-20,2020-06-07,point,,141
55,2 wk ahead cum death,2020-06-20,2020-06-07,point,,1062
56,2 wk ahead cum death,2020-06-20,2020-06-07,point,,34
US,2 wk ahead cum death,2020-06-20,2020-06-07,point,,153500
01,3 wk ahead cum death,2020-06-27,2020-06-07,point,,1199
02,3 wk ahead cum death,2020-06-27,2020-06-07,point,,19
04,3 wk ahead cum death,2020-06-27,2020-06-07,point,,1870
05,3 wk ahead cum death,2020-06-27,2020-06-07,point,,419
06,3 wk ahead cum death,2020-06-27,2020-06-07,point,,8452
08,3 wk ahead cum death,2020-06-27,2020-06-07,point,,2185
09,3 wk ahead cum death,2020-06-27,2020-06-07,point,,5079
10,3 wk ahead cum death,2020-06-27,2020-06-07,point,,640
11,3 wk ahead cum death,2020-06-27,2020-06-07,point,,682
12,3 wk ahead cum death,2020-06-27,2020-06-07,point,,5639
13,3 wk ahead cum death,2020-06-27,2020-06-07,point,,3538
15,3 wk ahead cum death,2020-06-27,2020-06-07,point,,28
16,3 wk ahead cum death,2020-06-27,2020-06-07,point,,137
17,3 wk ahead cum death,2020-06-27,2020-06-07,point,,9303
18,3 wk ahead cum death,2020-06-27,2020-06-07,point,,3487
19,3 wk ahead cum death,2020-06-27,2020-06-07,point,,1365
20,3 wk ahead cum death,2020-06-27,2020-06-07,point,,416
21,3 wk ahead cum death,2020-06-27,2020-06-07,point,,693
22,3 wk ahead cum death,2020-06-27,2020-06-07,point,,3885
23,3 wk ahead cum death,2020-06-27,2020-06-07,point,,151
24,3 wk ahead cum death,2020-06-27,2020-06-07,point,,4285
25,3 wk ahead cum death,2020-06-27,2020-06-07,point,,9266
26,3 wk ahead cum death,2020-06-27,2020-06-07,point,,7529
27,3 wk ahead cum death,2020-06-27,2020-06-07,point,,2129
28,3 wk ahead cum death,2020-06-27,2020-06-07,point,,1371
29,3 wk ahead cum death,2020-06-27,2020-06-07,point,,1214
30,3 wk ahead cum death,2020-06-27,2020-06-07,point,,28
31,3 wk ahead cum death,2020-06-27,2020-06-07,point,,462
32,3 wk ahead cum death,2020-06-27,2020-06-07,point,,656
33,3 wk ahead cum death,2020-06-27,2020-06-07,point,,431
34,3 wk ahead cum death,2020-06-27,2020-06-07,point,,15985
35,3 wk ahead cum death,2020-06-27,2020-06-07,point,,579
36,3 wk ahead cum death,2020-06-27,2020-06-07,point,,36354
37,3 wk ahead cum death,2020-06-27,2020-06-07,point,,2284
38,3 wk ahead cum death,2020-06-27,2020-06-07,point,,149
39,3 wk ahead cum death,2020-06-27,2020-06-07,point,,3379
40,3 wk ahead cum death,2020-06-27,2020-06-07,point,,542
41,3 wk ahead cum death,2020-06-27,2020-06-07,point,,242
42,3 wk ahead cum death,2020-06-27,2020-06-07,point,,8453
44,3 wk ahead cum death,2020-06-27,2020-06-07,point,,1287
45,3 wk ahead cum death,2020-06-27,2020-06-07,point,,885
46,3 wk ahead cum death,2020-06-27,2020-06-07,point,,159
47,3 wk ahead cum death,2020-06-27,2020-06-07,point,,885
48,3 wk ahead cum death,2020-06-27,2020-06-07,point,,3715
49,3 wk ahead cum death,2020-06-27,2020-06-07,point,,343
50,3 wk ahead cum death,2020-06-27,2020-06-07,point,,73
51,3 wk ahead cum death,2020-06-27,2020-06-07,point,,2862
53,3 wk ahead cum death,2020-06-27,2020-06-07,point,,1625
54,3 wk ahead cum death,2020-06-27,2020-06-07,point,,173
55,3 wk ahead cum death,2020-06-27,2020-06-07,point,,1170
56,3 wk ahead cum death,2020-06-27,2020-06-07,point,,39
US,3 wk ahead cum death,2020-06-27,2020-06-07,point,,166921
01,4 wk ahead cum death,2020-07-04,2020-06-07,point,,1279
02,4 wk ahead cum death,2020-07-04,2020-06-07,point,,21
04,4 wk ahead cum death,2020-07-04,2020-06-07,point,,2012
05,4 wk ahead cum death,2020-07-04,2020-06-07,point,,472
06,4 wk ahead cum death,2020-07-04,2020-06-07,point,,9481
08,4 wk ahead cum death,2020-07-04,2020-06-07,point,,2267
09,4 wk ahead cum death,2020-07-04,2020-06-07,point,,5206
10,4 wk ahead cum death,2020-07-04,2020-06-07,point,,688
11,4 wk ahead cum death,2020-07-04,2020-06-07,point,,711
12,4 wk ahead cum death,2020-07-04,2020-06-07,point,,6416
13,4 wk ahead cum death,2020-07-04,2020-06-07,point,,3706
15,4 wk ahead cum death,2020-07-04,2020-06-07,point,,29
16,4 wk ahead cum death,2020-07-04,2020-06-07,point,,144
17,4 wk ahead cum death,2020-07-04,2020-06-07,point,,9827
18,4 wk ahead cum death,2020-07-04,2020-06-07,point,,3781
19,4 wk ahead cum death,2020-07-04,2020-06-07,point,,1457
20,4 wk ahead cum death,2020-07-04,2020-06-07,point,,439
21,4 wk ahead cum death,2020-07-04,2020-06-07,point,,722
22,4 wk ahead cum death,2020-07-04,2020-06-07,point,,4040
23,4 wk ahead cum death,2020-07-04,2020-06-07,point,,157
24,4 wk ahead cum death,2020-07-04,2020-06-07,point,,4546
25,4 wk ahead cum death,2020-07-04,2020-06-07,point,,9520
26,4 wk ahead cum death,2020-07-04,2020-06-07,point,,7737
27,4 wk ahead cum death,2020-07-04,2020-06-07,point,,2322
28,4 wk ahead cum death,2020-07-04,2020-06-07,point,,1439
29,4 wk ahead cum death,2020-07-04,2020-06-07,point,,1265
30,4 wk ahead cum death,2020-07-04,2020-06-07,point,,30
31,4 wk ahead cum death,2020-07-04,2020-06-07,point,,497
32,4 wk ahead cum death,2020-07-04,2020-06-07,point,,696
33,4 wk ahead cum death,2020-07-04,2020-06-07,point,,457
34,4 wk ahead cum death,2020-07-04,2020-06-07,point,,16779
35,4 wk ahead cum death,2020-07-04,2020-06-07,point,,603
36,4 wk ahead cum death,2020-07-04,2020-06-07,point,,37104
37,4 wk ahead cum death,2020-07-04,2020-06-07,point,,2437
38,4 wk ahead cum death,2020-07-04,2020-06-07,point,,163
39,4 wk ahead cum death,2020-07-04,2020-06-07,point,,3510
40,4 wk ahead cum death,2020-07-04,2020-06-07,point,,566
41,4 wk ahead cum death,2020-07-04,2020-06-07,point,,252
42,4 wk ahead cum death,2020-07-04,2020-06-07,point,,8925
44,4 wk ahead cum death,2020-07-04,2020-06-07,point,,1350
45,4 wk ahead cum death,2020-07-04,2020-06-07,point,,958
46,4 wk ahead cum death,2020-07-04,2020-06-07,point,,171
47,4 wk ahead cum death,2020-07-04,2020-06-07,point,,944
48,4 wk ahead cum death,2020-07-04,2020-06-07,point,,4062
49,4 wk ahead cum death,2020-07-04,2020-06-07,point,,370
50,4 wk ahead cum death,2020-07-04,2020-06-07,point,,75
51,4 wk ahead cum death,2020-07-04,2020-06-07,point,,3035
53,4 wk ahead cum death,2020-07-04,2020-06-07,point,,1691
54,4 wk ahead cum death,2020-07-04,2020-06-07,point,,199
55,4 wk ahead cum death,2020-07-04,2020-06-07,point,,1236
56,4 wk ahead cum death,2020-07-04,2020-06-07,point,,42
US,4 wk ahead cum death,2020-07-04,2020-06-07,point,,175773
01,1 wk ahead cum death,2020-06-06,2020-05-31,point,,813
02,1 wk ahead cum death,2020-06-06,2020-05-31,point,,15
04,1 wk ahead cum death,2020-06-06,2020-05-31,point,,1168
05,1 wk ahead cum death,2020-06-06,2020-05-31,point,,201
06,1 wk ahead cum death,2020-06-06,2020-05-31,point,,5289
08,1 wk ahead cum death,2020-06-06,2020-05-31,point,,1858
09,1 wk ahead cum death,2020-06-06,2020-05-31,point,,4474
