location,target,target_end_date,forecast_date,type,quantile,value
29,1 wk ahead cum death,2020-05-23,2020-05-18,point,,757
30,1 wk ahead cum death,2020-05-23,2020-05-18,point,,19
31,1 wk ahead cum death,2020-05-23,2020-05-18,point,,209
32,1 wk ahead cum death,2020-05-23,2020-05-18,point,,409
33,1 wk ahead cum death,2020-05-23,2020-05-18,point,,218
34,1 wk ahead cum death,2020-05-23,2020-05-18,point,,12043
35,1 wk ahead cum death,2020-05-23,2020-05-18,point,,324
36,1 wk ahead cum death,2020-05-23,2020-05-18,point,,30957
37,1 wk ahead cum death,2020-05-23,2020-05-18,point,,907
38,1 wk ahead cum death,2020-05-23,2020-05-18,point,,59
39,1 wk ahead cum death,2020-05-23,2020-05-18,point,,1881
40,1 wk ahead cum death,2020-05-23,2020-05-18,point,,334
41,1 wk ahead cum death,2020-05-23,2020-05-18,point,,170
42,1 wk ahead cum death,2020-05-23,2020-05-18,point,,5287
44,1 wk ahead cum death,2020-05-23,2020-05-18,point,,621
45,1 wk ahead cum death,2020-05-23,2020-05-18,point,,461
46,1 wk ahead cum death,2020-05-23,2020-05-18,point,,76
47,1 wk ahead cum death,2020-05-23,2020-05-18,point,,438
48,1 wk ahead cum death,2020-05-23,2020-05-18,point,,1768
49,1 wk ahead cum death,2020-05-23,2020-05-18,point,,138
50,1 wk ahead cum death,2020-05-23,2020-05-18,point,,61
51,1 wk ahead cum death,2020-05-23,2020-05-18,point,,1302
53,1 wk ahead cum death,2020-05-23,2020-05-18,point,,1148
54,1 wk ahead cum death,2020-05-23,2020-05-18,point,,79
55,1 wk ahead cum death,2020-05-23,2020-05-18,point,,563
56,1 wk ahead cum death,2020-05-23,2020-05-18,point,,14
1,2 wk ahead cum death,2020-05-30,2020-05-18,point,,803
2,2 wk ahead cum death,2020-05-30,2020-05-18,point,,15
4,2 wk ahead cum death,2020-05-30,2020-05-18,point,,1006
5,2 wk ahead cum death,2020-05-30,2020-05-18,point,,170
6,2 wk ahead cum death,2020-05-30,2020-05-18,point,,4752
8,2 wk ahead cum death,2020-05-30,2020-05-18,point,,1673
9,2 wk ahead cum death,2020-05-30,2020-05-18,point,,4066
10,2 wk ahead cum death,2020-05-30,2020-05-18,point,,442
11,2 wk ahead cum death,2020-05-30,2020-05-18,point,,540
12,2 wk ahead cum death,2020-05-30,2020-05-18,point,,2772
13,2 wk ahead cum death,2020-05-30,2020-05-18,point,,2174
15,2 wk ahead cum death,2020-05-30,2020-05-18,point,,25
16,2 wk ahead cum death,2020-05-30,2020-05-18,point,,106
17,2 wk ahead cum death,2020-05-30,2020-05-18,point,,6430
18,2 wk ahead cum death,2020-05-30,2020-05-18,point,,2508
19,2 wk ahead cum death,2020-05-30,2020-05-18,point,,625
20,2 wk ahead cum death,2020-05-30,2020-05-18,point,,310
21,2 wk ahead cum death,2020-05-30,2020-05-18,point,,457
22,2 wk ahead cum death,2020-05-30,2020-05-18,point,,3076
23,2 wk ahead cum death,2020-05-30,2020-05-18,point,,98
24,2 wk ahead cum death,2020-05-30,2020-05-18,point,,2790
25,2 wk ahead cum death,2020-05-30,2020-05-18,point,,7871
26,2 wk ahead cum death,2020-05-30,2020-05-18,point,,5857
27,2 wk ahead cum death,2020-05-30,2020-05-18,point,,1332
28,2 wk ahead cum death,2020-05-30,2020-05-18,point,,817
29,2 wk ahead cum death,2020-05-30,2020-05-18,point,,887
30,2 wk ahead cum death,2020-05-30,2020-05-18,point,,22
31,2 wk ahead cum death,2020-05-30,2020-05-18,point,,273
32,2 wk ahead cum death,2020-05-30,2020-05-18,point,,461
33,2 wk ahead cum death,2020-05-30,2020-05-18,point,,259
34,2 wk ahead cum death,2020-05-30,2020-05-18,point,,13341
35,2 wk ahead cum death,2020-05-30,2020-05-18,point,,383
36,2 wk ahead cum death,2020-05-30,2020-05-18,point,,33004
37,2 wk ahead cum death,2020-05-30,2020-05-18,point,,1124
38,2 wk ahead cum death,2020-05-30,2020-05-18,point,,73
39,2 wk ahead cum death,2020-05-30,2020-05-18,point,,2098
40,2 wk ahead cum death,2020-05-30,2020-05-18,point,,374
41,2 wk ahead cum death,2020-05-30,2020-05-18,point,,203
42,2 wk ahead cum death,2020-05-30,2020-05-18,point,,5918
44,2 wk ahead cum death,2020-05-30,2020-05-18,point,,728
45,2 wk ahead cum death,2020-05-30,2020-05-18,point,,523
46,2 wk ahead cum death,2020-05-30,2020-05-18,point,,101
47,2 wk ahead cum death,2020-05-30,2020-05-18,point,,542
48,2 wk ahead cum death,2020-05-30,2020-05-18,point,,2159
49,2 wk ahead cum death,2020-05-30,2020-05-18,point,,182
50,2 wk ahead cum death,2020-05-30,2020-05-18,point,,66
51,2 wk ahead cum death,2020-05-30,2020-05-18,point,,1570
53,2 wk ahead cum death,2020-05-30,2020-05-18,point,,1268
54,2 wk ahead cum death,2020-05-30,2020-05-18,point,,90
55,2 wk ahead cum death,2020-05-30,2020-05-18,point,,677
56,2 wk ahead cum death,2020-05-30,2020-05-18,point,,18
1,3 wk ahead cum death,2020-06-06,2020-05-18,point,,905
2,3 wk ahead cum death,2020-06-06,2020-05-18,point,,16
4,3 wk ahead cum death,2020-06-06,2020-05-18,point,,1139
5,3 wk ahead cum death,2020-06-06,2020-05-18,point,,189
6,3 wk ahead cum death,2020-06-06,2020-05-18,point,,5349
8,3 wk ahead cum death,2020-06-06,2020-05-18,point,,1856
9,3 wk ahead cum death,2020-06-06,2020-05-18,point,,4336
10,3 wk ahead cum death,2020-06-06,2020-05-18,point,,504
11,3 wk ahead cum death,2020-06-06,2020-05-18,point,,591
12,3 wk ahead cum death,2020-06-06,2020-05-18,point,,3067
13,3 wk ahead cum death,2020-06-06,2020-05-18,point,,2346
15,3 wk ahead cum death,2020-06-06,2020-05-18,point,,27
16,3 wk ahead cum death,2020-06-06,2020-05-18,point,,115
17,3 wk ahead cum death,2020-06-06,2020-05-18,point,,7154
18,3 wk ahead cum death,2020-06-06,2020-05-18,point,,2721
19,3 wk ahead cum death,2020-06-06,2020-05-18,point,,723
20,3 wk ahead cum death,2020-06-06,2020-05-18,point,,340
21,3 wk ahead cum death,2020-06-06,2020-05-18,point,,490
22,3 wk ahead cum death,2020-06-06,2020-05-18,point,,3256
23,3 wk ahead cum death,2020-06-06,2020-05-18,point,,109
24,3 wk ahead cum death,2020-06-06,2020-05-18,point,,3058
25,3 wk ahead cum death,2020-06-06,2020-05-18,point,,8594
26,3 wk ahead cum death,2020-06-06,2020-05-18,point,,6246
27,3 wk ahead cum death,2020-06-06,2020-05-18,point,,1556
28,3 wk ahead cum death,2020-06-06,2020-05-18,point,,945
29,3 wk ahead cum death,2020-06-06,2020-05-18,point,,981
30,3 wk ahead cum death,2020-06-06,2020-05-18,point,,23
31,3 wk ahead cum death,2020-06-06,2020-05-18,point,,312
32,3 wk ahead cum death,2020-06-06,2020-05-18,point,,501
33,3 wk ahead cum death,2020-06-06,2020-05-18,point,,287
34,3 wk ahead cum death,2020-06-06,2020-05-18,point,,14173
35,3 wk ahead cum death,2020-06-06,2020-05-18,point,,429
36,3 wk ahead cum death,2020-06-06,2020-05-18,point,,34266
37,3 wk ahead cum death,2020-06-06,2020-05-18,point,,1299
38,3 wk ahead cum death,2020-06-06,2020-05-18,point,,83
39,3 wk ahead cum death,2020-06-06,2020-05-18,point,,2247
40,3 wk ahead cum death,2020-06-06,2020-05-18,point,,405
41,3 wk ahead cum death,2020-06-06,2020-05-18,point,,228
42,3 wk ahead cum death,2020-06-06,2020-05-18,point,,6334
44,3 wk ahead cum death,2020-06-06,2020-05-18,point,,805
45,3 wk ahead cum death,2020-06-06,2020-05-18,point,,565
46,3 wk ahead cum death,2020-06-06,2020-05-18,point,,115
47,3 wk ahead cum death,2020-06-06,2020-05-18,point,,606
48,3 wk ahead cum death,2020-06-06,2020-05-18,point,,2461
49,3 wk ahead cum death,2020-06-06,2020-05-18,point,,209
50,3 wk ahead cum death,2020-06-06,2020-05-18,point,,69
51,3 wk ahead cum death,2020-06-06,2020-05-18,point,,1783
53,3 wk ahead cum death,2020-06-06,2020-05-18,point,,1349
54,3 wk ahead cum death,2020-06-06,2020-05-18,point,,99
55,3 wk ahead cum death,2020-06-06,2020-05-18,point,,781
56,3 wk ahead cum death,2020-06-06,2020-05-18,point,,21
1,4 wk ahead cum death,2020-06-13,2020-05-18,point,,973
2,4 wk ahead cum death,2020-06-13,2020-05-18,point,,17
4,4 wk ahead cum death,2020-06-13,2020-05-18,point,,1246
5,4 wk ahead cum death,2020-06-13,2020-05-18,point,,200
6,4 wk ahead cum death,2020-06-13,2020-05-18,point,,5824
8,4 wk ahead cum death,2020-06-13,2020-05-18,point,,2000
9,4 wk ahead cum death,2020-06-13,2020-05-18,point,,4552
10,4 wk ahead cum death,2020-06-13,2020-05-18,point,,553
11,4 wk ahead cum death,2020-06-13,2020-05-18,point,,625
12,4 wk ahead cum death,2020-06-13,2020-05-18,point,,3294
13,4 wk ahead cum death,2020-06-13,2020-05-18,point,,2458
15,4 wk ahead cum death,2020-06-13,2020-05-18,point,,29
16,4 wk ahead cum death,2020-06-13,2020-05-18,point,,120
17,4 wk ahead cum death,2020-06-13,2020-05-18,point,,7660
18,4 wk ahead cum death,2020-06-13,2020-05-18,point,,2857
19,4 wk ahead cum death,2020-06-13,2020-05-18,point,,796
20,4 wk ahead cum death,2020-06-13,2020-05-18,point,,358
21,4 wk ahead cum death,2020-06-13,2020-05-18,point,,509
22,4 wk ahead cum death,2020-06-13,2020-05-18,point,,3377
23,4 wk ahead cum death,2020-06-13,2020-05-18,point,,117
24,4 wk ahead cum death,2020-06-13,2020-05-18,point,,3256
25,4 wk ahead cum death,2020-06-13,2020-05-18,point,,9120
26,4 wk ahead cum death,2020-06-13,2020-05-18,point,,6553
27,4 wk ahead cum death,2020-06-13,2020-05-18,point,,1718
28,4 wk ahead cum death,2020-06-13,2020-05-18,point,,1056
29,4 wk ahead cum death,2020-06-13,2020-05-18,point,,1047
30,4 wk ahead cum death,2020-06-13,2020-05-18,point,,24
31,4 wk ahead cum death,2020-06-13,2020-05-18,point,,335
32,4 wk ahead cum death,2020-06-13,2020-05-18,point,,529
33,4 wk ahead cum death,2020-06-13,2020-05-18,point,,310
34,4 wk ahead cum death,2020-06-13,2020-05-18,point,,14701
35,4 wk ahead cum death,2020-06-13,2020-05-18,point,,465
36,4 wk ahead cum death,2020-06-13,2020-05-18,point,,35041
37,4 wk ahead cum death,2020-06-13,2020-05-18,point,,1442
38,4 wk ahead cum death,2020-06-13,2020-05-18,point,,90
39,4 wk ahead cum death,2020-06-13,2020-05-18,point,,2344
40,4 wk ahead cum death,2020-06-13,2020-05-18,point,,428
41,4 wk ahead cum death,2020-06-13,2020-05-18,point,,248
42,4 wk ahead cum death,2020-06-13,2020-05-18,point,,6597
44,4 wk ahead cum death,2020-06-13,2020-05-18,point,,859
45,4 wk ahead cum death,2020-06-13,2020-05-18,point,,594
46,4 wk ahead cum death,2020-06-13,2020-05-18,point,,124
47,4 wk ahead cum death,2020-06-13,2020-05-18,point,,644
48,4 wk ahead cum death,2020-06-13,2020-05-18,point,,2678
49,4 wk ahead cum death,2020-06-13,2020-05-18,point,,225
50,4 wk ahead cum death,2020-06-13,2020-05-18,point,,71
51,4 wk ahead cum death,2020-06-13,2020-05-18,point,,1942
53,4 wk ahead cum death,2020-06-13,2020-05-18,point,,1401
54,4 wk ahead cum death,2020-06-13,2020-05-18,point,,105
55,4 wk ahead cum death,2020-06-13,2020-05-18,point,,875
56,4 wk ahead cum death,2020-06-13,2020-05-18,point,,23
