,location,forecast_date,target_end_date,target,type,quantile,value
0,2,2020-05-25,2020-05-26,1 day ahead inc death,point,,0.0
1,2,2020-05-25,2020-05-27,2 day ahead inc death,point,,0.0
2,2,2020-05-25,2020-05-28,3 day ahead inc death,point,,0.0
3,2,2020-05-25,2020-05-29,4 day ahead inc death,point,,0.0
4,2,2020-05-25,2020-05-30,5 day ahead inc death,point,,0.0
5,2,2020-05-25,2020-05-31,6 day ahead inc death,point,,0.0
6,2,2020-05-25,2020-06-01,7 day ahead inc death,point,,0.0
7,2,2020-05-25,2020-06-02,8 day ahead inc death,point,,0.0
8,2,2020-05-25,2020-06-03,9 day ahead inc death,point,,0.0
9,2,2020-05-25,2020-06-04,10 day ahead inc death,point,,0.0
10,2,2020-05-25,2020-06-05,11 day ahead inc death,point,,0.0
11,2,2020-05-25,2020-06-06,12 day ahead inc death,point,,0.0
12,2,2020-05-25,2020-06-07,13 day ahead inc death,point,,0.0
13,2,2020-05-25,2020-06-08,14 day ahead inc death,point,,0.0
14,2,2020-05-25,2020-06-09,15 day ahead inc death,point,,0.0
15,2,2020-05-25,2020-06-10,16 day ahead inc death,point,,0.0
16,2,2020-05-25,2020-06-11,17 day ahead inc death,point,,0.0
17,2,2020-05-25,2020-06-12,18 day ahead inc death,point,,0.0
18,2,2020-05-25,2020-06-13,19 day ahead inc death,point,,0.0
19,2,2020-05-25,2020-06-14,20 day ahead inc death,point,,0.0
20,2,2020-05-25,2020-06-15,21 day ahead inc death,point,,0.0
21,2,2020-05-25,2020-06-16,22 day ahead inc death,point,,0.0
22,2,2020-05-25,2020-06-17,23 day ahead inc death,point,,0.0
23,2,2020-05-25,2020-06-18,24 day ahead inc death,point,,0.0
24,2,2020-05-25,2020-06-19,25 day ahead inc death,point,,0.0
25,2,2020-05-25,2020-06-20,26 day ahead inc death,point,,0.0
26,2,2020-05-25,2020-06-21,27 day ahead inc death,point,,0.0
27,2,2020-05-25,2020-06-22,28 day ahead inc death,point,,0.0
28,2,2020-05-25,2020-06-23,29 day ahead inc death,point,,0.0
29,2,2020-05-25,2020-06-24,30 day ahead inc death,point,,0.0
30,2,2020-05-25,2020-06-25,31 day ahead inc death,point,,0.0
31,2,2020-05-25,2020-06-26,32 day ahead inc death,point,,0.0
32,2,2020-05-25,2020-06-27,33 day ahead inc death,point,,0.0
33,2,2020-05-25,2020-06-28,34 day ahead inc death,point,,0.0
34,2,2020-05-25,2020-06-29,35 day ahead inc death,point,,0.0
35,2,2020-05-25,2020-06-30,36 day ahead inc death,point,,0.0
36,2,2020-05-25,2020-07-01,37 day ahead inc death,point,,0.0
37,2,2020-05-25,2020-07-02,38 day ahead inc death,point,,0.0
38,2,2020-05-25,2020-07-03,39 day ahead inc death,point,,0.0
39,2,2020-05-25,2020-07-04,40 day ahead inc death,point,,0.0
40,2,2020-05-25,2020-07-05,41 day ahead inc death,point,,0.0
41,2,2020-05-25,2020-07-06,42 day ahead inc death,point,,0.0
42,2,2020-05-25,2020-07-07,43 day ahead inc death,point,,0.0
43,2,2020-05-25,2020-07-08,44 day ahead inc death,point,,0.0
44,2,2020-05-25,2020-07-09,45 day ahead inc death,point,,0.0
45,2,2020-05-25,2020-07-10,46 day ahead inc death,point,,0.0
46,2,2020-05-25,2020-07-11,47 day ahead inc death,point,,0.0
47,2,2020-05-25,2020-07-12,48 day ahead inc death,point,,0.0
48,2,2020-05-25,2020-07-13,49 day ahead inc death,point,,0.0
49,2,2020-05-25,2020-07-14,50 day ahead inc death,point,,0.0
50,2,2020-05-25,2020-07-15,51 day ahead inc death,point,,0.0
51,2,2020-05-25,2020-07-16,52 day ahead inc death,point,,0.0
52,2,2020-05-25,2020-07-17,53 day ahead inc death,point,,0.0
53,2,2020-05-25,2020-07-18,54 day ahead inc death,point,,0.0
54,2,2020-05-25,2020-07-19,55 day ahead inc death,point,,0.0
55,2,2020-05-25,2020-07-20,56 day ahead inc death,point,,0.0
56,2,2020-05-25,2020-07-21,57 day ahead inc death,point,,0.0
57,2,2020-05-25,2020-07-22,58 day ahead inc death,point,,0.0
58,2,2020-05-25,2020-07-23,59 day ahead inc death,point,,0.0
59,2,2020-05-25,2020-07-24,60 day ahead inc death,point,,0.0
60,2,2020-05-25,2020-07-25,61 day ahead inc death,point,,0.0
61,2,2020-05-25,2020-07-26,62 day ahead inc death,point,,0.0
62,2,2020-05-25,2020-07-27,63 day ahead inc death,point,,0.0
63,2,2020-05-25,2020-07-28,64 day ahead inc death,point,,0.0
64,2,2020-05-25,2020-07-29,65 day ahead inc death,point,,0.0
65,2,2020-05-25,2020-07-30,66 day ahead inc death,point,,0.0
66,2,2020-05-25,2020-07-31,67 day ahead inc death,point,,0.0
67,2,2020-05-25,2020-08-01,68 day ahead inc death,point,,0.0
68,2,2020-05-25,2020-08-02,69 day ahead inc death,point,,0.0
69,2,2020-05-25,2020-08-03,70 day ahead inc death,point,,0.0
70,2,2020-05-25,2020-08-04,71 day ahead inc death,point,,0.0
71,2,2020-05-25,2020-08-05,72 day ahead inc death,point,,0.0
72,2,2020-05-25,2020-08-06,73 day ahead inc death,point,,0.0
73,2,2020-05-25,2020-08-07,74 day ahead inc death,point,,0.0
74,2,2020-05-25,2020-08-08,75 day ahead inc death,point,,0.0
75,2,2020-05-25,2020-08-09,76 day ahead inc death,point,,0.0
76,2,2020-05-25,2020-08-10,77 day ahead inc death,point,,0.0
77,2,2020-05-25,2020-08-11,78 day ahead inc death,point,,0.0
78,2,2020-05-25,2020-08-12,79 day ahead inc death,point,,0.0
79,2,2020-05-25,2020-08-13,80 day ahead inc death,point,,0.0
80,2,2020-05-25,2020-08-14,81 day ahead inc death,point,,0.0
81,2,2020-05-25,2020-08-15,82 day ahead inc death,point,,0.0
82,2,2020-05-25,2020-08-16,83 day ahead inc death,point,,0.0
83,2,2020-05-25,2020-08-17,84 day ahead inc death,point,,0.0
84,2,2020-05-25,2020-08-18,85 day ahead inc death,point,,0.0
85,2,2020-05-25,2020-08-19,86 day ahead inc death,point,,0.0
86,2,2020-05-25,2020-08-20,87 day ahead inc death,point,,0.0
87,2,2020-05-25,2020-08-21,88 day ahead inc death,point,,0.0
88,2,2020-05-25,2020-08-22,89 day ahead inc death,point,,0.0
89,2,2020-05-25,2020-08-23,90 day ahead inc death,point,,0.0
90,2,2020-05-25,2020-08-24,91 day ahead inc death,point,,0.0
91,2,2020-05-25,2020-08-25,92 day ahead inc death,point,,0.0
92,2,2020-05-25,2020-08-26,93 day ahead inc death,point,,0.0
93,2,2020-05-25,2020-08-27,94 day ahead inc death,point,,0.0
94,2,2020-05-25,2020-08-28,95 day ahead inc death,point,,0.0
95,2,2020-05-25,2020-08-29,96 day ahead inc death,point,,0.0
96,2,2020-05-25,2020-08-30,97 day ahead inc death,point,,0.0
97,2,2020-05-25,2020-08-31,98 day ahead inc death,point,,0.0
98,2,2020-05-25,2020-09-01,99 day ahead inc death,point,,0.0
99,2,2020-05-25,2020-09-02,100 day ahead inc death,point,,0.0
100,2,2020-05-25,2020-09-03,101 day ahead inc death,point,,0.0
101,2,2020-05-25,2020-09-04,102 day ahead inc death,point,,0.0
102,2,2020-05-25,2020-09-05,103 day ahead inc death,point,,0.0
103,2,2020-05-25,2020-09-06,104 day ahead inc death,point,,0.0
104,2,2020-05-25,2020-09-07,105 day ahead inc death,point,,0.0
105,2,2020-05-25,2020-09-08,106 day ahead inc death,point,,0.0
106,2,2020-05-25,2020-09-09,107 day ahead inc death,point,,0.0
107,2,2020-05-25,2020-09-10,108 day ahead inc death,point,,0.0
108,2,2020-05-25,2020-09-11,109 day ahead inc death,point,,0.0
109,2,2020-05-25,2020-09-12,110 day ahead inc death,point,,0.0
110,2,2020-05-25,2020-09-13,111 day ahead inc death,point,,0.0
111,2,2020-05-25,2020-09-14,112 day ahead inc death,point,,0.0
112,2,2020-05-25,2020-09-15,113 day ahead inc death,point,,0.0
113,2,2020-05-25,2020-09-16,114 day ahead inc death,point,,0.0
114,2,2020-05-25,2020-09-17,115 day ahead inc death,point,,0.0
115,2,2020-05-25,2020-09-18,116 day ahead inc death,point,,0.0
116,2,2020-05-25,2020-09-19,117 day ahead inc death,point,,0.0
117,2,2020-05-25,2020-09-20,118 day ahead inc death,point,,0.0
118,2,2020-05-25,2020-09-21,119 day ahead inc death,point,,0.0
119,2,2020-05-25,2020-09-22,120 day ahead inc death,point,,0.0
120,2,2020-05-25,2020-09-23,121 day ahead inc death,point,,0.0
121,2,2020-05-25,2020-09-24,122 day ahead inc death,point,,0.0
122,2,2020-05-25,2020-09-25,123 day ahead inc death,point,,0.0
123,2,2020-05-25,2020-09-26,124 day ahead inc death,point,,0.0
124,2,2020-05-25,2020-09-27,125 day ahead inc death,point,,0.0
125,2,2020-05-25,2020-09-28,126 day ahead inc death,point,,0.0
126,2,2020-05-25,2020-09-29,127 day ahead inc death,point,,0.0
127,2,2020-05-25,2020-09-30,128 day ahead inc death,point,,0.0
128,2,2020-05-25,2020-10-01,129 day ahead inc death,point,,0.0
129,2,2020-05-25,2020-10-02,130 day ahead inc death,point,,0.0
3120,1,2020-05-25,2020-05-26,1 day ahead inc death,point,,6.971633748374639
3121,1,2020-05-25,2020-05-27,2 day ahead inc death,point,,7.05546002922665
3122,1,2020-05-25,2020-05-28,3 day ahead inc death,point,,7.1353126609157
3123,1,2020-05-25,2020-05-29,4 day ahead inc death,point,,7.21157191989107
3124,1,2020-05-25,2020-05-30,5 day ahead inc death,point,,7.2845808924762405
3125,1,2020-05-25,2020-05-31,6 day ahead inc death,point,,7.35464888057629
3126,1,2020-05-25,2020-06-01,7 day ahead inc death,point,,7.4220544877309695
3127,1,2020-05-25,2020-06-02,8 day ahead inc death,point,,7.48704841549761
3128,1,2020-05-25,2020-06-03,9 day ahead inc death,point,,7.54985599736801
3129,1,2020-05-25,2020-06-04,10 day ahead inc death,point,,7.610679494890749
3130,1,2020-05-25,2020-06-05,11 day ahead inc death,point,,7.66970017837639
3131,1,2020-05-25,2020-06-06,12 day ahead inc death,point,,7.727080212475929
3132,1,2020-05-25,2020-06-07,13 day ahead inc death,point,,7.782964365035349
3133,1,2020-05-25,2020-06-08,14 day ahead inc death,point,,7.83748155591172
3134,1,2020-05-25,2020-06-09,15 day ahead inc death,point,,7.89074626088143
3135,1,2020-05-25,2020-06-10,16 day ahead inc death,point,,7.94285978436051
3136,1,2020-05-25,2020-06-11,17 day ahead inc death,point,,7.9939114133780995
3137,1,2020-05-25,2020-06-12,18 day ahead inc death,point,,8.04397946408471
3138,1,2020-05-25,2020-06-13,19 day ahead inc death,point,,8.09313223102561
3139,1,2020-05-25,2020-06-14,20 day ahead inc death,point,,8.14142884845637
3140,1,2020-05-25,2020-06-15,21 day ahead inc death,point,,8.1889200721123
3141,1,2020-05-25,2020-06-16,22 day ahead inc death,point,,8.23564898906466
3142,1,2020-05-25,2020-06-17,23 day ahead inc death,point,,8.28165166258054
3143,1,2020-05-25,2020-06-18,24 day ahead inc death,point,,8.32695771826343
3144,1,2020-05-25,2020-06-19,25 day ahead inc death,point,,8.37159087716623
3145,1,2020-05-25,2020-06-20,26 day ahead inc death,point,,8.41556944104082
3146,1,2020-05-25,2020-06-21,27 day ahead inc death,point,,8.45890673440408
3147,1,2020-05-25,2020-06-22,28 day ahead inc death,point,,8.50161150767065
3148,1,2020-05-25,2020-06-23,29 day ahead inc death,point,,8.54368830520275
3149,1,2020-05-25,2020-06-24,30 day ahead inc death,point,,8.58513780177145
3150,1,2020-05-25,2020-06-25,31 day ahead inc death,point,,8.625957110597481
3151,1,2020-05-25,2020-06-26,32 day ahead inc death,point,,8.66614006584564
3152,1,2020-05-25,2020-06-27,33 day ahead inc death,point,,8.70567748217695
3153,1,2020-05-25,2020-06-28,34 day ahead inc death,point,,8.744557393719669
3154,1,2020-05-25,2020-06-29,35 day ahead inc death,point,,8.78276527459991
3155,1,2020-05-25,2020-06-30,36 day ahead inc death,point,,8.82028424296948
3156,1,2020-05-25,2020-07-01,37 day ahead inc death,point,,8.85709525028699
3157,1,2020-05-25,2020-07-02,38 day ahead inc death,point,,8.89317725744036
3158,1,2020-05-25,2020-07-03,39 day ahead inc death,point,,8.92850739914707
3159,1,2020-05-25,2020-07-04,40 day ahead inc death,point,,8.963061137931732
3160,1,2020-05-25,2020-07-05,41 day ahead inc death,point,,8.99681240885207
3161,1,2020-05-25,2020-07-06,42 day ahead inc death,point,,9.0297337560296
3162,1,2020-05-25,2020-07-07,43 day ahead inc death,point,,9.06179646193766
3163,1,2020-05-25,2020-07-08,44 day ahead inc death,point,,9.092970670302071
3164,1,2020-05-25,2020-07-09,45 day ahead inc death,point,,9.1232255033791
3165,1,2020-05-25,2020-07-10,46 day ahead inc death,point,,9.152529174300529
3166,1,2020-05-25,2020-07-11,47 day ahead inc death,point,,9.180849095094349
3167,1,2020-05-25,2020-07-12,48 day ahead inc death,point,,9.20815198092771
3168,1,2020-05-25,2020-07-13,49 day ahead inc death,point,,9.2344039510524
3169,1,2020-05-25,2020-07-14,50 day ahead inc death,point,,9.25957062687689
3170,1,2020-05-25,2020-07-15,51 day ahead inc death,point,,9.2836172275363
3171,1,2020-05-25,2020-07-16,52 day ahead inc death,point,,9.306508663281189
3172,1,2020-05-25,2020-07-17,53 day ahead inc death,point,,9.32820962696405
3173,1,2020-05-25,2020-07-18,54 day ahead inc death,point,,9.348684683856161
3174,1,2020-05-25,2020-07-19,55 day ahead inc death,point,,9.367898359993891
3175,1,2020-05-25,2020-07-20,56 day ahead inc death,point,,9.38581522921368
3176,1,2020-05-25,2020-07-21,57 day ahead inc death,point,,9.402399999005869
3177,1,2020-05-25,2020-07-22,58 day ahead inc death,point,,9.417617595283222
3178,1,2020-05-25,2020-07-23,59 day ahead inc death,point,,9.43143324613516
3179,1,2020-05-25,2020-07-24,60 day ahead inc death,point,,9.44381256461179
3180,1,2020-05-25,2020-07-25,61 day ahead inc death,point,,9.45472163055524
3181,1,2020-05-25,2020-07-26,62 day ahead inc death,point,,9.46412707147965
3182,1,2020-05-25,2020-07-27,63 day ahead inc death,point,,9.47199614247529
3183,1,2020-05-25,2020-07-28,64 day ahead inc death,point,,9.478296805094491
3184,1,2020-05-25,2020-07-29,65 day ahead inc death,point,,9.48299780516618
3185,1,2020-05-25,2020-07-30,66 day ahead inc death,point,,9.48606874946017
3186,1,2020-05-25,2020-07-31,67 day ahead inc death,point,,9.487480181119961
3187,1,2020-05-25,2020-08-01,68 day ahead inc death,point,,9.487203653759481
3188,1,2020-05-25,2020-08-02,69 day ahead inc death,point,,9.4852118041174
3189,1,2020-05-25,2020-08-03,70 day ahead inc death,point,,9.481478423148472
3190,1,2020-05-25,2020-08-04,71 day ahead inc death,point,,9.47597852542117
3191,1,2020-05-25,2020-08-05,72 day ahead inc death,point,,9.468688416691071
3192,1,2020-05-25,2020-08-06,73 day ahead inc death,point,,9.45958575950453
3193,1,2020-05-25,2020-08-07,74 day ahead inc death,point,,9.448649636692151
3194,1,2020-05-25,2020-08-08,75 day ahead inc death,point,,9.43586061260021
3195,1,2020-05-25,2020-08-09,76 day ahead inc death,point,,9.42120079191091
3196,1,2020-05-25,2020-08-10,77 day ahead inc death,point,,9.404653875901891
3197,1,2020-05-25,2020-08-11,78 day ahead inc death,point,,9.38620521599023
3198,1,2020-05-25,2020-08-12,79 day ahead inc death,point,,9.36584186441678
3199,1,2020-05-25,2020-08-13,80 day ahead inc death,point,,9.343552621918429
3200,1,2020-05-25,2020-08-14,81 day ahead inc death,point,,9.31932808224974
3201,1,2020-05-25,2020-08-15,82 day ahead inc death,point,,9.293160673410279
3202,1,2020-05-25,2020-08-16,83 day ahead inc death,point,,9.26504469544921
3203,1,2020-05-25,2020-08-17,84 day ahead inc death,point,,9.234976354715402
3204,1,2020-05-25,2020-08-18,85 day ahead inc death,point,,9.202953794438141
3205,1,2020-05-25,2020-08-19,86 day ahead inc death,point,,9.16897712152195
3206,1,2020-05-25,2020-08-20,87 day ahead inc death,point,,9.133048429459
3207,1,2020-05-25,2020-08-21,88 day ahead inc death,point,,9.095171817259601
3208,1,2020-05-25,2020-08-22,89 day ahead inc death,point,,9.05535340432493
3209,1,2020-05-25,2020-08-23,90 day ahead inc death,point,,9.013601341187039
3210,1,2020-05-25,2020-08-24,91 day ahead inc death,point,,8.96992581605514
3211,1,2020-05-25,2020-08-25,92 day ahead inc death,point,,8.924339057126419
3212,1,2020-05-25,2020-08-26,93 day ahead inc death,point,,8.87685533061858
3213,1,2020-05-25,2020-08-27,94 day ahead inc death,point,,8.82749093450866
3214,1,2020-05-25,2020-08-28,95 day ahead inc death,point,,8.776264187965129
3215,1,2020-05-25,2020-08-29,96 day ahead inc death,point,,8.7231954164788
3216,1,2020-05-25,2020-08-30,97 day ahead inc death,point,,8.66830693271095
3217,1,2020-05-25,2020-08-31,98 day ahead inc death,point,,8.61162301309037
3218,1,2020-05-25,2020-09-01,99 day ahead inc death,point,,8.5531698702041
3219,1,2020-05-25,2020-09-02,100 day ahead inc death,point,,8.49297562104221
3220,1,2020-05-25,2020-09-03,101 day ahead inc death,point,,8.431070251166151
3221,1,2020-05-25,2020-09-04,102 day ahead inc death,point,,8.36748557489068
3222,1,2020-05-25,2020-09-05,103 day ahead inc death,point,,8.30225519157511
3223,1,2020-05-25,2020-09-06,104 day ahead inc death,point,,8.23541443813701
3224,1,2020-05-25,2020-09-07,105 day ahead inc death,point,,8.16700033791062
3225,1,2020-05-25,2020-09-08,106 day ahead inc death,point,,8.09705154598737
3226,1,2020-05-25,2020-09-09,107 day ahead inc death,point,,8.025608291185112
3227,1,2020-05-25,2020-09-10,108 day ahead inc death,point,,7.952712314802741
3228,1,2020-05-25,2020-09-11,109 day ahead inc death,point,,7.8784068063289405
3229,1,2020-05-25,2020-09-12,110 day ahead inc death,point,,7.80273633628303
3230,1,2020-05-25,2020-09-13,111 day ahead inc death,point,,7.72574678637102
3231,1,2020-05-25,2020-09-14,112 day ahead inc death,point,,7.647485277155741
3232,1,2020-05-25,2020-09-15,113 day ahead inc death,point,,7.56800009343601
3233,1,2020-05-25,2020-09-16,114 day ahead inc death,point,,7.4873406075485
3234,1,2020-05-25,2020-09-17,115 day ahead inc death,point,,7.40555720079942
3235,1,2020-05-25,2020-09-18,116 day ahead inc death,point,,7.32270118324823
3236,1,2020-05-25,2020-09-19,117 day ahead inc death,point,,7.23882471206184
3237,1,2020-05-25,2020-09-20,118 day ahead inc death,point,,7.15398070866377
3238,1,2020-05-25,2020-09-21,119 day ahead inc death,point,,7.068222774905959
3239,1,2020-05-25,2020-09-22,120 day ahead inc death,point,,6.98160510848811
3240,1,2020-05-25,2020-09-23,121 day ahead inc death,point,,6.89418241785188
3241,1,2020-05-25,2020-09-24,122 day ahead inc death,point,,6.80600983677823
3242,1,2020-05-25,2020-09-25,123 day ahead inc death,point,,6.717142838911741
3243,1,2020-05-25,2020-09-26,124 day ahead inc death,point,,6.6276371524325
3244,1,2020-05-25,2020-09-27,125 day ahead inc death,point,,6.5375486750977005
3245,1,2020-05-25,2020-09-28,126 day ahead inc death,point,,6.44693338986576
3246,1,2020-05-25,2020-09-29,127 day ahead inc death,point,,6.3558472813133395
3247,1,2020-05-25,2020-09-30,128 day ahead inc death,point,,6.2643462530504594
3248,1,2020-05-25,2020-10-01,129 day ahead inc death,point,,6.17248604633255
3249,1,2020-05-25,2020-10-02,130 day ahead inc death,point,,6.08032216005677
6240,5,2020-05-25,2020-05-26,1 day ahead inc death,point,,2.4601528766893903
6241,5,2020-05-25,2020-05-27,2 day ahead inc death,point,,2.49905920046128
6242,5,2020-05-25,2020-05-28,3 day ahead inc death,point,,2.53557726443562
6243,5,2020-05-25,2020-05-29,4 day ahead inc death,point,,2.56784178405003
6244,5,2020-05-25,2020-05-30,5 day ahead inc death,point,,2.5942639731659702
6245,5,2020-05-25,2020-05-31,6 day ahead inc death,point,,2.61354615372183
6246,5,2020-05-25,2020-06-01,7 day ahead inc death,point,,2.6246878345662297
6247,5,2020-05-25,2020-06-02,8 day ahead inc death,point,,2.62698288814033
6248,5,2020-05-25,2020-06-03,9 day ahead inc death,point,,2.62000822548865
6249,5,2020-05-25,2020-06-04,10 day ahead inc death,point,,2.60360496994664
6250,5,2020-05-25,2020-06-05,11 day ahead inc death,point,,2.5778535369231603
6251,5,2020-05-25,2020-06-06,12 day ahead inc death,point,,2.54304424557932
6252,5,2020-05-25,2020-06-07,13 day ahead inc death,point,,2.49964514021079
6253,5,2020-05-25,2020-06-08,14 day ahead inc death,point,,2.4482686179234703
6254,5,2020-05-25,2020-06-09,15 day ahead inc death,point,,2.389638282139
6255,5,2020-05-25,2020-06-10,16 day ahead inc death,point,,2.3245572050496404
6256,5,2020-05-25,2020-06-11,17 day ahead inc death,point,,2.25387851843823
6257,5,2020-05-25,2020-06-12,18 day ahead inc death,point,,2.17847898710377
6258,5,2020-05-25,2020-06-13,19 day ahead inc death,point,,2.09923597142821
6259,5,2020-05-25,2020-06-14,20 day ahead inc death,point,,2.01700796777536
6260,5,2020-05-25,2020-06-15,21 day ahead inc death,point,,1.93261873414471
6261,5,2020-05-25,2020-06-16,22 day ahead inc death,point,,1.8468448659980903
6262,5,2020-05-25,2020-06-17,23 day ahead inc death,point,,1.76040658228442
6263,5,2020-05-25,2020-06-18,24 day ahead inc death,point,,1.67396141103032
6264,5,2020-05-25,2020-06-19,25 day ahead inc death,point,,1.5881004227688602
6265,5,2020-05-25,2020-06-20,26 day ahead inc death,point,,1.50334664331066
6266,5,2020-05-25,2020-06-21,27 day ahead inc death,point,,1.42015527967177
6267,5,2020-05-25,2020-06-22,28 day ahead inc death,point,,1.33891540945555
6268,5,2020-05-25,2020-06-23,29 day ahead inc death,point,,1.25995281029324
6269,5,2020-05-25,2020-06-24,30 day ahead inc death,point,,1.18353363841163
6270,5,2020-05-25,2020-06-25,31 day ahead inc death,point,,1.10986870102587
6271,5,2020-05-25,2020-06-26,32 day ahead inc death,point,,1.03911810373876
6272,5,2020-05-25,2020-06-27,33 day ahead inc death,point,,0.9713960897338441
6273,5,2020-05-25,2020-06-28,34 day ahead inc death,point,,0.9067759210737171
6274,5,2020-05-25,2020-06-29,35 day ahead inc death,point,,0.845294683073689
6275,5,2020-05-25,2020-06-30,36 day ahead inc death,point,,0.7869579200735191
6276,5,2020-05-25,2020-07-01,37 day ahead inc death,point,,0.731744034798851
6277,5,2020-05-25,2020-07-02,38 day ahead inc death,point,,0.6796084039094978
6278,5,2020-05-25,2020-07-03,39 day ahead inc death,point,,0.630487179423199
6279,5,2020-05-25,2020-07-04,40 day ahead inc death,point,,0.5843007597331961
6280,5,2020-05-25,2020-07-05,41 day ahead inc death,point,,0.540956925196667
6281,5,2020-05-25,2020-07-06,42 day ahead inc death,point,,0.500353642087219
6282,5,2020-05-25,2020-07-07,43 day ahead inc death,point,,0.4623815454015129
6283,5,2020-05-25,2020-07-08,44 day ahead inc death,point,,0.42692611590604207
6284,5,2020-05-25,2020-07-09,45 day ahead inc death,point,,0.39386957019843294
6285,5,2020-05-25,2020-07-10,46 day ahead inc death,point,,0.363092484710023
6286,5,2020-05-25,2020-07-11,47 day ahead inc death,point,,0.334475175730262
6287,5,2020-05-25,2020-07-12,48 day ahead inc death,point,,0.30789885790113697
6288,5,2020-05-25,2020-07-13,49 day ahead inc death,point,,0.283246603388562
6289,5,2020-05-25,2020-07-14,50 day ahead inc death,point,,0.26040412324354606
6290,5,2020-05-25,2020-07-15,51 day ahead inc death,point,,0.23926039144305397
6291,5,2020-05-25,2020-07-16,52 day ahead inc death,point,,0.21970813085542298
6292,5,2020-05-25,2020-07-17,53 day ahead inc death,point,,0.20164417898982398
6293,5,2020-05-25,2020-07-18,54 day ahead inc death,point,,0.18496974993439605
6294,5,2020-05-25,2020-07-19,55 day ahead inc death,point,,0.16959060740919102
6295,5,2020-05-25,2020-07-20,56 day ahead inc death,point,,0.155417162404603
6296,5,2020-05-25,2020-07-21,57 day ahead inc death,point,,0.142364507466056
6297,5,2020-05-25,2020-07-22,58 day ahead inc death,point,,0.130352398346673
6298,5,2020-05-25,2020-07-23,59 day ahead inc death,point,,0.119305192492789
6299,5,2020-05-25,2020-07-24,60 day ahead inc death,point,,0.10915175266154599
6300,5,2020-05-25,2020-07-25,61 day ahead inc death,point,,0.0998253228989654
6301,5,2020-05-25,2020-07-26,62 day ahead inc death,point,,0.091263383132798
6302,5,2020-05-25,2020-07-27,63 day ahead inc death,point,,0.0834074877535329
6303,5,2020-05-25,2020-07-28,64 day ahead inc death,point,,0.0762030927675994
6304,5,2020-05-25,2020-07-29,65 day ahead inc death,point,,0.0695993754025892
6305,5,2020-05-25,2020-07-30,66 day ahead inc death,point,,0.0635490494215389
6306,5,2020-05-25,2020-07-31,67 day ahead inc death,point,,0.0580081788544362
6307,5,2020-05-25,2020-08-01,68 day ahead inc death,point,,0.0529359923747563
6308,5,2020-05-25,2020-08-02,69 day ahead inc death,point,,0.0482947001308105
6309,5,2020-05-25,2020-08-03,70 day ahead inc death,point,,0.0440493144795653
6310,5,2020-05-25,2020-08-04,71 day ahead inc death,point,,0.0401674757596595
6311,5,2020-05-25,2020-08-05,72 day ahead inc death,point,,0.0366192839731525
6312,5,2020-05-25,2020-08-06,73 day ahead inc death,point,,0.03337713701967
6313,5,2020-05-25,2020-08-07,74 day ahead inc death,point,,0.0304155759345406
6314,5,2020-05-25,2020-08-08,75 day ahead inc death,point,,0.0277111374231538
6315,5,2020-05-25,2020-08-09,76 day ahead inc death,point,,0.0252422138491113
6316,5,2020-05-25,2020-08-10,77 day ahead inc death,point,,0.0229889207250551
6317,5,2020-05-25,2020-08-11,78 day ahead inc death,point,,0.0209329716645072
6318,5,2020-05-25,2020-08-12,79 day ahead inc death,point,,0.0190575606820573
6319,5,2020-05-25,2020-08-13,80 day ahead inc death,point,,0.0173472516710547
6320,5,2020-05-25,2020-08-14,81 day ahead inc death,point,,0.0157878748447047
6321,5,2020-05-25,2020-08-15,82 day ahead inc death,point,,0.0143664298926751
6322,5,2020-05-25,2020-08-16,83 day ahead inc death,point,,0.0130709955811881
6323,5,2020-05-25,2020-08-17,84 day ahead inc death,point,,0.0118906455076342
6324,5,2020-05-25,2020-08-18,85 day ahead inc death,point,,0.0108153697113949
6325,5,2020-05-25,2020-08-19,86 day ahead inc death,point,,0.00983600183664635
6326,5,2020-05-25,2020-08-20,87 day ahead inc death,point,,0.00894415154289163
6327,5,2020-05-25,2020-08-21,88 day ahead inc death,point,,0.00813214186158007
6328,5,2020-05-25,2020-08-22,89 day ahead inc death,point,,0.007392951202490391
6329,5,2020-05-25,2020-08-23,90 day ahead inc death,point,,0.0067201597216808295
6330,5,2020-05-25,2020-08-24,91 day ahead inc death,point,,0.006107899771848221
6331,5,2020-05-25,2020-08-25,92 day ahead inc death,point,,0.0055508101665111605
6332,5,2020-05-25,2020-08-26,93 day ahead inc death,point,,0.00504399400111311
6333,5,2020-05-25,2020-08-27,94 day ahead inc death,point,,0.00458297978585165
6334,5,2020-05-25,2020-08-28,95 day ahead inc death,point,,0.00416368565743142
6335,5,2020-05-25,2020-08-29,96 day ahead inc death,point,,0.00378238644972839
6336,5,2020-05-25,2020-08-30,97 day ahead inc death,point,,0.0034356834150344197
6337,5,2020-05-25,2020-08-31,98 day ahead inc death,point,,0.0031204764005679
6338,5,2020-05-25,2020-09-01,99 day ahead inc death,point,,0.00283393829619172
6339,5,2020-05-25,2020-09-02,100 day ahead inc death,point,,0.00257349158164288
6340,5,2020-05-25,2020-09-03,101 day ahead inc death,point,,0.00233678681198057
6341,5,2020-05-25,2020-09-04,102 day ahead inc death,point,,0.00212168289112924
6342,5,2020-05-25,2020-09-05,103 day ahead inc death,point,,0.00192622899393768
