,location,forecast_date,target_end_date,target,type,quantile,value
131149,47,2020-05-25,2020-09-12,110 day ahead inc death,point,,15.1014753335421
131150,47,2020-05-25,2020-09-13,111 day ahead inc death,point,,15.2224706048
131151,47,2020-05-25,2020-09-14,112 day ahead inc death,point,,15.344168324159
131152,47,2020-05-25,2020-09-15,113 day ahead inc death,point,,15.4665679465904
131153,47,2020-05-25,2020-09-16,114 day ahead inc death,point,,15.589668834770501
131154,47,2020-05-25,2020-09-17,115 day ahead inc death,point,,15.7134702577139
131155,47,2020-05-25,2020-09-18,116 day ahead inc death,point,,15.837971389408699
131156,47,2020-05-25,2020-09-19,117 day ahead inc death,point,,15.9631713074475
131157,47,2020-05-25,2020-09-20,118 day ahead inc death,point,,16.0890689916603
131158,47,2020-05-25,2020-09-21,119 day ahead inc death,point,,16.215663322745097
131159,47,2020-05-25,2020-09-22,120 day ahead inc death,point,,16.3429530809003
131160,47,2020-05-25,2020-09-23,121 day ahead inc death,point,,16.4709369444565
131161,47,2020-05-25,2020-09-24,122 day ahead inc death,point,,16.5996134885095
131162,47,2020-05-25,2020-09-25,123 day ahead inc death,point,,16.7289811835553
131163,47,2020-05-25,2020-09-26,124 day ahead inc death,point,,16.8590383941282
131164,47,2020-05-25,2020-09-27,125 day ahead inc death,point,,16.9897833774385
131165,47,2020-05-25,2020-09-28,126 day ahead inc death,point,,17.121214282015902
131166,47,2020-05-25,2020-09-29,127 day ahead inc death,point,,17.2533291463567
131167,47,2020-05-25,2020-09-30,128 day ahead inc death,point,,17.3861258975719
131168,47,2020-05-25,2020-10-01,129 day ahead inc death,point,,17.5196023500441
131169,47,2020-05-25,2020-10-02,130 day ahead inc death,point,,17.6537562040864
134160,48,2020-05-25,2020-05-26,1 day ahead inc death,point,,20.643109090274898
134161,48,2020-05-25,2020-05-27,2 day ahead inc death,point,,20.4016685993709
134162,48,2020-05-25,2020-05-28,3 day ahead inc death,point,,20.1008901879777
134163,48,2020-05-25,2020-05-29,4 day ahead inc death,point,,19.7464564826275
134164,48,2020-05-25,2020-05-30,5 day ahead inc death,point,,19.3448304252254
134165,48,2020-05-25,2020-05-31,6 day ahead inc death,point,,18.9027627280038
134166,48,2020-05-25,2020-06-01,7 day ahead inc death,point,,18.4269463455719
134167,48,2020-05-25,2020-06-02,8 day ahead inc death,point,,17.9237883969922
134168,48,2020-05-25,2020-06-03,9 day ahead inc death,point,,17.399269998583602
134169,48,2020-05-25,2020-06-04,10 day ahead inc death,point,,16.8588691772318
134170,48,2020-05-25,2020-06-05,11 day ahead inc death,point,,16.307527613327903
134171,48,2020-05-25,2020-06-06,12 day ahead inc death,point,,15.749646939623101
134172,48,2020-05-25,2020-06-07,13 day ahead inc death,point,,15.189104298839998
134173,48,2020-05-25,2020-06-08,14 day ahead inc death,point,,14.629279870378001
134174,48,2020-05-25,2020-06-09,15 day ahead inc death,point,,14.0730912830038
134175,48,2020-05-25,2020-06-10,16 day ahead inc death,point,,13.5230314206121
134176,48,2020-05-25,2020-06-11,17 day ahead inc death,point,,12.981207261357902
134177,48,2020-05-25,2020-06-12,18 day ahead inc death,point,,12.449378191716301
134178,48,2020-05-25,2020-06-13,19 day ahead inc death,point,,11.9289927999152
134179,48,2020-05-25,2020-06-14,20 day ahead inc death,point,,11.421223546036599
134180,48,2020-05-25,2020-06-15,21 day ahead inc death,point,,10.926998978005303
134181,48,2020-05-25,2020-06-16,22 day ahead inc death,point,,10.447033348896001
134182,48,2020-05-25,2020-06-17,23 day ahead inc death,point,,9.98185361645119
134183,48,2020-05-25,2020-06-18,24 day ahead inc death,point,,9.531823888292369
134184,48,2020-05-25,2020-06-19,25 day ahead inc death,point,,9.09716742867181
134185,48,2020-05-25,2020-06-20,26 day ahead inc death,point,,8.67798637381293
134186,48,2020-05-25,2020-06-21,27 day ahead inc death,point,,8.274279319347901
134187,48,2020-05-25,2020-06-22,28 day ahead inc death,point,,7.88595694969672
134188,48,2020-05-25,2020-06-23,29 day ahead inc death,point,,7.51285587871575
134189,48,2020-05-25,2020-06-24,30 day ahead inc death,point,,7.15475086589686
134190,48,2020-05-25,2020-06-25,31 day ahead inc death,point,,6.81136556450542
134191,48,2020-05-25,2020-06-26,32 day ahead inc death,point,,6.482381948452481
134192,48,2020-05-25,2020-06-27,33 day ahead inc death,point,,6.16744855423303
134193,48,2020-05-25,2020-06-28,34 day ahead inc death,point,,5.86618766351353
134194,48,2020-05-25,2020-06-29,35 day ahead inc death,point,,5.578201541265121
134195,48,2020-05-25,2020-06-30,36 day ahead inc death,point,,5.303077834022821
134196,48,2020-05-25,2020-07-01,37 day ahead inc death,point,,5.04039422301571
134197,48,2020-05-25,2020-07-02,38 day ahead inc death,point,,4.78972241769884
134198,48,2020-05-25,2020-07-03,39 day ahead inc death,point,,4.55063156664255
134199,48,2020-05-25,2020-07-04,40 day ahead inc death,point,,4.32269115483132
134200,48,2020-05-25,2020-07-05,41 day ahead inc death,point,,4.10547344918609
134201,48,2020-05-25,2020-07-06,42 day ahead inc death,point,,3.89855554751261
134202,48,2020-05-25,2020-07-07,43 day ahead inc death,point,,3.70152108009165
134203,48,2020-05-25,2020-07-08,44 day ahead inc death,point,,3.51396160770082
134204,48,2020-05-25,2020-07-09,45 day ahead inc death,point,,3.33547775496436
134205,48,2020-05-25,2020-07-10,46 day ahead inc death,point,,3.1656801135332002
134206,48,2020-05-25,2020-07-11,47 day ahead inc death,point,,3.0041899456437005
134207,48,2020-05-25,2020-07-12,48 day ahead inc death,point,,2.8506397150702
134208,48,2020-05-25,2020-07-13,49 day ahead inc death,point,,2.70467346932332
134209,48,2020-05-25,2020-07-14,50 day ahead inc death,point,,2.56594709412116
134210,48,2020-05-25,2020-07-15,51 day ahead inc death,point,,2.4341284586464598
134211,48,2020-05-25,2020-07-16,52 day ahead inc death,point,,2.30889746786215
134212,48,2020-05-25,2020-07-17,53 day ahead inc death,point,,2.18994603616557
134213,48,2020-05-25,2020-07-18,54 day ahead inc death,point,,2.0769779948927902
134214,48,2020-05-25,2020-07-19,55 day ahead inc death,point,,1.9697089446197
134215,48,2020-05-25,2020-07-20,56 day ahead inc death,point,,1.86786606180863
134216,48,2020-05-25,2020-07-21,57 day ahead inc death,point,,1.77118786813048
134217,48,2020-05-25,2020-07-22,58 day ahead inc death,point,,1.67942396969306
134218,48,2020-05-25,2020-07-23,59 day ahead inc death,point,,1.59233477245584
134219,48,2020-05-25,2020-07-24,60 day ahead inc death,point,,1.50969117925865
134220,48,2020-05-25,2020-07-25,61 day ahead inc death,point,,1.4312742731453898
134221,48,2020-05-25,2020-07-26,62 day ahead inc death,point,,1.35687499100868
134222,48,2020-05-25,2020-07-27,63 day ahead inc death,point,,1.28629379100562
134223,48,2020-05-25,2020-07-28,64 day ahead inc death,point,,1.21934031667797
134224,48,2020-05-25,2020-07-29,65 day ahead inc death,point,,1.1558330602804299
134225,48,2020-05-25,2020-07-30,66 day ahead inc death,point,,1.09559902741603
134226,48,2020-05-25,2020-07-31,67 day ahead inc death,point,,1.03847340474772
134227,48,2020-05-25,2020-08-01,68 day ahead inc death,point,,0.9842992322523969
134228,48,2020-05-25,2020-08-02,69 day ahead inc death,point,,0.932927081228399
134229,48,2020-05-25,2020-08-03,70 day ahead inc death,point,,0.884214739037361
134230,48,2020-05-25,2020-08-04,71 day ahead inc death,point,,0.83802690137145
134231,48,2020-05-25,2020-08-05,72 day ahead inc death,point,,0.7942348726639921
134232,48,2020-05-25,2020-08-06,73 day ahead inc death,point,,0.7527162751162
134233,48,2020-05-25,2020-08-07,74 day ahead inc death,point,,0.7133547666885529
134234,48,2020-05-25,2020-08-08,75 day ahead inc death,point,,0.676039768294004
134235,48,2020-05-25,2020-08-09,76 day ahead inc death,point,,0.6406662003446401
134236,48,2020-05-25,2020-08-10,77 day ahead inc death,point,,0.607134228713903
134237,48,2020-05-25,2020-08-11,78 day ahead inc death,point,,0.575349020122076
134238,48,2020-05-25,2020-08-12,79 day ahead inc death,point,,0.545220506890701
134239,48,2020-05-25,2020-08-13,80 day ahead inc death,point,,0.516663160961343
134240,48,2020-05-25,2020-08-14,81 day ahead inc death,point,,0.489595777045906
134241,48,2020-05-25,2020-08-15,82 day ahead inc death,point,,0.46394126473114705
134242,48,2020-05-25,2020-08-16,83 day ahead inc death,point,,0.439626449345951
134243,48,2020-05-25,2020-08-17,84 day ahead inc death,point,,0.41658188137171204
134244,48,2020-05-25,2020-08-18,85 day ahead inc death,point,,0.39474165416209006
134245,48,2020-05-25,2020-08-19,86 day ahead inc death,point,,0.37404322973020504
134246,48,2020-05-25,2020-08-20,87 day ahead inc death,point,,0.354427272346129
134247,48,2020-05-25,2020-08-21,88 day ahead inc death,point,,0.335837489686583
134248,48,2020-05-25,2020-08-22,89 day ahead inc death,point,,0.318220481274693
134249,48,2020-05-25,2020-08-23,90 day ahead inc death,point,,0.301525593944461
134250,48,2020-05-25,2020-08-24,91 day ahead inc death,point,,0.285704784067548
134251,48,2020-05-25,2020-08-25,92 day ahead inc death,point,,0.27071248627839894
134252,48,2020-05-25,2020-08-26,93 day ahead inc death,point,,0.256505488442599
134253,48,2020-05-25,2020-08-27,94 day ahead inc death,point,,0.243042812611748
134254,48,2020-05-25,2020-08-28,95 day ahead inc death,point,,0.23028560171656
134255,48,2020-05-25,2020-08-29,96 day ahead inc death,point,,0.21819701175491002
134256,48,2020-05-25,2020-08-30,97 day ahead inc death,point,,0.206742109236984
134257,48,2020-05-25,2020-08-31,98 day ahead inc death,point,,0.195887773658797
134258,48,2020-05-25,2020-09-01,99 day ahead inc death,point,,0.18560260477738702
134259,48,2020-05-25,2020-09-02,100 day ahead inc death,point,,0.175856834475326
134260,48,2020-05-25,2020-09-03,101 day ahead inc death,point,,0.166622243001711
134261,48,2020-05-25,2020-09-04,102 day ahead inc death,point,,0.1578720793907
134262,48,2020-05-25,2020-09-05,103 day ahead inc death,point,,0.149580985861576
134263,48,2020-05-25,2020-09-06,104 day ahead inc death,point,,0.141724926015058
134264,48,2020-05-25,2020-09-07,105 day ahead inc death,point,,0.134281116645752
134265,48,2020-05-25,2020-09-08,106 day ahead inc death,point,,0.127227962995221
134266,48,2020-05-25,2020-09-09,107 day ahead inc death,point,,0.12054499728788
134267,48,2020-05-25,2020-09-10,108 day ahead inc death,point,,0.114212820382818
134268,48,2020-05-25,2020-09-11,109 day ahead inc death,point,,0.10821304639466699
134269,48,2020-05-25,2020-09-12,110 day ahead inc death,point,,0.102528250140267
134270,48,2020-05-25,2020-09-13,111 day ahead inc death,point,,0.0971419172658443
134271,48,2020-05-25,2020-09-14,112 day ahead inc death,point,,0.0920383969287286
134272,48,2020-05-25,2020-09-15,113 day ahead inc death,point,,0.0872028569053782
134273,48,2020-05-25,2020-09-16,114 day ahead inc death,point,,0.0826212410022436
134274,48,2020-05-25,2020-09-17,115 day ahead inc death,point,,0.0782802286580591
134275,48,2020-05-25,2020-09-18,116 day ahead inc death,point,,0.07416719662660401
134276,48,2020-05-25,2020-09-19,117 day ahead inc death,point,,0.0702701826330667
134277,48,2020-05-25,2020-09-20,118 day ahead inc death,point,,0.06657785090988
134278,48,2020-05-25,2020-09-21,119 day ahead inc death,point,,0.0630794595101634
134279,48,2020-05-25,2020-09-22,120 day ahead inc death,point,,0.0597648293155544
134280,48,2020-05-25,2020-09-23,121 day ahead inc death,point,,0.0566243146458874
134281,48,2020-05-25,2020-09-24,122 day ahead inc death,point,,0.0536487753952315
134282,48,2020-05-25,2020-09-25,123 day ahead inc death,point,,0.0508295506119794
134283,48,2020-05-25,2020-09-26,124 day ahead inc death,point,,0.0481584334497711
134284,48,2020-05-25,2020-09-27,125 day ahead inc death,point,,0.0456276474228616
134285,48,2020-05-25,2020-09-28,126 day ahead inc death,point,,0.0432298238943076
134286,48,2020-05-25,2020-09-29,127 day ahead inc death,point,,0.0409579807346745
134287,48,2020-05-25,2020-09-30,128 day ahead inc death,point,,0.0388055020939646
134288,48,2020-05-25,2020-10-01,129 day ahead inc death,point,,0.0367661192258311
134289,48,2020-05-25,2020-10-02,130 day ahead inc death,point,,0.0348338923126903
137280,49,2020-05-25,2020-05-26,1 day ahead inc death,point,,2.09469247770365
137281,49,2020-05-25,2020-05-27,2 day ahead inc death,point,,2.09915682678805
137282,49,2020-05-25,2020-05-28,3 day ahead inc death,point,,2.1003286939597197
137283,49,2020-05-25,2020-05-29,4 day ahead inc death,point,,2.09722002118235
137284,49,2020-05-25,2020-05-30,5 day ahead inc death,point,,2.08892086210804
137285,49,2020-05-25,2020-05-31,6 day ahead inc death,point,,2.0747163087303897
137286,49,2020-05-25,2020-06-01,7 day ahead inc death,point,,2.05417395421848
137287,49,2020-05-25,2020-06-02,8 day ahead inc death,point,,2.02718252302722
137288,49,2020-05-25,2020-06-03,9 day ahead inc death,point,,1.9939396319537401
137289,49,2020-05-25,2020-06-04,10 day ahead inc death,point,,1.9549010175908301
137290,49,2020-05-25,2020-06-05,11 day ahead inc death,point,,1.91070966629756
137291,49,2020-05-25,2020-06-06,12 day ahead inc death,point,,1.86212175455771
137292,49,2020-05-25,2020-06-07,13 day ahead inc death,point,,1.8099408632812601
137293,49,2020-05-25,2020-06-08,14 day ahead inc death,point,,1.7549660549302502
137294,49,2020-05-25,2020-06-09,15 day ahead inc death,point,,1.6979549505171
137295,49,2020-05-25,2020-06-10,16 day ahead inc death,point,,1.6396003202690301
137296,49,2020-05-25,2020-06-11,17 day ahead inc death,point,,1.58051756338351
137297,49,2020-05-25,2020-06-12,18 day ahead inc death,point,,1.52124026215148
137298,49,2020-05-25,2020-06-13,19 day ahead inc death,point,,1.4622212967262598
137299,49,2020-05-25,2020-06-14,20 day ahead inc death,point,,1.4038374944361698
137300,49,2020-05-25,2020-06-15,21 day ahead inc death,point,,1.34639629135998
137301,49,2020-05-25,2020-06-16,22 day ahead inc death,point,,1.29014332496561
137302,49,2020-05-25,2020-06-17,23 day ahead inc death,point,,1.23527022932467
137303,49,2020-05-25,2020-06-18,24 day ahead inc death,point,,1.1819221701071598
137304,49,2020-05-25,2020-06-19,25 day ahead inc death,point,,1.1302048478503701
137305,49,2020-05-25,2020-06-20,26 day ahead inc death,point,,1.08019083043672
137306,49,2020-05-25,2020-06-21,27 day ahead inc death,point,,1.03192516390556
137307,49,2020-05-25,2020-06-22,28 day ahead inc death,point,,0.985430266860732
137308,49,2020-05-25,2020-06-23,29 day ahead inc death,point,,0.9407101473521491
137309,49,2020-05-25,2020-06-24,30 day ahead inc death,point,,0.897753999349391
137310,49,2020-05-25,2020-06-25,31 day ahead inc death,point,,0.856539243976016
137311,49,2020-05-25,2020-06-26,32 day ahead inc death,point,,0.817034082209972
137312,49,2020-05-25,2020-06-27,33 day ahead inc death,point,,0.7791996233259509
137313,49,2020-05-25,2020-06-28,34 day ahead inc death,point,,0.7429916486861708
137314,49,2020-05-25,2020-06-29,35 day ahead inc death,point,,0.708362064722337
137315,49,2020-05-25,2020-06-30,36 day ahead inc death,point,,0.6752600928286651
137316,49,2020-05-25,2020-07-01,37 day ahead inc death,point,,0.6436332378571021
137317,49,2020-05-25,2020-07-02,38 day ahead inc death,point,,0.613428071238616
137318,49,2020-05-25,2020-07-03,39 day ahead inc death,point,,0.584590859582988
137319,49,2020-05-25,2020-07-04,40 day ahead inc death,point,,0.5570680649952641
137320,49,2020-05-25,2020-07-05,41 day ahead inc death,point,,0.530806739290426
137321,49,2020-05-25,2020-07-06,42 day ahead inc death,point,,0.505754830768922
137322,49,2020-05-25,2020-07-07,43 day ahead inc death,point,,0.481861419187823
137323,49,2020-05-25,2020-07-08,44 day ahead inc death,point,,0.459076891980743
137324,49,2020-05-25,2020-07-09,45 day ahead inc death,point,,0.437353072588678
137325,49,2020-05-25,2020-07-10,46 day ahead inc death,point,,0.416643309916878
137326,49,2020-05-25,2020-07-11,47 day ahead inc death,point,,0.39690253637894607
137327,49,2020-05-25,2020-07-12,48 day ahead inc death,point,,0.378087300691192
137328,49,2020-05-25,2020-07-13,49 day ahead inc death,point,,0.36015578049398295
137329,49,2020-05-25,2020-07-14,50 day ahead inc death,point,,0.343067778974898
137330,49,2020-05-25,2020-07-15,51 day ahead inc death,point,,0.32678470891755795
137331,49,2020-05-25,2020-07-16,52 day ahead inc death,point,,0.311269566979263
137332,49,2020-05-25,2020-07-17,53 day ahead inc death,point,,0.296486900485604
137333,49,2020-05-25,2020-07-18,54 day ahead inc death,point,,0.28240276860552194
137334,49,2020-05-25,2020-07-19,55 day ahead inc death,point,,0.268984699420258
137335,49,2020-05-25,2020-07-20,56 day ahead inc death,point,,0.256201644110405
137336,49,2020-05-25,2020-07-21,57 day ahead inc death,point,,0.244023929248357
137337,49,2020-05-25,2020-07-22,58 day ahead inc death,point,,0.23242320798885896
137338,49,2020-05-25,2020-07-23,59 day ahead inc death,point,,0.221372410789087
137339,49,2020-05-25,2020-07-24,60 day ahead inc death,point,,0.210845696160447
137340,49,2020-05-25,2020-07-25,61 day ahead inc death,point,,0.200818401845964
137341,49,2020-05-25,2020-07-26,62 day ahead inc death,point,,0.19126699672983702
137342,49,2020-05-25,2020-07-27,63 day ahead inc death,point,,0.18216903371489898
137343,49,2020-05-25,2020-07-28,64 day ahead inc death,point,,0.173503103745475
137344,49,2020-05-25,2020-07-29,65 day ahead inc death,point,,0.16524879110568202
137345,49,2020-05-25,2020-07-30,66 day ahead inc death,point,,0.157386630086108
137346,49,2020-05-25,2020-07-31,67 day ahead inc death,point,,0.149898063079974
137347,49,2020-05-25,2020-08-01,68 day ahead inc death,point,,0.14276540014643
137348,49,2020-05-25,2020-08-02,69 day ahead inc death,point,,0.135971780057872
137349,49,2020-05-25,2020-08-03,70 day ahead inc death,point,,0.129501132833127
137350,49,2020-05-25,2020-08-04,71 day ahead inc death,point,,0.12333814374611099
137351,49,2020-05-25,2020-08-05,72 day ahead inc death,point,,0.11746821878944
137352,49,2020-05-25,2020-08-06,73 day ahead inc death,point,,0.111877451565533
137353,49,2020-05-25,2020-08-07,74 day ahead inc death,point,,0.10655259157169901
137354,49,2020-05-25,2020-08-08,75 day ahead inc death,point,,0.101481013842033
137355,49,2020-05-25,2020-08-09,76 day ahead inc death,point,,0.0966506899056299
137356,49,2020-05-25,2020-08-10,77 day ahead inc death,point,,0.0920501600183741
137357,49,2020-05-25,2020-08-11,78 day ahead inc death,point,,0.0876685066247944
137358,49,2020-05-25,2020-08-12,79 day ahead inc death,point,,0.0834953290057285
137359,49,2020-05-25,2020-08-13,80 day ahead inc death,point,,0.0795207190666645
137360,49,2020-05-25,2020-08-14,81 day ahead inc death,point,,0.0757352382231318
137361,49,2020-05-25,2020-08-15,82 day ahead inc death,point,,0.0721298953387759
137362,49,2020-05-25,2020-08-16,83 day ahead inc death,point,,0.0686961256734264
137363,49,2020-05-25,2020-08-17,84 day ahead inc death,point,,0.0654257707986119
137364,49,2020-05-25,2020-08-18,85 day ahead inc death,point,,0.0623110594400771
137365,49,2020-05-25,2020-08-19,86 day ahead inc death,point,,0.0593445892068871
137366,49,2020-05-25,2020-08-20,87 day ahead inc death,point,,0.0565193091690617
137367,49,2020-05-25,2020-08-21,88 day ahead inc death,point,,0.0538285032456827
137368,49,2020-05-25,2020-08-22,89 day ahead inc death,point,,0.0512657743684599
137369,49,2020-05-25,2020-08-23,90 day ahead inc death,point,,0.048825029385057
137370,49,2020-05-25,2020-08-24,91 day ahead inc death,point,,0.0465004646695775
137371,49,2020-05-25,2020-08-25,92 day ahead inc death,point,,0.0442865524078968
137372,49,2020-05-25,2020-08-26,93 day ahead inc death,point,,0.0421780275270578
137373,49,2020-05-25,2020-08-27,94 day ahead inc death,point,,0.0401698752392861
137374,49,2020-05-25,2020-08-28,95 day ahead inc death,point,,0.0382573191723736
137375,49,2020-05-25,2020-08-29,96 day ahead inc death,point,,0.036435810059487
137376,49,2020-05-25,2020-08-30,97 day ahead inc death,point,,0.0347010149624793
137377,49,2020-05-25,2020-08-31,98 day ahead inc death,point,,0.0330488070035813
137378,49,2020-05-25,2020-09-01,99 day ahead inc death,point,,0.031475255582734
137379,49,2020-05-25,2020-09-02,100 day ahead inc death,point,,0.0299766170566897
137380,49,2020-05-25,2020-09-03,101 day ahead inc death,point,,0.0285493258595864
137381,49,2020-05-25,2020-09-04,102 day ahead inc death,point,,0.0271899860431972
137382,49,2020-05-25,2020-09-05,103 day ahead inc death,point,,0.0258953632182113
137383,49,2020-05-25,2020-09-06,104 day ahead inc death,point,,0.0246623768767904
137384,49,2020-05-25,2020-09-07,105 day ahead inc death,point,,0.0234880930792372
137385,49,2020-05-25,2020-09-08,106 day ahead inc death,point,,0.0223697174872939
137386,49,2020-05-25,2020-09-09,107 day ahead inc death,point,,0.0213045887276166
137387,49,2020-05-25,2020-09-10,108 day ahead inc death,point,,0.0202901720702471
137388,49,2020-05-25,2020-09-11,109 day ahead inc death,point,,0.0193240534070185
137389,49,2020-05-25,2020-09-12,110 day ahead inc death,point,,0.0184039335156001
137390,49,2020-05-25,2020-09-13,111 day ahead inc death,point,,0.0175276225959067
137391,49,2020-05-25,2020-09-14,112 day ahead inc death,point,,0.0166930350660266
137392,49,2020-05-25,2020-09-15,113 day ahead inc death,point,,0.015898184605021
137393,49,2020-05-25,2020-09-16,114 day ahead inc death,point,,0.0151411794315663
137394,49,2020-05-25,2020-09-17,115 day ahead inc death,point,,0.0144202178065029
137395,49,2020-05-25,2020-09-18,116 day ahead inc death,point,,0.0137335837492856
137396,49,2020-05-25,2020-09-19,117 day ahead inc death,point,,0.0130796429580755
137397,49,2020-05-25,2020-09-20,118 day ahead inc death,point,,0.0124568389234128
137398,49,2020-05-25,2020-09-21,119 day ahead inc death,point,,0.0118636892270274
137399,49,2020-05-25,2020-09-22,120 day ahead inc death,point,,0.0112987820161834
137400,49,2020-05-25,2020-09-23,121 day ahead inc death,point,,0.0107607726460515
137401,49,2020-05-25,2020-09-24,122 day ahead inc death,point,,0.0102483804813573
137402,49,2020-05-25,2020-09-25,123 day ahead inc death,point,,0.009760385850370309
137403,49,2020-05-25,2020-09-26,124 day ahead inc death,point,,0.009295627143586671
137404,49,2020-05-25,2020-09-27,125 day ahead inc death,point,,0.008852998050542741
137405,49,2020-05-25,2020-09-28,126 day ahead inc death,point,,0.00843144492799297
137406,49,2020-05-25,2020-09-29,127 day ahead inc death,point,,0.008029964293143621
137407,49,2020-05-25,2020-09-30,128 day ahead inc death,point,,0.00764760043634283
137408,49,2020-05-25,2020-10-01,129 day ahead inc death,point,,0.0072834431472301705
137409,49,2020-05-25,2020-10-02,130 day ahead inc death,point,,0.00693662554905927
140400,51,2020-05-25,2020-05-26,1 day ahead inc death,point,,28.3412537899899
140401,51,2020-05-25,2020-05-27,2 day ahead inc death,point,,27.9274006908529
140402,51,2020-05-25,2020-05-28,3 day ahead inc death,point,,27.553328159387497
140403,51,2020-05-25,2020-05-29,4 day ahead inc death,point,,27.2134505085805
140404,51,2020-05-25,2020-05-30,5 day ahead inc death,point,,26.9029759992554
140405,51,2020-05-25,2020-05-31,6 day ahead inc death,point,,26.617794030813
140406,51,2020-05-25,2020-06-01,7 day ahead inc death,point,,26.354378356468303
140407,51,2020-05-25,2020-06-02,8 day ahead inc death,point,,26.1097040470293
140408,51,2020-05-25,2020-06-03,9 day ahead inc death,point,,25.8811762505231
140409,51,2020-05-25,2020-06-04,10 day ahead inc death,point,,25.666569072301197
140410,51,2020-05-25,2020-06-05,11 day ahead inc death,point,,25.463973138192397
140411,51,2020-05-25,2020-06-06,12 day ahead inc death,point,,25.2717506074098
140412,51,2020-05-25,2020-06-07,13 day ahead inc death,point,,25.088496577062397
140413,51,2020-05-25,2020-06-08,14 day ahead inc death,point,,24.9130059703934
140414,51,2020-05-25,2020-06-09,15 day ahead inc death,point,,24.744245129804302
140415,51,2020-05-25,2020-06-10,16 day ahead inc death,point,,24.581327446343302
140416,51,2020-05-25,2020-06-11,17 day ahead inc death,point,,24.423492452255
140417,51,2020-05-25,2020-06-12,18 day ahead inc death,point,,24.2700878846226
140418,51,2020-05-25,2020-06-13,19 day ahead inc death,point,,24.120554298010997
140419,51,2020-05-25,2020-06-14,20 day ahead inc death,point,,23.9744118639644
140420,51,2020-05-25,2020-06-15,21 day ahead inc death,point,,23.8312490466592
140421,51,2020-05-25,2020-06-16,22 day ahead inc death,point,,23.6907128881339
140422,51,2020-05-25,2020-06-17,23 day ahead inc death,point,,23.552500674396
140423,51,2020-05-25,2020-06-18,24 day ahead inc death,point,,23.416352786184202
140424,51,2020-05-25,2020-06-19,25 day ahead inc death,point,,23.2820465660461
140425,51,2020-05-25,2020-06-20,26 day ahead inc death,point,,23.1493910573017
140426,51,2020-05-25,2020-06-21,27 day ahead inc death,point,,23.0182224909865
140427,51,2020-05-25,2020-06-22,28 day ahead inc death,point,,22.888400414467696
140428,51,2020-05-25,2020-06-23,29 day ahead inc death,point,,22.7598043705364
140429,51,2020-05-25,2020-06-24,30 day ahead inc death,point,,22.6323310487312
140430,51,2020-05-25,2020-06-25,31 day ahead inc death,point,,22.5058918417717
140431,51,2020-05-25,2020-06-26,32 day ahead inc death,point,,22.380410749516603
140432,51,2020-05-25,2020-06-27,33 day ahead inc death,point,,22.255822581042104
140433,51,2020-05-25,2020-06-28,34 day ahead inc death,point,,22.132071412462
140434,51,2020-05-25,2020-06-29,35 day ahead inc death,point,,22.009109264129602
140435,51,2020-05-25,2020-06-30,36 day ahead inc death,point,,21.8868949660318
140436,51,2020-05-25,2020-07-01,37 day ahead inc death,point,,21.765393184616602
140437,51,2020-05-25,2020-07-02,38 day ahead inc death,point,,21.644573588103
140438,51,2020-05-25,2020-07-03,39 day ahead inc death,point,,21.524410130577103
140439,51,2020-05-25,2020-07-04,40 day ahead inc death,point,,21.4048804379872
140440,51,2020-05-25,2020-07-05,41 day ahead inc death,point,,21.2859652815437
140441,51,2020-05-25,2020-07-06,42 day ahead inc death,point,,21.167648126097
140442,51,2020-05-25,2020-07-07,43 day ahead inc death,point,,21.0499147428218
140443,51,2020-05-25,2020-07-08,44 day ahead inc death,point,,20.9327528770737
140444,51,2020-05-25,2020-07-09,45 day ahead inc death,point,,20.8161519635573
140445,51,2020-05-25,2020-07-10,46 day ahead inc death,point,,20.700102882086
140446,51,2020-05-25,2020-07-11,47 day ahead inc death,point,,20.5845977481513
140447,51,2020-05-25,2020-07-12,48 day ahead inc death,point,,20.4696297333562
140448,51,2020-05-25,2020-07-13,49 day ahead inc death,point,,20.355192911457802
140449,51,2020-05-25,2020-07-14,50 day ahead inc death,point,,20.241282126378803
140450,51,2020-05-25,2020-07-15,51 day ahead inc death,point,,20.127892879062102
140451,51,2020-05-25,2020-07-16,52 day ahead inc death,point,,20.0150212304843
140452,51,2020-05-25,2020-07-17,53 day ahead inc death,point,,19.9026637185289
140453,51,2020-05-25,2020-07-18,54 day ahead inc death,point,,19.790817286751
140454,51,2020-05-25,2020-07-19,55 day ahead inc death,point,,19.679479223334102
140455,51,2020-05-25,2020-07-20,56 day ahead inc death,point,,19.568647108792
140456,51,2020-05-25,2020-07-21,57 day ahead inc death,point,,19.4583187711714
140457,51,2020-05-25,2020-07-22,58 day ahead inc death,point,,19.348492247684103
140458,51,2020-05-25,2020-07-23,59 day ahead inc death,point,,19.2391657518556
140459,51,2020-05-25,2020-07-24,60 day ahead inc death,point,,19.130337645403
140460,51,2020-05-25,2020-07-25,61 day ahead inc death,point,,19.022006414169898
140461,51,2020-05-25,2020-07-26,62 day ahead inc death,point,,18.9141706475402
140462,51,2020-05-25,2020-07-27,63 day ahead inc death,point,,18.8068290208307
140463,51,2020-05-25,2020-07-28,64 day ahead inc death,point,,18.699980280246102
140464,51,2020-05-25,2020-07-29,65 day ahead inc death,point,,18.593623230023198
