location,type,quantile,value,target_end_date,forecast_date,target
05,point,,28,2021-06-05,2021-05-24,2 wk ahead inc death
05,point,,1379,2021-06-12,2021-05-24,3 wk ahead inc case
05,point,,29,2021-06-12,2021-05-24,3 wk ahead inc death
05,point,,1386,2021-06-19,2021-05-24,4 wk ahead inc case
05,point,,29,2021-06-19,2021-05-24,4 wk ahead inc death
06,point,,6551,2021-05-29,2021-05-24,1 wk ahead inc case
06,point,,237,2021-05-29,2021-05-24,1 wk ahead inc death
06,point,,5713,2021-06-05,2021-05-24,2 wk ahead inc case
06,point,,188,2021-06-05,2021-05-24,2 wk ahead inc death
06,point,,5012,2021-06-12,2021-05-24,3 wk ahead inc case
06,point,,144,2021-06-12,2021-05-24,3 wk ahead inc death
06,point,,4472,2021-06-19,2021-05-24,4 wk ahead inc case
06,point,,116,2021-06-19,2021-05-24,4 wk ahead inc death
08,point,,4531,2021-05-29,2021-05-24,1 wk ahead inc case
08,point,,70,2021-05-29,2021-05-24,1 wk ahead inc death
08,point,,3577,2021-06-05,2021-05-24,2 wk ahead inc case
08,point,,72,2021-06-05,2021-05-24,2 wk ahead inc death
08,point,,2767,2021-06-12,2021-05-24,3 wk ahead inc case
08,point,,75,2021-06-12,2021-05-24,3 wk ahead inc death
08,point,,2184,2021-06-19,2021-05-24,4 wk ahead inc case
08,point,,77,2021-06-19,2021-05-24,4 wk ahead inc death
09,point,,1349,2021-05-29,2021-05-24,1 wk ahead inc case
09,point,,37,2021-05-29,2021-05-24,1 wk ahead inc death
09,point,,895,2021-06-05,2021-05-24,2 wk ahead inc case
09,point,,38,2021-06-05,2021-05-24,2 wk ahead inc death
09,point,,576,2021-06-12,2021-05-24,3 wk ahead inc case
09,point,,37,2021-06-12,2021-05-24,3 wk ahead inc death
09,point,,196,2021-06-19,2021-05-24,4 wk ahead inc case
09,point,,38,2021-06-19,2021-05-24,4 wk ahead inc death
10,point,,613,2021-05-29,2021-05-24,1 wk ahead inc case
10,point,,8,2021-05-29,2021-05-24,1 wk ahead inc death
10,point,,549,2021-06-05,2021-05-24,2 wk ahead inc case
10,point,,9,2021-06-05,2021-05-24,2 wk ahead inc death
10,point,,495,2021-06-12,2021-05-24,3 wk ahead inc case
10,point,,9,2021-06-12,2021-05-24,3 wk ahead inc death
10,point,,463,2021-06-19,2021-05-24,4 wk ahead inc case
10,point,,9,2021-06-19,2021-05-24,4 wk ahead inc death
11,point,,195,2021-05-29,2021-05-24,1 wk ahead inc case
11,point,,8,2021-05-29,2021-05-24,1 wk ahead inc death
11,point,,196,2021-06-05,2021-05-24,2 wk ahead inc case
11,point,,7,2021-06-05,2021-05-24,2 wk ahead inc death
11,point,,201,2021-06-12,2021-05-24,3 wk ahead inc case
11,point,,7,2021-06-12,2021-05-24,3 wk ahead inc death
11,point,,200,2021-06-19,2021-05-24,4 wk ahead inc case
11,point,,7,2021-06-19,2021-05-24,4 wk ahead inc death
12,point,,15775,2021-05-29,2021-05-24,1 wk ahead inc case
12,point,,372,2021-05-29,2021-05-24,1 wk ahead inc death
12,point,,13417,2021-06-05,2021-05-24,2 wk ahead inc case
12,point,,363,2021-06-05,2021-05-24,2 wk ahead inc death
12,point,,11224,2021-06-12,2021-05-24,3 wk ahead inc case
12,point,,353,2021-06-12,2021-05-24,3 wk ahead inc death
12,point,,9448,2021-06-19,2021-05-24,4 wk ahead inc case
12,point,,343,2021-06-19,2021-05-24,4 wk ahead inc death
13,point,,3526,2021-05-29,2021-05-24,1 wk ahead inc case
13,point,,156,2021-05-29,2021-05-24,1 wk ahead inc death
13,point,,2832,2021-06-05,2021-05-24,2 wk ahead inc case
13,point,,156,2021-06-05,2021-05-24,2 wk ahead inc death
13,point,,2242,2021-06-12,2021-05-24,3 wk ahead inc case
13,point,,156,2021-06-12,2021-05-24,3 wk ahead inc death
13,point,,1786,2021-06-19,2021-05-24,4 wk ahead inc case
13,point,,159,2021-06-19,2021-05-24,4 wk ahead inc death
15,point,,520,2021-05-29,2021-05-24,1 wk ahead inc case
15,point,,4,2021-05-29,2021-05-24,1 wk ahead inc death
15,point,,552,2021-06-05,2021-05-24,2 wk ahead inc case
15,point,,4,2021-06-05,2021-05-24,2 wk ahead inc death
15,point,,555,2021-06-12,2021-05-24,3 wk ahead inc case
15,point,,4,2021-06-12,2021-05-24,3 wk ahead inc death
15,point,,557,2021-06-19,2021-05-24,4 wk ahead inc case
15,point,,4,2021-06-19,2021-05-24,4 wk ahead inc death
16,point,,1174,2021-05-29,2021-05-24,1 wk ahead inc case
16,point,,11,2021-05-29,2021-05-24,1 wk ahead inc death
16,point,,1165,2021-06-05,2021-05-24,2 wk ahead inc case
16,point,,11,2021-06-05,2021-05-24,2 wk ahead inc death
16,point,,1157,2021-06-12,2021-05-24,3 wk ahead inc case
16,point,,12,2021-06-12,2021-05-24,3 wk ahead inc death
16,point,,1146,2021-06-19,2021-05-24,4 wk ahead inc case
16,point,,12,2021-06-19,2021-05-24,4 wk ahead inc death
17,point,,6879,2021-05-29,2021-05-24,1 wk ahead inc case
17,point,,217,2021-05-29,2021-05-24,1 wk ahead inc death
17,point,,5312,2021-06-05,2021-05-24,2 wk ahead inc case
17,point,,213,2021-06-05,2021-05-24,2 wk ahead inc death
17,point,,3997,2021-06-12,2021-05-24,3 wk ahead inc case
17,point,,216,2021-06-12,2021-05-24,3 wk ahead inc death
17,point,,3014,2021-06-19,2021-05-24,4 wk ahead inc case
17,point,,215,2021-06-19,2021-05-24,4 wk ahead inc death
18,point,,3815,2021-05-29,2021-05-24,1 wk ahead inc case
18,point,,82,2021-05-29,2021-05-24,1 wk ahead inc death
18,point,,3074,2021-06-05,2021-05-24,2 wk ahead inc case
18,point,,84,2021-06-05,2021-05-24,2 wk ahead inc death
18,point,,2391,2021-06-12,2021-05-24,3 wk ahead inc case
18,point,,86,2021-06-12,2021-05-24,3 wk ahead inc death
18,point,,1867,2021-06-19,2021-05-24,4 wk ahead inc case
18,point,,87,2021-06-19,2021-05-24,4 wk ahead inc death
19,point,,1112,2021-05-29,2021-05-24,1 wk ahead inc case
19,point,,32,2021-05-29,2021-05-24,1 wk ahead inc death
19,point,,940,2021-06-05,2021-05-24,2 wk ahead inc case
19,point,,31,2021-06-05,2021-05-24,2 wk ahead inc death
19,point,,844,2021-06-12,2021-05-24,3 wk ahead inc case
19,point,,31,2021-06-12,2021-05-24,3 wk ahead inc death
19,point,,756,2021-06-19,2021-05-24,4 wk ahead inc case
19,point,,31,2021-06-19,2021-05-24,4 wk ahead inc death
20,point,,1336,2021-05-29,2021-05-24,1 wk ahead inc case
20,point,,23,2021-05-29,2021-05-24,1 wk ahead inc death
20,point,,1466,2021-06-05,2021-05-24,2 wk ahead inc case
20,point,,23,2021-06-05,2021-05-24,2 wk ahead inc death
20,point,,1587,2021-06-12,2021-05-24,3 wk ahead inc case
20,point,,24,2021-06-12,2021-05-24,3 wk ahead inc death
20,point,,1768,2021-06-19,2021-05-24,4 wk ahead inc case
20,point,,25,2021-06-19,2021-05-24,4 wk ahead inc death
21,point,,3044,2021-05-29,2021-05-24,1 wk ahead inc case
21,point,,59,2021-05-29,2021-05-24,1 wk ahead inc death
21,point,,2945,2021-06-05,2021-05-24,2 wk ahead inc case
21,point,,56,2021-06-05,2021-05-24,2 wk ahead inc death
21,point,,2824,2021-06-12,2021-05-24,3 wk ahead inc case
21,point,,55,2021-06-12,2021-05-24,3 wk ahead inc death
21,point,,2755,2021-06-19,2021-05-24,4 wk ahead inc case
21,point,,52,2021-06-19,2021-05-24,4 wk ahead inc death
22,point,,3056,2021-05-29,2021-05-24,1 wk ahead inc case
22,point,,46,2021-05-29,2021-05-24,1 wk ahead inc death
22,point,,3070,2021-06-05,2021-05-24,2 wk ahead inc case
22,point,,45,2021-06-05,2021-05-24,2 wk ahead inc death
22,point,,3101,2021-06-12,2021-05-24,3 wk ahead inc case
22,point,,45,2021-06-12,2021-05-24,3 wk ahead inc death
22,point,,3154,2021-06-19,2021-05-24,4 wk ahead inc case
22,point,,45,2021-06-19,2021-05-24,4 wk ahead inc death
23,point,,1065,2021-05-29,2021-05-24,1 wk ahead inc case
23,point,,14,2021-05-29,2021-05-24,1 wk ahead inc death
23,point,,975,2021-06-05,2021-05-24,2 wk ahead inc case
23,point,,15,2021-06-05,2021-05-24,2 wk ahead inc death
23,point,,905,2021-06-12,2021-05-24,3 wk ahead inc case
23,point,,16,2021-06-12,2021-05-24,3 wk ahead inc death
23,point,,870,2021-06-19,2021-05-24,4 wk ahead inc case
23,point,,17,2021-06-19,2021-05-24,4 wk ahead inc death
24,point,,1905,2021-05-29,2021-05-24,1 wk ahead inc case
24,point,,65,2021-05-29,2021-05-24,1 wk ahead inc death
24,point,,1650,2021-06-05,2021-05-24,2 wk ahead inc case
24,point,,59,2021-06-05,2021-05-24,2 wk ahead inc death
24,point,,1448,2021-06-12,2021-05-24,3 wk ahead inc case
24,point,,58,2021-06-12,2021-05-24,3 wk ahead inc death
24,point,,1289,2021-06-19,2021-05-24,4 wk ahead inc case
24,point,,56,2021-06-19,2021-05-24,4 wk ahead inc death
25,point,,2221,2021-05-29,2021-05-24,1 wk ahead inc case
25,point,,71,2021-05-29,2021-05-24,1 wk ahead inc death
25,point,,1599,2021-06-05,2021-05-24,2 wk ahead inc case
25,point,,72,2021-06-05,2021-05-24,2 wk ahead inc death
25,point,,1298,2021-06-12,2021-05-24,3 wk ahead inc case
25,point,,72,2021-06-12,2021-05-24,3 wk ahead inc death
25,point,,1030,2021-06-19,2021-05-24,4 wk ahead inc case
25,point,,73,2021-06-19,2021-05-24,4 wk ahead inc death
26,point,,8255,2021-05-29,2021-05-24,1 wk ahead inc case
26,point,,353,2021-05-29,2021-05-24,1 wk ahead inc death
26,point,,7450,2021-06-05,2021-05-24,2 wk ahead inc case
26,point,,333,2021-06-05,2021-05-24,2 wk ahead inc death
26,point,,6966,2021-06-12,2021-05-24,3 wk ahead inc case
26,point,,324,2021-06-12,2021-05-24,3 wk ahead inc death
26,point,,6603,2021-06-19,2021-05-24,4 wk ahead inc case
26,point,,318,2021-06-19,2021-05-24,4 wk ahead inc death
27,point,,3240,2021-05-29,2021-05-24,1 wk ahead inc case
27,point,,65,2021-05-29,2021-05-24,1 wk ahead inc death
27,point,,2342,2021-06-05,2021-05-24,2 wk ahead inc case
27,point,,62,2021-06-05,2021-05-24,2 wk ahead inc death
27,point,,1690,2021-06-12,2021-05-24,3 wk ahead inc case
27,point,,60,2021-06-12,2021-05-24,3 wk ahead inc death
27,point,,1387,2021-06-19,2021-05-24,4 wk ahead inc case
27,point,,58,2021-06-19,2021-05-24,4 wk ahead inc death
28,point,,1219,2021-05-29,2021-05-24,1 wk ahead inc case
28,point,,23,2021-05-29,2021-05-24,1 wk ahead inc death
28,point,,1175,2021-06-05,2021-05-24,2 wk ahead inc case
28,point,,22,2021-06-05,2021-05-24,2 wk ahead inc death
28,point,,1108,2021-06-12,2021-05-24,3 wk ahead inc case
28,point,,21,2021-06-12,2021-05-24,3 wk ahead inc death
28,point,,1071,2021-06-19,2021-05-24,4 wk ahead inc case
28,point,,20,2021-06-19,2021-05-24,4 wk ahead inc death
29,point,,2777,2021-05-29,2021-05-24,1 wk ahead inc case
29,point,,92,2021-05-29,2021-05-24,1 wk ahead inc death
29,point,,2748,2021-06-05,2021-05-24,2 wk ahead inc case
29,point,,108,2021-06-05,2021-05-24,2 wk ahead inc death
29,point,,2635,2021-06-12,2021-05-24,3 wk ahead inc case
29,point,,107,2021-06-12,2021-05-24,3 wk ahead inc death
29,point,,2503,2021-06-19,2021-05-24,4 wk ahead inc case
29,point,,111,2021-06-19,2021-05-24,4 wk ahead inc death
30,point,,375,2021-05-29,2021-05-24,1 wk ahead inc case
30,point,,8,2021-05-29,2021-05-24,1 wk ahead inc death
30,point,,329,2021-06-05,2021-05-24,2 wk ahead inc case
30,point,,9,2021-06-05,2021-05-24,2 wk ahead inc death
30,point,,324,2021-06-12,2021-05-24,3 wk ahead inc case
30,point,,10,2021-06-12,2021-05-24,3 wk ahead inc death
30,point,,320,2021-06-19,2021-05-24,4 wk ahead inc case
30,point,,9,2021-06-19,2021-05-24,4 wk ahead inc death
31,point,,274,2021-05-29,2021-05-24,1 wk ahead inc case
31,point,,0,2021-05-29,2021-05-24,1 wk ahead inc death
31,point,,172,2021-06-05,2021-05-24,2 wk ahead inc case
31,point,,0,2021-06-05,2021-05-24,2 wk ahead inc death
31,point,,102,2021-06-12,2021-05-24,3 wk ahead inc case
31,point,,0,2021-06-12,2021-05-24,3 wk ahead inc death
31,point,,56,2021-06-19,2021-05-24,4 wk ahead inc case
31,point,,0,2021-06-19,2021-05-24,4 wk ahead inc death
32,point,,1523,2021-05-29,2021-05-24,1 wk ahead inc case
32,point,,25,2021-05-29,2021-05-24,1 wk ahead inc death
32,point,,1316,2021-06-05,2021-05-24,2 wk ahead inc case
32,point,,23,2021-06-05,2021-05-24,2 wk ahead inc death
32,point,,1132,2021-06-12,2021-05-24,3 wk ahead inc case
32,point,,23,2021-06-12,2021-05-24,3 wk ahead inc death
32,point,,996,2021-06-19,2021-05-24,4 wk ahead inc case
32,point,,22,2021-06-19,2021-05-24,4 wk ahead inc death
33,point,,494,2021-05-29,2021-05-24,1 wk ahead inc case
33,point,,15,2021-05-29,2021-05-24,1 wk ahead inc death
33,point,,406,2021-06-05,2021-05-24,2 wk ahead inc case
33,point,,15,2021-06-05,2021-05-24,2 wk ahead inc death
33,point,,344,2021-06-12,2021-05-24,3 wk ahead inc case
33,point,,16,2021-06-12,2021-05-24,3 wk ahead inc death
33,point,,314,2021-06-19,2021-05-24,4 wk ahead inc case
33,point,,16,2021-06-19,2021-05-24,4 wk ahead inc death
34,point,,2944,2021-05-29,2021-05-24,1 wk ahead inc case
34,point,,121,2021-05-29,2021-05-24,1 wk ahead inc death
34,point,,3287,2021-06-05,2021-05-24,2 wk ahead inc case
34,point,,110,2021-06-05,2021-05-24,2 wk ahead inc death
34,point,,3253,2021-06-12,2021-05-24,3 wk ahead inc case
34,point,,97,2021-06-12,2021-05-24,3 wk ahead inc death
34,point,,3232,2021-06-19,2021-05-24,4 wk ahead inc case
34,point,,84,2021-06-19,2021-05-24,4 wk ahead inc death
35,point,,1009,2021-05-29,2021-05-24,1 wk ahead inc case
35,point,,20,2021-05-29,2021-05-24,1 wk ahead inc death
35,point,,889,2021-06-05,2021-05-24,2 wk ahead inc case
35,point,,20,2021-06-05,2021-05-24,2 wk ahead inc death
35,point,,772,2021-06-12,2021-05-24,3 wk ahead inc case
35,point,,19,2021-06-12,2021-05-24,3 wk ahead inc death
35,point,,681,2021-06-19,2021-05-24,4 wk ahead inc case
35,point,,20,2021-06-19,2021-05-24,4 wk ahead inc death
36,point,,6995,2021-05-29,2021-05-24,1 wk ahead inc case
36,point,,156,2021-05-29,2021-05-24,1 wk ahead inc death
36,point,,5222,2021-06-05,2021-05-24,2 wk ahead inc case
36,point,,138,2021-06-05,2021-05-24,2 wk ahead inc death
36,point,,3723,2021-06-12,2021-05-24,3 wk ahead inc case
36,point,,124,2021-06-12,2021-05-24,3 wk ahead inc death
36,point,,2546,2021-06-19,2021-05-24,4 wk ahead inc case
36,point,,116,2021-06-19,2021-05-24,4 wk ahead inc death
37,point,,5614,2021-05-29,2021-05-24,1 wk ahead inc case
37,point,,88,2021-05-29,2021-05-24,1 wk ahead inc death
37,point,,5318,2021-06-05,2021-05-24,2 wk ahead inc case
37,point,,88,2021-06-05,2021-05-24,2 wk ahead inc death
37,point,,4328,2021-06-12,2021-05-24,3 wk ahead inc case
37,point,,86,2021-06-12,2021-05-24,3 wk ahead inc death
37,point,,3670,2021-06-19,2021-05-24,4 wk ahead inc case
37,point,,86,2021-06-19,2021-05-24,4 wk ahead inc death
38,point,,427,2021-05-29,2021-05-24,1 wk ahead inc case
38,point,,3,2021-05-29,2021-05-24,1 wk ahead inc death
38,point,,366,2021-06-05,2021-05-24,2 wk ahead inc case
38,point,,3,2021-06-05,2021-05-24,2 wk ahead inc death
38,point,,312,2021-06-12,2021-05-24,3 wk ahead inc case
38,point,,3,2021-06-12,2021-05-24,3 wk ahead inc death
38,point,,264,2021-06-19,2021-05-24,4 wk ahead inc case
38,point,,3,2021-06-19,2021-05-24,4 wk ahead inc death
39,point,,6135,2021-05-29,2021-05-24,1 wk ahead inc case
39,point,,0,2021-05-29,2021-05-24,1 wk ahead inc death
39,point,,5575,2021-06-05,2021-05-24,2 wk ahead inc case
39,point,,0,2021-06-05,2021-05-24,2 wk ahead inc death
39,point,,5172,2021-06-12,2021-05-24,3 wk ahead inc case
39,point,,0,2021-06-12,2021-05-24,3 wk ahead inc death
39,point,,4715,2021-06-19,2021-05-24,4 wk ahead inc case
39,point,,0,2021-06-19,2021-05-24,4 wk ahead inc death
40,point,,778,2021-05-29,2021-05-24,1 wk ahead inc case
40,point,,40,2021-05-29,2021-05-24,1 wk ahead inc death
40,point,,733,2021-06-05,2021-05-24,2 wk ahead inc case
40,point,,40,2021-06-05,2021-05-24,2 wk ahead inc death
40,point,,719,2021-06-12,2021-05-24,3 wk ahead inc case
40,point,,40,2021-06-12,2021-05-24,3 wk ahead inc death
40,point,,743,2021-06-19,2021-05-24,4 wk ahead inc case
40,point,,41,2021-06-19,2021-05-24,4 wk ahead inc death
41,point,,2709,2021-05-29,2021-05-24,1 wk ahead inc case
41,point,,40,2021-05-29,2021-05-24,1 wk ahead inc death
41,point,,2555,2021-06-05,2021-05-24,2 wk ahead inc case
41,point,,38,2021-06-05,2021-05-24,2 wk ahead inc death
41,point,,2602,2021-06-12,2021-05-24,3 wk ahead inc case
41,point,,40,2021-06-12,2021-05-24,3 wk ahead inc death
41,point,,2626,2021-06-19,2021-05-24,4 wk ahead inc case
41,point,,39,2021-06-19,2021-05-24,4 wk ahead inc death
42,point,,8446,2021-05-29,2021-05-24,1 wk ahead inc case
42,point,,253,2021-05-29,2021-05-24,1 wk ahead inc death
42,point,,8231,2021-06-05,2021-05-24,2 wk ahead inc case
42,point,,253,2021-06-05,2021-05-24,2 wk ahead inc death
42,point,,8303,2021-06-12,2021-05-24,3 wk ahead inc case
42,point,,254,2021-06-12,2021-05-24,3 wk ahead inc death
42,point,,8386,2021-06-19,2021-05-24,4 wk ahead inc case
42,point,,255,2021-06-19,2021-05-24,4 wk ahead inc death
44,point,,804,2021-05-29,2021-05-24,1 wk ahead inc case
44,point,,4,2021-05-29,2021-05-24,1 wk ahead inc death
44,point,,752,2021-06-05,2021-05-24,2 wk ahead inc case
44,point,,3,2021-06-05,2021-05-24,2 wk ahead inc death
44,point,,706,2021-06-12,2021-05-24,3 wk ahead inc case
44,point,,3,2021-06-12,2021-05-24,3 wk ahead inc death
44,point,,663,2021-06-19,2021-05-24,4 wk ahead inc case
44,point,,2,2021-06-19,2021-05-24,4 wk ahead inc death
45,point,,2053,2021-05-29,2021-05-24,1 wk ahead inc case
45,point,,41,2021-05-29,2021-05-24,1 wk ahead inc death
45,point,,1681,2021-06-05,2021-05-24,2 wk ahead inc case
45,point,,35,2021-06-05,2021-05-24,2 wk ahead inc death
45,point,,1382,2021-06-12,2021-05-24,3 wk ahead inc case
45,point,,29,2021-06-12,2021-05-24,3 wk ahead inc death
45,point,,1121,2021-06-19,2021-05-24,4 wk ahead inc case
45,point,,26,2021-06-19,2021-05-24,4 wk ahead inc death
46,point,,208,2021-05-29,2021-05-24,1 wk ahead inc case
46,point,,12,2021-05-29,2021-05-24,1 wk ahead inc death
46,point,,172,2021-06-05,2021-05-24,2 wk ahead inc case
46,point,,11,2021-06-05,2021-05-24,2 wk ahead inc death
46,point,,131,2021-06-12,2021-05-24,3 wk ahead inc case
46,point,,11,2021-06-12,2021-05-24,3 wk ahead inc death
46,point,,96,2021-06-19,2021-05-24,4 wk ahead inc case
46,point,,11,2021-06-19,2021-05-24,4 wk ahead inc death
47,point,,2586,2021-05-29,2021-05-24,1 wk ahead inc case
47,point,,59,2021-05-29,2021-05-24,1 wk ahead inc death
47,point,,2441,2021-06-05,2021-05-24,2 wk ahead inc case
47,point,,63,2021-06-05,2021-05-24,2 wk ahead inc death
47,point,,2419,2021-06-12,2021-05-24,3 wk ahead inc case
47,point,,60,2021-06-12,2021-05-24,3 wk ahead inc death
47,point,,2314,2021-06-19,2021-05-24,4 wk ahead inc case
47,point,,61,2021-06-19,2021-05-24,4 wk ahead inc death
48,point,,10939,2021-05-29,2021-05-24,1 wk ahead inc case
48,point,,256,2021-05-29,2021-05-24,1 wk ahead inc death
48,point,,9911,2021-06-05,2021-05-24,2 wk ahead inc case
48,point,,238,2021-06-05,2021-05-24,2 wk ahead inc death
48,point,,9117,2021-06-12,2021-05-24,3 wk ahead inc case
48,point,,221,2021-06-12,2021-05-24,3 wk ahead inc death
48,point,,8560,2021-06-19,2021-05-24,4 wk ahead inc case
48,point,,206,2021-06-19,2021-05-24,4 wk ahead inc death
49,point,,1822,2021-05-29,2021-05-24,1 wk ahead inc case
49,point,,32,2021-05-29,2021-05-24,1 wk ahead inc death
49,point,,1866,2021-06-05,2021-05-24,2 wk ahead inc case
49,point,,30,2021-06-05,2021-05-24,2 wk ahead inc death
49,point,,1858,2021-06-12,2021-05-24,3 wk ahead inc case
49,point,,30,2021-06-12,2021-05-24,3 wk ahead inc death
49,point,,1845,2021-06-19,2021-05-24,4 wk ahead inc case
49,point,,31,2021-06-19,2021-05-24,4 wk ahead inc death
50,point,,169,2021-05-29,2021-05-24,1 wk ahead inc case
50,point,,2,2021-05-29,2021-05-24,1 wk ahead inc death
50,point,,134,2021-06-05,2021-05-24,2 wk ahead inc case
50,point,,2,2021-06-05,2021-05-24,2 wk ahead inc death
50,point,,105,2021-06-12,2021-05-24,3 wk ahead inc case
50,point,,2,2021-06-12,2021-05-24,3 wk ahead inc death
50,point,,79,2021-06-19,2021-05-24,4 wk ahead inc case
50,point,,2,2021-06-19,2021-05-24,4 wk ahead inc death
51,point,,2346,2021-05-29,2021-05-24,1 wk ahead inc case
51,point,,120,2021-05-29,2021-05-24,1 wk ahead inc death
51,point,,2365,2021-06-05,2021-05-24,2 wk ahead inc case
51,point,,121,2021-06-05,2021-05-24,2 wk ahead inc death
51,point,,2353,2021-06-12,2021-05-24,3 wk ahead inc case
51,point,,134,2021-06-12,2021-05-24,3 wk ahead inc death
51,point,,2441,2021-06-19,2021-05-24,4 wk ahead inc case
51,point,,143,2021-06-19,2021-05-24,4 wk ahead inc death
53,point,,3439,2021-05-29,2021-05-24,1 wk ahead inc case
53,point,,80,2021-05-29,2021-05-24,1 wk ahead inc death
53,point,,3242,2021-06-05,2021-05-24,2 wk ahead inc case
53,point,,82,2021-06-05,2021-05-24,2 wk ahead inc death
53,point,,3114,2021-06-12,2021-05-24,3 wk ahead inc case
53,point,,85,2021-06-12,2021-05-24,3 wk ahead inc death
53,point,,2990,2021-06-19,2021-05-24,4 wk ahead inc case
53,point,,88,2021-06-19,2021-05-24,4 wk ahead inc death
54,point,,771,2021-05-29,2021-05-24,1 wk ahead inc case
54,point,,19,2021-05-29,2021-05-24,1 wk ahead inc death
54,point,,1349,2021-06-05,2021-05-24,2 wk ahead inc case
54,point,,16,2021-06-05,2021-05-24,2 wk ahead inc death
54,point,,1308,2021-06-12,2021-05-24,3 wk ahead inc case
54,point,,15,2021-06-12,2021-05-24,3 wk ahead inc death
54,point,,1212,2021-06-19,2021-05-24,4 wk ahead inc case
54,point,,15,2021-06-19,2021-05-24,4 wk ahead inc death
55,point,,2371,2021-05-29,2021-05-24,1 wk ahead inc case
55,point,,42,2021-05-29,2021-05-24,1 wk ahead inc death
55,point,,2133,2021-06-05,2021-05-24,2 wk ahead inc case
55,point,,42,2021-06-05,2021-05-24,2 wk ahead inc death
55,point,,1902,2021-06-12,2021-05-24,3 wk ahead inc case
55,point,,42,2021-06-12,2021-05-24,3 wk ahead inc death
55,point,,1776,2021-06-19,2021-05-24,4 wk ahead inc case
55,point,,41,2021-06-19,2021-05-24,4 wk ahead inc death
56,point,,639,2021-05-29,2021-05-24,1 wk ahead inc case
56,point,,2,2021-05-29,2021-05-24,1 wk ahead inc death
56,point,,613,2021-06-05,2021-05-24,2 wk ahead inc case
56,point,,2,2021-06-05,2021-05-24,2 wk ahead inc death
56,point,,620,2021-06-12,2021-05-24,3 wk ahead inc case
56,point,,2,2021-06-12,2021-05-24,3 wk ahead inc death
56,point,,626,2021-06-19,2021-05-24,4 wk ahead inc case
56,point,,2,2021-06-19,2021-05-24,4 wk ahead inc death
US,point,,133350,2021-05-29,2021-05-24,1 wk ahead inc case
US,point,,3508,2021-05-29,2021-05-24,1 wk ahead inc death
US,point,,99842,2021-06-05,2021-05-24,2 wk ahead inc case
US,point,,3232,2021-06-05,2021-05-24,2 wk ahead inc death
US,point,,73585,2021-06-12,2021-05-24,3 wk ahead inc case
US,point,,2881,2021-06-12,2021-05-24,3 wk ahead inc death
US,point,,54994,2021-06-19,2021-05-24,4 wk ahead inc case
US,point,,2626,2021-06-19,2021-05-24,4 wk ahead inc death
