location,type,quantile,value,target_end_date,forecast_date,target
02,point,,476,2021-06-05,2021-05-17,3 wk ahead inc case
02,point,,2,2021-06-05,2021-05-17,3 wk ahead inc death
02,point,,417,2021-06-12,2021-05-17,4 wk ahead inc case
02,point,,2,2021-06-12,2021-05-17,4 wk ahead inc death
04,point,,4182,2021-05-22,2021-05-17,1 wk ahead inc case
04,point,,61,2021-05-22,2021-05-17,1 wk ahead inc death
04,point,,4090,2021-05-29,2021-05-17,2 wk ahead inc case
04,point,,61,2021-05-29,2021-05-17,2 wk ahead inc death
04,point,,4015,2021-06-05,2021-05-17,3 wk ahead inc case
04,point,,60,2021-06-05,2021-05-17,3 wk ahead inc death
04,point,,3927,2021-06-12,2021-05-17,4 wk ahead inc case
04,point,,61,2021-06-12,2021-05-17,4 wk ahead inc death
05,point,,1279,2021-05-22,2021-05-17,1 wk ahead inc case
05,point,,33,2021-05-22,2021-05-17,1 wk ahead inc death
05,point,,1253,2021-05-29,2021-05-17,2 wk ahead inc case
05,point,,35,2021-05-29,2021-05-17,2 wk ahead inc death
05,point,,1233,2021-06-05,2021-05-17,3 wk ahead inc case
05,point,,35,2021-06-05,2021-05-17,3 wk ahead inc death
05,point,,1194,2021-06-12,2021-05-17,4 wk ahead inc case
05,point,,35,2021-06-12,2021-05-17,4 wk ahead inc death
06,point,,9367,2021-05-22,2021-05-17,1 wk ahead inc case
06,point,,334,2021-05-22,2021-05-17,1 wk ahead inc death
06,point,,8686,2021-05-29,2021-05-17,2 wk ahead inc case
06,point,,302,2021-05-29,2021-05-17,2 wk ahead inc death
06,point,,7986,2021-06-05,2021-05-17,3 wk ahead inc case
06,point,,270,2021-06-05,2021-05-17,3 wk ahead inc death
06,point,,7413,2021-06-12,2021-05-17,4 wk ahead inc case
06,point,,242,2021-06-12,2021-05-17,4 wk ahead inc death
08,point,,6711,2021-05-22,2021-05-17,1 wk ahead inc case
08,point,,80,2021-05-22,2021-05-17,1 wk ahead inc death
08,point,,5867,2021-05-29,2021-05-17,2 wk ahead inc case
08,point,,89,2021-05-29,2021-05-17,2 wk ahead inc death
08,point,,5071,2021-06-05,2021-05-17,3 wk ahead inc case
08,point,,95,2021-06-05,2021-05-17,3 wk ahead inc death
08,point,,4600,2021-06-12,2021-05-17,4 wk ahead inc case
08,point,,101,2021-06-12,2021-05-17,4 wk ahead inc death
09,point,,2101,2021-05-22,2021-05-17,1 wk ahead inc case
09,point,,36,2021-05-22,2021-05-17,1 wk ahead inc death
09,point,,1713,2021-05-29,2021-05-17,2 wk ahead inc case
09,point,,34,2021-05-29,2021-05-17,2 wk ahead inc death
09,point,,1376,2021-06-05,2021-05-17,3 wk ahead inc case
09,point,,32,2021-06-05,2021-05-17,3 wk ahead inc death
09,point,,964,2021-06-12,2021-05-17,4 wk ahead inc case
09,point,,31,2021-06-12,2021-05-17,4 wk ahead inc death
10,point,,765,2021-05-22,2021-05-17,1 wk ahead inc case
10,point,,11,2021-05-22,2021-05-17,1 wk ahead inc death
10,point,,655,2021-05-29,2021-05-17,2 wk ahead inc case
10,point,,11,2021-05-29,2021-05-17,2 wk ahead inc death
10,point,,589,2021-06-05,2021-05-17,3 wk ahead inc case
10,point,,11,2021-06-05,2021-05-17,3 wk ahead inc death
10,point,,542,2021-06-12,2021-05-17,4 wk ahead inc case
10,point,,11,2021-06-12,2021-05-17,4 wk ahead inc death
11,point,,314,2021-05-22,2021-05-17,1 wk ahead inc case
11,point,,6,2021-05-22,2021-05-17,1 wk ahead inc death
11,point,,329,2021-05-29,2021-05-17,2 wk ahead inc case
11,point,,7,2021-05-29,2021-05-17,2 wk ahead inc death
11,point,,333,2021-06-05,2021-05-17,3 wk ahead inc case
11,point,,7,2021-06-05,2021-05-17,3 wk ahead inc death
11,point,,336,2021-06-12,2021-05-17,4 wk ahead inc case
11,point,,7,2021-06-12,2021-05-17,4 wk ahead inc death
12,point,,19244,2021-05-22,2021-05-17,1 wk ahead inc case
12,point,,402,2021-05-22,2021-05-17,1 wk ahead inc death
12,point,,16562,2021-05-29,2021-05-17,2 wk ahead inc case
12,point,,389,2021-05-29,2021-05-17,2 wk ahead inc death
12,point,,13962,2021-06-05,2021-05-17,3 wk ahead inc case
12,point,,377,2021-06-05,2021-05-17,3 wk ahead inc death
12,point,,11778,2021-06-12,2021-05-17,4 wk ahead inc case
12,point,,376,2021-06-12,2021-05-17,4 wk ahead inc death
13,point,,5012,2021-05-22,2021-05-17,1 wk ahead inc case
13,point,,133,2021-05-22,2021-05-17,1 wk ahead inc death
13,point,,4511,2021-05-29,2021-05-17,2 wk ahead inc case
13,point,,127,2021-05-29,2021-05-17,2 wk ahead inc death
13,point,,4137,2021-06-05,2021-05-17,3 wk ahead inc case
13,point,,125,2021-06-05,2021-05-17,3 wk ahead inc death
13,point,,3791,2021-06-12,2021-05-17,4 wk ahead inc case
13,point,,123,2021-06-12,2021-05-17,4 wk ahead inc death
15,point,,663,2021-05-22,2021-05-17,1 wk ahead inc case
15,point,,5,2021-05-22,2021-05-17,1 wk ahead inc death
15,point,,665,2021-05-29,2021-05-17,2 wk ahead inc case
15,point,,5,2021-05-29,2021-05-17,2 wk ahead inc death
15,point,,671,2021-06-05,2021-05-17,3 wk ahead inc case
15,point,,5,2021-06-05,2021-05-17,3 wk ahead inc death
15,point,,679,2021-06-12,2021-05-17,4 wk ahead inc case
15,point,,5,2021-06-12,2021-05-17,4 wk ahead inc death
16,point,,1120,2021-05-22,2021-05-17,1 wk ahead inc case
16,point,,8,2021-05-22,2021-05-17,1 wk ahead inc death
16,point,,1072,2021-05-29,2021-05-17,2 wk ahead inc case
16,point,,7,2021-05-29,2021-05-17,2 wk ahead inc death
16,point,,1035,2021-06-05,2021-05-17,3 wk ahead inc case
16,point,,7,2021-06-05,2021-05-17,3 wk ahead inc death
16,point,,997,2021-06-12,2021-05-17,4 wk ahead inc case
16,point,,8,2021-06-12,2021-05-17,4 wk ahead inc death
17,point,,9049,2021-05-22,2021-05-17,1 wk ahead inc case
17,point,,244,2021-05-22,2021-05-17,1 wk ahead inc death
17,point,,6905,2021-05-29,2021-05-17,2 wk ahead inc case
17,point,,252,2021-05-29,2021-05-17,2 wk ahead inc death
17,point,,5174,2021-06-05,2021-05-17,3 wk ahead inc case
17,point,,259,2021-06-05,2021-05-17,3 wk ahead inc death
17,point,,3846,2021-06-12,2021-05-17,4 wk ahead inc case
17,point,,265,2021-06-12,2021-05-17,4 wk ahead inc death
18,point,,5581,2021-05-22,2021-05-17,1 wk ahead inc case
18,point,,63,2021-05-22,2021-05-17,1 wk ahead inc death
18,point,,5444,2021-05-29,2021-05-17,2 wk ahead inc case
18,point,,60,2021-05-29,2021-05-17,2 wk ahead inc death
18,point,,5156,2021-06-05,2021-05-17,3 wk ahead inc case
18,point,,60,2021-06-05,2021-05-17,3 wk ahead inc death
18,point,,4853,2021-06-12,2021-05-17,4 wk ahead inc case
18,point,,59,2021-06-12,2021-05-17,4 wk ahead inc death
19,point,,1305,2021-05-22,2021-05-17,1 wk ahead inc case
19,point,,26,2021-05-22,2021-05-17,1 wk ahead inc death
19,point,,1033,2021-05-29,2021-05-17,2 wk ahead inc case
19,point,,25,2021-05-29,2021-05-17,2 wk ahead inc death
19,point,,853,2021-06-05,2021-05-17,3 wk ahead inc case
19,point,,22,2021-06-05,2021-05-17,3 wk ahead inc death
19,point,,686,2021-06-12,2021-05-17,4 wk ahead inc case
19,point,,22,2021-06-12,2021-05-17,4 wk ahead inc death
20,point,,1270,2021-05-22,2021-05-17,1 wk ahead inc case
20,point,,26,2021-05-22,2021-05-17,1 wk ahead inc death
20,point,,1359,2021-05-29,2021-05-17,2 wk ahead inc case
20,point,,27,2021-05-29,2021-05-17,2 wk ahead inc death
20,point,,1514,2021-06-05,2021-05-17,3 wk ahead inc case
20,point,,28,2021-06-05,2021-05-17,3 wk ahead inc death
20,point,,1658,2021-06-12,2021-05-17,4 wk ahead inc case
20,point,,29,2021-06-12,2021-05-17,4 wk ahead inc death
21,point,,3438,2021-05-22,2021-05-17,1 wk ahead inc case
21,point,,67,2021-05-22,2021-05-17,1 wk ahead inc death
21,point,,3417,2021-05-29,2021-05-17,2 wk ahead inc case
21,point,,63,2021-05-29,2021-05-17,2 wk ahead inc death
21,point,,3404,2021-06-05,2021-05-17,3 wk ahead inc case
21,point,,61,2021-06-05,2021-05-17,3 wk ahead inc death
21,point,,3442,2021-06-12,2021-05-17,4 wk ahead inc case
21,point,,58,2021-06-12,2021-05-17,4 wk ahead inc death
22,point,,3041,2021-05-22,2021-05-17,1 wk ahead inc case
22,point,,47,2021-05-22,2021-05-17,1 wk ahead inc death
22,point,,3027,2021-05-29,2021-05-17,2 wk ahead inc case
22,point,,47,2021-05-29,2021-05-17,2 wk ahead inc death
22,point,,3045,2021-06-05,2021-05-17,3 wk ahead inc case
22,point,,46,2021-06-05,2021-05-17,3 wk ahead inc death
22,point,,3052,2021-06-12,2021-05-17,4 wk ahead inc case
22,point,,45,2021-06-12,2021-05-17,4 wk ahead inc death
23,point,,1575,2021-05-22,2021-05-17,1 wk ahead inc case
23,point,,5,2021-05-22,2021-05-17,1 wk ahead inc death
23,point,,1508,2021-05-29,2021-05-17,2 wk ahead inc case
23,point,,5,2021-05-29,2021-05-17,2 wk ahead inc death
23,point,,1480,2021-06-05,2021-05-17,3 wk ahead inc case
23,point,,5,2021-06-05,2021-05-17,3 wk ahead inc death
23,point,,1470,2021-06-12,2021-05-17,4 wk ahead inc case
23,point,,5,2021-06-12,2021-05-17,4 wk ahead inc death
24,point,,2229,2021-05-22,2021-05-17,1 wk ahead inc case
24,point,,81,2021-05-22,2021-05-17,1 wk ahead inc death
24,point,,1567,2021-05-29,2021-05-17,2 wk ahead inc case
24,point,,78,2021-05-29,2021-05-17,2 wk ahead inc death
24,point,,1137,2021-06-05,2021-05-17,3 wk ahead inc case
24,point,,75,2021-06-05,2021-05-17,3 wk ahead inc death
24,point,,803,2021-06-12,2021-05-17,4 wk ahead inc case
24,point,,71,2021-06-12,2021-05-17,4 wk ahead inc death
25,point,,3792,2021-05-22,2021-05-17,1 wk ahead inc case
25,point,,58,2021-05-22,2021-05-17,1 wk ahead inc death
25,point,,3477,2021-05-29,2021-05-17,2 wk ahead inc case
25,point,,58,2021-05-29,2021-05-17,2 wk ahead inc death
25,point,,3119,2021-06-05,2021-05-17,3 wk ahead inc case
25,point,,55,2021-06-05,2021-05-17,3 wk ahead inc death
25,point,,2989,2021-06-12,2021-05-17,4 wk ahead inc case
25,point,,53,2021-06-12,2021-05-17,4 wk ahead inc death
26,point,,11276,2021-05-22,2021-05-17,1 wk ahead inc case
26,point,,428,2021-05-22,2021-05-17,1 wk ahead inc death
26,point,,9619,2021-05-29,2021-05-17,2 wk ahead inc case
26,point,,413,2021-05-29,2021-05-17,2 wk ahead inc death
26,point,,8666,2021-06-05,2021-05-17,3 wk ahead inc case
26,point,,410,2021-06-05,2021-05-17,3 wk ahead inc death
26,point,,8224,2021-06-12,2021-05-17,4 wk ahead inc case
26,point,,408,2021-06-12,2021-05-17,4 wk ahead inc death
27,point,,5420,2021-05-22,2021-05-17,1 wk ahead inc case
27,point,,56,2021-05-22,2021-05-17,1 wk ahead inc death
27,point,,4344,2021-05-29,2021-05-17,2 wk ahead inc case
27,point,,46,2021-05-29,2021-05-17,2 wk ahead inc death
27,point,,3599,2021-06-05,2021-05-17,3 wk ahead inc case
27,point,,36,2021-06-05,2021-05-17,3 wk ahead inc death
27,point,,3182,2021-06-12,2021-05-17,4 wk ahead inc case
27,point,,27,2021-06-12,2021-05-17,4 wk ahead inc death
28,point,,1066,2021-05-22,2021-05-17,1 wk ahead inc case
28,point,,23,2021-05-22,2021-05-17,1 wk ahead inc death
28,point,,1012,2021-05-29,2021-05-17,2 wk ahead inc case
28,point,,22,2021-05-29,2021-05-17,2 wk ahead inc death
28,point,,962,2021-06-05,2021-05-17,3 wk ahead inc case
28,point,,21,2021-06-05,2021-05-17,3 wk ahead inc death
28,point,,913,2021-06-12,2021-05-17,4 wk ahead inc case
28,point,,19,2021-06-12,2021-05-17,4 wk ahead inc death
29,point,,2936,2021-05-22,2021-05-17,1 wk ahead inc case
29,point,,79,2021-05-22,2021-05-17,1 wk ahead inc death
29,point,,2954,2021-05-29,2021-05-17,2 wk ahead inc case
29,point,,78,2021-05-29,2021-05-17,2 wk ahead inc death
29,point,,2786,2021-06-05,2021-05-17,3 wk ahead inc case
29,point,,81,2021-06-05,2021-05-17,3 wk ahead inc death
29,point,,2623,2021-06-12,2021-05-17,4 wk ahead inc case
29,point,,84,2021-06-12,2021-05-17,4 wk ahead inc death
30,point,,670,2021-05-22,2021-05-17,1 wk ahead inc case
30,point,,13,2021-05-22,2021-05-17,1 wk ahead inc death
30,point,,615,2021-05-29,2021-05-17,2 wk ahead inc case
30,point,,14,2021-05-29,2021-05-17,2 wk ahead inc death
30,point,,623,2021-06-05,2021-05-17,3 wk ahead inc case
30,point,,14,2021-06-05,2021-05-17,3 wk ahead inc death
30,point,,621,2021-06-12,2021-05-17,4 wk ahead inc case
30,point,,14,2021-06-12,2021-05-17,4 wk ahead inc death
31,point,,374,2021-05-22,2021-05-17,1 wk ahead inc case
31,point,,13,2021-05-22,2021-05-17,1 wk ahead inc death
31,point,,249,2021-05-29,2021-05-17,2 wk ahead inc case
31,point,,16,2021-05-29,2021-05-17,2 wk ahead inc death
31,point,,129,2021-06-05,2021-05-17,3 wk ahead inc case
31,point,,13,2021-06-05,2021-05-17,3 wk ahead inc death
31,point,,67,2021-06-12,2021-05-17,4 wk ahead inc case
31,point,,13,2021-06-12,2021-05-17,4 wk ahead inc death
32,point,,2076,2021-05-22,2021-05-17,1 wk ahead inc case
32,point,,32,2021-05-22,2021-05-17,1 wk ahead inc death
32,point,,1836,2021-05-29,2021-05-17,2 wk ahead inc case
32,point,,31,2021-05-29,2021-05-17,2 wk ahead inc death
32,point,,1694,2021-06-05,2021-05-17,3 wk ahead inc case
32,point,,31,2021-06-05,2021-05-17,3 wk ahead inc death
32,point,,1600,2021-06-12,2021-05-17,4 wk ahead inc case
32,point,,31,2021-06-12,2021-05-17,4 wk ahead inc death
33,point,,949,2021-05-22,2021-05-17,1 wk ahead inc case
33,point,,17,2021-05-22,2021-05-17,1 wk ahead inc death
33,point,,925,2021-05-29,2021-05-17,2 wk ahead inc case
33,point,,19,2021-05-29,2021-05-17,2 wk ahead inc death
33,point,,929,2021-06-05,2021-05-17,3 wk ahead inc case
33,point,,18,2021-06-05,2021-05-17,3 wk ahead inc death
33,point,,937,2021-06-12,2021-05-17,4 wk ahead inc case
33,point,,18,2021-06-12,2021-05-17,4 wk ahead inc death
34,point,,2388,2021-05-22,2021-05-17,1 wk ahead inc case
34,point,,153,2021-05-22,2021-05-17,1 wk ahead inc death
34,point,,2026,2021-05-29,2021-05-17,2 wk ahead inc case
34,point,,146,2021-05-29,2021-05-17,2 wk ahead inc death
34,point,,2109,2021-06-05,2021-05-17,3 wk ahead inc case
34,point,,133,2021-06-05,2021-05-17,3 wk ahead inc death
34,point,,2195,2021-06-12,2021-05-17,4 wk ahead inc case
34,point,,120,2021-06-12,2021-05-17,4 wk ahead inc death
35,point,,1163,2021-05-22,2021-05-17,1 wk ahead inc case
35,point,,15,2021-05-22,2021-05-17,1 wk ahead inc death
35,point,,1018,2021-05-29,2021-05-17,2 wk ahead inc case
35,point,,12,2021-05-29,2021-05-17,2 wk ahead inc death
35,point,,905,2021-06-05,2021-05-17,3 wk ahead inc case
35,point,,10,2021-06-05,2021-05-17,3 wk ahead inc death
35,point,,819,2021-06-12,2021-05-17,4 wk ahead inc case
35,point,,8,2021-06-12,2021-05-17,4 wk ahead inc death
36,point,,11276,2021-05-22,2021-05-17,1 wk ahead inc case
36,point,,203,2021-05-22,2021-05-17,1 wk ahead inc death
36,point,,8733,2021-05-29,2021-05-17,2 wk ahead inc case
36,point,,194,2021-05-29,2021-05-17,2 wk ahead inc death
36,point,,6896,2021-06-05,2021-05-17,3 wk ahead inc case
36,point,,187,2021-06-05,2021-05-17,3 wk ahead inc death
36,point,,5447,2021-06-12,2021-05-17,4 wk ahead inc case
36,point,,186,2021-06-12,2021-05-17,4 wk ahead inc death
37,point,,8996,2021-05-22,2021-05-17,1 wk ahead inc case
37,point,,93,2021-05-22,2021-05-17,1 wk ahead inc death
37,point,,8381,2021-05-29,2021-05-17,2 wk ahead inc case
37,point,,88,2021-05-29,2021-05-17,2 wk ahead inc death
37,point,,7863,2021-06-05,2021-05-17,3 wk ahead inc case
37,point,,86,2021-06-05,2021-05-17,3 wk ahead inc death
37,point,,7230,2021-06-12,2021-05-17,4 wk ahead inc case
37,point,,83,2021-06-12,2021-05-17,4 wk ahead inc death
38,point,,632,2021-05-22,2021-05-17,1 wk ahead inc case
38,point,,4,2021-05-22,2021-05-17,1 wk ahead inc death
38,point,,595,2021-05-29,2021-05-17,2 wk ahead inc case
38,point,,4,2021-05-29,2021-05-17,2 wk ahead inc death
38,point,,548,2021-06-05,2021-05-17,3 wk ahead inc case
38,point,,4,2021-06-05,2021-05-17,3 wk ahead inc death
38,point,,502,2021-06-12,2021-05-17,4 wk ahead inc case
38,point,,4,2021-06-12,2021-05-17,4 wk ahead inc death
39,point,,6408,2021-05-22,2021-05-17,1 wk ahead inc case
39,point,,0,2021-05-22,2021-05-17,1 wk ahead inc death
39,point,,6390,2021-05-29,2021-05-17,2 wk ahead inc case
39,point,,0,2021-05-29,2021-05-17,2 wk ahead inc death
39,point,,6591,2021-06-05,2021-05-17,3 wk ahead inc case
39,point,,0,2021-06-05,2021-05-17,3 wk ahead inc death
39,point,,6784,2021-06-12,2021-05-17,4 wk ahead inc case
39,point,,0,2021-06-12,2021-05-17,4 wk ahead inc death
40,point,,822,2021-05-22,2021-05-17,1 wk ahead inc case
40,point,,42,2021-05-22,2021-05-17,1 wk ahead inc death
40,point,,721,2021-05-29,2021-05-17,2 wk ahead inc case
40,point,,43,2021-05-29,2021-05-17,2 wk ahead inc death
40,point,,656,2021-06-05,2021-05-17,3 wk ahead inc case
40,point,,45,2021-06-05,2021-05-17,3 wk ahead inc death
40,point,,628,2021-06-12,2021-05-17,4 wk ahead inc case
40,point,,48,2021-06-12,2021-05-17,4 wk ahead inc death
41,point,,4034,2021-05-22,2021-05-17,1 wk ahead inc case
41,point,,53,2021-05-22,2021-05-17,1 wk ahead inc death
41,point,,3980,2021-05-29,2021-05-17,2 wk ahead inc case
41,point,,52,2021-05-29,2021-05-17,2 wk ahead inc death
41,point,,4023,2021-06-05,2021-05-17,3 wk ahead inc case
41,point,,48,2021-06-05,2021-05-17,3 wk ahead inc death
41,point,,4047,2021-06-12,2021-05-17,4 wk ahead inc case
41,point,,48,2021-06-12,2021-05-17,4 wk ahead inc death
42,point,,9711,2021-05-22,2021-05-17,1 wk ahead inc case
42,point,,217,2021-05-22,2021-05-17,1 wk ahead inc death
42,point,,8877,2021-05-29,2021-05-17,2 wk ahead inc case
42,point,,209,2021-05-29,2021-05-17,2 wk ahead inc death
42,point,,8881,2021-06-05,2021-05-17,3 wk ahead inc case
42,point,,193,2021-06-05,2021-05-17,3 wk ahead inc death
42,point,,8757,2021-06-12,2021-05-17,4 wk ahead inc case
42,point,,184,2021-06-12,2021-05-17,4 wk ahead inc death
44,point,,621,2021-05-22,2021-05-17,1 wk ahead inc case
44,point,,13,2021-05-22,2021-05-17,1 wk ahead inc death
44,point,,394,2021-05-29,2021-05-17,2 wk ahead inc case
44,point,,13,2021-05-29,2021-05-17,2 wk ahead inc death
44,point,,171,2021-06-05,2021-05-17,3 wk ahead inc case
44,point,,13,2021-06-05,2021-05-17,3 wk ahead inc death
44,point,,0,2021-06-12,2021-05-17,4 wk ahead inc case
44,point,,12,2021-06-12,2021-05-17,4 wk ahead inc death
45,point,,3679,2021-05-22,2021-05-17,1 wk ahead inc case
45,point,,65,2021-05-22,2021-05-17,1 wk ahead inc death
45,point,,3437,2021-05-29,2021-05-17,2 wk ahead inc case
45,point,,60,2021-05-29,2021-05-17,2 wk ahead inc death
45,point,,3135,2021-06-05,2021-05-17,3 wk ahead inc case
45,point,,58,2021-06-05,2021-05-17,3 wk ahead inc death
45,point,,2839,2021-06-12,2021-05-17,4 wk ahead inc case
45,point,,55,2021-06-12,2021-05-17,4 wk ahead inc death
46,point,,327,2021-05-22,2021-05-17,1 wk ahead inc case
46,point,,14,2021-05-22,2021-05-17,1 wk ahead inc death
46,point,,238,2021-05-29,2021-05-17,2 wk ahead inc case
46,point,,14,2021-05-29,2021-05-17,2 wk ahead inc death
46,point,,154,2021-06-05,2021-05-17,3 wk ahead inc case
46,point,,15,2021-06-05,2021-05-17,3 wk ahead inc death
46,point,,80,2021-06-12,2021-05-17,4 wk ahead inc case
46,point,,15,2021-06-12,2021-05-17,4 wk ahead inc death
47,point,,3446,2021-05-22,2021-05-17,1 wk ahead inc case
47,point,,51,2021-05-22,2021-05-17,1 wk ahead inc death
47,point,,3295,2021-05-29,2021-05-17,2 wk ahead inc case
47,point,,51,2021-05-29,2021-05-17,2 wk ahead inc death
47,point,,3299,2021-06-05,2021-05-17,3 wk ahead inc case
47,point,,51,2021-06-05,2021-05-17,3 wk ahead inc death
47,point,,3223,2021-06-12,2021-05-17,4 wk ahead inc case
47,point,,53,2021-06-12,2021-05-17,4 wk ahead inc death
48,point,,12620,2021-05-22,2021-05-17,1 wk ahead inc case
48,point,,293,2021-05-22,2021-05-17,1 wk ahead inc death
48,point,,11491,2021-05-29,2021-05-17,2 wk ahead inc case
48,point,,273,2021-05-29,2021-05-17,2 wk ahead inc death
48,point,,10422,2021-06-05,2021-05-17,3 wk ahead inc case
48,point,,255,2021-06-05,2021-05-17,3 wk ahead inc death
48,point,,9871,2021-06-12,2021-05-17,4 wk ahead inc case
48,point,,238,2021-06-12,2021-05-17,4 wk ahead inc death
49,point,,2135,2021-05-22,2021-05-17,1 wk ahead inc case
49,point,,27,2021-05-22,2021-05-17,1 wk ahead inc death
49,point,,2154,2021-05-29,2021-05-17,2 wk ahead inc case
49,point,,28,2021-05-29,2021-05-17,2 wk ahead inc death
49,point,,2139,2021-06-05,2021-05-17,3 wk ahead inc case
49,point,,28,2021-06-05,2021-05-17,3 wk ahead inc death
49,point,,2130,2021-06-12,2021-05-17,4 wk ahead inc case
49,point,,28,2021-06-12,2021-05-17,4 wk ahead inc death
50,point,,303,2021-05-22,2021-05-17,1 wk ahead inc case
50,point,,2,2021-05-22,2021-05-17,1 wk ahead inc death
50,point,,275,2021-05-29,2021-05-17,2 wk ahead inc case
50,point,,2,2021-05-29,2021-05-17,2 wk ahead inc death
50,point,,238,2021-06-05,2021-05-17,3 wk ahead inc case
50,point,,2,2021-06-05,2021-05-17,3 wk ahead inc death
50,point,,204,2021-06-12,2021-05-17,4 wk ahead inc case
50,point,,2,2021-06-12,2021-05-17,4 wk ahead inc death
51,point,,2729,2021-05-22,2021-05-17,1 wk ahead inc case
51,point,,185,2021-05-22,2021-05-17,1 wk ahead inc death
51,point,,2377,2021-05-29,2021-05-17,2 wk ahead inc case
51,point,,211,2021-05-29,2021-05-17,2 wk ahead inc death
51,point,,2315,2021-06-05,2021-05-17,3 wk ahead inc case
51,point,,239,2021-06-05,2021-05-17,3 wk ahead inc death
51,point,,2379,2021-06-12,2021-05-17,4 wk ahead inc case
51,point,,261,2021-06-12,2021-05-17,4 wk ahead inc death
53,point,,8664,2021-05-22,2021-05-17,1 wk ahead inc case
53,point,,60,2021-05-22,2021-05-17,1 wk ahead inc death
53,point,,8647,2021-05-29,2021-05-17,2 wk ahead inc case
53,point,,63,2021-05-29,2021-05-17,2 wk ahead inc death
53,point,,8622,2021-06-05,2021-05-17,3 wk ahead inc case
53,point,,65,2021-06-05,2021-05-17,3 wk ahead inc death
53,point,,8746,2021-06-12,2021-05-17,4 wk ahead inc case
53,point,,67,2021-06-12,2021-05-17,4 wk ahead inc death
54,point,,1865,2021-05-22,2021-05-17,1 wk ahead inc case
54,point,,38,2021-05-22,2021-05-17,1 wk ahead inc death
54,point,,1768,2021-05-29,2021-05-17,2 wk ahead inc case
54,point,,35,2021-05-29,2021-05-17,2 wk ahead inc death
54,point,,1667,2021-06-05,2021-05-17,3 wk ahead inc case
54,point,,37,2021-06-05,2021-05-17,3 wk ahead inc death
54,point,,1560,2021-06-12,2021-05-17,4 wk ahead inc case
54,point,,37,2021-06-12,2021-05-17,4 wk ahead inc death
55,point,,2493,2021-05-22,2021-05-17,1 wk ahead inc case
55,point,,64,2021-05-22,2021-05-17,1 wk ahead inc death
55,point,,2082,2021-05-29,2021-05-17,2 wk ahead inc case
55,point,,65,2021-05-29,2021-05-17,2 wk ahead inc death
55,point,,1586,2021-06-05,2021-05-17,3 wk ahead inc case
55,point,,64,2021-06-05,2021-05-17,3 wk ahead inc death
55,point,,1475,2021-06-12,2021-05-17,4 wk ahead inc case
55,point,,63,2021-06-12,2021-05-17,4 wk ahead inc death
56,point,,468,2021-05-22,2021-05-17,1 wk ahead inc case
56,point,,2,2021-05-22,2021-05-17,1 wk ahead inc death
56,point,,474,2021-05-29,2021-05-17,2 wk ahead inc case
56,point,,2,2021-05-29,2021-05-17,2 wk ahead inc death
56,point,,483,2021-06-05,2021-05-17,3 wk ahead inc case
56,point,,2,2021-06-05,2021-05-17,3 wk ahead inc death
56,point,,485,2021-06-12,2021-05-17,4 wk ahead inc case
56,point,,2,2021-06-12,2021-05-17,4 wk ahead inc death
US,point,,192027,2021-05-22,2021-05-17,1 wk ahead inc case
US,point,,3946,2021-05-22,2021-05-17,1 wk ahead inc death
US,point,,157040,2021-05-29,2021-05-17,2 wk ahead inc case
US,point,,3713,2021-05-29,2021-05-17,2 wk ahead inc death
US,point,,130002,2021-06-05,2021-05-17,3 wk ahead inc case
US,point,,3522,2021-06-05,2021-05-17,3 wk ahead inc death
US,point,,106431,2021-06-12,2021-05-17,4 wk ahead inc case
US,point,,3347,2021-06-12,2021-05-17,4 wk ahead inc death
01,point,,2143,2021-05-29,2021-05-24,1 wk ahead inc case
01,point,,78,2021-05-29,2021-05-24,1 wk ahead inc death
01,point,,1967,2021-06-05,2021-05-24,2 wk ahead inc case
01,point,,78,2021-06-05,2021-05-24,2 wk ahead inc death
01,point,,1792,2021-06-12,2021-05-24,3 wk ahead inc case
01,point,,82,2021-06-12,2021-05-24,3 wk ahead inc death
01,point,,1670,2021-06-19,2021-05-24,4 wk ahead inc case
01,point,,85,2021-06-19,2021-05-24,4 wk ahead inc death
02,point,,455,2021-05-29,2021-05-24,1 wk ahead inc case
02,point,,2,2021-05-29,2021-05-24,1 wk ahead inc death
02,point,,410,2021-06-05,2021-05-24,2 wk ahead inc case
02,point,,1,2021-06-05,2021-05-24,2 wk ahead inc death
02,point,,359,2021-06-12,2021-05-24,3 wk ahead inc case
02,point,,1,2021-06-12,2021-05-24,3 wk ahead inc death
02,point,,301,2021-06-19,2021-05-24,4 wk ahead inc case
02,point,,1,2021-06-19,2021-05-24,4 wk ahead inc death
04,point,,3235,2021-05-29,2021-05-24,1 wk ahead inc case
04,point,,90,2021-05-29,2021-05-24,1 wk ahead inc death
04,point,,3111,2021-06-05,2021-05-24,2 wk ahead inc case
04,point,,94,2021-06-05,2021-05-24,2 wk ahead inc death
04,point,,3002,2021-06-12,2021-05-24,3 wk ahead inc case
04,point,,97,2021-06-12,2021-05-24,3 wk ahead inc death
04,point,,2948,2021-06-19,2021-05-24,4 wk ahead inc case
04,point,,98,2021-06-19,2021-05-24,4 wk ahead inc death
05,point,,1323,2021-05-29,2021-05-24,1 wk ahead inc case
05,point,,30,2021-05-29,2021-05-24,1 wk ahead inc death
05,point,,1345,2021-06-05,2021-05-24,2 wk ahead inc case
