location,forecast_date,value,target_end_date,target,type,quantile
42025,2020-08-05,68,2020-08-22,2 wk ahead inc case,point,
42027,2020-08-05,109,2020-08-22,2 wk ahead inc case,point,
42029,2020-08-05,422,2020-08-22,2 wk ahead inc case,point,
42031,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
42033,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
42035,2020-08-05,22,2020-08-22,2 wk ahead inc case,point,
42037,2020-08-05,47,2020-08-22,2 wk ahead inc case,point,
42039,2020-08-05,54,2020-08-22,2 wk ahead inc case,point,
42041,2020-08-05,45,2020-08-22,2 wk ahead inc case,point,
42043,2020-08-05,384,2020-08-22,2 wk ahead inc case,point,
42045,2020-08-05,1651,2020-08-22,2 wk ahead inc case,point,
42047,2020-08-05,32,2020-08-22,2 wk ahead inc case,point,
42049,2020-08-05,571,2020-08-22,2 wk ahead inc case,point,
42051,2020-08-05,192,2020-08-22,2 wk ahead inc case,point,
42053,2020-08-05,3,2020-08-22,2 wk ahead inc case,point,
42055,2020-08-05,129,2020-08-22,2 wk ahead inc case,point,
42057,2020-08-05,54,2020-08-22,2 wk ahead inc case,point,
42059,2020-08-05,11,2020-08-22,2 wk ahead inc case,point,
42061,2020-08-05,31,2020-08-22,2 wk ahead inc case,point,
42063,2020-08-05,141,2020-08-22,2 wk ahead inc case,point,
42065,2020-08-05,13,2020-08-22,2 wk ahead inc case,point,
42067,2020-08-05,20,2020-08-22,2 wk ahead inc case,point,
42069,2020-08-05,134,2020-08-22,2 wk ahead inc case,point,
42071,2020-08-05,859,2020-08-22,2 wk ahead inc case,point,
42073,2020-08-05,171,2020-08-22,2 wk ahead inc case,point,
42075,2020-08-05,118,2020-08-22,2 wk ahead inc case,point,
42077,2020-08-05,404,2020-08-22,2 wk ahead inc case,point,
42079,2020-08-05,416,2020-08-22,2 wk ahead inc case,point,
42081,2020-08-05,104,2020-08-22,2 wk ahead inc case,point,
42083,2020-08-05,12,2020-08-22,2 wk ahead inc case,point,
42085,2020-08-05,129,2020-08-22,2 wk ahead inc case,point,
42087,2020-08-05,57,2020-08-22,2 wk ahead inc case,point,
42089,2020-08-05,39,2020-08-22,2 wk ahead inc case,point,
42091,2020-08-05,937,2020-08-22,2 wk ahead inc case,point,
42093,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
42095,2020-08-05,329,2020-08-22,2 wk ahead inc case,point,
42097,2020-08-05,139,2020-08-22,2 wk ahead inc case,point,
42099,2020-08-05,39,2020-08-22,2 wk ahead inc case,point,
42101,2020-08-05,1912,2020-08-22,2 wk ahead inc case,point,
42103,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
42105,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
42107,2020-08-05,123,2020-08-22,2 wk ahead inc case,point,
42109,2020-08-05,32,2020-08-22,2 wk ahead inc case,point,
42111,2020-08-05,53,2020-08-22,2 wk ahead inc case,point,
42113,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
42115,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
42117,2020-08-05,11,2020-08-22,2 wk ahead inc case,point,
42119,2020-08-05,144,2020-08-22,2 wk ahead inc case,point,
42121,2020-08-05,3,2020-08-22,2 wk ahead inc case,point,
42123,2020-08-05,11,2020-08-22,2 wk ahead inc case,point,
42125,2020-08-05,166,2020-08-22,2 wk ahead inc case,point,
42127,2020-08-05,17,2020-08-22,2 wk ahead inc case,point,
42129,2020-08-05,396,2020-08-22,2 wk ahead inc case,point,
42131,2020-08-05,75,2020-08-22,2 wk ahead inc case,point,
42133,2020-08-05,457,2020-08-22,2 wk ahead inc case,point,
44001,2020-08-05,24,2020-08-22,2 wk ahead inc case,point,
44003,2020-08-05,145,2020-08-22,2 wk ahead inc case,point,
44005,2020-08-05,41,2020-08-22,2 wk ahead inc case,point,
44007,2020-08-05,1211,2020-08-22,2 wk ahead inc case,point,
44009,2020-08-05,28,2020-08-22,2 wk ahead inc case,point,
45001,2020-08-05,65,2020-08-22,2 wk ahead inc case,point,
45003,2020-08-05,577,2020-08-22,2 wk ahead inc case,point,
45005,2020-08-05,58,2020-08-22,2 wk ahead inc case,point,
45007,2020-08-05,700,2020-08-22,2 wk ahead inc case,point,
45009,2020-08-05,107,2020-08-22,2 wk ahead inc case,point,
45011,2020-08-05,147,2020-08-22,2 wk ahead inc case,point,
45013,2020-08-05,1137,2020-08-22,2 wk ahead inc case,point,
45015,2020-08-05,801,2020-08-22,2 wk ahead inc case,point,
45017,2020-08-05,123,2020-08-22,2 wk ahead inc case,point,
45019,2020-08-05,1942,2020-08-22,2 wk ahead inc case,point,
45021,2020-08-05,210,2020-08-22,2 wk ahead inc case,point,
45023,2020-08-05,207,2020-08-22,2 wk ahead inc case,point,
45025,2020-08-05,154,2020-08-22,2 wk ahead inc case,point,
45027,2020-08-05,164,2020-08-22,2 wk ahead inc case,point,
45029,2020-08-05,174,2020-08-22,2 wk ahead inc case,point,
45031,2020-08-05,396,2020-08-22,2 wk ahead inc case,point,
45033,2020-08-05,134,2020-08-22,2 wk ahead inc case,point,
45035,2020-08-05,833,2020-08-22,2 wk ahead inc case,point,
45037,2020-08-05,115,2020-08-22,2 wk ahead inc case,point,
45039,2020-08-05,75,2020-08-22,2 wk ahead inc case,point,
45041,2020-08-05,917,2020-08-22,2 wk ahead inc case,point,
45043,2020-08-05,277,2020-08-22,2 wk ahead inc case,point,
45045,2020-08-05,1726,2020-08-22,2 wk ahead inc case,point,
45047,2020-08-05,257,2020-08-22,2 wk ahead inc case,point,
45049,2020-08-05,172,2020-08-22,2 wk ahead inc case,point,
45051,2020-08-05,1290,2020-08-22,2 wk ahead inc case,point,
45053,2020-08-05,169,2020-08-22,2 wk ahead inc case,point,
45055,2020-08-05,257,2020-08-22,2 wk ahead inc case,point,
45057,2020-08-05,290,2020-08-22,2 wk ahead inc case,point,
45059,2020-08-05,298,2020-08-22,2 wk ahead inc case,point,
45061,2020-08-05,128,2020-08-22,2 wk ahead inc case,point,
45063,2020-08-05,945,2020-08-22,2 wk ahead inc case,point,
45065,2020-08-05,3,2020-08-22,2 wk ahead inc case,point,
45067,2020-08-05,113,2020-08-22,2 wk ahead inc case,point,
45069,2020-08-05,77,2020-08-22,2 wk ahead inc case,point,
45071,2020-08-05,209,2020-08-22,2 wk ahead inc case,point,
45073,2020-08-05,201,2020-08-22,2 wk ahead inc case,point,
45075,2020-08-05,742,2020-08-22,2 wk ahead inc case,point,
45077,2020-08-05,308,2020-08-22,2 wk ahead inc case,point,
45079,2020-08-05,1804,2020-08-22,2 wk ahead inc case,point,
45081,2020-08-05,56,2020-08-22,2 wk ahead inc case,point,
45083,2020-08-05,872,2020-08-22,2 wk ahead inc case,point,
45085,2020-08-05,502,2020-08-22,2 wk ahead inc case,point,
45087,2020-08-05,115,2020-08-22,2 wk ahead inc case,point,
45089,2020-08-05,248,2020-08-22,2 wk ahead inc case,point,
45091,2020-08-05,881,2020-08-22,2 wk ahead inc case,point,
46003,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
46005,2020-08-05,19,2020-08-22,2 wk ahead inc case,point,
46007,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
46009,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
46011,2020-08-05,22,2020-08-22,2 wk ahead inc case,point,
46013,2020-08-05,56,2020-08-22,2 wk ahead inc case,point,
46015,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
46017,2020-08-05,7,2020-08-22,2 wk ahead inc case,point,
46019,2020-08-05,6,2020-08-22,2 wk ahead inc case,point,
46021,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
46023,2020-08-05,9,2020-08-22,2 wk ahead inc case,point,
46025,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
46027,2020-08-05,31,2020-08-22,2 wk ahead inc case,point,
46029,2020-08-05,5,2020-08-22,2 wk ahead inc case,point,
46031,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
46033,2020-08-05,13,2020-08-22,2 wk ahead inc case,point,
46035,2020-08-05,53,2020-08-22,2 wk ahead inc case,point,
46037,2020-08-05,2,2020-08-22,2 wk ahead inc case,point,
46039,2020-08-05,16,2020-08-22,2 wk ahead inc case,point,
46041,2020-08-05,42,2020-08-22,2 wk ahead inc case,point,
46043,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
46045,2020-08-05,2,2020-08-22,2 wk ahead inc case,point,
46047,2020-08-05,31,2020-08-22,2 wk ahead inc case,point,
46049,2020-08-05,2,2020-08-22,2 wk ahead inc case,point,
46051,2020-08-05,6,2020-08-22,2 wk ahead inc case,point,
46053,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
46055,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
46057,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
46059,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
46061,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
46063,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
46065,2020-08-05,7,2020-08-22,2 wk ahead inc case,point,
46067,2020-08-05,5,2020-08-22,2 wk ahead inc case,point,
46069,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
46071,2020-08-05,5,2020-08-22,2 wk ahead inc case,point,
46073,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
46075,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
46077,2020-08-05,9,2020-08-22,2 wk ahead inc case,point,
46079,2020-08-05,42,2020-08-22,2 wk ahead inc case,point,
46081,2020-08-05,16,2020-08-22,2 wk ahead inc case,point,
46083,2020-08-05,152,2020-08-22,2 wk ahead inc case,point,
46085,2020-08-05,5,2020-08-22,2 wk ahead inc case,point,
46087,2020-08-05,4,2020-08-22,2 wk ahead inc case,point,
46089,2020-08-05,3,2020-08-22,2 wk ahead inc case,point,
46091,2020-08-05,3,2020-08-22,2 wk ahead inc case,point,
46093,2020-08-05,37,2020-08-22,2 wk ahead inc case,point,
46095,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
46097,2020-08-05,5,2020-08-22,2 wk ahead inc case,point,
46099,2020-08-05,608,2020-08-22,2 wk ahead inc case,point,
46101,2020-08-05,2,2020-08-22,2 wk ahead inc case,point,
46103,2020-08-05,67,2020-08-22,2 wk ahead inc case,point,
46105,2020-08-05,2,2020-08-22,2 wk ahead inc case,point,
46107,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
46109,2020-08-05,30,2020-08-22,2 wk ahead inc case,point,
46111,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
46115,2020-08-05,8,2020-08-22,2 wk ahead inc case,point,
46117,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
46119,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
46121,2020-08-05,4,2020-08-22,2 wk ahead inc case,point,
46123,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
46125,2020-08-05,55,2020-08-22,2 wk ahead inc case,point,
46127,2020-08-05,43,2020-08-22,2 wk ahead inc case,point,
46129,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
46135,2020-08-05,52,2020-08-22,2 wk ahead inc case,point,
46137,2020-08-05,5,2020-08-22,2 wk ahead inc case,point,
47001,2020-08-05,360,2020-08-22,2 wk ahead inc case,point,
47003,2020-08-05,262,2020-08-22,2 wk ahead inc case,point,
47005,2020-08-05,110,2020-08-22,2 wk ahead inc case,point,
47007,2020-08-05,65,2020-08-22,2 wk ahead inc case,point,
47009,2020-08-05,805,2020-08-22,2 wk ahead inc case,point,
47011,2020-08-05,498,2020-08-22,2 wk ahead inc case,point,
47013,2020-08-05,184,2020-08-22,2 wk ahead inc case,point,
47015,2020-08-05,132,2020-08-22,2 wk ahead inc case,point,
47017,2020-08-05,206,2020-08-22,2 wk ahead inc case,point,
47019,2020-08-05,179,2020-08-22,2 wk ahead inc case,point,
47021,2020-08-05,218,2020-08-22,2 wk ahead inc case,point,
47023,2020-08-05,75,2020-08-22,2 wk ahead inc case,point,
47025,2020-08-05,184,2020-08-22,2 wk ahead inc case,point,
47027,2020-08-05,60,2020-08-22,2 wk ahead inc case,point,
47029,2020-08-05,195,2020-08-22,2 wk ahead inc case,point,
47031,2020-08-05,214,2020-08-22,2 wk ahead inc case,point,
47033,2020-08-05,135,2020-08-22,2 wk ahead inc case,point,
47035,2020-08-05,84,2020-08-22,2 wk ahead inc case,point,
47037,2020-08-05,3126,2020-08-22,2 wk ahead inc case,point,
47039,2020-08-05,113,2020-08-22,2 wk ahead inc case,point,
47041,2020-08-05,120,2020-08-22,2 wk ahead inc case,point,
47043,2020-08-05,246,2020-08-22,2 wk ahead inc case,point,
47045,2020-08-05,244,2020-08-22,2 wk ahead inc case,point,
47047,2020-08-05,195,2020-08-22,2 wk ahead inc case,point,
47049,2020-08-05,38,2020-08-22,2 wk ahead inc case,point,
47051,2020-08-05,133,2020-08-22,2 wk ahead inc case,point,
47053,2020-08-05,320,2020-08-22,2 wk ahead inc case,point,
47055,2020-08-05,142,2020-08-22,2 wk ahead inc case,point,
47057,2020-08-05,79,2020-08-22,2 wk ahead inc case,point,
47059,2020-08-05,95,2020-08-22,2 wk ahead inc case,point,
47061,2020-08-05,61,2020-08-22,2 wk ahead inc case,point,
47063,2020-08-05,613,2020-08-22,2 wk ahead inc case,point,
47065,2020-08-05,1294,2020-08-22,2 wk ahead inc case,point,
47067,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
47069,2020-08-05,314,2020-08-22,2 wk ahead inc case,point,
47071,2020-08-05,162,2020-08-22,2 wk ahead inc case,point,
47073,2020-08-05,331,2020-08-22,2 wk ahead inc case,point,
47075,2020-08-05,212,2020-08-22,2 wk ahead inc case,point,
47077,2020-08-05,289,2020-08-22,2 wk ahead inc case,point,
47079,2020-08-05,215,2020-08-22,2 wk ahead inc case,point,
47081,2020-08-05,90,2020-08-22,2 wk ahead inc case,point,
47083,2020-08-05,4,2020-08-22,2 wk ahead inc case,point,
47085,2020-08-05,106,2020-08-22,2 wk ahead inc case,point,
47087,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
47089,2020-08-05,250,2020-08-22,2 wk ahead inc case,point,
47091,2020-08-05,157,2020-08-22,2 wk ahead inc case,point,
47093,2020-08-05,1926,2020-08-22,2 wk ahead inc case,point,
47095,2020-08-05,74,2020-08-22,2 wk ahead inc case,point,
47097,2020-08-05,199,2020-08-22,2 wk ahead inc case,point,
47099,2020-08-05,193,2020-08-22,2 wk ahead inc case,point,
47101,2020-08-05,36,2020-08-22,2 wk ahead inc case,point,
47103,2020-08-05,110,2020-08-22,2 wk ahead inc case,point,
47105,2020-08-05,289,2020-08-22,2 wk ahead inc case,point,
47107,2020-08-05,144,2020-08-22,2 wk ahead inc case,point,
47109,2020-08-05,131,2020-08-22,2 wk ahead inc case,point,
47111,2020-08-05,68,2020-08-22,2 wk ahead inc case,point,
47113,2020-08-05,619,2020-08-22,2 wk ahead inc case,point,
47115,2020-08-05,117,2020-08-22,2 wk ahead inc case,point,
47117,2020-08-05,104,2020-08-22,2 wk ahead inc case,point,
47119,2020-08-05,426,2020-08-22,2 wk ahead inc case,point,
47121,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
47123,2020-08-05,140,2020-08-22,2 wk ahead inc case,point,
47125,2020-08-05,663,2020-08-22,2 wk ahead inc case,point,
47127,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
47129,2020-08-05,110,2020-08-22,2 wk ahead inc case,point,
47131,2020-08-05,334,2020-08-22,2 wk ahead inc case,point,
47133,2020-08-05,52,2020-08-22,2 wk ahead inc case,point,
47135,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
47137,2020-08-05,17,2020-08-22,2 wk ahead inc case,point,
47139,2020-08-05,139,2020-08-22,2 wk ahead inc case,point,
47141,2020-08-05,365,2020-08-22,2 wk ahead inc case,point,
47143,2020-08-05,131,2020-08-22,2 wk ahead inc case,point,
47145,2020-08-05,351,2020-08-22,2 wk ahead inc case,point,
47147,2020-08-05,327,2020-08-22,2 wk ahead inc case,point,
47149,2020-08-05,1560,2020-08-22,2 wk ahead inc case,point,
47151,2020-08-05,104,2020-08-22,2 wk ahead inc case,point,
47153,2020-08-05,30,2020-08-22,2 wk ahead inc case,point,
47155,2020-08-05,699,2020-08-22,2 wk ahead inc case,point,
47157,2020-08-05,5997,2020-08-22,2 wk ahead inc case,point,
47159,2020-08-05,93,2020-08-22,2 wk ahead inc case,point,
47161,2020-08-05,10,2020-08-22,2 wk ahead inc case,point,
47163,2020-08-05,661,2020-08-22,2 wk ahead inc case,point,
47165,2020-08-05,643,2020-08-22,2 wk ahead inc case,point,
47167,2020-08-05,325,2020-08-22,2 wk ahead inc case,point,
47169,2020-08-05,40,2020-08-22,2 wk ahead inc case,point,
47171,2020-08-05,103,2020-08-22,2 wk ahead inc case,point,
47173,2020-08-05,103,2020-08-22,2 wk ahead inc case,point,
47175,2020-08-05,7,2020-08-22,2 wk ahead inc case,point,
47177,2020-08-05,270,2020-08-22,2 wk ahead inc case,point,
47179,2020-08-05,713,2020-08-22,2 wk ahead inc case,point,
47181,2020-08-05,71,2020-08-22,2 wk ahead inc case,point,
47183,2020-08-05,239,2020-08-22,2 wk ahead inc case,point,
47185,2020-08-05,113,2020-08-22,2 wk ahead inc case,point,
47187,2020-08-05,760,2020-08-22,2 wk ahead inc case,point,
47189,2020-08-05,411,2020-08-22,2 wk ahead inc case,point,
48001,2020-08-05,303,2020-08-22,2 wk ahead inc case,point,
48003,2020-08-05,64,2020-08-22,2 wk ahead inc case,point,
48005,2020-08-05,1087,2020-08-22,2 wk ahead inc case,point,
48007,2020-08-05,19,2020-08-22,2 wk ahead inc case,point,
48009,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48011,2020-08-05,14,2020-08-22,2 wk ahead inc case,point,
48013,2020-08-05,28,2020-08-22,2 wk ahead inc case,point,
48015,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
48017,2020-08-05,41,2020-08-22,2 wk ahead inc case,point,
48019,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48021,2020-08-05,301,2020-08-22,2 wk ahead inc case,point,
48023,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48025,2020-08-05,453,2020-08-22,2 wk ahead inc case,point,
48027,2020-08-05,1016,2020-08-22,2 wk ahead inc case,point,
48029,2020-08-05,15210,2020-08-22,2 wk ahead inc case,point,
48031,2020-08-05,27,2020-08-22,2 wk ahead inc case,point,
48033,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48035,2020-08-05,189,2020-08-22,2 wk ahead inc case,point,
48037,2020-08-05,141,2020-08-22,2 wk ahead inc case,point,
48039,2020-08-05,1290,2020-08-22,2 wk ahead inc case,point,
48041,2020-08-05,948,2020-08-22,2 wk ahead inc case,point,
48043,2020-08-05,46,2020-08-22,2 wk ahead inc case,point,
48045,2020-08-05,3,2020-08-22,2 wk ahead inc case,point,
48047,2020-08-05,104,2020-08-22,2 wk ahead inc case,point,
48049,2020-08-05,60,2020-08-22,2 wk ahead inc case,point,
48051,2020-08-05,44,2020-08-22,2 wk ahead inc case,point,
48053,2020-08-05,35,2020-08-22,2 wk ahead inc case,point,
48055,2020-08-05,162,2020-08-22,2 wk ahead inc case,point,
48057,2020-08-05,261,2020-08-22,2 wk ahead inc case,point,
48059,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
48061,2020-08-05,11937,2020-08-22,2 wk ahead inc case,point,
48063,2020-08-05,13,2020-08-22,2 wk ahead inc case,point,
48065,2020-08-05,20,2020-08-22,2 wk ahead inc case,point,
48067,2020-08-05,132,2020-08-22,2 wk ahead inc case,point,
48069,2020-08-05,187,2020-08-22,2 wk ahead inc case,point,
48071,2020-08-05,145,2020-08-22,2 wk ahead inc case,point,
48073,2020-08-05,488,2020-08-22,2 wk ahead inc case,point,
48075,2020-08-05,54,2020-08-22,2 wk ahead inc case,point,
48077,2020-08-05,43,2020-08-22,2 wk ahead inc case,point,
48079,2020-08-05,75,2020-08-22,2 wk ahead inc case,point,
48081,2020-08-05,35,2020-08-22,2 wk ahead inc case,point,
48083,2020-08-05,35,2020-08-22,2 wk ahead inc case,point,
48085,2020-08-05,1350,2020-08-22,2 wk ahead inc case,point,
48087,2020-08-05,2,2020-08-22,2 wk ahead inc case,point,
48089,2020-08-05,42,2020-08-22,2 wk ahead inc case,point,
48091,2020-08-05,364,2020-08-22,2 wk ahead inc case,point,
48093,2020-08-05,157,2020-08-22,2 wk ahead inc case,point,
48095,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
48097,2020-08-05,46,2020-08-22,2 wk ahead inc case,point,
48099,2020-08-05,296,2020-08-22,2 wk ahead inc case,point,
48101,2020-08-05,10,2020-08-22,2 wk ahead inc case,point,
48103,2020-08-05,18,2020-08-22,2 wk ahead inc case,point,
48105,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48107,2020-08-05,48,2020-08-22,2 wk ahead inc case,point,
48109,2020-08-05,25,2020-08-22,2 wk ahead inc case,point,
48111,2020-08-05,36,2020-08-22,2 wk ahead inc case,point,
48113,2020-08-05,12444,2020-08-22,2 wk ahead inc case,point,
48115,2020-08-05,43,2020-08-22,2 wk ahead inc case,point,
48117,2020-08-05,135,2020-08-22,2 wk ahead inc case,point,
48119,2020-08-05,10,2020-08-22,2 wk ahead inc case,point,
48121,2020-08-05,2753,2020-08-22,2 wk ahead inc case,point,
48123,2020-08-05,505,2020-08-22,2 wk ahead inc case,point,
48125,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
48127,2020-08-05,103,2020-08-22,2 wk ahead inc case,point,
48129,2020-08-05,18,2020-08-22,2 wk ahead inc case,point,
48131,2020-08-05,41,2020-08-22,2 wk ahead inc case,point,
48133,2020-08-05,32,2020-08-22,2 wk ahead inc case,point,
48135,2020-08-05,3535,2020-08-22,2 wk ahead inc case,point,
48137,2020-08-05,14,2020-08-22,2 wk ahead inc case,point,
48139,2020-08-05,514,2020-08-22,2 wk ahead inc case,point,
48141,2020-08-05,3194,2020-08-22,2 wk ahead inc case,point,
48143,2020-08-05,175,2020-08-22,2 wk ahead inc case,point,
48145,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48147,2020-08-05,3,2020-08-22,2 wk ahead inc case,point,
48149,2020-08-05,161,2020-08-22,2 wk ahead inc case,point,
48151,2020-08-05,36,2020-08-22,2 wk ahead inc case,point,
48153,2020-08-05,39,2020-08-22,2 wk ahead inc case,point,
48155,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48157,2020-08-05,3938,2020-08-22,2 wk ahead inc case,point,
48159,2020-08-05,50,2020-08-22,2 wk ahead inc case,point,
48161,2020-08-05,2,2020-08-22,2 wk ahead inc case,point,
48163,2020-08-05,82,2020-08-22,2 wk ahead inc case,point,
48165,2020-08-05,96,2020-08-22,2 wk ahead inc case,point,
48167,2020-08-05,2234,2020-08-22,2 wk ahead inc case,point,
48169,2020-08-05,3,2020-08-22,2 wk ahead inc case,point,
48171,2020-08-05,50,2020-08-22,2 wk ahead inc case,point,
48173,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48175,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48177,2020-08-05,115,2020-08-22,2 wk ahead inc case,point,
48179,2020-08-05,105,2020-08-22,2 wk ahead inc case,point,
48181,2020-08-05,264,2020-08-22,2 wk ahead inc case,point,
48183,2020-08-05,196,2020-08-22,2 wk ahead inc case,point,
48185,2020-08-05,112,2020-08-22,2 wk ahead inc case,point,
48187,2020-08-05,259,2020-08-22,2 wk ahead inc case,point,
48189,2020-08-05,407,2020-08-22,2 wk ahead inc case,point,
48191,2020-08-05,22,2020-08-22,2 wk ahead inc case,point,
48193,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48195,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48197,2020-08-05,2,2020-08-22,2 wk ahead inc case,point,
48199,2020-08-05,366,2020-08-22,2 wk ahead inc case,point,
48201,2020-08-05,29434,2020-08-22,2 wk ahead inc case,point,
48203,2020-08-05,147,2020-08-22,2 wk ahead inc case,point,
48205,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48207,2020-08-05,61,2020-08-22,2 wk ahead inc case,point,
48209,2020-08-05,1370,2020-08-22,2 wk ahead inc case,point,
48211,2020-08-05,30,2020-08-22,2 wk ahead inc case,point,
48213,2020-08-05,161,2020-08-22,2 wk ahead inc case,point,
48215,2020-08-05,19535,2020-08-22,2 wk ahead inc case,point,
48217,2020-08-05,138,2020-08-22,2 wk ahead inc case,point,
48219,2020-08-05,151,2020-08-22,2 wk ahead inc case,point,
48221,2020-08-05,304,2020-08-22,2 wk ahead inc case,point,
48223,2020-08-05,146,2020-08-22,2 wk ahead inc case,point,
48225,2020-08-05,666,2020-08-22,2 wk ahead inc case,point,
48227,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48229,2020-08-05,7,2020-08-22,2 wk ahead inc case,point,
48231,2020-08-05,440,2020-08-22,2 wk ahead inc case,point,
48233,2020-08-05,31,2020-08-22,2 wk ahead inc case,point,
48235,2020-08-05,7,2020-08-22,2 wk ahead inc case,point,
48237,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48239,2020-08-05,351,2020-08-22,2 wk ahead inc case,point,
48241,2020-08-05,346,2020-08-22,2 wk ahead inc case,point,
48243,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48245,2020-08-05,923,2020-08-22,2 wk ahead inc case,point,
48247,2020-08-05,18,2020-08-22,2 wk ahead inc case,point,
48249,2020-08-05,11,2020-08-22,2 wk ahead inc case,point,
48251,2020-08-05,631,2020-08-22,2 wk ahead inc case,point,
48253,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48255,2020-08-05,308,2020-08-22,2 wk ahead inc case,point,
48257,2020-08-05,837,2020-08-22,2 wk ahead inc case,point,
48259,2020-08-05,66,2020-08-22,2 wk ahead inc case,point,
48261,2020-08-05,4,2020-08-22,2 wk ahead inc case,point,
48263,2020-08-05,11,2020-08-22,2 wk ahead inc case,point,
48265,2020-08-05,99,2020-08-22,2 wk ahead inc case,point,
48267,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48269,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48271,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48273,2020-08-05,161,2020-08-22,2 wk ahead inc case,point,
48275,2020-08-05,62,2020-08-22,2 wk ahead inc case,point,
48277,2020-08-05,268,2020-08-22,2 wk ahead inc case,point,
48279,2020-08-05,1,2020-08-22,2 wk ahead inc case,point,
48281,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48283,2020-08-05,9,2020-08-22,2 wk ahead inc case,point,
48285,2020-08-05,89,2020-08-22,2 wk ahead inc case,point,
48287,2020-08-05,14,2020-08-22,2 wk ahead inc case,point,
48289,2020-08-05,12,2020-08-22,2 wk ahead inc case,point,
48291,2020-08-05,179,2020-08-22,2 wk ahead inc case,point,
48293,2020-08-05,99,2020-08-22,2 wk ahead inc case,point,
48295,2020-08-05,4,2020-08-22,2 wk ahead inc case,point,
48297,2020-08-05,94,2020-08-22,2 wk ahead inc case,point,
48299,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48301,2020-08-05,0,2020-08-22,2 wk ahead inc case,point,
48303,2020-08-05,1212,2020-08-22,2 wk ahead inc case,point,
48305,2020-08-05,31,2020-08-22,2 wk ahead inc case,point,
48307,2020-08-05,43,2020-08-22,2 wk ahead inc case,point,
48309,2020-08-05,1669,2020-08-22,2 wk ahead inc case,point,
48311,2020-08-05,5,2020-08-22,2 wk ahead inc case,point,
