location,target,type,quantile,forecast_date,target_end_date,value
35,2 wk ahead inc death,point,,2020-04-20,2020-05-02,8.86322982298501
32,2 wk ahead inc death,point,,2020-04-20,2020-05-02,42.9341948459905
36,2 wk ahead inc death,point,,2020-04-20,2020-05-02,1975.5840442488293
39,2 wk ahead inc death,point,,2020-04-20,2020-05-02,99.06262344202057
40,2 wk ahead inc death,point,,2020-04-20,2020-05-02,73.28086113738878
41,2 wk ahead inc death,point,,2020-04-20,2020-05-02,19.21308015909261
42,2 wk ahead inc death,point,,2020-04-20,2020-05-02,228.1660739641364
44,2 wk ahead inc death,point,,2020-04-20,2020-05-02,25.198369400216976
45,2 wk ahead inc death,point,,2020-04-20,2020-05-02,65.48868622811202
46,2 wk ahead inc death,point,,2020-04-20,2020-05-02,17.99073233981108
47,2 wk ahead inc death,point,,2020-04-20,2020-05-02,85.81471347577177
48,2 wk ahead inc death,point,,2020-04-20,2020-05-02,203.08474367177587
49,2 wk ahead inc death,point,,2020-04-20,2020-05-02,11.401465527967165
51,2 wk ahead inc death,point,,2020-04-20,2020-05-02,71.21820499201372
50,2 wk ahead inc death,point,,2020-04-20,2020-05-02,13.342535726531505
53,2 wk ahead inc death,point,,2020-04-20,2020-05-02,163.1554463338401
55,2 wk ahead inc death,point,,2020-04-20,2020-05-02,59.66966449393846
54,2 wk ahead inc death,point,,2020-04-20,2020-05-02,3.310005240059944
56,2 wk ahead inc death,point,,2020-04-20,2020-05-02,0.6562075411661203
US,2 wk ahead inc death,point,,2020-04-20,2020-05-02,7845.617028438118
01,3 wk ahead cum death,point,,2020-04-20,2020-05-09,495.19855612107733
05,3 wk ahead cum death,point,,2020-04-20,2020-05-09,127.47385014022429
04,3 wk ahead cum death,point,,2020-04-20,2020-05-09,423.71852975867785
06,3 wk ahead cum death,point,,2020-04-20,2020-05-09,1802.8302979787488
