,Unnamed: 0,forecast_date,target,target_end_date,location,location_name,type,quantile,value
0,1,2020-05-18,1 day ahead cum death,2020-05-19,17,Illinois,quantile,0.01,4683.91
1,2,2020-05-18,1 day ahead inc death,2020-05-19,17,Illinois,quantile,0.01,81.99
2,3,2020-05-18,2 day ahead cum death,2020-05-20,17,Illinois,quantile,0.01,4781.91
3,4,2020-05-18,2 day ahead inc death,2020-05-20,17,Illinois,quantile,0.01,83.98
4,5,2020-05-18,3 day ahead cum death,2020-05-21,17,Illinois,quantile,0.01,4905.79
5,6,2020-05-18,3 day ahead inc death,2020-05-21,17,Illinois,quantile,0.01,74.99
6,7,2020-05-18,4 day ahead cum death,2020-05-22,17,Illinois,quantile,0.01,5041.58
7,8,2020-05-18,4 day ahead inc death,2020-05-22,17,Illinois,quantile,0.01,87.99
8,9,2020-05-18,5 day ahead cum death,2020-05-23,17,Illinois,quantile,0.01,5182.68
9,10,2020-05-18,5 day ahead inc death,2020-05-23,17,Illinois,quantile,0.01,92.93
10,11,2020-05-18,6 day ahead cum death,2020-05-24,17,Illinois,quantile,0.01,5311.8
11,12,2020-05-18,6 day ahead inc death,2020-05-24,17,Illinois,quantile,0.01,80.98
12,13,2020-05-18,7 day ahead cum death,2020-05-25,17,Illinois,quantile,0.01,5459.64
13,14,2020-05-18,7 day ahead inc death,2020-05-25,17,Illinois,quantile,0.01,84.97
14,15,2020-05-18,8 day ahead cum death,2020-05-26,17,Illinois,quantile,0.01,5587.98
15,16,2020-05-18,8 day ahead inc death,2020-05-26,17,Illinois,quantile,0.01,86.96
16,17,2020-05-18,9 day ahead cum death,2020-05-27,17,Illinois,quantile,0.01,5708.94
17,18,2020-05-18,9 day ahead inc death,2020-05-27,17,Illinois,quantile,0.01,93.96
18,19,2020-05-18,10 day ahead cum death,2020-05-28,17,Illinois,quantile,0.01,5844.71
19,20,2020-05-18,10 day ahead inc death,2020-05-28,17,Illinois,quantile,0.01,99.97
20,21,2020-05-18,11 day ahead cum death,2020-05-29,17,Illinois,quantile,0.01,5931.96
21,22,2020-05-18,11 day ahead inc death,2020-05-29,17,Illinois,quantile,0.01,86.98
22,23,2020-05-18,12 day ahead cum death,2020-05-30,17,Illinois,quantile,0.01,6067.97
23,24,2020-05-18,12 day ahead inc death,2020-05-30,17,Illinois,quantile,0.01,89.99
24,25,2020-05-18,13 day ahead cum death,2020-05-31,17,Illinois,quantile,0.01,6197.84
25,26,2020-05-18,13 day ahead inc death,2020-05-31,17,Illinois,quantile,0.01,84.0
26,27,2020-05-18,14 day ahead cum death,2020-06-01,17,Illinois,quantile,0.01,6347.37
27,28,2020-05-18,14 day ahead inc death,2020-06-01,17,Illinois,quantile,0.01,91.96
28,29,2020-05-18,15 day ahead cum death,2020-06-02,17,Illinois,quantile,0.01,6487.37
29,30,2020-05-18,15 day ahead inc death,2020-06-02,17,Illinois,quantile,0.01,87.98
30,31,2020-05-18,16 day ahead cum death,2020-06-03,17,Illinois,quantile,0.01,6634.13
31,32,2020-05-18,16 day ahead inc death,2020-06-03,17,Illinois,quantile,0.01,92.92
32,33,2020-05-18,17 day ahead cum death,2020-06-04,17,Illinois,quantile,0.01,6751.41
33,34,2020-05-18,17 day ahead inc death,2020-06-04,17,Illinois,quantile,0.01,85.91
34,35,2020-05-18,18 day ahead cum death,2020-06-05,17,Illinois,quantile,0.01,6869.63
35,36,2020-05-18,18 day ahead inc death,2020-06-05,17,Illinois,quantile,0.01,94.9
36,37,2020-05-18,19 day ahead cum death,2020-06-06,17,Illinois,quantile,0.01,7005.52
37,38,2020-05-18,19 day ahead inc death,2020-06-06,17,Illinois,quantile,0.01,98.98
38,39,2020-05-18,20 day ahead cum death,2020-06-07,17,Illinois,quantile,0.01,7136.47
39,40,2020-05-18,20 day ahead inc death,2020-06-07,17,Illinois,quantile,0.01,90.94
40,41,2020-05-18,21 day ahead cum death,2020-06-08,17,Illinois,quantile,0.01,7230.9
41,42,2020-05-18,21 day ahead inc death,2020-06-08,17,Illinois,quantile,0.01,90.93
42,43,2020-05-18,22 day ahead cum death,2020-06-09,17,Illinois,quantile,0.01,7360.77
43,44,2020-05-18,22 day ahead inc death,2020-06-09,17,Illinois,quantile,0.01,103.98
44,45,2020-05-18,23 day ahead cum death,2020-06-10,17,Illinois,quantile,0.01,7513.78
45,46,2020-05-18,23 day ahead inc death,2020-06-10,17,Illinois,quantile,0.01,96.77
46,47,2020-05-18,24 day ahead cum death,2020-06-11,17,Illinois,quantile,0.01,7640.68
47,48,2020-05-18,24 day ahead inc death,2020-06-11,17,Illinois,quantile,0.01,87.95
48,49,2020-05-18,25 day ahead cum death,2020-06-12,17,Illinois,quantile,0.01,7734.92
49,50,2020-05-18,25 day ahead inc death,2020-06-12,17,Illinois,quantile,0.01,94.0
50,51,2020-05-18,26 day ahead cum death,2020-06-13,17,Illinois,quantile,0.01,7890.89
51,52,2020-05-18,26 day ahead inc death,2020-06-13,17,Illinois,quantile,0.01,95.99
52,53,2020-05-18,27 day ahead cum death,2020-06-14,17,Illinois,quantile,0.01,8044.51
53,54,2020-05-18,27 day ahead inc death,2020-06-14,17,Illinois,quantile,0.01,95.96
54,55,2020-05-18,28 day ahead cum death,2020-06-15,17,Illinois,quantile,0.01,8204.05
55,56,2020-05-18,28 day ahead inc death,2020-06-15,17,Illinois,quantile,0.01,99.99
56,57,2020-05-18,29 day ahead cum death,2020-06-16,17,Illinois,quantile,0.01,8329.64
57,58,2020-05-18,29 day ahead inc death,2020-06-16,17,Illinois,quantile,0.01,115.92
58,59,2020-05-18,30 day ahead cum death,2020-06-17,17,Illinois,quantile,0.01,8477.88
59,60,2020-05-18,30 day ahead inc death,2020-06-17,17,Illinois,quantile,0.01,123.99
60,61,2020-05-18,31 day ahead cum death,2020-06-18,17,Illinois,quantile,0.01,8652.83
61,62,2020-05-18,31 day ahead inc death,2020-06-18,17,Illinois,quantile,0.01,131.92
62,63,2020-05-18,32 day ahead cum death,2020-06-19,17,Illinois,quantile,0.01,8828.93
63,64,2020-05-18,32 day ahead inc death,2020-06-19,17,Illinois,quantile,0.01,135.97
64,65,2020-05-18,33 day ahead cum death,2020-06-20,17,Illinois,quantile,0.01,9033.92
65,66,2020-05-18,33 day ahead inc death,2020-06-20,17,Illinois,quantile,0.01,152.91
66,67,2020-05-18,1 day ahead cum death,2020-05-19,17,Illinois,quantile,0.025,4789.65
67,68,2020-05-18,1 day ahead inc death,2020-05-19,17,Illinois,quantile,0.025,89.975
68,69,2020-05-18,2 day ahead cum death,2020-05-20,17,Illinois,quantile,0.025,4891.225
69,70,2020-05-18,2 day ahead inc death,2020-05-20,17,Illinois,quantile,0.025,87.95
70,71,2020-05-18,3 day ahead cum death,2020-05-21,17,Illinois,quantile,0.025,4994.225
71,72,2020-05-18,3 day ahead inc death,2020-05-21,17,Illinois,quantile,0.025,92.975
72,73,2020-05-18,4 day ahead cum death,2020-05-22,17,Illinois,quantile,0.025,5121.0
73,74,2020-05-18,4 day ahead inc death,2020-05-22,17,Illinois,quantile,0.025,93.95
74,75,2020-05-18,5 day ahead cum death,2020-05-23,17,Illinois,quantile,0.025,5260.0
75,76,2020-05-18,5 day ahead inc death,2020-05-23,17,Illinois,quantile,0.025,95.95
76,77,2020-05-18,6 day ahead cum death,2020-05-24,17,Illinois,quantile,0.025,5402.8
77,78,2020-05-18,6 day ahead inc death,2020-05-24,17,Illinois,quantile,0.025,88.0
78,79,2020-05-18,7 day ahead cum death,2020-05-25,17,Illinois,quantile,0.025,5505.85
